"","ATVI.Open","ATVI.High","ATVI.Low","ATVI.Close","ATVI.Volume","ATVI.Adjusted"
"2022-01-06",66.160004,66.260002,63.709999,63.82,15071100,63.44289
"2022-01-07",63.990002,64.900002,63.330002,64.040001,21467900,63.661591
"2022-01-10",63.889999,64.239998,61.990002,63.110001,14993000,62.737087
"2022-01-11",63.09,65.989998,62.93,65.849998,10728600,65.460892
"2022-01-12",65.230003,65.540001,63.810001,64.809998,13986900,64.42704
"2022-01-13",64.910004,65.010002,64.010002,64.169998,12790800,63.790821
"2022-01-14",63.990002,65.540001,62.990002,65.389999,13495700,65.003609
"2022-01-18",86.769997,86.900002,81.449997,82.309998,120192800,81.823631
"2022-01-19",82.650002,83.059998,81.5,82.150002,30482100,81.664581
"2022-01-20",82.300003,83.040001,81.650002,81.760002,18995300,81.276886
"2022-01-21",81.910004,82,81.150002,81.349998,17143300,80.869301
"2022-01-24",80.739998,81.839996,79.449997,79.970001,24380000,79.497459
"2022-01-25",79.75,80.589996,79.010002,79.120003,14403800,78.652489
"2022-01-26",79.639999,79.910004,78.629997,78.779999,10309100,78.314491
"2022-01-27",79.099998,79.720001,78.650002,78.900002,10857300,78.433784
"2022-01-28",78.800003,79.139999,77.769997,79.139999,11203800,78.672363
"2022-01-31",78.870003,79.440002,77.910004,79.010002,11649500,78.543137
"2022-02-01",79.080002,79.75,78.769997,79.059998,12225300,78.592834
"2022-02-02",79.080002,79.699997,78.93,79.25,17386500,78.781715
"2022-02-03",79.25,79.790001,78.699997,78.949997,19961400,78.483482
"2022-02-04",78.449997,79.830002,78.400002,79.25,13259100,78.781715
"2022-02-07",79.800003,79.980003,79.32,79.5,9059700,79.030235
"2022-02-08",79.68,80.790001,79.550003,80.230003,9106200,79.755928
"2022-02-09",80.550003,81.860001,80.150002,81.5,11355900,81.018417
"2022-02-10",81.120003,81.940002,81.080002,81.449997,9061300,80.968712
"2022-02-11",81.5,81.830002,81.080002,81.5,6971000,81.018417
"2022-02-14",81.489998,81.629997,81.110001,81.5,7059100,81.018417
"2022-02-15",81.599998,82,81.349998,81.519997,9031000,81.0383
"2022-02-16",81.449997,81.779999,81.099998,81.459999,6487300,80.978653
"2022-02-17",81.459999,81.5,80.900002,80.970001,4949100,80.491554
"2022-02-18",81.040001,81.529999,80.93,81.050003,7753700,80.571083
"2022-02-22",81.150002,81.870003,81.110001,81.230003,10983600,80.750015
"2022-02-23",81.040001,81.120003,80.440002,80.709999,9378400,80.233086
"2022-02-24",80.099998,81.18,80.019997,81.010002,10386900,80.531319
"2022-02-25",81.150002,81.540001,80.629997,81.440002,5700500,80.958778
"2022-02-28",81.050003,81.57,80.889999,81.5,10268500,81.018417
"2022-03-01",81.139999,81.5,80.580002,80.879997,8029000,80.402077
"2022-03-02",81.339996,81.669998,80.940002,81.480003,8034500,80.998543
"2022-03-03",81.550003,81.650002,81.089996,81.5,7024100,81.018417
"2022-03-04",81.360001,81.830002,81.290001,81.43,7528200,80.94883
"2022-03-07",81.18,81.5,80.400002,80.550003,8546000,80.074036
"2022-03-08",80.419998,81.440002,80.32,81.029999,7519800,80.551193
"2022-03-09",81.370003,81.489998,80.660004,80.830002,9914500,80.352379
"2022-03-10",80.769997,81.269997,80.57,80.800003,6981400,80.322556
"2022-03-11",80.800003,81.199997,80.18,80.309998,10714300,79.835449
"2022-03-14",80.050003,80.440002,79.449997,79.550003,9536000,79.079948
"2022-03-15",79.43,79.800003,79.150002,79.510002,7352800,79.040184
"2022-03-16",79.779999,79.849998,78.739998,79.120003,10726500,78.652489
"2022-03-17",79.480003,79.480003,78.610001,78.889999,7955700,78.423843
"2022-03-18",78.75,79.360001,78.550003,78.760002,16205000,78.294609
"2022-03-21",78.839996,79.099998,78.410004,78.839996,7753600,78.37413
"2022-03-22",78.900002,79.43,78.900002,79.300003,6444500,78.831421
"2022-03-23",79.150002,79.839996,79.029999,79.07,5308100,78.602776
"2022-03-24",79.349998,79.650002,78.959999,79.620003,3717400,79.149529
"2022-03-25",79.669998,79.970001,79.5,79.599998,5384100,79.129646
"2022-03-28",79.309998,80.07,79.18,80.010002,4970300,79.537224
"2022-03-29",80.150002,80.75,80.150002,80.75,5527000,80.27285
"2022-03-30",80.510002,80.660004,80.309998,80.360001,5134600,79.885155
"2022-03-31",80.400002,80.75,79.93,80.110001,7491900,79.636635
"2022-04-01",79.830002,80.870003,79.779999,80.82,3759300,80.342438
"2022-04-04",80.82,80.949997,80.470001,80.730003,6517700,80.252975
"2022-04-05",80.610001,81.129997,80.260002,80.379997,3598300,79.905037
"2022-04-06",79.949997,80.519997,79.949997,80.110001,4879400,79.636635
"2022-04-07",80.129997,80.449997,79.980003,80.110001,3939900,79.636635
"2022-04-08",80.050003,80.449997,79.910004,80.089996,3146600,79.616745
"2022-04-11",80,80.25,79.419998,79.480003,4399400,79.010361
"2022-04-12",79.589996,79.82,79.410004,79.540001,4738900,79.07
"2022-04-13",79.330002,79.379997,78.790001,79.099998,5948300,79.099998
"2022-04-14",78.959999,79.169998,78.849998,78.93,4571600,78.93
"2022-04-18",78.800003,79.120003,78.720001,79.059998,6200600,79.059998
"2022-04-19",78.910004,79.349998,78.809998,79.029999,3455300,79.029999
"2022-04-20",79.120003,79.309998,78.860001,78.910004,3419200,78.910004
"2022-04-21",79.029999,79.110001,78.690002,78.900002,3623500,78.900002
"2022-04-22",78.849998,79.010002,78.529999,78.610001,3893100,78.610001
"2022-04-25",78.209999,78.470001,77.410004,78.050003,8668500,78.050003
"2022-04-26",77.82,78.059998,77.019997,77.059998,10783600,77.059998
"2022-04-27",76.82,77.279999,76.059998,76.099998,7318800,76.099998
"2022-04-28",76.449997,77.360001,76.18,76.699997,8164800,76.699997
"2022-04-29",76.410004,76.75,75.330002,75.599998,8847700,75.599998
"2022-05-02",77.169998,78.220001,76.940002,78.059998,14708200,78.059998
"2022-05-03",78.5,79.389999,78.18,78.779999,10984100,78.779999
"2022-05-04",79.080002,79.5,78.660004,79.239998,8101500,79.239998
"2022-05-05",79.110001,79.110001,78.529999,78.760002,7754900,78.760002
"2022-05-06",78.699997,78.860001,77.480003,77.839996,10358600,77.839996
"2022-05-09",77.419998,77.639999,76.339996,77.169998,8484400,77.169998
"2022-05-10",77.709999,77.879997,76.150002,76.919998,6761300,76.919998
"2022-05-11",76.68,78.139999,76.449997,77.470001,6490000,77.470001
"2022-05-12",76.879997,77.870003,76.5,77.379997,5109200,77.379997
"2022-05-13",77.43,78.32,77.339996,77.739998,4681300,77.739998
"2022-05-16",77.480003,78.029999,77.379997,78,3481700,78
"2022-05-17",78.5,78.57,78,78.540001,4087200,78.540001
"2022-05-18",78.529999,78.620003,77.790001,77.919998,3921000,77.919998
"2022-05-19",77.919998,78.290001,77.410004,77.739998,4844400,77.739998
"2022-05-20",78.059998,78.209999,77.010002,77.400002,4896100,77.400002
"2022-05-23",77.940002,78.150002,77.099998,77.199997,4128100,77.199997
"2022-05-24",77.07,77.330002,76.400002,77.029999,4908900,77.029999
"2022-05-25",77.080002,77.769997,77,77.709999,3468900,77.709999
"2022-05-26",77.589996,78.120003,77.360001,77.989998,4489300,77.989998
"2022-05-27",78.209999,78.639999,77.93,78.199997,3549600,78.199997
"2022-05-31",77.879997,78.830002,77.360001,77.879997,11771200,77.879997
"2022-06-01",78.050003,78.209999,77.040001,77.410004,4173700,77.410004
"2022-06-02",77.5,78.290001,77.330002,78.230003,3409600,78.230003
"2022-06-03",77.839996,78.110001,77.660004,77.889999,2639700,77.889999
"2022-06-06",78.199997,78.519997,77.720001,77.790001,3468800,77.790001
"2022-06-07",77.629997,78.099998,77.529999,78.029999,2192400,78.029999
"2022-06-08",77.940002,78.150002,77.470001,77.629997,2455100,77.629997
"2022-06-09",77.510002,77.690002,76.620003,76.779999,4295200,76.779999
"2022-06-10",76.5,77.019997,76.050003,76.480003,3817700,76.480003
"2022-06-13",75.93,76.010002,74.720001,74.760002,5916200,74.760002
"2022-06-14",75.25,75.400002,74.239998,74.639999,3852900,74.639999
"2022-06-15",75.129997,75.910004,74.470001,75.349998,5679500,75.349998
"2022-06-16",75,75.400002,73.709999,73.93,7498200,73.93
"2022-06-17",74,75.269997,73.720001,74.709999,9405700,74.709999
"2022-06-21",75.110001,76.309998,75.099998,76.050003,6810500,76.050003
"2022-06-22",75.5,76.25,75.5,75.699997,4180300,75.699997
"2022-06-23",76.300003,76.669998,75.769997,76.489998,3614000,76.489998
"2022-06-24",76.779999,78.029999,76.57,77.940002,6541300,77.940002
"2022-06-27",77.629997,78.32,77.339996,78.010002,5836600,78.010002
"2022-06-28",78.099998,78.239998,76.940002,77.160004,4216300,77.160004
"2022-06-29",77.349998,78.150002,77.18,77.959999,4533300,77.959999
