"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2022-01-18",324.339996,324.559998,315.709991,319.200012,515300,316.601166
"2022-01-19",321.51001,321.51001,310.799988,311.829987,611800,309.291138
"2022-01-20",313.420013,318.559998,308.959991,309.399994,403600,306.88092
"2022-01-21",307.899994,307.899994,298.559998,299.380005,879700,296.942505
"2022-01-24",290.880005,301.609985,283.809998,300.959991,839600,298.509644
"2022-01-25",294.709991,302,289.140015,298.529999,620300,296.099426
"2022-01-26",304.570007,307.799988,294.399994,298.790009,929400,296.35733
"2022-01-27",300.01001,317.429993,298.869995,303.709991,1051300,301.237244
"2022-01-28",300.790009,300.98999,287.339996,298.089996,922600,295.663025
"2022-01-31",296.630005,305.309998,295.309998,304.309998,1083900,301.832367
"2022-02-01",306.149994,308.890015,300.570007,308.100006,1098100,305.591522
"2022-02-02",308.880005,313.769989,307.170013,313.209991,664900,310.659912
"2022-02-03",309.179993,311.480011,303.790009,304.25,645000,301.772858
"2022-02-04",304.410004,310.890015,303.179993,308.100006,796100,305.591522
"2022-02-07",307.950012,314.480011,306.929993,311.910004,821100,309.370514
"2022-02-08",313.950012,315.920013,312.73999,315.320007,702800,312.752747
"2022-02-09",319.190002,322.679993,317.579987,319.160004,656000,316.561462
"2022-02-10",314.769989,323.970001,313.589996,315.899994,840300,314.441284
"2022-02-11",315.200012,318.160004,302.26001,304,756200,302.596252
"2022-02-14",304.309998,307.269989,296.100006,300.950012,794400,299.560333
"2022-02-15",304.609985,310.459991,302.859985,308.48999,745600,307.065491
"2022-02-16",305.869995,313.75,305.869995,312.109985,584700,310.668762
"2022-02-17",307.170013,309.26001,298.73999,299.399994,470400,298.017487
"2022-02-18",298.350006,304.549988,298.350006,300.559998,640300,299.172119
"2022-02-22",299.470001,302.029999,294.190002,297.399994,556100,296.026703
"2022-02-23",300.470001,302.140015,291.279999,291.559998,706300,290.213684
"2022-02-24",282.170013,290.160004,278.910004,289.359985,911300,288.023834
"2022-02-25",291.100006,303.470001,290.950012,302.769989,744900,301.371918
"2022-02-28",293.450012,303.140015,292.320007,299.790009,776300,298.405701
"2022-03-01",294.450012,296.200012,277.429993,279.070007,1009200,277.781372
"2022-03-02",281.839996,293.429993,281.839996,289.899994,651100,288.56134
"2022-03-03",290.049988,292.470001,285.950012,290.399994,513000,289.059021
"2022-03-04",282.859985,284.98999,276.600006,281.48999,660500,280.190186
"2022-03-07",278.429993,279.160004,264.690002,264.920013,808800,263.696716
"2022-03-08",267.029999,271.149994,258.170013,261.390015,1056100,260.183014
"2022-03-09",273.320007,279.209991,272.519989,274.519989,625600,273.25235
"2022-03-10",268.730011,273.869995,267.920013,272.540009,520800,271.281525
"2022-03-11",276.709991,277.910004,271.670013,271.869995,451400,270.614594
"2022-03-14",276.720001,279.480011,272.109985,273.600006,492300,272.336609
"2022-03-15",276.48999,279.850006,274.279999,279.589996,578300,278.29895
"2022-03-16",284.100006,296.309998,284.100006,294.470001,838000,293.11026
"2022-03-17",290.579987,299.899994,289.730011,299.899994,616600,298.515167
"2022-03-18",299.769989,301.519989,293.410004,300.820007,1157300,299.430939
"2022-03-21",302.350006,304.290009,296.299988,298.850006,536800,297.470032
"2022-03-22",302.779999,308.209991,301.48999,307.480011,603700,306.060181
"2022-03-23",305.100006,309.190002,302.359985,303.160004,494500,301.760132
"2022-03-24",304.540009,311.779999,302.109985,311.720001,663600,310.280579
"2022-03-25",312.359985,316.179993,310.850006,314.630005,706700,313.177155
"2022-03-28",314.779999,314.970001,307.950012,311.100006,672000,309.663452
"2022-03-29",317.279999,318.48999,310.390015,312.220001,551600,310.77829
"2022-03-30",312.220001,312.420013,309.079987,310.600006,431400,309.165771
"2022-03-31",309.25,311.529999,300.359985,300.359985,751000,298.973022
"2022-04-01",303.51001,305.380005,295.420013,297.410004,609400,296.036682
"2022-04-04",298.600006,303.529999,294.519989,297.529999,571000,296.156128
"2022-04-05",296.329987,300.799988,295.630005,298.540009,618100,297.161469
"2022-04-06",292.019989,295.380005,290.910004,292.26001,732400,290.910461
"2022-04-07",291.089996,293.579987,284.980011,289.299988,626800,287.964111
"2022-04-08",289.320007,295.170013,287.420013,293.040009,461300,291.686859
"2022-04-11",293.76001,297.899994,290.51001,290.76001,417700,289.417389
"2022-04-12",290.26001,295.179993,286.899994,287.940002,595000,286.610413
"2022-04-13",285.73999,293.089996,285.73999,292.73999,395300,291.388214
"2022-04-14",292.940002,296.070007,290.540009,290.730011,424800,289.387512
"2022-04-18",288.700012,291.420013,286.329987,290.399994,534300,289.059021
"2022-04-19",292.670013,298.609985,291.630005,297.630005,540500,296.255646
"2022-04-20",300.26001,303.959991,299.600006,300.839996,553900,299.450836
"2022-04-21",305,305.619995,290.630005,291.709991,571400,290.362976
"2022-04-22",289.869995,291.190002,279.839996,280.079987,723800,278.786682
"2022-04-25",276.609985,282.209991,272.029999,280.959991,823900,279.662628
"2022-04-26",270,279.880005,263.559998,264.549988,1268700,263.3284
"2022-04-27",264.01001,269.829987,263.269989,266.209991,684400,264.980743
"2022-04-28",268.660004,274.5,265.23999,272.910004,596900,271.649811
"2022-04-29",271.230011,275.140015,264.570007,265.48999,771200,264.264069
"2022-05-02",267.309998,269.450012,263.179993,268.809998,727200,267.568726
"2022-05-03",270.549988,274.899994,268.790009,272.089996,518800,270.833588
"2022-05-04",271.799988,284.269989,269.690002,283.519989,737100,282.210785
"2022-05-05",279.230011,280.869995,267.829987,270.700012,602200,269.450012
"2022-05-06",268.369995,270.630005,262.170013,266.600006,665800,266.600006
"2022-05-09",262.049988,265.100006,257.390015,259.640015,782300,259.640015
"2022-05-10",263.140015,266.179993,253.899994,259.390015,901000,259.390015
"2022-05-11",258.959991,266.369995,255.660004,256.410004,717400,256.410004
"2022-05-12",253.179993,257.269989,246.029999,250.970001,888800,250.970001
"2022-05-13",255,262.690002,254.949997,261.609985,719200,261.609985
"2022-05-16",260.309998,263.790009,256.779999,260.559998,537400,260.559998
"2022-05-17",267.040009,269.619995,264.420013,269.049988,566500,269.049988
"2022-05-18",265,266.679993,259.089996,259.920013,622800,259.920013
"2022-05-19",255.029999,261.01001,253.199997,253.919998,730000,253.919998
"2022-05-20",257.230011,259.209991,248.779999,256.01001,717300,256.01001
"2022-05-23",262.299988,265.130005,259.5,263.040009,519100,263.040009
"2022-05-24",260.73999,261.670013,253.169998,260.630005,574700,260.630005
"2022-05-25",259.200012,266.799988,259.200012,265.25,581300,265.25
"2022-05-26",268.470001,275.339996,268.470001,274.329987,592000,274.329987
"2022-05-27",275.230011,280.140015,274.890015,278.48999,660300,278.48999
"2022-05-31",275.540009,279.140015,272.980011,276.269989,1919600,276.269989
"2022-06-01",276.040009,277.450012,267.23999,270.440002,515500,270.440002
"2022-06-02",271.029999,275.769989,268.170013,275.609985,412800,275.609985
"2022-06-03",272.059998,274.579987,271.040009,271.350006,400900,271.350006
"2022-06-06",274.01001,277.299988,272.179993,274.279999,359400,274.279999
"2022-06-07",271.559998,277.269989,269.820007,277.059998,446200,277.059998
"2022-06-08",274.070007,276.429993,271.649994,272.160004,369800,272.160004
"2022-06-09",271.98999,272.480011,265.559998,265.700012,469700,265.700012
"2022-06-10",259.279999,259.98999,251.550003,251.580002,471500,251.580002
"2022-06-13",243.029999,245.309998,238.610001,240.399994,580600,240.399994
"2022-06-14",242.020004,245.220001,240.740005,243.070007,631400,243.070007
"2022-06-15",246.179993,250.539993,241.630005,246.479996,534600,246.479996
"2022-06-16",237.679993,238.770004,233.580002,235.600006,635100,235.600006
"2022-06-17",237.679993,239.270004,233.160004,235.100006,1066600,235.100006
"2022-06-21",242.429993,243.320007,239.229996,242.600006,579700,242.600006
"2022-06-22",238.5,242.630005,237.860001,241.110001,541200,241.110001
"2022-06-23",241.710007,242.529999,235.070007,239.559998,479000,239.559998
"2022-06-24",237.779999,249.360001,237.779999,249.289993,954700,249.289993
"2022-06-27",251,251.649994,246.009995,247.229996,637700,247.229996
"2022-06-28",250.660004,252.779999,243.639999,243.759995,628700,243.759995
"2022-06-29",244.130005,244.220001,239.360001,240,1000100,240
