"","RHI.Open","RHI.High","RHI.Low","RHI.Close","RHI.Volume","RHI.Adjusted"
"2022-01-20",110.800003,111.07,107.360001,108.879997,1967000,107.946632
"2022-01-21",108.25,109.839996,107.599998,109,1185700,108.065605
"2022-01-24",107.709999,110.139999,105.879997,109.879997,1864500,108.938057
"2022-01-25",108.400002,111.309998,107.559998,110,1391500,109.05703
"2022-01-26",110.839996,113.599998,109.830002,111.120003,1140800,110.167435
"2022-01-27",112.379997,113.720001,110.110001,111,1628700,110.048454
"2022-01-28",112.050003,112.059998,107.580002,110.290001,1697800,109.344543
"2022-01-31",110,113.349998,109.650002,113.260002,1398700,112.289093
"2022-02-01",114.209999,115.870003,111.540001,114.589996,1031400,113.607681
"2022-02-02",114.540001,117.120003,114.150002,117,1021500,115.997025
"2022-02-03",116.620003,116.940002,115.68,116.059998,979200,115.065079
"2022-02-04",116.25,119.559998,115.589996,118.360001,1176600,117.345367
"2022-02-07",118.400002,119.580002,117.059998,119.260002,1205500,118.237648
"2022-02-08",119.510002,123.059998,118.360001,122.650002,1224200,121.598587
"2022-02-09",123,125.769997,123,124.529999,825900,123.462471
"2022-02-10",122.849998,125.080002,121.93,122.620003,780800,121.568848
"2022-02-11",122.849998,123.720001,120.360001,120.919998,884100,119.883415
"2022-02-14",121.129997,121.760002,118.730003,119.580002,1075600,118.554909
"2022-02-15",120.699997,123.230003,120.389999,123.080002,862300,122.024902
"2022-02-16",123,125.050003,121.940002,124.489998,965700,123.422813
"2022-02-17",123.32,123.620003,120.589996,121.129997,815100,120.091614
"2022-02-18",120.900002,122.120003,119.339996,120.379997,705000,119.348045
"2022-02-22",120.57,120.720001,117.910004,118.489998,751800,117.474251
"2022-02-23",118.480003,119.290001,115.220001,115.360001,1204300,114.371086
"2022-02-24",112.650002,117,111.620003,116.879997,1100800,116.311592
"2022-02-25",117.529999,121.010002,117.379997,120.919998,545400,120.331947
"2022-02-28",118.93,120.419998,117.839996,120.290001,1700100,119.705017
"2022-03-01",120,120.309998,112.629997,113.57,1199300,113.017693
"2022-03-02",114.709999,118.040001,114.709999,117.480003,703000,116.908684
"2022-03-03",118.040001,118.559998,116.699997,118.089996,556700,117.515709
"2022-03-04",116.589996,117.470001,114.809998,117.019997,718200,116.450912
"2022-03-07",116.160004,116.160004,110.419998,110.550003,772200,110.012383
"2022-03-08",110.959999,110.970001,106.849998,107.349998,954800,106.827942
"2022-03-09",111.150002,114.110001,110.699997,112.169998,610100,111.624496
"2022-03-10",110.220001,113.019997,109.860001,112.339996,489100,111.793671
"2022-03-11",112.779999,113.370003,108.75,108.809998,604300,108.280838
"2022-03-14",110.199997,111.989998,109.470001,110.660004,803100,110.121849
"2022-03-15",111.440002,113.040001,110.68,112.93,661100,112.380806
"2022-03-16",114.139999,116.120003,113.269997,116.040001,554300,115.475685
"2022-03-17",115.279999,118.230003,115.279999,118.199997,471700,117.625175
"2022-03-18",118.309998,120.889999,116.620003,120.349998,1287700,119.764717
"2022-03-21",120.239998,120.650002,117.43,118.169998,524700,117.595322
"2022-03-22",118.610001,119.349998,117.419998,118.199997,586600,117.625175
"2022-03-23",117.050003,118.150002,116.349998,116.459999,520800,115.893639
"2022-03-24",117.400002,117.489998,116.050003,117.120003,656500,116.55043
"2022-03-25",117.809998,117.940002,116.650002,117.019997,624700,116.450912
"2022-03-28",116.82,117.379997,115.370003,117.139999,649700,116.570328
"2022-03-29",119.459999,122.290001,118.959999,121.790001,655000,121.197716
"2022-03-30",121.040001,121.800003,117.610001,118.440002,752800,117.864014
"2022-03-31",118.199997,118.419998,113.970001,114.18,988100,113.624725
"2022-04-01",114.760002,115.129997,112.779999,113.629997,661100,113.0774
"2022-04-04",114.129997,117.290001,113.459999,116.110001,1121300,115.545341
"2022-04-05",115.610001,116.620003,112.120003,112.57,1233300,112.022552
"2022-04-06",111.82,112.650002,110.57,111.18,1151200,110.639313
"2022-04-07",110.690002,111.650002,109.879997,110.800003,993900,110.261169
"2022-04-08",110.970001,111.720001,109.989998,110.400002,1012600,109.863113
"2022-04-11",109.900002,112.32,109.839996,111.309998,1238400,110.768684
"2022-04-12",111.959999,112.629997,110.559998,111.010002,1136700,110.470146
"2022-04-13",110.970001,112.230003,110.260002,111.290001,620200,110.748779
"2022-04-14",111.449997,111.830002,108.419998,108.559998,552900,108.032051
"2022-04-18",107.879997,109.489998,106.809998,109.18,918000,108.64904
"2022-04-19",109.449997,113.519997,109.449997,113.099998,726800,112.54998
"2022-04-20",113.849998,115.709999,113.849998,115.040001,592400,114.480545
"2022-04-21",116.190002,118.410004,115.059998,115.169998,853300,114.609909
"2022-04-22",114.889999,114.889999,112.360001,112.440002,746800,111.893188
"2022-04-25",111.809998,112.379997,108.610001,112.18,707500,111.634453
"2022-04-26",111.629997,112.639999,109.029999,109.360001,855300,108.828171
"2022-04-27",111.879997,111.940002,99.110001,100,2112300,99.513687
"2022-04-28",100.949997,102.18,98.349998,101.809998,1214200,101.31488
"2022-04-29",100.870003,102.339996,98.019997,98.309998,744400,97.831902
"2022-05-02",98.660004,99.620003,96.150002,97.959999,814700,97.483604
"2022-05-03",98.07,100.260002,97.699997,99.300003,754500,98.817093
"2022-05-04",100.07,102.029999,97.940002,101.839996,646800,101.344734
"2022-05-05",100.739998,101.709999,97.830002,98.739998,719900,98.259811
"2022-05-06",97.82,98.589996,95.970001,97.059998,683800,96.587982
"2022-05-09",95.970001,96.25,94.650002,95.18,607600,94.717125
"2022-05-10",96.480003,97.5,94.169998,96.370003,717100,95.901344
"2022-05-11",95.830002,97.82,93.410004,93.610001,647500,93.154762
"2022-05-12",93.400002,95.129997,90.970001,92.93,1345200,92.478065
"2022-05-13",94.07,95.800003,93.25,93.489998,720200,93.035339
"2022-05-16",92.949997,93.360001,91.489998,92.019997,814000,91.572487
"2022-05-17",93.620003,94.690002,93.300003,94.279999,719300,93.821503
"2022-05-18",92.879997,93.260002,89.059998,89.599998,996700,89.164261
"2022-05-19",88.989998,89.889999,87.300003,88.919998,1536600,88.487564
"2022-05-20",89.870003,89.959999,86.82,88.610001,1226800,88.179077
"2022-05-23",89.860001,90.220001,87.029999,88.419998,758300,87.989998
"2022-05-24",87.529999,87.629997,84.629997,86.059998,1678100,86.059998
"2022-05-25",85.949997,88.489998,85.540001,87.370003,1362800,87.370003
"2022-05-26",84.989998,87.739998,84.010002,86.910004,1480600,86.910004
"2022-05-27",87.68,90.050003,87.68,89.370003,1762300,89.370003
"2022-05-31",90.129997,90.800003,87.589996,90.150002,1856200,90.150002
"2022-06-01",90.099998,90.559998,86.849998,86.970001,1177900,86.970001
"2022-06-02",87.620003,90.029999,87.220001,89.93,1133200,89.93
"2022-06-03",88.919998,91.019997,88.730003,89.989998,998200,89.989998
"2022-06-06",90.760002,91.199997,89.879997,90.75,907400,90.75
"2022-06-07",90.160004,92.269997,89.849998,92.050003,637700,92.050003
"2022-06-08",91.190002,91.760002,90.589996,91.099998,934500,91.099998
"2022-06-09",91.080002,91.510002,87.5,87.620003,868700,87.620003
"2022-06-10",85.989998,86.639999,84.57,84.599998,866000,84.599998
"2022-06-13",82.599998,83.400002,80.110001,80.57,987900,80.57
"2022-06-14",80.669998,82.43,80.470001,81.43,1164200,81.43
"2022-06-15",82.550003,83.32,81.169998,82.339996,950200,82.339996
"2022-06-16",79.980003,80.489998,77.839996,78.32,1525100,78.32
"2022-06-17",78.32,79.230003,76.690002,76.839996,2064100,76.839996
"2022-06-21",77.970001,79.660004,77.410004,79.279999,958000,79.279999
"2022-06-22",79.040001,81.040001,78.5,80.110001,856400,80.110001
"2022-06-23",76.839996,77.68,73.389999,75.080002,2241000,75.080002
"2022-06-24",76.029999,78.870003,75.279999,77.900002,2063600,77.900002
"2022-06-27",78.260002,78.559998,76.889999,77.559998,1196300,77.559998
"2022-06-28",78.129997,79.110001,75.629997,75.769997,889200,75.769997
"2022-06-29",75.800003,76.110001,74.5,75.519997,982900,75.519997
