"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2022-01-19",272.329987,275.75,271.089996,272.019989,980800,271.229462
"2022-01-20",274.140015,278.540009,270.440002,270.869995,710400,270.082794
"2022-01-21",272.790009,275.25,270.880005,271.570007,1989300,270.780792
"2022-01-24",272.320007,273.119995,264.220001,272.149994,1053900,271.3591
"2022-01-25",268.950012,272.049988,265.329987,268.049988,924200,267.270996
"2022-01-26",266.5,271.980011,264.950012,266.799988,779900,266.024628
"2022-01-27",267.470001,270.220001,264.290009,265.730011,789200,264.957764
"2022-01-28",263.839996,270.339996,260.540009,270.079987,904600,269.295105
"2022-01-31",268.589996,272.040009,265.540009,271.359985,944600,270.571381
"2022-02-01",273,273.609985,267.410004,272.959991,872100,272.166718
"2022-02-02",272.059998,275.76001,269.73999,273.179993,697200,272.386078
"2022-02-03",271.809998,280.420013,271.809998,278.029999,955200,277.222015
"2022-02-04",276.609985,280.359985,275.920013,277.480011,496500,276.673615
"2022-02-07",277.380005,278.51001,273.440002,274.559998,536800,273.762085
"2022-02-08",273.470001,279.899994,272.880005,278.190002,1138500,277.381531
"2022-02-09",280,282.899994,279.950012,281.649994,835400,280.831482
"2022-02-10",287.079987,290.200012,276.119995,282.190002,2015300,281.369904
"2022-02-11",283.459991,286.350006,271.579987,276.26001,1709200,275.457153
"2022-02-14",275.179993,278.609985,271.329987,272.679993,849400,271.887543
"2022-02-15",273.980011,276.029999,262.26001,264.619995,1703600,263.850983
"2022-02-16",264,270.709991,261.459991,269.619995,1154100,268.836426
"2022-02-17",268.890015,269.450012,261.299988,261.920013,916800,261.158844
"2022-02-18",261.75,267,261.269989,264.470001,774600,263.701416
"2022-02-22",264.5,267.769989,263.540009,266.519989,923000,265.745453
"2022-02-23",266.970001,272.209991,266.410004,268.480011,1650700,267.699768
"2022-02-24",264.98999,271.880005,263.859985,271.709991,969000,270.920349
"2022-02-25",272,278.320007,271.190002,276.630005,580500,275.82608
"2022-02-28",272.540009,274.679993,268.679993,271.26001,1099800,270.47168
"2022-03-01",270.410004,273.200012,267.359985,269.049988,970700,268.268097
"2022-03-02",268.459991,274.100006,265.559998,270.440002,1974200,269.654053
"2022-03-03",273.779999,273.779999,267.320007,270.450012,988300,269.664032
"2022-03-04",268.660004,269.859985,265.559998,269.140015,1023200,268.357849
"2022-03-07",268.929993,269.670013,262.820007,266.75,1088700,265.974792
"2022-03-08",265.200012,266,258.709991,259.820007,974500,259.064941
"2022-03-09",265.429993,267.350006,260.940002,265.630005,804500,264.858032
"2022-03-10",262.209991,266.809998,261.23999,266.220001,552400,265.44632
"2022-03-11",266.950012,269.859985,265.299988,265.48999,620400,264.718445
"2022-03-14",266.950012,269.339996,264.079987,265.660004,762600,264.88797
"2022-03-15",267.100006,272.070007,266.899994,271.529999,571600,270.740906
"2022-03-16",272.200012,275.209991,270.630005,274.019989,604700,273.223633
"2022-03-17",273.450012,275.809998,271.5,274.329987,598300,273.532745
"2022-03-18",273.339996,275.450012,269.850006,275.230011,1354000,274.430145
"2022-03-21",275.01001,278.670013,274.559998,276.660004,564300,275.855988
"2022-03-22",277.160004,281.220001,275.459991,277.440002,540600,276.633728
"2022-03-23",276.230011,276.709991,270.089996,271.690002,1014500,270.900421
"2022-03-24",272.920013,273.299988,270.269989,271.440002,594100,270.651154
"2022-03-25",272.980011,274.329987,271.049988,273.959991,863400,273.163818
"2022-03-28",273.73999,276.420013,271.549988,276.420013,482100,275.616699
"2022-03-29",277.109985,279.399994,275.549988,276.75,533700,275.94574
"2022-03-30",276.329987,276.369995,266.98999,269,1008000,268.218262
"2022-03-31",268.630005,270.519989,263.649994,263.660004,907200,262.893768
"2022-04-01",264.380005,264.649994,261.079987,263.170013,623400,262.405212
"2022-04-04",263.200012,264.559998,260.390015,263.329987,1057200,262.564697
"2022-04-05",262.929993,268.369995,262.700012,264.25,721700,263.482056
"2022-04-06",262.98999,265.420013,261.26001,264.880005,662300,264.110229
"2022-04-07",263.799988,272.089996,263.799988,271.890015,706800,271.099854
"2022-04-08",272.230011,278.140015,271.390015,276.75,763300,275.94574
"2022-04-11",275.950012,278.799988,272.059998,272.420013,672600,271.628326
"2022-04-12",271.100006,275.350006,268.01001,268.660004,470800,267.879242
"2022-04-13",267.790009,270.100006,266.779999,268.929993,470100,268.148438
"2022-04-14",270.089996,271.079987,267.109985,269.040009,1439600,268.258148
"2022-04-18",268.769989,270.869995,266.100006,267.119995,603600,266.343719
"2022-04-19",267.820007,271.76001,267.779999,271.140015,504800,270.352051
"2022-04-20",272.190002,278.399994,270.950012,277.869995,662500,277.062469
"2022-04-21",279,280.720001,275.799988,276.299988,493500,275.497009
"2022-04-22",273.420013,274.359985,268.100006,268.519989,627100,267.739624
"2022-04-25",266.709991,268.420013,258.619995,264.100006,674500,263.332489
"2022-04-26",261.119995,261.399994,249.960007,250.110001,1784900,249.383148
"2022-04-27",250.119995,255.759995,245.979996,253.039993,1660500,252.304626
"2022-04-28",239.389999,243.139999,232.009995,240.660004,1828300,239.960617
"2022-04-29",240.190002,249.669998,239.910004,240.279999,1136400,239.581711
"2022-05-02",239.710007,243.229996,238.380005,243.009995,1236300,242.303772
"2022-05-03",241.509995,250.839996,241.100006,245.309998,852000,244.597092
"2022-05-04",243.300003,254.990005,242.800003,253.699997,830400,252.962708
"2022-05-05",251.740005,254.350006,247.009995,251.949997,767600,251.217789
"2022-05-06",250.419998,252.779999,248.220001,251.490005,562700,250.75914
"2022-05-09",249.029999,249.259995,240.710007,241.259995,680300,240.558853
"2022-05-10",242.820007,243.929993,238.009995,240.639999,654700,239.940659
"2022-05-11",239.410004,243.039993,237.610001,238.589996,692200,237.896622
"2022-05-12",236.330002,244.979996,236.330002,244.639999,906300,243.929047
"2022-05-13",245.039993,248.009995,243.050003,244.619995,495600,243.909088
"2022-05-16",243.169998,244.570007,238.25,242.380005,627000,241.675613
"2022-05-17",244.119995,249.479996,244.100006,247.75,892400,247.029999
"2022-05-18",245.229996,248.089996,241.470001,242.449997,506500,242.449997
"2022-05-19",240.460007,248.820007,240.149994,246.429993,598900,246.429993
"2022-05-20",247.869995,250,242.830002,248.550003,815000,248.550003
"2022-05-23",250.529999,250.910004,247.509995,249.5,602100,249.5
"2022-05-24",249.779999,252.119995,247.610001,249.149994,1464000,249.149994
"2022-05-25",249.559998,250.419998,245.330002,247.399994,674800,247.399994
"2022-05-26",248.119995,251.949997,248.119995,250.149994,570200,250.149994
"2022-05-27",251.490005,258.670013,250,257.869995,649800,257.869995
"2022-05-31",252.330002,255.289993,246.119995,246.720001,2637900,246.720001
"2022-06-01",245.130005,248.470001,242.470001,245.779999,785300,245.779999
"2022-06-02",246.800003,249.149994,243.75,248.789993,549900,248.789993
"2022-06-03",246.570007,247.089996,241.130005,243.649994,674100,243.649994
"2022-06-06",244.380005,246.050003,241.619995,241.979996,693900,241.979996
"2022-06-07",239.639999,245.860001,239.639999,245.490005,760300,245.490005
"2022-06-08",244,244.399994,236.75,237.360001,1004000,237.360001
"2022-06-09",236.229996,239,229.259995,229.789993,1719800,229.789993
"2022-06-10",226.889999,228.279999,222.550003,224.570007,910100,224.570007
"2022-06-13",219.210007,221.5,215.429993,216.470001,896600,216.470001
"2022-06-14",215.940002,216.360001,212.399994,213.860001,921200,213.860001
"2022-06-15",215.179993,220.850006,214.75,218.960007,885400,218.960007
"2022-06-16",213.940002,218.880005,212.639999,218.139999,1014200,218.139999
"2022-06-17",219.529999,227.720001,219.100006,226.220001,2186000,226.220001
"2022-06-21",229.070007,231.320007,227.770004,229.539993,1258800,229.539993
"2022-06-22",229.130005,234.630005,228.649994,233.259995,971600,233.259995
"2022-06-23",234.449997,241.350006,233.770004,239.619995,860900,239.619995
"2022-06-24",241.330002,242.570007,238.690002,242.559998,782600,242.559998
"2022-06-27",241.350006,242.740005,238.910004,241.309998,613100,241.309998
"2022-06-28",243.639999,243.789993,235.729996,235.960007,608300,235.960007
"2022-06-29",236.220001,241.100006,235.419998,240,744300,240
