"","NTRS.Open","NTRS.High","NTRS.Low","NTRS.Close","NTRS.Volume","NTRS.Adjusted"
"2022-01-06",126.669998,127.629997,124.239998,125.980003,585400,124.362175
"2022-01-07",125.93,130.220001,125.870003,129.660004,1146300,127.994919
"2022-01-10",130,130.25,127.580002,129.25,963200,127.590179
"2022-01-11",130.369995,132.199997,128.669998,131.610001,1020700,129.919876
"2022-01-12",131.889999,133.139999,131.110001,132.75,1034800,131.045227
"2022-01-13",133.009995,135.149994,132.910004,133.229996,943200,131.519058
"2022-01-14",131.899994,133.720001,130.679993,133.619995,1095200,131.904053
"2022-01-18",132.960007,133.339996,130.970001,132.240005,1016200,130.541779
"2022-01-19",132.679993,132.679993,125.730003,125.839996,1523200,124.223961
"2022-01-20",125.529999,127.790001,119.209999,120.019997,2220600,118.478699
"2022-01-21",118.970001,119.199997,112.900002,113.93,1672800,112.466911
"2022-01-24",111.43,116.730003,110,116.32,1523200,114.826218
"2022-01-25",114.589996,116.660004,112.349998,115.400002,1165300,113.918037
"2022-01-26",116.309998,118.43,113.779999,115.220001,1375500,113.740349
"2022-01-27",116.739998,118.669998,113.790001,114.739998,1065400,113.26651
"2022-01-28",114.269997,115.760002,112.699997,115.639999,640500,114.154945
"2022-01-31",115.230003,117.010002,114.080002,116.639999,1118100,115.142113
"2022-02-01",116.709999,119.169998,115.309998,119.010002,987100,117.481674
"2022-02-02",118.779999,120.690002,117.870003,120.330002,859400,118.784721
"2022-02-03",119.970001,121.120003,118.849998,119.599998,948000,118.064095
"2022-02-04",119.68,122.5,119.190002,121.580002,869200,120.018677
"2022-02-07",121.900002,123.279999,120.93,122.639999,784900,121.065056
"2022-02-08",123.330002,125.690002,123.330002,125.18,1033700,123.572441
"2022-02-09",125.709999,126.290001,123.43,126.050003,577500,124.431267
"2022-02-10",125.419998,127.900002,124.519997,125.199997,974500,123.592178
"2022-02-11",124.440002,126.709999,122.489998,123.110001,1220600,121.529022
"2022-02-14",123.550003,124.389999,120.269997,121.510002,1045200,119.94957
"2022-02-15",122.980003,125.57,122.690002,125.279999,777900,123.67115
"2022-02-16",124.940002,127.099998,124.25,126.279999,911300,124.658318
"2022-02-17",125.449997,125.449997,118.050003,118.449997,985700,116.928864
"2022-02-18",118.010002,119.669998,117.5,118.519997,1010000,116.997963
"2022-02-22",118.019997,119.5,116.269997,117.410004,889200,115.902222
"2022-02-23",118.5,118.839996,113.169998,113.639999,812100,112.180634
"2022-02-24",109.25,113.639999,108.139999,112.959999,1309800,111.509369
"2022-02-25",114.110001,117.910004,113.709999,117.779999,908200,116.267471
"2022-02-28",114.169998,115.980003,112.169998,113.900002,1262500,112.437294
"2022-03-01",113.669998,113.779999,104.5,106.300003,1840400,104.934898
"2022-03-02",107.839996,112.059998,107.25,110.209999,1317000,108.794685
"2022-03-03",110.639999,111.720001,108.849998,110.43,742900,109.011856
"2022-03-04",107.610001,108,105.449997,107.470001,1406700,106.089874
"2022-03-07",106.610001,107.050003,103.889999,104.089996,1345200,102.753273
"2022-03-08",105.459999,108.129997,102.389999,104.919998,951200,103.572617
"2022-03-09",108.650002,110.379997,107.82,108.029999,1117600,106.642685
"2022-03-10",105.93,106.93,103.599998,105.699997,1003400,105.023117
"2022-03-11",107.300003,108.839996,104.980003,105.139999,1096100,104.466705
"2022-03-14",107.150002,111.389999,107.120003,109.879997,1577000,109.176346
"2022-03-15",110.129997,111.550003,109.669998,111.239998,994800,110.527641
"2022-03-16",113.110001,116.330002,113.010002,116.010002,1142100,115.267097
"2022-03-17",113.209999,115.779999,112.459999,115.68,724100,114.939209
"2022-03-18",115.519997,115.949997,113.32,115.209999,1612100,114.472214
"2022-03-21",115.699997,116.220001,113.589996,114.510002,521400,113.776703
"2022-03-22",115.360001,117.839996,115.360001,117.220001,671800,116.469345
"2022-03-23",115.57,117.050003,115.040001,115.540001,688800,114.800102
"2022-03-24",116.230003,117.209999,115.139999,116.589996,672700,115.843376
"2022-03-25",116.910004,119.290001,116.480003,119.230003,681100,118.466476
"2022-03-28",118.790001,118.800003,116.639999,118.190002,1065100,117.433136
"2022-03-29",120,120.790001,118.919998,119.949997,517300,119.181862
"2022-03-30",121.160004,121.25,119.300003,120.75,897500,119.976738
"2022-03-31",120.300003,120.959999,116.110001,116.449997,1119500,115.704277
"2022-04-01",117.879997,118.230003,115.040001,115.550003,735000,114.810043
"2022-04-04",115.129997,116.220001,113.889999,115.410004,759100,114.670944
"2022-04-05",115.300003,116.709999,114.940002,115.529999,707300,114.790169
"2022-04-06",114.879997,114.889999,112.870003,113.470001,666700,112.743362
"2022-04-07",113.019997,114.769997,110.529999,113.790001,776900,113.06131
"2022-04-08",114.389999,115.690002,113.660004,115.029999,487700,114.293365
"2022-04-11",114.93,116.5,114.07,114.769997,572800,114.035034
"2022-04-12",114.730003,116.580002,113.120003,113.5,605400,112.77317
"2022-04-13",112.650002,113.910004,111.93,113.809998,548900,113.081184
"2022-04-14",114.559998,115.360001,110.82,110.889999,1030200,110.179878
"2022-04-18",110.529999,111.529999,109.669998,110.400002,1022300,109.693024
"2022-04-19",110.82,112.230003,109.550003,111.690002,671200,110.974762
"2022-04-20",112.760002,114.260002,112.519997,113.169998,795500,112.445282
"2022-04-21",114.43,114.860001,110.010002,110.339996,763100,109.6334
"2022-04-22",110.5,110.660004,106.029999,106.190002,1215300,105.509979
"2022-04-25",105.550003,105.879997,102.849998,105.760002,1554500,105.082733
"2022-04-26",105.760002,110.669998,104.57,107.93,1315100,107.238838
"2022-04-27",108.410004,109,107.110001,107.760002,942400,107.069931
"2022-04-28",108.610001,108.879997,106.059998,107.330002,838700,106.642685
"2022-04-29",107.010002,107.769997,102.830002,103.050003,840400,102.390091
"2022-05-02",103.970001,105.110001,102.279999,104.449997,775000,103.78112
"2022-05-03",105.040001,106.82,104.519997,105.410004,615600,104.734978
"2022-05-04",105.510002,109.489998,104.599998,108.870003,706900,108.172821
"2022-05-05",108.080002,108.080002,105.410004,106.650002,896400,105.967033
"2022-05-06",106.519997,106.519997,103.650002,105.349998,678300,104.675354
"2022-05-09",104.519997,106.010002,103.519997,104.75,930900,104.079201
"2022-05-10",105.709999,106.260002,101.949997,103.75,833200,103.085602
"2022-05-11",104.080002,105.809998,101.68,101.889999,589500,101.237518
"2022-05-12",101.260002,103.389999,100.050003,102.57,732300,101.913162
"2022-05-13",103.620003,105.169998,103.25,104.150002,622600,103.483047
"2022-05-16",104.089996,105,101.949997,103.379997,593600,102.717972
"2022-05-17",105.150002,106.080002,104.239998,105.709999,601300,105.033051
"2022-05-18",105.290001,105.830002,102.360001,102.82,685200,102.16156
"2022-05-19",100.940002,102.879997,100.940002,102,762700,101.346809
"2022-05-20",102.690002,103.639999,100.949997,103.470001,747200,102.807396
"2022-05-23",105.529999,107.230003,104.769997,106.18,726500,105.500046
"2022-05-24",105.870003,106.290001,103.379997,106.150002,588300,105.470238
"2022-05-25",106.279999,107.93,105.82,107.559998,528500,106.871208
"2022-05-26",108.129997,110.18,108.080002,109.739998,560400,109.037247
"2022-05-27",110.019997,112.699997,110.019997,112.599998,489400,111.878929
"2022-05-31",112.199997,113.160004,110.519997,111.75,1210700,111.034378
"2022-06-01",111.830002,112.120003,107.900002,108.760002,829800,108.063522
"2022-06-02",109.410004,111.940002,108.209999,111.889999,614300,111.173477
"2022-06-03",110.989998,111.269997,109.93,110.029999,494300,109.325386
"2022-06-06",111.080002,112.540001,110.18,110.25,353000,109.543983
"2022-06-07",110,112.019997,109.07,111.830002,776000,111.113861
"2022-06-08",110.849998,111.239998,109.07,109.309998,532000,108.610001
"2022-06-09",108.559998,109.309998,106.330002,106.349998,470600,106.349998
"2022-06-10",104.809998,105.010002,101.269997,101.43,837800,101.43
"2022-06-13",99.089996,100.019997,97.870003,98.43,950400,98.43
"2022-06-14",99.220001,99.949997,92.559998,93.599998,2875600,93.599998
"2022-06-15",95.029999,96.059998,91.910004,93.279999,2608600,93.279999
"2022-06-16",91.279999,91.730003,89.68,91.459999,1641300,91.459999
"2022-06-17",91.800003,93.150002,91.160004,91.68,1749500,91.68
"2022-06-21",93.760002,94.519997,92.870003,93.93,817800,93.93
"2022-06-22",93.160004,94.889999,92.93,93.360001,939300,93.360001
"2022-06-23",94.389999,94.440002,91.739998,93.82,931800,93.82
"2022-06-24",94.839996,97.459999,94.629997,97.120003,1435000,97.120003
"2022-06-27",97.739998,98.089996,96.209999,98.040001,992300,98.040001
"2022-06-28",98.720001,100.629997,98.019997,98.260002,670400,98.260002
"2022-06-29",98.440002,100.150002,97.940002,98.739998,879000,98.739998
