"","CBOE.Open","CBOE.High","CBOE.Low","CBOE.Close","CBOE.Volume","CBOE.Adjusted"
"2022-01-25",117.669998,117.769997,114.360001,115.610001,559500,115.610001
"2022-01-26",115.639999,117.870003,113.760002,114.849998,657100,114.849998
"2022-01-27",115.870003,117.919998,114.75,114.75,422300,114.75
"2022-01-28",114.110001,116.32,112.669998,116.32,482000,116.32
"2022-01-31",115.349998,118.529999,115,118.529999,717400,118.529999
"2022-02-01",118.970001,119.160004,117.269997,118.889999,430700,118.889999
"2022-02-02",118.349998,120.199997,118.050003,120,558800,120
"2022-02-03",118.940002,119.93,116.139999,116.68,612800,116.68
"2022-02-04",115.099998,120.699997,114,120.25,1126400,120.25
"2022-02-07",121.330002,121.730003,119.139999,119.949997,509700,119.949997
"2022-02-08",120.919998,122.599998,118.589996,122.589996,649800,122.589996
"2022-02-09",124.43,125.209999,120.699997,121.300003,739400,121.300003
"2022-02-10",120.059998,124.389999,119.550003,121.099998,769300,121.099998
"2022-02-11",124,124,119.75,120.290001,711600,120.290001
"2022-02-14",120.370003,121.410004,118.959999,120.580002,584500,120.580002
"2022-02-15",121.150002,122.5,120.580002,121.809998,551900,121.809998
"2022-02-16",121.769997,122.610001,120.709999,121.220001,491700,121.220001
"2022-02-17",120.150002,121.43,118.43,118.43,599000,118.43
"2022-02-18",119.110001,119.110001,116.349998,118.809998,651100,118.809998
"2022-02-22",118.18,118.919998,115.5,116.470001,841000,116.470001
"2022-02-23",116.110001,118.440002,114.449997,114.540001,561300,114.540001
"2022-02-24",113.389999,117.410004,112.239998,117.269997,751800,117.269997
"2022-02-25",117.459999,118.220001,115.75,117.440002,564000,117.440002
"2022-02-28",116.279999,117.809998,115,117.290001,1143800,117.290001
"2022-03-01",116.910004,118.650002,116.150002,117.199997,649800,117.199997
"2022-03-02",118.540001,118.779999,117.07,118.639999,663100,118.639999
"2022-03-03",118.989998,119.540001,116.629997,117.339996,988100,117.339996
"2022-03-04",116.599998,120.790001,115.050003,120.519997,661200,120.519997
"2022-03-07",120.949997,120.949997,116.32,116.419998,546100,116.419998
"2022-03-08",116.809998,117.589996,113.599998,113.690002,473700,113.690002
"2022-03-09",115.650002,116.269997,113.690002,115.080002,633200,115.080002
"2022-03-10",113.599998,114.239998,112.279999,114.120003,330000,114.120003
"2022-03-11",114.25,116.129997,114,114,503500,114
"2022-03-14",114.940002,116.360001,113.080002,113.720001,713000,113.720001
"2022-03-15",113.209999,114.75,111.760002,114.330002,874100,114.330002
"2022-03-16",114.650002,115.889999,113.529999,115.230003,745800,115.230003
"2022-03-17",114.82,119.330002,114.349998,117.639999,669600,117.639999
"2022-03-18",118.419998,119.440002,116.800003,116.800003,926500,116.800003
"2022-03-21",117.040001,118.540001,115.089996,116.019997,582800,116.019997
"2022-03-22",116.440002,120.209999,116.440002,119.459999,518100,119.459999
"2022-03-23",118.980003,119.349998,114.980003,115.290001,452400,115.290001
"2022-03-24",115.279999,115.449997,113.050003,113.699997,667000,113.699997
"2022-03-25",114.120003,115.639999,113.010002,114.730003,634200,114.730003
"2022-03-28",115.150002,115.199997,110.75,112.940002,514200,112.940002
"2022-03-29",114.739998,114.779999,112.389999,114.779999,666900,114.779999
"2022-03-30",114.309998,115.830002,113.480003,114.690002,497300,114.690002
"2022-03-31",114.209999,118,113.599998,114.419998,1001300,114.419998
"2022-04-01",115.18,117.260002,113.900002,116.849998,533400,116.849998
"2022-04-04",116.169998,116.900002,112.779999,112.919998,632500,112.919998
"2022-04-05",113.519997,115.389999,112.879997,113.18,569800,113.18
"2022-04-06",113.879997,116.129997,113.019997,114.919998,515900,114.919998
"2022-04-07",115.779999,118.559998,114.629997,117.940002,819800,117.940002
"2022-04-08",119.610001,119.610001,115.879997,116.349998,495100,116.349998
"2022-04-11",116.779999,117.349998,115.849998,116.75,478400,116.75
"2022-04-12",117,117.93,116.75,117.760002,589900,117.760002
"2022-04-13",117.769997,121.75,117.559998,119.550003,1489200,119.550003
"2022-04-14",120.860001,121.980003,116.830002,117.330002,920000,117.330002
"2022-04-18",119.089996,119.93,115.510002,116.339996,721200,116.339996
"2022-04-19",116.879997,117.970001,115.82,117.779999,647100,117.779999
"2022-04-20",118.18,120.660004,117.690002,118.209999,764100,118.209999
"2022-04-21",118.410004,118.410004,113.559998,115,589400,115
"2022-04-22",114.32,115.629997,114,114.110001,488400,114.110001
"2022-04-25",114.309998,116.129997,112.599998,115.269997,570200,115.269997
"2022-04-26",114.489998,115.099998,111.559998,111.559998,527100,111.559998
"2022-04-27",112.139999,115.82,112.139999,115.459999,675700,115.459999
"2022-04-28",116.18,117.080002,114.339996,115.269997,741000,115.269997
"2022-04-29",114.370003,119.360001,112.160004,112.980003,1104900,112.980003
"2022-05-02",113.150002,113.629997,109.510002,111.959999,1069500,111.959999
"2022-05-03",112.93,113.540001,111.830002,112.349998,945100,112.349998
"2022-05-04",112.879997,114.809998,111.220001,114.699997,845100,114.699997
"2022-05-05",114.349998,114.599998,110.839996,111.290001,865800,111.290001
"2022-05-06",110.709999,111.940002,108.639999,111.25,603800,111.25
"2022-05-09",110.18,110.970001,107.190002,107.190002,711500,107.190002
"2022-05-10",107.779999,108.510002,105.720001,108.239998,823800,108.239998
"2022-05-11",107.040001,109.550003,107.040001,108.519997,663600,108.519997
"2022-05-12",108.110001,108.669998,104.43,107.059998,823800,107.059998
"2022-05-13",107.400002,109.730003,105.980003,109.379997,581100,109.379997
"2022-05-16",109.790001,109.790001,107.589996,109.279999,415100,109.279999
"2022-05-17",109.269997,110.480003,108.059998,108.459999,528200,108.459999
"2022-05-18",108.199997,108.43,104.839996,104.839996,530000,104.839996
"2022-05-19",104.410004,107.349998,103.82,105.559998,577900,105.559998
"2022-05-20",106.050003,107.190002,104.940002,106.940002,626400,106.940002
"2022-05-23",107.410004,107.940002,106.519997,107.639999,564600,107.639999
"2022-05-24",106.720001,107.720001,105.309998,106.949997,482800,106.949997
"2022-05-25",107.75,108.18,105.650002,107.720001,746500,107.720001
"2022-05-26",108.440002,109.480003,108.050003,109.400002,557200,109.400002
"2022-05-27",109.290001,111.849998,109,111.849998,491800,111.849998
"2022-05-31",110.480003,112.43,110.480003,112.309998,1240500,112.309998
"2022-06-01",112.599998,113.510002,111.959999,112.419998,614200,112.419998
"2022-06-02",113.379997,115.540001,112.540001,115.540001,431500,115.540001
"2022-06-03",114.900002,115.809998,113.919998,114,335800,114
"2022-06-06",114.349998,115.830002,113.849998,114.900002,324500,114.900002
"2022-06-07",114.349998,115.019997,113.5,113.639999,554300,113.639999
"2022-06-08",113.879997,114.260002,112.629997,113.489998,380500,113.489998
"2022-06-09",113.809998,115.110001,113.190002,113.620003,475300,113.620003
"2022-06-10",113.110001,113.110001,109.769997,109.769997,697000,109.769997
"2022-06-13",107.879997,109.849998,106.410004,108.519997,491000,108.519997
"2022-06-14",107.010002,109.129997,107.010002,107.519997,386700,107.519997
"2022-06-15",109.050003,110.459999,107.660004,109.720001,593400,109.720001
"2022-06-16",109.389999,109.849998,107.839996,108.870003,505500,108.870003
"2022-06-17",107.480003,110.419998,107.480003,109.150002,935400,109.150002
"2022-06-21",109.220001,110.970001,109.220001,109.690002,783800,109.690002
"2022-06-22",109.370003,110.029999,108.529999,109.379997,731400,109.379997
"2022-06-23",109.349998,112.800003,109.349998,112.349998,444000,112.349998
"2022-06-24",112.220001,115.339996,111.839996,114.940002,894300,114.940002
"2022-06-27",114.93,115.120003,113.650002,114.529999,429700,114.529999
"2022-06-28",114.309998,116.129997,113.239998,114.07,398900,114.07
"2022-06-29",114.510002,115.099998,112.639999,113.900002,514500,113.900002
