"","HAS.Open","HAS.High","HAS.Low","HAS.Close","HAS.Volume","HAS.Adjusted"
"2022-01-21",98.309998,98.309998,95.730003,95.919998,1268000,93.62825
"2022-01-24",94.660004,97.519997,93.610001,97.410004,1278300,95.082649
"2022-01-25",96.93,97.050003,93.559998,95.580002,1037100,93.296371
"2022-01-26",94,96.239998,88.559998,89.790001,2393000,87.644707
"2022-01-27",90.279999,91.290001,88.239998,88.470001,1320100,86.356247
"2022-01-28",87.870003,90.029999,85.970001,89.970001,1346100,87.820412
"2022-01-31",88.779999,92.800003,88.5,92.480003,2808300,90.957901
"2022-02-01",92.75,94.720001,92.379997,94.529999,1150600,92.974159
"2022-02-02",94.75,95.68,93.940002,95.529999,1183800,93.957703
"2022-02-03",94.800003,96.400002,93.43,93.779999,939000,92.236504
"2022-02-04",93.589996,94.610001,92.559998,93.919998,1409700,92.374191
"2022-02-07",93.839996,94.339996,90.010002,93,1707500,91.469337
"2022-02-08",92.169998,92.599998,89.959999,92.290001,2250300,90.771027
"2022-02-09",93.260002,96.5,93,96.230003,945100,94.646187
"2022-02-10",95.199997,97.790001,94.43,94.93,1134100,93.367577
"2022-02-11",94.550003,95.470001,93.949997,94.389999,1478300,92.836464
"2022-02-14",94.739998,95.559998,94.349998,94.559998,1209300,93.003662
"2022-02-15",95.790001,96.959999,95.300003,96.449997,1345700,94.862556
"2022-02-16",96.669998,97.300003,95.769997,97.040001,1125900,95.442856
"2022-02-17",102.650002,105.129997,98.269997,99.080002,3621500,97.44928
"2022-02-18",99.080002,99.389999,97.050003,97.980003,1194900,96.367386
"2022-02-22",97.349998,97.879997,94,94.209999,1548600,92.659424
"2022-02-23",94,95.599998,91.870003,92.139999,914600,90.623497
"2022-02-24",89.75,93.400002,89.660004,93.18,965600,91.646378
"2022-02-25",93,96.779999,93,96.709999,962000,95.118279
"2022-02-28",96.169998,99.849998,95.550003,97.050003,2032400,95.45269
"2022-03-01",96.559998,97.459999,94.07,94.82,716500,93.259392
"2022-03-02",94.889999,97.300003,94.830002,96.769997,621300,95.177292
"2022-03-03",97.550003,97.550003,93.75,94.190002,669100,92.639755
"2022-03-04",93.690002,93.989998,91.309998,92.449997,1056900,90.928391
"2022-03-07",91.5,92.449997,88.980003,89.129997,979500,87.663033
"2022-03-08",88.769997,91.32,87.389999,88.089996,1209200,86.640152
"2022-03-09",90,90.989998,89.709999,89.93,1113500,88.449875
"2022-03-10",89.120003,89.440002,88.129997,88.989998,1067900,87.525337
"2022-03-11",89.169998,89.260002,86.379997,86.470001,747300,85.046814
"2022-03-14",87.059998,88.940002,86.309998,86.839996,1614000,85.410721
"2022-03-15",86.830002,88.459999,86.720001,88.019997,1277000,86.571304
"2022-03-16",88.809998,90.529999,87.830002,89.949997,1053900,88.469543
"2022-03-17",89.889999,90.199997,88.959999,89.669998,1009400,88.194145
"2022-03-18",89.459999,89.830002,88.360001,89.330002,2447800,87.859749
"2022-03-21",89.400002,89.959999,88.32,89.400002,1291000,87.928596
"2022-03-22",89.589996,90.529999,88.970001,89.169998,1731600,87.702377
"2022-03-23",88.82,88.82,85.050003,85.120003,1024700,83.719032
"2022-03-24",85.550003,86.029999,84.389999,85.5,1555100,84.092781
"2022-03-25",85.550003,85.989998,84.550003,84.879997,1022600,83.482986
"2022-03-28",84.93,84.93,83.190002,83.830002,1690600,82.450264
"2022-03-29",85.160004,87.760002,85.160004,86.440002,2681500,85.017311
"2022-03-30",85.980003,86.550003,83.970001,84.5,1592700,83.109245
"2022-03-31",84.720001,84.93,81.160004,81.919998,2896900,80.571709
"2022-04-01",82.339996,84.459999,81.839996,84.449997,1582200,83.060059
"2022-04-04",84.370003,85.230003,84.089996,85.120003,1259000,83.719032
"2022-04-05",84.599998,85.639999,84.360001,85.050003,1498800,83.650192
"2022-04-06",84.400002,85.989998,83.709999,85.440002,1072100,84.033775
"2022-04-07",85.440002,85.57,83.279999,84.68,1529300,83.286278
"2022-04-08",84.669998,85.400002,83.959999,84.360001,793100,82.97155
"2022-04-11",84.139999,85.510002,83.5,83.599998,925000,82.224052
"2022-04-12",84.110001,85.099998,82.650002,82.760002,769900,81.397881
"2022-04-13",83.349998,84.029999,83.199997,83.800003,715800,82.420769
"2022-04-14",84.110001,85.410004,84.110001,85.220001,1668600,83.81739
"2022-04-18",85.089996,85.25,83.050003,83.529999,1029600,82.155205
"2022-04-19",83.480003,88.669998,83.389999,87.839996,2246200,86.394264
"2022-04-20",88.480003,88.989998,87.139999,88.690002,1484400,87.230278
"2022-04-21",89.269997,89.900002,88.110001,88.449997,1366800,86.994232
"2022-04-22",88.489998,89.040001,87.279999,87.93,1318100,86.482788
"2022-04-25",87.970001,89.959999,87.059998,89.540001,1219800,88.066292
"2022-04-26",88.720001,89.5,87.970001,88.260002,1232800,86.807358
"2022-04-27",88.739998,91.489998,88.720001,90.599998,1938600,89.108841
"2022-04-28",91.110001,92.519997,88.370003,90.459999,1364900,88.971146
"2022-04-29",89.559998,90.239998,87.82,88.059998,1510300,87.286087
"2022-05-02",87.879997,89.730003,87.529999,89.669998,1066500,88.881935
"2022-05-03",90.040001,92.480003,90.029999,92.169998,1162500,91.359962
"2022-05-04",92.230003,94.220001,91.389999,94.150002,1048500,93.322571
"2022-05-05",92.980003,93.370003,90.93,92.080002,1062000,91.27076
"2022-05-06",91.629997,92.68,90.550003,91.919998,1104600,91.11216
"2022-05-09",90.900002,92.129997,88.489998,88.5,1366900,87.722221
"2022-05-10",89.68,89.889999,87.209999,88.620003,1409800,87.841171
"2022-05-11",88.589996,90.010002,87,87.589996,1301500,86.820213
"2022-05-12",87.059998,89.57,87.059998,89.510002,974500,88.723343
"2022-05-13",90.349998,92.379997,90.040001,92.099998,897800,91.290581
"2022-05-16",91.730003,92.300003,90.93,91.199997,711200,90.398491
"2022-05-17",91.440002,92.559998,90.910004,92.559998,739400,91.746536
"2022-05-18",91.82,92.18,90.419998,90.730003,843900,89.932625
"2022-05-19",89.949997,90.860001,86.599998,86.760002,1130300,85.997513
"2022-05-20",87.099998,87.379997,80.720001,84.699997,2960800,83.955612
"2022-05-23",85,85.419998,83.400002,84.959999,1318200,84.213333
"2022-05-24",84.279999,84.5,81.519997,81.610001,1134800,80.892776
"2022-05-25",81.300003,83.849998,81.099998,83.57,879000,82.835548
"2022-05-26",84.040001,86.510002,84.040001,85.989998,902000,85.234276
"2022-05-27",86.379997,87.32,86.190002,87.080002,905400,86.314705
"2022-05-31",87.059998,90.339996,85.839996,89.75,1995700,88.961235
"2022-06-01",89.900002,91.529999,89.139999,89.449997,1203700,88.663872
"2022-06-02",90.089996,90.330002,88.879997,89.870003,812900,89.080185
"2022-06-03",89.480003,89.769997,87.940002,88.790001,577600,88.009674
"2022-06-06",89.309998,89.550003,88.18,88.57,472200,87.791603
"2022-06-07",87.760002,88.970001,87,88.82,726000,88.039406
"2022-06-08",88.580002,89.260002,87.879997,88.330002,626900,87.553719
"2022-06-09",88.269997,89.129997,87.279999,87.290001,657300,86.522858
"2022-06-10",86.110001,86.220001,84.900002,84.919998,688500,84.173683
"2022-06-13",83.260002,83.849998,80.75,81.269997,997800,80.555756
"2022-06-14",81.169998,81.360001,80.169998,80.75,1090400,80.040329
"2022-06-15",80.809998,82.879997,80.809998,81.760002,998800,81.041458
"2022-06-16",80.209999,80.769997,78.639999,79.010002,1125000,78.315628
"2022-06-17",78.989998,80.860001,78.32,80.110001,1740600,79.40596
"2022-06-21",80.879997,82.910004,80.150002,82.459999,904300,81.735306
"2022-06-22",81.82,83.339996,81.559998,82.269997,815500,81.546967
"2022-06-23",82.68,83.389999,82.32,83.059998,649700,82.330025
"2022-06-24",83.599998,85.919998,83.599998,85.739998,1208400,84.986473
"2022-06-27",86,86.419998,84.809998,85.650002,607000,84.89727
"2022-06-28",86.050003,86.5,84.110001,84.190002,429200,83.450104
"2022-06-29",84.019997,84.370003,83.309998,83.889999,489200,83.152733
