"","DTE.Open","DTE.High","DTE.Low","DTE.Close","DTE.Volume","DTE.Adjusted"
"2022-01-07",118.739998,120.550003,117.730003,119.690002,1023100,117.97863
"2022-01-10",119.940002,120.199997,118.339996,120.150002,941600,118.432045
"2022-01-11",120.449997,120.5,117.889999,118.779999,954800,117.081635
"2022-01-12",118.610001,119.459999,117.669998,119.209999,1246700,117.505493
"2022-01-13",119.550003,121,119.139999,119.830002,608000,118.116623
"2022-01-14",119.669998,119.739998,118.199997,119.379997,690300,117.67305
"2022-01-18",118.639999,119.139999,117.139999,118.379997,868200,116.687355
"2022-01-19",118.559998,119.589996,117.889999,118.669998,543600,116.973206
"2022-01-20",118.980003,120.230003,118.089996,118.360001,714300,116.667641
"2022-01-21",118.949997,120.089996,118.309998,118.459999,746500,116.766205
"2022-01-24",118,118.860001,113.82,116.879997,1227000,115.208801
"2022-01-25",115.459999,118.459999,115.459999,117.629997,1450100,115.948074
"2022-01-26",117.519997,119.279999,117.029999,118.18,1400700,116.490219
"2022-01-27",119.010002,120.93,118.790001,119.809998,1373400,118.096909
"2022-01-28",119.410004,120.260002,118.610001,120.239998,879500,118.52076
"2022-01-31",119.379997,120.540001,119.220001,120.43,1117400,118.708046
"2022-02-01",119.610001,120.239998,117.190002,118.480003,986400,116.785927
"2022-02-02",118.110001,120.739998,117.809998,120.230003,1004900,118.51091
"2022-02-03",120.32,121.389999,119.57,120.059998,871800,118.34333
"2022-02-04",119.419998,120.510002,118.919998,120,949000,118.284187
"2022-02-07",119.989998,119.989998,118.449997,119.599998,976700,117.889908
"2022-02-08",120.410004,120.709999,119.449997,119.93,617300,118.215195
"2022-02-09",120.620003,121.190002,120.089996,120.519997,871400,118.796753
"2022-02-10",118.959999,119.959999,115.57,115.879997,1847800,114.223099
"2022-02-11",116.449997,118,115.989998,116.160004,821300,114.4991
"2022-02-14",116.779999,117.720001,115.620003,116.050003,1640100,114.390671
"2022-02-15",118.400002,118.980003,115.839996,116.309998,1597000,114.64695
"2022-02-16",116.25,117.110001,115.080002,116.489998,1581400,114.824379
"2022-02-17",116.080002,119.129997,115.68,118.550003,1821000,116.854927
"2022-02-18",117.989998,120.139999,117.989998,119.349998,1840300,117.643478
"2022-02-22",119.720001,120.099998,117.839996,118.330002,977100,116.638069
"2022-02-23",118.379997,118.989998,117.059998,117.260002,989000,115.583374
"2022-02-24",116.519997,118.199997,114.910004,117.739998,1850100,116.056503
"2022-02-25",119.309998,121.989998,119.050003,121.949997,1390300,120.206306
"2022-02-28",120.510002,122.25,120.07,121.589996,1642800,119.851456
"2022-03-01",121.379997,122.5,119.18,120,1438800,118.284187
"2022-03-02",119.910004,122.769997,119.620003,122.370003,977000,120.620308
"2022-03-03",122.510002,126.050003,122.510002,125.209999,1161900,123.419701
"2022-03-04",124.360001,128.039993,124.360001,127.879997,860600,126.051521
"2022-03-07",127.849998,128.289993,126.120003,127.110001,1212300,125.292534
"2022-03-08",127.610001,128.240005,126.129997,126.169998,1039400,124.365967
"2022-03-09",126.949997,127.360001,124.410004,125.029999,1369000,123.242271
"2022-03-10",124.510002,127.639999,124.169998,127.300003,1283700,125.479813
"2022-03-11",126.699997,128.110001,126.410004,126.970001,1302700,125.154533
"2022-03-14",127.790001,128.669998,125.879997,126.519997,916200,124.710968
"2022-03-15",128.039993,128.520004,126.349998,127.760002,1200200,125.933243
"2022-03-16",127.489998,128.149994,125.290001,127.790001,1403700,125.962814
"2022-03-17",128.139999,128.610001,127,127.779999,1227100,125.95295
"2022-03-18",127.209999,127.599998,125.699997,126.07,2349100,125.134071
"2022-03-21",125.900002,128.100006,125.900002,127.099998,1409000,126.156425
"2022-03-22",127.290001,127.339996,125.489998,125.709999,1603800,124.776741
"2022-03-23",125.709999,127.510002,125.129997,126.959999,1052600,126.017464
"2022-03-24",127.18,128.259995,126.940002,127.790001,736200,126.841301
"2022-03-25",128.089996,129.850006,127.730003,129.850006,515700,128.886017
"2022-03-28",129.75,129.940002,128.429993,129.699997,823000,128.737122
"2022-03-29",130,130.899994,129.339996,130.589996,899800,129.620514
"2022-03-30",130.800003,132.729996,130.229996,132.559998,1096400,131.575882
"2022-03-31",132.229996,134.320007,131.960007,132.210007,1149100,131.2285
"2022-04-01",132.100006,134.970001,131.570007,134.940002,901200,133.938217
"2022-04-04",134.149994,134.149994,131.899994,133.630005,713600,132.637955
"2022-04-05",133.860001,136.130005,133.830002,134.289993,877100,133.293045
"2022-04-06",134.75,137.990005,134.529999,137.610001,1543300,136.588394
"2022-04-07",137.399994,137.779999,135.380005,136.330002,1319400,135.317902
"2022-04-08",136.919998,137.770004,135.479996,137.350006,1007300,136.330338
"2022-04-11",137.690002,138.509995,136.089996,136.860001,912200,135.843964
"2022-04-12",136.619995,138.350006,135.580002,137.850006,924400,136.82663
"2022-04-13",138,138.179993,135.449997,136.630005,1073900,135.615677
"2022-04-14",136.490005,138.020004,136.490005,137.169998,817200,136.151672
"2022-04-18",137.369995,138.029999,136.300003,137.169998,648600,136.151672
"2022-04-19",137.529999,138,136.490005,137.770004,548000,136.747223
"2022-04-20",138.699997,139.779999,138.429993,139.119995,785200,138.087189
"2022-04-21",139.029999,140.229996,138.070007,138.279999,1017400,137.253418
"2022-04-22",138.039993,138.289993,136.720001,136.809998,664200,135.794342
"2022-04-25",137.160004,137.339996,134.229996,135.699997,889500,134.692581
"2022-04-26",135.039993,137.160004,134.429993,134.520004,699100,133.521347
"2022-04-27",135.119995,136,133.580002,134.369995,764400,133.372452
"2022-04-28",134,136.419998,133.5,135.520004,989100,134.513916
"2022-04-29",134.800003,135.169998,130.869995,131.039993,1343000,130.067169
"2022-05-02",132.179993,133.139999,127.25,128.740005,1238200,127.784256
"2022-05-03",129.330002,131.679993,128.940002,129.610001,1378000,128.647797
"2022-05-04",130.490005,131.059998,129.5,130.759995,1404600,129.789246
"2022-05-05",130.5,131.410004,127.779999,128.830002,1516000,127.873581
"2022-05-06",128.220001,130,127.980003,129.679993,1204300,128.71727
"2022-05-09",129.179993,130.850006,127.82,129.520004,849300,128.558456
"2022-05-10",129.860001,131.630005,127.5,128.410004,917200,127.456703
"2022-05-11",128.639999,131.770004,128.580002,130.110001,925700,129.144073
"2022-05-12",130,130.630005,127.629997,128.710007,873700,127.754478
"2022-05-13",129.470001,130.240005,127.910004,129.809998,764100,128.846298
"2022-05-16",130.210007,130.880005,129.229996,130.369995,871900,129.402145
"2022-05-17",131.100006,131.100006,128.630005,129.610001,1895100,128.647797
"2022-05-18",130.679993,130.679993,128,128.309998,2063900,127.357437
"2022-05-19",127.889999,129.369995,126.800003,128.820007,1566300,127.863663
"2022-05-20",129.350006,129.389999,127.080002,128.720001,1698000,127.764397
"2022-05-23",131.270004,131.270004,128.970001,130.789993,1438500,129.819031
"2022-05-24",131.059998,134.600006,130.770004,134.139999,1075100,133.144165
"2022-05-25",134.320007,134.699997,132.320007,133.020004,1282100,132.032486
"2022-05-26",133.830002,134.809998,133.029999,133.190002,701400,132.201218
"2022-05-27",132.759995,134.339996,132.570007,134.300003,932200,133.302979
"2022-05-31",133.059998,133.759995,131.800003,132.710007,1166600,131.724777
"2022-06-01",133.009995,133.320007,131.399994,132.559998,904200,131.575882
"2022-06-02",132.820007,133.009995,130.580002,132.789993,553300,131.804184
"2022-06-03",132.539993,133,131.820007,132.089996,421100,131.109375
"2022-06-06",132.320007,133.330002,131.75,132.570007,604400,131.585831
"2022-06-07",132.210007,134.279999,131.740005,134.050003,891300,133.054825
"2022-06-08",133.339996,133.470001,131.300003,131.399994,653300,130.4245
"2022-06-09",131.399994,131.929993,128.369995,128.440002,744600,127.486481
"2022-06-10",127.089996,128.690002,126.529999,127.5,725700,126.553459
"2022-06-13",125.989998,126.459999,121.489998,122.010002,916400,121.104218
"2022-06-14",122.169998,122.540001,117.379997,119.110001,1342700,118.225746
"2022-06-15",119.980003,120.849998,117.919998,119.209999,1258700,118.324997
"2022-06-16",116.870003,116.889999,114.949997,116.610001,1534200,116.610001
"2022-06-17",117.480003,117.489998,114.25,115.720001,2224700,115.720001
"2022-06-21",116.040001,117.769997,115.760002,117.139999,1129500,117.139999
"2022-06-22",116.209999,118.459999,116.209999,117.900002,1077600,117.900002
"2022-06-23",118.440002,120.410004,118.209999,120.370003,1135400,120.370003
"2022-06-24",120.629997,123.470001,120.629997,122.910004,1057900,122.910004
"2022-06-27",122.559998,124.639999,122.300003,124.349998,712600,124.349998
"2022-06-28",125.110001,126.18,124.599998,125.230003,852600,125.230003
"2022-06-29",125.57,126.400002,125.18,126.050003,799100,126.050003
