"","CHTR.Open","CHTR.High","CHTR.Low","CHTR.Close","CHTR.Volume","CHTR.Adjusted"
"2020-08-31",614.840027,620.22998,613.630005,615.609985,811700,615.609985
"2020-09-01",614.039978,620.200012,611,617.23999,874200,617.23999
"2020-09-02",616.960022,626.619995,614.049988,622.450012,741600,622.450012
"2020-09-03",624.039978,629.52002,603.030029,608.099976,1016200,608.099976
"2020-09-04",610.059998,611.390015,592.090027,604.02002,1082000,604.02002
"2020-09-08",595.72998,604.340027,591.599976,596.5,1209200,596.5
"2020-09-09",598.640015,617.799988,598.400024,613.280029,905700,613.280029
"2020-09-10",611.380005,622.22998,603.309998,604.059998,1061100,604.059998
"2020-09-11",606.590027,608.570007,597.799988,601.52002,860500,601.52002
"2020-09-14",608.030029,613.590027,603.669983,609.700012,755000,609.700012
"2020-09-15",610.719971,627.429993,610.219971,622.549988,830400,622.549988
"2020-09-16",626.75,635.859985,626.210022,630.070007,1179200,630.070007
"2020-09-17",618.22998,624.169983,609.669983,620.309998,1341300,620.309998
"2020-09-18",622.080017,628.299988,611.789978,625.25,1969000,625.25
"2020-09-21",621.969971,625.919983,606.909973,614.340027,1314000,614.340027
"2020-09-22",612.450012,634.340027,612.450012,633.049988,1216500,633.049988
"2020-09-23",632.969971,633.98999,615.099976,616.349976,1017400,616.349976
"2020-09-24",614.460022,621.280029,609.539978,611.450012,931400,611.450012
"2020-09-25",609.890015,617.400024,606.109985,614.22998,1072800,614.22998
"2020-09-28",625.159973,633.640015,619.640015,628.22998,1035200,628.22998
"2020-09-29",626.849976,635.830017,625.02002,626.5,817400,626.5
"2020-09-30",629.809998,632.059998,620.679993,624.340027,1148700,624.340027
"2020-10-01",627.309998,640,627.309998,635.109985,1386800,635.109985
"2020-10-02",626.539978,633.169983,617.289978,620.22998,1046500,620.22998
"2020-10-05",623.349976,639.27002,621.630005,633.97998,807900,633.97998
"2020-10-06",632.359985,638.059998,619.099976,620.890015,1104600,620.890015
"2020-10-07",623.22998,629.72998,622.98999,623.72998,802700,623.72998
"2020-10-08",626.809998,633.690002,622.23999,629.080017,583800,629.080017
"2020-10-09",631.880005,639.340027,631.640015,635.640015,625900,635.640015
"2020-10-12",643.570007,663.700012,639.23999,651.719971,1307400,651.719971
"2020-10-13",653.609985,656.890015,646.48999,649.950012,963900,649.950012
"2020-10-14",651.669983,653.640015,638.01001,638.619995,840700,638.619995
"2020-10-15",631.869995,640.299988,630.5,636.890015,825900,636.890015
"2020-10-16",638.869995,646.98999,633.52002,633.919983,772800,633.919983
"2020-10-19",635.669983,640,616.700012,617.659973,1080600,617.659973
"2020-10-20",622.73999,622.73999,606.619995,608.26001,1066100,608.26001
"2020-10-21",604.309998,612.330017,601.51001,605.330017,727100,605.330017
"2020-10-22",605.030029,605.030029,596.429993,599.909973,1001800,599.909973
"2020-10-23",603.070007,603.070007,588.409973,593.280029,842200,593.280029
"2020-10-26",588.789978,595.830017,581.419983,582.130005,1119600,582.130005
"2020-10-27",585,590.299988,580.5,583.650024,897300,583.650024
"2020-10-28",574.969971,585.409973,572.460022,572.580017,983100,572.580017
"2020-10-29",573.330017,583.049988,573.099976,576,1420400,576
"2020-10-30",580.549988,610.659973,580.549988,603.820007,2456100,603.820007
"2020-11-02",605.099976,610.359985,578.76001,588.429993,1268200,588.429993
"2020-11-03",596,602.590027,591.72998,591.98999,1172900,591.98999
"2020-11-04",610.900024,645.700012,608.27002,634.469971,1940400,634.469971
"2020-11-05",643.049988,650.429993,638.109985,647.359985,1007600,647.359985
"2020-11-06",647.679993,649.919983,640.450012,644.48999,693000,644.48999
"2020-11-09",659.789978,659.789978,612.679993,613.200012,1632700,613.200012
"2020-11-10",603.450012,631.640015,603.450012,626.880005,1054700,626.880005
"2020-11-11",628.799988,640.52002,628.799988,636.919983,709300,636.919983
"2020-11-12",639.330017,645.059998,635.400024,637.960022,650000,637.960022
"2020-11-13",638.22998,648.820007,638.109985,647.190002,757500,647.190002
"2020-11-16",642.840027,647.51001,639.950012,641.409973,1066300,641.409973
"2020-11-17",637.320007,643.570007,632.530029,641.51001,621500,641.51001
"2020-11-18",645.140015,651.169983,635.52002,642.440002,1655400,642.440002
"2020-11-19",639.859985,655.72998,636.690002,650.539978,1288500,650.539978
"2020-11-20",651.309998,663.070007,647.5,655.409973,1163700,655.409973
"2020-11-23",657.869995,659.559998,642.700012,645.039978,1518500,645.039978
"2020-11-24",641.700012,654.789978,633.659973,650.440002,1074600,650.440002
"2020-11-25",652.26001,653.51001,644.869995,651.400024,681100,651.400024
"2020-11-27",647.590027,650.880005,642.049988,642.799988,569400,642.799988
"2020-11-30",646.219971,655.340027,643.039978,651.98999,1178700,651.98999
"2020-12-01",656.700012,666.590027,652.799988,662.25,1177100,662.25
"2020-12-02",659.789978,669.900024,659.140015,667.169983,820600,667.169983
"2020-12-03",666.659973,675.73999,656.559998,670.429993,822200,670.429993
"2020-12-04",670.580017,674.049988,667.080017,670.73999,685900,670.73999
"2020-12-07",667.359985,680.76001,666.97998,680.76001,881000,680.76001
"2020-12-08",676.47998,681.710022,661.809998,663.369995,1020900,663.369995
"2020-12-09",660.450012,665.960022,643.530029,644.080017,1813100,644.080017
"2020-12-10",644.559998,659.580017,642.789978,658.039978,880100,658.039978
"2020-12-11",654.059998,655.97998,648.02002,651.76001,989000,651.76001
"2020-12-14",654.77002,656.23999,649.109985,649.669983,1284600,649.669983
"2020-12-15",653.080017,656.5,646.070007,646.280029,1034600,646.280029
"2020-12-16",646.280029,649.640015,634.469971,642.429993,1283900,642.429993
"2020-12-17",645.109985,657.570007,644.950012,653.97998,1904700,653.97998
"2020-12-18",656.940002,658.349976,646.52002,652,2253900,652
"2020-12-21",645.26001,658.380005,641.789978,654.690002,893200,654.690002
"2020-12-22",654.02002,654.789978,638.76001,641.099976,1269800,641.099976
"2020-12-23",642.869995,652.580017,640.030029,647.440002,1590800,647.440002
"2020-12-24",646.599976,657.330017,646.599976,656.48999,1127300,656.48999
"2020-12-28",661.380005,661.380005,649.440002,651.900024,774800,651.900024
"2020-12-29",654.299988,666.369995,651.25,664.97998,1301000,664.97998
"2020-12-30",667.01001,668,652.289978,653.48999,865400,653.48999
"2020-12-31",653.440002,664.780029,652.859985,661.549988,699500,661.549988
"2021-01-04",666.590027,666.590027,637,647.030029,1185200,647.030029
"2021-01-05",646.130005,649,632.950012,636.590027,842600,636.590027
"2021-01-06",612.159973,634.809998,612.159973,624.51001,1491400,624.51001
"2021-01-07",627.72998,638.25,622,629.77002,1259500,629.77002
"2021-01-08",624.390015,634.789978,624.390015,634.380005,1051100,634.380005
"2021-01-11",636.900024,642.75,632.969971,641.130005,1082800,641.130005
"2021-01-12",636.119995,639.77002,618.48999,621.48999,1695600,621.48999
"2021-01-13",619.070007,623.039978,614.869995,618.01001,1090300,618.01001
"2021-01-14",616.47998,630.409973,610.890015,623.090027,1484500,623.090027
"2021-01-15",620.25,634.080017,617.02002,628.909973,1150400,628.909973
"2021-01-19",628.109985,633.950012,623.369995,633.27002,1052000,633.27002
"2021-01-20",633.390015,648.309998,631.960022,642.820007,943400,642.820007
"2021-01-21",643.330017,651.890015,639.789978,650.429993,768700,650.429993
"2021-01-22",649.450012,651.890015,642.77002,646.690002,699100,646.690002
"2021-01-25",649.640015,660.299988,647.840027,652.169983,888400,652.169983
"2021-01-26",651.630005,654.76001,647.02002,649.539978,893500,649.539978
"2021-01-27",643.929993,651.919983,615.109985,615.780029,1919500,615.780029
"2021-01-28",638.099976,671,635.080017,654.650024,1773900,654.650024
"2021-01-29",626.01001,636.030029,604.090027,607.559998,2393600,607.559998
"2021-02-01",611.01001,614.130005,593.099976,599.02002,1465600,599.02002
"2021-02-02",597.690002,625.309998,595.909973,616.700012,1531200,616.700012
"2021-02-03",616.650024,617.030029,603.320007,609.26001,929800,609.26001
"2021-02-04",604.97998,621.289978,604.97998,619.789978,840700,619.789978
"2021-02-05",621.030029,628.299988,615.119995,617.650024,799800,617.650024
"2021-02-08",616.630005,619.690002,610.869995,615.530029,957800,615.530029
"2021-02-09",616.340027,626.630005,613.799988,619.51001,836400,619.51001
"2021-02-10",623.359985,623.359985,608.109985,611.630005,1036500,611.630005
"2021-02-11",614.200012,619.159973,603.530029,618.679993,829200,618.679993
"2021-02-12",615.929993,619.549988,610.650024,613.450012,623900,613.450012
"2021-02-16",609.190002,619.02002,606.25,618.469971,909500,618.469971
"2021-02-17",615.700012,626.950012,614.440002,624.119995,929700,624.119995
"2021-02-18",625.059998,625.059998,612.710022,616.419983,760900,616.419983
"2021-02-19",613.429993,619.530029,606.539978,607.289978,1193100,607.289978
"2021-02-22",602.299988,609.880005,595,596.5,1744400,596.5
"2021-02-23",602.799988,609.27002,585.450012,602.77002,1852100,602.77002
"2021-02-24",590.440002,614.72998,590.440002,608.51001,1201100,608.51001
"2021-02-25",605.820007,618.119995,598.969971,601.549988,1358900,601.549988
"2021-02-26",602.48999,627.380005,601.5,613.419983,1619400,613.419983
"2021-03-01",618.390015,624.070007,610.01001,619.679993,895300,619.679993
"2021-03-02",622.409973,624.5,611.25,616.070007,984800,616.070007
"2021-03-03",612.01001,613.719971,599.900024,601.02002,1785500,601.02002
"2021-03-04",599,618.659973,598.01001,607.640015,1500300,607.640015
"2021-03-05",614,629.700012,609.659973,624.030029,1513300,624.030029
"2021-03-08",621.73999,630.200012,611.570007,612.380005,1123900,612.380005
"2021-03-09",620.349976,620.349976,610.97998,614.77002,1022500,614.77002
"2021-03-10",625.440002,639.280029,618.960022,629.070007,1472300,629.070007
"2021-03-11",626.330017,630.669983,613,624.22998,1441500,624.22998
"2021-03-12",618.98999,629.210022,611.380005,624.150024,1410200,624.150024
"2021-03-15",624.419983,625.849976,612.02002,625,1149400,625
"2021-03-16",629.619995,643.51001,625.619995,639.650024,1147800,639.650024
"2021-03-17",643.789978,644.22998,633.840027,641.859985,1202200,641.859985
"2021-03-18",628.280029,635.419983,617.309998,629.390015,1550600,629.390015
"2021-03-19",632.809998,636.859985,626.840027,629.73999,2776800,629.73999
"2021-03-22",627.640015,643.960022,627.640015,637.619995,1159600,637.619995
"2021-03-23",639.809998,656.650024,636.880005,645.450012,1271500,645.450012
"2021-03-24",647.450012,657.840027,642.809998,651.559998,1137300,651.559998
"2021-03-25",652.030029,652.030029,631.02002,637.789978,1024400,637.789978
"2021-03-26",636.72998,639.030029,621.559998,631.75,1275900,631.75
"2021-03-29",630,639.590027,622.059998,636.679993,889200,636.679993
"2021-03-30",636.169983,640.840027,628.349976,632.690002,650300,632.690002
"2021-03-31",632.900024,632.909973,614.690002,617.02002,1328400,617.02002
"2021-04-01",618,622.409973,605.659973,608.580017,1648100,608.580017
"2021-04-05",607.47998,611.169983,600.159973,605.5,1443100,605.5
"2021-04-06",603.460022,616.98999,600.530029,613.390015,874400,613.390015
"2021-04-07",614.51001,616.330017,607.840027,611.630005,644500,611.630005
"2021-04-08",616.650024,617.849976,612.320007,615.159973,835000,615.159973
"2021-04-09",606.380005,615.969971,600.679993,614.23999,1040000,614.23999
"2021-04-12",612.340027,622.640015,608.070007,619.299988,695600,619.299988
"2021-04-13",615.219971,623.719971,614.5,621.289978,736900,621.289978
"2021-04-14",620.619995,623.169983,614.549988,617.099976,839300,617.099976
"2021-04-15",622.98999,637.099976,621.469971,636,911400,636
"2021-04-16",636.909973,645.950012,631.590027,644.369995,1043200,644.369995
"2021-04-19",644,653.419983,642.97998,644.419983,898200,644.419983
"2021-04-20",637.659973,657.349976,637.659973,652.460022,1019300,652.460022
"2021-04-21",652.369995,657.780029,648.109985,652.900024,666000,652.900024
"2021-04-22",655.75,660.599976,653.599976,657.679993,991100,657.679993
"2021-04-23",660.219971,661,648.75,657.539978,708400,657.539978
"2021-04-26",655.309998,659.059998,650.169983,652.570007,630800,652.570007
"2021-04-27",652.909973,658.190002,650.469971,653.52002,491400,653.52002
"2021-04-28",651.929993,658.820007,650.630005,652.719971,567300,652.719971
"2021-04-29",658.210022,675.440002,656.320007,669.969971,1287600,669.969971
"2021-04-30",654.090027,683.049988,636.559998,673.450012,1377500,673.450012
"2021-05-03",679.099976,684.700012,673.940002,677.309998,796800,677.309998
"2021-05-04",672,681.97998,670.679993,672.859985,831900,672.859985
"2021-05-05",674.890015,680,671.929993,673.75,712400,673.75
"2021-05-06",677.580017,682.859985,672.820007,675.789978,559400,675.789978
"2021-05-07",681.570007,696,679.690002,693.440002,718900,693.440002
"2021-05-10",696.419983,704.099976,692.690002,694.719971,1056000,694.719971
"2021-05-11",694.530029,698.97998,684.26001,685.090027,660600,685.090027
"2021-05-12",675.330017,686.169983,675.25,681.97998,1346000,681.97998
"2021-05-13",686.059998,694.969971,683.049988,685.299988,839900,685.299988
"2021-05-14",691.179993,712.409973,685.130005,710.400024,1089900,710.400024
"2021-05-17",708.900024,709.909973,676.530029,686.849976,1097200,686.849976
"2021-05-18",679.460022,690.450012,670.590027,686.109985,1515800,686.109985
"2021-05-19",672.52002,680.630005,669.549988,679.650024,793300,679.650024
"2021-05-20",678.570007,698.400024,677.330017,694.710022,789100,694.710022
"2021-05-21",691.599976,699.109985,688.169983,692.52002,761100,692.52002
"2021-05-24",700.289978,707.440002,692.130005,703.130005,888000,703.130005
"2021-05-25",702.119995,706.219971,694.719971,695.51001,838000,695.51001
"2021-05-26",697.969971,701.5,688.320007,693.5,895200,693.5
"2021-05-27",693.890015,697.099976,688.780029,692.450012,1056900,692.450012
"2021-05-28",698.929993,701.950012,692.340027,694.530029,563700,694.530029
"2021-06-01",697.530029,699.549988,686.909973,688.890015,623800,688.890015
"2021-06-02",690.820007,690.820007,681,682.450012,666500,682.450012
"2021-06-03",679.039978,680.460022,670.23999,675.640015,949800,675.640015
"2021-06-04",677.169983,685.280029,675.789978,682.650024,449700,682.650024
"2021-06-07",679.130005,686.070007,677.929993,680.559998,600700,680.559998
"2021-06-08",681.859985,683.799988,672.309998,677.909973,561500,677.909973
"2021-06-09",679.940002,683.460022,675.02002,676.469971,588600,676.469971
"2021-06-10",676.789978,689.26001,676.030029,682.909973,986800,682.909973
"2021-06-11",682.799988,689.099976,680.590027,686.73999,708400,686.73999
"2021-06-14",687.22998,691.609985,681.359985,690.609985,731600,690.609985
"2021-06-15",691.880005,695.190002,686.76001,687.830017,626600,687.830017
"2021-06-16",690.780029,693.76001,676.080017,682.070007,812200,682.070007
"2021-06-17",687.299988,699.51001,684.219971,691.049988,846900,691.049988
"2021-06-18",685.590027,691.380005,678,685.599976,1969300,685.599976
"2021-06-21",688.900024,696.200012,683.619995,694.809998,1168600,694.809998
"2021-06-22",694.669983,709.75,692.140015,706.98999,786200,706.98999
"2021-06-23",704.840027,707.150024,697.109985,699.289978,735000,699.289978
"2021-06-24",702.890015,713.390015,700.200012,711.539978,668300,711.539978
"2021-06-25",712.590027,722.099976,711.280029,721.289978,1153000,721.289978
"2021-06-28",723.26001,726.659973,716.710022,721.359985,1014700,721.359985
"2021-06-29",719.340027,722.400024,716.849976,717.460022,1135000,717.460022
"2021-06-30",717.469971,723.460022,715.75,721.450012,897600,721.450012
"2021-07-01",721.52002,727.969971,720.469971,721.799988,834500,721.799988
"2021-07-02",725.559998,733.619995,723.710022,731.919983,509900,731.919983
"2021-07-06",729.909973,735.909973,721.76001,729.539978,615000,729.539978
"2021-07-07",733.039978,743.51001,729.909973,742.369995,588600,742.369995
"2021-07-08",736.210022,749.309998,736.210022,743.5,739100,743.5
"2021-07-09",738.309998,745.679993,736.210022,736.469971,764700,736.469971
"2021-07-12",727.52002,731,708.880005,719.799988,1213200,719.799988
"2021-07-13",719.789978,723.599976,709.679993,710.700012,705900,710.700012
"2021-07-14",713.340027,714.909973,700.659973,701.369995,960200,701.369995
"2021-07-15",704.710022,707.789978,700.619995,704.929993,957900,704.929993
"2021-07-16",707.190002,717.200012,703.849976,709.98999,566600,709.98999
"2021-07-19",709.940002,718.559998,706.390015,711.469971,786300,711.469971
"2021-07-20",715.940002,726.630005,712.400024,718.76001,798200,718.76001
"2021-07-21",715.619995,720.669983,712.719971,718.419983,581900,718.419983
"2021-07-22",720.830017,722.77002,713.27002,720.219971,448800,720.219971
"2021-07-23",720.580017,729.080017,717.22998,726.809998,477900,726.809998
"2021-07-26",725.789978,731.690002,722.210022,729.659973,461900,729.659973
"2021-07-27",731.049988,735.75,722.530029,726.75,649100,726.75
"2021-07-28",724.830017,725.719971,716.400024,722.26001,553500,722.26001
"2021-07-29",723.570007,727.97998,711.320007,713.799988,847100,713.799988
"2021-07-30",715.090027,747.869995,714.669983,744.049988,1374600,744.049988
"2021-08-02",748.72998,751.940002,738.75,749.869995,727400,749.869995
"2021-08-03",752.5,771.109985,745.669983,770.02002,1064700,770.02002
"2021-08-04",770.219971,771.869995,763.090027,770,1069300,770
"2021-08-05",774.98999,777.150024,766.799988,769.909973,815500,769.909973
"2021-08-06",763.359985,775.580017,762.179993,770.090027,670000,770.090027
"2021-08-09",770.77002,771.659973,762.549988,765.5,545000,765.5
"2021-08-10",764.710022,768.440002,760.969971,766.5,587400,766.5
"2021-08-11",771.200012,777,767.919983,776.650024,815700,776.650024
"2021-08-12",777,779.280029,771.330017,774.570007,586500,774.570007
"2021-08-13",774.97998,778.23999,770.789978,771.710022,463000,771.710022
"2021-08-16",771.159973,783.26001,769.429993,782.580017,729100,782.580017
"2021-08-17",784.340027,791.190002,780.830017,788.369995,818100,788.369995
"2021-08-18",785.119995,793.030029,784.530029,785.469971,898400,785.469971
"2021-08-19",784,789.820007,776.830017,785.539978,831000,785.539978
"2021-08-20",786.950012,799.650024,784.48999,794.090027,999500,794.090027
"2021-08-23",791.859985,802.320007,791.799988,797.51001,917200,797.51001
"2021-08-24",796.840027,800.909973,791.169983,792.640015,1055200,792.640015
"2021-08-25",792.640015,798.97998,787.570007,796.669983,822400,796.669983
"2021-08-26",796.669983,799.400024,792.72998,797.400024,628000,797.400024
"2021-08-27",798.640015,811.330017,798.640015,807.179993,712900,807.179993
"2021-08-30",808.789978,816.140015,803.809998,814.200012,673700,814.200012
"2021-08-31",814.669983,820.72998,810.679993,816.659973,1140100,816.659973
"2021-09-01",818.710022,823.98999,816.650024,818.440002,784900,818.440002
"2021-09-02",823.080017,825.619995,817.530029,821.01001,592700,821.01001
"2021-09-03",812.369995,820.099976,809.880005,811.330017,817400,811.330017
"2021-09-07",808.450012,811.5,800.179993,800.830017,1097000,800.830017
"2021-09-08",800,801.619995,795.940002,799.789978,1120600,799.789978
"2021-09-09",800.98999,804.409973,784.190002,785.409973,968000,785.409973
"2021-09-10",785.440002,790.369995,780.359985,787.119995,723000,787.119995
"2021-09-13",794.549988,804.799988,787.51001,793.070007,837900,793.070007
"2021-09-14",797.460022,801.359985,757.280029,761.859985,1485700,761.859985
"2021-09-15",761.5,774.119995,757.280029,765.200012,873400,765.200012
"2021-09-16",767.909973,769.23999,758.609985,765.23999,895600,765.23999
"2021-09-17",765.23999,769.349976,757.23999,763.47998,3404700,763.47998
"2021-09-20",757.52002,765.530029,747.359985,755.900024,908200,755.900024
"2021-09-21",758.690002,760.25,744.98999,747.630005,749100,747.630005
"2021-09-22",752.580017,760.960022,748.849976,751.549988,595300,751.549988
"2021-09-23",754.52002,762.840027,738.650024,741.950012,1374000,741.950012
"2021-09-24",737.219971,742.460022,731.580017,739.169983,810600,739.169983
"2021-09-27",735.309998,741.320007,732.460022,734.409973,742900,734.409973
"2021-09-28",730,736.179993,725,727.48999,872800,727.48999
"2021-09-29",729.52002,742.719971,729.400024,733.179993,728800,733.179993
"2021-09-30",738.590027,738.590027,727.26001,727.559998,863500,727.559998
"2021-10-01",735.109985,742.469971,730.369995,738.080017,742800,738.080017
"2021-10-04",735.72998,745.869995,733.289978,740.960022,595900,740.960022
"2021-10-05",739.97998,750.919983,739.97998,747.789978,653400,747.789978
"2021-10-06",742.130005,747.780029,735.400024,743.75,584000,743.75
"2021-10-07",747.159973,753.690002,740.789978,741.950012,538500,741.950012
"2021-10-08",721.820007,726.190002,704.570007,706.130005,1268400,706.130005
"2021-10-11",700,704.780029,693.419983,695.22998,895700,695.22998
"2021-10-12",690.599976,695.669983,683.440002,690.619995,1112100,690.619995
"2021-10-13",697.130005,699,688.609985,696.22998,812000,696.22998
"2021-10-14",702.809998,708.159973,700.450012,703.669983,778400,703.669983
"2021-10-15",706.030029,707.809998,694.5,699.030029,738700,699.030029
"2021-10-18",697.059998,709.119995,692.640015,706.880005,895300,706.880005
"2021-10-19",711.400024,720.849976,709.119995,717.909973,677900,717.909973
"2021-10-20",718.840027,737.969971,717.349976,734.01001,843500,734.01001
"2021-10-21",737.809998,737.969971,723.440002,735.669983,652500,735.669983
"2021-10-22",736.330017,739.859985,729.650024,730.929993,793300,730.929993
"2021-10-25",731.809998,732,719.119995,731.01001,567800,731.01001
"2021-10-26",732.47998,735.869995,724.409973,728.22998,499000,728.22998
"2021-10-27",730.400024,730.400024,713.530029,714.51001,880400,714.51001
"2021-10-28",693.799988,710.549988,680.849976,706.27002,1179600,706.27002
"2021-10-29",667.48999,687.380005,660,674.890015,2447600,674.890015
"2021-11-01",675,677.700012,665.309998,671.369995,1419100,671.369995
"2021-11-02",670.320007,686.5,670.27002,681.5,1122700,681.5
"2021-11-03",683.5,694.940002,683.5,692.539978,850900,692.539978
"2021-11-04",691.780029,698.349976,683.659973,686.070007,754200,686.070007
"2021-11-05",693.460022,704.080017,688.929993,689.320007,802600,689.320007
"2021-11-08",689.710022,696.559998,685.890015,695.179993,833800,695.179993
"2021-11-09",698.200012,705,691.919983,696.309998,599200,696.309998
"2021-11-10",697.359985,706.929993,697.359985,701.25,828000,701.25
"2021-11-11",702.23999,706.169983,693.960022,694.210022,537200,694.210022
"2021-11-12",695.950012,697.919983,689.119995,689.349976,730100,689.349976
"2021-11-15",689.710022,696.97998,689.710022,692.909973,732800,692.909973
"2021-11-16",692.109985,698.630005,688.570007,689.179993,684000,689.179993
"2021-11-17",689.179993,703.650024,689.179993,691.039978,832400,691.039978
"2021-11-18",689.630005,690.080017,679.109985,685.880005,1100900,685.880005
"2021-11-19",686.450012,689.419983,678.01001,682.340027,776700,682.340027
"2021-11-22",680.77002,689.390015,668.030029,668.320007,1250000,668.320007
"2021-11-23",667.469971,679.320007,666.900024,674.73999,1190100,674.73999
"2021-11-24",672.469971,677.75,668.5,672.690002,829200,672.690002
"2021-11-26",663.289978,681.890015,661.5,672.869995,753900,672.869995
"2021-11-29",674.469971,675.51001,664.849976,668.190002,788400,668.190002
"2021-11-30",668.52002,670.390015,644.419983,646.280029,2119300,646.280029
"2021-12-01",653.669983,657.570007,633.690002,634.200012,1082100,634.200012
"2021-12-02",639.27002,675.52002,639.27002,670.400024,1432500,670.400024
"2021-12-03",675,681.799988,669.51001,679.299988,1336500,679.299988
"2021-12-06",688.109985,693.090027,669.690002,672.950012,951700,672.950012
"2021-12-07",677.840027,678.719971,639.280029,650.599976,2156200,650.599976
"2021-12-08",650.340027,652.380005,630.150024,642.070007,1717300,642.070007
"2021-12-09",632.98999,634.51001,606.570007,611.969971,2605300,611.969971
"2021-12-10",616.369995,620.02002,608.390015,610.890015,1519200,610.890015
"2021-12-13",608.640015,617.27002,600.340027,605.549988,1423600,605.549988
"2021-12-14",600,629.929993,599.340027,621.890015,1640600,621.890015
"2021-12-15",616.72998,622.400024,610.929993,617.320007,1985300,617.320007
"2021-12-16",622.48999,638.159973,617.210022,631.580017,1906400,631.580017
"2021-12-17",632.859985,650.200012,629.640015,650,4075500,650
"2021-12-20",646.77002,652.51001,643.080017,646.76001,1040700,646.76001
"2021-12-21",651.650024,652.909973,640.359985,644.330017,1140800,644.330017
"2021-12-22",644.809998,645.179993,636.700012,639.789978,577300,639.789978
"2021-12-23",641.340027,651.97998,641.01001,648.299988,559700,648.299988
"2021-12-27",651.830017,654,644.140015,652.349976,435000,652.349976
"2021-12-28",652.820007,664.97998,652.820007,655.789978,450700,655.789978
"2021-12-29",657.630005,661.460022,650.969971,656.280029,533100,656.280029
"2021-12-30",660.099976,669.869995,656.530029,657.22998,562200,657.22998
"2021-12-31",655.76001,660.450012,650.650024,651.969971,789400,651.969971
"2022-01-03",642.75,651.799988,638.679993,647.580017,1047300,647.580017
"2022-01-04",645.5,653.090027,628.070007,640.77002,1282000,640.77002
"2022-01-05",642.690002,649.320007,623.72998,624.859985,1345500,624.859985
"2022-01-06",621.22998,638.799988,621.22998,631.950012,1084700,631.950012
"2022-01-07",630.890015,630.890015,609.700012,610.48999,1479700,610.48999
"2022-01-10",610.48999,617.619995,601.330017,605.429993,1841600,605.429993
"2022-01-11",608.22998,613.340027,604.51001,612.099976,1284600,612.099976
"2022-01-12",612.409973,626.640015,609.150024,613.97998,992200,613.97998
