"","QCOM.Open","QCOM.High","QCOM.Low","QCOM.Close","QCOM.Volume","QCOM.Adjusted"
"2020-08-21",110.230003,113.150002,109.949997,113,8546900,108.859993
"2020-08-24",114.370003,116,113.269997,115.910004,10235000,111.663376
"2020-08-25",116.110001,117.099998,114.440002,115.949997,6208000,111.701904
"2020-08-26",116.25,116.550003,115.169998,116.040001,7487400,111.788605
"2020-08-27",116.43,118.18,115.349998,116.019997,8206200,111.769341
"2020-08-28",116.709999,118.260002,116.169998,118.199997,6280300,113.869476
"2020-08-31",118.330002,121.059998,118.120003,119.099998,9694600,114.736496
"2020-09-01",121.080002,122.57,119.510002,122.010002,9091900,117.539886
"2020-09-02",123.260002,123.93,121.809998,123.18,9167700,119.302597
"2020-09-03",121.300003,121.709999,115.599998,116.43,13560800,112.765068
"2020-09-04",115.690002,117.82,112.379997,115.970001,11064300,112.319542
"2020-09-08",111.940002,113.879997,109.620003,109.769997,10245200,106.314705
"2020-09-09",113.480003,115.769997,112.300003,114.019997,9708400,110.430931
"2020-09-10",115.150002,115.809998,111.57,112.440002,6166300,108.900658
"2020-09-11",113.379997,114.849998,112.400002,113.419998,6740200,109.849808
"2020-09-14",115.239998,115.43,112.650002,113.459999,5397300,109.88855
"2020-09-15",114.940002,117.809998,114.790001,116.580002,8773700,112.910339
"2020-09-16",118,118,114.540001,114.559998,6340100,110.953918
"2020-09-17",111.919998,115.699997,111,114.879997,7418100,111.263855
"2020-09-18",115.040001,115.43,109.800003,110.690002,15443200,107.205742
"2020-09-21",109.160004,112.139999,108.300003,111.919998,8197600,108.397026
"2020-09-22",112.610001,114.25,110.419998,113.82,6911200,110.237228
"2020-09-23",113.639999,113.93,110.07,110.57,6553300,107.089523
"2020-09-24",109.389999,113.290001,109.239998,112.190002,6849000,108.658531
"2020-09-25",113.550003,115.75,111.800003,114.5,11718000,110.895813
"2020-09-28",115.959999,118.739998,114.919998,118.470001,9043600,114.740852
"2020-09-29",118.139999,119.25,117.199997,117.379997,5655700,113.685158
"2020-09-30",117.5,119.260002,116.919998,117.68,5829700,113.975716
"2020-10-01",119.93,120.209999,117.699997,119.519997,5316800,115.75779
"2020-10-02",116.779999,118.660004,115.43,115.470001,5834300,111.835289
"2020-10-05",116.900002,120.650002,116.730003,120.519997,5835900,116.726318
"2020-10-06",120.449997,122.519997,119.099998,119.540001,7637000,115.777168
"2020-10-07",121.239998,123.360001,120.650002,123.029999,7410300,119.15731
"2020-10-08",124,124.43,121.839996,122.339996,4757500,118.489021
"2020-10-09",123.93,125.889999,122.790001,124.870003,11073400,120.939392
"2020-10-12",127.699997,127.699997,124.949997,126.690002,7893800,122.702103
"2020-10-13",127.470001,128.179993,125.400002,127.459999,7605700,123.447868
"2020-10-14",129.080002,132.419998,128.929993,129.880005,13177100,125.791718
"2020-10-15",127.300003,129.139999,126.650002,128.580002,7376600,124.532616
"2020-10-16",129.699997,130.190002,127.739998,129.029999,6625400,124.968452
"2020-10-19",130.130005,131.960007,127.699997,128.419998,5765800,124.37764
"2020-10-20",129.179993,129.330002,127.510002,128.300003,4409800,124.261429
"2020-10-21",128.039993,130.419998,126.370003,128.550003,4344000,124.503563
"2020-10-22",129.509995,129.589996,126.860001,128.380005,3895100,124.338921
"2020-10-23",128.589996,129.100006,127.099998,128.880005,3943100,124.823174
"2020-10-26",127.529999,128.669998,124.400002,126.199997,6065900,122.227524
"2020-10-27",126.510002,126.959999,125.190002,125.910004,5825500,121.946663
"2020-10-28",123.5,123.82,121.050003,121.580002,8234800,117.75296
"2020-10-29",122.059998,127.690002,121.889999,126.440002,7053300,122.459969
"2020-10-30",123.68,125.25,121.599998,123.360001,7811200,119.476921
"2020-11-02",124.5,126.169998,122.410004,123.970001,5860300,120.067726
"2020-11-03",125.440002,126.919998,124.690002,125.449997,5832800,121.501129
"2020-11-04",129.320007,129.570007,126.07,128.970001,12608900,124.910339
"2020-11-05",145.820007,148.800003,141.830002,145.410004,27910900,140.832855
"2020-11-06",146.009995,146.229996,143.960007,145.009995,7278500,140.44545
"2020-11-09",149.410004,149.410004,142.440002,142.610001,10666300,138.120972
"2020-11-10",140.149994,143.169998,138.529999,140.110001,12019900,135.699677
"2020-11-11",144.5,148.089996,144,147.690002,10222700,143.041092
"2020-11-12",147.570007,148.509995,143.070007,143.910004,8580700,139.380051
"2020-11-13",145.539993,146.25,143.229996,144.259995,5899200,139.71904
"2020-11-16",145.199997,149.25,144.550003,149.070007,7598500,144.377655
"2020-11-17",149.020004,149.850006,147.179993,148.740005,7438600,144.058014
"2020-11-18",149.240005,153.330002,146.910004,147.050003,12124500,142.421219
"2020-11-19",146.559998,149.300003,145.460007,147.529999,7743700,142.886108
"2020-11-20",148.279999,149.100006,145.940002,146.029999,5551900,141.433319
"2020-11-23",142.350006,147,141.880005,143.820007,11649400,139.292908
"2020-11-24",143.389999,146.330002,141.110001,145.929993,10800800,141.336456
"2020-11-25",145.949997,147.490005,144.039993,144.080002,6398900,139.544708
"2020-11-27",145.490005,146.429993,143.699997,143.830002,3878000,139.302597
"2020-11-30",144.630005,147.289993,144.050003,147.169998,8712500,142.53743
"2020-12-01",148.789993,152.389999,147.789993,151.259995,11906100,146.498688
"2020-12-02",150.509995,151.490005,149.619995,149.979996,7800300,145.88591
"2020-12-03",151.039993,152.770004,149.639999,149.910004,6355300,145.81781
"2020-12-04",150.300003,158.089996,150,157.619995,12759900,153.317337
"2020-12-07",158.550003,158.970001,156.710007,158.020004,7009300,153.706436
"2020-12-08",157.460007,159.289993,155.869995,158.800003,6088300,154.465164
"2020-12-09",158.600006,161.070007,155.550003,156.020004,7947200,151.761032
"2020-12-10",154.419998,157.850006,152.729996,155.75,7522200,151.498398
"2020-12-11",149.240005,150.270004,141.889999,144.279999,25923100,140.341492
"2020-12-14",144.899994,147.75,143.330002,146.289993,12258500,142.296631
"2020-12-15",149.369995,149.919998,147.100006,148.360001,6616400,144.310104
"2020-12-16",149.139999,150.440002,146.710007,149.740005,6610900,145.652466
"2020-12-17",150.869995,151.229996,148.380005,149.529999,7039000,145.448181
"2020-12-18",150.789993,150.789993,146.119995,147.419998,13288300,143.395782
"2020-12-21",145.009995,147.360001,144.410004,146.800003,7024600,142.792709
"2020-12-22",146.610001,147.029999,144.720001,146.339996,5751500,142.345245
"2020-12-23",147.630005,151.539993,146.869995,146.960007,5186700,142.948334
"2020-12-24",147.800003,148.899994,147.199997,148.789993,2120200,144.728378
"2020-12-28",150.619995,151.070007,147.440002,147.740005,4576600,143.707031
"2020-12-29",148.970001,148.990005,147.029999,148.490005,3543800,144.4366
"2020-12-30",149.119995,151.610001,148.919998,149.949997,3965600,145.85672
"2020-12-31",150.320007,152.559998,150.100006,152.339996,4941700,148.181503
"2021-01-04",153.009995,155.149994,147.139999,148.5,9827000,144.446289
"2021-01-05",148.649994,152.699997,148.5,152.429993,8507200,148.268997
"2021-01-06",151.529999,153.869995,149.470001,151.190002,7174600,147.062881
"2021-01-07",152.330002,156.419998,152.259995,155.699997,8482300,151.449753
"2021-01-08",157.229996,157.529999,154.539993,156.639999,6252400,152.36409
"2021-01-11",156.100006,158.130005,154.919998,156.110001,5147800,151.848557
"2021-01-12",156.639999,156.869995,153.960007,154.449997,4385700,150.233887
"2021-01-13",155.190002,157.929993,153.649994,157.419998,5479900,153.122803
"2021-01-14",159.399994,163.179993,158.5,160.850006,10102400,156.459183
"2021-01-15",160.770004,160.860001,156.880005,157.089996,8607400,152.801804
"2021-01-19",158.940002,164.100006,158.449997,163.770004,8209000,159.299484
"2021-01-20",164.720001,167.940002,164.440002,164.600006,7943300,160.106812
"2021-01-21",165.809998,166.490005,163.339996,164.75,6295700,160.252731
"2021-01-22",164,164.270004,161.520004,162.419998,5062300,157.986313
"2021-01-25",164.320007,167.050003,161.729996,164.399994,5370800,159.912277
"2021-01-26",164.199997,164.649994,160.910004,162.550003,6554200,158.112762
"2021-01-27",158.490005,160.729996,152.690002,153.669998,9854000,149.475174
"2021-01-28",156.279999,158.970001,153.110001,155.550003,8087400,151.303848
"2021-01-29",160.25,160.639999,154.75,156.279999,9502100,152.013916
"2021-02-01",157.369995,162.399994,156.490005,161.580002,8265100,157.16925
"2021-02-02",164.509995,165.380005,161.300003,164.779999,6926500,160.281891
"2021-02-03",167.580002,167.580002,161.800003,162.300003,14156700,157.869583
"2021-02-04",150.179993,151.779999,145.199997,147.970001,46141800,143.930756
"2021-02-05",148.850006,148.899994,144.619995,145.839996,24695400,141.858917
"2021-02-08",147.100006,147.600006,145.300003,147.380005,12181600,143.356873
"2021-02-09",147.550003,148.5,145.899994,146.110001,11681300,142.121521
"2021-02-10",147.619995,147.75,144.369995,145.5,11701300,141.528198
"2021-02-11",145.779999,146.570007,143.529999,145.559998,11600200,141.586563
"2021-02-12",145.570007,151.399994,144.869995,147.979996,9155200,143.940491
"2021-02-16",149,149.740005,146.059998,147.160004,10211900,143.142899
"2021-02-17",145.820007,146.889999,143.419998,144.75,11937200,140.79866
"2021-02-18",143.539993,144.699997,142.960007,143.910004,8404400,139.981613
"2021-02-19",144.779999,145.850006,143.490005,144.940002,10012500,140.98349
"2021-02-22",142.25,144.119995,139.080002,139.460007,12763900,135.653091
"2021-02-23",136.380005,138.479996,134.440002,137.119995,14425300,133.376938
"2021-02-24",136.399994,141.179993,135.089996,141.100006,13146200,137.248306
"2021-02-25",139.559998,140.830002,135.020004,135.529999,12701100,131.830353
"2021-02-26",136.759995,138.149994,134.699997,136.190002,11772600,132.472336
"2021-03-01",137.5,139.630005,136.460007,139.490005,9421400,135.682266
"2021-03-02",140,140.100006,136.770004,137.039993,8693200,133.299118
"2021-03-03",135.600006,136.179993,131.539993,131.660004,14862700,128.676346
"2021-03-04",132.350006,134.199997,126.580002,127.800003,15831100,124.903801
"2021-03-05",130.919998,131.169998,125.400002,129.75,13292000,126.809616
"2021-03-08",129,129.770004,122.989998,123.199997,15256100,120.408035
"2021-03-09",127.389999,129.919998,126.330002,129.110001,13130200,126.184105
"2021-03-10",130.669998,131.100006,127.639999,127.870003,12492300,124.972214
"2021-03-11",131.009995,133.240005,130.009995,131.740005,11920200,128.754517
"2021-03-12",129.899994,130.330002,127.620003,129.979996,9365700,127.034386
"2021-03-15",130.059998,131.759995,129.119995,131.639999,7807200,128.656784
"2021-03-16",132.889999,135.440002,132.289993,133.649994,10434700,130.621231
"2021-03-17",131.309998,135.600006,129.679993,133.919998,10781500,130.885132
"2021-03-18",132.440002,133.600006,129.660004,129.75,9579000,126.809616
"2021-03-19",129.789993,132.479996,129.169998,131.020004,17599900,128.050842
"2021-03-22",132.960007,135.550003,132.600006,134.089996,9036900,131.051254
"2021-03-23",134,134.350006,131.410004,132.520004,7425700,129.51683
"2021-03-24",132.990005,133.059998,127.110001,127.18,10962300,124.297852
"2021-03-25",126.660004,127.639999,124.389999,127.279999,10460800,124.395584
"2021-03-26",127.059998,133.350006,127.040001,132.990005,11071600,129.976166
"2021-03-29",132.539993,133.339996,129.770004,131.270004,9750100,128.295151
"2021-03-30",130.169998,131.240005,129.070007,130.110001,7097300,127.161446
"2021-03-31",130.960007,133.520004,130.570007,132.589996,8361300,129.585236
"2021-04-01",134.5,138.429993,133.600006,137.789993,14069600,134.667404
"2021-04-05",139.039993,140.5,138.229996,140.330002,12562800,137.149857
"2021-04-06",139.850006,140.229996,137.639999,138.059998,9100000,134.93129
"2021-04-07",138.330002,139.949997,137.399994,139.429993,6958500,136.270233
"2021-04-08",140,140.369995,138.809998,140.339996,7304900,137.159592
"2021-04-09",139.899994,140.679993,138.880005,140.570007,6033200,137.384415
"2021-04-12",138.860001,139.889999,136.050003,137.440002,10355500,134.325348
"2021-04-13",138.380005,138.770004,135.75,137.300003,9225200,134.188522
"2021-04-14",137.080002,137.839996,133.910004,134.75,9967800,131.696304
"2021-04-15",136,137.990005,135.570007,137.839996,11733200,134.716263
"2021-04-16",137.619995,139.009995,136.649994,138.210007,6583900,135.077881
"2021-04-19",136.899994,137.050003,134.089996,135.25,8728900,132.184967
"2021-04-20",134.550003,134.779999,132.789993,133.399994,7473700,130.376877
"2021-04-21",132.820007,136.369995,132.5,136.190002,7237900,133.103668
"2021-04-22",135.369995,135.960007,132.470001,132.970001,8345100,129.956619
"2021-04-23",133.740005,136.110001,133.539993,135.429993,7666600,132.360886
"2021-04-26",135.330002,139.690002,135.119995,138.960007,9715400,135.810913
"2021-04-27",138.710007,139.380005,136.979996,138.009995,9284500,134.882401
"2021-04-28",138.169998,138.270004,135.75,136.570007,13118100,133.475067
"2021-04-29",145.009995,145.300003,140.669998,142.679993,20502100,139.446594
"2021-04-30",141.070007,142.089996,138.259995,138.800003,11374600,135.65451
"2021-05-03",139.699997,139.759995,136.869995,137.429993,7920300,134.315567
"2021-05-04",136,136,132.419998,134.119995,11996300,131.080566
"2021-05-05",136.080002,136.449997,134.110001,134.649994,6285500,131.598587
"2021-05-06",134.490005,136.539993,133.100006,136,8352500,132.917984
"2021-05-07",136.940002,138.690002,136.289993,137.850006,6893700,134.726059
"2021-05-10",136.020004,136.679993,128.820007,128.940002,19537200,126.017975
"2021-05-11",125.25,128.559998,124.769997,128.369995,11948000,125.460876
"2021-05-12",126.029999,127.129997,123.68,124.620003,13529600,121.795868
"2021-05-13",127.120003,128.479996,125.870003,127.110001,10633000,124.229431
"2021-05-14",128.630005,131.419998,127.809998,130.149994,9391100,127.200531
"2021-05-17",129.289993,129.830002,127.709999,129.800003,5917400,126.858475
"2021-05-18",130.639999,131.240005,128.789993,128.910004,8651100,125.988647
"2021-05-19",127.190002,130.830002,126.449997,130.660004,8112900,127.69899
"2021-05-20",131.529999,133.279999,131.460007,132.639999,9208400,129.634109
"2021-05-21",132.139999,132.690002,130.490005,131.460007,8674000,128.480865
"2021-05-24",131.330002,134,131.330002,132.910004,8229300,129.897995
"2021-05-25",133.539993,134.300003,132.800003,133.75,7271400,130.718964
"2021-05-26",133.869995,134.520004,132.220001,133.089996,6663300,130.073914
"2021-05-27",132.729996,134.639999,132.710007,133.639999,7379300,130.61145
"2021-05-28",134.149994,135.639999,133.949997,134.539993,7042200,131.491058
"2021-06-01",135.100006,136.070007,133.529999,133.940002,7059600,130.904663
"2021-06-02",133.179993,134.729996,132.470001,133.820007,6026000,131.454773
"2021-06-03",132.649994,133.389999,131.419998,131.779999,6644000,129.450821
"2021-06-04",132.529999,135.050003,132.199997,134.339996,7416700,131.965561
"2021-06-07",133.699997,133.770004,132.639999,133.320007,5563300,130.963593
"2021-06-08",134.059998,135.389999,133,134.199997,9657900,131.828049
"2021-06-09",135.100006,135.350006,132.789993,132.889999,6717200,130.541199
"2021-06-10",133.050003,135.100006,132.580002,134.220001,5522300,131.847687
"2021-06-11",133.800003,134.649994,133.649994,134.619995,6529900,132.240616
"2021-06-14",135.199997,137.309998,134.789993,137.309998,7912600,134.883072
"2021-06-15",137.139999,137.380005,135.229996,135.580002,5723600,133.18364
"2021-06-16",136.470001,137.050003,133.660004,134.949997,7404700,132.564774
"2021-06-17",134.309998,136.619995,134.089996,135.350006,6618300,132.957733
"2021-06-18",134.550003,134.580002,132.240005,133,12753600,130.649246
"2021-06-21",133.050003,135.100006,132.660004,133.960007,6371400,131.5923
"2021-06-22",134.220001,135.309998,133.289993,135.080002,5976400,132.69249
"2021-06-23",134.889999,136.229996,134.809998,135.520004,6613800,133.12471
"2021-06-24",136.619995,138.509995,136.350006,137.919998,7941700,135.4823
"2021-06-25",138.449997,139.470001,136.970001,137.649994,7949200,135.217041
"2021-06-28",138.229996,140.169998,137.979996,139.720001,6645500,137.250458
"2021-06-29",139.630005,142.949997,139.25,142.619995,6885400,140.099213
"2021-06-30",142.350006,143.630005,141.839996,142.929993,6449700,140.403732
"2021-07-01",142.910004,143.020004,140.350006,140.800003,6094100,138.311401
"2021-07-02",141.990005,142.679993,141.25,142.580002,5399100,140.059921
"2021-07-06",143,143.179993,139.679993,141.190002,7095200,138.694504
"2021-07-07",142.240005,142.360001,139.059998,139.970001,5034900,137.496063
"2021-07-08",137.720001,138.869995,135.600006,138.289993,7501100,135.845718
"2021-07-09",137.889999,141.729996,137.809998,141.429993,7356800,138.930237
"2021-07-12",141.399994,143.020004,141.199997,142.470001,6786500,139.951889
"2021-07-13",142.440002,142.660004,140.419998,141.179993,5657600,138.684662
"2021-07-14",143.5,146.339996,142.5,143.75,11305700,141.209244
"2021-07-15",144.119995,144.139999,140.720001,141.460007,6667400,138.959732
"2021-07-16",141.869995,142.509995,139.529999,139.710007,5914300,137.240646
"2021-07-19",138.320007,138.899994,136.809998,138.789993,9371300,136.336914
"2021-07-20",139.020004,140.419998,137.199997,139.550003,6020400,137.083481
"2021-07-21",139.649994,142.220001,139.649994,142.169998,6161900,139.657181
"2021-07-22",142,142.850006,141.5,142.440002,3862600,139.922409
"2021-07-23",143.449997,144.990005,142.029999,144.880005,6310400,142.319275
"2021-07-26",143.949997,144.380005,142.240005,143.5,6253900,140.963654
"2021-07-27",142.490005,143,138.210007,140.929993,7575800,138.439087
"2021-07-28",141.270004,142.910004,140.139999,142.440002,9303400,139.922409
"2021-07-29",146.5,151.520004,146.410004,150.990005,19446900,148.321289
"2021-07-30",149.199997,150.410004,148.360001,149.800003,8404800,147.152313
"2021-08-02",150,152.279999,148.210007,148.860001,10823800,146.228912
"2021-08-03",148.910004,149.580002,146.559998,147.949997,6223400,145.335007
"2021-08-04",148.020004,149.199997,147.330002,148.220001,5556400,145.600235
"2021-08-05",147.240005,147.470001,144.570007,146.830002,7169200,144.234818
"2021-08-06",146.130005,148.229996,145.919998,146.279999,5733300,143.694519
"2021-08-09",146.789993,147.720001,145.75,146.919998,4966600,144.323212
"2021-08-10",147.320007,147.5,142.399994,145.869995,4197100,143.291763
"2021-08-11",146.059998,146.789993,144.399994,146.679993,6216000,144.087463
"2021-08-12",147.759995,148,146.389999,147.149994,5777700,144.549149
"2021-08-13",147,149.309998,146.929993,148.639999,5764000,146.012817
"2021-08-16",148.399994,149.080002,146.720001,148.130005,4410800,145.511841
"2021-08-17",146.949997,147,143.570007,144.410004,7256800,141.857574
"2021-08-18",143.839996,144.660004,141.979996,142.179993,6546500,139.666977
"2021-08-19",140.649994,141.449997,138.960007,140.610001,8661000,138.124741
"2021-08-20",140.610001,142.259995,140.300003,142.089996,6141000,139.578583
"2021-08-23",142.649994,144.610001,142.350006,144.139999,6936900,141.592346
"2021-08-24",144.589996,145.589996,143.839996,144.460007,7066800,141.906693
"2021-08-25",144.460007,145.429993,143.470001,143.869995,5721600,141.327118
"2021-08-26",143.190002,143.759995,141.619995,142.380005,6825100,139.863464
"2021-08-27",142.199997,144.949997,141.919998,144.850006,6274500,142.289795
"2021-08-30",145.589996,147.860001,145.559998,145.940002,5263600,143.360535
"2021-08-31",146.800003,147.529999,144.559998,146.690002,7820500,144.09729
"2021-09-01",146.839996,148.100006,146.220001,146.449997,6451400,144.531509
"2021-09-02",146.699997,146.889999,144.509995,145.119995,6006700,143.218948
"2021-09-03",145.119995,145.990005,144.229996,144.630005,5505800,142.735382
"2021-09-07",144.679993,144.759995,143.119995,143.75,6361200,141.866882
"2021-09-08",143.360001,143.619995,141.490005,142.520004,5981300,140.653
"2021-09-09",142.470001,143.539993,141.449997,141.580002,6190800,139.725311
"2021-09-10",143.130005,146,142.539993,142.679993,6263300,140.810913
"2021-09-13",144.020004,144.729996,142.029999,143.410004,4312800,141.531357
"2021-09-14",144.470001,144.809998,140.619995,141.139999,6442100,139.291077
"2021-09-15",140.809998,141,137.520004,138.240005,11289100,136.429077
"2021-09-16",137.320007,138.960007,137.320007,138.399994,6719900,136.586975
"2021-09-17",137.809998,138,133.139999,133.600006,14550500,131.849854
"2021-09-20",131.470001,133.119995,130.610001,132.759995,9647100,131.020844
"2021-09-21",133.589996,133.910004,131.279999,131.75,6175300,130.024078
"2021-09-22",132.589996,133.490005,131.979996,133.009995,5163000,131.267563
"2021-09-23",133.75,135.160004,133.220001,133.910004,5918900,132.155792
"2021-09-24",133.110001,134.550003,132.800003,133.880005,4554600,132.12619
"2021-09-27",132.429993,134.039993,132.020004,133.479996,4319500,131.731415
"2021-09-28",131.75,132.740005,129.699997,129.899994,8851700,128.198318
"2021-09-29",130.589996,131.449997,128.889999,129.279999,7037200,127.586441
"2021-09-30",130.350006,131.080002,128.699997,128.979996,6976800,127.290367
"2021-10-01",129.800003,130.020004,126.470001,128.710007,6863700,127.023918
"2021-10-04",128.919998,129.789993,125.919998,126.68,8470300,125.020508
"2021-10-05",126.129997,128.770004,125.690002,127.529999,9244300,125.859367
"2021-10-06",126.550003,128.270004,126.07,128.059998,8513700,126.382423
"2021-10-07",129.259995,130.720001,127.589996,127.839996,8010600,126.165298
"2021-10-08",128.589996,128.589996,126.209999,126.550003,6920500,124.892212
"2021-10-11",126.059998,127.230003,124.879997,124.940002,6288200,123.303291
"2021-10-12",125.379997,125.470001,122.169998,122.949997,10531500,121.339363
"2021-10-13",125.199997,126.32,123.519997,125.040001,12373800,123.401985
"2021-10-14",126.160004,129.300003,125.989998,128.660004,10637900,126.974564
"2021-10-15",129.020004,130.479996,128.679993,130.199997,7609700,128.4944
"2021-10-18",129.320007,130.270004,128.240005,130.119995,5290000,128.415436
"2021-10-19",131.020004,132.800003,130.320007,132.5,7330700,130.764267
"2021-10-20",132.5,133.009995,131.259995,132.160004,4804100,130.428711
"2021-10-21",132,133.259995,131.399994,133.050003,4579200,131.307068
"2021-10-22",132.899994,133.690002,131.429993,131.619995,5216200,129.895782
"2021-10-25",131.820007,133.169998,131.300003,131.929993,4876300,130.201721
"2021-10-26",132.899994,133.789993,131.070007,131.940002,5802200,130.211609
"2021-10-27",131.940002,132.360001,130.509995,131.199997,5090400,129.481277
"2021-10-28",131.990005,133.830002,131.869995,133.690002,5016700,131.938675
"2021-10-29",132.860001,133.679993,132.449997,133.039993,5251100,131.29718
"2021-11-01",132.440002,134.869995,132.440002,134.809998,6903000,133.043991
"2021-11-02",134.550003,135.729996,134.119995,135.229996,7321900,133.458496
"2021-11-03",135.75,138.850006,135.039993,138.479996,13216000,136.665924
"2021-11-04",156.320007,159.580002,153.300003,156.110001,48321500,154.064972
"2021-11-05",157.070007,168.550003,155.910004,163.029999,27226600,160.894318
"2021-11-08",163.210007,167.710007,161.279999,165.850006,14541400,163.677383
"2021-11-09",166.509995,169.520004,164.380005,166.740005,12353900,164.555725
"2021-11-10",165.089996,166.119995,159.029999,159.800003,11327100,157.706635
"2021-11-11",161.800003,165.559998,161.389999,164.419998,7624200,162.266113
"2021-11-12",165,166.020004,164.330002,164.940002,7371000,162.779297
"2021-11-15",166.5,169.940002,165.809998,168.509995,12350200,166.302536
"2021-11-16",168.110001,183.729996,167.059998,181.809998,33338200,179.428314
"2021-11-17",180.789993,186.330002,178.630005,183.539993,21678900,181.135635
"2021-11-18",185.240005,188.720001,182.75,186.320007,15542600,183.879227
"2021-11-19",184.690002,186.600006,182.300003,185,11889100,182.576508
"2021-11-22",181.110001,188.770004,180.979996,181.399994,16062800,179.023666
"2021-11-23",180.339996,181.330002,177.020004,180.940002,10696200,178.569717
"2021-11-24",179.520004,180.779999,177.330002,180.710007,7886200,178.342728
"2021-11-26",175.669998,180.25,175.059998,175.740005,7835900,173.43782
"2021-11-29",179.479996,184.070007,179,183.740005,10440500,181.333023
"2021-11-30",183.220001,186.809998,180.339996,180.559998,19309200,178.194687
"2021-12-01",180.889999,183.149994,175.320007,175.630005,10637700,173.984512
"2021-12-02",172.089996,177.889999,171.210007,177.029999,13101400,175.371384
"2021-12-03",178.039993,180.270004,173.710007,176.509995,12111800,174.856247
"2021-12-06",176.880005,176.979996,172.270004,175.449997,8577500,173.806183
"2021-12-07",179.070007,184.779999,178.5,183.720001,9910100,181.998703
"2021-12-08",183.009995,183.720001,180.779999,182.630005,4799400,180.918915
"2021-12-09",181.770004,187.839996,181.509995,182.259995,9398900,180.552383
"2021-12-10",185.550003,185.550003,181.149994,183.880005,6854800,182.157211
"2021-12-13",186.850006,191.300003,183.110001,183.320007,16346800,181.602463
"2021-12-14",181.199997,183.899994,179.410004,181.979996,8542800,180.274994
"2021-12-15",183.970001,189.779999,179.979996,189.279999,11082000,187.506622
"2021-12-16",190.300003,192.679993,176.110001,178.149994,14873000,176.480881
"2021-12-17",175.729996,180.119995,175.020004,176.800003,16232300,175.143539
"2021-12-20",174.289993,177.080002,173.460007,176.669998,6306400,175.014755
"2021-12-21",179.380005,180.149994,174.220001,179.580002,7702400,177.897491
"2021-12-22",179,181.520004,177.630005,181.380005,5227200,179.680634
"2021-12-23",181.529999,183.710007,181.380005,182.740005,4918900,181.027893
"2021-12-27",183.210007,186.410004,183.020004,186.330002,4865900,184.584259
"2021-12-28",186.589996,186.729996,183.490005,184.820007,5399400,183.088409
"2021-12-29",184.679993,187.389999,184.559998,186.199997,5417200,184.45546
"2021-12-30",185.880005,186.520004,182.309998,182.729996,4108400,181.017975
"2021-12-31",183.309998,185.149994,182.600006,182.869995,4113300,181.156662
"2022-01-03",182.910004,186.880005,182.240005,186.210007,5990200,184.465378
