"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"2020-11-05",186.149994,188.029999,184.199997,185.380005,1600400,182.902451
"2020-11-06",186.460007,191.639999,184.669998,190.350006,1486800,187.806015
"2020-11-09",195,204.300003,191.149994,192.910004,2548300,190.331818
"2020-11-10",194.139999,201.229996,192.509995,200.080002,2425400,197.405991
"2020-11-11",201.470001,202.690002,198.929993,201.419998,1835800,198.728058
"2020-11-12",199.869995,201.740005,198.809998,199.960007,1663900,197.287613
"2020-11-13",200.729996,204.789993,200.029999,204.440002,1519900,201.707703
"2020-11-16",206.860001,208.309998,204.449997,208.029999,1913900,205.249725
"2020-11-17",206.490005,209.410004,202.679993,207.190002,1680400,204.420975
"2020-11-18",206.199997,208.350006,203.360001,203.360001,1389800,200.642136
"2020-11-19",202.820007,204.800003,201.220001,202.919998,1338000,200.208023
"2020-11-20",202.899994,203.490005,197.860001,198.669998,1796600,196.014847
"2020-11-23",199.869995,203.380005,198.830002,203.179993,1447700,200.464539
"2020-11-24",205.610001,210.110001,204.619995,207.929993,1650800,205.151062
"2020-11-25",207.5,208.899994,203.600006,208.070007,1030800,205.289185
"2020-11-27",207.669998,209.580002,206.080002,206.580002,632400,203.819122
"2020-11-30",205.429993,207.300003,204.440002,204.889999,2077800,202.151688
"2020-12-01",207.479996,210.940002,207.440002,210.690002,1690300,207.874191
"2020-12-02",210.460007,213.199997,208.619995,209.080002,1326800,206.28569
"2020-12-03",208.5,210.899994,207.619995,210.179993,1288500,207.370987
"2020-12-04",210.309998,212.720001,209.509995,211.600006,1094400,208.772034
"2020-12-07",211.699997,214,206.830002,207.199997,1450400,204.430832
"2020-12-08",206.630005,210.610001,204.800003,209.589996,1497100,206.788864
"2020-12-09",209.899994,211.949997,205.100006,207.050003,1578400,204.282837
"2020-12-10",205.779999,207.190002,204.940002,206.240005,1685000,203.483658
"2020-12-11",204.199997,207.699997,203.669998,204.110001,1453300,201.382111
"2020-12-14",206.309998,208.070007,203.869995,203.960007,2202200,201.234131
"2020-12-15",204.630005,209.160004,203.399994,208.029999,1794400,205.249725
"2020-12-16",209.119995,212.220001,207.660004,209.210007,1330300,206.413971
"2020-12-17",209.770004,213.619995,209.490005,211.300003,2148500,208.476028
"2020-12-18",211.360001,211.830002,204.529999,205.490005,3485200,202.743683
"2020-12-21",205.690002,209.449997,201.360001,209.149994,2415500,206.354767
"2020-12-22",208.410004,210.850006,206.139999,209.229996,2203600,206.433685
"2020-12-23",210.369995,211.660004,207.139999,207.899994,1051300,205.121445
"2020-12-24",209.550003,210.990005,208,210.610001,430000,207.795242
"2020-12-28",211.490005,212.399994,206.720001,206.830002,1279000,204.065765
"2020-12-29",208.149994,208.949997,206.149994,206.910004,655700,204.144699
"2020-12-30",207.740005,209.149994,206.539993,206.710007,734600,203.947403
"2020-12-31",207.399994,211.550003,206.179993,211.270004,1024600,208.446442
"2021-01-04",211.039993,212,203.570007,204.550003,1702200,201.816238
"2021-01-05",205.25,206.470001,202.070007,204.300003,1546700,201.569595
"2021-01-06",205.270004,208,203.009995,206.779999,1732100,204.016434
"2021-01-07",207.630005,208.589996,205.369995,206.559998,1356300,203.799377
"2021-01-08",206,208.169998,203.570007,205.220001,1294500,202.477295
"2021-01-11",204.639999,205.800003,201.690002,202.130005,1187000,199.428619
"2021-01-12",201.630005,204.699997,200.649994,202.479996,1835500,199.773895
"2021-01-13",202.330002,207.559998,201.559998,206.899994,2229700,204.134827
"2021-01-14",206.740005,207.899994,203.539993,206.619995,1404700,203.858566
"2021-01-15",206.320007,208.970001,205.820007,207.929993,1783200,205.151062
"2021-01-19",208.929993,210.139999,207.710007,209.160004,1668900,206.364639
"2021-01-20",209.070007,212.800003,208.419998,211.940002,1318600,209.107483
"2021-01-21",211.619995,214.130005,209.360001,209.470001,1677600,206.670471
"2021-01-22",209.050003,209.380005,206.309998,206.460007,1225400,203.700729
"2021-01-25",205.800003,209.830002,205.699997,208.660004,1191100,205.871292
"2021-01-26",208.960007,211.440002,207.160004,209.960007,1393100,207.153946
"2021-01-27",207.649994,211.619995,204.949997,206.800003,2015700,204.036179
"2021-01-28",208.539993,210.419998,206.550003,206.559998,1409400,203.799377
"2021-01-29",205.610001,206.679993,202.320007,203.100006,1619400,200.83287
"2021-02-01",204.220001,209.130005,203.259995,206.679993,2252200,204.372894
"2021-02-02",208.529999,211.570007,208.050003,210.179993,1866000,207.833832
"2021-02-03",209.5,210.339996,204.779999,205.270004,1523600,202.978653
"2021-02-04",205.960007,208.509995,204.259995,208.100006,1529500,205.777054
"2021-02-05",210.649994,223.399994,209.570007,223.220001,2129400,220.728271
"2021-02-08",223.869995,225.720001,221.119995,225.639999,1442300,223.121246
"2021-02-09",225.279999,229.190002,225.070007,228.449997,2056600,225.899887
"2021-02-10",228.970001,230.619995,225.779999,226.550003,1901000,224.021103
"2021-02-11",228.899994,232.149994,227.699997,229.309998,1357100,226.75029
"2021-02-12",228.850006,231.199997,226.229996,228.039993,1451200,225.494461
"2021-02-16",224.889999,230.330002,224.619995,227.100006,2622400,224.564957
"2021-02-17",226.039993,229.259995,225.630005,229.199997,1315500,226.641525
"2021-02-18",228.009995,229.820007,225.320007,227.259995,2918200,224.723175
"2021-02-19",228.539993,229.669998,227.720001,228.339996,1342900,225.791092
"2021-02-22",228.080002,229.960007,226.630005,228.720001,2430200,226.166885
"2021-02-23",229.789993,231.429993,226.910004,231.279999,2044800,228.698288
"2021-02-24",230.949997,235.880005,229.970001,233.699997,1563700,231.091278
"2021-02-25",233.429993,235.149994,230.229996,230.960007,1518100,228.381882
"2021-02-26",232.130005,232.130005,226.869995,227.710007,1845900,225.168167
"2021-03-01",228.919998,234.460007,228.800003,232.509995,1644300,229.914566
"2021-03-02",232.949997,234.690002,230.610001,232.529999,1426300,229.934341
"2021-03-03",230.979996,235,227.789993,228.009995,1647100,225.464798
"2021-03-04",228.119995,230.949997,224.960007,226.039993,1607100,223.5168
"2021-03-05",228.169998,233.009995,225.669998,232.759995,1322200,230.161774
"2021-03-08",233.550003,235,229.899994,230,1508800,227.432602
"2021-03-09",230.309998,233.580002,229.929993,231.5,1478100,228.915833
"2021-03-10",231.320007,232.210007,229.110001,229.75,1186900,227.185364
"2021-03-11",229.539993,230.630005,227.820007,228,1480500,225.454926
"2021-03-12",229,229.990005,227.289993,228,1701400,225.454926
"2021-03-15",227.5,228.240005,224.949997,225.5,1789800,222.982803
"2021-03-16",225.610001,228.100006,224.880005,226.75,2375600,224.218857
"2021-03-17",227.509995,227.699997,225.320007,225.789993,1922400,223.269592
"2021-03-18",226,226.520004,223.919998,224.539993,1621400,222.033524
"2021-03-19",224,224.970001,221.869995,222.899994,2655200,220.41185
"2021-03-22",222.179993,224.639999,221.820007,223.399994,2656300,220.906281
"2021-03-23",224.119995,226.130005,222.929993,223.979996,1982000,221.479797
"2021-03-24",223.740005,227.279999,223.339996,225.210007,2359100,222.69606
"2021-03-25",225.710007,226.100006,222.839996,225.029999,2002300,222.518066
"2021-03-26",225.979996,228.490005,223.410004,228.309998,2355300,225.761444
"2021-03-29",227.820007,234.039993,226.020004,233.630005,1599400,231.022079
"2021-03-30",232.619995,234.5,231.199997,232.089996,1103000,229.499268
"2021-03-31",232.220001,232.830002,229.630005,230.110001,1633200,227.541351
"2021-04-01",230.169998,233.050003,228.919998,231.800003,1480200,229.212509
"2021-04-05",232.660004,234.070007,231.979996,233.979996,1164500,231.368164
"2021-04-06",234.229996,234.5,232.910004,234.220001,1035000,231.605484
"2021-04-07",233.809998,236.669998,233.509995,236.270004,1020300,233.632584
"2021-04-08",237.320007,238.5,234.800003,235,1394700,232.37677
"2021-04-09",236.050003,238.570007,234.699997,237,1226700,234.354446
"2021-04-12",237,239.029999,235.940002,238.830002,1497600,236.164032
"2021-04-13",238.309998,239.850006,236.25,239.240005,1389100,236.569458
"2021-04-14",239.220001,239.990005,233.710007,234.869995,1826000,232.24823
"2021-04-15",235.139999,237.720001,234.600006,236.5,1232700,233.860031
"2021-04-16",238.139999,240.020004,235.800003,239.119995,1944100,236.450775
"2021-04-19",239.139999,239.199997,235.580002,235.830002,1259400,233.19751
"2021-04-20",235.860001,237.089996,234.529999,234.820007,1377900,232.198792
"2021-04-21",234.779999,237.050003,233.339996,233.5,1265900,230.893509
"2021-04-22",232.339996,233.309998,229.899994,231.149994,1866700,228.569748
"2021-04-23",231.529999,232.229996,230.399994,230.889999,1018600,228.312668
"2021-04-26",231.539993,232.429993,229.410004,229.520004,1666800,226.957962
"2021-04-27",230.710007,235.080002,230,233.789993,1518300,231.180283
"2021-04-28",233.880005,239.080002,232.779999,238.380005,2881000,235.71904
"2021-04-29",238.899994,240.029999,235.789993,239.270004,1925100,236.599121
"2021-04-30",240.080002,254.839996,240.050003,251.440002,4096900,249.164352
"2021-05-03",251.470001,253.860001,249.190002,252.460007,1613800,250.175125
"2021-05-04",252.330002,254.270004,251.440002,253.929993,1443300,251.63179
"2021-05-05",253.839996,255.649994,252.699997,254.360001,1622400,252.057922
"2021-05-06",256.170013,257.559998,254.589996,256.630005,1421400,254.307388
"2021-05-07",255.660004,259.640015,255.190002,258.519989,1642100,256.180237
"2021-05-10",258.559998,260.970001,257.420013,258.450012,1587800,256.110901
"2021-05-11",257.899994,257.899994,253.070007,254.119995,1667100,251.820084
"2021-05-12",253.149994,255.240005,249.449997,249.720001,2094000,247.45993
"2021-05-13",249.580002,253.649994,249.029999,252,1413100,249.719284
"2021-05-14",253.490005,255.490005,251.960007,254.240005,978500,251.938995
"2021-05-17",253.789993,255.580002,253.279999,255.199997,1404300,252.890305
"2021-05-18",257.429993,257.429993,254.009995,254.210007,1691500,251.909271
"2021-05-19",253.300003,253.490005,248.600006,252.229996,1724300,249.947189
"2021-05-20",252.389999,256.109985,252.25,254.649994,1861900,252.345306
"2021-05-21",254.389999,255.5,252.369995,253.210007,1895100,250.91832
"2021-05-24",253.970001,255.360001,253.119995,253.179993,737300,250.888611
"2021-05-25",253.559998,254.199997,251.5,252.309998,1074500,250.026474
"2021-05-26",252.059998,252.460007,250.339996,251.089996,1050800,248.817505
"2021-05-27",251.5,255.039993,250.289993,253.880005,2060000,251.582275
"2021-05-28",254.529999,255.050003,252.779999,253.369995,1764100,251.076874
"2021-06-01",255.080002,255.850006,252.089996,253.240005,2095100,250.948044
"2021-06-02",253.970001,255.460007,252.369995,252.949997,1780100,250.660675
"2021-06-03",252.720001,254.190002,250.059998,251.509995,1535000,249.233704
"2021-06-04",251.419998,252,248.169998,251.020004,1314700,248.748138
"2021-06-07",251.130005,251.380005,246.919998,247.520004,1111800,245.279831
"2021-06-08",246,246.130005,243.009995,244.800003,1734200,242.584442
"2021-06-09",245,246.380005,243.539993,245.75,1256600,243.525833
"2021-06-10",246.570007,251.169998,246.080002,249.440002,1462000,247.182449
"2021-06-11",249.770004,251.960007,248.720001,250.110001,1184900,247.84639
"2021-06-14",250.449997,250.529999,247.830002,250.059998,1211800,247.796814
"2021-06-15",249.550003,252.820007,249.259995,251.820007,1359300,249.540909
"2021-06-16",251.929993,252.240005,242.520004,244.100006,4874500,241.890778
"2021-06-17",243.179993,244.25,232.610001,232.839996,7322900,230.732697
"2021-06-18",231.649994,234,229.210007,230.100006,3736000,228.017487
"2021-06-21",231.539993,234.479996,230.460007,234,2467400,231.882172
"2021-06-22",232.960007,235.690002,232.220001,233.559998,1623700,231.446167
"2021-06-23",233.770004,236.339996,233.119995,235.539993,1316300,233.408234
"2021-06-24",235.5,238.940002,235.289993,238.479996,1942900,236.32164
"2021-06-25",239.110001,244.589996,238.479996,243.710007,3825100,241.504318
"2021-06-28",244.110001,244.279999,239.949997,240.929993,1074600,238.749466
"2021-06-29",241.720001,243.580002,241.130005,242.899994,1023800,240.701645
"2021-06-30",242.470001,242.830002,237.869995,238.759995,1564400,236.599106
"2021-07-01",240.220001,240.220001,238.009995,238.679993,1235800,236.519821
"2021-07-02",239.029999,241.389999,238.710007,239.589996,926700,237.4216
"2021-07-06",239.080002,239.550003,236.460007,237.720001,1390300,235.568527
"2021-07-07",237.020004,239.710007,237.020004,239.050003,956200,236.886475
"2021-07-08",237.020004,238.220001,234.339996,235.210007,1066200,233.081238
"2021-07-09",237.220001,238,235.029999,236.309998,1371300,234.17128
"2021-07-12",235.740005,236.580002,231.550003,232.789993,1317600,230.683136
"2021-07-13",232.940002,233.470001,231.029999,231.639999,1361000,229.543549
"2021-07-14",231.960007,232.669998,228.179993,230.429993,1332900,228.344482
"2021-07-15",229.029999,232.729996,229.029999,231.259995,1551300,229.166977
"2021-07-16",231.779999,232.830002,230.179993,231.729996,2054300,229.632736
"2021-07-19",230.779999,230.779999,223.190002,226.789993,1512500,224.737442
"2021-07-20",226.949997,230.320007,226.779999,228.789993,1206400,226.71933
"2021-07-21",229.600006,236.369995,229.600006,230.059998,2669800,227.977844
"2021-07-22",230.100006,233.610001,230.100006,232.509995,1724100,230.405655
"2021-07-23",233.380005,234.089996,232.289993,232.479996,897200,230.375931
"2021-07-26",246.070007,257.230011,245.5,251.559998,12773700,249.283264
"2021-07-27",250.860001,260.170013,250.229996,259.579987,7212900,257.230621
"2021-07-28",261,265.200012,257.859985,262.290009,6286300,259.916138
"2021-07-29",264,265.100006,262.179993,263.769989,4679500,261.382721
"2021-07-30",262.390015,264.98999,257.480011,260.029999,3738000,258.175781
"2021-08-02",261.920013,262.570007,259.320007,259.940002,1608900,258.086426
"2021-08-03",260.75,267.339996,260.049988,264.059998,3144200,262.177063
"2021-08-04",262.890015,264.670013,259.25,259.410004,2895500,257.560211
"2021-08-05",260.540009,262.399994,259.26001,262.399994,2883900,260.52887
"2021-08-06",263.549988,263.700012,260.609985,261.519989,2009000,259.655151
"2021-08-09",261.209991,264.269989,260.519989,263.839996,1447500,261.958588
"2021-08-10",265,268.48999,264.51001,267.359985,1527300,265.453522
"2021-08-11",268.109985,273.380005,268.109985,273.170013,1537400,271.222107
"2021-08-12",272.779999,275.420013,271.700012,275,1712400,273.039063
"2021-08-13",275.970001,277.859985,275.309998,277.23999,1618100,275.263062
"2021-08-16",276.970001,279.76001,276.329987,279.670013,1538000,277.675751
"2021-08-17",278.920013,281.070007,278.410004,280.799988,1758200,278.797699
"2021-08-18",280.450012,280.869995,276.609985,276.670013,1406200,274.697174
"2021-08-19",274.839996,277.779999,274.76001,276.070007,1392000,274.10144
"2021-08-20",276.540009,281.109985,275.660004,279.369995,2187500,277.377869
"2021-08-23",280.640015,282.290009,278.359985,278.51001,1670300,276.524048
"2021-08-24",278.190002,281.700012,277.839996,279.48999,1159700,277.496979
"2021-08-25",279.109985,282.579987,278.179993,280.970001,1540300,278.966461
"2021-08-26",282.140015,283.019989,279.769989,281.100006,1361900,279.095551
"2021-08-27",281.730011,285.790009,281.309998,285.130005,1391600,283.096802
"2021-08-30",285.579987,288.149994,285.01001,285.339996,1306400,283.305267
"2021-08-31",284.980011,288.420013,283.390015,286.859985,1554100,284.814453
"2021-09-01",285.910004,289.220001,283.670013,288.390015,1164900,286.333618
"2021-09-02",289.929993,290.579987,287.660004,290.570007,1949800,288.498016
"2021-09-03",290.130005,292.160004,289.5,291.429993,990400,289.351868
"2021-09-07",290.369995,290.869995,286.950012,287.980011,970400,285.926483
"2021-09-08",287.859985,288.940002,286.540009,288.140015,1276000,286.085358
"2021-09-09",289.049988,294.459991,289.049988,292.380005,1495000,290.295105
"2021-09-10",292.690002,294.059998,290.589996,292.299988,988100,290.215668
"2021-09-13",295,295.230011,290.799988,292.549988,1076900,290.463867
"2021-09-14",293.329987,293.51001,290.019989,291.690002,1358800,289.610046
"2021-09-15",292.410004,295.079987,289.700012,293.660004,1722800,291.56601
"2021-09-16",293.209991,294.279999,290.720001,292.130005,815400,290.046906
"2021-09-17",289.589996,292.880005,288.869995,289.230011,1683300,287.167572
"2021-09-20",285.420013,288.5,284.119995,288.01001,1446300,285.956238
"2021-09-21",289.230011,292.019989,288.820007,290.929993,1044800,288.855438
"2021-09-22",292.910004,299.920013,292.019989,299.079987,1325700,296.947327
"2021-09-23",300,302.329987,297.309998,298.290009,1405300,296.162964
"2021-09-24",297.980011,300.690002,296.76001,299.170013,891900,297.036713
"2021-09-27",299.910004,300,291.019989,294,1328700,291.903564
"2021-09-28",292.820007,294.839996,287.820007,289.25,1166700,287.187439
"2021-09-29",290.279999,293.029999,289.329987,291.25,752200,289.173187
"2021-09-30",292.170013,292.899994,285.630005,285.769989,1519800,283.732208
"2021-10-01",287.570007,292.890015,285.809998,291.079987,1415300,289.004364
"2021-10-04",288.200012,291.309998,283.559998,285.279999,1376300,283.245728
"2021-10-05",287.670013,293.130005,287.380005,292.200012,1048100,290.116394
"2021-10-06",289.079987,291.799988,286.640015,290.829987,1259000,288.756165
"2021-10-07",292.98999,295.609985,291.890015,293.279999,969300,291.18869
"2021-10-08",293.140015,295.929993,291.880005,294.5,1005700,292.399994
"2021-10-11",294.190002,297.100006,293.950012,295.160004,1091300,293.055267
"2021-10-12",296.51001,300.829987,294.470001,298.720001,788300,296.589905
"2021-10-13",298.980011,300.790009,296.5,300.670013,774000,298.526001
"2021-10-14",303.279999,308.609985,303.070007,308.350006,930300,306.151245
"2021-10-15",309.929993,311.779999,308.769989,309.299988,1248900,307.094421
"2021-10-18",308.48999,310.470001,304.160004,305.890015,1523800,303.708771
"2021-10-19",307.339996,309.519989,305.600006,309.519989,869300,307.312897
"2021-10-20",309.190002,313.940002,308.130005,313.890015,941300,311.651733
"2021-10-21",314.309998,319.980011,312.290009,319.410004,1320500,317.132355
"2021-10-22",320.149994,321.899994,317.019989,320.820007,947600,318.532318
"2021-10-25",320.959991,322.450012,318.799988,320.109985,989500,317.827362
"2021-10-26",321.040009,321.970001,318.559998,320.23999,975000,317.956421
"2021-10-27",320.26001,322.309998,316.640015,316.869995,1035800,314.610443
"2021-10-28",317.079987,321.76001,317.079987,321.079987,1905800,318.790436
"2021-10-29",317.290009,326.25,309,319.920013,1616700,318.144073
"2021-11-01",316.929993,318.839996,306.059998,306.829987,1335900,305.126709
"2021-11-02",307.839996,308.890015,302.049988,304.679993,1608000,302.988678
"2021-11-03",305.779999,305.779999,294.589996,294.890015,1882000,293.253021
"2021-11-04",292.76001,297.51001,289.420013,290,2150200,288.390167
"2021-11-05",292.890015,293.029999,285.98999,288.529999,1467200,286.928314
"2021-11-08",289.76001,298,288.779999,296.609985,1124100,294.96347
"2021-11-09",295.369995,301.119995,295.109985,297.529999,1369300,295.878357
"2021-11-10",296.940002,301.420013,295.880005,297.720001,1372300,296.067322
"2021-11-11",297.899994,300.209991,294.600006,299.26001,1164000,297.598755
"2021-11-12",299.73999,301,298.359985,300.339996,1133400,298.67276
"2021-11-15",299.859985,303.660004,298.570007,300.440002,1108700,298.772217
"2021-11-16",301.019989,307.929993,300.910004,302.880005,1354600,301.1987
"2021-11-17",303.130005,304.350006,299.769989,299.809998,1311500,298.145721
"2021-11-18",300.290009,300.76001,294.109985,294.829987,1280700,293.193329
"2021-11-19",294.160004,299.829987,291.950012,296.790009,1313100,295.142456
"2021-11-22",296.709991,300.829987,294.079987,298.529999,1286100,296.872803
"2021-11-23",298.859985,300.380005,294.790009,297,1148500,295.351288
"2021-11-24",296.019989,299.429993,294.019989,298.720001,1126600,297.061737
"2021-11-26",293.51001,295.179993,287.540009,294.109985,881900,292.477325
"2021-11-29",297.109985,298.109985,292.049988,296.690002,1250300,295.04303
"2021-11-30",294.75,298.029999,293,295.769989,5147800,294.128113
"2021-12-01",298.5,301.76001,290.880005,291.109985,1434900,289.493988
"2021-12-02",291.230011,298.920013,291.230011,297.299988,1473600,295.649597
"2021-12-03",299.179993,299.579987,290.380005,292.890015,1431700,291.26413
"2021-12-06",295.420013,298.279999,293.73999,297.480011,881100,295.828644
"2021-12-07",300.200012,302.809998,298.269989,300.709991,955700,299.04071
"2021-12-08",301.839996,303.920013,299.630005,300.940002,790200,299.269409
"2021-12-09",299.470001,300.570007,295.440002,295.5,1008500,293.859619
"2021-12-10",297.700012,297.700012,291.48999,293.73999,1412600,292.109375
"2021-12-13",293.720001,296.269989,291.600006,293.809998,1072200,292.179016
"2021-12-14",292.459991,296.299988,290.75,294.149994,1298200,292.517151
"2021-12-15",294.170013,296.160004,291.200012,295.910004,1472200,294.267334
"2021-12-16",296.649994,298.320007,293.269989,295.130005,1544000,293.491669
"2021-12-17",294.950012,295.390015,289.730011,292.380005,2912300,290.756958
"2021-12-20",289.829987,291.200012,286.829987,290.519989,1461900,288.907257
"2021-12-21",292.420013,296.130005,290.640015,293.230011,1209100,291.602234
"2021-12-22",293.320007,294.940002,292.350006,294.019989,714200,292.387848
"2021-12-23",295,296.179993,291.630005,292.410004,1378000,290.786804
"2021-12-27",294.339996,298.700012,292.230011,298.429993,506100,296.773376
"2021-12-28",298.690002,301.279999,296.700012,297,587500,295.351288
"2021-12-29",296.459991,301.700012,295.660004,300.679993,841600,299.010834
"2021-12-30",301.980011,303.559998,299.820007,299.829987,476900,298.165588
"2021-12-31",298.730011,302.850006,297.76001,300.559998,687000,298.891541
"2022-01-03",300.179993,300.519989,292.700012,293.23999,808700,291.612183
"2022-01-04",294.049988,294.940002,290.170013,294.269989,1136700,292.636444
