"","ADM.Open","ADM.High","ADM.Low","ADM.Close","ADM.Volume","ADM.Adjusted"
"2022-01-13",70.650002,71.230003,70.580002,70.900002,1930600,70.201828
"2022-01-14",70.839996,71.669998,70.419998,71.550003,1757300,70.845428
"2022-01-18",70.959999,71.519997,70.470001,71.269997,2094000,70.568184
"2022-01-19",71.559998,72.120003,71,71,2638500,70.300842
"2022-01-20",71.089996,71.410004,68.809998,68.889999,3803700,68.211624
"2022-01-21",69.230003,69.660004,68.330002,68.940002,5093300,68.261139
"2022-01-24",68.400002,68.82,66.699997,68.589996,4235400,67.914574
"2022-01-25",67.5,68.949997,65.639999,68.370003,4188200,67.696747
"2022-01-26",69.989998,72.519997,69.629997,72.269997,6153400,71.558342
"2022-01-27",72.839996,75.230003,72.75,74.199997,8203000,73.46933
"2022-01-28",74.160004,75.959999,74,75.919998,5871300,75.172394
"2022-01-31",75.330002,75.57,73.599998,75,5621300,74.261459
"2022-02-01",75.199997,75.75,74.739998,75.529999,2791000,74.78624
"2022-02-02",75.470001,76.839996,75.199997,76.690002,2841200,75.934822
"2022-02-03",76.010002,76.459999,75.150002,75.669998,2116200,74.924858
"2022-02-04",75.959999,76.290001,74.610001,75.709999,2435500,74.964462
"2022-02-07",75.910004,76.290001,75.269997,75.980003,2111600,75.631393
"2022-02-08",76.300003,77.099998,75.980003,76.690002,2416200,76.338135
"2022-02-09",77.199997,77.82,77.019997,77.279999,3827700,76.925423
"2022-02-10",77.230003,78.029999,76.089996,76.440002,2423600,76.089279
"2022-02-11",76.419998,77.400002,75.839996,76.470001,2563600,76.119141
"2022-02-14",76.410004,76.75,74.779999,76.120003,2637300,75.770752
"2022-02-15",76.150002,77.190002,76.029999,76.800003,2007100,76.447632
"2022-02-16",76.730003,77.709999,76.449997,76.900002,2292300,76.547173
"2022-02-17",76.07,76.870003,75.650002,76.650002,1859000,76.298317
"2022-02-18",76.5,77.190002,76,76.389999,4011100,76.039505
"2022-02-22",76.510002,77.279999,76.080002,76.709999,3039800,76.35804
"2022-02-23",77.360001,77.370003,75.110001,75.239998,2054700,74.894783
"2022-02-24",74.139999,75.980003,73.349998,75.849998,3623300,75.501984
"2022-02-25",76.470001,79.059998,76.389999,78.900002,3479100,78.537994
"2022-02-28",77.589996,78.790001,77.440002,78.449997,4347400,78.090057
"2022-03-01",78.629997,79.25,77.519997,77.989998,3285100,77.632164
"2022-03-02",78.669998,80.589996,78.620003,80.279999,2863700,79.911659
"2022-03-03",81.629997,82.400002,80.559998,81.93,5261800,81.554092
"2022-03-04",81.519997,83.110001,80.849998,82.800003,5050600,82.420105
"2022-03-07",84.900002,87.989998,83.059998,83.970001,8597900,83.584732
"2022-03-08",84.099998,86.400002,83.089996,83.129997,5457600,82.748581
"2022-03-09",83.290001,83.599998,80.440002,81.779999,5769900,81.404778
"2022-03-10",81.690002,84.449997,81.089996,84.309998,3395900,83.923164
"2022-03-11",84.879997,85.290001,83.559998,83.599998,3017200,83.216423
"2022-03-14",84,84.150002,81.110001,82.57,3647200,82.191154
"2022-03-15",82.529999,83.349998,81.379997,82.809998,3693000,82.430046
"2022-03-16",82.900002,82.900002,80.019997,81.449997,4989000,81.076286
"2022-03-17",81.760002,83.809998,81.760002,83.779999,3530800,83.395599
"2022-03-18",83.709999,84.040001,82.220001,83.980003,9221900,83.594688
"2022-03-21",85.330002,87.5,85.260002,87.160004,4747800,86.760094
"2022-03-22",87.5,87.809998,86.580002,87.559998,3166300,87.158257
"2022-03-23",88,89.529999,87.410004,89.089996,7256600,88.681236
"2022-03-24",89.5,91.099998,89.239998,90.43,5208300,90.015091
"2022-03-25",90.389999,93.5,90.360001,93.489998,4799700,93.06105
"2022-03-28",92.980003,93.099998,91.57,92.349998,3924000,91.926277
"2022-03-29",90,90.300003,85.660004,87.839996,9529000,87.436974
"2022-03-30",88.330002,89.800003,88.330002,89.300003,3247900,88.890282
"2022-03-31",88.889999,90.790001,88.620003,90.260002,3966000,89.845871
"2022-04-01",90.660004,91.489998,90.25,91.169998,2762000,90.751694
"2022-04-04",91.459999,91.540001,89.449997,90.43,2826700,90.015091
"2022-04-05",90.199997,91.459999,90.07,90.900002,3187400,90.482933
"2022-04-06",91.32,93.400002,91.169998,92.830002,4388700,92.404083
"2022-04-07",92.830002,94.449997,92.18,93.980003,2818400,93.548805
"2022-04-08",95.07,96.029999,94.160004,95.25,4721300,94.812973
"2022-04-11",96.910004,96.989998,94.510002,94.57,3784600,94.136093
"2022-04-12",95.019997,96.300003,94.269997,95.07,4400600,94.633804
"2022-04-13",95.279999,96.150002,93.910004,95.550003,2781600,95.111603
"2022-04-14",95.940002,97.639999,95.730003,96.910004,2459800,96.465363
"2022-04-18",95.760002,97.699997,95.309998,96.459999,3077900,96.017426
"2022-04-19",95.550003,96.050003,94.010002,95.93,3848700,95.489853
"2022-04-20",96.059998,98.440002,95.650002,98.220001,3258600,97.769348
"2022-04-21",98.709999,98.879997,95.790001,96.050003,3600300,95.609306
"2022-04-22",95.959999,96.120003,92.019997,92.18,4111600,91.757065
"2022-04-25",91.5,91.75,88.760002,90.959999,5029800,90.542656
"2022-04-26",94.610001,95.970001,89.959999,90.639999,7081100,90.224129
"2022-04-27",92.809998,95.550003,89.620003,93.919998,7217600,93.489075
"2022-04-28",94.669998,94.730003,91.160004,92.510002,5018200,92.085548
"2022-04-29",91.980003,92.730003,89.389999,89.559998,6341700,89.149078
"2022-05-02",90.209999,90.449997,88,89.309998,3578500,88.90023
"2022-05-03",89.290001,90.879997,88.839996,89.760002,3859500,89.348167
"2022-05-04",90.239998,91.300003,88.919998,91.150002,3413600,90.731789
"2022-05-05",91.150002,91.709999,88.309998,89.410004,2934800,88.999771
"2022-05-06",88.910004,90.139999,88.370003,89.730003,2597500,89.318306
"2022-05-09",88.519997,88.550003,83.989998,84.360001,4329000,83.972939
"2022-05-10",85.309998,88.089996,84.089996,84.970001,4026600,84.580147
"2022-05-11",85.129997,86.510002,84.110001,84.360001,3592300,83.972939
"2022-05-12",84.199997,84.57,82.559998,84.440002,3508300,84.052574
"2022-05-13",85.379997,85.989998,84.419998,85.389999,2895600,84.998215
"2022-05-16",85.839996,87.489998,85.839996,87.18,3816900,86.779999
"2022-05-17",87.629997,89.07,86.349998,88.629997,5854600,88.629997
"2022-05-18",88.199997,88.459999,84.18,84.540001,4800000,84.540001
"2022-05-19",83.370003,84.720001,81.449997,83.860001,4326800,83.860001
"2022-05-20",84.559998,85.360001,82.290001,84,4850200,84
"2022-05-23",84.989998,87.290001,84.940002,86.57,3171600,86.57
"2022-05-24",86.400002,87.910004,85.709999,87.760002,2657400,87.760002
"2022-05-25",87.629997,89.389999,87.540001,88.769997,2732200,88.769997
"2022-05-26",89.400002,89.5,87.639999,88.309998,3482600,88.309998
"2022-05-27",88.120003,88.949997,86.760002,88.93,2790800,88.93
"2022-05-31",89.410004,91.809998,89.089996,90.82,8762200,90.82
"2022-06-01",90.889999,91.209999,85.709999,86.669998,4459100,86.669998
"2022-06-02",86.660004,89.279999,86.360001,89.279999,2989200,89.279999
"2022-06-03",89,89.330002,87.480003,87.910004,2381100,87.910004
"2022-06-06",88.410004,88.919998,87.650002,88.410004,1976000,88.410004
"2022-06-07",87.639999,89.709999,87.169998,89.519997,2037100,89.519997
"2022-06-08",89,89.540001,88.230003,88.610001,1694000,88.610001
"2022-06-09",88.239998,88.610001,85.860001,85.980003,2042500,85.980003
"2022-06-10",85,86.230003,84.089996,84.68,2706400,84.68
"2022-06-13",82.870003,83.580002,81.57,82.010002,3099900,82.010002
"2022-06-14",82.410004,82.919998,81.550003,82.669998,2525800,82.669998
"2022-06-15",83.199997,83.440002,81.470001,82.279999,3131600,82.279999
"2022-06-16",81,81,78.5,79.029999,3485500,79.029999
"2022-06-17",79.379997,79.970001,76.800003,77.309998,9168100,77.309998
"2022-06-21",79.470001,79.580002,78.32,79.400002,3138700,79.400002
"2022-06-22",78.019997,78.599998,77.349998,77.43,2843500,77.43
"2022-06-23",77.489998,77.489998,71.599998,71.75,6445200,71.75
"2022-06-24",71.900002,74.720001,71.550003,74.519997,12491700,74.519997
"2022-06-27",75.050003,76.57,74.599998,76.040001,3615500,76.040001
"2022-06-28",76.559998,78.290001,75.660004,75.989998,2727200,75.989998
"2022-06-29",76.650002,77.57,76.330002,77.239998,3522500,77.239998
