"","AME.Open","AME.High","AME.Low","AME.Close","AME.Volume","AME.Adjusted"
"2022-01-13",143.970001,144.779999,142.630005,144.059998,839900,143.554123
"2022-01-14",142.75,143.300003,139.630005,141.539993,938100,141.042969
"2022-01-18",140.059998,140.130005,137.350006,139.559998,1036500,139.069916
"2022-01-19",139.929993,140.820007,138.570007,138.839996,831700,138.352448
"2022-01-20",139.270004,140.619995,136.300003,136.619995,682600,136.140244
"2022-01-21",136.520004,137.470001,135.179993,136.419998,1411100,135.940948
"2022-01-24",134.639999,136.570007,131.710007,136.330002,1232400,135.851273
"2022-01-25",133.800003,135,129.940002,133.889999,1514200,133.419846
"2022-01-26",135.25,137.080002,131.710007,133.389999,1380600,132.9216
"2022-01-27",134.570007,135.699997,131.789993,132.460007,953600,131.994873
"2022-01-28",132.179993,135.139999,130.419998,134.990005,956600,134.515991
"2022-01-31",134.639999,136.919998,133.679993,136.770004,889200,136.289734
"2022-02-01",136.679993,137.360001,135.009995,137.089996,892900,136.608597
"2022-02-02",137.119995,139.809998,137.119995,139.789993,1535000,139.299118
"2022-02-03",134.649994,143.479996,134.649994,138.259995,1260100,137.77449
"2022-02-04",138.240005,138.240005,134.020004,134.490005,1076200,134.017746
"2022-02-07",134.740005,136.279999,134.199997,135.259995,816400,134.785034
"2022-02-08",135.440002,136.419998,134.529999,135.460007,1478700,134.984329
"2022-02-09",137.110001,137.320007,135.740005,136.520004,1311800,136.040604
"2022-02-10",134.669998,137.710007,134.539993,135.490005,1373200,135.014221
"2022-02-11",135.279999,135.279999,130.100006,130.809998,1238500,130.350662
"2022-02-14",130.809998,131.289993,129.289993,130.160004,1085200,129.702942
"2022-02-15",131.380005,132.5,130.660004,131.410004,777700,130.948547
"2022-02-16",130.479996,132.210007,129.949997,131.800003,712000,131.337189
"2022-02-17",130.610001,130.979996,127.839996,128.320007,1029300,127.8694
"2022-02-18",128.130005,129.320007,127.5,128.220001,777000,127.769745
"2022-02-22",128.009995,129.130005,126.290001,127.440002,1105600,126.992485
"2022-02-23",128.080002,128.380005,124.650002,124.769997,1187700,124.331856
"2022-02-24",122.580002,128.029999,121.800003,127.610001,1196200,127.161888
"2022-02-25",127.419998,130.220001,127.139999,129.869995,818000,129.413956
"2022-02-28",128.559998,130.039993,128.160004,129.789993,1211900,129.334229
"2022-03-01",129.580002,129.919998,126.410004,127.389999,1986100,126.942665
"2022-03-02",128.610001,131.800003,128.460007,130.990005,878200,130.530014
"2022-03-03",131.600006,131.850006,129.399994,131.050003,907200,130.589813
"2022-03-04",129.050003,131.300003,128.699997,130.990005,1095100,130.530014
"2022-03-07",131.179993,131.490005,128.190002,129.5,1209300,129.045258
"2022-03-08",130.410004,132.110001,128.809998,128.830002,1446300,128.377609
"2022-03-09",131.009995,131.729996,130.009995,130.509995,784800,130.27417
"2022-03-10",128.839996,129.190002,127.879997,128.179993,1186200,127.948372
"2022-03-11",129.059998,129.199997,126.220001,126.339996,1126900,126.111702
"2022-03-14",127.550003,128.149994,125.860001,127.089996,922600,126.860352
"2022-03-15",127.349998,129.770004,126.830002,129.380005,1228400,129.146225
"2022-03-16",130.25,131.729996,129.110001,131.380005,959400,131.142609
"2022-03-17",130.720001,133.210007,129.979996,132.75,796900,132.510117
"2022-03-18",132.020004,135.360001,130.860001,134.759995,1372400,134.516479
"2022-03-21",134.660004,135.779999,133.970001,134.690002,1122600,134.446625
"2022-03-22",135.089996,135.820007,134.589996,134.619995,973800,134.37674
"2022-03-23",133.929993,134.539993,132.410004,132.550003,866400,132.310486
"2022-03-24",133.169998,133.639999,132.190002,132.5,869700,132.260574
"2022-03-25",132.869995,133.610001,132.279999,133.559998,799000,133.318665
"2022-03-28",133.449997,134.050003,132.399994,133.669998,576800,133.428467
"2022-03-29",134.710007,136.710007,134.070007,135.970001,838700,135.724304
"2022-03-30",135.539993,136.240005,135.059998,135.429993,886100,135.185272
"2022-03-31",135.130005,136.5,133.139999,133.179993,1068100,132.939346
"2022-04-01",134.210007,134.770004,132.619995,134.380005,795100,134.137177
"2022-04-04",134.669998,134.839996,133.050003,134,880600,133.757858
"2022-04-05",134,134.559998,131.520004,131.789993,1212600,131.551849
"2022-04-06",130.410004,132.380005,130.380005,131.929993,1026300,131.691605
"2022-04-07",131.559998,132.800003,130.809998,132.300003,1024100,132.060944
"2022-04-08",132.490005,133.660004,131.639999,131.820007,850300,131.581818
"2022-04-11",131.350006,132.399994,129.830002,129.880005,963100,129.645309
"2022-04-12",130.350006,132.190002,128.199997,128.690002,909800,128.457458
"2022-04-13",128.119995,129.940002,128.119995,129.539993,825100,129.305923
"2022-04-14",130,130.410004,127.050003,127.050003,2247100,126.820427
"2022-04-18",127.059998,128.330002,126.349998,127.279999,581800,127.050011
"2022-04-19",127.730003,130.25,127.589996,130.130005,783300,129.894867
"2022-04-20",131.440002,133.679993,131.440002,132.110001,869900,131.871277
"2022-04-21",133.490005,133.910004,131.669998,132.25,837200,132.011032
"2022-04-22",131.410004,131.410004,127.019997,127.169998,1211700,126.940208
"2022-04-25",126.970001,127.860001,124.190002,127.650002,1106600,127.419342
"2022-04-26",127.010002,128.139999,125.279999,125.330002,735900,125.103531
"2022-04-27",125.309998,127.620003,125.309998,126.379997,1046700,126.151634
"2022-04-28",127.400002,128.669998,125.599998,128.130005,1582700,127.898476
"2022-04-29",127.389999,129.199997,125.989998,126.260002,1667500,126.031853
"2022-05-02",126.07,127,123.370003,126.32,2039600,126.091743
"2022-05-03",124.860001,127,123.230003,124.309998,2369000,124.085373
"2022-05-04",124.919998,127.379997,123.459999,127.129997,1168800,126.900276
"2022-05-05",125.919998,126.480003,121.339996,122.169998,1278200,121.949242
"2022-05-06",121.239998,123.970001,118.940002,123.129997,1779600,122.907501
"2022-05-09",121.809998,123.150002,120.870003,121.839996,1684500,121.619835
"2022-05-10",122.989998,123.540001,120.330002,120.889999,1555300,120.671555
"2022-05-11",120.830002,122.540001,119.519997,120.440002,1350000,120.222374
"2022-05-12",120.019997,121.43,118.279999,120.410004,1221600,120.192429
"2022-05-13",121.07,122.489998,120,121.040001,1446400,120.821281
"2022-05-16",120.449997,121.07,118.419998,120.269997,902100,120.052673
"2022-05-17",122.080002,122.339996,120.809998,121.449997,1282000,121.230537
"2022-05-18",120.57,120.760002,116.010002,116.370003,1458900,116.159721
"2022-05-19",115.129997,118.150002,114.370003,116.709999,988200,116.499107
"2022-05-20",117.290001,117.57,115.279999,117.360001,1021900,117.147934
"2022-05-23",118.760002,119.389999,117.25,119.139999,889700,118.924713
"2022-05-24",118.459999,118.889999,116.43,118.489998,760200,118.275887
"2022-05-25",118.029999,118.480003,116.440002,118.050003,935600,117.836693
"2022-05-26",119.32,121.080002,119.129997,120.440002,663400,120.222374
"2022-05-27",121.790001,122.459999,121.230003,122.459999,613900,122.238716
"2022-05-31",121.279999,122.389999,119.610001,121.470001,1467600,121.250511
"2022-06-01",122.059998,122.419998,119.489998,120.43,781000,120.212387
"2022-06-02",121.330002,123.209999,120.260002,123.209999,900200,122.987358
"2022-06-03",122.190002,122.830002,121.790001,122.410004,1660100,122.188812
"2022-06-06",123.330002,123.57,122.050003,122.43,695900,122.208771
"2022-06-07",121.589996,123.669998,121.209999,123.669998,1153100,123.446533
"2022-06-08",123.169998,123.470001,121.580002,121.75,683700,121.529999
"2022-06-09",120.610001,121.639999,118.769997,118.82,1220500,118.82
"2022-06-10",117.150002,117.639999,115.410004,115.459999,658100,115.459999
"2022-06-13",112.959999,114.18,111.279999,111.709999,1606800,111.709999
"2022-06-14",111.93,112.68,110.150002,111.339996,1372300,111.339996
"2022-06-15",112.360001,113.68,110.75,112.279999,914400,112.279999
"2022-06-16",110.089996,110.239998,107.82,108.230003,1639400,108.230003
"2022-06-17",107.839996,108.540001,106.169998,107.139999,2074900,107.139999
"2022-06-21",108.330002,108.879997,107.449997,108.290001,885400,108.290001
"2022-06-22",106.760002,109.690002,106.760002,108.510002,902600,108.510002
"2022-06-23",108.610001,109.239998,106.970001,108.959999,959500,108.959999
"2022-06-24",110,113.580002,109.839996,113.5,1245000,113.5
"2022-06-27",113.889999,113.889999,112.239998,112.709999,831500,112.709999
"2022-06-28",113.120003,113.709999,109.910004,110.120003,998400,110.120003
"2022-06-29",110.43,110.75,108.599998,110.540001,962700,110.540001
