"","PEG.Open","PEG.High","PEG.Low","PEG.Close","PEG.Volume","PEG.Adjusted"
"2022-01-13",65.550003,66.68,65.360001,66.300003,1403900,65.248039
"2022-01-14",66.129997,66.220001,65.150002,65.25,2630900,64.214699
"2022-01-18",64.900002,65.610001,64.18,65.220001,1973900,64.185173
"2022-01-19",65.32,66.260002,65.230003,65.550003,1610900,64.509941
"2022-01-20",65.720001,66.639999,65.5,65.589996,1608400,64.549301
"2022-01-21",65.910004,66.360001,65.25,65.440002,2197800,64.40168
"2022-01-24",65.379997,65.519997,62.810001,64.349998,2582200,63.328976
"2022-01-25",64.059998,65.269997,63.720001,64.720001,2869900,63.693108
"2022-01-26",64.769997,65.660004,64.360001,64.690002,2358100,63.663586
"2022-01-27",65.309998,66.360001,64.970001,65.400002,2698500,64.36232
"2022-01-28",65.279999,66.080002,64.839996,66.029999,1978000,64.982323
"2022-01-31",65.690002,66.669998,65.419998,66.529999,2382800,65.474388
"2022-02-01",66.830002,66.970001,65.43,66.260002,1888500,65.208679
"2022-02-02",66.279999,67.470001,66.089996,67.279999,2605000,66.212494
"2022-02-03",67.199997,67.660004,66.919998,67.089996,2232000,66.025505
"2022-02-04",66.559998,67.220001,65.660004,66.639999,1983600,65.582642
"2022-02-07",66.690002,67.080002,66.309998,66.790001,1819100,65.730263
"2022-02-08",67.139999,67.540001,66.779999,67.25,1869200,66.182961
"2022-02-09",67.839996,68.059998,67.220001,67.43,1698600,66.360115
"2022-02-10",66.849998,67.18,65.639999,65.849998,3010300,64.805176
"2022-02-11",66.099998,66.720001,65.720001,65.949997,2083100,64.903587
"2022-02-14",66.220001,66.360001,64.029999,64.769997,3337900,63.74231
"2022-02-15",65.110001,65.580002,64.18,64.43,2434600,63.407707
"2022-02-16",64.400002,65.019997,63.779999,64.790001,2391800,63.762001
"2022-02-17",64.709999,64.93,64.059998,64.730003,1751200,63.70295
"2022-02-18",64.339996,65.489998,64.339996,64.68,3219900,63.65374
"2022-02-22",64.790001,65.040001,64.239998,64.68,1841400,63.65374
"2022-02-23",64.739998,64.940002,63.470001,63.57,2282700,62.561356
"2022-02-24",63.200001,63.48,61.040001,62.32,4986400,61.331188
"2022-02-25",63.049999,65.019997,62.799999,64.870003,2819100,63.840729
"2022-02-28",64.349998,65.150002,64.239998,64.830002,3555400,63.801361
"2022-03-01",64.699997,65.419998,64,64.459999,2237100,63.437233
"2022-03-02",64.389999,65.559998,64.370003,65.379997,2108500,64.342636
"2022-03-03",65.43,66.470001,65.43,66.290001,2795200,65.238197
"2022-03-04",66.019997,67.699997,65.870003,67.599998,1910600,66.527412
"2022-03-07",67.720001,68,66.989998,67.709999,2102100,66.635666
"2022-03-08",68.010002,68.309998,66.669998,66.68,2193300,65.622009
"2022-03-09",67,67.110001,65.75,65.82,2170200,65.304512
"2022-03-10",65.449997,66.040001,64.879997,65.400002,3985400,64.887802
"2022-03-11",65.400002,66.089996,65.330002,65.720001,1940000,65.205299
"2022-03-14",66.040001,67.099998,66.040001,66.529999,2883000,66.008949
"2022-03-15",67.25,67.699997,67.029999,67.529999,2980800,67.001122
"2022-03-16",67.480003,67.730003,66.540001,67.709999,2622100,67.17971
"2022-03-17",67.760002,68.370003,67.389999,67.75,3415800,67.219398
"2022-03-18",66.269997,67.519997,65.879997,66.800003,6449600,66.27684
"2022-03-21",66.93,67.779999,66.800003,67.449997,1726100,66.921745
"2022-03-22",67.709999,67.709999,66.849998,67.099998,2073500,66.574486
"2022-03-23",67.040001,67.360001,66.370003,66.800003,2297700,66.27684
"2022-03-24",66.949997,67.68,66.940002,67.540001,1953600,67.011047
"2022-03-25",67.870003,68.440002,67.669998,68.309998,1731600,67.775009
"2022-03-28",68.239998,68.559998,67.900002,68.519997,2438500,67.983368
"2022-03-29",68.669998,69.120003,68.43,69.099998,2339000,68.558823
"2022-03-30",69.279999,69.989998,69.029999,69.940002,2304100,69.39225
"2022-03-31",70.160004,71.010002,69.949997,70,3043200,69.451775
"2022-04-01",70.370003,71.089996,69.480003,71.059998,2139200,70.503471
"2022-04-04",70.650002,71.059998,69.720001,70.290001,1692800,69.73951
"2022-04-05",70.419998,71.43,70.230003,70.559998,1754100,70.007393
"2022-04-06",70.849998,72.230003,70.730003,72.080002,2939600,71.515488
"2022-04-07",72.080002,72.190002,71.440002,71.610001,2302000,71.049171
"2022-04-08",71.959999,72.300003,70.970001,72.089996,3573800,71.525406
"2022-04-11",72.43,72.639999,71.480003,71.730003,3038200,71.168228
"2022-04-12",71.610001,72.160004,71.190002,71.919998,4185000,71.356735
"2022-04-13",72,72.099998,71.099998,71.550003,2250000,70.989639
"2022-04-14",72.150002,73.290001,71.949997,72.800003,4180900,72.229851
"2022-04-18",72.989998,73.389999,72.330002,72.43,2608900,71.862747
"2022-04-19",72.529999,73.269997,72.529999,73.080002,1793800,72.50766
"2022-04-20",73.849998,74.879997,73.650002,74.730003,2461100,74.144737
"2022-04-21",74.650002,75.610001,74.300003,74.669998,2812900,74.085197
"2022-04-22",74.68,74.760002,73.839996,73.879997,2399400,73.301384
"2022-04-25",73.970001,74.139999,72.169998,72.639999,3894200,72.071098
"2022-04-26",72.330002,72.919998,71.160004,71.260002,5111900,70.701912
"2022-04-27",71.470001,71.900002,70.379997,70.449997,5887300,69.898247
"2022-04-28",70.730003,71.169998,70.25,71.150002,3705200,70.592773
"2022-04-29",70.779999,70.940002,69.57,69.660004,2958200,69.114441
"2022-05-02",69.970001,70.370003,68.010002,68.849998,3059900,68.310783
"2022-05-03",69.050003,70.110001,67.919998,68.5,3187600,67.963524
"2022-05-04",68.910004,69.489998,68.050003,69.269997,2939900,68.727493
"2022-05-05",68.980003,69.760002,68.290001,68.889999,3500000,68.350471
"2022-05-06",68.470001,69.650002,68.470001,69.43,4054400,68.886238
"2022-05-09",68.919998,69.779999,68.220001,69.059998,3174900,68.519135
"2022-05-10",68.870003,70.080002,67.769997,68.330002,2435300,67.794861
"2022-05-11",68.339996,70.040001,68.339996,68.949997,2394600,68.409996
"2022-05-12",68.959999,69.18,67.639999,68.290001,4390600,67.755173
"2022-05-13",68.709999,68.790001,67.809998,68.580002,2760100,68.0429
"2022-05-16",68.709999,68.779999,67.879997,68.059998,2315500,67.52697
"2022-05-17",68.550003,68.809998,67.690002,68.650002,2357200,68.11235
"2022-05-18",68.870003,68.919998,67.699997,67.860001,3000800,67.328537
"2022-05-19",67.660004,68.050003,66.669998,67.669998,2471300,67.140022
"2022-05-20",67.949997,68.050003,66.760002,67.550003,2223300,67.020966
"2022-05-23",68.449997,68.639999,67.610001,68.279999,2329800,67.745247
"2022-05-24",68.300003,68.919998,67.730003,68.699997,2538200,68.161957
"2022-05-25",68.860001,68.860001,67.779999,68.129997,3153900,67.59642
"2022-05-26",68.610001,68.809998,67.900002,67.980003,2263300,67.447601
"2022-05-27",67.669998,69.050003,67.669998,69.040001,1802200,68.499298
"2022-05-31",68.489998,69.019997,67.879997,68.540001,3606100,68.003212
"2022-06-01",68.5,69.050003,67.580002,68.099998,2401300,67.566658
"2022-06-02",68.419998,68.610001,67.110001,68.540001,2438700,68.003212
"2022-06-03",68.330002,68.699997,67.949997,68.5,1864300,67.963524
"2022-06-06",68.839996,68.949997,68.260002,68.389999,2210000,67.854385
"2022-06-07",68,69.110001,67.419998,68.949997,2248400,68.409996
"2022-06-08",67.949997,68.150002,66.989998,67.129997,2289700,67.129997
"2022-06-09",67,67.089996,65.139999,65.160004,2673800,65.160004
"2022-06-10",64.510002,65.980003,64.400002,65.470001,4033900,65.470001
"2022-06-13",64.5,64.910004,62.810001,63.099998,3225900,63.099998
"2022-06-14",63.09,63.23,60.43,60.970001,2699500,60.970001
"2022-06-15",61.48,61.490002,59.82,60.52,2672900,60.52
"2022-06-16",59.619999,59.669998,58.349998,59,4270300,59
"2022-06-17",59.029999,59.650002,58.189999,59.16,5865800,59.16
"2022-06-21",59.330002,60.130001,58.970001,59.66,2165200,59.66
"2022-06-22",59.310001,60.189999,59.220001,59.82,2699400,59.82
"2022-06-23",60.009998,60.540001,59.82,60.43,2661800,60.43
"2022-06-24",60.700001,62.549999,60.66,62.509998,3563800,62.509998
"2022-06-27",62.189999,63.110001,62.09,62.830002,2007900,62.830002
"2022-06-28",63.200001,63.619999,62.560001,62.630001,2078300,62.630001
"2022-06-29",62.75,62.889999,62.389999,62.610001,1542600,62.610001
