"","IT.Open","IT.High","IT.Low","IT.Close","IT.Volume","IT.Adjusted"
"2022-01-20",283.119995,289.440002,278.299988,278.730011,387200,278.730011
"2022-01-21",279.709991,285.390015,274.850006,275.079987,486800,275.079987
"2022-01-24",269.890015,287.859985,267.660004,287.029999,913500,287.029999
"2022-01-25",280.549988,283.959991,274.809998,277.600006,722100,277.600006
"2022-01-26",281.73999,290.070007,277.059998,278.820007,622600,278.820007
"2022-01-27",281.980011,287.230011,276.809998,277.179993,431900,277.179993
"2022-01-28",277.600006,287.779999,272.76001,287.600006,429800,287.600006
"2022-01-31",287.5,294.529999,286.790009,293.890015,652000,293.890015
"2022-02-01",294.209991,296.149994,288.079987,295.73999,381700,295.73999
"2022-02-02",299.140015,301.859985,294.26001,300.399994,394100,300.399994
"2022-02-03",294.140015,297.209991,289.029999,289.929993,317100,289.929993
"2022-02-04",289.279999,298.089996,287.730011,294.640015,424400,294.640015
"2022-02-07",294.829987,297.859985,292.25,294.850006,595200,294.850006
"2022-02-08",270.429993,310.959991,270.079987,302.660004,1018700,302.660004
"2022-02-09",309.920013,309.920013,300.25,302.899994,527700,302.899994
"2022-02-10",295.5,301.640015,289.089996,291.119995,572300,291.119995
"2022-02-11",292.079987,294.700012,287.019989,288.75,580800,288.75
"2022-02-14",287.76001,292.350006,286.109985,288.579987,620200,288.579987
"2022-02-15",292.880005,297.98999,291.559998,296.98999,574200,296.98999
"2022-02-16",295.279999,299.899994,293.309998,298.230011,601500,298.230011
"2022-02-17",296.700012,298.149994,284.839996,286.5,535100,286.5
"2022-02-18",285.630005,291.399994,284.100006,288.230011,435600,288.230011
"2022-02-22",287.160004,291.519989,280.420013,281.799988,682600,281.799988
"2022-02-23",283.929993,287.269989,273.109985,273.570007,570500,273.570007
"2022-02-24",265.98999,281.399994,265.98999,281.390015,1064700,281.390015
"2022-02-25",282,286.670013,280.51001,286.540009,833500,286.540009
"2022-02-28",281.630005,284.109985,276.869995,280.420013,947400,280.420013
"2022-03-01",280.869995,281.309998,273.209991,274.459991,640500,274.459991
"2022-03-02",278.019989,284.929993,275.040009,283.980011,942900,283.980011
"2022-03-03",286.140015,286.140015,276.160004,279.070007,513800,279.070007
"2022-03-04",275.119995,276.839996,266.690002,269.839996,641200,269.839996
"2022-03-07",269.980011,271.200012,257.5,257.51001,844200,257.51001
"2022-03-08",261.839996,271.980011,258.5,270.440002,1118400,270.440002
"2022-03-09",276.059998,286.01001,273.230011,283.200012,1116700,283.200012
"2022-03-10",277.670013,281.5,272.829987,281.089996,713700,281.089996
"2022-03-11",282.190002,286.179993,279.649994,279.829987,535800,279.829987
"2022-03-14",280,282.910004,272.429993,273.959991,500700,273.959991
"2022-03-15",277.630005,280.130005,276.339996,279.589996,451800,279.589996
"2022-03-16",283.390015,291.540009,278.940002,288.119995,457600,288.119995
"2022-03-17",285.73999,290.279999,285.549988,290.040009,341100,290.040009
"2022-03-18",293.049988,299.609985,290.059998,298.350006,572200,298.350006
"2022-03-21",297.839996,299.48999,293.549988,296.720001,275500,296.720001
"2022-03-22",297.670013,301.429993,296.73999,300.450012,329900,300.450012
"2022-03-23",297.720001,297.720001,289.149994,289.480011,406900,289.480011
"2022-03-24",292.209991,296.279999,290.179993,296.23999,358500,296.23999
"2022-03-25",295.350006,296.929993,291.779999,295.420013,334900,295.420013
"2022-03-28",296,297.399994,293.880005,296.660004,380500,296.660004
"2022-03-29",302.839996,307.779999,301.339996,306.420013,473800,306.420013
"2022-03-30",304.829987,305.75,299.839996,301.549988,461300,301.549988
"2022-03-31",303.149994,305.589996,297.380005,297.459991,646300,297.459991
"2022-04-01",299.390015,300.850006,295.450012,299.459991,610200,299.459991
"2022-04-04",300,303.350006,298.640015,300.290009,502500,300.290009
"2022-04-05",300.01001,301.899994,296.23999,297.529999,529300,297.529999
"2022-04-06",293.079987,296.559998,289.769989,294.630005,597200,294.630005
"2022-04-07",293.609985,297.350006,290.450012,294.75,674200,294.75
"2022-04-08",294.869995,301.519989,293.790009,299.679993,538200,299.679993
"2022-04-11",296.73999,299.209991,288.320007,288.790009,393700,288.790009
"2022-04-12",290.910004,296.679993,288.649994,289.470001,530100,289.470001
"2022-04-13",289.049988,296.450012,289.049988,295.369995,339800,295.369995
"2022-04-14",301.649994,303.850006,296.079987,298.100006,475800,298.100006
"2022-04-18",297.559998,303.160004,297.269989,299.040009,511200,299.040009
"2022-04-19",299.570007,307.040009,298.190002,306.350006,374700,306.350006
"2022-04-20",310,313.190002,308.320007,310.01001,524000,310.01001
"2022-04-21",313.029999,316.109985,303.799988,304.76001,399800,304.76001
"2022-04-22",302.790009,304.640015,292.75,293.329987,385500,293.329987
"2022-04-25",291.640015,298.390015,286.299988,298.200012,371200,298.200012
"2022-04-26",294.730011,296.130005,287.119995,287.480011,309400,287.480011
"2022-04-27",287.75,294.179993,287.75,288.779999,348100,288.779999
"2022-04-28",292.570007,300.579987,289.929993,298.570007,361100,298.570007
"2022-04-29",294.679993,297.829987,289.679993,290.549988,472400,290.549988
"2022-05-02",289.029999,291.5,281.899994,290.040009,572700,290.040009
"2022-05-03",289.929993,299.51001,273.670013,281.130005,1019800,281.130005
"2022-05-04",282.450012,282.450012,265.660004,280.059998,792300,280.059998
"2022-05-05",276.549988,279.040009,256.609985,259.549988,817100,259.549988
"2022-05-06",257.899994,257.899994,248.880005,252.809998,789500,252.809998
"2022-05-09",249.190002,251.300003,237.740005,239.320007,842000,239.320007
"2022-05-10",245.259995,249.190002,239.259995,246.009995,957500,246.009995
"2022-05-11",247.889999,251.139999,243.710007,244.770004,864200,244.770004
"2022-05-12",242.210007,248.720001,242.210007,247.600006,746000,247.600006
"2022-05-13",250.5,257.950012,250.5,255.520004,515900,255.520004
"2022-05-16",253.649994,255.960007,250.880005,253.429993,356400,253.429993
"2022-05-17",257.970001,259.209991,252.100006,254.850006,436100,254.850006
"2022-05-18",250.880005,252.240005,238.550003,240,620500,240
"2022-05-19",238.309998,251.800003,238.309998,248.649994,969700,248.649994
"2022-05-20",250.679993,251.539993,242.850006,250.039993,634300,250.039993
"2022-05-23",252.809998,252.809998,244.270004,250.199997,545300,250.199997
"2022-05-24",247.300003,250.009995,239.570007,248.25,652800,248.25
"2022-05-25",246.309998,251.789993,245.660004,249.830002,501300,249.830002
"2022-05-26",250.419998,257.880005,248.839996,256.410004,512000,256.410004
"2022-05-27",259.359985,266.690002,259.359985,266.589996,503600,266.589996
"2022-05-31",263.48999,264.119995,258.570007,262.399994,1197100,262.399994
"2022-06-01",264.049988,266.950012,257.480011,260.859985,572800,260.859985
"2022-06-02",261.970001,268.570007,260.369995,268.540009,490600,268.540009
"2022-06-03",264.570007,267.51001,261,266.790009,5e+05,266.790009
"2022-06-06",269,271.040009,265.5,267.100006,338000,267.100006
"2022-06-07",264.459991,269.01001,262.980011,267.320007,358700,267.320007
"2022-06-08",265.059998,268.540009,260.690002,261.299988,310300,261.299988
"2022-06-09",260.179993,262.26001,255.979996,256.179993,267200,256.179993
"2022-06-10",250.729996,252.520004,247.270004,247.639999,459100,247.639999
"2022-06-13",241.119995,241.360001,232.119995,232.740005,607000,232.740005
"2022-06-14",233.910004,235.889999,230.470001,234.600006,556800,234.600006
"2022-06-15",238.800003,239.389999,231.240005,235.740005,532200,235.740005
"2022-06-16",229.039993,229.529999,221.389999,224.070007,608900,224.070007
"2022-06-17",225.029999,231.880005,222.770004,230.330002,1036500,230.330002
"2022-06-21",233.880005,235.25,230.169998,233.279999,414600,233.279999
"2022-06-22",231.050003,236.279999,231.050003,234.139999,377700,234.139999
"2022-06-23",235.339996,241.789993,233.130005,241.110001,387300,241.110001
"2022-06-24",243.649994,251.399994,243.649994,251.289993,668800,251.289993
"2022-06-27",251.399994,253.369995,247.690002,248.160004,332700,248.160004
"2022-06-28",248.149994,250.360001,239.100006,239.410004,320300,239.410004
"2022-06-29",240,240.919998,236.169998,240.139999,360700,240.139999
