"","LUV.Open","LUV.High","LUV.Low","LUV.Close","LUV.Volume","LUV.Adjusted"
"2022-01-14",45.560001,45.91,44.970001,45.82,6241100,45.82
"2022-01-18",45.5,46.200001,45.16,45.43,6734000,45.43
"2022-01-19",45.380001,45.689999,44.400002,44.43,5475300,44.43
"2022-01-20",44.759998,45.75,44.259998,44.34,7172700,44.34
"2022-01-21",44.25,44.389999,43.16,43.369999,7899700,43.369999
"2022-01-24",42.380001,43.950001,41.880001,43.869999,11296800,43.869999
"2022-01-25",43.400002,44.16,42.880001,43.849998,6803400,43.849998
"2022-01-26",44.400002,45.349998,43.349998,43.709999,10785800,43.709999
"2022-01-27",43.290001,44.580002,42.450001,42.82,8960900,42.82
"2022-01-28",42.790001,42.959999,40.630001,42.93,10975900,42.93
"2022-01-31",42.509998,44.830002,42.279999,44.759998,8199900,44.759998
"2022-02-01",45,45.830002,44.860001,45.18,6593200,45.18
"2022-02-02",44.650002,44.970001,43.57,44.290001,7955500,44.290001
"2022-02-03",44.119999,44.43,43.330002,43.439999,5512200,43.439999
"2022-02-04",43.150002,43.950001,42.759998,43.66,5073900,43.66
"2022-02-07",44.470001,45.110001,43.93,44.599998,7478500,44.599998
"2022-02-08",45,46.16,44.75,46.07,9563800,46.07
"2022-02-09",46.509998,47.740002,46.400002,47.02,9549800,47.02
"2022-02-10",46.68,47.470001,46.369999,46.529999,7231600,46.529999
"2022-02-11",46.59,47.009998,44.720001,45.529999,8422200,45.529999
"2022-02-14",45.669998,46.369999,44.91,45.380001,6002300,45.380001
"2022-02-15",46.5,47.470001,46.360001,47.299999,6872100,47.299999
"2022-02-16",46.889999,47.639999,46.73,47.419998,5773200,47.419998
"2022-02-17",47,47.189999,46.009998,46.380001,5538300,46.380001
"2022-02-18",46.25,46.93,45.799999,45.98,5037800,45.98
"2022-02-22",45.389999,46.25,45.060001,45.619999,7196600,45.619999
"2022-02-23",46.080002,46.220001,43.959999,44.009998,7070800,44.009998
"2022-02-24",41.52,44.52,41.200001,44.34,10439300,44.34
"2022-02-25",44.82,45.650002,44.610001,45.139999,6627700,45.139999
"2022-02-28",44.349998,44.84,43.299999,43.799999,10361100,43.799999
"2022-03-01",43.400002,43.560001,41.279999,41.950001,11235300,41.950001
"2022-03-02",42.5,43.060001,41.959999,42.32,8702600,42.32
"2022-03-03",43.200001,43.369999,41.41,41.669998,10376000,41.669998
"2022-03-04",40.84,41.169998,40.07,40.68,8594700,40.68
"2022-03-07",40.389999,40.689999,36.75,37.189999,17624500,37.189999
"2022-03-08",37.709999,40.759998,36.849998,39.16,15028100,39.16
"2022-03-09",40.849998,41.400002,40.029999,40.66,12104700,40.66
"2022-03-10",40,41.490002,39.66,41.029999,9483400,41.029999
"2022-03-11",41.799999,41.889999,40.099998,40.240002,8790500,40.240002
"2022-03-14",40.59,41.110001,39.209999,40.099998,7576000,40.099998
"2022-03-15",42,43.360001,41.209999,42.060001,11080800,42.060001
"2022-03-16",42.849998,43.27,41.830002,43.119999,12849000,43.119999
"2022-03-17",42.040001,42.799999,41.790001,42.779999,9449600,42.779999
"2022-03-18",42.639999,43.490002,42.240002,43.240002,7862300,43.240002
"2022-03-21",42.5,43.16,42.259998,42.779999,6251200,42.779999
"2022-03-22",43,43.59,42.630001,43.060001,5393600,43.060001
"2022-03-23",42.720001,43.360001,42.66,42.869999,4301900,42.869999
"2022-03-24",42.970001,44,42.610001,43.919998,4528800,43.919998
"2022-03-25",44.040001,44.720001,43.93,44.380001,4416300,44.380001
"2022-03-28",44.650002,44.93,43.889999,44.419998,4071400,44.419998
"2022-03-29",45.529999,46.189999,45.060001,45.330002,6100100,45.330002
"2022-03-30",44.959999,45.689999,44.77,45.57,4687200,45.57
"2022-03-31",45.689999,46.389999,45.599998,45.799999,5033300,45.799999
"2022-04-01",45.919998,46.259998,45.470001,45.91,6013000,45.91
"2022-04-04",45.849998,46.099998,44.990002,45.93,4092400,45.93
"2022-04-05",46.009998,46.23,44.610001,45.209999,6874500,45.209999
"2022-04-06",44.279999,44.400002,42.610001,43.73,7428900,43.73
"2022-04-07",43.389999,43.450001,41.279999,42.389999,10010200,42.389999
"2022-04-08",42.34,42.43,41.18,41.240002,7704000,41.240002
"2022-04-11",41.130001,42.959999,41.040001,42.619999,5991600,42.619999
"2022-04-12",42.900002,42.959999,42.169998,42.82,5368200,42.82
"2022-04-13",44.439999,46.07,44.119999,46.049999,11063300,46.049999
"2022-04-14",46.439999,47.16,46.27,46.759998,7226100,46.759998
"2022-04-18",46.450001,46.869999,46.040001,46.259998,4808200,46.259998
"2022-04-19",46.619999,47.700001,46.619999,47.349998,6060900,47.349998
"2022-04-20",47.57,48.07,47.16,47.330002,5877500,47.330002
"2022-04-21",48.93,50.099998,48.220001,48.380001,11926000,48.380001
"2022-04-22",48.389999,48.900002,46.810001,46.849998,6508300,46.849998
"2022-04-25",46.310001,46.52,45.259998,46.43,7064300,46.43
"2022-04-26",46.060001,46.349998,44.75,45.02,5280400,45.02
"2022-04-27",45.040001,46.209999,44.540001,45.939999,6407800,45.939999
"2022-04-28",47.549999,47.549999,46.07,46.900002,8729000,46.900002
"2022-04-29",47.139999,48.130001,46.57,46.720001,5954200,46.720001
"2022-05-02",46.400002,47.060001,45.259998,46.529999,6499800,46.529999
"2022-05-03",46.919998,47.48,46.040001,47.25,5384100,47.25
"2022-05-04",46.900002,48.18,46.349998,48.07,4917800,48.07
"2022-05-05",47.259998,48,46.560001,47,4652300,47
"2022-05-06",46.799999,46.799999,45.369999,46.119999,4112500,46.119999
"2022-05-09",45.439999,45.73,43.450001,43.830002,6505500,43.830002
"2022-05-10",44.349998,45.419998,43.68,44.59,6243700,44.59
"2022-05-11",44.419998,45.52,42.919998,43.009998,5743400,43.009998
"2022-05-12",42.41,43.490002,41.43,42.330002,6552900,42.330002
"2022-05-13",43.029999,43.32,42.549999,42.990002,5144500,42.990002
"2022-05-16",42.689999,43.700001,42.599998,43.18,4578200,43.18
"2022-05-17",44.459999,45.16,44.049999,45.110001,4051100,45.110001
"2022-05-18",44.52,45.349998,44.02,44.23,4581200,44.23
"2022-05-19",43.66,44.490002,43.380001,43.57,4295200,43.57
"2022-05-20",44.299999,44.400002,41.650002,42.650002,4517800,42.650002
"2022-05-23",43.200001,43.709999,42.560001,43.380001,3287500,43.380001
"2022-05-24",42.610001,42.790001,41.549999,41.73,3898700,41.73
"2022-05-25",41.720001,42.549999,41.369999,42.450001,3903700,42.450001
"2022-05-26",43.419998,45.439999,43.18,45,5327400,45
"2022-05-27",45.360001,46.119999,45.259998,45.799999,3279900,45.799999
"2022-05-31",44.91,46.279999,44.75,45.860001,5234000,45.860001
"2022-06-01",46.400002,46.459999,43.98,44.150002,4725000,44.150002
"2022-06-02",44.130001,44.59,43.599998,44.57,4494400,44.57
"2022-06-03",43.869999,44.150002,43.060001,43.84,3647500,43.84
"2022-06-06",44.540001,44.84,43.849998,44.419998,3354700,44.419998
"2022-06-07",43.900002,44.91,43.689999,44.880001,2707500,44.880001
"2022-06-08",43.950001,44.639999,43.220001,43.369999,4160200,43.369999
"2022-06-09",43.200001,43.34,42.02,42.040001,4665400,42.040001
"2022-06-10",41.419998,42.09,39.93,40.139999,8413000,40.139999
"2022-06-13",39,39.259998,37.419998,37.619999,7051500,37.619999
"2022-06-14",37.950001,38.220001,36.459999,37.220001,8193900,37.220001
"2022-06-15",37.669998,38.130001,36.709999,37.23,7937600,37.23
"2022-06-16",36.130001,36.299999,34.709999,34.98,8811600,34.98
"2022-06-17",35.130001,35.869999,34.360001,35.630001,8812300,35.630001
"2022-06-21",36,36.34,35.189999,35.32,8449800,35.32
"2022-06-22",35.32,35.98,34.860001,35.689999,6702000,35.689999
"2022-06-23",36.02,36.259998,34.900002,35.939999,6503300,35.939999
"2022-06-24",36.02,37.84,35.919998,37.73,6657700,37.73
"2022-06-27",37.830002,37.860001,36.799999,36.990002,4198200,36.990002
"2022-06-28",37.450001,38.400002,36.549999,36.650002,5945600,36.650002
"2022-06-29",36.369999,36.509998,35.82,36.18,4330200,36.18
