"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"2020-12-16",139.070007,140.490005,137.460007,138.339996,6573400,136.656342
"2020-12-17",139.919998,140.740005,138.75,140.5,8727000,138.790054
"2020-12-18",141.089996,141.139999,137.169998,137.279999,17970800,135.609253
"2020-12-21",144.820007,147.949997,142.509995,144.020004,16111300,142.267212
"2020-12-22",143.050003,143.470001,141.089996,142.449997,6339400,140.716309
"2020-12-23",142.559998,143.600006,141.699997,141.759995,3388300,140.034683
"2020-12-24",141.100006,142.190002,141.100006,141.600006,1821900,139.876663
"2020-12-28",142.539993,142.919998,141.039993,142.429993,4081500,140.696548
"2020-12-29",142.830002,143.059998,140.429993,141.570007,3232400,139.847031
"2020-12-30",142.160004,142.610001,140.660004,141.580002,3052100,139.856903
"2020-12-31",141.699997,141.789993,140.369995,141.470001,2949900,139.74826
"2021-01-04",142.850006,142.970001,138.320007,140.100006,6178500,138.394943
"2021-01-05",138.600006,141.660004,138.600006,141.229996,4163100,139.511169
"2021-01-06",141.25,143.570007,139.529999,142.350006,6072900,140.617569
"2021-01-07",143.199997,145.639999,143,144.949997,5256900,143.185898
"2021-01-08",145.550003,146.820007,144.899994,146.350006,3950500,144.568878
"2021-01-11",146,147.100006,144.800003,147.050003,4252000,145.260345
"2021-01-12",146.5,146.850006,144.380005,145.050003,3678800,143.284698
"2021-01-13",144.830002,145.130005,142.429993,143.039993,3330100,141.299149
"2021-01-14",143.660004,144.899994,140.929993,141.300003,4104000,139.580338
"2021-01-15",140.559998,142.380005,139.880005,140.720001,6412400,139.00737
"2021-01-19",140.990005,141.220001,138.410004,139.270004,6537800,137.575027
"2021-01-20",140.380005,143.210007,140.009995,142.800003,4654400,141.062042
"2021-01-21",142.410004,143.809998,141.130005,141.610001,4011200,139.886566
"2021-01-22",141.089996,141.880005,139.309998,139.350006,4150500,137.654068
"2021-01-25",138.990005,139.179993,134.740005,137.550003,5998700,135.875961
"2021-01-26",137.759995,137.850006,134.710007,135.100006,5312300,133.45578
"2021-01-27",132.220001,132.860001,130.270004,131.020004,7815900,129.425415
"2021-01-28",132.360001,136.369995,131.5,134.720001,6244600,133.080399
"2021-01-29",133.949997,135.029999,132.149994,133.589996,7166100,131.964157
"2021-02-01",135.369995,136.050003,133.300003,135.710007,4366800,134.058365
"2021-02-02",137.059998,139.860001,136.75,139.589996,7132800,137.891113
"2021-02-03",139.699997,140.059998,138.009995,138.630005,4678600,136.942825
"2021-02-04",139.550003,141.050003,138.919998,140.630005,4533700,138.918472
"2021-02-05",141.339996,145.570007,141.289993,145.110001,6151500,143.343979
"2021-02-08",145.149994,145.880005,142.800003,143.410004,6304300,141.664642
"2021-02-09",143.600006,144.220001,141.699997,141.789993,3436300,140.064331
"2021-02-10",142.449997,142.600006,140.899994,142.460007,4125700,140.726212
"2021-02-11",143,144.350006,142.410004,143.539993,3828700,141.793045
"2021-02-12",143.110001,143.449997,141.399994,142.119995,3637000,140.390335
"2021-02-16",143.369995,143.369995,141.029999,141.710007,4873400,139.985336
"2021-02-17",141.300003,144.559998,140.210007,143.990005,6437100,142.237595
"2021-02-18",142.979996,145.389999,141.210007,145.089996,4486800,143.324203
"2021-02-19",145.429993,145.5,141.5,142.020004,7486000,140.29155
"2021-02-22",141.539993,142.460007,136.259995,136.669998,8985900,135.006683
"2021-02-23",136.029999,136.830002,131.580002,136.130005,10364100,134.473236
"2021-02-24",135.059998,135.960007,133.949997,135.649994,6360900,133.999054
"2021-02-25",137.600006,139.179993,134.529999,135.539993,5674300,133.890411
"2021-02-26",135.899994,136.850006,133.360001,134.779999,6650200,133.410355
"2021-03-01",135.639999,139.149994,135.5,137.649994,5717800,136.25119
"2021-03-02",137.559998,138.259995,135.610001,137.020004,5292700,135.627594
"2021-03-03",137.089996,137.410004,134.149994,134.259995,4888400,132.895645
"2021-03-04",134,135.130005,130.179993,132.039993,7181500,130.698196
"2021-03-05",133.539993,133.679993,129.190002,133.350006,5957100,131.994873
"2021-03-08",133.639999,135.630005,132.369995,134.559998,4983000,133.192581
"2021-03-09",135.509995,138,135.449997,135.949997,5977800,134.568466
"2021-03-10",136.5,138.199997,136.100006,137.589996,4519600,136.191803
"2021-03-11",139.179993,142.199997,138.559998,141.190002,5696500,139.755203
"2021-03-12",140,140.910004,138.600006,140.449997,4143200,139.022751
"2021-03-15",140.699997,145,140.669998,144.940002,5413900,143.467102
"2021-03-16",145.880005,146.149994,143.839996,144.649994,5623000,143.180054
"2021-03-17",143.199997,146.149994,143.199997,144.820007,5134400,143.348328
"2021-03-18",144.369995,146.660004,142.550003,143.169998,10188400,141.715088
"2021-03-19",140,142.860001,135.509995,137.490005,24980400,136.092819
"2021-03-22",137.630005,138.809998,136.029999,138.270004,7537300,136.864899
"2021-03-23",138.490005,140.639999,136.550003,137.119995,5582600,135.726563
"2021-03-24",136.449997,137.919998,132.880005,133.160004,8157600,131.806824
"2021-03-25",127.050003,129.389999,125.440002,128.639999,18475800,127.332748
"2021-03-26",131.600006,133.190002,129.770004,132.990005,10010500,131.63855
"2021-03-29",132.940002,133.910004,130.660004,133.490005,7153900,132.133469
"2021-03-30",132.350006,133.350006,131.220001,132.949997,6026600,131.598953
"2021-03-31",133.089996,134.179993,131.919998,132.889999,6878900,131.539566
"2021-04-01",134.690002,134.690002,132.210007,132.529999,5720600,131.183212
"2021-04-05",133.100006,135.679993,133.100006,135.119995,5508900,133.746887
"2021-04-06",135.440002,137.710007,134.929993,137.160004,4670100,135.766174
"2021-04-07",136.990005,138.240005,136.360001,136.539993,6646000,135.152451
"2021-04-08",137.279999,137.309998,133.410004,133.679993,8748400,132.321533
"2021-04-09",133.940002,135.5,133.5,135.449997,6056800,134.073563
"2021-04-12",134.75,136.899994,134.220001,136.639999,5638200,135.251465
"2021-04-13",135.600006,135.990005,133.399994,133.539993,8778200,132.182938
"2021-04-14",133.539993,134.179993,131.820007,132.259995,7354100,130.915939
"2021-04-15",133,134.070007,132.679993,133.669998,6284800,132.31163
"2021-04-16",134.710007,134.770004,133.729996,134.309998,6852500,132.945129
"2021-04-19",134.300003,134.380005,132.149994,132.570007,5613600,131.222809
"2021-04-20",129.169998,129.899994,125.699997,127.110001,13268700,125.818298
"2021-04-21",127.589996,130.330002,127.370003,129.899994,7110900,128.579941
"2021-04-22",129.889999,130.369995,127.980003,129.179993,6442900,127.867256
"2021-04-23",128.929993,130.649994,128.460007,130.190002,7489000,128.867004
"2021-04-26",130.490005,131.699997,129.320007,131.600006,8217800,130.262665
"2021-04-27",132,132.789993,131.410004,132.110001,5833100,130.767487
"2021-04-28",132.259995,132.330002,130.350006,130.710007,8195400,129.381714
"2021-04-29",131.770004,134.119995,131.229996,133.259995,6612500,131.905792
"2021-04-30",132.440002,133.880005,132.050003,132.619995,5643600,131.272308
"2021-05-03",133.369995,134.449997,132.589996,133.029999,5053000,131.678146
"2021-05-04",132.229996,132.589996,130.479996,131.550003,6129500,130.213181
"2021-05-05",132.699997,134.220001,132.080002,132.210007,6234200,130.86647
"2021-05-06",132.600006,133.839996,131.940002,133.490005,5201000,132.133469
"2021-05-07",135,139.360001,134.720001,137.809998,10566700,136.409561
"2021-05-10",138,138.899994,136.300003,136.399994,5669300,135.013885
"2021-05-11",138.380005,138.380005,135.009995,137.119995,8045400,135.726563
"2021-05-12",135.419998,136.820007,133.339996,133.389999,5865100,132.034485
"2021-05-13",133.699997,135.029999,132.490005,133.610001,6284300,132.252243
"2021-05-14",134.339996,136.679993,134.050003,135.929993,4367900,134.548676
"2021-05-17",136.330002,137.070007,135.5,136.410004,3934200,135.023804
"2021-05-18",136.440002,137.470001,135.449997,135.559998,5664700,134.182434
"2021-05-19",133.479996,133.970001,131.960007,132.960007,5582300,131.608841
"2021-05-20",133.779999,134.210007,132.190002,133.270004,4934800,131.915695
"2021-05-21",133.830002,134.169998,132.410004,132.660004,5329700,131.311905
"2021-05-24",133.100006,134.350006,132.809998,134.059998,4313200,132.697678
"2021-05-25",134.940002,135.169998,133.850006,134.320007,4885800,132.955048
"2021-05-26",135.199997,137.919998,135,136.889999,6781500,135.498917
"2021-05-27",137.550003,138.309998,136.460007,136.559998,12882300,135.172272
"2021-05-28",136.240005,137.350006,136.089996,136.460007,4153500,135.345856
"2021-06-01",137.850006,138.050003,134.210007,134.509995,5577900,133.411743
"2021-06-02",134.589996,135.490005,133.529999,134.169998,5226100,133.074524
"2021-06-03",133.199997,134.690002,132.509995,134.169998,5027400,133.074524
"2021-06-04",134.5,134.940002,132.279999,133.740005,5217100,132.648041
"2021-06-07",134,135.199997,133.449997,133.949997,3765000,132.856323
"2021-06-08",134.690002,134.720001,132.410004,133.350006,4915200,132.26123
"2021-06-09",133.619995,134.899994,131.449997,131.839996,6448100,130.763535
"2021-06-10",131.5,132.570007,130.190002,130.979996,6584100,129.910568
"2021-06-11",131.5,131.990005,130.529999,131.940002,5414500,130.862747
"2021-06-14",131.699997,132.050003,130.130005,131.360001,5743600,130.287476
"2021-06-15",131.539993,131.75,129.830002,130.289993,5168100,129.226212
"2021-06-16",130.300003,131.169998,129.600006,130.399994,7915500,129.335312
"2021-06-17",129.240005,129.880005,127.860001,128.919998,8568100,127.867393
"2021-06-18",126.68,129.029999,126.68,128.410004,9784800,127.361565
"2021-06-21",129.240005,130.759995,128.699997,130.080002,6288500,129.017929
"2021-06-22",130.830002,132.690002,130.130005,132.479996,6043800,131.398331
"2021-06-23",132.809998,133.699997,132.210007,133.100006,4566000,132.01326
"2021-06-24",133.899994,134.820007,132.899994,133.600006,11420500,132.509186
"2021-06-25",152.410004,154.589996,150.479996,154.350006,46285400,153.089767
"2021-06-28",153.919998,154.050003,151.509995,152.360001,13133300,151.116013
"2021-06-29",153.259995,156.399994,152.910004,155.949997,10279900,154.676712
"2021-06-30",154.789993,155.339996,153.520004,154.490005,10281800,153.228622
"2021-07-01",154.070007,158.210007,153.889999,158,9011500,156.709961
"2021-07-02",158.210007,159.970001,157.639999,159.740005,6396700,158.43576
"2021-07-06",159.919998,160.440002,157.860001,160.110001,6671000,158.802734
"2021-07-07",160.160004,161.5,158.279999,160.160004,5408300,158.852341
"2021-07-08",158.169998,160.820007,157.350006,160.630005,6081600,159.318497
"2021-07-09",161.690002,161.960007,160.509995,161,5002300,159.685471
"2021-07-12",161.639999,162.429993,160.710007,161.820007,4992200,160.498764
"2021-07-13",161.350006,162.309998,161.009995,161.589996,5747700,160.270645
"2021-07-14",161.869995,162.729996,161.339996,161.539993,4928000,160.221069
"2021-07-15",160.860001,162.199997,160.389999,161.690002,6432500,160.369843
"2021-07-16",161.619995,161.699997,159.639999,159.850006,6603700,158.544861
"2021-07-19",158.149994,158.820007,156.600006,157.869995,7377100,156.581009
"2021-07-20",157.259995,160.429993,156.580002,159.740005,4629200,158.43576
"2021-07-21",160.5,161.429993,160.009995,161.080002,5393100,159.764801
"2021-07-22",161.110001,163.75,160.929993,163.679993,4851500,162.343597
"2021-07-23",164.350006,166.449997,163.729996,166.360001,4217700,165.001709
"2021-07-26",165.710007,166.529999,163.820007,165.089996,3858800,163.742065
"2021-07-27",164.820007,165.610001,162.580002,164.570007,4359000,163.226349
"2021-07-28",164.490005,165.899994,164.080002,165.460007,4093600,164.109055
"2021-07-29",165.899994,167.029999,165.389999,166.990005,3605600,165.626556
"2021-07-30",166.589996,167.869995,166.350006,167.509995,5364400,166.142303
"2021-08-02",169.059998,169.979996,168.029999,168.75,5532500,167.372192
"2021-08-03",169.220001,171.5,168.490005,171.229996,5718100,169.831955
"2021-08-04",171.360001,172.339996,170.960007,171.910004,4646200,170.506393
"2021-08-05",171.410004,174,171.179993,173.850006,3824000,172.430557
"2021-08-06",174.360001,174.380005,172.699997,172.800003,4088700,171.38913
"2021-08-09",172.5,173.059998,171.619995,171.770004,3612800,170.367538
"2021-08-10",171.559998,173.960007,171.429993,172.270004,3747100,170.863464
"2021-08-11",172,173.220001,170.940002,171.270004,4078300,169.871613
"2021-08-12",170.889999,171.320007,169.479996,170.639999,3997100,169.246765
"2021-08-13",170.449997,171.720001,168.779999,171.690002,2966200,170.288193
"2021-08-16",170.699997,172.399994,169.660004,172.360001,3530200,170.952728
"2021-08-17",171.539993,171.699997,169.380005,170.660004,3602900,169.266602
"2021-08-18",169.75,171.800003,168.660004,168.809998,5487400,167.431702
"2021-08-19",166.960007,167.539993,164.369995,165.589996,7336300,164.237976
"2021-08-20",166.270004,168.009995,165.419998,167.789993,4039100,166.420013
"2021-08-23",169.449997,170.899994,169.179993,169.720001,3796500,168.334274
"2021-08-24",169.600006,170.869995,168.889999,169.979996,3133100,168.592148
"2021-08-25",170,170.690002,169.529999,169.839996,3003800,168.453308
"2021-08-26",169.380005,169.520004,166.270004,166.919998,4069600,165.557129
"2021-08-27",167.270004,168.070007,166.279999,167.580002,3012400,166.486023
"2021-08-30",167.889999,168.410004,166.570007,168.029999,3537100,166.933075
"2021-08-31",167.550003,167.679993,164.199997,164.740005,7545600,163.664566
"2021-09-01",164.919998,166.619995,164.080002,164.559998,4706500,163.485733
"2021-09-02",165.240005,165.429993,162.789993,163.669998,4632100,162.601547
"2021-09-03",163.199997,164.169998,162.220001,163.289993,4254500,162.22403
"2021-09-07",163.699997,163.860001,161.910004,162.639999,5648800,161.578278
"2021-09-08",162,162.089996,159.75,160.710007,6591700,159.660889
"2021-09-09",165.259995,166.149994,163.199997,163.339996,8414800,162.273697
"2021-09-10",164.25,165.660004,163.440002,163.589996,4252100,162.522079
"2021-09-13",161.559998,162.919998,158.330002,159.520004,8814500,158.478653
"2021-09-14",159.169998,159.389999,157.070007,158.759995,5323900,157.723602
"2021-09-15",157.5,158.320007,155.669998,157.910004,6827100,156.879166
"2021-09-16",157.589996,159.009995,157.199997,157.600006,5085900,156.571198
"2021-09-17",157.960007,161,156.070007,156.419998,7944800,155.39888
"2021-09-20",153.729996,155.270004,152.320007,154.25,7041200,153.243042
"2021-09-21",155.089996,156.130005,153.580002,155.020004,5857900,154.008026
"2021-09-22",156.789993,158,155.600006,157.440002,6844800,156.412231
"2021-09-23",158.710007,160.289993,158.270004,159.580002,11981500,158.538254
"2021-09-24",151.039993,151.850006,148,149.589996,26913300,148.613464
"2021-09-27",149.509995,149.910004,147.289993,148.039993,11479300,147.073578
"2021-09-28",147.339996,147.529999,145,145.300003,10692300,144.351471
"2021-09-29",145.710007,147.940002,145.690002,146.020004,7794900,145.066772
"2021-09-30",145.880005,147.479996,144.419998,145.229996,10133600,144.281921
"2021-10-01",145.220001,148,144.369995,147.059998,8112300,146.099976
"2021-10-04",147.059998,147.619995,145.759995,147.139999,7951000,146.179474
"2021-10-05",148,151,147.820007,149.460007,10881900,148.484314
"2021-10-06",148,149.460007,147.509995,148.800003,7610700,147.828613
"2021-10-07",150.300003,153.660004,150.259995,151.850006,7958000,150.858704
"2021-10-08",152.220001,152.869995,150.669998,152.479996,6333700,151.484604
"2021-10-11",151.990005,153.589996,150.059998,150.279999,5551200,149.29895
"2021-10-12",152.419998,153.600006,151.300003,153.350006,7408600,152.348923
"2021-10-13",154.320007,156.669998,153.160004,156.300003,8456300,155.279663
"2021-10-14",158.179993,158.460007,156.25,157.139999,6024500,156.114166
"2021-10-15",157.800003,158.330002,156.559998,158.009995,5532100,156.9785
"2021-10-18",157.309998,159.470001,155.949997,159.429993,5765300,158.389206
"2021-10-19",159.679993,159.929993,156.800003,157.820007,6198200,156.789749
"2021-10-20",158.5,158.800003,157.320007,158.449997,4487000,157.415619
"2021-10-21",158.449997,162.339996,158.279999,162.179993,6121700,161.121277
"2021-10-22",162.279999,164.619995,162.279999,163.479996,5323000,162.412781
"2021-10-25",163.229996,164.729996,162.660004,164.220001,3878200,163.147949
"2021-10-26",164.820007,165.449997,163.119995,163.789993,4711200,162.720749
"2021-10-27",163.649994,164.059998,161.660004,162.350006,4163900,161.290176
"2021-10-28",163.009995,164.600006,162.809998,164.460007,3762000,163.386414
"2021-10-29",163.059998,167.630005,163,167.289993,6740600,166.197906
"2021-11-01",167.800003,168.800003,165.889999,166.330002,3610800,165.244186
"2021-11-02",166.759995,168.160004,166.110001,167.830002,5038000,166.73439
"2021-11-03",169,172.869995,168.649994,172.5,7176700,171.373901
"2021-11-04",172.210007,175.630005,172,175.440002,5460100,174.294708
"2021-11-05",175.729996,179.100006,175.5,177.509995,5892200,176.351196
"2021-11-08",176.350006,176.539993,170.360001,171.850006,8301100,170.728165
"2021-11-09",171.25,173.929993,170.949997,173.820007,4343000,172.685303
"2021-11-10",171.229996,172.169998,167.550003,168.259995,8185200,167.161575
"2021-11-11",169.600006,169.600006,166.630005,166.970001,4994900,165.880005
"2021-11-12",167.5,169.679993,167.399994,169.089996,5126300,167.986176
"2021-11-15",169.699997,170.360001,168.520004,168.850006,3856700,167.747742
"2021-11-16",169.25,174,169.25,171.830002,4401000,170.708282
"2021-11-17",171.600006,172.740005,170.25,171.740005,3940200,170.618866
"2021-11-18",172.330002,173.460007,170.360001,171.350006,4044200,170.23143
"2021-11-19",172.149994,177.199997,170.529999,174.880005,6145600,173.738373
"2021-11-22",174.979996,177.75,174.229996,174.240005,5906400,173.102554
"2021-11-23",173.050003,173.429993,170.410004,172.149994,5302100,171.026184
"2021-11-24",168.490005,172.429993,167.669998,172.029999,4637600,170.906982
"2021-11-26",168.059998,169.679993,167.539993,168.020004,4751100,166.923157
"2021-11-29",169.830002,171.149994,169.229996,169.869995,5448700,168.761078
"2021-11-30",168.789993,171.550003,167.529999,169.240005,11033700,168.135178
"2021-12-01",170.889999,173.369995,166.679993,166.699997,6618200,165.611771
"2021-12-02",167.279999,170.550003,167,170,4398900,168.890228
"2021-12-03",170.619995,172.070007,166.759995,170.240005,4878500,169.432632
"2021-12-06",170.830002,171.210007,168.059998,168.910004,5636900,168.108948
"2021-12-07",171.110001,173.350006,170.399994,171.289993,5898700,170.477646
"2021-12-08",171.220001,171.789993,169.839996,170.25,5614400,169.442596
"2021-12-09",169.289993,171.169998,167.990005,168.100006,5171600,167.302795
"2021-12-10",168.5,170.240005,167.330002,169.059998,4791100,168.25824
"2021-12-13",168.809998,169.389999,165.259995,166.839996,5972300,166.048752
"2021-12-14",166.289993,167.080002,164.210007,165.399994,4872200,164.615585
"2021-12-15",165,165.669998,161.820007,163.899994,7144600,163.122696
"2021-12-16",162.699997,165.940002,162.529999,162.720001,7138100,161.948303
"2021-12-17",161.630005,162.860001,160.550003,161.360001,7705100,160.594757
"2021-12-20",159.339996,159.600006,155.470001,156.979996,8411900,156.235519
"2021-12-21",166.690002,171.190002,164.710007,166.630005,13862900,165.839767
"2021-12-22",167.240005,169,164.089996,165.440002,5811300,164.655411
"2021-12-23",166.25,167.160004,165.440002,165.669998,3876900,164.884323
"2021-12-27",166.520004,167.690002,165.479996,167.580002,3769300,166.785248
"2021-12-28",167.800003,168.25,166.300003,166.419998,2658600,165.630753
"2021-12-29",167.070007,169.800003,166.600006,168.779999,3830900,167.979568
"2021-12-30",168.309998,170.119995,167.199997,167.490005,2666800,166.695694
"2021-12-31",167.559998,167.720001,166.210007,166.669998,2752000,165.879578
"2022-01-03",167.529999,167.910004,163.309998,164.669998,5670500,163.889053
"2022-01-04",165.880005,167.179993,165,166.389999,6064200,165.600891
"2022-01-05",166.490005,167.009995,162.100006,162.25,5021000,161.480545
