"","LW.Open","LW.High","LW.Low","LW.Close","LW.Volume","LW.Adjusted"
"2020-11-12",73.099998,73.099998,70.790001,71.410004,735800,69.91156
"2020-11-13",72,72.550003,71.07,71.93,585600,70.420647
"2020-11-16",74.260002,74.620003,72.199997,74.230003,1098700,72.672379
"2020-11-17",73.440002,74.769997,73.07,74.5,740500,72.936707
"2020-11-18",74.620003,75.484001,73.230003,73.239998,1073800,71.703148
"2020-11-19",72.489998,72.620003,70.459999,71.599998,1020700,70.097565
"2020-11-20",71.209999,71.385002,69.309998,69.620003,1215000,68.159103
"2020-11-23",70.040001,70.419998,69.349998,70.07,1339900,68.59967
"2020-11-24",71.529999,73.379997,71.010002,71.980003,1566100,70.469597
"2020-11-25",71.959999,74.125,71.110001,73.260002,1041000,71.722725
"2020-11-27",73.019997,73.629997,72.315002,73.190002,661200,71.654198
"2020-11-30",73,73,71.754997,72.379997,3592800,70.861198
"2020-12-01",73.290001,73.779999,71.580002,72.75,1064400,71.223427
"2020-12-02",71.769997,73.120003,71.75,72.629997,815900,71.105942
"2020-12-03",73,76.220001,72.639999,75.660004,839000,74.07238
"2020-12-04",75.419998,76.389999,75.029999,76.379997,1332800,74.777252
"2020-12-07",78.5,79.699997,76.279999,76.599998,853100,74.992645
"2020-12-08",75.790001,77.949997,75.690002,77.5,566000,75.873764
"2020-12-09",77.800003,78.512001,76.75,77.400002,602800,75.775864
"2020-12-10",76.580002,77.480003,75.629997,76.389999,963900,74.787048
"2020-12-11",75.93,77.610001,75.610001,77.279999,668100,75.658371
"2020-12-14",77.830002,78.779999,76.419998,76.540001,1008000,74.933907
"2020-12-15",76.980003,77.315002,75.870003,76.870003,580700,75.256989
"2020-12-16",76.699997,77,75.519997,76.089996,514400,74.49334
"2020-12-17",76.589996,78.669998,76.349998,78.639999,785900,76.98983
"2020-12-18",78.879997,80,78.080002,78.660004,1325900,77.009422
"2020-12-21",77.010002,77.629997,75.625,77.470001,719900,75.844391
"2020-12-22",77.980003,78.470001,77.059998,77.339996,640300,75.71711
"2020-12-23",77.599998,79.349998,77.379997,78.599998,615100,76.950676
"2020-12-24",78.440002,78.440002,76.75,77.650002,294900,76.020615
"2020-12-28",78.349998,78.5,77.199997,77.440002,371700,75.815025
"2020-12-29",77.650002,77.737,76.599998,76.839996,527800,75.2276
"2020-12-30",76.769997,77.620003,76.599998,77.360001,421100,75.736694
"2020-12-31",77.589996,79.220001,76.940002,78.739998,382600,77.08773
"2021-01-04",78.379997,78.849998,74.489998,75.669998,1162900,74.082161
"2021-01-05",75.830002,76.084999,74.720001,75.389999,1018800,73.808044
"2021-01-06",76.290001,78,75.75,76.629997,1244400,75.022011
"2021-01-07",77.120003,79.779999,74.220001,75.699997,1418300,74.111534
"2021-01-08",75.300003,77.150002,73.610001,76.830002,963700,75.217819
"2021-01-11",76.099998,76.75,75.050003,76.010002,923700,74.415031
"2021-01-12",75.629997,76.239998,74.360001,75.080002,1260300,73.504539
"2021-01-13",74.809998,77.580002,74.269997,76.690002,855700,75.080757
"2021-01-14",77.169998,79.449997,76.870003,78.139999,953400,76.500328
"2021-01-15",77.730003,79.089996,76.93,78.5,937100,76.852768
"2021-01-19",79.220001,79.379997,77.010002,77.089996,889000,75.472359
"2021-01-20",76.949997,77.970001,76.449997,77.370003,656200,75.746475
"2021-01-21",77.330002,77.440002,76.135002,77.07,540400,75.452782
"2021-01-22",77.080002,78.589996,76.68,78.150002,844300,76.510117
"2021-01-25",77.550003,78.529999,76.139999,78.029999,887600,76.392639
"2021-01-26",78.610001,78.779999,76.779999,76.93,1148100,75.315727
"2021-01-27",75.639999,75.995003,72.614998,73.379997,1392300,71.840218
"2021-01-28",74.339996,77.410004,73.875,76.910004,909900,75.296135
"2021-01-29",76.290001,76.330002,73.32,74.699997,881700,73.132507
"2021-02-01",75.160004,75.870003,74.085999,75.599998,725100,74.013618
"2021-02-02",76.5,78.269997,76.110001,77.839996,488200,76.206619
"2021-02-03",77.169998,79.480003,77.169998,78.540001,531000,76.891945
"2021-02-04",78.790001,79.790001,78.260002,79.220001,420900,77.790428
"2021-02-05",80,81.169998,79.080002,79.5,338700,78.065369
"2021-02-08",79.529999,80.160004,78.339996,79.709999,529900,78.271576
"2021-02-09",79.800003,79.800003,78.519997,78.769997,634800,77.348541
"2021-02-10",79.489998,79.620003,76.739998,77.080002,590900,75.689034
"2021-02-11",76.669998,77.300003,76.239998,77.260002,437900,75.865799
"2021-02-12",76.870003,77.269997,76.449997,77.160004,473000,75.767601
"2021-02-16",77.639999,77.870003,76.480003,76.720001,405300,75.335533
"2021-02-17",76.599998,77.769997,75.239998,77.089996,494100,75.69886
"2021-02-18",76.43,78.010002,76.110001,77.589996,409000,76.189842
"2021-02-19",77.849998,78.82,77.745003,78.089996,549900,76.680817
"2021-02-22",77.879997,81.330002,77.519997,80.75,848600,79.292816
"2021-02-23",81.290001,83.25,80.761002,83.07,949900,81.570953
"2021-02-24",82.849998,85.129997,82.389999,83.589996,660500,82.081558
"2021-02-25",83.550003,84.339996,80.129997,80.349998,641300,78.900032
"2021-02-26",80.860001,81.389999,79.099998,79.769997,751700,78.330505
"2021-03-01",80.949997,82.610001,80.949997,81.269997,732400,79.803421
"2021-03-02",81.25,81.900002,78.870003,81.339996,782000,79.872169
"2021-03-03",81.169998,83.684998,81.059998,83.129997,1157600,81.629868
"2021-03-04",83.129997,84.43,81.300003,82.760002,1265400,81.266548
"2021-03-05",83.699997,86.019997,83.160004,85.800003,845100,84.251686
"2021-03-08",86.330002,86.410004,84.080002,84.300003,868700,82.778755
"2021-03-09",84.010002,84.160004,81.559998,81.599998,1616300,80.127472
"2021-03-10",81.709999,81.934998,79.440002,80.690002,5457700,79.233902
"2021-03-11",80.559998,83.190002,80,80.540001,1435400,79.086594
"2021-03-12",81.050003,81.059998,80.099998,80.720001,1051800,79.263367
"2021-03-15",80.540001,83.529999,80.449997,82.75,884100,81.256721
"2021-03-16",82.43,82.915001,80.089996,80.300003,604000,78.850937
"2021-03-17",80.010002,80.82,79.300003,80.760002,647300,79.302635
"2021-03-18",80.309998,81.059998,79.620003,79.919998,571900,78.477783
"2021-03-19",79.650002,81.399002,79.474998,80.239998,927300,78.792015
"2021-03-22",79.970001,80.029999,78.5,79.25,685200,77.819878
"2021-03-23",78.709999,79.459999,77.25,78,846900,76.59243
"2021-03-24",78.110001,80.989998,77.690002,77.989998,680300,76.582619
"2021-03-25",77.910004,80.059998,77.129997,79.800003,937700,78.359962
"2021-03-26",80.400002,81.269997,79.5,80.639999,934500,79.184799
"2021-03-29",79.650002,80.449997,79.050003,79.190002,794800,77.760971
"2021-03-30",79.190002,80.25,78.639999,78.919998,950500,77.495834
"2021-03-31",78.550003,79.260002,77.410004,77.480003,1886400,76.081833
"2021-04-01",77.25,78.349998,76.480003,78.080002,2842700,76.670998
"2021-04-05",81.32,81.800003,79.620003,80.599998,1439500,79.145515
"2021-04-06",79.970001,82.379997,79.620003,80.919998,1316200,79.45974
"2021-04-07",79.129997,80.410004,77.68,77.989998,2575200,76.582619
"2021-04-08",75.849998,78.209999,75.290001,77.620003,2490400,76.219307
"2021-04-09",77.510002,77.800003,76.310997,77.410004,904600,76.013084
"2021-04-12",77.470001,79.529999,77.239998,78.690002,1047200,77.269989
"2021-04-13",78.220001,78.68,77.290001,77.699997,790100,76.297852
"2021-04-14",77.629997,78.790001,77.289001,77.519997,826400,76.121094
"2021-04-15",78.089996,78.919998,77.945,78.730003,1053900,77.309265
"2021-04-16",79.18,80.75,79.18,80.610001,1213100,79.15535
"2021-04-19",80.739998,81.040001,79.269997,79.730003,705900,78.291222
"2021-04-20",79.199997,79.860001,78.379997,79.160004,562400,77.731514
"2021-04-21",79.459999,80.970001,79.339996,80.870003,605100,79.410645
"2021-04-22",80.940002,81.230003,80.010002,80.120003,429000,78.674187
"2021-04-23",80.489998,81.650002,80.241997,81.339996,406800,79.872169
"2021-04-26",81.75,82.190002,80.889999,81.610001,647600,80.137299
"2021-04-27",81.419998,81.839996,80.360001,80.459999,812400,79.008034
"2021-04-28",80.620003,81.150002,79.470001,79.68,822000,78.242119
"2021-04-29",80,81.160004,79.470001,80.589996,991600,79.135704
"2021-04-30",80.489998,81.620003,80.389999,80.5,845100,79.047325
"2021-05-03",80.669998,82.120003,80.669998,81.290001,841200,79.823067
"2021-05-04",81.389999,81.529999,77.93,78.860001,1558700,77.436913
"2021-05-05",79.120003,79.239998,78.010002,78.639999,727500,77.220886
"2021-05-06",78.639999,79.029999,77.589996,78.050003,693900,76.871246
"2021-05-07",77.760002,79.07,77.690002,78.970001,655200,77.777351
"2021-05-10",79.449997,79.875,78.830002,78.900002,481900,77.708412
"2021-05-11",78.5,78.599998,77.75,78.139999,684500,76.959892
"2021-05-12",77.980003,78.364998,76.519997,76.75,643500,75.590881
"2021-05-13",76.629997,78.800003,76.629997,78.400002,832900,77.215958
"2021-05-14",78.910004,79.459999,78.339996,78.790001,632200,77.600067
"2021-05-17",77.839996,78.660004,76.830002,77.68,696000,76.506844
"2021-05-18",77.870003,78.5,77.410004,77.480003,733700,76.309868
"2021-05-19",76.989998,77.239998,75.82,77.139999,658600,75.974991
"2021-05-20",77.330002,78.480003,76.769997,77.559998,1006300,76.388649
"2021-05-21",79.440002,81.120003,79.099998,80.239998,995400,79.028175
"2021-05-24",80.410004,81.360001,80.169998,80.43,750700,79.215302
"2021-05-25",80.360001,80.57,79.160004,80.25,693700,79.038017
"2021-05-26",80.540001,80.970001,80.279999,80.68,531600,79.461525
"2021-05-27",80.93,81.5,80,80.25,1087200,79.038017
"2021-05-28",80.57,82.760002,80.57,82.489998,947600,81.244186
"2021-06-01",83.230003,84.099998,83.019997,83.959999,1194800,82.691994
"2021-06-02",83.949997,84.629997,83.32,84.139999,780500,82.86927
"2021-06-03",83.559998,83.879997,82.959999,83.599998,632900,82.337425
"2021-06-04",83.970001,84.169998,83.449997,84,421500,82.731384
"2021-06-07",84.209999,84.389999,83.220001,83.800003,863400,82.534416
"2021-06-08",85.610001,85.720001,83.599998,83.599998,1027000,82.337425
"2021-06-09",83.519997,83.809998,82.470001,82.5,676000,81.254036
"2021-06-10",82.879997,82.879997,81.919998,82.07,1051100,80.830536
"2021-06-11",82.480003,83.730003,81.599998,83.709999,974600,82.445763
"2021-06-14",83.519997,83.669998,82.919998,83.43,714100,82.169998
"2021-06-15",83.970001,83.970001,82.57,82.599998,471700,81.352531
"2021-06-16",82.519997,82.75,81.040001,81.379997,530500,80.150955
"2021-06-17",81.339996,81.415001,79.360001,79.529999,916300,78.328888
"2021-06-18",78.510002,78.870003,77.860001,77.949997,1657400,76.772751
"2021-06-21",78.57,79.769997,78.25,79.660004,1708600,78.45694
"2021-06-22",79.800003,79.93,78.790001,79.809998,893000,78.604668
"2021-06-23",79.769997,79.959999,78.940002,78.940002,464000,77.74781
"2021-06-24",79.139999,80.129997,78.419998,80.029999,704000,78.82135
"2021-06-25",80.029999,80.919998,79.849998,80.68,1055800,79.461525
"2021-06-28",80.669998,80.669998,79.360001,79.879997,693600,78.673607
"2021-06-29",80.300003,80.330002,79.160004,79.279999,419600,78.082672
"2021-06-30",79.160004,80.699997,78.949997,80.660004,884400,79.441833
"2021-07-01",80.809998,81.419998,80.389999,80.779999,529200,79.560013
"2021-07-02",80.949997,81.099998,80.110001,80.269997,575900,79.057724
"2021-07-06",80.169998,80.209999,79.419998,79.790001,513600,78.584969
"2021-07-07",79.540001,80.665001,79.309998,79.93,486000,78.722855
"2021-07-08",79.169998,80.029999,78.68,79.599998,595100,78.397842
"2021-07-09",80.43,80.949997,79.989998,80.82,463100,79.599419
"2021-07-12",79.870003,80.18,79.120003,79.699997,414200,78.496323
"2021-07-13",79.519997,79.650002,77.830002,77.959999,583800,76.782608
"2021-07-14",77.980003,78.220001,77.339996,78,519200,76.822006
"2021-07-15",77.489998,78.709999,77.150002,78.650002,608400,77.462189
"2021-07-16",79.089996,79.57,77.589996,77.650002,452500,76.477295
"2021-07-19",75.830002,76.337997,73.400002,74.099998,1832800,72.980904
"2021-07-20",74.089996,76.339996,74.089996,75.980003,1778500,74.832512
"2021-07-21",77.050003,77.519997,75.519997,75.699997,780400,74.55674
"2021-07-22",75.550003,75.550003,73.739998,74.580002,1343600,73.453651
"2021-07-23",75.620003,76.75,75.129997,75.5,955300,74.359764
"2021-07-26",74.900002,76.480003,74.900002,76.080002,1283000,74.931007
"2021-07-27",70.110001,72,65.525002,65.790001,4351000,64.79641
"2021-07-28",65,67.559998,64.809998,66.82,2962000,65.810844
"2021-07-29",67.389999,69.720001,67.089996,67.25,2976900,66.23436
"2021-07-30",66.68,67.457001,66.221001,66.769997,921800,65.761589
"2021-08-02",67.449997,68.038002,66.720001,67.349998,1952100,66.332848
"2021-08-03",67.639999,67.639999,65.889999,66.660004,1303800,65.653267
"2021-08-04",65.949997,66.379997,64.82,65.389999,1640700,64.402451
"2021-08-05",65.449997,65.639999,63.974998,64.18,1368000,63.438705
"2021-08-06",64.629997,65.440002,64.440002,65.080002,1137500,64.328316
"2021-08-09",64.93,64.93,64.040001,64.400002,1234300,63.656166
"2021-08-10",64.360001,65.980003,64.150002,65.5,993500,64.743462
"2021-08-11",65.480003,66.32,65.255997,66.099998,1025100,65.336525
"2021-08-12",66.25,66.279999,65.239998,65.610001,836000,64.852188
"2021-08-13",65.870003,67.080002,65.769997,66.489998,717000,65.722023
"2021-08-16",66.139999,66.480003,65.620003,66.449997,778100,65.68248
"2021-08-17",66.019997,66.449997,65.504997,66.040001,812100,65.277222
"2021-08-18",65.970001,67.044998,65.745003,66.150002,1395800,65.385956
"2021-08-19",65.720001,66.43,65.425003,65.730003,2171100,64.97081
"2021-08-20",65.599998,66.150002,64.900002,65.080002,1261300,64.328316
"2021-08-23",65.410004,66.279999,65.160004,66.129997,1471000,65.36618
"2021-08-24",66.57,66.849998,66.190002,66.629997,1027200,65.860405
"2021-08-25",66.879997,67.269997,66.059998,66.089996,724800,65.326637
"2021-08-26",65.790001,66.32,64.279999,64.510002,695600,63.764893
"2021-08-27",64.650002,65.82,64.559998,65.559998,953700,64.802765
"2021-08-30",65.57,65.801003,64.279999,64.349998,924600,63.606739
"2021-08-31",64.610001,65.510002,64.389999,65.150002,1081500,64.397507
"2021-09-01",65.419998,65.629997,64.800003,65.580002,989800,64.82254
"2021-09-02",65.669998,65.800003,64.209999,64.5,762700,63.755009
"2021-09-03",64.339996,64.449997,63.540001,63.580002,602000,62.845642
"2021-09-07",63.23,63.330002,61.849998,62.16,1439900,61.442039
"2021-09-08",62.110001,62.330002,61.700001,61.970001,647000,61.254234
"2021-09-09",61.549999,62.029999,61,61.25,1082600,60.542549
"2021-09-10",61.330002,61.799999,60.34,60.490002,1027900,59.791328
"2021-09-13",60.889999,62.169998,60.560001,61.459999,1037000,60.750122
"2021-09-14",61.59,61.59,60.360001,60.880001,685700,60.176826
"2021-09-15",60.849998,61.369999,60.639999,61.029999,871700,60.325089
"2021-09-16",61.099998,62.240002,61.099998,61.869999,842400,61.155384
"2021-09-17",61.810001,62.119999,61.32,61.57,1748700,60.858852
"2021-09-20",60.560001,61.619999,60.419998,61.52,857200,60.809433
"2021-09-21",61.68,61.919998,60.860001,61.259998,783600,60.552429
"2021-09-22",61.77,62.080002,60.950001,61.02,1236500,60.315205
"2021-09-23",61.459999,61.740002,59.77,60.369999,1907100,59.67271
"2021-09-24",60.18,61.080002,60.110001,60.790001,1495000,60.087864
"2021-09-27",61.240002,62.34,60.91,61.529999,1012000,60.819313
"2021-09-28",61.529999,61.994999,61.005001,61.290001,1357700,60.582085
"2021-09-29",61.310001,62.459999,60.950001,61.610001,693200,60.898396
"2021-09-30",61.59,62.189999,61.200001,61.369999,1359400,60.66116
"2021-10-01",61.830002,63.049999,61.610001,62.799999,894900,62.074646
"2021-10-04",62.93,63.650002,62.470001,62.93,995200,62.203144
"2021-10-05",62.970001,63.459999,62.209999,62.450001,1220200,61.728687
"2021-10-06",61.860001,62.389999,60.5,62.34,2301700,61.619957
"2021-10-07",55.200001,61.02,54.18,58.200001,6425800,57.527775
"2021-10-08",57.529999,57.77,56.139999,56.389999,3133500,55.738682
"2021-10-11",56.119999,56.93,55.049999,55.200001,1987200,54.562428
"2021-10-12",55,55.639999,54.48,55.09,1800500,54.453697
"2021-10-13",55.799999,56.799999,55.514999,55.98,1812400,55.333416
"2021-10-14",56.279999,58,55.939999,57.959999,1960900,57.29055
"2021-10-15",58.23,58.389999,56.139999,56.240002,2070400,55.590416
"2021-10-18",55.939999,56.547001,55.459999,55.5,1065200,54.858967
"2021-10-19",55.650002,56.115002,55.279999,55.950001,958800,55.303764
"2021-10-20",55.91,57.490002,55.91,57.48,1238700,56.816093
"2021-10-21",57.48,57.723999,56.950001,57.240002,1006700,56.578865
"2021-10-22",57.540001,59.330002,57.259998,59.09,1762900,58.407497
"2021-10-25",59.009998,59.560001,57.880001,58.400002,1558600,57.725468
"2021-10-26",58.549999,59.029999,57.994999,58.34,973100,57.666157
"2021-10-27",58.5,58.564999,57.169998,57.450001,926800,56.786438
"2021-10-28",57.599998,58.110001,57.209999,57.490002,988300,56.825977
"2021-10-29",57.099998,57.459999,56.299999,56.450001,1017800,55.797989
"2021-11-01",56.540001,57.970001,56.540001,57.560001,818800,56.895172
"2021-11-02",57.709999,57.939999,55.939999,56.720001,1237000,56.064873
"2021-11-03",56.959999,58.5,56.66,57.799999,1326800,57.132397
"2021-11-04",57.490002,57.779999,56.049999,56.150002,1793200,55.728031
"2021-11-05",56.919998,57.849998,56.779999,57.66,1548200,57.226685
"2021-11-08",57.889999,58.220001,56.900002,58.130001,2334300,57.693153
"2021-11-09",58.299999,58.93,57.889999,58.779999,1436100,58.338264
"2021-11-10",59.130001,59.59,57.689999,58.580002,1980000,58.139774
"2021-11-11",58.200001,59.150002,57.790001,57.830002,1685600,57.395409
"2021-11-12",57.25,57.383999,55.110001,56.509998,3069900,56.085327
"2021-11-15",56.939999,59.029999,56.549999,58.189999,2479900,57.752697
"2021-11-16",58.060001,58.82,57.369999,57.720001,1669500,57.286236
"2021-11-17",57.849998,59.450001,57.41,58.700001,1878900,58.258869
"2021-11-18",58.27,58.610001,55.919998,56.900002,2328100,56.472397
"2021-11-19",56.919998,57.57,55.869999,56.369999,2210700,55.946377
"2021-11-22",56.509998,57.970001,55.84,57.349998,2003300,56.91901
"2021-11-23",57.450001,58.610001,56.869999,57.110001,2293300,56.680817
"2021-11-24",56.82,56.82,55.683998,55.970001,1736000,55.549385
"2021-11-26",54.540001,54.717999,52.009998,52.75,2269400,52.353584
"2021-11-29",53.279999,54.02,52.18,53.290001,2536400,52.889523
"2021-11-30",52.619999,52.880001,51.23,51.919998,10607200,51.529819
"2021-12-01",53.040001,54.09,50.220001,50.240002,1837600,49.862446
"2021-12-02",51.009998,53.48,50.529999,53.060001,2444700,52.661255
"2021-12-03",53.220001,54.580002,52.799999,53.98,2232900,53.574337
"2021-12-06",54.950001,56.540001,54.360001,54.84,2596300,54.427876
"2021-12-07",55.34,56.43,55.02,56.419998,1734800,55.995998
"2021-12-08",56.43,57.224998,56,57.049999,1163400,56.621265
"2021-12-09",56.639999,56.959999,56.235001,56.709999,1243700,56.283821
"2021-12-10",57.09,57.380001,56.630001,57.049999,1218200,56.621265
"2021-12-13",56.900002,57.509998,56.150002,56.77,1050300,56.343372
"2021-12-14",56.849998,57.639999,56.68,56.889999,1154600,56.462471
"2021-12-15",57.09,57.5,56.188,57.189999,1564000,56.760212
"2021-12-16",57.490002,58.055,56.810001,57.220001,1849200,56.789989
"2021-12-17",56.810001,58.720001,56.369999,58.040001,2689000,57.603828
"2021-12-20",57.490002,59.25,57.299999,59.049999,2071100,58.606236
"2021-12-21",59.580002,61.380001,59.349998,61.18,1880300,60.72023
"2021-12-22",60.759998,61.5,60.599998,60.950001,940100,60.491959
"2021-12-23",61.150002,61.880001,61.040001,61.75,765000,61.28595
"2021-12-27",61.68,61.950001,61.07,61.75,1111600,61.28595
"2021-12-28",61.52,62.57,61.52,62.220001,746500,61.752415
"2021-12-29",62.490002,62.709999,61.880001,62.66,690600,62.18911
"2021-12-30",63,63.77,62.849998,63.02,926200,62.546402
"2021-12-31",62.790001,63.650002,62.790001,63.380001,714900,62.903698
"2022-01-03",63.41,63.952999,63.02,63.919998,1689100,63.439636
"2022-01-04",63.919998,64.260002,63.16,63.299999,2269100,62.824295
"2022-01-05",63.369999,64.154999,62.52,63.119999,1735700,62.645649
"2022-01-06",69.099998,71.580002,67.019997,67.82,5555900,67.310333
"2022-01-07",67.800003,70.675003,67.25,70.239998,3026100,69.712143
"2022-01-10",70.239998,70.68,67.699997,68.540001,2278600,68.024918
"2022-01-11",68.449997,69.599998,68.449997,69.330002,1711600,68.80899
"2022-01-12",69.57,69.849998,68.740997,68.830002,1460100,68.312737
"2022-01-13",68.910004,69.418999,68.720001,69.040001,1078400,68.521164
"2022-01-14",68.400002,69.089996,68.110001,68.93,1190000,68.411987
