"","BKNG.Open","BKNG.High","BKNG.Low","BKNG.Close","BKNG.Volume","BKNG.Adjusted"
"2021-02-08",2117.050049,2131.659912,2070.790039,2099.560059,219000,2099.560059
"2021-02-09",2082.879883,2104.850098,2051.639893,2085.280029,229700,2085.280029
"2021-02-10",2116.300049,2161.209961,2091.179932,2141.76001,334100,2141.76001
"2021-02-11",2145.340088,2183.659912,2132.840088,2159.26001,258300,2159.26001
"2021-02-12",2126.350098,2188.98999,2110.01001,2150.580078,210600,2150.580078
"2021-02-16",2139.189941,2198.030029,2133.709961,2184.159912,242400,2184.159912
"2021-02-17",2183.389893,2237.949951,2174.149902,2233.77002,287700,2233.77002
"2021-02-18",2190.030029,2275.909912,2190.030029,2259.790039,317000,2259.790039
"2021-02-19",2273,2322.040039,2259.850098,2293.050049,353500,2293.050049
"2021-02-22",2265.669922,2392.969971,2265.669922,2350.02002,504100,2350.02002
"2021-02-23",2348.360107,2367,2292.169922,2359.370117,515300,2359.370117
"2021-02-24",2343.77002,2450.26001,2324.179932,2443.5,610000,2443.5
"2021-02-25",2419.929932,2438.949951,2261.469971,2273.199951,751800,2273.199951
"2021-02-26",2343.899902,2345,2251.709961,2328.51001,503900,2328.51001
"2021-03-01",2372.98999,2382.300049,2300.209961,2320.5,359900,2320.5
"2021-03-02",2338,2342,2275,2282.209961,310000,2282.209961
"2021-03-03",2286.22998,2334.939941,2272.139893,2275,364500,2275
"2021-03-04",2277.169922,2277.169922,2163.399902,2219.350098,484100,2219.350098
"2021-03-05",2235.77002,2312.800049,2178.879883,2307.100098,435300,2307.100098
"2021-03-08",2303.429932,2412.340088,2298.360107,2368.73999,564000,2368.73999
"2021-03-09",2380.139893,2441.75,2344.01001,2366.790039,481700,2366.790039
"2021-03-10",2379.350098,2420,2363.909912,2369.320068,443900,2369.320068
"2021-03-11",2398.280029,2447.469971,2343.780029,2362.060059,512200,2362.060059
"2021-03-12",2358.98999,2412.830078,2350.879883,2401.040039,404600,2401.040039
"2021-03-15",2412.76001,2443.52002,2374.01001,2439.5,468800,2439.5
"2021-03-16",2416.350098,2429.530029,2380.01001,2396.560059,360700,2396.560059
"2021-03-17",2373.5,2469.580078,2370,2461.780029,394400,2461.780029
"2021-03-18",2428.030029,2447.459961,2344,2346.949951,498000,2346.949951
"2021-03-19",2332.820068,2350.090088,2265.810059,2287.73999,637600,2287.73999
"2021-03-22",2340,2340,2225,2231.889893,531300,2231.889893
"2021-03-23",2250.620117,2250.620117,2184.469971,2215,501900,2215
"2021-03-24",2231.800049,2278,2199.01001,2202.72998,441000,2202.72998
"2021-03-25",2186.699951,2282.879883,2173,2268.909912,421300,2268.909912
"2021-03-26",2275.939941,2329.330078,2246.639893,2323.530029,377000,2323.530029
"2021-03-29",2311,2375,2307.409912,2351.360107,341400,2351.360107
"2021-03-30",2343.25,2370.22998,2316.790039,2334.889893,250400,2334.889893
"2021-03-31",2345.679932,2363.919922,2319.310059,2329.840088,530800,2329.840088
"2021-04-01",2354.280029,2389.72998,2348.22998,2382.459961,248200,2382.459961
"2021-04-05",2410,2436.879883,2386.860107,2409.179932,342300,2409.179932
"2021-04-06",2415,2447.409912,2407.22998,2422,411100,2422
"2021-04-07",2429.060059,2440.209961,2395.570068,2410.639893,235500,2410.639893
"2021-04-08",2392,2435.429932,2392,2427.98999,222000,2427.98999
"2021-04-09",2434,2454.719971,2405.550049,2450.060059,239800,2450.060059
"2021-04-12",2436,2450.199951,2396.48999,2409.050049,551400,2409.050049
"2021-04-13",2403.919922,2415.790039,2367.149902,2404.290039,789700,2404.290039
"2021-04-14",2413.100098,2482.820068,2407.47998,2454.219971,939600,2454.219971
"2021-04-15",2467.540039,2468.929932,2426.179932,2433.209961,639300,2433.209961
"2021-04-16",2443.72998,2489.409912,2435.830078,2476.899902,783500,2476.899902
"2021-04-19",2480.429932,2488.320068,2443.110107,2456.199951,327000,2456.199951
"2021-04-20",2433.75,2436.48999,2317.290039,2345,477700,2345
"2021-04-21",2359.919922,2365.98999,2343.060059,2357.72998,280800,2357.72998
"2021-04-22",2353.719971,2395,2343,2347.050049,287500,2347.050049
"2021-04-23",2367.189941,2404.330078,2350.459961,2395.429932,253700,2395.429932
"2021-04-26",2424.889893,2460.929932,2407,2458.25,323300,2458.25
"2021-04-27",2458,2469.120117,2441.669922,2464.149902,220700,2464.149902
"2021-04-28",2475,2514.98999,2461,2505.100098,323500,2505.100098
"2021-04-29",2507.469971,2516,2476.01001,2501.429932,218800,2501.429932
"2021-04-30",2497.699951,2497.699951,2436.139893,2466.080078,328100,2466.080078
"2021-05-03",2484.070068,2486.98999,2435.310059,2440.439941,190100,2440.439941
"2021-05-04",2409.790039,2427.820068,2368.830078,2382.939941,339100,2382.939941
"2021-05-05",2402.050049,2403.75,2327.189941,2337.919922,381500,2337.919922
"2021-05-06",2297.709961,2324,2255.149902,2279.350098,432700,2279.350098
"2021-05-07",2312.23999,2361.419922,2290.73999,2327.080078,381600,2327.080078
"2021-05-10",2331.639893,2333,2261.689941,2263.100098,382900,2263.100098
"2021-05-11",2230,2262.77002,2205.080078,2247.679932,418900,2247.679932
"2021-05-12",2231.310059,2236.550049,2163.47998,2172.25,417100,2172.25
"2021-05-13",2193.949951,2235.669922,2162.149902,2207.27002,299500,2207.27002
"2021-05-14",2251.120117,2291.850098,2227.409912,2282.47998,340400,2282.47998
"2021-05-17",2261.540039,2275.5,2211.590088,2223.149902,322300,2223.149902
"2021-05-18",2231.550049,2252.600098,2210.600098,2211.620117,344600,2211.620117
"2021-05-19",2167.290039,2272.709961,2161.780029,2270.01001,405800,2270.01001
"2021-05-20",2279.840088,2309.76001,2260.909912,2306.050049,311900,2306.050049
"2021-05-21",2324.570068,2336.300049,2268.340088,2293.379883,263200,2293.379883
"2021-05-24",2301.719971,2356.149902,2300.199951,2348.47998,332500,2348.47998
"2021-05-25",2357.5,2373.879883,2329.290039,2339.01001,278100,2339.01001
"2021-05-26",2366.48999,2372.699951,2341.610107,2347,293900,2347
"2021-05-27",2360.77002,2360.77002,2326.689941,2334.780029,689000,2334.780029
"2021-05-28",2339.840088,2367.810059,2315.47998,2361.550049,232300,2361.550049
"2021-06-01",2380,2380.290039,2316.050049,2328.280029,316000,2328.280029
"2021-06-02",2339.699951,2356.5,2310.709961,2317.919922,292700,2317.919922
"2021-06-03",2293.419922,2327.050049,2262,2295.810059,283300,2295.810059
"2021-06-04",2304.780029,2328.459961,2304.23999,2315.689941,173700,2315.689941
"2021-06-07",2319.830078,2341.120117,2291.560059,2298.52002,198800,2298.52002
"2021-06-08",2300.419922,2319.52002,2290.179932,2303.73999,233900,2303.73999
"2021-06-09",2300,2330.340088,2294.76001,2314.060059,266400,2314.060059
"2021-06-10",2307.330078,2328.75,2282.870117,2324.449951,269400,2324.449951
"2021-06-11",2313.899902,2327.929932,2293.419922,2304.370117,291700,2304.370117
"2021-06-14",2311.870117,2315.669922,2290.850098,2305.040039,190200,2305.040039
"2021-06-15",2302.370117,2333,2283.820068,2301.959961,212100,2301.959961
"2021-06-16",2312.02002,2319.350098,2284.679932,2298.22998,167900,2298.22998
"2021-06-17",2296.139893,2318.98999,2287.449951,2294,247800,2294
"2021-06-18",2283.090088,2299.02002,2230.52002,2242.610107,482900,2242.610107
"2021-06-21",2253.889893,2276.709961,2231.22998,2263.070068,203000,2263.070068
"2021-06-22",2267.889893,2276.649902,2239,2250.899902,214400,2250.899902
"2021-06-23",2251.040039,2261.030029,2232.72998,2246.280029,162200,2246.280029
"2021-06-24",2267.689941,2267.969971,2234.550049,2246.22998,212300,2246.22998
"2021-06-25",2257.899902,2299.379883,2246.459961,2281.659912,337200,2281.659912
"2021-06-28",2249.75,2260,2171.610107,2204.550049,612200,2204.550049
"2021-06-29",2192.320068,2196.870117,2165.899902,2172.189941,517700,2172.189941
"2021-06-30",2178.540039,2220,2175,2188.090088,414700,2188.090088
"2021-07-01",2194.669922,2224,2194.669922,2210.02002,245200,2210.02002
"2021-07-02",2220.129883,2246.590088,2215.300049,2238.889893,243300,2238.889893
"2021-07-06",2233.76001,2243.169922,2217.959961,2222.320068,302200,2222.320068
"2021-07-07",2224.919922,2227.449951,2153.030029,2166.77002,273200,2166.77002
"2021-07-08",2150.149902,2184.590088,2126.280029,2163.919922,299600,2163.919922
"2021-07-09",2179.379883,2205.340088,2160.449951,2194.98999,296200,2194.98999
"2021-07-12",2182.060059,2206.179932,2166.5,2204,302200,2204
"2021-07-13",2204.399902,2228.73999,2185.810059,2188.439941,394900,2188.439941
"2021-07-14",2206.02002,2218.100098,2175.889893,2176.620117,211500,2176.620117
"2021-07-15",2173,2183.310059,2145.5,2169.389893,271900,2169.389893
"2021-07-16",2183.889893,2186.47998,2139.699951,2144.719971,187700,2144.719971
"2021-07-19",2101.709961,2121.669922,2058.679932,2067.550049,456500,2067.550049
"2021-07-20",2067.550049,2141.449951,2053.570068,2130.429932,314000,2130.429932
"2021-07-21",2143.689941,2198.550049,2143.689941,2194.030029,270400,2194.030029
"2021-07-22",2191.540039,2204.629883,2170,2194.409912,248800,2194.409912
"2021-07-23",2193.050049,2214.179932,2182.459961,2202.570068,215300,2202.570068
"2021-07-26",2203.879883,2236.090088,2199.449951,2230.699951,251100,2230.699951
"2021-07-27",2227.679932,2249.699951,2203.120117,2246.189941,311300,2246.189941
"2021-07-28",2250,2264.639893,2213.22998,2226.330078,302200,2226.330078
"2021-07-29",2244.459961,2247.340088,2212.48999,2214.340088,283500,2214.340088
"2021-07-30",2198.600098,2205.189941,2170.030029,2178.26001,276700,2178.26001
"2021-08-02",2191.679932,2235.969971,2160.189941,2170.939941,252700,2170.939941
"2021-08-03",2173.590088,2187.090088,2116.02002,2139.290039,269700,2139.290039
"2021-08-04",2131.790039,2148.590088,2079.169922,2085.639893,391600,2085.639893
"2021-08-05",2149.98999,2228.290039,2135.060059,2207.709961,438400,2207.709961
"2021-08-06",2207.830078,2229.969971,2152.419922,2182.97998,457900,2182.97998
"2021-08-09",2182.969971,2182.969971,2130.399902,2157.780029,274000,2157.780029
"2021-08-10",2157.780029,2202.98999,2157.780029,2200.469971,277500,2200.469971
"2021-08-11",2194.77002,2209.919922,2168.820068,2200.219971,224900,2200.219971
"2021-08-12",2181.360107,2196.5,2154.129883,2193.169922,206300,2193.169922
"2021-08-13",2196.399902,2208.060059,2167.02002,2203.419922,228100,2203.419922
"2021-08-16",2193.169922,2198.040039,2092.689941,2130.889893,414400,2130.889893
"2021-08-17",2103.899902,2126.199951,2093.050049,2113.27002,282400,2113.27002
"2021-08-18",2110,2123.97998,2081.610107,2086.310059,300700,2086.310059
"2021-08-19",2079.120117,2092.790039,2058.429932,2075.860107,346800,2075.860107
"2021-08-20",2073.949951,2083,2058.48999,2074.73999,350000,2074.73999
"2021-08-23",2072.060059,2147.070068,2070.149902,2137.320068,493200,2137.320068
"2021-08-24",2150,2249.780029,2138.52002,2233.110107,459600,2233.110107
"2021-08-25",2240.330078,2278.5,2210.169922,2263.790039,340000,2263.790039
"2021-08-26",2250,2292.389893,2250,2276.800049,292600,2276.800049
"2021-08-27",2279,2319.629883,2278.530029,2305.469971,240500,2305.469971
"2021-08-30",2300,2306.570068,2270.419922,2277.709961,244900,2277.709961
"2021-08-31",2286.02002,2316.080078,2284.139893,2299.669922,388400,2299.669922
"2021-09-01",2305.860107,2330,2285,2286.850098,324700,2286.850098
"2021-09-02",2304.23999,2326.790039,2282.77002,2300.459961,231800,2300.459961
"2021-09-03",2284.280029,2311.73999,2276.5,2304.449951,196500,2304.449951
"2021-09-07",2307.909912,2342.01001,2305.280029,2338.570068,238900,2338.570068
"2021-09-08",2340,2356,2296.350098,2315.949951,264700,2315.949951
"2021-09-09",2306.280029,2345.429932,2304.129883,2318.669922,223700,2318.669922
"2021-09-10",2330,2345,2301.629883,2304.800049,242200,2304.800049
"2021-09-13",2314.5,2329,2275.169922,2322.120117,232300,2322.120117
"2021-09-14",2323.050049,2343.560059,2310.649902,2328.659912,172000,2328.659912
"2021-09-15",2328.800049,2378.100098,2315.320068,2375.969971,249000,2375.969971
"2021-09-16",2368.120117,2387.77002,2338.169922,2345,243000,2345
"2021-09-17",2350.830078,2365.179932,2320,2325.370117,369200,2325.370117
"2021-09-20",2310,2345.790039,2285.899902,2340.73999,311800,2340.73999
"2021-09-21",2363.52002,2363.52002,2322.389893,2325.620117,211100,2325.620117
"2021-09-22",2338.850098,2427.290039,2338.850098,2406.110107,417000,2406.110107
"2021-09-23",2410.649902,2488.929932,2410.649902,2475.51001,419500,2475.51001
"2021-09-24",2452.379883,2502.48999,2452.379883,2491.350098,298900,2491.350098
"2021-09-27",2494.159912,2540,2465.76001,2476.52002,320800,2476.52002
"2021-09-28",2460,2479.360107,2422.879883,2432.75,309800,2432.75
"2021-09-29",2436.639893,2447.610107,2374.77002,2377.820068,294300,2377.820068
"2021-09-30",2382.929932,2406.399902,2355,2373.870117,311600,2373.870117
"2021-10-01",2416.840088,2476.77002,2416.840088,2455.870117,306600,2455.870117
"2021-10-04",2455.870117,2488.850098,2421.75,2459.52002,257400,2459.52002
"2021-10-05",2459,2486.909912,2426.070068,2432.340088,267300,2432.340088
"2021-10-06",2400,2452.360107,2384,2448.199951,239900,2448.199951
"2021-10-07",2473.02002,2497.189941,2466.449951,2469,156800,2469
"2021-10-08",2473.689941,2490.98999,2462.840088,2474.370117,164300,2474.370117
"2021-10-11",2480.48999,2507.909912,2463.189941,2467.409912,150500,2467.409912
"2021-10-12",2470.48999,2497.850098,2453.449951,2464.699951,220100,2464.699951
"2021-10-13",2465,2481.97998,2436.27002,2462.530029,178500,2462.530029
"2021-10-14",2482.600098,2515.719971,2474.5,2496.219971,278400,2496.219971
"2021-10-15",2520,2540,2515.5,2538.340088,233300,2538.340088
"2021-10-18",2520.350098,2538,2494.370117,2502.129883,209800,2502.129883
"2021-10-19",2502.52002,2503.26001,2455.780029,2463.100098,274600,2463.100098
"2021-10-20",2465.01001,2465.01001,2368.73999,2384.179932,406900,2384.179932
"2021-10-21",2400.550049,2419.830078,2390.030029,2411.129883,212500,2411.129883
"2021-10-22",2407.110107,2438.959961,2385.719971,2394.590088,161900,2394.590088
"2021-10-25",2397.840088,2420.52002,2371.810059,2412.97998,142400,2412.97998
"2021-10-26",2422.899902,2465,2422.899902,2443.030029,175400,2443.030029
"2021-10-27",2431.370117,2457.590088,2410,2428.090088,195800,2428.090088
"2021-10-28",2426.02002,2431.23999,2395.590088,2429.77002,149400,2429.77002
"2021-10-29",2418.889893,2430.110107,2392.189941,2420.780029,216500,2420.780029
"2021-11-01",2420.129883,2490,2420.129883,2489.689941,289800,2489.689941
"2021-11-02",2475.679932,2494.040039,2420.639893,2453.830078,273000,2453.830078
"2021-11-03",2443.320068,2474.98999,2405,2435.330078,361500,2435.330078
"2021-11-04",2539,2539.379883,2432.290039,2437.01001,533100,2437.01001
"2021-11-05",2544.340088,2631.679932,2515.649902,2618.969971,755500,2618.969971
"2021-11-08",2659,2687.290039,2600.050049,2639.860107,497200,2639.860107
"2021-11-09",2639,2687,2621.189941,2648.199951,407300,2648.199951
"2021-11-10",2658.860107,2669.909912,2560,2569.780029,366100,2569.780029
"2021-11-11",2573.26001,2575.330078,2475.189941,2479.040039,342300,2479.040039
"2021-11-12",2495.659912,2495.659912,2442.419922,2451.649902,316800,2451.649902
"2021-11-15",2455,2464,2400.22998,2405.01001,337100,2405.01001
"2021-11-16",2412.129883,2412.129883,2367.02002,2380.330078,431200,2380.330078
"2021-11-17",2386.209961,2402.790039,2354.870117,2366.379883,457800,2366.379883
"2021-11-18",2374.149902,2387.050049,2335.840088,2375.97998,340500,2375.97998
"2021-11-19",2314.870117,2358.070068,2278,2339.98999,485400,2339.98999
"2021-11-22",2330.810059,2366.030029,2293.330078,2297.129883,373600,2297.129883
