"","HSIC.Open","HSIC.High","HSIC.Low","HSIC.Close","HSIC.Volume","HSIC.Adjusted"
"2022-01-19",76.269997,76.720001,74.519997,74.550003,815900,74.550003
"2022-01-20",74.669998,75.919998,74.050003,74.129997,892500,74.129997
"2022-01-21",73.910004,75.470001,73.290001,73.540001,799400,73.540001
"2022-01-24",72.900002,74.660004,71.940002,74.379997,1125300,74.379997
"2022-01-25",73.410004,73.82,71.209999,72.720001,841600,72.720001
"2022-01-26",72.32,75.769997,72.32,74.449997,2529700,74.449997
"2022-01-27",74.730003,77.019997,74.059998,74.769997,2659600,74.769997
"2022-01-28",74.25,75.739998,73.080002,75.699997,1078200,75.699997
"2022-01-31",74.419998,76.139999,73.730003,75.300003,1288500,75.300003
"2022-02-01",75.550003,76.040001,74.919998,75.949997,905900,75.949997
"2022-02-02",75.879997,76.800003,75.43,76.379997,712100,76.379997
"2022-02-03",76.360001,76.849998,75.800003,76.160004,564000,76.160004
"2022-02-04",75.779999,76.860001,74.720001,76.129997,533000,76.129997
"2022-02-07",76.07,76.699997,73.139999,76.279999,888400,76.279999
"2022-02-08",76.580002,78.019997,75.910004,77.860001,666900,77.860001
"2022-02-09",78.43,78.43,76.43,76.57,1325100,76.57
"2022-02-10",75.959999,77.639999,75.800003,76.290001,989600,76.290001
"2022-02-11",76.459999,76.910004,75.620003,76.129997,1033700,76.129997
"2022-02-14",76.379997,76.660004,74.980003,75.790001,1234400,75.790001
"2022-02-15",78.870003,82.019997,78.519997,81.839996,2165300,81.839996
"2022-02-16",82.040001,84.5,81.580002,84.230003,2027900,84.230003
"2022-02-17",83.860001,84.32,82.18,84,996800,84
"2022-02-18",83.919998,84.709999,82.209999,83.470001,1004100,83.470001
"2022-02-22",83.669998,84.599998,82.650002,83.410004,1212000,83.410004
"2022-02-23",83.93,85.230003,83.410004,83.790001,1063600,83.790001
"2022-02-24",82.440002,84.190002,81.93,83.980003,1313500,83.980003
"2022-02-25",84.32,87.550003,84.129997,87.32,1177300,87.32
"2022-02-28",85.669998,86.760002,85.230003,86.379997,1231500,86.379997
"2022-03-01",85.68,86.669998,85.25,86.309998,884200,86.309998
"2022-03-02",86.720001,87.559998,85.669998,85.75,1098000,85.75
"2022-03-03",85.919998,87.43,85.660004,87.239998,972200,87.239998
"2022-03-04",86.400002,87.080002,85.589996,86.980003,969200,86.980003
"2022-03-07",86.720001,88.620003,86.050003,86.860001,1724000,86.860001
"2022-03-08",86.589996,86.879997,84.010002,84.220001,1329500,84.220001
"2022-03-09",86.010002,86.199997,84.860001,85.580002,955700,85.580002
"2022-03-10",84.519997,85.82,84.209999,85.419998,1021600,85.419998
"2022-03-11",85.800003,86.599998,84.099998,84.169998,1358300,84.169998
"2022-03-14",84.629997,85.75,84.300003,84.800003,1008000,84.800003
"2022-03-15",85.43,86.970001,84.650002,86.309998,924900,86.309998
"2022-03-16",86.309998,87.410004,85.080002,86.269997,941500,86.269997
"2022-03-17",85.760002,87.230003,85.480003,86.75,740300,86.75
"2022-03-18",86.559998,87.370003,85.660004,87.260002,1782500,87.260002
"2022-03-21",87.269997,89.440002,87.269997,88.169998,734800,88.169998
"2022-03-22",87.309998,88.879997,87.309998,88.529999,531200,88.529999
"2022-03-23",88.07,88.709999,87.68,87.809998,943800,87.809998
"2022-03-24",88.220001,88.449997,87.5,87.889999,577600,87.889999
"2022-03-25",88.169998,88.169998,87.169998,87.849998,581500,87.849998
"2022-03-28",87.860001,88.550003,87.559998,88.510002,587600,88.510002
"2022-03-29",88.790001,89.480003,87.93,88.730003,806400,88.730003
"2022-03-30",88.860001,88.949997,87.400002,87.849998,494600,87.849998
"2022-03-31",88.139999,88.459999,87.139999,87.190002,719100,87.190002
"2022-04-01",88.040001,89.400002,87.300003,89.339996,1e+06,89.339996
"2022-04-04",89.040001,89.379997,87.349998,87.709999,781700,87.709999
"2022-04-05",87.559998,88.300003,86.75,87.139999,595100,87.139999
"2022-04-06",87.139999,89.959999,87.139999,88.709999,1099800,88.709999
"2022-04-07",88.419998,89.699997,88.160004,89.519997,825600,89.519997
"2022-04-08",89.82,90.470001,89.040001,90.400002,892000,90.400002
"2022-04-11",90.190002,91.339996,89.900002,90.209999,1151700,90.209999
"2022-04-12",90.050003,91.5,89.949997,91.040001,918600,91.040001
"2022-04-13",91,92.230003,91,91.959999,597400,91.959999
"2022-04-14",92.010002,92.68,91.269997,91.360001,519100,91.360001
"2022-04-18",91.059998,91.830002,89.849998,90.139999,500800,90.139999
"2022-04-19",88.75,90.360001,88.199997,88.919998,882800,88.919998
"2022-04-20",89.199997,91.57,88.949997,91.059998,668500,91.059998
"2022-04-21",91.18,91.690002,90.459999,90.769997,445100,90.769997
"2022-04-22",90.010002,90.110001,87.220001,87.290001,608900,87.290001
"2022-04-25",87.150002,88.150002,86.220001,87.989998,430400,87.989998
"2022-04-26",87.040001,87.110001,85.32,85.360001,873400,85.360001
"2022-04-27",85.480003,86.169998,83.889999,84.040001,857100,84.040001
"2022-04-28",84.220001,84.790001,82.080002,83.370003,1253600,83.370003
"2022-04-29",82.269997,83.169998,80.879997,81.099998,1266000,81.099998
"2022-05-02",81.07,81.580002,79.470001,80.449997,1301900,80.449997
"2022-05-03",81.519997,83.949997,80.870003,82.080002,1454000,82.080002
"2022-05-04",82.440002,86.480003,82,86.419998,1219900,86.419998
"2022-05-05",86.059998,86.379997,83.160004,83.440002,1293500,83.440002
"2022-05-06",82.970001,85.919998,82.660004,85.760002,1930200,85.760002
"2022-05-09",84.889999,85.980003,84.279999,85,1173600,85
"2022-05-10",85,85.650002,83.07,84.559998,1274600,84.559998
"2022-05-11",85.839996,87.239998,84.510002,84.529999,914900,84.529999
"2022-05-12",84.32,85.099998,83.209999,84.75,1025000,84.75
"2022-05-13",85.290001,86.029999,83.330002,83.510002,998200,83.510002
"2022-05-16",83.889999,84.669998,83.199997,84.209999,700400,84.209999
"2022-05-17",84.769997,86.580002,84.550003,86.419998,634600,86.419998
"2022-05-18",85.760002,87.279999,83.410004,83.709999,720400,83.709999
"2022-05-19",83.029999,83.790001,82.150002,82.870003,715500,82.870003
"2022-05-20",83.300003,83.900002,81.760002,83.449997,780800,83.449997
"2022-05-23",84.43,84.949997,83.019997,84.720001,687400,84.720001
"2022-05-24",84.769997,85.5,83.029999,83.940002,699700,83.940002
"2022-05-25",84.150002,85.550003,83.699997,85.18,450900,85.18
"2022-05-26",85.559998,86.160004,85.18,85.620003,512300,85.620003
"2022-05-27",85.620003,86.050003,85.290001,85.959999,521400,85.959999
"2022-05-31",85.580002,86.029999,84.540001,85.639999,1143600,85.639999
"2022-06-01",86.669998,86.669998,81.620003,84.279999,1063200,84.279999
"2022-06-02",84.419998,85.080002,82.699997,84.980003,697900,84.980003
"2022-06-03",84.889999,84.900002,83.220001,84.169998,360200,84.169998
"2022-06-06",84.099998,84.860001,83.760002,84.160004,331000,84.160004
"2022-06-07",83.690002,85.540001,83.57,85.339996,435200,85.339996
"2022-06-08",85.059998,85.080002,83.199997,83.489998,433500,83.489998
"2022-06-09",83.57,83.93,82.230003,82.239998,505100,82.239998
"2022-06-10",80.959999,82.050003,80.370003,81.43,493000,81.43
"2022-06-13",80.120003,80.989998,78.339996,78.82,637700,78.82
"2022-06-14",77.209999,77.540001,74.360001,75,1281500,75
"2022-06-15",75.459999,76.230003,74.440002,74.970001,1252900,74.970001
"2022-06-16",73.919998,74.610001,72,73.169998,1212800,73.169998
"2022-06-17",73.669998,74.919998,73.260002,73.900002,1385000,73.900002
"2022-06-21",74.790001,75.559998,73.849998,74.529999,818800,74.529999
"2022-06-22",74.489998,75.550003,74,75.260002,840600,75.260002
"2022-06-23",75.57,76.029999,74.830002,75.760002,695000,75.760002
"2022-06-24",76.220001,77.839996,75.07,77.290001,985900,77.290001
"2022-06-27",77.559998,78.050003,76.389999,78.019997,923600,78.019997
"2022-06-28",78.07,78.599998,75.900002,76.019997,1612100,76.019997
"2022-06-29",77.349998,78.589996,76.730003,77.650002,1052100,77.650002
