"","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
"2020-09-10",71.199997,72.550003,69.290001,69.419998,2626500,67.534973
"2020-09-11",69.510002,71.25,68.970001,71.050003,2212700,69.120712
"2020-09-14",71.879997,75.080002,71.720001,74.639999,3557400,72.613228
"2020-09-15",74.43,74.739998,72.68,73.300003,2671900,71.309616
"2020-09-16",73.449997,76.860001,72.209999,76.169998,3693600,74.101677
"2020-09-17",74.760002,77.5,74.379997,75.980003,3189800,73.91684
"2020-09-18",75.760002,76.839996,75.010002,75.790001,3047900,73.73201
"2020-09-21",72.870003,73.459999,70.839996,71.650002,3954400,69.704407
"2020-09-22",71.290001,72.260002,68.550003,69.959999,3187700,68.060303
"2020-09-23",70.25,71.290001,68,68.129997,4409000,66.279999
"2020-09-24",68.139999,69.370003,66.459999,68.099998,3324200,66.250801
"2020-09-25",67.220001,69.830002,67.080002,69.360001,1991300,67.476593
"2020-09-28",71.150002,72.379997,69.970001,71.330002,1714300,69.393097
"2020-09-29",71.190002,71.639999,69.75,70.449997,2150600,68.536995
"2020-09-30",70.989998,73.540001,70.730003,71.860001,2757600,69.908722
"2020-10-01",72.980003,75.309998,71.309998,72.93,2798000,70.949669
"2020-10-02",71.529999,75.68,71.029999,74.940002,2693600,72.905083
"2020-10-05",76.260002,78.209999,75.690002,78.040001,3036800,75.920914
"2020-10-06",79,79.980003,75.230003,75.629997,2874200,73.576347
"2020-10-07",76.870003,78.790001,76.870003,78.239998,2747800,76.115471
"2020-10-08",78.589996,80.389999,77.559998,80.279999,2039400,78.100075
"2020-10-09",81.25,81.669998,79.209999,79.879997,1733500,77.71093
"2020-10-12",79.809998,81.07,79.309998,80.410004,2056100,78.226555
"2020-10-13",79.379997,80.669998,78.870003,79.540001,1978100,77.380173
"2020-10-14",79.690002,80.220001,78.559998,78.660004,1589800,76.524063
"2020-10-15",77.580002,78.699997,76.830002,78.550003,2878800,76.417061
"2020-10-16",79.160004,79.879997,78.510002,79.220001,3590300,77.068855
"2020-10-19",79.769997,79.889999,77.089996,77.120003,2048500,75.025894
"2020-10-20",77.900002,79.089996,77.150002,77.269997,2515700,75.171806
"2020-10-21",76.910004,77.199997,73.669998,73.720001,5700800,71.718201
"2020-10-22",74.709999,77.470001,74.57,76.75,10451100,74.665939
"2020-10-23",80.480003,81,76.82,77.989998,7614000,75.872253
"2020-10-26",76.629997,76.769997,74.190002,74.949997,5111900,72.914795
"2020-10-27",74.769997,74.989998,73.690002,74.059998,3023900,72.048973
"2020-10-28",71.790001,73.599998,71.519997,72.07,3697000,70.113007
"2020-10-29",71.480003,73.620003,70.779999,73.120003,2551900,71.134499
"2020-10-30",72.639999,73.199997,71.269997,73.080002,2102000,71.095604
"2020-11-02",74.650002,76.220001,74.010002,75.68,2602300,73.625
"2020-11-03",77.279999,78.830002,76.830002,77.57,2655800,75.463669
"2020-11-04",75.989998,77.790001,73.050003,75.550003,3189300,73.498528
"2020-11-05",76.449997,79.209999,76.199997,78.699997,2293900,76.562988
"2020-11-06",79.07,79.790001,77.110001,77.769997,2559600,75.754494
"2020-11-09",84.779999,90.300003,84.779999,86.949997,5669200,84.696579
"2020-11-10",87.260002,88.610001,85.769997,86.68,2639100,84.433578
"2020-11-11",87.089996,87.459999,83.720001,84.669998,2709200,82.47567
"2020-11-12",83.269997,84.580002,82.529999,83.580002,2128800,81.41391
"2020-11-13",84.379997,87.269997,84.379997,86.699997,2280100,84.453056
"2020-11-16",89.989998,90.610001,87.620003,88.610001,2065200,86.31356
"2020-11-17",87.099998,88.610001,85.489998,87.760002,1829300,85.485596
"2020-11-18",88.230003,89.389999,85.540001,85.610001,2680900,83.391296
"2020-11-19",84.739998,85.379997,83.669998,84.989998,4613400,82.787369
"2020-11-20",84.43,85.07,83.029999,83.580002,3454300,81.41391
"2020-11-23",85.160004,87.760002,84.68,87.279999,2224800,85.018028
"2020-11-24",89.540001,92.080002,88.760002,91.360001,3236500,88.992294
"2020-11-25",90.029999,90.25,87.660004,89.900002,3295400,87.570129
"2020-11-27",89.18,89.580002,87.580002,87.760002,2139500,85.485596
"2020-11-30",89.660004,89.949997,85.160004,85.639999,4422500,83.420532
"2020-12-01",88,90.870003,87.82,89.699997,2753100,87.375305
"2020-12-02",88.400002,91.919998,88.220001,91.389999,2853000,89.021515
"2020-12-03",91.300003,92.279999,90.480003,91.279999,2123400,88.91436
"2020-12-04",92.029999,93.150002,90.870003,92.239998,2187800,89.849487
"2020-12-07",93,93.199997,91.010002,92.970001,2758700,90.56057
"2020-12-08",91.400002,93.220001,91.360001,92.639999,2889300,90.239113
"2020-12-09",92.93,95.360001,92.760002,94.919998,4599900,92.46003
"2020-12-10",93.330002,95.290001,92.099998,94.669998,2940000,92.216499
"2020-12-11",92.870003,93.339996,91.07,92.169998,3042000,89.781303
"2020-12-14",93.459999,93.949997,90.260002,90.419998,3837800,88.076653
"2020-12-15",91.660004,92.690002,89.720001,92.68,2249500,90.278084
"2020-12-16",93.209999,94.029999,91.720001,93.589996,2234000,91.164497
"2020-12-17",93.870003,94.32,93.050003,94.080002,1822500,91.641808
"2020-12-18",93.959999,93.959999,91.050003,91.57,4342600,89.196846
"2020-12-21",93.599998,96.620003,92.209999,95.290001,4811500,92.82045
"2020-12-22",95.440002,96.139999,94.970001,94.989998,2970400,92.528214
"2020-12-23",95.980003,97.830002,95.75,96.82,1769400,94.310799
"2020-12-24",96.989998,97.419998,95.790001,97.300003,960200,94.778351
"2020-12-28",97.82,99.120003,97.440002,97.550003,2138400,95.021873
"2020-12-29",97.559998,97.769997,95.470001,96.18,1902700,93.68737
"2020-12-30",96.5,97.980003,95.970001,97.879997,1405200,95.343307
"2020-12-31",98,99.160004,97.059998,98.849998,1290800,96.288177
"2021-01-04",99.730003,99.989998,96.980003,97.839996,3429700,95.304359
