"","RCL.Open","RCL.High","RCL.Low","RCL.Close","RCL.Volume","RCL.Adjusted"
"2022-01-13",82.470001,85.32,82.300003,83.489998,4265000,83.489998
"2022-01-14",83.32,84.239998,81.82,84.150002,2589200,84.150002
"2022-01-18",83,84.330002,81.919998,82.330002,2528200,82.330002
"2022-01-19",82.389999,82.800003,80.709999,81.629997,3083800,81.629997
"2022-01-20",81.589996,85.150002,80.919998,81.18,5003800,81.18
"2022-01-21",80.830002,80.959999,77.550003,79.089996,5059300,79.089996
"2022-01-24",77.120003,78.900002,73.470001,78.730003,5615500,78.730003
"2022-01-25",77.550003,80.660004,75.889999,80.169998,4118500,80.169998
"2022-01-26",81.5,83.93,80.389999,81.110001,4343500,81.110001
"2022-01-27",81.879997,82.279999,75.489998,75.970001,4027600,75.970001
"2022-01-28",75.669998,76.449997,71.910004,74.519997,5426500,74.519997
"2022-01-31",74.25,77.949997,72.75,77.809998,3954600,77.809998
"2022-02-01",77.940002,81.830002,77.769997,81.230003,4679000,81.230003
"2022-02-02",80.739998,81.959999,79.720001,81.239998,3430300,81.239998
"2022-02-03",80.449997,81.230003,78.989998,79.360001,4822300,79.360001
"2022-02-04",78.139999,78.690002,74.910004,75.580002,8205700,75.580002
"2022-02-07",76.720001,82.879997,76.720001,81.959999,6927600,81.959999
"2022-02-08",83.419998,86.57,82.019997,86.279999,6361900,86.279999
"2022-02-09",87,89.599998,86.980003,88.050003,5728700,88.050003
"2022-02-10",87.360001,90.550003,86.760002,87.830002,5284700,87.830002
"2022-02-11",88.129997,89.489998,83.779999,83.959999,5555600,83.959999
"2022-02-14",84.410004,86.190002,82.57,82.75,4028400,82.75
"2022-02-15",85.660004,86.900002,83.82,86.269997,3551400,86.269997
"2022-02-16",85.839996,88.800003,85.5,87.059998,4238900,87.059998
"2022-02-17",85.440002,86.260002,84.540001,85.139999,2697500,85.139999
"2022-02-18",84.589996,85.339996,82.959999,83.690002,3985200,83.690002
"2022-02-22",82.290001,84.769997,82,83.050003,3491800,83.050003
"2022-02-23",84.120003,84.550003,79.82,80.050003,4613800,80.050003
"2022-02-24",75.730003,81.589996,75.550003,81.379997,4650300,81.379997
"2022-02-25",82.010002,83.870003,80.75,83.760002,3125800,83.760002
"2022-02-28",81.870003,82.199997,79.099998,80.720001,4949400,80.720001
"2022-03-01",79.470001,79.470001,73.050003,73.669998,7786600,73.669998
"2022-03-02",74.730003,75.980003,73.860001,75.449997,4290100,75.449997
"2022-03-03",76.089996,77.18,71.639999,71.849998,5136800,71.849998
"2022-03-04",70,71.019997,68.209999,69.599998,5647600,69.599998
"2022-03-07",68.309998,69.480003,63.049999,63.279999,9472700,63.279999
"2022-03-08",64.779999,67.07,61.450001,64.540001,6770500,64.540001
"2022-03-09",68.510002,70.480003,67.25,68.059998,4942600,68.059998
"2022-03-10",67,70.970001,66.169998,69.519997,4325700,69.519997
"2022-03-11",70.440002,70.440002,68.290001,68.43,2844000,68.43
"2022-03-14",68.120003,70.449997,66.5,68.120003,3950100,68.120003
"2022-03-15",69.389999,71.720001,68.989998,70.699997,3836200,70.699997
"2022-03-16",72.010002,74.720001,71.650002,74.550003,4873000,74.550003
"2022-03-17",72.449997,74.959999,71.82,74.959999,2736500,74.959999
"2022-03-18",74.510002,76.849998,73.589996,76.18,4270400,76.18
"2022-03-21",75.300003,75.839996,74.25,75.650002,3160100,75.650002
"2022-03-22",75.730003,77.75,74.989998,76.900002,3117400,76.900002
"2022-03-23",76,77.080002,75.089996,75.459999,3186800,75.459999
"2022-03-24",75.720001,77,74.989998,76.870003,2455000,76.870003
"2022-03-25",76.870003,77.800003,76.349998,76.940002,2883900,76.940002
"2022-03-28",77.290001,78.760002,76.900002,78.540001,1992500,78.540001
"2022-03-29",80,81.199997,79.029999,80.949997,3383400,80.949997
"2022-03-30",80.400002,81.690002,79.860001,81.480003,3419700,81.480003
"2022-03-31",81.459999,85.400002,81.459999,83.779999,5446800,83.779999
"2022-04-01",84.339996,84.510002,82.559998,83.660004,2556900,83.660004
"2022-04-04",83.220001,83.769997,82.129997,83.419998,2241600,83.419998
"2022-04-05",85.910004,87.620003,82.940002,83.440002,3637200,83.440002
"2022-04-06",81.949997,82.040001,78.830002,80.300003,3155600,80.300003
"2022-04-07",80.110001,80.300003,76.790001,79.190002,3077000,79.190002
"2022-04-08",78.989998,79.160004,77.050003,77.860001,1999600,77.860001
"2022-04-11",77,79.980003,76.529999,78.75,1829500,78.75
"2022-04-12",79.389999,80.279999,78.480003,78.779999,1934700,78.779999
"2022-04-13",80.190002,82.540001,80.120003,81.970001,2497400,81.970001
"2022-04-14",82.5,84.889999,82.349998,82.580002,2276800,82.580002
"2022-04-18",81.970001,82.93,80.989998,81.32,1514000,81.32
"2022-04-19",82.029999,84.900002,82.029999,84.480003,2438000,84.480003
"2022-04-20",84.480003,85.980003,84,84.349998,1867700,84.349998
"2022-04-21",87.050003,87.68,83.089996,83.400002,4374100,83.400002
"2022-04-22",83,83.699997,81.129997,81.720001,1900300,81.720001
"2022-04-25",80.07,82.470001,79.650002,82.379997,2632800,82.379997
"2022-04-26",81.900002,82.150002,78.580002,78.669998,2367400,78.669998
"2022-04-27",78.800003,80.43,77.849998,79.599998,2029800,79.599998
"2022-04-28",80.940002,81.330002,78.610001,80.690002,2386100,80.690002
"2022-04-29",80.599998,81.510002,77.120003,77.730003,2861500,77.730003
"2022-05-02",77.769997,78.800003,76.139999,78.379997,3003300,78.379997
"2022-05-03",79,79.290001,76.309998,77.599998,2406700,77.599998
"2022-05-04",77.720001,78.120003,74.080002,77.809998,3799600,77.809998
"2022-05-05",77.589996,78.970001,72.949997,73.589996,4510600,73.589996
"2022-05-06",72.540001,73.190002,69.75,69.849998,3808200,69.849998
"2022-05-09",68.730003,68.730003,61.16,61.41,5978200,61.41
"2022-05-10",65.800003,66.269997,60.07,60.919998,5050900,60.919998
"2022-05-11",61.34,64.540001,59.82,59.939999,4238200,59.939999
"2022-05-12",58.650002,60.34,56.150002,57.779999,5533900,57.779999
"2022-05-13",59.169998,62.57,58.68,61.630001,4633600,61.630001
"2022-05-16",61.560001,63.040001,61.130001,61.389999,3496200,61.389999
"2022-05-17",63.099998,64.459999,61.900002,63.919998,3103300,63.919998
"2022-05-18",62.119999,63.16,58.950001,59.599998,3197700,59.599998
"2022-05-19",58.599998,59.790001,57.27,57.43,5054600,57.43
"2022-05-20",58.099998,59,53.580002,55.41,4851900,55.41
"2022-05-23",55.41,56.189999,53.57,55.380001,3406900,55.380001
"2022-05-24",54.389999,54.509998,49.169998,49.73,6000200,49.73
"2022-05-25",49.119999,51.720001,48.900002,51.09,5925200,51.09
"2022-05-26",52,56.169998,51.91,55.529999,5500000,55.529999
"2022-05-27",56.25,58.209999,56.25,58.189999,4039400,58.189999
"2022-05-31",57.779999,58.82,57.419998,58.07,4566100,58.07
"2022-06-01",58.09,59.130001,54.549999,55.57,3664200,55.57
"2022-06-02",55.509998,57.790001,55.299999,57.75,3029200,57.75
"2022-06-03",56.689999,57.25,55.52,56.330002,3359800,56.330002
"2022-06-06",57.009998,57.470001,55.900002,56.799999,1827900,56.799999
"2022-06-07",55.759998,57.189999,55.43,56.740002,5169100,56.740002
"2022-06-08",55.75,56.459999,53.779999,53.830002,4832900,53.830002
"2022-06-09",53.700001,53.73,49.349998,49.369999,6625800,49.369999
"2022-06-10",48.049999,49.470001,45.619999,45.75,9514400,45.75
"2022-06-13",44.169998,44.220001,40.919998,41.299999,7564000,41.299999
"2022-06-14",41.889999,42.169998,39,39.490002,6804400,39.490002
"2022-06-15",39.919998,40.41,38.799999,39.689999,8618200,39.689999
"2022-06-16",38.360001,38.52,34.84,35.16,10053100,35.16
"2022-06-17",35.509998,37.459999,34.099998,37.299999,11847400,37.299999
"2022-06-21",37.82,38,36.41,37.029999,7083200,37.029999
"2022-06-22",36.310001,37.720001,36.029999,36.689999,5521100,36.689999
"2022-06-23",36.470001,36.959999,34.860001,36.07,6033900,36.07
"2022-06-24",36.560001,41.799999,36.080002,41.759998,12593500,41.759998
"2022-06-27",41.740002,41.84,38.919998,40.330002,7084800,40.330002
"2022-06-28",40.709999,42.810001,39.970001,40.139999,6073200,40.139999
"2022-06-29",38.720001,38.75,35.549999,36.02,11802400,36.02
