"","EBAY.Open","EBAY.High","EBAY.Low","EBAY.Close","EBAY.Volume","EBAY.Adjusted"
"2022-01-10",65.720001,66.330002,63.720001,64.57,6684000,64.013756
"2022-01-11",64.580002,66.519997,64.07,66.43,3811100,65.857742
"2022-01-12",66.870003,66.989998,63.849998,64.32,5426000,63.765911
"2022-01-13",64.739998,65.239998,63.169998,63.279999,4416900,62.734871
"2022-01-14",63.169998,63.84,62.639999,63.450001,6253100,62.903408
"2022-01-18",62.799999,62.799999,61.529999,61.610001,7163600,61.079258
"2022-01-19",61.959999,62.84,61.919998,62.290001,6721800,61.753403
"2022-01-20",62.849998,63.68,60.669998,60.709999,5352500,60.187012
"2022-01-21",60.919998,61.34,59.369999,59.540001,7742200,59.027092
"2022-01-24",58.970001,59.720001,56.880001,59.66,9318900,59.146057
"2022-01-25",58.439999,58.57,56.919998,58.18,7635900,57.678806
"2022-01-26",58.57,59.490002,57.200001,57.709999,7599800,57.212852
"2022-01-27",58.040001,58.709999,56.400002,56.700001,4947100,56.211559
"2022-01-28",56.740002,57.599998,55.91,57.540001,5027100,57.044319
"2022-01-31",57.73,60.389999,57.66,60.07,9059300,59.552525
"2022-02-01",59.91,60.619999,59.57,60.48,4080600,59.958992
"2022-02-02",60.470001,60.59,57.419998,58.540001,8826200,58.035706
"2022-02-03",58,58.09,56.93,57.189999,6287200,56.697334
"2022-02-04",57.34,60.27,57.25,59.290001,10587000,58.779243
"2022-02-07",59.18,59.73,58.540001,58.700001,5718400,58.194328
"2022-02-08",58.439999,59.91,58.439999,59.73,3770700,59.215454
"2022-02-09",60.369999,60.66,59.700001,60.610001,3448800,60.087875
"2022-02-10",59.490002,60.029999,58.48,58.810001,3976200,58.303379
"2022-02-11",59.310001,59.939999,58.049999,58.380001,5897200,57.877083
"2022-02-14",58.529999,58.639999,57.68,58.18,5714500,57.678806
"2022-02-15",58.959999,59.990002,58.630001,59.93,3803800,59.413731
"2022-02-16",59.689999,59.75,57.259998,57.650002,5201800,57.153374
"2022-02-17",57.48,57.700001,55.529999,55.759998,5659300,55.279652
"2022-02-18",55.360001,55.889999,54.27,55.459999,7219600,54.982235
"2022-02-22",55.119999,56.75,54.889999,55.150002,6951000,54.674911
"2022-02-23",55.529999,55.889999,54.470001,54.59,11482500,54.119732
"2022-02-24",50.23,55.639999,49.529999,55.439999,24110800,54.96241
"2022-02-25",55.369999,55.57,53.380001,54.599998,8340200,54.129642
"2022-02-28",54.32,54.990002,53.41,54.59,9281300,54.119732
"2022-03-01",54.560001,55.049999,53.939999,54.349998,9298800,53.881798
"2022-03-02",54.349998,55.450001,53.68,55.09,8496700,54.615425
"2022-03-03",55.639999,55.639999,53.459999,54.419998,6139200,53.951195
"2022-03-04",54.290001,56.439999,54.09,55.66,8300800,55.180515
"2022-03-07",55.5,56.459999,54.740002,54.849998,9961700,54.377491
"2022-03-08",54.939999,55.93,53.25,53.310001,9549000,52.850758
"2022-03-09",53.93,53.93,52.599998,53.060001,10250400,52.820896
"2022-03-10",53.02,55.48,51.279999,52.360001,18926000,52.124046
"2022-03-11",52.900002,52.900002,50,50.060001,9217700,49.834412
"2022-03-14",50.200001,53.25,50.009998,52.09,9205600,51.855263
"2022-03-15",52.509998,54.560001,52.220001,53.939999,8927400,53.696926
"2022-03-16",53.790001,54.900002,53.080002,54.77,7561500,54.52319
"2022-03-17",54.279999,55.860001,54.060001,55.669998,5974000,55.419128
"2022-03-18",55.099998,56.669998,55.099998,56.02,10588500,55.767555
"2022-03-21",55.580002,56.25,54.880001,55.32,5918500,55.070709
"2022-03-22",54.98,56.259998,54.950001,55.75,7120300,55.498772
"2022-03-23",55.419998,56.060001,54.650002,55.599998,5329000,55.349445
"2022-03-24",55.740002,57.389999,55.540001,57.23,6892900,56.972099
"2022-03-25",57.380001,58.049999,56.950001,57.419998,6240900,57.161243
"2022-03-28",57.419998,58.84,56.93,58.779999,7156400,58.515114
"2022-03-29",59.380001,60.389999,59.380001,60.209999,5341100,59.938671
"2022-03-30",59.73,60.34,59.119999,59.360001,5943000,59.092503
"2022-03-31",59.16,59.16,57.240002,57.259998,9380700,57.001965
"2022-04-01",57.869999,58.330002,57.299999,57.709999,4950100,57.449936
"2022-04-04",58.080002,58.369999,56.490002,56.73,6651900,56.474354
"2022-04-05",56.68,57.73,55.98,56.400002,5040600,56.145844
"2022-04-06",55.830002,56.150002,53.48,54.119999,6359400,53.876114
"2022-04-07",53.880001,54.84,53.5,54.380001,4998700,54.134945
"2022-04-08",54.5,55.439999,54.119999,55.029999,3747400,54.782013
"2022-04-11",54.360001,56.23,54.360001,54.889999,4101900,54.642647
"2022-04-12",55.330002,55.779999,54.119999,54.240002,3987300,53.995579
"2022-04-13",54.09,55.470001,53.959999,55.119999,3787000,54.871609
"2022-04-14",55.200001,55.470001,53.98,54.150002,4452200,53.905983
"2022-04-18",53.830002,54.75,53.669998,54.560001,4115300,54.314137
"2022-04-19",54.16,55.220001,54.16,55.169998,4698300,54.921383
"2022-04-20",55.32,55.360001,54.759998,54.860001,4937900,54.612782
"2022-04-21",55.23,55.860001,54.549999,54.77,4408600,54.52319
"2022-04-22",54.599998,54.830002,53.080002,53.169998,4914800,52.930397
"2022-04-25",52.93,53.880001,52.709999,53.630001,5503600,53.388325
"2022-04-26",53.59,53.959999,52.48,53.099998,4951700,52.86071
"2022-04-27",52.990002,53.889999,52,52.060001,4905700,51.825401
"2022-04-28",52.470001,54.049999,52.150002,53.77,6008500,53.527695
"2022-04-29",51.52,53.98,51.52,51.919998,8341100,51.686028
"2022-05-02",51.970001,53.220001,51.459999,53.150002,6139800,52.910488
"2022-05-03",53.279999,54.25,53.02,53.459999,8059000,53.21909
"2022-05-04",53.48,54.490002,52.32,54.419998,9500200,54.174763
"2022-05-05",51.209999,51.82,47.290001,48.040001,19285100,47.823517
"2022-05-06",48,49.639999,47.029999,48.810001,11281200,48.590046
"2022-05-09",48.080002,50.919998,47.669998,49.259998,12832100,49.038017
"2022-05-10",49.970001,50.889999,48.380001,48.59,7614900,48.371037
"2022-05-11",48.310001,48.950001,46.470001,46.580002,7085300,46.370094
"2022-05-12",45.98,47.82,45.189999,46.16,8920400,45.951988
"2022-05-13",46.459999,46.759998,45.720001,46.650002,6455200,46.439781
"2022-05-16",46.490002,46.490002,44.91,45.09,6940600,44.88681
"2022-05-17",45.639999,47.119999,45.400002,46.919998,5704500,46.708561
"2022-05-18",46.099998,46.779999,44.650002,44.939999,5883200,44.737484
"2022-05-19",44.619999,45.330002,44.02,44.619999,7668700,44.418926
"2022-05-20",44.959999,45.32,43.279999,44.310001,7445800,44.110325
"2022-05-23",44.740002,45.349998,44,45.189999,6122500,44.986355
"2022-05-24",44.400002,45.630001,43.619999,44.18,8315100,43.980911
"2022-05-25",43.869999,45.130001,43.869999,44.810001,7522100,44.60807
"2022-05-26",45.68,46.810001,45.490002,46.470001,6299000,46.26059
"2022-05-27",47.220001,48.830002,47.049999,48.82,8695400,48.599998
"2022-05-31",48.439999,49.299999,47.32,48.669998,17674900,48.669998
"2022-06-01",49.080002,49.080002,46.810001,46.970001,7174800,46.970001
"2022-06-02",46.860001,47.779999,46.450001,47.77,5287700,47.77
"2022-06-03",47.32,47.549999,46.790001,47.09,6122200,47.09
"2022-06-06",47.990002,48.759998,47.470001,47.669998,5350100,47.669998
"2022-06-07",46.900002,47.669998,46.68,47.509998,5114200,47.509998
"2022-06-08",47.82,48.139999,47.299999,47.68,4401800,47.68
"2022-06-09",47.200001,47.439999,46.43,46.689999,5139100,46.689999
"2022-06-10",44.349998,45.580002,44.279999,44.279999,8764800,44.279999
"2022-06-13",43.009998,43.970001,42.669998,42.93,9224400,42.93
"2022-06-14",43.200001,43.59,42.209999,42.580002,5288400,42.580002
"2022-06-15",42.970001,44.049999,42.580002,43.509998,8232200,43.509998
"2022-06-16",42.290001,42.5,40.52,41.080002,9954900,41.080002
"2022-06-17",41.509998,42.57,41.43,42.209999,21193800,42.209999
"2022-06-21",42.700001,43.470001,42.200001,42.290001,7628500,42.290001
"2022-06-22",41.880001,43.66,41.830002,43.130001,7343000,43.130001
"2022-06-23",42.169998,43.110001,42.049999,42.970001,5244700,42.970001
"2022-06-24",43.349998,45.779999,43.220001,45.669998,20444400,45.669998
"2022-06-27",45.869999,45.939999,44.220001,44.380001,4703400,44.380001
"2022-06-28",43.400002,44.48,42.599998,42.650002,5435600,42.650002
"2022-06-29",42.580002,43.029999,42.299999,42.669998,3517100,42.669998
