"","PTC.Open","PTC.High","PTC.Low","PTC.Close","PTC.Volume","PTC.Adjusted"
"2022-01-25",113.910004,116.529999,112.559998,114.629997,862400,114.629997
"2022-01-26",116,117.989998,112.5,113.480003,1209100,113.480003
"2022-01-27",107.699997,112.169998,106,109.779999,2068500,109.779999
"2022-01-28",109.919998,113.519997,106.889999,113.410004,845300,113.410004
"2022-01-31",112.57,116.529999,112.57,116.260002,730500,116.260002
"2022-02-01",116.43,117.120003,114.610001,116.150002,716000,116.150002
"2022-02-02",116.150002,116.989998,114.620003,116.400002,494700,116.400002
"2022-02-03",114.5,115.410004,113.120003,113.629997,656000,113.629997
"2022-02-04",113.559998,116.370003,113.010002,115.760002,529000,115.760002
"2022-02-07",116.529999,117.800003,114.889999,115.169998,464900,115.169998
"2022-02-08",114.93,115.690002,113.459999,114.629997,592500,114.629997
"2022-02-09",116.220001,120.209999,115.25,120.110001,508400,120.110001
"2022-02-10",117.309998,120.559998,116.959999,118.330002,584800,118.330002
"2022-02-11",118.839996,119.139999,113.639999,114.150002,495900,114.150002
"2022-02-14",113.650002,114.940002,111.230003,111.910004,517800,111.910004
"2022-02-15",114.459999,114.459999,111.43,113.199997,581600,113.199997
"2022-02-16",112.419998,114.779999,111.330002,114.650002,560200,114.650002
"2022-02-17",112.93,113.860001,109.239998,109.540001,592400,109.540001
"2022-02-18",109.830002,110.910004,107.790001,108.860001,974700,108.860001
"2022-02-22",108.010002,109.800003,106.57,107.050003,713400,107.050003
"2022-02-23",107.849998,108.57,106.459999,106.540001,1112300,106.540001
"2022-02-24",103.830002,109.919998,103.440002,109.849998,805000,109.849998
"2022-02-25",110.080002,111.529999,107.830002,111.519997,510800,111.519997
"2022-02-28",110.470001,112.5,107.519997,111.279999,884400,111.279999
"2022-03-01",111.699997,113.440002,109.300003,110.129997,495900,110.129997
"2022-03-02",110.629997,113.32,109.059998,111.760002,526500,111.760002
"2022-03-03",112.489998,113.029999,108.349998,109,571400,109
"2022-03-04",109.019997,109.199997,106.230003,107.989998,482100,107.989998
"2022-03-07",108.169998,109.449997,104.830002,104.860001,779600,104.860001
"2022-03-08",104.230003,106.129997,101.650002,104.449997,715100,104.449997
"2022-03-09",106.919998,109.620003,106.620003,109.300003,592400,109.300003
"2022-03-10",107.209999,108.160004,105.489998,106.82,296300,106.82
"2022-03-11",107.720001,107.720001,103.870003,103.940002,357200,103.940002
"2022-03-14",104.139999,105.209999,100.599998,101.510002,374000,101.510002
"2022-03-15",102.419998,106.139999,101.709999,105.949997,656600,105.949997
"2022-03-16",107.029999,109.959999,105.580002,109.739998,724900,109.739998
"2022-03-17",109.510002,111.949997,109.139999,110.730003,657700,110.730003
"2022-03-18",110.32,112.010002,109.699997,111.419998,883200,111.419998
"2022-03-21",110.75,111.139999,109.089996,110.669998,550500,110.669998
"2022-03-22",110.529999,111.860001,109.839996,111.589996,646900,111.589996
"2022-03-23",110.879997,110.879997,107.139999,107.150002,523700,107.150002
"2022-03-24",107.970001,108.660004,106.279999,108.010002,436100,108.010002
"2022-03-25",108.690002,108.839996,106.699997,107.32,559200,107.32
"2022-03-28",107.279999,108.480003,106.209999,107.949997,852700,107.949997
"2022-03-29",109.5,111.949997,109.449997,111.889999,948400,111.889999
"2022-03-30",111.089996,111.790001,108.809998,109.190002,374600,109.190002
"2022-03-31",109.230003,109.720001,107.5,107.720001,626800,107.720001
"2022-04-01",108.550003,109.32,105.489998,106.769997,554000,106.769997
"2022-04-04",107.279999,109.470001,106.849998,108.75,523400,108.75
"2022-04-05",108.540001,108.760002,104.639999,105.029999,574000,105.029999
"2022-04-06",103.18,104.709999,100.730003,100.980003,680000,100.980003
"2022-04-07",100.639999,104.199997,100.639999,104,811600,104
"2022-04-08",103.459999,104.419998,101.790001,103.5,727000,103.5
"2022-04-11",102.769997,104.260002,101.139999,101.360001,720000,101.360001
"2022-04-12",102.769997,104.32,100.330002,100.559998,488400,100.559998
"2022-04-13",100.32,102.559998,99.690002,101.57,805800,101.57
"2022-04-14",102.25,102.330002,98.599998,98.709999,544200,98.709999
"2022-04-18",98.440002,100.129997,97,99.309998,549700,99.309998
"2022-04-19",99.379997,100.779999,98.82,99.919998,478700,99.919998
"2022-04-20",101.230003,104.959999,100.25,102.449997,1003600,102.449997
"2022-04-21",103.730003,105.660004,100.480003,101.449997,841700,101.449997
"2022-04-22",100.830002,102.529999,99.050003,99.120003,978500,99.120003
"2022-04-25",99.059998,101.059998,98.980003,99.900002,859400,99.900002
"2022-04-26",99.57,100.360001,96.93,97.879997,809600,97.879997
"2022-04-27",98.010002,100.099998,96.550003,97.620003,1378000,97.620003
"2022-04-28",116.190002,118.489998,109,114.389999,2684400,114.389999
"2022-04-29",114.099998,116.809998,112.07,114.209999,1469000,114.209999
"2022-05-02",113.989998,115.940002,111.75,114.870003,1128100,114.870003
"2022-05-03",114.620003,116.660004,114.040001,114.589996,1164800,114.589996
"2022-05-04",114.68,118.18,112.400002,118.010002,1107500,118.010002
"2022-05-05",116.440002,117.470001,111.019997,112.150002,897800,112.150002
"2022-05-06",111.580002,112,108.5,110.410004,702500,110.410004
"2022-05-09",108.580002,109.699997,105.699997,106.550003,942500,106.550003
"2022-05-10",108.510002,109.099998,104.169998,107.510002,886900,107.510002
"2022-05-11",107.029999,109.150002,102.470001,102.910004,954400,102.910004
"2022-05-12",101.709999,106.660004,101.510002,106.32,785000,106.32
"2022-05-13",107.440002,110.230003,106.419998,109.550003,1355600,109.550003
"2022-05-16",109.239998,109.699997,107.32,108.980003,524300,108.980003
"2022-05-17",111.300003,112.510002,108.190002,111.940002,649200,111.940002
"2022-05-18",110.540001,111.400002,107.07,107.419998,435300,107.419998
"2022-05-19",107.339996,110.980003,107.169998,109.510002,743400,109.510002
"2022-05-20",111.120003,113.589996,109.669998,113.419998,921200,113.419998
"2022-05-23",113.419998,113.480003,110.139999,112.959999,469300,112.959999
"2022-05-24",111.650002,112.010002,106.589996,108.669998,844300,108.669998
"2022-05-25",107.580002,110.75,106.18,109.360001,1193300,109.360001
"2022-05-26",109.669998,113.57,108.360001,112.160004,439300,112.160004
"2022-05-27",113.720001,119,113.720001,118.650002,693500,118.650002
"2022-05-31",117.669998,118.639999,116.059998,116.529999,977300,116.529999
"2022-06-01",117.129997,118.639999,114.629997,116.419998,571500,116.419998
"2022-06-02",116.220001,119.75,115.760002,119.699997,580200,119.699997
"2022-06-03",117.809998,119.07,116.660004,118.559998,497000,118.559998
"2022-06-06",120,120.580002,117.739998,118.470001,504200,118.470001
"2022-06-07",116.800003,118.730003,115.18,117.839996,605300,117.839996
"2022-06-08",117.43,118.690002,115.43,115.519997,521700,115.519997
"2022-06-09",114.290001,115.050003,112.970001,113.029999,582100,113.029999
"2022-06-10",110.860001,110.860001,109,109.089996,534300,109.089996
"2022-06-13",105.199997,106.190002,102.139999,102.440002,501900,102.440002
"2022-06-14",102.919998,103.360001,99.790001,99.889999,788200,99.889999
"2022-06-15",101.239998,105.43,100.660004,103.419998,837800,103.419998
"2022-06-16",100.650002,101.93,99.419998,100.279999,1089700,100.279999
"2022-06-17",100.169998,104.709999,100.150002,103.910004,1412600,103.910004
"2022-06-21",104.93,107.089996,104.07,106.139999,634800,106.139999
"2022-06-22",105.050003,107.040001,104.610001,105.339996,627100,105.339996
"2022-06-23",106.220001,108.690002,105.970001,108.510002,500700,108.510002
"2022-06-24",109.050003,112.610001,109.050003,112.440002,883800,112.440002
"2022-06-27",112.150002,112.599998,110.669998,112.190002,379400,112.190002
"2022-06-28",112.489998,112.980003,106.239998,106.389999,1069500,106.389999
"2022-06-29",106.629997,107.309998,104.510002,107.099998,775400,107.099998
