"","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"2020-10-22",74.904999,76.077499,74.805,75.567497,8463600,72.941277
"2020-10-23",75.775002,76.387497,75.410004,75.767502,5617200,73.134346
"2020-10-26",75.32,75.737503,74.394997,75.662498,5707600,73.032982
"2020-10-27",76.139999,76.43,75.019997,75.779999,4834200,73.146408
"2020-10-28",74.739998,76.050003,74.290001,74.459999,7508900,71.872292
"2020-10-29",74.379997,75.029999,72.940002,74.010002,7753100,71.43792
"2020-10-30",73.730003,74.349998,72.5,73.209999,8790500,70.665703
"2020-11-02",74.099998,75.449997,73.720001,75.129997,9233600,72.518982
"2020-11-03",76.050003,76.93,75.389999,76.019997,6887900,73.378052
"2020-11-04",74.510002,74.910004,73,73.32,12128800,70.771889
"2020-11-05",75.300003,76.25,74.489998,74.75,8644100,72.152206
"2020-11-06",75,76.059998,74.120003,75.720001,6076100,73.088486
"2020-11-09",81.089996,83.339996,75.349998,75.510002,12864500,72.885796
"2020-11-10",77.389999,77.529999,75.309998,75.989998,8649200,73.349106
"2020-11-11",76.510002,78.379997,76.209999,77.540001,6903300,74.845238
"2020-11-12",77.610001,77.900002,76.019997,76.669998,5901900,74.005478
"2020-11-13",77,77.730003,76.790001,77.190002,6235000,74.507408
"2020-11-16",78.199997,78.279999,76.32,77.75,7667600,75.047943
"2020-11-17",77.75,78.470001,76.389999,76.610001,5866300,73.947563
"2020-11-18",77.32,77.360001,75.769997,75.790001,6501900,73.156059
"2020-11-19",75.940002,76.019997,74.809998,75.129997,7392300,72.518982
"2020-11-20",75.279999,76.330002,75.25,75.550003,5891000,72.924393
"2020-11-23",76,76.019997,74.129997,74.57,7634600,71.97847
"2020-11-24",75.470001,75.660004,74.510002,74.980003,6699600,72.374207
"2020-11-25",74.669998,76.019997,74.489998,75.970001,6443100,73.673706
"2020-11-27",76.050003,76.129997,74.699997,75.129997,3669300,72.859085
"2020-11-30",75.300003,75.400002,73.25,73.589996,13120300,71.365639
"2020-12-01",74.120003,75.57,73.949997,74.150002,8099500,71.908722
"2020-12-02",74.139999,74.360001,72.910004,74.309998,5128800,72.063881
"2020-12-03",74.040001,74.550003,73.019997,73.349998,7660500,71.132904
"2020-12-04",73.120003,73.550003,71.940002,72.519997,7763800,70.327995
"2020-12-07",72.5,73.790001,72.400002,73.269997,6752200,71.055321
"2020-12-08",72.860001,74.290001,72.129997,73.68,8255400,71.452927
"2020-12-09",73.540001,73.900002,72.449997,73.669998,6683700,71.44323
"2020-12-10",73.790001,74.110001,72.989998,73.279999,6204600,71.06501
"2020-12-11",73.139999,73.889999,73.010002,73.800003,6022500,71.569298
"2020-12-14",74.400002,75.220001,73.5,73.550003,5759900,71.326859
"2020-12-15",73.660004,75.300003,73.290001,74.910004,6859400,72.645744
"2020-12-16",75.18,75.75,74.199997,74.440002,7787700,72.189949
"2020-12-17",75.059998,76.019997,74.839996,75.059998,9384200,72.791214
"2020-12-18",75.089996,75.540001,73.93,74.510002,13298300,72.257843
"2020-12-21",73.940002,74.550003,72.879997,74.400002,7251400,72.151169
"2020-12-22",74.440002,75.230003,73.879997,74.709999,5335300,72.45179
"2020-12-23",75.160004,75.550003,74.330002,74.330002,4626400,72.083282
"2020-12-24",74.449997,75.160004,74.160004,74.980003,1387500,72.713631
"2020-12-28",75.43,75.879997,75.040001,75.489998,3753700,73.208221
"2020-12-29",75.610001,75.870003,75.110001,75.330002,3774900,73.053055
"2020-12-30",75.629997,76.279999,75.510002,75.910004,3804800,73.615517
"2020-12-31",75.900002,77.190002,75.660004,77.150002,4119400,74.818047
"2021-01-04",77.209999,77.5,73.580002,74.220001,9388400,71.976601
"2021-01-05",74.510002,75.18,74.059998,74.769997,7339800,72.509972
"2021-01-06",76.650002,79.370003,75.599998,78.43,12155700,76.059349
"2021-01-07",79.900002,80.660004,78.889999,79.290001,8816000,76.893356
"2021-01-08",79.830002,81.209999,79.440002,81.129997,8376200,78.677742
"2021-01-11",80.980003,81,78.970001,79.690002,7064300,77.281265
"2021-01-12",79.650002,80.550003,78.540001,79.75,7669300,77.339462
"2021-01-13",80.599998,82.239998,80.160004,81.839996,8542600,79.366272
"2021-01-14",81.959999,82.739998,81.150002,82.529999,8899000,80.035416
"2021-01-15",82.440002,83.260002,81.949997,82.040001,10561600,79.560234
"2021-01-19",82.5,83.199997,81.760002,82.809998,8142700,80.306953
"2021-01-20",82.650002,85.029999,82.419998,84.050003,8576800,81.509483
"2021-01-21",84.25,84.75,83.650002,83.709999,9268600,81.179756
"2021-01-22",83.949997,84.550003,83.550003,84.209999,6371800,81.66465
"2021-01-25",84.120003,87.690002,84.099998,86.870003,13215600,84.244247
"2021-01-26",86.650002,87.260002,84.75,85.230003,12476900,82.653816
"2021-01-27",84.599998,84.800003,79.610001,80.190002,16893300,77.766144
"2021-01-28",80.669998,83.860001,80.050003,82.459999,8541300,79.967529
"2021-01-29",81.82,82.459999,80.220001,80.870003,13189700,78.425598
"2021-02-01",82.269997,83.139999,80.849998,81.699997,5589500,79.230499
"2021-02-02",82.110001,84.470001,82.050003,82.93,6645400,80.423332
"2021-02-03",83.449997,83.879997,82.910004,83.050003,5971200,80.539711
"2021-02-04",83.019997,83.550003,82.57,83,6398400,80.491219
"2021-02-05",83.379997,84.550003,83,83.599998,5745800,81.073082
"2021-02-08",84,84.730003,83.129997,83.400002,6792300,80.87912
"2021-02-09",83.559998,84.370003,83,83.830002,5008900,81.296135
"2021-02-10",84.949997,84.989998,83.449997,83.910004,6200800,81.373711
"2021-02-11",84,84.800003,83.620003,83.949997,4417200,81.412506
"2021-02-12",84.029999,84.169998,82.620003,83.129997,5787200,80.617279
"2021-02-16",83.290001,83.57,80.989998,81.190002,8312600,78.735924
"2021-02-17",80.830002,81.029999,79.620003,80.68,8598300,78.241341
"2021-02-18",80.830002,81.290001,79.940002,80.730003,5378900,78.289833
"2021-02-19",80.440002,80.580002,77.949997,78.099998,9660900,75.739319
"2021-02-22",77.800003,77.940002,74.550003,75.099998,13190300,72.830002
"2021-02-23",75,75,73.309998,74.709999,12719000,72.45179
"2021-02-24",74.830002,74.910004,73.330002,73.760002,12302200,71.53051
"2021-02-25",73.349998,74.339996,72.709999,74.059998,11747100,72.19828
"2021-02-26",74.129997,75.559998,73.470001,73.480003,12583200,71.632874
"2021-03-01",74.639999,76.910004,74.370003,75.910004,12272600,74.001778
"2021-03-02",76.629997,76.849998,75.449997,75.540001,8738500,73.641083
"2021-03-03",75.779999,75.93,72.089996,72.519997,11748900,70.697006
"2021-03-04",72.290001,73.059998,70.489998,71.290001,11998700,69.497917
"2021-03-05",71.610001,72,68.330002,70.699997,15509900,68.922745
"2021-03-08",71,72.440002,70.550003,70.860001,12479400,69.078735
"2021-03-09",72.410004,74.709999,72.32,74.019997,9363700,72.159294
"2021-03-10",73.809998,74.739998,72.690002,74.459999,8247200,72.588242
"2021-03-11",74.959999,75.550003,74.459999,74.860001,6602500,72.97818
"2021-03-12",75.18,76.010002,74.040001,75.669998,6113100,73.767822
"2021-03-15",75.489998,76.209999,75.040001,75.519997,7129200,73.621574
"2021-03-16",75.169998,76.339996,75.129997,75.379997,6512700,73.4851
"2021-03-17",75,75.190002,72.809998,72.959999,10343300,71.125931
"2021-03-18",73,73.010002,70.269997,71.129997,14198800,69.341934
"2021-03-19",71.18,72.629997,70.059998,70.839996,22806700,69.059219
"2021-03-22",70.760002,72.43,70.760002,71.690002,10057700,69.887871
"2021-03-23",71.580002,74.290001,71.57,74.019997,10723800,72.159294
"2021-03-24",73.43,73.660004,72.410004,72.830002,14537400,70.999214
"2021-03-25",73.110001,73.730003,72.470001,73.449997,6823600,71.603622
"2021-03-26",73.099998,74.129997,72.639999,74.059998,10106000,72.19828
"2021-03-29",74.110001,75.199997,73.690002,74.800003,8644500,72.919678
"2021-03-30",74.110001,74.559998,73.739998,74.220001,5964600,72.354263
"2021-03-31",74.540001,75.940002,74.43,75.610001,9430500,73.709328
"2021-04-01",75.5,76.379997,75.379997,75.769997,6548900,73.865303
"2021-04-05",76.540001,77.489998,76.540001,76.779999,7328400,74.849915
"2021-04-06",76.57,77.75,75.949997,77.559998,6570500,75.610298
"2021-04-07",77.610001,78.059998,76.779999,77.410004,6761600,75.464081
"2021-04-08",77.699997,78.410004,77.440002,77.760002,7454600,75.805283
"2021-04-09",77.900002,78.18,77.620003,77.940002,4969600,75.980751
"2021-04-12",77.779999,78.290001,77.209999,77.639999,6052900,75.688293
"2021-04-13",77.279999,79.199997,77.25,79.040001,6319000,77.053093
"2021-04-14",78.540001,79.230003,78.379997,79.129997,4478200,77.140839
"2021-04-15",79.209999,80.269997,79.019997,80.18,5012400,78.164444
"2021-04-16",80.730003,81.410004,80.25,80.940002,15124100,78.905334
"2021-04-19",81,81.370003,79.620003,79.790001,7658200,77.784241
"2021-04-20",79.660004,80.959999,79.629997,80.529999,7192100,78.505638
"2021-04-21",80.879997,81.18,77.690002,77.970001,8565100,76.010002
"2021-04-22",78.199997,79.300003,78.019997,78.32,8261700,76.351204
"2021-04-23",78.190002,78.629997,77.830002,78.239998,6034900,76.273209
"2021-04-26",78.389999,78.610001,77.540001,77.93,7425100,75.971008
"2021-04-27",77.93,78.150002,77.080002,77.279999,5871900,75.337334
"2021-04-28",77.25,77.449997,76.629997,77.089996,5522200,75.152122
"2021-04-29",77.099998,77.769997,76.660004,77.220001,5558700,75.278854
"2021-04-30",77.239998,77.639999,76.690002,77.510002,8024600,75.561562
"2021-05-03",77.830002,77.989998,76.519997,76.699997,6076000,74.771919
"2021-05-04",76.199997,76.410004,74.760002,75.690002,9178300,73.787308
"2021-05-05",75.760002,75.900002,73.400002,73.779999,10643200,71.925323
"2021-05-06",74,74.190002,73.309998,74.010002,7069200,72.149551
"2021-05-07",74.5,75.629997,74.5,74.529999,5677400,72.656471
"2021-05-10",74.339996,75.720001,74.260002,74.800003,6210400,72.919678
"2021-05-11",73.620003,74.150002,72.690002,74.07,10515100,72.208038
"2021-05-12",73.5,73.660004,71.5,71.540001,9093200,69.741638
"2021-05-13",72.150002,73.139999,71.68,72.629997,5469300,70.804237
"2021-05-14",73,73.650002,72.790001,73.120003,5446200,71.281921
"2021-05-17",73,73.160004,71.709999,71.900002,10369300,70.092583
"2021-05-18",71.75,72.669998,71.279999,72.290001,8195100,70.472778
"2021-05-19",71.610001,72.720001,71.199997,72.660004,8486600,70.833488
"2021-05-20",73.129997,74.769997,72.989998,74.290001,10798500,72.422508
"2021-05-21",74.580002,75.25,73.989998,74.440002,8689300,72.568733
"2021-05-24",74.769997,74.879997,73.919998,74.029999,6746900,72.169037
"2021-05-25",74.019997,74.019997,73.150002,73.370003,7440600,71.525635
"2021-05-26",73.400002,73.809998,73.050003,73.470001,7408800,71.623123
"2021-05-27",73.620003,73.809998,72.800003,73,10956100,71.164932
"2021-05-28",73.599998,74.230003,73.190002,73.220001,9177500,71.379402
"2021-06-01",73.400002,73.400002,72.040001,72.120003,9056100,70.678688
"2021-06-02",72.080002,73.169998,71.82,72.709999,6421000,71.256897
"2021-06-03",72.019997,72.980003,72.019997,72.370003,8871500,70.923698
"2021-06-04",72.68,72.889999,72.260002,72.339996,6586300,70.894287
"2021-06-07",72.57,72.949997,72.110001,72.470001,5988500,71.021698
"2021-06-08",72.919998,73.110001,71.709999,72.139999,5803000,70.698296
"2021-06-09",72.370003,72.900002,72.07,72.449997,6660400,71.002098
"2021-06-10",72.339996,73.550003,72.169998,73.510002,8203300,72.040916
"2021-06-11",73.599998,73.599998,72.919998,73.489998,4548400,72.021309
"2021-06-14",73.610001,73.940002,73.029999,73.309998,4991900,71.84491
"2021-06-15",73.419998,74.07,73.07,73.43,7770300,71.962524
"2021-06-16",74,74.589996,73.110001,73.300003,9646200,71.835114
"2021-06-17",73.339996,74.970001,73.019997,74.580002,10553800,73.089531
"2021-06-18",74.440002,74.919998,73.029999,73.279999,17539000,71.815514
"2021-06-21",73.690002,74.529999,72.620003,74.330002,6499700,72.844528
"2021-06-22",74.18,74.739998,74.080002,74.110001,5513100,72.628929
"2021-06-23",74.120003,74.309998,73.010002,73.349998,6079700,71.884109
"2021-06-24",73.480003,73.589996,72.589996,72.879997,7925200,71.423508
"2021-06-25",73.220001,73.959999,73.209999,73.860001,6676800,72.383919
"2021-06-28",74.769997,75.849998,74.629997,75.150002,8444300,73.64814
"2021-06-29",74.75,75.650002,74.029999,74.080002,6477400,72.599518
"2021-06-30",74.269997,74.489998,73.07,73.279999,8672600,71.815514
"2021-07-01",73.300003,74.480003,73.080002,74.190002,6423000,72.707329
"2021-07-02",74.330002,74.440002,73.720001,74.279999,4282300,72.795525
"2021-07-06",74.510002,75.169998,74.040001,75.129997,6957200,73.628532
"2021-07-07",75.260002,75.610001,74.849998,75.330002,5661800,73.824547
"2021-07-08",74.620003,76.019997,74.419998,75.129997,5881400,73.628532
"2021-07-09",75,75.419998,74.279999,74.989998,5592800,73.491333
"2021-07-12",75.199997,75.489998,74.379997,75.089996,5743500,73.589333
"2021-07-13",75.099998,75.760002,74.629997,74.860001,5165500,73.363937
"2021-07-14",75,76.169998,74.639999,75.699997,6956100,74.187149
"2021-07-15",75.660004,76.879997,75.190002,76.82,7638200,75.28476
"2021-07-16",76.870003,78.349998,76.870003,77.919998,9088000,76.362785
"2021-07-19",77.43,78.379997,76.019997,76.989998,9891800,75.451355
"2021-07-20",77.019997,77.699997,76.860001,77.169998,6562000,75.627762
"2021-07-21",77.169998,77.279999,75.809998,75.879997,8931900,74.363548
"2021-07-22",75.989998,76.650002,75.889999,76.120003,5534800,74.598763
"2021-07-23",76.529999,77.410004,75.919998,77.199997,4953500,75.657166
"2021-07-26",76.790001,77.139999,76.440002,76.910004,6014000,75.372971
"2021-07-27",76.879997,77.980003,76.110001,77.860001,7592100,76.303978
"2021-07-28",77.889999,78.330002,77.220001,77.849998,5177500,76.294182
"2021-07-29",78,78.400002,77.620003,78.160004,4141900,76.597992
"2021-07-30",77.980003,78.849998,77.739998,77.900002,5488900,76.343178
"2021-08-02",78.470001,78.910004,78.129997,78.809998,7520700,77.234993
"2021-08-03",78.75,79.849998,78.370003,79.419998,6249400,77.832802
"2021-08-04",79.360001,80,78.769997,79.870003,8050200,78.273811
"2021-08-05",79.790001,80.620003,79.529999,80.489998,6283700,78.881424
"2021-08-06",80.489998,81,80.059998,80.610001,4634300,78.999031
"2021-08-09",80.959999,81.139999,80.120003,80.559998,5621600,78.950012
"2021-08-10",80.68,80.809998,80.199997,80.529999,4506800,78.920624
"2021-08-11",81.139999,83.410004,80.970001,82.370003,9419300,80.723854
"2021-08-12",82.019997,83.129997,81.830002,83,6762800,81.341263
"2021-08-13",83.25,83.550003,82.830002,83.449997,3999500,81.782265
"2021-08-16",83.449997,84.43,83.150002,83.949997,8579700,82.272278
"2021-08-17",83.599998,84,83.120003,83.959999,5257000,82.282074
"2021-08-18",84.230003,84.959999,83.889999,84.419998,9511700,82.73288
"2021-08-19",83.970001,85.099998,83.919998,84.550003,6968000,82.860291
"2021-08-20",84.540001,86.43,84.019997,86.279999,7589700,84.55571
"2021-08-23",85.809998,86.080002,84.010002,84.400002,8837100,82.713287
"2021-08-24",84.230003,84.480003,83.410004,84.139999,5786100,82.458481
"2021-08-25",84.139999,84.860001,83.580002,84.529999,5930000,82.840675
"2021-08-26",84.110001,84.190002,83.669998,83.809998,5294000,82.510872
"2021-08-27",83.940002,84.190002,83.339996,83.410004,5974200,82.117081
"2021-08-30",83.260002,84.25,83.010002,83.949997,6001700,82.648705
"2021-08-31",83.82,84.440002,83.510002,83.989998,6844000,82.68808
"2021-09-01",84.150002,85.760002,84.059998,85.339996,5862300,84.017151
"2021-09-02",85.419998,86.510002,85.419998,86.480003,5214000,85.139488
"2021-09-03",85.760002,86.309998,85.379997,85.690002,4621100,84.36174
"2021-09-07",85.440002,85.489998,84.470001,85.029999,6791300,83.71196
"2021-09-08",85.120003,86.970001,84.790001,86.440002,6230100,85.100113
"2021-09-09",86.290001,86.669998,85.75,85.839996,4108300,84.509399
"2021-09-10",85.970001,85.970001,84.599998,84.93,5508000,83.613503
"2021-09-13",85.889999,85.940002,84.389999,84.580002,6498800,83.268944
"2021-09-14",84.790001,85.190002,84.449997,84.639999,4658200,83.328011
"2021-09-15",84.330002,85.139999,84.059998,84.610001,5707000,83.29847
"2021-09-16",84.480003,84.970001,83.660004,84,5380600,82.697929
"2021-09-17",83.400002,83.93,81.550003,81.639999,15390400,80.374512
"2021-09-20",81.540001,82.540001,80.660004,81.690002,8994100,80.423737
"2021-09-21",81.93,82.860001,81.730003,81.919998,6450700,80.650169
"2021-09-22",82.089996,82.910004,81.57,81.900002,5662200,80.630486
"2021-09-23",82.18,82.379997,81.139999,81.269997,6414300,80.010246
"2021-09-24",81.239998,81.730003,80.489998,80.699997,6113800,79.449081
"2021-09-27",80.010002,80.790001,78.550003,78.760002,8600900,77.539154
"2021-09-28",78.480003,78.589996,77.010002,77.269997,9257400,76.072243
"2021-09-29",77.620003,79.029999,77.449997,78.349998,7496100,77.135513
"2021-09-30",78.839996,79.410004,77.900002,78.519997,10186800,77.302872
"2021-10-01",79.019997,79.589996,78.019997,79.209999,7961100,77.982178
"2021-10-04",79.050003,79.919998,78.510002,79.360001,6027800,78.129845
"2021-10-05",79.43,79.900002,79.089996,79.480003,5434600,78.247993
"2021-10-06",79.260002,81.290001,78.650002,81.18,6876200,79.921638
"2021-10-07",81.480003,82.610001,80.790001,80.919998,5753200,79.665665
"2021-10-08",81.010002,81.029999,80.150002,80.209999,3592900,78.966675
"2021-10-11",79.199997,79.360001,77.739998,77.830002,8798700,76.623566
"2021-10-12",78.099998,79.18,77.57,78.870003,7791200,77.647453
"2021-10-13",79.040001,80.360001,78.589996,80.190002,6260100,78.946983
"2021-10-14",80.360001,81.849998,80.209999,81.459999,6486000,80.197296
"2021-10-15",81.940002,82.449997,81.199997,81.669998,14634200,80.404045
"2021-10-18",81.339996,81.660004,80.760002,80.989998,4942100,79.734581
"2021-10-19",81.720001,82.150002,81.220001,82.029999,5717500,80.758461
"2021-10-20",82.75,84.660004,82.379997,83.919998,6942600,82.619164
"2021-10-21",84.209999,84.699997,83.720001,83.809998,4945000,82.510872
"2021-10-22",83.970001,84.589996,83.739998,84.419998,4732400,83.111412
"2021-10-25",84.400002,84.809998,83.93,84.290001,3987300,82.983429
"2021-10-26",84.410004,86.279999,84.370003,85.470001,6969100,84.145142
"2021-10-27",86.010002,86.349998,84.760002,85.010002,4356900,83.692276
"2021-10-28",84.919998,86.489998,84.730003,86.419998,6568400,85.080406
"2021-10-29",86.169998,86.459999,84.940002,85.330002,7792600,84.007309
"2021-11-01",85.440002,85.82,84.93,85.589996,5135200,84.263275
"2021-11-02",85.849998,86.239998,84.389999,85.419998,7266400,84.095909
"2021-11-03",85.669998,85.800003,84.239998,85.239998,5723200,83.918701
"2021-11-04",85.160004,85.389999,83.169998,84.760002,6594000,83.446144
"2021-11-05",84.75,85.709999,84.32,85.529999,4885400,84.204208
"2021-11-08",85.529999,85.599998,84.040001,84.589996,5391000,83.278778
"2021-11-09",84.690002,85.169998,84.360001,84.940002,3917600,83.62336
"2021-11-10",84.940002,85.370003,84.510002,85.199997,5192700,83.879318
"2021-11-11",85.470001,85.5,84.57,85.370003,5370200,84.0467
"2021-11-12",85.370003,86.669998,85.029999,86.309998,6467100,84.972115
"2021-11-15",86.910004,87.349998,86.470001,87.339996,5543000,85.986145
"2021-11-16",87.07,87.419998,86.669998,86.980003,5497200,85.631737
"2021-11-17",86.830002,87.879997,86.410004,87.779999,6203100,86.419334
"2021-11-18",87.720001,87.879997,86.82,87.599998,5537400,86.242126
"2021-11-19",88,88.830002,87,88.309998,6765100,86.941116
"2021-11-22",88.150002,88.419998,87.330002,87.360001,5214500,86.005844
"2021-11-23",87.099998,87.900002,86.529999,87.309998,7408000,85.956612
"2021-11-24",86.610001,87.300003,86.190002,87.209999,4553900,86.238441
"2021-11-26",86.919998,87.449997,85.860001,86.089996,4340700,85.13092
"2021-11-29",87.220001,88.919998,86.550003,88.660004,8712500,87.672287
"2021-11-30",88.050003,88.949997,86.419998,86.779999,16328300,85.813232
"2021-12-01",87,89.68,87,87.839996,10062800,86.86142
"2021-12-02",87.949997,89.519997,87.610001,88.620003,8303500,87.632736
"2021-12-03",89.150002,89.150002,86.019997,88.029999,11191000,87.049301
"2021-12-06",88.07,89.75,87.879997,89.150002,8946400,88.156837
"2021-12-07",89.529999,90.550003,88.940002,90.410004,7909700,89.402794
"2021-12-08",90.699997,90.919998,89.589996,90.32,5356500,89.313797
"2021-12-09",90.5,90.5,89.510002,89.910004,5731200,88.908363
"2021-12-10",90.010002,90.900002,89.800003,90.279999,4996700,89.274239
"2021-12-13",90.260002,92.120003,90.139999,91.739998,6446500,90.717972
"2021-12-14",91.230003,91.650002,89.449997,90.029999,11022600,89.027023
"2021-12-15",90.290001,92.059998,89.580002,92,9590000,90.975082
"2021-12-16",91.620003,92.699997,91.519997,92.230003,7623300,91.202522
"2021-12-17",92,92.360001,90.739998,90.940002,15335400,89.926888
"2021-12-20",89.800003,90.080002,88.510002,89.940002,10167700,88.938026
"2021-12-21",90.650002,91.339996,89.360001,90.449997,6287900,89.442345
"2021-12-22",90.239998,90.879997,89.889999,90.800003,4142900,89.788445
"2021-12-23",90.68,91.309998,90.400002,90.699997,5845600,89.68956
"2021-12-27",90.849998,91.349998,90.629997,91.32,5410300,90.302658
"2021-12-28",91.660004,92.190002,91.510002,91.879997,3096400,90.856415
"2021-12-29",91.949997,92.260002,91.589996,91.989998,2945400,90.965187
"2021-12-30",92.230003,92.910004,91.809998,92.769997,3716300,91.736496
"2021-12-31",92.580002,93.730003,92.5,93.360001,4811800,92.319931
"2022-01-03",93.419998,93.650002,90.540001,91.660004,7864400,90.63887
"2022-01-04",91.650002,91.93,90.620003,90.68,8379100,89.669785
"2022-01-05",90.279999,91.5,89.68,89.730003,6722300,88.73037
