"","SNPS.Open","SNPS.High","SNPS.Low","SNPS.Close","SNPS.Volume","SNPS.Adjusted"
"2021-05-17",236.5,238.899994,233.5,236,1265200,236
"2021-05-18",237.330002,239.970001,234.630005,235.029999,999200,235.029999
"2021-05-19",229.729996,237.740005,229.039993,237.360001,992300,237.360001
"2021-05-20",238.5,246.380005,238.5,244.710007,1616600,244.710007
"2021-05-21",247.009995,248.289993,240.759995,242,1106700,242
"2021-05-24",245,249.580002,244,248.580002,959400,248.580002
"2021-05-25",249.779999,256.059998,249.050003,255.830002,1181600,255.830002
"2021-05-26",257.98999,259.130005,253.25,254.279999,1038800,254.279999
"2021-05-27",253.869995,256.170013,251.75,254.619995,1219500,254.619995
"2021-05-28",256.859985,257.529999,253.559998,254.339996,807200,254.339996
"2021-06-01",253.919998,255.809998,250.809998,253.820007,866900,253.820007
"2021-06-02",255.360001,256.850006,252.240005,253.050003,672600,253.050003
"2021-06-03",249.509995,252.600006,247.869995,250.589996,662700,250.589996
"2021-06-04",251.949997,256.25,251.860001,255.880005,454900,255.880005
"2021-06-07",255.110001,255.25,250.759995,252.589996,470000,252.589996
"2021-06-08",256.299988,256.910004,254.449997,254.990005,595600,254.990005
"2021-06-09",256.529999,258.570007,255.119995,256.059998,467600,256.059998
"2021-06-10",256.369995,262.420013,255.300003,262.070007,790600,262.070007
"2021-06-11",261.619995,264,260.859985,263.070007,492900,263.070007
"2021-06-14",263.140015,266.5,261.950012,266.48999,528000,266.48999
"2021-06-15",266.48999,267.220001,263.730011,264.089996,660300,264.089996
"2021-06-16",264.399994,266.420013,258.179993,261.410004,861600,261.410004
"2021-06-17",261.299988,266.619995,257.679993,265.140015,861700,265.140015
"2021-06-18",266.320007,268.51001,263.359985,265.859985,1376700,265.859985
"2021-06-21",265.290009,267.390015,262.579987,264.799988,862000,264.799988
"2021-06-22",265.130005,268.910004,264.320007,268.459991,499300,268.459991
"2021-06-23",268.609985,270.579987,267.51001,268.859985,543200,268.859985
"2021-06-24",272.200012,274.309998,271.519989,273.799988,802400,273.799988
"2021-06-25",273.450012,275.290009,267.540009,268.970001,2959100,268.970001
"2021-06-28",270.950012,274.790009,270.190002,274.029999,960800,274.029999
"2021-06-29",271.579987,276.279999,270.679993,276.179993,474200,276.179993
"2021-06-30",276.23999,277.529999,274.019989,275.790009,859400,275.790009
"2021-07-01",276.609985,278.100006,274.890015,277.109985,1011500,277.109985
"2021-07-02",279,280.959991,278.890015,279.160004,535900,279.160004
"2021-07-06",279.950012,281.190002,275.950012,279.290009,686200,279.290009
"2021-07-07",281.290009,282.459991,276.820007,279.859985,544000,279.859985
"2021-07-08",276.660004,280.029999,275.359985,278.859985,867300,278.859985
"2021-07-09",278.929993,281.339996,276.329987,280.75,478500,280.75
"2021-07-12",282.029999,283.089996,277.73999,278.559998,458200,278.559998
"2021-07-13",278.5,279.540009,276.970001,278.089996,595000,278.089996
"2021-07-14",279.720001,281.119995,277.640015,279.079987,753400,279.079987
"2021-07-15",280.059998,280.059998,276.190002,277.679993,716500,277.679993
"2021-07-16",277.5,279.769989,276.200012,276.559998,458000,276.559998
"2021-07-19",273.880005,275.059998,272.179993,274.480011,819400,274.480011
"2021-07-20",275.25,279.619995,273.279999,277.890015,893500,277.890015
"2021-07-21",277.730011,278.26001,274.880005,278.220001,889500,278.220001
"2021-07-22",278.899994,282.220001,278.059998,281.600006,558600,281.600006
"2021-07-23",282.940002,286.109985,281.48999,285.070007,401400,285.070007
"2021-07-26",284.350006,286.029999,282.910004,283.890015,498700,283.890015
"2021-07-27",283.950012,284.109985,277.220001,281.160004,531600,281.160004
"2021-07-28",282.369995,284.48999,281.839996,283.690002,526100,283.690002
"2021-07-29",283.519989,287.339996,283.5,285.529999,359300,285.529999
"2021-07-30",284.079987,288.350006,283.559998,287.98999,523000,287.98999
"2021-08-02",289.820007,290.899994,286.450012,287.609985,477000,287.609985
"2021-08-03",288.200012,290.23999,286.01001,289.200012,406200,289.200012
"2021-08-04",289.779999,292.540009,287.929993,291.48999,418100,291.48999
"2021-08-05",292.089996,293.369995,290.25,293.200012,358200,293.200012
"2021-08-06",292.329987,293.470001,289.600006,292.429993,401400,292.429993
"2021-08-09",293.790009,293.929993,290.709991,291.399994,384800,291.399994
"2021-08-10",292.820007,293.390015,286.640015,288.25,432800,288.25
"2021-08-11",290.040009,290.779999,287.850006,288.950012,372800,288.950012
"2021-08-12",288.890015,292.700012,287.630005,292.190002,506500,292.190002
"2021-08-13",292.559998,295.75,291.619995,293.119995,806500,293.119995
"2021-08-16",292.48999,294.589996,290.769989,294.420013,715000,294.420013
"2021-08-17",292.049988,293.75,288.119995,291.619995,746000,291.619995
"2021-08-18",288.950012,294.5,288.950012,290.630005,877100,290.630005
"2021-08-19",302.600006,317.959991,302.109985,315.98999,2489800,315.98999
"2021-08-20",315.339996,317.670013,310.540009,316.880005,1322100,316.880005
"2021-08-23",316.429993,321.619995,315.059998,320.920013,726400,320.920013
"2021-08-24",322.209991,325.079987,321.170013,324.950012,627700,324.950012
"2021-08-25",324.350006,327.579987,323.869995,325.01001,521600,325.01001
"2021-08-26",324.769989,327.619995,322.880005,326.51001,823000,326.51001
"2021-08-27",327,333.459991,327,331.809998,512400,331.809998
"2021-08-30",331.940002,334.769989,331.940002,334.279999,452100,334.279999
"2021-08-31",335.01001,335.01001,330.809998,332.23999,830400,332.23999
"2021-09-01",331.690002,335,331.459991,333.630005,693400,333.630005
"2021-09-02",334.920013,338.119995,334.529999,337.73999,706900,337.73999
"2021-09-03",337.040009,340.660004,335.920013,336.640015,732500,336.640015
"2021-09-07",336.5,338,331.769989,336.320007,655300,336.320007
"2021-09-08",335.799988,338.679993,333.859985,336.589996,448600,336.589996
"2021-09-09",336.390015,336.809998,332.600006,333.549988,523200,333.549988
"2021-09-10",335.579987,336.779999,332.079987,332.48999,491600,332.48999
"2021-09-13",334.48999,336.529999,327.519989,331.589996,534700,331.589996
"2021-09-14",332.75,334.070007,330.399994,332.589996,613800,332.589996
"2021-09-15",333,336.640015,331.73999,336.089996,587100,336.089996
"2021-09-16",335.5,336.850006,333.200012,335.380005,738600,335.380005
"2021-09-17",329.059998,331.329987,319.829987,325.540009,2041600,325.540009
"2021-09-20",321.670013,324,317.440002,321.299988,909800,321.299988
"2021-09-21",323.359985,323.609985,317.700012,317.899994,933900,317.899994
"2021-09-22",319,321.920013,314.029999,320.519989,840600,320.519989
"2021-09-23",322.459991,324.790009,320.470001,322.880005,441600,322.880005
"2021-09-24",320.589996,322.589996,318.190002,321.940002,370100,321.940002
"2021-09-27",318.070007,318.950012,312.380005,313.399994,610600,313.399994
"2021-09-28",307.359985,308.959991,299.640015,301.929993,1005900,301.929993
"2021-09-29",303.220001,305.589996,301.149994,302.619995,682000,302.619995
"2021-09-30",305,306.730011,298.309998,299.410004,721200,299.410004
"2021-10-01",299.410004,303.950012,295.850006,302.48999,623400,302.48999
"2021-10-04",299.450012,300.350006,287.019989,289.25,893900,289.25
"2021-10-05",291.309998,295.339996,289.359985,293.350006,714500,293.350006
"2021-10-06",290,294.829987,288.820007,294.570007,707700,294.570007
"2021-10-07",298.23999,302.100006,297.299988,298.369995,760500,298.369995
"2021-10-08",299.149994,299.290009,291.01001,291.660004,635000,291.660004
"2021-10-11",290.630005,293.76001,288.529999,288.73999,356400,288.73999
"2021-10-12",291.350006,295,290.459991,292.040009,576400,292.040009
"2021-10-13",295.799988,299.480011,295.390015,296.299988,616200,296.299988
"2021-10-14",301.130005,306.230011,300.540009,304.829987,598900,304.829987
"2021-10-15",305.630005,306.660004,304.140015,306.26001,418500,306.26001
"2021-10-18",305.200012,307.459991,303.899994,307.220001,420200,307.220001
"2021-10-19",308.309998,312.019989,307.25,311,513400,311
"2021-10-20",314,316.440002,312.679993,315.5,562800,315.5
"2021-10-21",315.700012,322.209991,314.209991,321.01001,625500,321.01001
"2021-10-22",322.589996,326.940002,320.5,321.119995,520200,321.119995
"2021-10-25",321.5,325.420013,321.130005,324,427900,324
"2021-10-26",326,332.399994,325.549988,328.029999,665500,328.029999
"2021-10-27",327.470001,328.559998,318.859985,319.130005,822500,319.130005
"2021-10-28",320.549988,327.079987,320.549988,326.779999,554100,326.779999
"2021-10-29",325.630005,333.640015,325.390015,333.179993,578500,333.179993
"2021-11-01",333.450012,335.730011,329.299988,329.839996,547700,329.839996
"2021-11-02",330.910004,334.600006,329.829987,333.190002,532300,333.190002
"2021-11-03",333.299988,334.040009,328.269989,333.410004,460600,333.410004
"2021-11-04",333.839996,341.850006,331.380005,341.720001,634200,341.720001
"2021-11-05",343.369995,345.119995,340.51001,340.75,515700,340.75
"2021-11-08",341.73999,344.119995,338.609985,342.910004,370400,342.910004
"2021-11-09",343.480011,348.390015,341.910004,348.26001,703600,348.26001
"2021-11-10",347.029999,348.850006,337.019989,337.660004,562100,337.660004
"2021-11-11",341.179993,344.019989,339.309998,340.359985,391800,340.359985
"2021-11-12",341.209991,347.089996,340.339996,347.01001,803100,347.01001
"2021-11-15",349.359985,349.359985,343.320007,345.75,459100,345.75
"2021-11-16",344.929993,354.630005,344.480011,353.459991,433700,353.459991
"2021-11-17",355,356.040009,350.670013,353.920013,348400,353.920013
"2021-11-18",355,355.01001,350.220001,352.089996,401500,352.089996
"2021-11-19",355.25,359.640015,354.950012,357.950012,572000,357.950012
"2021-11-22",360,361.220001,347.540009,347.970001,632700,347.970001
"2021-11-23",346.769989,351.869995,339,344.660004,621100,344.660004
"2021-11-24",341.230011,349.649994,337.019989,349.209991,753700,349.209991
"2021-11-26",348.589996,353.869995,340.119995,342.160004,413700,342.160004
"2021-11-29",349.75,357.579987,346.579987,355.869995,740600,355.869995
"2021-11-30",355.98999,355.98999,340.51001,341,1321500,341
"2021-12-01",344.73999,348.5,334.100006,334.75,1167400,334.75
"2021-12-02",354.799988,365.380005,345.100006,349.670013,1590500,349.670013
"2021-12-03",350.200012,352.130005,339.100006,344.559998,1098800,344.559998
"2021-12-06",343.779999,346.470001,334.109985,345.450012,935000,345.450012
"2021-12-07",352.160004,359.640015,352.01001,356.200012,1223200,356.200012
"2021-12-08",357.440002,365.160004,353.200012,364.359985,624800,364.359985
"2021-12-09",361.549988,364.609985,354.26001,354.480011,538100,354.480011
"2021-12-10",358.679993,362.779999,355.76001,362.339996,882300,362.339996
"2021-12-13",362.589996,365.179993,360.570007,362.230011,743500,362.230011
"2021-12-14",354.970001,357.880005,341.929993,345.929993,940300,345.929993
"2021-12-15",347.019989,362,345.869995,361.299988,1248000,361.299988
"2021-12-16",363.079987,365.839996,351.799988,352.920013,890900,352.920013
"2021-12-17",346.720001,355,342.200012,348.040009,2166100,348.040009
"2021-12-20",341.980011,346.929993,340,346.109985,731500,346.109985
"2021-12-21",349.570007,359.75,344.570007,359.070007,810200,359.070007
"2021-12-22",359.070007,365.329987,358.040009,364.829987,474600,364.829987
"2021-12-23",364.369995,368.890015,363.75,366.149994,407900,366.149994
"2021-12-27",368.369995,375.720001,368.359985,375.589996,893900,375.589996
"2021-12-28",376.920013,377.600006,369.980011,372.149994,471800,372.149994
"2021-12-29",372.049988,374.480011,368.369995,373.440002,530900,373.440002
"2021-12-30",374.160004,375,370.190002,370.809998,386900,370.809998
"2021-12-31",370.480011,370.480011,367.029999,368.5,654700,368.5
"2022-01-03",367.130005,371.730011,358.640015,361.100006,674800,361.100006
"2022-01-04",360.100006,361.459991,345.410004,352.98999,895200,352.98999
"2022-01-05",349.950012,354.869995,339.279999,339.769989,968400,339.769989
"2022-01-06",336.5,348.429993,335.200012,344.970001,977100,344.970001
"2022-01-07",341.670013,345.059998,330.109985,330.359985,902200,330.359985
"2022-01-10",322.769989,330.149994,318.769989,329.630005,986900,329.630005
"2022-01-11",326.540009,342.329987,326.540009,340.380005,1068500,340.380005
"2022-01-12",343.929993,346.790009,335.890015,338.589996,781500,338.589996
"2022-01-13",340.420013,342.869995,326.450012,327.51001,803300,327.51001
"2022-01-14",324.570007,330.290009,321.920013,326.160004,651300,326.160004
"2022-01-18",318.220001,320.399994,312.01001,313.480011,878000,313.480011
