"","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
"2021-01-20",79.437019,79.723282,78.501907,78.683205,11097901,74.645645
"2021-01-21",78.062981,78.530533,77.251907,77.46183,9043716,73.486931
"2021-01-22",77.185112,77.700378,77.061066,77.270988,9436926,73.305885
"2021-01-25",77.013359,77.471375,76.393127,77.433205,9957677,73.459785
"2021-01-26",77.433205,77.433205,76.459923,76.574425,7748283,72.645065
"2021-01-27",76.202293,76.402672,73.32061,73.540077,16230376,69.766426
"2021-01-28",73.549622,74.914124,73.540077,74.351143,12972039,70.535881
"2021-01-29",74.417938,74.780533,72.89122,73.540077,10671470,69.766426
"2021-02-01",74.417938,74.742363,73.797707,73.816795,8224599,70.028946
"2021-02-02",74.227097,75.305344,74.14122,74.208015,9866710,70.400093
"2021-02-03",74.083969,74.57061,73.616409,73.778625,10034810,69.992729
"2021-02-04",73.444656,73.482826,72.080154,72.547707,18867563,68.824974
"2021-02-05",72.92939,73.454201,71.956108,72.328247,13901825,68.616776
"2021-02-08",72.375954,72.700378,71.240456,71.60305,16718534,67.928795
"2021-02-09",71.660301,71.727097,70.954201,71.60305,13484616,67.928795
"2021-02-10",71.870232,71.927483,71.125954,71.459923,11721566,67.793007
"2021-02-11",71.383591,71.660301,70.830154,71.316795,8780982,67.657227
"2021-02-12",71.297707,71.669846,71.125954,71.564888,6738116,67.892593
"2021-02-16",71.917938,71.975189,70.658394,70.849236,9734453,67.213676
"2021-02-17",71.049622,72.57634,70.963737,72.080154,13876463,68.381424
"2021-02-18",71.822517,72.404579,71.60305,71.956108,10004627,68.263733
"2021-02-19",71.984734,72.051529,70.85878,70.906487,12388198,67.267975
"2021-02-22",71.087784,71.622139,70.35305,71.498093,8612464,67.829224
"2021-02-23",71.841606,72.480919,71.049622,71.125954,10900458,67.476181
"2021-02-24",71.374046,71.822517,70.982826,71.154579,9838834,67.503334
"2021-02-25",70.811066,71.564888,70.687019,71.202293,10906955,67.548607
"2021-02-26",71.030533,71.28817,69.21756,69.293892,17644862,65.738129
"2021-03-01",69.856873,70.028625,68.874046,69.064888,12594864,65.520882
"2021-03-02",69.503815,70.124046,69.083969,69.513359,16047290,65.946335
"2021-03-03",69.484734,70.35305,69.10305,69.942749,13939972,66.353691
"2021-03-04",69.828247,69.96183,68.435112,68.864502,15975188,65.330772
"2021-03-05",69.188934,70.047707,68.71183,69.780533,12241164,66.199791
"2021-03-08",70.963737,72.099236,70.03817,70.772903,15391347,67.141251
"2021-03-09",71.145035,72.003815,70.734734,70.744278,14189920,67.11409
"2021-03-10",71.335876,71.784348,70.706108,71.335876,12827310,67.675331
"2021-03-11",71.459923,71.908394,71.17366,71.21183,13205324,67.557663
"2021-03-12",70.639313,71.459923,70.601143,71.183205,11493940,68.123825
"2021-03-15",72.041985,73.053436,71.64122,72.738548,17999295,69.61232
"2021-03-16",72.662216,73.635498,72.652672,73.291985,15697887,70.141975
"2021-03-17",73.215652,73.950378,72.490456,73.759544,17533878,70.589439
"2021-03-18",73.721375,74.60878,73.67366,73.730919,14274179,70.562042
"2021-03-19",73.71183,74.666031,72.53817,73.959923,58225203,70.781212
"2021-03-22",72.328247,74.427483,72.080154,73.959923,11352879,70.781212
"2021-03-23",73.559158,73.778625,72.547707,72.776718,11651245,69.648857
"2021-03-24",72.585876,73.167938,72.433205,72.748093,9135416,69.62146
"2021-03-25",72.919846,73.101143,71.860687,72.585876,10700918,69.466217
"2021-03-26",72.662216,73.921753,72.375954,73.845421,10389767,70.671631
"2021-03-29",73.778625,74.952293,73.635498,74.713737,11448562,71.502625
"2021-03-30",74.427483,74.503815,73.272903,73.435112,10123366,70.278946
"2021-03-31",73.568703,74.131676,73.129768,73.559158,13598219,70.397667
"2021-04-01",73.625954,73.912216,73.301529,73.559158,9121373,70.397667
"2021-04-05",73.969467,74.341606,73.263359,73.473282,9828144,70.315468
"2021-04-06",73.387405,73.416031,72.175575,72.318703,13394698,69.210518
"2021-04-07",72.595421,72.900764,72.251907,72.633591,8970566,69.511879
"2021-04-08",72.595421,72.900764,71.832062,72.03244,12007984,68.936562
"2021-04-09",72.051529,72.881676,71.975189,72.814888,8177439,69.685387
"2021-04-12",72.872139,73.091606,72.5,72.729012,9970672,69.603195
"2021-04-13",72.490456,73.244278,72.395035,72.92939,8627346,69.794968
"2021-04-14",72.805344,73.272903,72.53817,72.900764,8415545,69.767563
"2021-04-15",72.566795,73.78817,72.566795,73.148857,14541734,70.005005
"2021-04-16",73.71183,74.188934,73.301529,73.921753,12512806,70.744682
"2021-04-19",74.14122,74.227097,73.444656,74.10305,8536903,70.918182
"2021-04-20",74.122139,75.515266,74.122139,74.971375,11009345,71.749184
"2021-04-21",75.314888,75.849236,75.066795,75.601143,11817248,72.351891
"2021-04-22",75.381676,75.438934,74.007637,74.389313,13330560,71.192139
"2021-04-23",74.293892,74.618324,73.912216,74.312981,8598840,71.11908
"2021-04-26",74.293892,74.341606,73.759544,73.979012,7834219,70.799477
"2021-04-27",73.874046,74.370232,73.683205,73.816795,9095802,70.644226
"2021-04-28",74.055344,74.456108,73.339699,73.559158,11628398,70.397667
"2021-04-29",72.041985,72.270988,69.513359,70.305344,30602753,67.283699
"2021-04-30",70.209923,71.64122,70.114502,71.087784,18052114,68.032516
"2021-05-03",70.85878,72.53817,70.82061,72.5,12543302,69.384033
"2021-05-04",72.595421,72.96756,72.07061,72.509544,10418587,69.393166
"2021-05-05",72.614502,74.169846,72.270988,74.14122,16795143,70.954704
"2021-05-06",73.893127,74.293892,73.177483,74.21756,12871641,71.027771
"2021-05-07",74.437019,75.057251,74.322517,74.818703,12237496,71.603081
"2021-05-10",75.209923,75.553436,74.580154,74.589699,10939758,71.383904
"2021-05-11",74.265266,75.057251,73.616409,73.912216,12148102,70.73555
"2021-05-12",74.150764,74.933205,73.759544,74.427483,13379711,71.228676
"2021-05-13",74.322517,75.372139,74.083969,75.085876,10830451,71.858765
"2021-05-14",75.438934,75.524811,74.637405,74.704201,8273122,71.493492
"2021-05-17",75.066795,76.498093,74.990456,76.21183,12532508,72.936325
"2021-05-18",75.706108,76.145035,75.276718,75.744278,7943106,72.488869
"2021-05-19",75.314888,75.763359,74.379768,75.725189,9132796,72.470604
"2021-05-20",75.314888,76.32634,75.286263,76.011452,7345222,72.744553
"2021-05-21",76.269081,76.660301,75.458015,75.553436,10863987,72.306229
"2021-05-24",75.887405,76.001907,75.343513,75.410301,8737910,72.16925
"2021-05-25",75.381676,75.620232,73.912216,73.950378,14331714,70.772072
"2021-05-26",73.998093,74.208015,73.444656,73.692749,9686454,70.525513
"2021-05-27",73.950378,74.045799,72.404579,72.442749,17675149,69.329231
"2021-05-28",72.53817,72.900764,72.328247,72.414124,13969735,69.301842
"2021-06-01",72.57634,72.652672,71.593513,71.736641,15798914,68.653465
"2021-06-02",71.860687,72.604965,71.822517,72.395035,11830453,69.283577
"2021-06-03",73.220001,74,72.900002,73.910004,15974400,70.733437
"2021-06-04",74.199997,74.480003,73.900002,74.110001,12728500,70.924835
"2021-06-07",74.139999,74.199997,72.779999,72.800003,16794400,69.671143
"2021-06-08",72.949997,73.169998,72.080002,72.400002,13657700,69.288322
"2021-06-09",73,74.300003,72.949997,74.040001,12258700,70.857834
"2021-06-10",75.230003,76.470001,74.739998,76.139999,17236700,72.867584
"2021-06-11",76.709999,76.860001,75.610001,76.269997,13928400,72.991997
"2021-06-14",75.739998,75.800003,74.879997,75.449997,7841400,72.827911
"2021-06-15",75.5,75.769997,74.720001,75.699997,14185700,73.069214
"2021-06-16",76.220001,77.550003,76.190002,76.610001,17576900,73.947586
"2021-06-17",76.339996,77.470001,75.989998,77.230003,14233200,74.546043
"2021-06-18",76.739998,77.220001,76.160004,76.610001,19351900,73.947586
"2021-06-21",76.889999,77.290001,76.550003,76.75,10880800,74.082726
"2021-06-22",76.589996,76.739998,76.010002,76.190002,10957500,73.542183
"2021-06-23",75.849998,76.260002,75.550003,75.580002,9539100,72.953392
"2021-06-24",75.730003,76.639999,75.730003,76.360001,8601900,73.706284
"2021-06-25",76.059998,77.970001,76.050003,77.199997,50285200,74.517082
"2021-06-28",77.25,77.739998,76.790001,76.860001,8796200,74.188904
"2021-06-29",77,77.330002,76.82,77.209999,7696600,74.526741
"2021-06-30",77.400002,78.089996,77.230003,77.769997,13811900,75.067276
"2021-07-01",77.650002,78.150002,77.510002,77.989998,9212000,75.279633
"2021-07-02",78.040001,78.769997,77.760002,78.599998,7668000,75.868431
"2021-07-06",78.139999,78.349998,77.559998,78.110001,6720500,75.395462
"2021-07-07",78.410004,78.610001,78.129997,78.559998,8275100,75.829819
"2021-07-08",77.769997,78.300003,77.309998,78.120003,8400400,75.405121
"2021-07-09",78.419998,78.690002,77.940002,77.989998,6006500,75.279633
"2021-07-12",77.550003,78.43,77.389999,77.550003,11087900,74.854927
"2021-07-13",77.400002,77.769997,77.239998,77.610001,6465800,74.912834
"2021-07-14",77.599998,77.720001,76.879997,77.620003,7163200,74.922501
"2021-07-15",77.620003,78.040001,77.209999,77.900002,7041300,75.192764
"2021-07-16",78.010002,78.379997,77.629997,78.019997,7638200,75.308586
"2021-07-19",77.809998,78.339996,76.150002,77.050003,9830600,74.372292
"2021-07-20",77.190002,78.129997,75.949997,76.169998,11627600,73.522873
"2021-07-21",76.32,76.459999,75.639999,76.389999,7429300,73.735229
"2021-07-22",76.599998,76.790001,76.080002,76.529999,8708900,73.870361
"2021-07-23",76.800003,77.68,76.730003,77.540001,6560800,74.845268
"2021-07-26",77.459999,77.610001,76.959999,77.239998,5071800,74.555695
"2021-07-27",77.169998,78.129997,76.739998,77.849998,8136000,75.144493
"2021-07-28",77.860001,78.669998,77.470001,78.330002,11037900,75.607811
"2021-07-29",77.550003,77.919998,76.809998,76.93,11583000,74.25647
"2021-07-30",77.120003,77.760002,76.769997,76.870003,13004500,74.198563
"2021-08-02",76.93,77.260002,76.139999,76.18,9083400,73.532532
"2021-08-03",76.360001,76.809998,76.190002,76.410004,9952400,73.754539
"2021-08-04",76.489998,76.489998,75.459999,75.480003,10893400,72.856865
"2021-08-05",75.519997,75.690002,74.93,75.589996,8701600,72.963036
"2021-08-06",75.620003,75.660004,74.989998,75.440002,8670700,72.818253
"2021-08-09",75.849998,76.220001,75,75.32,7867000,72.702431
"2021-08-10",75.150002,75.360001,74.82,75.190002,11243100,72.57695
"2021-08-11",75.580002,75.769997,75.139999,75.209999,6952200,72.596252
"2021-08-12",75.120003,76.059998,75.059998,76.040001,6077100,73.3974
"2021-08-13",76.360001,76.769997,76.220001,76.720001,6810400,74.053764
"2021-08-16",76.730003,78.010002,76.639999,77.93,9368400,75.221725
"2021-08-17",77.900002,79.059998,77.830002,78.830002,10311600,76.090439
"2021-08-18",78.879997,79.07,77.75,77.790001,7459100,75.086586
"2021-08-19",77.709999,79.139999,77.709999,78.459999,8865400,75.733299
"2021-08-20",78.529999,79.199997,78.220001,78.68,6284200,75.945656
"2021-08-23",79.110001,79.230003,78.339996,78.379997,6492600,75.656082
"2021-08-24",78.269997,78.269997,77.540001,77.720001,8698100,75.019012
"2021-08-25",77.809998,77.809998,76.400002,77.07,7045800,74.391594
"2021-08-26",77.110001,77.32,76.510002,76.57,6640400,73.908974
"2021-08-27",76.809998,76.970001,76.169998,76.300003,6010000,73.648361
"2021-08-30",76.300003,76.839996,76.209999,76.5,7339700,73.841408
"2021-08-31",76.790001,77.099998,76.029999,76.290001,10949500,73.63871
"2021-09-01",76.220001,76.800003,75.830002,76.18,9187200,73.532532
"2021-09-02",76.480003,77.139999,76.169998,77.120003,6559400,74.439873
"2021-09-03",77.260002,77.379997,76.690002,77.260002,6629800,74.575005
"2021-09-07",76.589996,76.870003,75.169998,75.980003,13979500,73.339485
"2021-09-08",75.970001,75.970001,74.800003,75.360001,8243000,72.741043
"2021-09-09",75.190002,75.190002,73.599998,73.82,14628700,71.254555
"2021-09-10",73.980003,74.209999,73.120003,73.449997,11084500,70.897408
"2021-09-13",73.769997,73.830002,72.860001,73.18,11245200,70.636787
"2021-09-14",73.050003,73.139999,72.059998,72.110001,15202800,70.227753
"2021-09-15",72.080002,73.150002,71.879997,72.809998,12555900,70.909477
"2021-09-16",73.019997,73.019997,71.690002,71.970001,14818900,70.091408
"2021-09-17",71.190002,72,70.889999,71.68,43406600,69.808983
"2021-09-20",71.160004,72.610001,71.120003,71.93,15989400,70.052452
"2021-09-21",72.480003,72.68,71.769997,71.970001,11995900,70.091408
"2021-09-22",72.330002,72.410004,71.860001,72.040001,9028700,70.159584
"2021-09-23",72.68,74.040001,72.57,73.050003,12813500,71.143219
"2021-09-24",73.589996,74.629997,73.349998,73.610001,14714700,71.688599
"2021-09-27",73.510002,74.269997,73.339996,73.360001,8630600,71.445129
"2021-09-28",73.550003,73.82,72.660004,73.32,11836200,71.406174
"2021-09-29",73.610001,75.699997,73.580002,75.089996,16054500,73.129974
"2021-09-30",75.580002,76.650002,75.099998,75.110001,16248600,73.149452
"2021-10-01",81.559998,84.339996,80.629997,81.400002,102497300,79.275261
"2021-10-04",84.169998,84.559998,82.419998,83.099998,53553300,80.930893
"2021-10-05",82.779999,83.389999,81.300003,81.599998,28977800,79.470039
"2021-10-06",81.5,81.68,80.150002,80.660004,17608000,78.554581
"2021-10-07",81.540001,82.669998,81.029999,81.940002,14190500,79.80117
"2021-10-08",81.669998,81.800003,80.529999,80.629997,12121100,78.52536
"2021-10-11",81.639999,81.639999,79.870003,79.93,11279700,77.843636
"2021-10-12",80.18,80.18,79.25,79.589996,10945000,77.512505
"2021-10-13",79.589996,79.660004,78.779999,78.949997,9462600,76.889214
"2021-10-14",78.970001,79.669998,77.980003,78.330002,14607900,76.2854
"2021-10-15",78.199997,79.059998,77.980003,78.330002,12866800,76.2854
"2021-10-18",78.739998,78.739998,77.110001,77.150002,13075500,75.1362
"2021-10-19",78.730003,79.519997,78.110001,79.489998,15577100,77.415115
"2021-10-20",79.32,81.25,79.309998,81.07,11465500,78.95388
"2021-10-21",81.110001,81.260002,80.279999,81.169998,9893600,79.05127
"2021-10-22",81.150002,81.480003,80.879997,81.150002,7543600,79.031792
"2021-10-25",81.029999,81.720001,79.949997,81.660004,9365900,79.528481
"2021-10-26",81.900002,82.360001,81.709999,82.25,9352500,80.103081
"2021-10-27",82.480003,82.480003,81.300003,81.540001,8465400,79.411613
"2021-10-28",83.379997,86.860001,83.169998,86.550003,28854700,84.29084
"2021-10-29",86.489998,88.459999,86.169998,88.050003,18678600,85.751694
"2021-11-01",88.050003,88.629997,87.290001,87.839996,10943900,85.547157
"2021-11-02",88.230003,90.419998,87.480003,89.019997,14671400,86.696365
"2021-11-03",88.769997,89.419998,88.209999,88.68,10883900,86.365234
"2021-11-04",90.370003,91.400002,89.269997,90.540001,19519800,88.176689
"2021-11-05",82.290001,84,81.349998,81.610001,37623900,79.47979
"2021-11-08",80.410004,82.879997,79.879997,82.68,18655700,80.521851
"2021-11-09",83.620003,83.709999,81.910004,82.720001,10512000,80.560814
"2021-11-10",83.309998,84.019997,82.699997,84.010002,9855900,81.817131
"2021-11-11",83.919998,84.260002,83.529999,84.019997,5761500,81.826874
"2021-11-12",83.839996,84.199997,83.050003,84,8206700,81.807404
"2021-11-15",84.150002,84.18,83.400002,83.690002,7108200,81.505493
"2021-11-16",83.669998,84.690002,83.25,84.110001,10565200,81.914528
"2021-11-17",84.370003,84.669998,82.589996,82.599998,10286300,80.443939
"2021-11-18",82.300003,83.139999,82.019997,83.050003,9833600,80.882202
"2021-11-19",82.370003,82.75,80.620003,80.699997,17581100,78.593529
"2021-11-22",81,82.07,80.540001,81.639999,10880200,79.509003
"2021-11-23",81.489998,83.589996,81.339996,82.800003,12130800,80.638733
"2021-11-24",82.800003,82.900002,81.959999,82.279999,8537000,80.132301
"2021-11-26",78.730003,79.93,77.110001,79.160004,18022000,77.093735
"2021-11-29",76.419998,77.5,74,74.889999,34192400,72.935196
"2021-11-30",74.75,75.029999,73.839996,74.910004,30179900,72.954674
"2021-12-01",75.529999,76.910004,74.389999,74.440002,21435900,72.496941
"2021-12-02",74.379997,74.779999,73.300003,73.889999,15345300,71.961288
"2021-12-03",74.089996,74.25,72.660004,73.339996,14508900,71.425644
"2021-12-06",73.300003,73.849998,72.800003,73.419998,13506800,71.503555
"2021-12-07",72.029999,72.720001,71.5,72.279999,17635100,70.393318
"2021-12-08",72.540001,73.410004,72.080002,73.209999,14331400,71.299042
"2021-12-09",73.440002,73.559998,72.690002,72.860001,11938000,70.958183
"2021-12-10",73.120003,73.230003,72.25,72.620003,11398800,70.724449
"2021-12-13",72.370003,73.449997,71.970001,73.419998,17486100,71.503555
"2021-12-14",72.360001,74.040001,72.160004,73.720001,18949700,72.476868
"2021-12-15",73.709999,75.389999,73.709999,75.290001,14263400,74.020393
"2021-12-16",75.5,76.529999,75.269997,75.910004,16601700,74.629944
"2021-12-17",76.559998,77.739998,75.5,75.690002,28040600,74.413651
"2021-12-20",75.699997,76.5,74.949997,76.410004,11818800,75.121513
"2021-12-21",76.25,76.279999,74.889999,75.540001,14947800,74.266174
"2021-12-22",75.440002,76.559998,75.129997,76.160004,9256000,74.875725
"2021-12-23",76.300003,76.300003,75.349998,75.730003,9894900,74.45298
"2021-12-27",76,76.610001,75.769997,76.57,6334700,75.278809
"2021-12-28",76.68,77.139999,76.209999,76.809998,5727100,75.514763
"2021-12-29",76.800003,77.18,76.470001,76.949997,5926100,75.652397
