"","ABT.Open","ABT.High","ABT.Low","ABT.Close","ABT.Volume","ABT.Adjusted"
"2022-01-10",134.789993,135.5,133.919998,135.259995,5975600,133.655426
"2022-01-11",135.229996,135.970001,134.039993,135.699997,5709400,134.090195
"2022-01-12",134.889999,135.699997,132.529999,133.720001,8416000,132.133698
"2022-01-13",132.389999,132.830002,129.429993,129.649994,7174500,128.563843
"2022-01-14",130.490005,130.589996,127.019997,128.160004,9256900,127.086342
"2022-01-18",127.400002,127.93,125.550003,126.57,5850100,125.509659
"2022-01-19",126.75,127.580002,125.830002,126.050003,3996400,124.994019
"2022-01-20",126.239998,127.910004,124.610001,124.709999,8652600,123.665237
"2022-01-21",126.809998,127.089996,124.860001,125.830002,10132700,124.775864
"2022-01-24",124.010002,124.5,120.68,123.82,10864500,122.782692
"2022-01-25",123.080002,124.620003,121.589996,123.269997,9126600,122.237297
"2022-01-26",119.190002,121.68,119,120.07,14753100,119.064117
"2022-01-27",120.980003,123.169998,119.739998,120.440002,9179500,119.431015
"2022-01-28",120.769997,125.529999,119.610001,125.349998,8286500,124.299881
"2022-01-31",125.519997,127.959999,125.129997,127.459999,7210000,126.392197
"2022-02-01",127.370003,127.660004,126.239998,127.199997,5602000,126.134377
"2022-02-02",128.25,130.740005,127.860001,130.039993,7450500,128.950577
"2022-02-03",128.630005,130.940002,128.259995,130.110001,5613300,129.020004
"2022-02-04",129.559998,130.520004,128.600006,129.710007,4149700,128.623352
"2022-02-07",129.869995,129.949997,127.68,128.050003,4035200,126.977264
"2022-02-08",127.529999,128.940002,127.160004,128.649994,3890900,127.57222
"2022-02-09",129.520004,130.789993,129.419998,130.490005,3434200,129.39682
"2022-02-10",128.570007,129.919998,127.169998,127.760002,5917700,126.68969
"2022-02-11",127.779999,128.919998,125.150002,125.489998,4803200,124.438705
"2022-02-14",125,125.57,121.980003,122.779999,7433900,121.751411
"2022-02-15",124.190002,125.419998,123.410004,123.980003,5298000,122.94136
"2022-02-16",123.449997,124.110001,121.559998,123.68,5078100,122.643875
"2022-02-17",122.989998,123.18,120.470001,120.580002,3688300,119.569847
"2022-02-18",120,120.309998,114.839996,116.790001,12376100,115.811592
"2022-02-22",116.540001,119.330002,116.099998,117.510002,8372800,116.525558
"2022-02-23",118,118.839996,116.989998,117.25,5184200,116.267738
"2022-02-24",115,118.919998,114.43,118.720001,6252600,117.725426
"2022-02-25",118.720001,122.93,118.5,122.410004,5837700,121.384514
"2022-02-28",121.050003,121.059998,119.150002,120.620003,6828400,119.609512
"2022-03-01",120.309998,121.160004,117.379997,118.169998,6697700,117.180031
"2022-03-02",118.620003,121.050003,118.260002,120.360001,6419800,119.351685
"2022-03-03",120.800003,122.07,120.489998,120.970001,5223100,119.956581
"2022-03-04",119.93,121.760002,119.010002,121.410004,5911400,120.392891
"2022-03-07",120.540001,120.889999,117.260002,118.860001,6632000,117.86425
"2022-03-08",117.910004,119.019997,115.709999,116.110001,6694000,115.137283
"2022-03-09",117.900002,119.199997,116.440002,118.389999,5004700,117.398186
"2022-03-10",117.18,117.809998,115.730003,117,4377600,116.019829
"2022-03-11",117.440002,118.059998,113.879997,114.019997,8012400,113.064796
"2022-03-14",114.900002,117.209999,114.580002,115.519997,5527500,114.552231
"2022-03-15",117.5,117.790001,116.220001,117.480003,5041200,116.495819
"2022-03-16",118.209999,119.540001,116.959999,119.480003,4441800,118.479057
"2022-03-17",119,121.239998,118.730003,121.199997,3998900,120.184639
"2022-03-18",121.739998,122.669998,120.68,122.449997,7823800,121.424171
"2022-03-21",121.93,123.099998,121.160004,121.760002,4135100,120.739952
"2022-03-22",121.889999,122.529999,121.260002,121.889999,4479600,120.868866
"2022-03-23",121.110001,121.239998,116.739998,116.919998,5656000,115.940506
"2022-03-24",117.379997,117.879997,116.610001,117.82,4505800,116.832962
"2022-03-25",118.650002,119.309998,117.739998,118.949997,2896300,117.953491
"2022-03-28",119.379997,120,118.709999,119.989998,5350900,118.984779
"2022-03-29",121.830002,122.07,119.309998,120.190002,5126100,119.183113
"2022-03-30",119.870003,120.739998,119.470001,120.379997,4064800,119.371513
"2022-03-31",120.209999,120.489998,118.099998,118.360001,5432600,117.368439
"2022-04-01",118.839996,118.970001,117.260002,118.580002,4314000,117.586601
"2022-04-04",117.870003,118.980003,117.57,118.879997,4037200,117.884079
"2022-04-05",118.260002,121.190002,118.139999,119.480003,6113400,118.479057
"2022-04-06",119,120.190002,117.760002,119.940002,5485100,118.935204
"2022-04-07",119.599998,124.209999,119.290001,123.370003,5863500,122.336464
"2022-04-08",123.419998,124.360001,122.110001,123.25,5093900,122.217468
"2022-04-11",123.480003,123.5,119.779999,120.040001,4071100,119.034363
"2022-04-12",119.790001,120.610001,117.720001,118.389999,4432300,117.398186
"2022-04-13",117.559998,119.809998,117.25,119.480003,4407900,118.951286
"2022-04-14",120.050003,120.25,117.559998,117.690002,3140000,117.169205
"2022-04-18",117.019997,118.330002,115.540001,116.290001,4115900,115.775398
"2022-04-19",116.68,120.230003,116.650002,119.980003,5120900,119.449074
"2022-04-20",119.480003,124.050003,117.5,122.639999,8334200,122.097298
"2022-04-21",123.18,124.349998,122.650002,123.370003,7321100,122.824066
"2022-04-22",123.019997,123.18,119.559998,119.639999,6710100,119.110573
"2022-04-25",119.160004,120.309998,117.839996,120.010002,4503500,119.478935
"2022-04-26",118.610001,119.639999,116.970001,116.970001,3366300,116.452393
"2022-04-27",117.290001,118.580002,116.129997,116.720001,4178700,116.203499
"2022-04-28",117.550003,118.739998,116.830002,118.010002,4960000,117.487785
"2022-04-29",117.059998,117.769997,113.129997,113.5,6815900,112.997742
"2022-05-02",113.5,114.019997,110.279999,112.830002,4905000,112.330711
"2022-05-03",113.050003,114.339996,111.82,112.43,4491500,111.93248
"2022-05-04",112.5,116.330002,111.129997,115.699997,5347400,115.188004
"2022-05-05",114.860001,115,111.68,113.010002,5703300,112.509911
"2022-05-06",112.550003,113.669998,110.970001,112.269997,4966800,111.773186
"2022-05-09",110.690002,111.199997,106.940002,107.389999,6478200,106.91478
"2022-05-10",108.910004,109.629997,106.209999,106.75,6248300,106.277611
"2022-05-11",106.660004,108.019997,105.660004,105.839996,6636100,105.371635
"2022-05-12",105.5,108.019997,104.629997,107.970001,8516100,107.492218
"2022-05-13",108.360001,110.510002,108.360001,109.879997,6159300,109.393761
"2022-05-16",109.400002,110.519997,107.809998,109.709999,7459000,109.22451
"2022-05-17",111.589996,115.43,111.589996,114.540001,9172000,114.033142
"2022-05-18",113.419998,114.699997,112.230003,112.739998,6933900,112.241104
"2022-05-19",112.029999,113.010002,110.519997,112.440002,6304800,111.942436
"2022-05-20",113.400002,113.720001,110.82,113.239998,4509600,112.738892
"2022-05-23",113.849998,115.360001,112.940002,115.029999,4357000,114.520973
"2022-05-24",115.160004,115.160004,111.830002,113.769997,5272600,113.266548
"2022-05-25",113.199997,114.940002,112.349998,113.190002,3921700,112.689117
"2022-05-26",113.779999,115.510002,113.209999,114.870003,4027800,114.361687
"2022-05-27",116.080002,116.919998,115.480003,116.690002,3884800,116.17363
"2022-05-31",115.559998,118.089996,114.400002,117.459999,10563500,116.940216
"2022-06-01",117.849998,118,114.529999,115.080002,4890200,114.570755
"2022-06-02",115.290001,117.610001,113.230003,117.510002,3856600,116.989998
"2022-06-03",116.779999,117.550003,116.330002,116.57,3778200,116.054161
"2022-06-06",117.379997,118.230003,116.040001,116.419998,4205600,115.904823
"2022-06-07",116.099998,117.230003,115.220001,116.879997,3285600,116.362785
"2022-06-08",115.739998,116.150002,114.339996,114.690002,3683400,114.18248
"2022-06-09",114.639999,115.440002,112.68,112.709999,3424700,112.211235
"2022-06-10",110.809998,111.480003,109.099998,109.629997,4805600,109.144867
"2022-06-13",107.68,108.099998,105.339996,105.910004,5215300,105.441338
"2022-06-14",105.099998,105.400002,101.949997,102.940002,5890100,102.484474
"2022-06-15",104.32,106.080002,102.660004,104.800003,5278100,104.336243
"2022-06-16",102.400002,102.75,101.239998,102.07,4793600,101.618324
"2022-06-17",101.239998,103.690002,101.239998,102.529999,10249200,102.076286
"2022-06-21",104.860001,104.949997,103.330002,104.410004,5338300,103.947975
"2022-06-22",103.550003,106.580002,103.290001,105.440002,5511600,104.973412
"2022-06-23",105.949997,106.779999,105.07,106.209999,5064800,105.740005
"2022-06-24",107,109.639999,106.43,109.449997,14301600,108.96566
"2022-06-27",109.900002,110.099998,108.300003,109.080002,3804100,108.597305
"2022-06-28",109.25,109.93,106.900002,106.970001,4185500,106.496643
"2022-06-29",107.459999,109.669998,106.739998,109.099998,4552100,108.61721
