"","ENPH.Open","ENPH.High","ENPH.Low","ENPH.Close","ENPH.Volume","ENPH.Adjusted"
"2022-01-07",152.110001,154.949997,144.169998,145.130005,3563000,145.130005
"2022-01-10",140.210007,147.389999,137.660004,147.130005,3730100,147.130005
"2022-01-11",145.919998,151.289993,145.25,148.509995,3007600,148.509995
"2022-01-12",150.520004,154.130005,147.350006,149.279999,2430500,149.279999
"2022-01-13",156.639999,157.360001,143.199997,143.490005,2765400,143.490005
"2022-01-14",141.559998,147,138.880005,142.839996,2134800,142.839996
"2022-01-18",139.770004,142.360001,135.699997,135.919998,2677900,135.919998
"2022-01-19",138,140.309998,133.660004,134.580002,2400800,134.580002
"2022-01-20",137.970001,143.089996,134.300003,134.690002,2711200,134.690002
"2022-01-21",131.899994,133.559998,124.519997,126.019997,3896900,126.019997
"2022-01-24",119.769997,128.309998,113.400002,128.100006,5200000,128.100006
"2022-01-25",123,127.459999,120.480003,122.650002,2785800,122.650002
"2022-01-26",126.669998,130.669998,119.800003,121.75,4013900,121.75
"2022-01-27",125.199997,125.779999,119.620003,119.970001,2730800,119.970001
"2022-01-28",120.32,124.279999,113.970001,123.860001,3074600,123.860001
"2022-01-31",125,140.75,125,140.470001,3988900,140.470001
"2022-02-01",141.190002,143.350006,136.619995,142.669998,2605200,142.669998
"2022-02-02",144.899994,145.259995,138.589996,139.509995,2375000,139.509995
"2022-02-03",134,139.020004,130.070007,132.910004,2912500,132.910004
"2022-02-04",133.720001,143.419998,131.649994,141.229996,2536900,141.229996
"2022-02-07",140.520004,146.740005,139.470001,140.770004,3609400,140.770004
"2022-02-08",139.199997,145.669998,137.179993,144.5,4026400,144.5
"2022-02-09",178.520004,183.149994,154.600006,161.889999,24860600,161.889999
"2022-02-10",156.190002,166.710007,153.270004,154.639999,5356100,154.639999
"2022-02-11",154.070007,156.839996,143.779999,145.690002,3384300,145.690002
"2022-02-14",145.830002,149.979996,142.380005,143.929993,2439200,143.929993
"2022-02-15",147.610001,154.889999,147.570007,154.289993,3053200,154.289993
"2022-02-16",149.600006,154.839996,146.800003,154.029999,1972500,154.029999
"2022-02-17",151.229996,154.770004,147.820007,148.369995,1675700,148.369995
"2022-02-18",148.440002,148.960007,139.279999,140.350006,2610300,140.350006
"2022-02-22",137.190002,139.899994,131.300003,133.029999,2587900,133.029999
"2022-02-23",135,135.520004,126.120003,126.559998,2107500,126.559998
"2022-02-24",119,147.929993,118.57,147.350006,5034800,147.350006
"2022-02-25",148,154.570007,146.039993,153.729996,3086900,153.729996
"2022-02-28",157.399994,167.949997,157.399994,166.699997,5368900,166.699997
"2022-03-01",167.539993,172.869995,163.520004,170.600006,3539800,170.600006
"2022-03-02",169.880005,169.880005,159.529999,163.889999,3473300,163.889999
"2022-03-03",164.860001,165.729996,157.210007,159.029999,2329200,159.029999
"2022-03-04",159.820007,164.25,152.949997,158.149994,2512400,158.149994
"2022-03-07",162.699997,168,158.679993,158.809998,3294100,158.809998
"2022-03-08",160,182.649994,158.949997,175.990005,6830000,175.990005
"2022-03-09",173.050003,182,167.100006,179.869995,4552000,179.869995
"2022-03-10",178.940002,180.399994,169.199997,178.720001,3117800,178.720001
"2022-03-11",179.25,186.380005,170.889999,171.070007,2771500,171.070007
"2022-03-14",169,171.880005,155.009995,157.639999,3058600,157.639999
"2022-03-15",157.869995,164.839996,150.880005,164.639999,2732300,164.639999
"2022-03-16",166.229996,177.860001,164.699997,177.210007,3147900,177.210007
"2022-03-17",174.440002,183.449997,172.789993,180.850006,2314900,180.850006
"2022-03-18",179.270004,185.320007,178.25,184.520004,3194400,184.520004
"2022-03-21",184.619995,187.940002,179.399994,185.449997,1974200,185.449997
"2022-03-22",185.449997,195.789993,184.309998,189.25,2333300,189.25
"2022-03-23",184.889999,197.919998,184.139999,190.190002,1908100,190.190002
"2022-03-24",191.240005,197.860001,189.330002,197.839996,1983500,197.839996
"2022-03-25",197.630005,198.649994,187.300003,193.809998,2009000,193.809998
"2022-03-28",191.169998,201.339996,189.649994,195.520004,2055000,195.520004
"2022-03-29",196,202.520004,188.550003,202.360001,2397800,202.360001
"2022-03-30",201.729996,203.850006,195.580002,196.649994,1671800,196.649994
"2022-03-31",197.690002,205.869995,195.619995,201.779999,1851500,201.779999
"2022-04-01",201.029999,208.699997,201.020004,205.889999,2047200,205.889999
"2022-04-04",207.270004,217.289993,207.110001,216.380005,2389200,216.380005
"2022-04-05",216,220.990005,209.660004,211.229996,3024100,211.229996
"2022-04-06",206.600006,208.800003,197.080002,203.990005,2996800,203.990005
"2022-04-07",203.759995,215.470001,201.289993,206.949997,2977300,206.949997
"2022-04-08",204,206.139999,194.740005,195.139999,1820100,195.139999
"2022-04-11",191,194.320007,185.240005,187.880005,2683400,187.880005
"2022-04-12",192,194.889999,185.600006,185.949997,1863600,185.949997
"2022-04-13",187.470001,193.75,184.509995,193.229996,1480300,193.229996
"2022-04-14",192.119995,197.289993,189.899994,190.509995,1543200,190.509995
"2022-04-18",190,192.729996,187.059998,190.029999,1506900,190.029999
"2022-04-19",190.320007,195.960007,185.389999,195.600006,1646600,195.600006
"2022-04-20",197.270004,197.850006,176.720001,178.529999,2797600,178.529999
"2022-04-21",181.970001,181.970001,154.410004,156.559998,5301500,156.559998
"2022-04-22",156.910004,161.470001,150.520004,153.630005,3877600,153.630005
"2022-04-25",151,158.259995,146.619995,157.600006,2829000,157.600006
"2022-04-26",154.679993,158.759995,151.229996,153.830002,3597100,153.830002
"2022-04-27",169.5,178.25,161.600006,165.710007,7930000,165.710007
"2022-04-28",170.389999,172.479996,156.419998,164.470001,3332600,164.470001
"2022-04-29",163.449997,170.820007,160.130005,161.399994,2422700,161.399994
"2022-05-02",159.369995,168.759995,158.179993,168.330002,1927300,168.330002
"2022-05-03",168.119995,177.009995,166.009995,174.529999,2208400,174.529999
"2022-05-04",175.479996,192.899994,174.279999,191.940002,3644700,191.940002
"2022-05-05",188.389999,190.919998,177.820007,181.139999,2194600,181.139999
"2022-05-06",179.639999,179.860001,164.720001,165.889999,2543200,165.889999
"2022-05-09",160.399994,163.740005,146.619995,150.509995,3022100,150.509995
"2022-05-10",156.789993,161.979996,144.320007,151.649994,2777100,151.649994
"2022-05-11",149.279999,151.589996,136.490005,137.550003,3171400,137.550003
"2022-05-12",133.149994,147.509995,128.669998,140.940002,3932100,140.940002
"2022-05-13",146.619995,159.460007,146,157.789993,3090300,157.789993
"2022-05-16",154.199997,159.919998,150.449997,151.029999,1795000,151.029999
"2022-05-17",156.990005,161.210007,151.100006,158.110001,1524500,158.110001
"2022-05-18",155.009995,166.149994,154.199997,156.169998,2077300,156.169998
"2022-05-19",156.169998,173.979996,156.169998,165.539993,2967000,165.539993
"2022-05-20",169,171.550003,160.770004,168.25,2503800,168.25
"2022-05-23",168.580002,170.509995,161.690002,169.550003,1640600,169.550003
"2022-05-24",167.220001,168.699997,159.600006,162.509995,1840600,162.509995
"2022-05-25",160.679993,171,160.679993,169.279999,1568300,169.279999
"2022-05-26",167.5,181,165.960007,178.779999,2104800,178.779999
"2022-05-27",180.720001,190.199997,180.300003,188.949997,2239500,188.949997
"2022-05-31",188.970001,193.580002,183.410004,186.190002,2709400,186.190002
"2022-06-01",187.710007,191.5,180.350006,182.490005,1479700,182.490005
"2022-06-02",183.119995,200.679993,182.270004,198.929993,2941100,198.929993
"2022-06-03",192.860001,203.75,190.199997,196.339996,2081500,196.339996
"2022-06-06",211,215.350006,204.309998,206.970001,4167800,206.970001
"2022-06-07",203.729996,210.169998,201.850006,209.630005,2066800,209.630005
"2022-06-08",209.339996,217.229996,202.660004,204.770004,2230200,204.770004
"2022-06-09",203.169998,209.75,200.419998,200.509995,1710300,200.509995
"2022-06-10",197.190002,203.220001,191.600006,196.190002,2394500,196.190002
"2022-06-13",182.580002,187.050003,173.559998,178.240005,3462900,178.240005
"2022-06-14",179.960007,182.119995,174.600006,179.520004,1761700,179.520004
"2022-06-15",180.240005,191.220001,175.550003,188.479996,2424800,188.479996
"2022-06-16",180,184,167.229996,169.600006,2821800,169.600006
"2022-06-17",170.5,187.679993,168.270004,184.75,3828000,184.75
"2022-06-21",187.910004,198.729996,187.910004,193.289993,2677200,193.289993
"2022-06-22",187,198,185.520004,193.429993,2567700,193.429993
"2022-06-23",195.830002,201.789993,189.929993,200.669998,2464500,200.669998
"2022-06-24",203.690002,204.419998,190.410004,198.389999,3447300,198.389999
"2022-06-27",201.919998,210.100006,199.600006,206.169998,2765700,206.169998
"2022-06-28",206.169998,207.190002,189.399994,190.649994,2431300,190.649994
"2022-06-29",185.949997,186.789993,178.5,184.639999,3019000,184.639999
