"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"2022-01-03",75.800003,78.209999,75.57,77.139999,3568200,75.648705
"2022-01-04",78.169998,79.389999,77.870003,78.510002,4171700,76.992218
"2022-01-05",79.25,79.839996,77.839996,78.199997,3999800,76.688202
"2022-01-06",80,80.470001,78.959999,80.160004,4248200,78.610321
"2022-01-07",80.580002,81.43,79.949997,81,3723200,79.434074
"2022-01-10",80.989998,81.57,80.389999,81.029999,3975900,79.463493
"2022-01-11",81.800003,84.089996,81.199997,83.849998,4174000,82.228981
"2022-01-12",84.720001,85.150002,83.620003,84.370003,3192500,82.73893
"2022-01-13",84.370003,84.93,83.07,83.360001,3033100,81.748451
"2022-01-14",83.120003,85.330002,82.970001,85.199997,3121300,83.552887
"2022-01-18",86.07,86.400002,84.160004,85.639999,3513200,83.984375
"2022-01-19",86.510002,86.580002,83.669998,84.209999,2786800,82.582024
"2022-01-20",83.309998,84.660004,81.389999,81.410004,3868800,79.836159
"2022-01-21",80.650002,80.75,78.540001,79.290001,5994900,77.757141
"2022-01-24",77.120003,78.870003,75.040001,78.589996,5075700,77.070663
"2022-01-25",78.089996,81.599998,76.599998,81.160004,4948100,79.590988
"2022-01-26",82.440002,83.959999,80.290001,81.300003,4132200,79.728287
"2022-01-27",83.559998,84.529999,80.050003,81.980003,5821200,80.395142
"2022-01-28",81.470001,83.269997,79.330002,81.410004,4647900,79.836159
"2022-01-31",81.300003,83.019997,79.910004,82.970001,4649400,81.36599
"2022-02-01",82.629997,86.830002,82.029999,86.550003,6046800,84.876785
"2022-02-02",85.300003,86.800003,84.309998,86.610001,4797100,85.908356
"2022-02-03",86.639999,86.639999,84.510002,85.089996,3121900,84.400665
"2022-02-04",85.940002,87.599998,85.25,86.699997,3717500,85.997627
"2022-02-07",86.449997,90.339996,85.660004,89.629997,5173800,88.903893
"2022-02-08",89.629997,89.75,87.18,88.489998,3128500,87.773125
"2022-02-09",88.510002,89.550003,88.129997,88.839996,2464600,88.120285
"2022-02-10",88.639999,90.760002,88.330002,89.889999,5166500,89.161789
"2022-02-11",90.25,93.769997,89.510002,92,6433600,91.254692
"2022-02-14",91.5,91.5,88.779999,89.720001,4349100,88.993164
"2022-02-15",87.739998,89.239998,87.010002,88.529999,3627000,87.812805
"2022-02-16",89.769997,90.75,87.730003,88.040001,4920000,87.326775
"2022-02-17",87.660004,88.379997,86.720001,87.040001,3024400,86.334877
"2022-02-18",86.010002,87.629997,85.910004,86.720001,2655500,86.017471
"2022-02-22",88.760002,88.980003,84.790001,85.839996,3638800,85.144592
"2022-02-23",86.449997,86.940002,85.370003,86.349998,3544200,85.650459
"2022-02-24",87.169998,87.169998,82.309998,83.839996,5802200,83.160797
"2022-02-25",84.480003,85.690002,83.830002,84.870003,3275400,84.182457
"2022-02-28",83.809998,84.769997,81.900002,83.510002,6226900,82.833473
"2022-03-01",84.599998,85.800003,79.650002,80.629997,5799200,79.976799
"2022-03-02",82.410004,84.150002,81.269997,83.620003,4917700,82.942581
"2022-03-03",83.190002,84.970001,82.599998,84.190002,3359000,83.507965
"2022-03-04",83.389999,86.400002,82.949997,85.980003,5877000,85.283463
"2022-03-07",87.260002,87.690002,83.580002,84.010002,5611700,83.329422
"2022-03-08",86.57,92.620003,86.129997,90.540001,10814300,89.806519
"2022-03-09",87.5,90.730003,86.449997,87.139999,7787100,86.434067
"2022-03-10",88.290001,89.949997,86.290001,89.580002,4537400,88.854301
"2022-03-11",88.760002,93.620003,88.510002,91.669998,6776800,90.927368
"2022-03-14",90.919998,92.199997,88.870003,90.550003,4747000,89.816444
"2022-03-15",88.239998,88.400002,83.129997,84.410004,6187600,83.726181
"2022-03-16",84.949997,86.790001,84.220001,84.940002,3399900,84.251892
"2022-03-17",86.099998,89.099998,86.010002,89.089996,4175700,88.368263
"2022-03-18",89.309998,90.919998,88.160004,90.43,7593200,89.697411
"2022-03-21",91.989998,94.959999,91.75,94.260002,4735700,93.496384
"2022-03-22",93.699997,94.440002,91.620003,93.589996,3529700,92.83181
"2022-03-23",95.160004,96.919998,94.860001,95.519997,3968100,94.74617
"2022-03-24",95.690002,97.519997,94.910004,96.440002,3398800,95.65873
"2022-03-25",95.550003,97.650002,95.5,97.25,3210700,96.462158
"2022-03-28",96.099998,97.110001,95.309998,96.370003,3087500,95.589294
"2022-03-29",94.650002,96.970001,93.650002,96.68,2898500,95.896782
"2022-03-30",97.839996,101.370003,97.839996,100.5,4192600,99.685829
"2022-03-31",99.43,103.089996,99.050003,101.540001,5261500,100.717407
"2022-04-01",101.919998,103.050003,100.419998,101.269997,3301800,100.449593
"2022-04-04",101.800003,102.75,100.099998,100.739998,2668100,99.923889
"2022-04-05",101.059998,103.25,100.629997,101.459999,3818700,100.638054
"2022-04-06",102.699997,104.760002,100.440002,103.300003,3994300,102.46315
"2022-04-07",103.510002,104.419998,100.459999,103.330002,3700000,102.492905
"2022-04-08",104.019997,104.720001,102.970001,103.220001,3291200,102.383797
"2022-04-11",102.68,103.150002,100.129997,100.900002,3705900,100.082596
"2022-04-12",102.599998,104.400002,100.489998,100.790001,4189900,99.973488
"2022-04-13",101.910004,104.389999,100.830002,103.940002,3899900,103.097969
"2022-04-14",104,105.449997,103.410004,104.860001,3794100,104.010513
"2022-04-18",106,110.480003,105.260002,110.349998,4813300,109.456032
"2022-04-19",109.480003,111.519997,107.379997,107.739998,5141800,106.86718
"2022-04-20",107.940002,109.300003,107.449997,108.07,3289700,107.194504
"2022-04-21",108.989998,110.339996,104.690002,104.910004,3977500,104.060112
"2022-04-22",104.540001,106.650002,102.940002,103.050003,3767700,102.215179
"2022-04-25",99.510002,101.580002,96.709999,100.879997,6651200,100.062752
"2022-04-26",101.720001,107.290001,101.089996,105.139999,6731800,104.288246
"2022-04-27",105.860001,110.07,103.620003,109.510002,5539700,108.622841
"2022-04-28",110.010002,116.07,108.889999,115.529999,6427700,114.59407
"2022-04-29",114.620003,115.379997,111.029999,111.480003,5963400,110.576889
"2022-05-02",111.489998,116.68,111.010002,116.599998,6708000,115.655403
"2022-05-03",116.139999,121.739998,116.099998,121.400002,5823700,120.416519
"2022-05-04",122.940002,128.679993,121.790001,128.229996,8342100,127.191185
"2022-05-05",127.82,129.139999,122.760002,125.830002,5801000,124.810631
"2022-05-06",128.279999,129.270004,124.330002,129.179993,4400100,128.133484
"2022-05-09",125.800003,126.5,117.940002,118.449997,8179500,117.490417
"2022-05-10",120.410004,124.080002,118.120003,120.970001,7048800,119.990005
"2022-05-11",122.470001,123.5,119.860001,120.419998,5003800,120.419998
"2022-05-12",120.669998,121.519997,117.010002,120.410004,3800100,120.410004
"2022-05-13",122.580002,125.32,122.089996,124.699997,3800700,124.699997
"2022-05-16",125.480003,129.229996,124.970001,127.779999,4599100,127.779999
"2022-05-17",130,131.690002,126.800003,128.059998,5185000,128.059998
"2022-05-18",128.440002,129.369995,122.68,124.68,5436900,124.68
"2022-05-19",121.5,126.459999,119.199997,124.260002,5401700,124.260002
"2022-05-20",125.029999,125.889999,120.110001,122.980003,5095700,122.980003
"2022-05-23",124.5,125,121.669998,123.959999,5266200,123.959999
"2022-05-24",122.07,124.989998,121,124.209999,3677600,124.209999
"2022-05-25",124.239998,129.630005,124.029999,127.339996,5677200,127.339996
"2022-05-26",129.220001,129.960007,126.190002,128.119995,4887400,128.119995
"2022-05-27",128.509995,133.080002,128.199997,131.809998,4518900,131.809998
"2022-05-31",133.929993,135.75,128.759995,129.600006,6325300,129.600006
"2022-06-01",130.330002,133.660004,128.830002,132.550003,3974000,132.550003
"2022-06-02",131.630005,135.389999,131.25,133.619995,4476100,133.619995
"2022-06-03",133.820007,136.320007,133.229996,135.419998,4860400,135.419998
"2022-06-06",135.419998,140.220001,135.419998,138.690002,4451200,138.690002
"2022-06-07",137.800003,145.369995,137.690002,145.080002,5637700,145.080002
"2022-06-08",144.429993,146.809998,142.809998,143.770004,5828200,143.770004
"2022-06-09",143.089996,146.009995,141.75,143.410004,4330800,143.410004
"2022-06-10",142,143.320007,138.389999,140.509995,4770800,140.509995
"2022-06-13",135.050003,135.660004,129.449997,131.610001,6435900,131.610001
"2022-06-14",135.199997,138.559998,131.699997,133.75,5183500,133.75
"2022-06-15",133.889999,134.399994,125.129997,128.300003,8490700,128.300003
"2022-06-16",124.059998,124.599998,117.07,118.739998,10800600,118.739998
"2022-06-17",116.760002,118.25,110.349998,112.440002,15530900,112.440002
"2022-06-21",117.18,118.599998,114.470001,116.470001,8833500,116.470001
"2022-06-22",110.739998,115.43,109.75,113.129997,8293700,113.129997
"2022-06-23",114.940002,115.370003,102.5,104.529999,10350200,104.529999
"2022-06-24",106.309998,108.459999,103.160004,103.93,15070000,103.93
"2022-06-27",107.32,113.389999,105.519997,112.239998,8892300,112.239998
"2022-06-28",113.830002,119.18,113.07,116.25,8607800,116.25
"2022-06-29",117.529999,118.779999,108.389999,108.849998,5579200,108.849998
