"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2022-01-19",318.700012,324.660004,315.380005,315.630005,532600,312.627991
"2022-01-20",317.019989,321.450012,312.730011,313.75,518600,310.7659
"2022-01-21",314.079987,320.230011,311.170013,314.25,594200,311.261139
"2022-01-24",310,312.660004,298.670013,311.779999,1100700,308.814636
"2022-01-25",305.089996,306.920013,296.279999,301.630005,868100,298.761169
"2022-01-26",302.51001,306.709991,294.079987,298.040009,848300,295.205322
"2022-01-27",294.890015,297.519989,285.059998,286.980011,1442400,284.250519
"2022-01-28",285.309998,286.899994,275.369995,284.600006,1312500,281.893158
"2022-01-31",284.299988,289.609985,280.23999,289.220001,850400,286.469177
"2022-02-01",290.910004,291.480011,283.070007,290.100006,667100,287.340851
"2022-02-02",291.480011,295.559998,290.670013,294.350006,915900,291.550415
"2022-02-03",290.890015,292.579987,283.730011,284.720001,645700,282.011993
"2022-02-04",281.950012,284.869995,276.350006,280.679993,752600,278.010406
"2022-02-07",280.790009,284.630005,278.890015,280.269989,498100,277.604309
"2022-02-08",280.290009,282.480011,277.98999,281.029999,643800,278.357086
"2022-02-09",284.730011,288.130005,284.380005,286.429993,697900,283.70575
"2022-02-10",281.269989,285.839996,275.100006,277.329987,726500,274.692291
"2022-02-11",277,278.230011,267.079987,268.339996,674100,266.86554
"2022-02-14",268.51001,269.940002,265.480011,268.369995,505700,266.895355
"2022-02-15",272.890015,273.820007,269.450012,272.299988,605500,270.803772
"2022-02-16",271.329987,274.25,269.01001,273.01001,623700,271.509888
"2022-02-17",271.200012,271.200012,265.329987,266.459991,769800,264.99585
"2022-02-18",266.940002,268.450012,263.940002,264.589996,561100,263.136139
"2022-02-22",264.600006,265.100006,259.570007,263.929993,715200,262.479767
"2022-02-23",265.119995,267.350006,256.220001,257.200012,504900,255.786758
"2022-02-24",252.25,267.579987,250.649994,266.059998,1236300,264.598053
"2022-02-25",266.279999,270.049988,263.119995,269.279999,705400,267.800354
"2022-02-28",266.589996,274.109985,262.829987,266.579987,1206200,265.115204
"2022-03-01",266.559998,266.559998,260.299988,262.119995,737400,260.679718
"2022-03-02",264.640015,271.049988,263.079987,268.73999,540400,267.263336
"2022-03-03",271.429993,272.799988,268.390015,270.459991,757900,268.973877
"2022-03-04",266.25,269.320007,264.170013,269.059998,685700,267.581573
"2022-03-07",270,272.269989,264.320007,264.540009,679100,263.086426
"2022-03-08",268.899994,277.290009,265.089996,273.459991,1406900,271.957397
"2022-03-09",279.820007,281.649994,270.450012,271.040009,1036700,269.55072
"2022-03-10",265.529999,266.929993,259.01001,262.549988,911800,261.10733
"2022-03-11",264.76001,266.119995,256.670013,257.01001,700900,255.597794
"2022-03-14",260,261.820007,252.850006,256.350006,741000,254.941422
"2022-03-15",257.209991,263.809998,257.209991,261.019989,679300,259.585754
"2022-03-16",262.869995,269.190002,262.440002,268.480011,755800,267.004761
"2022-03-17",266.929993,272.26001,266.929993,271,569100,269.510925
"2022-03-18",273.470001,276.48999,268.869995,275.829987,949400,274.314362
"2022-03-21",274.600006,275.869995,270.049988,272.910004,613700,271.410431
"2022-03-22",274.279999,275.630005,272.040009,274.149994,534900,272.643616
"2022-03-23",271.920013,273.429993,269.059998,270.440002,452800,268.95401
"2022-03-24",272.160004,275,270.459991,275,422100,273.488922
"2022-03-25",275.640015,279.98999,274.730011,279.179993,526500,277.645966
"2022-03-28",276.209991,280.380005,275.320007,280.23999,481800,278.700134
"2022-03-29",284.23999,288.380005,282.160004,284.890015,626200,283.324615
"2022-03-30",282.959991,283.579987,279.630005,280.720001,656800,279.177521
"2022-03-31",279.980011,283.709991,279.480011,280.029999,1083000,278.491302
"2022-04-01",282.059998,284.75,278.970001,284.480011,740500,282.91687
"2022-04-04",283.079987,284,279.619995,281.170013,666000,279.625061
"2022-04-05",281.690002,283.649994,277.75,279.100006,756100,277.566406
"2022-04-06",272.790009,275.109985,269.200012,272.230011,814500,270.734161
"2022-04-07",270.350006,272.549988,266.5,271.049988,665200,269.560638
"2022-04-08",271.029999,275.01001,267.829987,269.410004,472100,267.929657
"2022-04-11",268.100006,270.929993,265.480011,266.079987,495900,264.61795
"2022-04-12",266.809998,270.399994,262.070007,262.910004,455800,261.465363
"2022-04-13",262.700012,267.209991,262.049988,267.040009,460600,265.572693
"2022-04-14",267.059998,267.98999,261.480011,261.660004,509800,260.222229
"2022-04-18",260.880005,264.980011,260.220001,261.470001,422300,260.033295
"2022-04-19",262.399994,271.230011,261.679993,270.910004,529300,269.421417
"2022-04-20",273.350006,277.160004,271.980011,272.540009,607500,271.04245
"2022-04-21",276.119995,280.459991,271.630005,271.76001,615000,270.266754
"2022-04-22",269.619995,269.619995,260.369995,260.529999,594000,259.09845
"2022-04-25",259.109985,261.769989,252.490005,261.309998,613900,259.874146
"2022-04-26",259.369995,260.519989,252.029999,252.210007,752800,250.824173
"2022-04-27",252.789993,258.579987,252.789993,256.790009,576000,255.379013
"2022-04-28",259.48999,264.269989,256.589996,263.350006,464700,261.902954
"2022-04-29",262.019989,264.519989,251.850006,252.669998,1077700,251.281631
"2022-05-02",251,253.240005,244.910004,250.039993,1572800,248.666077
"2022-05-03",228.550003,230,210.619995,213.740005,4018500,212.565552
"2022-05-04",213.009995,223.339996,211.850006,222.350006,1792300,221.12825
"2022-05-05",219.580002,221.399994,212.270004,214.440002,1271300,213.261703
"2022-05-06",213.869995,219.509995,210.210007,214.509995,1306600,213.331314
"2022-05-09",210.889999,213.509995,202.380005,203.220001,1744500,202.103348
"2022-05-10",206.389999,208.630005,199.839996,205.119995,1403900,203.992905
"2022-05-11",203.660004,207.380005,198.639999,199,1100600,197.90654
"2022-05-12",197.100006,208,197.100006,203.830002,1555700,202.710007
"2022-05-13",204.779999,209.389999,202.300003,203.820007,1386800,203.820007
"2022-05-16",203.360001,204.130005,199,202.389999,742800,202.389999
"2022-05-17",205.160004,205.610001,200.660004,204.240005,812500,204.240005
"2022-05-18",201.949997,202.490005,194.529999,195.399994,1072600,195.399994
"2022-05-19",194.779999,201.279999,191.080002,198.720001,956900,198.720001
"2022-05-20",199.789993,201.630005,195.210007,199.509995,910600,199.509995
"2022-05-23",202.089996,203.610001,197.690002,202.660004,701800,202.660004
"2022-05-24",195.75,199.300003,193.949997,198.179993,1046200,198.179993
"2022-05-25",197.169998,199.630005,195.25,198.830002,899000,198.830002
"2022-05-26",202.110001,205.889999,201.639999,204.740005,877900,204.740005
"2022-05-27",207.380005,212.080002,207.119995,211.020004,1176200,211.020004
"2022-05-31",208.940002,214.860001,207.220001,213.199997,2238300,213.199997
"2022-06-01",215.839996,219.529999,213.720001,217.009995,1433300,217.009995
"2022-06-02",218,220.429993,214.830002,220.160004,1008200,220.160004
"2022-06-03",217.149994,219.589996,215.460007,218.270004,794700,218.270004
"2022-06-06",221.419998,222.169998,212.990005,214.860001,1197200,214.860001
"2022-06-07",212.770004,217.429993,211.25,217.289993,997000,217.289993
"2022-06-08",215.470001,218.220001,214.220001,214.869995,824100,214.869995
"2022-06-09",212.919998,217.470001,210.550003,213.300003,992400,213.300003
"2022-06-10",210.470001,212.600006,208.559998,208.740005,1194700,208.740005
"2022-06-13",202.949997,204.610001,199.020004,201.580002,1370600,201.580002
"2022-06-14",201.050003,202.520004,197.960007,200.419998,817800,200.419998
"2022-06-15",202.240005,208.720001,201.100006,205.660004,1881600,205.660004
"2022-06-16",199.979996,201.75,196.919998,198.009995,1633300,198.009995
"2022-06-17",196.470001,200.160004,190.880005,191.089996,3148500,191.089996
"2022-06-21",192.839996,197.059998,192.399994,193.389999,1487100,193.389999
"2022-06-22",190.080002,196.75,190.080002,195.660004,1568200,195.660004
"2022-06-23",195.559998,197.929993,194.009995,197.179993,1149300,197.179993
"2022-06-24",199.580002,201.759995,197.649994,201.059998,1273700,201.059998
"2022-06-27",202.779999,204.330002,198.419998,201.300003,786900,201.300003
"2022-06-28",201.080002,202.75,197.009995,197.639999,927300,197.639999
"2022-06-29",197.190002,197.690002,194.240005,197.169998,665000,197.169998
