"","CHD.Open","CHD.High","CHD.Low","CHD.Close","CHD.Volume","CHD.Adjusted"
"2022-01-10",103.559998,104.389999,102.360001,102.800003,2272100,102.247826
"2022-01-11",102.529999,102.919998,100.349998,101.82,2544200,101.273087
"2022-01-12",101.339996,102.720001,100.660004,102.599998,1999000,102.048897
"2022-01-13",102.489998,104.019997,101.980003,103.290001,2316300,102.735191
"2022-01-14",103.190002,104.410004,102.870003,104.220001,1333800,103.660194
"2022-01-18",104.300003,104.5,102.419998,103.220001,2541600,102.665565
"2022-01-19",103.400002,104.839996,102.769997,102.93,1984600,102.377129
"2022-01-20",102.519997,104.059998,101.800003,101.980003,1633700,101.432228
"2022-01-21",102.669998,104.43,102.669998,103.400002,1777000,102.844604
"2022-01-24",104,104.480003,100.699997,102.419998,2249800,101.869858
"2022-01-25",102.449997,102.82,100.769997,101.629997,1751900,101.084099
"2022-01-26",98.32,100.830002,97.650002,98.949997,3531000,98.418503
"2022-01-27",99.410004,100.400002,98.209999,98.660004,2608700,98.130066
"2022-01-28",96.660004,103.080002,95.860001,103,3393600,102.446747
"2022-01-31",102.5,103.800003,101.25,102.650002,4746800,102.098625
"2022-02-01",102.93,103.199997,100.849998,102.150002,1551800,101.601311
"2022-02-02",102.169998,103.57,101.690002,103.190002,1806000,102.635727
"2022-02-03",102.010002,104.089996,102.010002,103.040001,1603200,102.486534
"2022-02-04",102.190002,102.529999,100.389999,100.980003,2709700,100.437599
"2022-02-07",101.43,101.82,100.68,101.139999,1573500,100.596741
"2022-02-08",101.550003,101.800003,100.709999,100.800003,1760900,100.258575
"2022-02-09",101.279999,101.43,100.239998,100.480003,1619200,99.940285
"2022-02-10",100.190002,100.269997,98.349998,98.709999,2014000,98.179794
"2022-02-11",99.169998,99.239998,97.769997,97.900002,4228200,97.374146
"2022-02-14",97.870003,98.57,96.849998,97.57,2061500,97.307327
"2022-02-15",97.800003,98.980003,96.300003,96.68,1535600,96.419724
"2022-02-16",96.669998,97.129997,95.099998,96.029999,1543400,95.771469
"2022-02-17",96.040001,97.43,95.290001,96.949997,1309100,96.688995
"2022-02-18",96.949997,98.980003,96.470001,98.779999,2724300,98.514069
"2022-02-22",98.290001,98.580002,96.349998,96.720001,1667500,96.459618
"2022-02-23",97.050003,97.75,96.080002,96.300003,1185100,96.040749
"2022-02-24",95.449997,96.510002,93.860001,95.059998,1930600,94.804077
"2022-02-25",95.739998,98.709999,95.32,98.699997,1417500,98.43428
"2022-02-28",97.449997,98.209999,96.629997,97.849998,2187500,97.586571
"2022-03-01",97.720001,98.599998,96.360001,96.889999,1428900,96.629158
"2022-03-02",95.949997,97.5,95.459999,96.980003,1404900,96.718918
"2022-03-03",97.440002,99.540001,97.209999,99.199997,1668000,98.932938
"2022-03-04",98.360001,100.849998,98.129997,100.690002,1324500,100.41893
"2022-03-07",100.300003,102.779999,99.129997,101.709999,1717800,101.43618
"2022-03-08",101.040001,102.080002,95.150002,95.32,2233800,95.063385
"2022-03-09",96.260002,97.629997,94.629997,97.059998,1642100,96.798698
"2022-03-10",96.910004,97.209999,95.389999,95.919998,1329600,95.661766
"2022-03-11",96.029999,97.059998,95.099998,95.150002,896200,94.893845
"2022-03-14",95.93,96.82,95.309998,96.629997,1086100,96.36985
"2022-03-15",97.860001,99.239998,96.629997,98.949997,1298400,98.683609
"2022-03-16",99.019997,99.019997,95.550003,97.089996,1346100,96.828613
"2022-03-17",97.309998,97.809998,96.269997,97.279999,1068100,97.018105
"2022-03-18",97.529999,97.529999,96.099998,96.940002,2033300,96.679024
"2022-03-21",97,98.110001,96.18,97.540001,1231600,97.277405
"2022-03-22",98.239998,98.809998,96.459999,97.860001,1145800,97.596542
"2022-03-23",98.160004,98.470001,96.639999,97.139999,629200,96.878479
"2022-03-24",97.18,97.769997,96.660004,97.239998,687500,96.97821
"2022-03-25",97.650002,98.580002,97.360001,97.970001,673600,97.706253
"2022-03-28",98.110001,99.230003,97.620003,99.230003,610400,98.96286
"2022-03-29",99.489998,100.800003,99.449997,99.82,982100,99.55127
"2022-03-30",99.43,99.790001,97.5,99.230003,1057600,98.96286
"2022-03-31",98.940002,100.089996,97.940002,99.379997,1775100,99.11245
"2022-04-01",99.489998,101.370003,99.080002,101.360001,1114300,101.08712
"2022-04-04",100.75,100.849998,98.57,100.809998,1044800,100.538597
"2022-04-05",100.419998,102.589996,100.419998,100.900002,1077000,100.628365
"2022-04-06",101.190002,102.330002,100.099998,102.080002,1078100,101.805183
"2022-04-07",102.260002,103.75,102.040001,103.419998,969300,103.141571
"2022-04-08",103.610001,104.18,102.839996,103.449997,889600,103.171494
"2022-04-11",103.400002,104.650002,102.690002,103.980003,1205300,103.700073
"2022-04-12",103.550003,105.150002,103.160004,103.910004,1453000,103.630264
"2022-04-13",103.760002,104.260002,102.389999,102.849998,1219000,102.573112
"2022-04-14",103.279999,103.870003,102.349998,102.650002,998600,102.37365
"2022-04-18",102.650002,102.970001,101.019997,101.209999,854000,100.937523
"2022-04-19",101.120003,102.5,100.769997,102.349998,1057100,102.074455
"2022-04-20",102.68,104.18,102.68,103.080002,1312100,102.80249
"2022-04-21",103.089996,104.290001,102.730003,102.959999,1073000,102.682816
"2022-04-22",103.739998,104.419998,102.639999,102.790001,1029500,102.513275
"2022-04-25",103.190002,104.510002,101.739998,104.029999,1101700,103.749931
"2022-04-26",104.099998,104.440002,102.480003,102.589996,1292800,102.313805
"2022-04-27",102.830002,105.279999,102.739998,104.160004,1806300,103.879585
"2022-04-28",99.370003,101.709999,97.699997,100.400002,2406300,100.129707
"2022-04-29",99.5,100.209999,97.400002,97.559998,1669900,97.297348
"2022-05-02",97.739998,98.459999,95.190002,96.239998,1406100,95.980904
"2022-05-03",96.339996,96.970001,95.160004,95.660004,1167300,95.402473
"2022-05-04",95.639999,96.809998,95.389999,96.529999,1197000,96.270126
"2022-05-05",96.089996,96.379997,93.989998,94.779999,1697800,94.524834
"2022-05-06",94.739998,95.900002,94.339996,95.730003,1206300,95.472282
"2022-05-09",95.199997,99.559998,94.669998,98.360001,2072300,98.0952
"2022-05-10",98.5,99.449997,97.269997,98,1304000,97.736168
"2022-05-11",98.010002,99.410004,97.449997,97.68,1285100,97.41703
"2022-05-12",98.349998,98.879997,96.690002,97.690002,1514000,97.427002
"2022-05-13",97.57,98.209999,96.769997,98.150002,924600,98.150002
"2022-05-16",98.029999,99.040001,96.919998,98.639999,1128900,98.639999
"2022-05-17",98.230003,98.529999,96.139999,96.860001,1001400,96.860001
"2022-05-18",96.400002,96.459999,89.989998,90.190002,1574100,90.190002
"2022-05-19",89.550003,89.599998,87.309998,88.220001,1478000,88.220001
"2022-05-20",88.370003,88.860001,86.919998,88.75,1667800,88.75
"2022-05-23",89.389999,90.050003,88.419998,89.449997,1094100,89.449997
"2022-05-24",89.480003,90.510002,88.769997,90.43,1125900,90.43
"2022-05-25",89.989998,90.559998,89.110001,90.089996,1051600,90.089996
"2022-05-26",90.639999,91.559998,89.709999,89.809998,1473900,89.809998
"2022-05-27",89.839996,90.449997,89.5,90.330002,2103400,90.330002
"2022-05-31",90.230003,90.849998,88.669998,90.059998,2875800,90.059998
"2022-06-01",90.150002,90.529999,88.029999,88.370003,1436600,88.370003
"2022-06-02",88.93,89.239998,87.139999,89.07,1469300,89.07
"2022-06-03",88.669998,89.169998,87.93,88.739998,1276400,88.739998
"2022-06-06",88.889999,89.290001,87.800003,88.169998,1066000,88.169998
"2022-06-07",86.879997,88.059998,86.57,88.010002,1106200,88.010002
"2022-06-08",87.849998,88.339996,87.410004,87.470001,868400,87.470001
"2022-06-09",87.68,88.279999,85.940002,85.980003,1316600,85.980003
"2022-06-10",85.370003,86.860001,84.589996,85.900002,1835100,85.900002
"2022-06-13",85.019997,85.809998,84.489998,84.849998,1762500,84.849998
"2022-06-14",84.730003,84.75,81.349998,82,1756900,82
"2022-06-15",82.639999,83.779999,80.93,81.5,2125700,81.5
"2022-06-16",81.550003,83.300003,80.339996,82.199997,2190000,82.199997
"2022-06-17",82.379997,82.980003,81.059998,82.129997,2592500,82.129997
"2022-06-21",84.699997,86.449997,83.68,85.910004,2060200,85.910004
"2022-06-22",85.68,88.129997,85.610001,87.589996,1747800,87.589996
"2022-06-23",87.959999,90.900002,87.68,90.669998,1772000,90.669998
"2022-06-24",91.349998,92.309998,90.669998,91.610001,3055500,91.610001
"2022-06-27",91.230003,92.169998,90.959999,91.889999,1331100,91.889999
"2022-06-28",92.559998,92.699997,90.989998,91.129997,930800,91.129997
"2022-06-29",91.339996,92.580002,90.690002,92.360001,908400,92.360001
