"","PKG.Open","PKG.High","PKG.Low","PKG.Close","PKG.Volume","PKG.Adjusted"
"2020-10-29",112.029999,115.879997,112.029999,114.779999,456500,109.066238
"2020-10-30",114.370003,115.25,112.989998,114.489998,361800,108.790672
"2020-11-02",115.730003,117.980003,115.32,117.870003,540200,112.002426
"2020-11-03",119.839996,123.989998,119.139999,123.25,646100,117.114601
"2020-11-04",121.709999,121.709999,118.120003,118.419998,392900,112.525024
"2020-11-05",119.599998,123.300003,119.080002,122.540001,313400,116.439941
"2020-11-06",122.650002,124.739998,121.349998,123.209999,704300,117.076591
"2020-11-09",129.710007,131.75,125.330002,126.790001,827200,120.478378
"2020-11-10",126.93,129.940002,126.050003,129.940002,478800,123.471573
"2020-11-11",130.149994,130.649994,127.379997,127.889999,505200,121.523605
"2020-11-12",126.620003,126.900002,125.120003,126.870003,421500,120.554398
"2020-11-13",127.199997,130.399994,127.199997,129.949997,534700,123.481071
"2020-11-16",132.229996,135.009995,130.820007,134.360001,512700,127.671532
"2020-11-17",133.610001,136.470001,132.289993,135.580002,655800,128.830811
"2020-11-18",135.570007,135.970001,131.820007,131.889999,655000,125.324501
"2020-11-19",131.679993,131.679993,128.580002,129.800003,711900,123.338547
"2020-11-20",129.899994,130.789993,127.639999,129.800003,579300,123.338547
"2020-11-23",131.229996,132.690002,130.240005,131.470001,277100,124.925407
"2020-11-24",133.419998,134.929993,131.929993,134.600006,443200,127.899597
"2020-11-25",133.410004,134.429993,131.509995,131.75,358800,125.191452
"2020-11-27",131.360001,133.009995,130.860001,132.770004,220500,126.160706
"2020-11-30",131.949997,132.210007,129.210007,130,696800,123.528572
"2020-12-01",132.529999,133.75,131.080002,131.940002,607000,125.372009
"2020-12-02",131.589996,132.860001,130.240005,131.979996,431600,125.410019
"2020-12-03",132.160004,133.550003,131.169998,131.539993,469000,124.991905
"2020-12-04",132.300003,134,132.300003,133.169998,512000,126.540771
"2020-12-07",134.130005,135.020004,132.179993,134.929993,745700,128.213181
"2020-12-08",133.639999,137.539993,133.639999,137.070007,519800,130.246628
"2020-12-09",137.009995,138.949997,135.350006,136.320007,646500,129.533981
"2020-12-10",135.740005,136.970001,134.850006,135.559998,634000,128.811783
"2020-12-11",135.029999,136.809998,134.229996,135.580002,559100,128.830811
"2020-12-14",136.660004,137.100006,131.539993,131.679993,597200,125.124947
"2020-12-15",132.990005,134.580002,132.289993,134.190002,487100,127.510017
"2020-12-16",134.800003,136.179993,134.509995,135.610001,550800,128.859314
"2020-12-17",136,136.179993,134.210007,135.649994,500500,128.897324
"2020-12-18",134.729996,135.110001,132.320007,134.860001,1175200,129.098358
"2020-12-21",133.320007,134.580002,130.5,133.770004,454800,128.054932
"2020-12-22",133.820007,134.699997,133.339996,133.809998,598700,128.093201
"2020-12-23",134.119995,136.809998,133.910004,135.729996,1024200,129.931183
