"","OTIS.Open","OTIS.High","OTIS.Low","OTIS.Close","OTIS.Volume","OTIS.Adjusted"
"2021-12-30",86.870003,87.274002,86.300003,86.360001,864300,85.751434
"2021-12-31",86.169998,87.569,86.169998,87.07,985600,86.456436
"2022-01-03",87.199997,88.220001,84.580002,85.57,2209600,84.967003
"2022-01-04",85.400002,86.459999,84.970001,86.220001,1739200,85.612427
"2022-01-05",86.529999,87.105003,83.730003,83.830002,2656900,83.239265
"2022-01-06",84.190002,84.980003,83.779999,84.709999,1641400,84.11306
"2022-01-07",84.400002,85.269997,84.209999,84.360001,2351500,83.765533
"2022-01-10",83.809998,84.690002,82.459999,84.660004,1940000,84.063416
"2022-01-11",85.199997,86.290001,84.18,86.239998,2334200,85.632278
"2022-01-12",86.720001,87.339996,86.129997,86.949997,2864100,86.33728
"2022-01-13",87.089996,87.68,85.540001,85.760002,3365800,85.155663
"2022-01-14",84.860001,85.644997,83.040001,84.18,2870400,83.5868
"2022-01-18",83.050003,84.150002,81.68,83.889999,2640500,83.298836
"2022-01-19",84.199997,84.440002,82.849998,83.099998,2632200,82.514404
"2022-01-20",83.599998,84.099998,81.839996,82.209999,3534500,81.630676
"2022-01-21",82.209999,83.900002,81.57,83.110001,2844000,82.524338
"2022-01-24",81.68,83.349998,80.139999,83.230003,4451900,82.643501
"2022-01-25",81.730003,83.629997,80.919998,82.970001,4027200,82.385323
"2022-01-26",83.57,84.620003,81,81.519997,3633100,80.945541
"2022-01-27",82.300003,83.419998,81.300003,82.610001,3093400,82.027863
"2022-01-28",82.209999,82.82,80.839996,82.769997,4367500,82.186729
"2022-01-31",81.300003,85.695,80.519997,85.43,4710600,84.827988
"2022-02-01",85.849998,86.370003,81.57,83.559998,4970900,82.971169
"2022-02-02",83.82,84.311996,82.43,83.269997,2889900,82.683212
"2022-02-03",82.669998,83.629997,81.75,81.849998,2902900,81.273216
"2022-02-04",81.260002,83.230003,80.970001,82.440002,3508500,81.859062
"2022-02-07",82.599998,82.900002,81.5,81.660004,1790200,81.084564
"2022-02-08",82.040001,84.260002,81.894997,84.07,3294300,83.477577
"2022-02-09",84.910004,85.113998,83.410004,83.769997,2132000,83.17968
"2022-02-10",82.879997,83.330002,81.199997,81.550003,1926400,80.975334
"2022-02-11",81.599998,81.839996,79.110001,79.639999,2494800,79.078789
"2022-02-14",79.559998,80.25,78.669998,79.75,3899000,79.188019
"2022-02-15",81.18,81.68,78.544998,78.790001,4126300,78.234779
"2022-02-16",78.940002,79.32,77.459999,78.870003,3305200,78.314224
"2022-02-17",78.029999,78.099998,76.161003,76.220001,2253500,75.913902
"2022-02-18",76.050003,76.919998,75.339996,76.349998,6320300,76.043373
"2022-02-22",76.099998,77.510002,75.879997,76.300003,2481400,75.993576
"2022-02-23",76.769997,76.800003,74.160004,74.690002,2771000,74.390045
"2022-02-24",73.324997,76.93,73.099998,76.589996,3807000,76.28241
"2022-02-25",76.68,78.779999,76.459999,78.510002,3005300,78.194702
"2022-02-28",77.160004,78.93,77.160004,78.330002,3918500,78.015427
"2022-03-01",78.339996,78.480003,76.559998,77.650002,3501600,77.338158
"2022-03-02",78.18,79.004997,78.050003,78.779999,3266200,78.463615
"2022-03-03",79.669998,80.540001,78.699997,79.18,2660900,78.862007
"2022-03-04",78.209999,78.580002,76.660004,77.959999,2967900,77.646912
"2022-03-07",77.800003,78.089996,74.25,74.300003,2768400,74.00161
"2022-03-08",74.209999,75.230003,73.480003,73.5,3249800,73.204819
"2022-03-09",74.940002,76.199997,74.760002,75.260002,3050200,74.957756
"2022-03-10",74.300003,74.550003,73.300003,73.800003,3981100,73.503616
"2022-03-11",73.989998,74.114998,72.269997,72.400002,3290800,72.109238
"2022-03-14",73.330002,73.375,71.07,71.980003,4014900,71.690926
"2022-03-15",72.5,73.910004,71.949997,73.650002,4655600,73.354218
"2022-03-16",74.510002,76.830002,74,75.5,2692800,75.196793
"2022-03-17",75.040001,76.440002,74.989998,76.389999,1868200,76.083214
"2022-03-18",76.650002,78.370003,76.519997,77.980003,3822500,77.666832
"2022-03-21",77.519997,78.165001,76.419998,77.330002,1805000,77.01944
"2022-03-22",77.300003,78.580002,77.300003,77.529999,2601700,77.218636
"2022-03-23",77.129997,77.610001,76.25,76.440002,1675300,76.133018
"2022-03-24",76.379997,77.470001,75.949997,77.419998,1837900,77.109077
"2022-03-25",77.610001,77.75,76.620003,77.239998,1531900,76.929802
"2022-03-28",76.959999,78.050003,76.32,78.010002,2218200,77.696709
"2022-03-29",78.699997,79.489998,78.089996,78.650002,1812200,78.334137
"2022-03-30",78,78.650002,77.699997,77.75,1261600,77.437752
"2022-03-31",77.610001,78.345001,76.900002,76.949997,2413400,76.640961
"2022-04-01",76.910004,77.253998,75.75,76.279999,2591900,75.973656
"2022-04-04",76.300003,76.75,75.809998,76.639999,1872600,76.332207
"2022-04-05",76.360001,76.57,74.910004,75.150002,1582900,74.848198
"2022-04-06",74.330002,76.349998,74.160004,76.230003,2666000,75.923859
"2022-04-07",75.779999,77.989998,75.779999,77.540001,3012100,77.2286
"2022-04-08",77.260002,78.199997,77.110001,77.239998,2107000,76.929802
"2022-04-11",77,77.260002,76.160004,76.370003,1750400,76.063301
"2022-04-12",76.519997,77.190002,75.489998,75.889999,2814200,75.58522
"2022-04-13",75.260002,76.5,75.260002,75.839996,1592600,75.535423
"2022-04-14",76.029999,76.485001,74.699997,74.75,1717000,74.449799
"2022-04-18",74.690002,75.07,73.120003,73.620003,1517100,73.324341
"2022-04-19",74.029999,75.480003,73.870003,75.370003,1380400,75.067314
"2022-04-20",75.980003,76.370003,75.290001,75.519997,2107800,75.216705
"2022-04-21",76.099998,76.629997,74.839996,75.209999,2256200,74.907951
"2022-04-22",73.839996,74.629997,73.32,73.419998,2115500,73.125137
"2022-04-25",75.279999,76.029999,73.059998,74.599998,4038900,74.3004
"2022-04-26",73.370003,73.970001,72.190002,72.370003,2231400,72.079361
"2022-04-27",72.309998,74.349998,72.309998,73.57,2499900,73.274536
"2022-04-28",73.589996,76.519997,73.440002,76.07,2837400,75.764496
"2022-04-29",75.580002,75.919998,72.57,72.839996,2808100,72.54747
"2022-05-02",73,74.040001,71.330002,72.949997,2627400,72.657028
"2022-05-03",72.919998,73.629997,72.468002,73.32,2297000,73.025543
"2022-05-04",73.940002,76.830002,73.260002,76.599998,2700800,76.292366
"2022-05-05",75.489998,76.099998,73.934998,74.68,2377800,74.380081
"2022-05-06",74.230003,74.870003,72.769997,74.580002,2470400,74.280487
"2022-05-09",73.290001,74.190002,72.769997,73.309998,2718000,73.015579
"2022-05-10",73.870003,74.800003,71.470001,72.769997,2771000,72.477753
"2022-05-11",72.709999,73.980003,72.339996,72.900002,3214400,72.607231
"2022-05-12",72.519997,74.300003,71.260002,73,2482100,72.706825
"2022-05-13",73.830002,75.489998,73.485001,75.110001,2601200,74.808357
"2022-05-16",74.559998,74.860001,73.580002,74.339996,2101000,74.041443
"2022-05-17",75.040001,75.459999,73.860001,75.459999,2742800,75.156952
"2022-05-18",74.410004,74.870003,71.989998,72.209999,1899700,71.919998
"2022-05-19",71.260002,73.489998,71.209999,72.589996,1780500,72.589996
"2022-05-20",73.309998,74.360001,71.449997,73.440002,3017700,73.440002
"2022-05-23",73.989998,74.775002,73.129997,73.870003,2473100,73.870003
"2022-05-24",74.830002,75.879997,73.230003,75.489998,3071700,75.489998
"2022-05-25",74.720001,74.919998,72.775002,73.529999,2854900,73.529999
"2022-05-26",74.379997,75.57,74.080002,75.080002,3380100,75.080002
"2022-05-27",75.849998,76.620003,75.379997,76.300003,2837700,76.300003
"2022-05-31",75.550003,75.654999,73.730003,74.400002,9765400,74.400002
"2022-06-01",74.32,75.169998,73.580002,73.970001,2384000,73.970001
"2022-06-02",74,75.360001,73.650002,75.239998,2133600,75.239998
"2022-06-03",74.739998,75.32,74.089996,75.190002,1415400,75.190002
"2022-06-06",75.529999,76.059998,75.080002,75.199997,1019900,75.199997
"2022-06-07",74.739998,76.559998,74.379997,76.489998,1582500,76.489998
"2022-06-08",75.830002,76.940002,75.190002,76.339996,1926900,76.339996
"2022-06-09",76.190002,77.160004,75.760002,76,2505100,76
"2022-06-10",74.790001,75.029999,73.269997,73.290001,2314500,73.290001
"2022-06-13",71.43,72.199997,70.449997,71.099998,1860400,71.099998
"2022-06-14",70.919998,71.205002,68.639999,69.209999,1859400,69.209999
"2022-06-15",69.410004,70.769997,68.760002,69.760002,1629300,69.760002
"2022-06-16",68.419998,68.485001,66.970001,67.949997,1818700,67.949997
"2022-06-17",67.940002,68.739998,67.230003,67.879997,3669400,67.879997
"2022-06-21",68.800003,70.110001,68.160004,69.870003,2506000,69.870003
"2022-06-22",68.480003,69.120003,67.870003,68.760002,2621800,68.760002
"2022-06-23",68.68,69.519997,67.919998,68.589996,1791000,68.589996
"2022-06-24",68.949997,70.900002,68.470001,70.860001,3453500,70.860001
"2022-06-27",71.300003,71.370003,69.125,69.919998,2327700,69.919998
"2022-06-28",70.199997,70.849998,69.489998,69.790001,1877800,69.790001
"2022-06-29",69.5,70.199997,68.519997,69.779999,2728700,69.779999
