"","KO.Open","KO.High","KO.Low","KO.Close","KO.Volume","KO.Adjusted"
"2022-01-18",61.060001,61.189999,60.450001,60.900002,21976700,60.003838
"2022-01-19",60.66,61.18,60.560001,61,18654700,60.102367
"2022-01-20",61,61.439999,60.720001,60.75,23002400,59.856045
"2022-01-21",61.080002,61.299999,60.400002,60.450001,26643200,59.560459
"2022-01-24",59.900002,60.349998,58.57,59.959999,30185100,59.077671
"2022-01-25",59.360001,60.049999,58.689999,59.82,19027100,58.939732
"2022-01-26",59.790001,60.349998,59.209999,59.599998,19190200,58.722969
"2022-01-27",59.880001,60.93,59.5,59.650002,18893800,58.772236
"2022-01-28",59.389999,60.889999,58.939999,60.84,19101500,59.944721
"2022-01-31",60.299999,61.139999,60.150002,61.009998,22045300,60.112217
"2022-02-01",60.91,61.139999,60.16,60.560001,20841700,59.668846
"2022-02-02",60.619999,61.27,60.560001,61.18,20225600,60.27972
"2022-02-03",60.939999,61.779999,60.59,61.610001,19440500,60.703392
"2022-02-04",61.490002,61.68,60.57,60.959999,17403700,60.062954
"2022-02-07",61.380001,61.720001,60.860001,61.599998,17846400,60.693535
"2022-02-08",61.830002,62.330002,61.740002,62,18771700,61.08765
"2022-02-09",62.169998,62.32,60.900002,61.040001,23595600,60.141781
"2022-02-10",60.360001,62.299999,60.200001,61.380001,23561500,60.476776
"2022-02-11",61.77,61.98,60.150002,60.290001,22781400,59.402813
"2022-02-14",60.16,60.790001,59.279999,60.68,23641300,59.787075
"2022-02-15",60.959999,61.779999,60.630001,60.91,13408700,60.013691
"2022-02-16",60.860001,61.400002,60.560001,60.900002,15484700,60.003838
"2022-02-17",60.549999,62.279999,60.41,62.119999,21468700,61.205883
"2022-02-18",62.119999,62.82,61.990002,62.540001,21975000,61.619705
"2022-02-22",62.43,62.639999,61.720001,62.279999,21731400,61.363529
"2022-02-23",62.240002,62.330002,61.34,61.59,19248500,60.683685
"2022-02-24",59.970001,60.619999,59.220001,60.509998,27207400,59.619576
"2022-02-25",60.939999,62.900002,60.919998,62.849998,21487800,61.92514
"2022-02-28",61.650002,62.34,61.41,62.240002,25879100,61.32412
"2022-03-01",62.139999,62.75,61.509998,61.970001,15871100,61.058094
"2022-03-02",62.23,62.880001,61.779999,62.43,17319100,61.511322
"2022-03-03",62.610001,63.02,62.290001,62.470001,21262800,61.550735
"2022-03-04",61.459999,62.59,61.200001,62.57,17163000,61.649265
"2022-03-07",62.009998,62.07,60.720001,61.080002,29151400,60.18119
"2022-03-08",61.450001,61.540001,58.59,58.66,30242100,57.796799
"2022-03-09",59.82,59.84,58.66,58.959999,23022700,58.092384
"2022-03-10",58.48,58.66,57.5,57.880001,20887300,57.028278
"2022-03-11",57.959999,58.849998,57.860001,57.919998,19855600,57.067688
"2022-03-14",57.970001,59.040001,57.970001,58.540001,17799400,58.120087
"2022-03-15",59.080002,59.889999,58.98,59.619999,18607200,59.192337
"2022-03-16",59.779999,59.939999,58.610001,59.459999,17347300,59.033485
"2022-03-17",59.459999,60.139999,59.23,60.09,15586200,59.658966
"2022-03-18",60.299999,60.299999,59.709999,60.099998,30197800,59.668896
"2022-03-21",60.5,61.099998,60.25,60.580002,17440100,60.145454
"2022-03-22",60.93,60.950001,60.060001,60.799999,17559500,60.363873
"2022-03-23",60.75,60.98,60,60.400002,15529200,59.966743
"2022-03-24",60.639999,61.02,60.459999,60.98,13151300,60.542583
"2022-03-25",61.119999,61.610001,61.049999,61.529999,12259800,61.088638
"2022-03-28",61.529999,61.939999,61.209999,61.919998,11485200,61.475838
"2022-03-29",62.209999,62.529999,61.740002,62.16,14720600,61.714119
"2022-03-30",62.009998,62.209999,61.560001,62.209999,13641000,61.76376
"2022-03-31",62.220001,62.639999,62,62,16822900,61.555267
"2022-04-01",62.330002,62.950001,62.09,62.869999,12644900,62.419025
"2022-04-04",62.599998,62.790001,61.720001,62.540001,11505800,62.091393
"2022-04-05",62.400002,63.240002,62.369999,62.470001,15721200,62.021896
"2022-04-06",62.77,63.259998,62.299999,63.099998,19267400,62.647373
"2022-04-07",63.130001,63.669998,62.709999,63.439999,13960800,62.984936
"2022-04-08",63.48,64.040001,63.16,63.830002,12703500,63.372143
"2022-04-11",63.91,64.300003,63.639999,63.810001,12720100,63.352283
"2022-04-12",64.379997,64.809998,63.889999,64.559998,18089900,64.096901
"2022-04-13",64.440002,64.870003,64.230003,64.730003,11883000,64.265686
"2022-04-14",64.959999,65.57,64.82,65.019997,16388400,64.553604
"2022-04-18",64.769997,65.18,64.18,64.440002,11679400,63.977768
"2022-04-19",64.5,65.25,64.440002,65.07,11993800,64.603241
"2022-04-20",65.440002,66.239998,65.400002,65.959999,14827100,65.486862
"2022-04-21",65.980003,67,65.720001,66.209999,15120400,65.735069
"2022-04-22",66.080002,66.339996,65.18,65.25,14902200,64.781952
"2022-04-25",67,67.199997,64.779999,65.940002,25082000,65.46701
"2022-04-26",65.519997,66.370003,65.040001,65.050003,21982600,64.583389
"2022-04-27",65,66.279999,65,65.559998,16971000,65.089729
"2022-04-28",64.660004,66.279999,64.5,66.190002,22010600,65.71521
"2022-04-29",65.870003,66.029999,64.489998,64.610001,20137100,64.146545
"2022-05-02",65.279999,65.309998,62.580002,63.439999,24970300,62.984936
"2022-05-03",63.720001,63.939999,62.669998,63.080002,21686300,62.627522
"2022-05-04",63,65.120003,62.939999,65.029999,19780200,64.56353
"2022-05-05",64.690002,65.029999,64.010002,64.510002,20155200,64.047264
"2022-05-06",64.199997,65.309998,64.07,64.739998,18984000,64.275612
"2022-05-09",64.470001,65.360001,64.040001,64.610001,20055300,64.146545
"2022-05-10",64.5,65.32,63.849998,64.010002,21322200,63.55085
"2022-05-11",64.330002,65.199997,63.959999,64.309998,19648400,63.848694
"2022-05-12",64.160004,64.529999,63.209999,64.510002,22574700,64.047264
"2022-05-13",64.809998,65.800003,64.120003,65.720001,16167000,65.248581
"2022-05-16",65.440002,66.379997,65.440002,65.959999,13223200,65.486862
"2022-05-17",66.099998,66.099998,65.010002,65.779999,21300600,65.308151
"2022-05-18",65.419998,65.519997,60.959999,61.200001,31437300,60.761005
"2022-05-19",60.959999,60.959999,59.66,60,31493900,59.569614
"2022-05-20",60.490002,61.240002,59.66,60.98,29133800,60.542583
"2022-05-23",61.650002,63.099998,61.59,62.860001,19406900,62.4091
"2022-05-24",62.880001,64.190002,62.75,64.019997,16154200,63.560772
"2022-05-25",64,64.470001,63.599998,64.07,15360500,63.610416
"2022-05-26",64.07,65.099998,63.959999,64.300003,16159800,63.838772
"2022-05-27",64.260002,64.830002,64.139999,64.68,17709000,64.216042
"2022-05-31",64.080002,64.32,63.049999,63.380001,43159000,62.925369
"2022-06-01",63.419998,63.68,62.130001,63.07,15408300,62.617592
"2022-06-02",63.18,63.740002,62.110001,63.73,14586000,63.272858
"2022-06-03",63.57,63.630001,62.810001,62.970001,13539900,62.518311
"2022-06-06",63.330002,63.77,62.66,62.869999,15112800,62.419025
"2022-06-07",62.380001,63.369999,62.220001,63.25,17886300,62.796299
"2022-06-08",62.990002,63.209999,62.560001,62.889999,10211500,62.438881
"2022-06-09",62.869999,63.349998,61.779999,61.799999,13382200,61.356701
"2022-06-10",61.009998,61.889999,60.459999,61.41,14967600,60.969498
"2022-06-13",60.75,62.290001,60.669998,61.34,23064200,60.900002
"2022-06-14",60.73,60.889999,58.66,59.23,24620000,59.23
"2022-06-15",60,60.639999,58.970001,59.669998,19684700,59.669998
"2022-06-16",58.639999,59.52,58.25,59.07,15053800,59.07
"2022-06-17",59.700001,60.130001,59.130001,59.43,34781900,59.43
"2022-06-21",59.490002,60.880001,59.009998,60.700001,17705000,60.700001
"2022-06-22",60.599998,61.450001,60.32,61.150002,15207100,61.150002
"2022-06-23",61.299999,61.91,61.23,61.880001,17190900,61.880001
"2022-06-24",62.110001,63.060001,62.110001,63.040001,18147100,63.040001
"2022-06-27",62.98,63.290001,62.630001,62.91,12142100,62.91
"2022-06-28",63.080002,63.759998,62.110001,62.279999,13150100,62.279999
"2022-06-29",62.540001,63.110001,62.43,62.73,11795500,62.73
