"","KMX.Open","KMX.High","KMX.Low","KMX.Close","KMX.Volume","KMX.Adjusted"
"2022-01-11",118.300003,119.419998,114.57,119.150002,1519200,119.150002
"2022-01-12",118.839996,120.25,115.360001,119.260002,1614000,119.260002
"2022-01-13",120.190002,120.580002,117.190002,117.470001,1362700,117.470001
"2022-01-14",116.050003,116.75,111.639999,113.400002,1290500,113.400002
"2022-01-18",111.790001,112.089996,108.860001,110.400002,1854400,110.400002
"2022-01-19",110.970001,112.68,107.580002,107.629997,1409000,107.629997
"2022-01-20",108.489998,111.949997,105.870003,106.059998,2158700,106.059998
"2022-01-21",105,109.57,102.470001,108.099998,2664400,108.099998
"2022-01-24",105.57,112.32,103.480003,111.919998,2378400,111.919998
"2022-01-25",109.480003,111.639999,106.779999,109.940002,2016300,109.940002
"2022-01-26",110.989998,111.589996,106.559998,107.75,2433500,107.75
"2022-01-27",110.400002,110.519997,104.540001,105.540001,2049700,105.540001
"2022-01-28",106.239998,110.050003,105.029999,110,1594900,110
"2022-01-31",109.400002,111.610001,108.419998,111.169998,1359700,111.169998
"2022-02-01",110.949997,112.110001,108.68,110.959999,1102300,110.959999
"2022-02-02",110.940002,111.110001,107.959999,109.800003,1521700,109.800003
"2022-02-03",108.309998,109.800003,106.589996,106.720001,1514100,106.720001
"2022-02-04",106.110001,107.769997,103.43,106.25,1540700,106.25
"2022-02-07",106.5,107.93,104.389999,105.589996,835200,105.589996
"2022-02-08",105.260002,109.07,105.160004,109.040001,1476500,109.040001
"2022-02-09",110.800003,114.43,110.800003,112.690002,2229200,112.690002
"2022-02-10",110.010002,113.089996,109.470001,110.589996,1200300,110.589996
"2022-02-11",110.440002,111.43,107.599998,108.480003,1108400,108.480003
"2022-02-14",108.900002,112.260002,108.389999,110.959999,1058300,110.959999
"2022-02-15",112.459999,113.540001,110.699997,113.32,1151900,113.32
"2022-02-16",109.800003,110.860001,107.32,109.580002,1553800,109.580002
"2022-02-17",109.730003,110.129997,106.540001,107.480003,1340700,107.480003
"2022-02-18",107.139999,108.339996,105.480003,105.639999,1532900,105.639999
"2022-02-22",104.730003,105.470001,99.900002,101.169998,1773800,101.169998
"2022-02-23",102.120003,103.809998,99.510002,100.349998,1620300,100.349998
"2022-02-24",97.589996,105.419998,96.389999,105.150002,1530600,105.150002
"2022-02-25",105.410004,108.389999,103.269997,107.349998,1252900,107.349998
"2022-02-28",107.099998,109.540001,106.639999,109.330002,1463400,109.330002
"2022-03-01",108.690002,108.699997,104.139999,105.239998,1659400,105.239998
"2022-03-02",105.339996,107.269997,104,105.800003,1559800,105.800003
"2022-03-03",107.040001,107.129997,103.150002,104.489998,1048600,104.489998
"2022-03-04",103.480003,104.730003,101.809998,103.07,1403300,103.07
"2022-03-07",102.099998,103.339996,99.43,100.010002,2641900,100.010002
"2022-03-08",100.010002,104.849998,98.660004,99.949997,1374100,99.949997
"2022-03-09",101.980003,103.489998,101.25,101.889999,1336400,101.889999
"2022-03-10",99.949997,101.489998,98.529999,100.75,1001200,100.75
"2022-03-11",100.5,101.279999,98.800003,99.209999,892400,99.209999
"2022-03-14",99.089996,101.699997,98.199997,98.550003,1248900,98.550003
"2022-03-15",98.959999,102.290001,98.610001,100.919998,1029000,100.919998
"2022-03-16",100.889999,103.07,98.43,102.019997,2006500,102.019997
"2022-03-17",100.739998,103.959999,99.699997,103.919998,1118200,103.919998
"2022-03-18",103.989998,105.900002,103.290001,104.470001,2572600,104.470001
"2022-03-21",104.470001,105.68,101.379997,102.589996,1328700,102.589996
"2022-03-22",102.989998,104.919998,101.800003,103.050003,1655100,103.050003
"2022-03-23",102.129997,102.709999,98.540001,98.919998,1439300,98.919998
"2022-03-24",99.07,100.580002,98.699997,99.279999,1436800,99.279999
"2022-03-25",99.870003,99.870003,95.889999,97.269997,1645300,97.269997
"2022-03-28",97.860001,98.730003,95.040001,98.629997,2218100,98.629997
"2022-03-29",101.25,104.610001,100.629997,103.82,2282900,103.82
"2022-03-30",102.699997,103.730003,101.220001,101.529999,1304100,101.529999
"2022-03-31",101.160004,101.220001,96.480003,96.480003,1931000,96.480003
"2022-04-01",97.290001,98.519997,95.660004,98.489998,1527100,98.489998
"2022-04-04",98.559998,102.57,98.230003,101.370003,1679400,101.370003
"2022-04-05",100,102.639999,98.870003,99.82,1489200,99.82
"2022-04-06",96.07,98.400002,95.220001,97.760002,2499000,97.760002
"2022-04-07",97.120003,99.699997,94.349998,99.120003,2007300,99.120003
"2022-04-08",98.639999,103.230003,97.860001,102.220001,2191800,102.220001
"2022-04-11",101.040001,105.900002,101.040001,103.169998,2923000,103.169998
"2022-04-12",99.629997,101.5,93.230003,93.330002,8382700,93.330002
"2022-04-13",91.510002,94.32,90.550003,92.989998,3595500,92.989998
"2022-04-14",93.699997,94.610001,91.519997,91.790001,2099900,91.790001
"2022-04-18",91.300003,92.349998,90.440002,91.110001,1601800,91.110001
"2022-04-19",91.43,96.769997,91.290001,96.290001,1775400,96.290001
"2022-04-20",96.870003,97.860001,92.980003,93.07,1746300,93.07
"2022-04-21",93.5,93.860001,90.019997,90.669998,2176300,90.669998
"2022-04-22",90.260002,91.849998,89.529999,90.379997,1811400,90.379997
"2022-04-25",89.610001,90.650002,87.489998,90.449997,2463600,90.449997
"2022-04-26",89.620003,90.279999,88.419998,88.43,1476300,88.43
"2022-04-27",88.050003,90.82,87.150002,88.870003,1715700,88.870003
"2022-04-28",89.940002,90.660004,87.139999,89.099998,1414600,89.099998
"2022-04-29",88.779999,89.849998,85.650002,85.779999,1515600,85.779999
"2022-05-02",85.849998,91.260002,85.360001,91.139999,1953100,91.139999
"2022-05-03",90.870003,95.669998,90.349998,95.07,2642900,95.07
"2022-05-04",94.410004,100.349998,93.940002,100.18,2433500,100.18
"2022-05-05",98.339996,98.559998,90.769997,92.379997,2123700,92.379997
"2022-05-06",92.169998,96.18,90.489998,94.699997,2218300,94.699997
"2022-05-09",92.949997,96.019997,92.190002,92.809998,2102400,92.809998
"2022-05-10",94.209999,96.330002,89.279999,92.220001,2486100,92.220001
"2022-05-11",91.870003,93.900002,89.480003,89.790001,1696000,89.790001
"2022-05-12",89.160004,93.830002,88.75,91.260002,2663500,91.260002
"2022-05-13",92.169998,95.559998,91.260002,91.660004,2184600,91.660004
"2022-05-16",91.910004,93.900002,90.040001,92.660004,2800500,92.660004
"2022-05-17",94.610001,97.540001,94.379997,97.470001,1711400,97.470001
"2022-05-18",95.080002,95.239998,88.169998,89.800003,2236300,89.800003
"2022-05-19",89.800003,92.199997,88.029999,90.800003,2245600,90.800003
"2022-05-20",92.220001,93.629997,89.209999,92.459999,2106600,92.459999
"2022-05-23",93.18,93.290001,89.510002,90.889999,1817100,90.889999
"2022-05-24",89.949997,91.220001,88.93,90.790001,1504600,90.790001
"2022-05-25",89.75,96.339996,89.470001,95.940002,1578700,95.940002
"2022-05-26",97.489998,99.730003,97.370003,99.160004,1475300,99.160004
"2022-05-27",99.32,100.309998,97.790001,100.290001,1263900,100.290001
"2022-05-31",99.019997,99.849998,96.779999,99.269997,1716300,99.269997
"2022-06-01",100.010002,100.82,97.650002,98.459999,1805300,98.459999
"2022-06-02",98.620003,99.660004,98.209999,99.190002,1158900,99.190002
"2022-06-03",97.620003,98.309998,94.860001,96.349998,1257900,96.349998
"2022-06-06",97.330002,98.129997,95.650002,97.510002,854700,97.510002
"2022-06-07",94.43,98.610001,93.870003,98.230003,1336000,98.230003
"2022-06-08",98.57,103.010002,98.57,102.239998,1840400,102.239998
"2022-06-09",102,103.220001,99.889999,99.93,1102900,99.93
"2022-06-10",97.610001,99.349998,95.32,96.029999,1163700,96.029999
"2022-06-13",92.809998,93.620003,88.059998,88.809998,2047100,88.809998
"2022-06-14",89.080002,91.779999,89.080002,89.790001,1367600,89.790001
"2022-06-15",90.879997,93.400002,90.07,91.540001,1115000,91.540001
"2022-06-16",89.029999,89.550003,84.370003,85.760002,2538800,85.760002
"2022-06-17",85.389999,88.57,85.040001,86.989998,2731500,86.989998
"2022-06-21",88.82,89.629997,87.5,87.68,1626800,87.68
"2022-06-22",86.839996,90.099998,86.699997,89.75,1828200,89.75
"2022-06-23",90.970001,92,88.610001,91.760002,2470800,91.760002
"2022-06-24",91.790001,99.220001,90.25,98.360001,4320400,98.360001
"2022-06-27",99.489998,101.050003,96.309998,98.620003,2068800,98.620003
"2022-06-28",98.160004,99.639999,94.349998,94.400002,1934800,94.400002
"2022-06-29",94.349998,94.349998,91.690002,93.57,1418300,93.57
