"","K.Open","K.High","K.Low","K.Close","K.Volume","K.Adjusted"
"2022-01-12",66.230003,66.650002,66.010002,66.379997,1262100,65.247185
"2022-01-13",66.5,67.089996,66.169998,66.839996,1589900,65.699333
"2022-01-14",67.089996,67.809998,66.739998,67.529999,2181400,66.377556
"2022-01-18",67.279999,67.440002,66.260002,66.989998,3031900,65.846771
"2022-01-19",66.940002,67.379997,66.449997,66.599998,1626600,65.463432
"2022-01-20",66.5,66.809998,66.040001,66.129997,1988200,65.00145
"2022-01-21",66.660004,66.989998,66.230003,66.610001,2209900,65.473259
"2022-01-24",66.760002,67.510002,64.839996,66.199997,2504300,65.070259
"2022-01-25",65.989998,66.489998,65.199997,66.190002,2578300,65.060432
"2022-01-26",65.699997,66.510002,64.559998,64.800003,3124500,63.694153
"2022-01-27",65.059998,65.980003,64.959999,65.169998,1894900,64.057838
"2022-01-28",64.669998,65.279999,64.379997,65.260002,1884900,64.146301
"2022-01-31",64.169998,64.169998,62.509998,63,5206300,61.92487
"2022-02-01",63,63.439999,62.48,63.23,2656900,62.15094
"2022-02-02",63.09,63.77,62.939999,63.389999,2782200,62.308212
"2022-02-03",63.619999,64.059998,63.189999,63.470001,1787700,62.386848
"2022-02-04",63.189999,63.380001,61.560001,61.580002,3349200,60.529102
"2022-02-07",61.830002,61.98,61.130001,61.77,1922800,60.715858
"2022-02-08",61.98,62.150002,61.369999,61.700001,2151500,60.647053
"2022-02-09",61.66,61.98,61.279999,61.66,2692300,60.607735
"2022-02-10",62.759998,64.900002,62.200001,63.580002,5273300,62.494972
"2022-02-11",63.02,64.339996,62.700001,63.849998,3529300,62.760361
"2022-02-14",64.139999,65.010002,63.27,64.75,3330100,63.645004
"2022-02-15",64.760002,65.330002,64.290001,64.589996,2774200,63.487728
"2022-02-16",64.800003,65.559998,63.939999,64.32,2898200,63.22234
"2022-02-17",64.389999,64.970001,63.959999,64.839996,2630800,63.733467
"2022-02-18",64.949997,66.089996,64.809998,66.07,2943400,64.942474
"2022-02-22",66.040001,66.419998,65.5,66.120003,2871100,64.991623
"2022-02-23",66.379997,66.870003,66.019997,66.470001,2991900,65.335648
"2022-02-24",65.849998,66.139999,63.02,63.790001,4213000,62.701385
"2022-02-25",64.199997,65.830002,64.199997,65.68,2186900,64.559128
"2022-02-28",64.239998,64.800003,63.360001,63.939999,3191100,63.408768
"2022-03-01",63.77,64.050003,62.82,63.34,2305800,62.813751
"2022-03-02",62.93,63.990002,62.560001,63.619999,2279200,63.091427
"2022-03-03",63.82,65.190002,63.48,64.730003,2488800,64.192207
"2022-03-04",63.98,65.099998,63.59,64.949997,2723800,64.41037
"2022-03-07",64.529999,66.57,63.880001,65.940002,3954500,65.392151
"2022-03-08",65.669998,66.25,62.599998,62.630001,3475900,62.109653
"2022-03-09",63.34,63.880001,62.099998,62.189999,2126700,61.673306
"2022-03-10",61.740002,62.060001,60.669998,61.009998,2649000,60.503109
"2022-03-11",60.959999,61.610001,59.82,59.849998,2894500,59.352749
"2022-03-14",60.099998,60.720001,59.540001,60.25,2687400,59.749424
"2022-03-15",60.439999,61.5,60.25,61.32,2824900,60.810535
"2022-03-16",61.139999,61.720001,60.150002,60.959999,2461100,60.453526
"2022-03-17",61.23,61.439999,60.759998,61.040001,2163600,60.532864
"2022-03-18",61.080002,61.369999,60.220001,60.759998,4442500,60.255188
"2022-03-21",61.099998,61.810001,60.650002,60.950001,2339800,60.443611
"2022-03-22",61.049999,61.369999,60.540001,61.080002,1922200,60.572533
"2022-03-23",61.599998,62.349998,61.450001,61.580002,2547500,61.068378
"2022-03-24",61.509998,62.18,61.310001,61.790001,1817900,61.27663
"2022-03-25",61.900002,62.84,61.700001,62.82,1610300,62.298073
"2022-03-28",62.900002,62.970001,62.290001,62.959999,1423500,62.436909
"2022-03-29",63.459999,63.869999,63.23,63.849998,1698300,63.319515
"2022-03-30",64.040001,64.120003,63.439999,64.07,1579300,63.537689
"2022-03-31",64.089996,64.910004,64,64.489998,1958000,63.954197
"2022-04-01",64.760002,65.669998,64.309998,65.610001,2014900,65.064896
"2022-04-04",65.300003,65.629997,64.139999,65.309998,1345800,64.76738
"2022-04-05",65.050003,66.480003,65.050003,65.790001,1897100,65.243401
"2022-04-06",65.769997,66.839996,65.550003,66.550003,2380500,65.997086
"2022-04-07",66.459999,67.18,66.269997,67.139999,1748200,66.582184
"2022-04-08",67.5,67.839996,66.309998,67.559998,2084900,66.998688
"2022-04-11",67.690002,68.269997,67.279999,67.860001,2013000,67.296204
"2022-04-12",67.699997,68.300003,67.199997,67.949997,1778600,67.385452
"2022-04-13",67.75,68.010002,67.110001,67.959999,1209500,67.39537
"2022-04-14",68.199997,68.440002,67.730003,67.879997,1515600,67.316032
"2022-04-18",67.949997,68.190002,67.410004,67.620003,950800,67.058197
"2022-04-19",67.849998,68.57,67.629997,68.300003,2065600,67.732544
"2022-04-20",67.959999,68.980003,67.849998,68.949997,2309200,68.377144
"2022-04-21",68.919998,70.18,68.580002,69.720001,1933700,69.140747
"2022-04-22",69.75,70.209999,69.300003,69.330002,2418600,68.75399
"2022-04-25",68.889999,69.459999,68.080002,69.260002,1979100,68.68457
"2022-04-26",69.339996,69.529999,68.25,68.260002,2101900,67.692879
"2022-04-27",69,70.019997,68.849998,69.010002,3309900,68.436646
"2022-04-28",69.230003,69.809998,68.589996,69.550003,1742000,68.97216
"2022-04-29",69.419998,69.550003,68.440002,68.5,2434500,67.930885
"2022-05-02",69.209999,69.339996,66.650002,67.370003,3186500,66.810272
"2022-05-03",66.190002,67.830002,66,66.970001,3471800,66.413597
"2022-05-04",66.860001,67.959999,66.650002,67.849998,3169600,67.286278
"2022-05-05",69.550003,71.050003,69,70.230003,5768800,69.646515
"2022-05-06",70.260002,73.300003,70.260002,72.730003,5421500,72.12574
"2022-05-09",72.419998,75.089996,72.019997,74.529999,5592900,73.910782
"2022-05-10",74.050003,75.559998,72.769997,72.93,4351600,72.324074
"2022-05-11",72.610001,73.32,72.099998,72.379997,2987400,71.778641
"2022-05-12",72.860001,73.889999,72.629997,72.919998,3091700,72.314156
"2022-05-13",72.989998,73.269997,72.18,73.010002,3160000,72.403412
"2022-05-16",73,73.519997,72.510002,73.160004,1887800,72.55217
"2022-05-17",72.769997,73.709999,71.040001,73.440002,2294300,72.829842
"2022-05-18",73.190002,73.269997,68.669998,69.32,3938000,68.744072
"2022-05-19",68.5,68.599998,66.57,68,4573600,67.435036
"2022-05-20",68.360001,68.57,65.970001,67.739998,4214300,67.177193
"2022-05-23",68.379997,69.07,68.139999,68.470001,2459600,67.901131
"2022-05-24",68.730003,70.5,68.589996,70.449997,2401700,69.864677
"2022-05-25",70.580002,70.769997,69.910004,70.129997,2285800,69.54734
"2022-05-26",70.269997,71,69.860001,69.879997,1980200,69.299416
"2022-05-27",69.760002,70.080002,69.220001,69.809998,2513000,69.229996
"2022-05-31",69.010002,69.849998,68.089996,69.739998,6126800,69.739998
"2022-06-01",69.610001,69.790001,68.089996,69,2592800,69
"2022-06-02",68.940002,68.970001,66.959999,68.18,2363800,68.18
"2022-06-03",68.110001,68.5,67.589996,67.760002,1540700,67.760002
"2022-06-06",67.870003,68.559998,67.660004,68.449997,2252800,68.449997
"2022-06-07",67.82,69.040001,67.269997,69.010002,2222900,69.010002
"2022-06-08",69.010002,69.32,68.290001,68.959999,2137300,68.959999
"2022-06-09",69.309998,69.889999,68.580002,68.660004,2178600,68.660004
"2022-06-10",68.309998,70.07,68.099998,69.580002,3214900,69.580002
"2022-06-13",69.190002,70.139999,68.480003,68.860001,2454600,68.860001
"2022-06-14",69,69.389999,67.68,68.339996,2647600,68.339996
"2022-06-15",68.470001,69.220001,67.449997,67.800003,2314200,67.800003
"2022-06-16",67.309998,68.07,66.57,67.669998,2560000,67.669998
"2022-06-17",67.93,68.349998,66.400002,67.540001,4351300,67.540001
"2022-06-21",71,71.260002,68.519997,68.860001,11194800,68.860001
"2022-06-22",68.5,68.849998,66.669998,67.919998,4486200,67.919998
"2022-06-23",68.110001,69.620003,68.110001,69.32,2721000,69.32
"2022-06-24",69.620003,70.910004,69.019997,70.720001,4067800,70.720001
"2022-06-27",70.269997,71.099998,69.879997,70.959999,2604900,70.959999
"2022-06-28",71.129997,71.68,70.599998,70.870003,2690700,70.870003
"2022-06-29",71.150002,72.089996,70.660004,71.620003,2435700,71.620003
