"","ALB.Open","ALB.High","ALB.Low","ALB.Close","ALB.Volume","ALB.Adjusted"
"2022-01-07",234.009995,238.869995,231.729996,236.020004,795700,235.165695
"2022-01-10",231,233,220.080002,226.970001,1105400,226.148453
"2022-01-11",227.660004,240.899994,227.149994,240.169998,987000,239.300674
"2022-01-12",245,248,239.570007,241.070007,1143300,240.197433
"2022-01-13",242.960007,246.789993,234.520004,235.229996,610700,234.378555
"2022-01-14",232,235.880005,228.929993,233.669998,557100,232.824203
"2022-01-18",230.970001,232.270004,224.320007,226.300003,773900,225.480881
"2022-01-19",227.820007,229.190002,219.580002,219.690002,705600,218.894806
"2022-01-20",220.690002,227.270004,214.800003,217.149994,1190800,216.363983
"2022-01-21",214.039993,219.490005,207.740005,212.75,1345200,211.979935
"2022-01-24",205.960007,212.779999,197.139999,211.919998,1994700,211.152924
"2022-01-25",208.110001,210.839996,204.139999,206.009995,1231900,205.264313
"2022-01-26",211.550003,214.649994,202.559998,205.619995,1082600,204.875732
"2022-01-27",212.830002,214.889999,203.220001,205.429993,942500,204.686417
"2022-01-28",204.830002,206.449997,197,206.229996,819500,205.483521
"2022-01-31",207,220.960007,207,220.740005,1137000,219.94101
"2022-02-01",227.559998,229.410004,219.850006,225.199997,916700,224.384857
"2022-02-02",225.910004,226.960007,220.970001,221.490005,818600,220.688293
"2022-02-03",218,220.990005,214.580002,215.059998,654300,214.28157
"2022-02-04",214.5,219,213.449997,216.020004,720600,215.238098
"2022-02-07",217.460007,223.880005,217.220001,219.779999,780100,218.984482
"2022-02-08",218.929993,227.410004,218.289993,226.690002,1128400,225.869476
"2022-02-09",231.080002,237.820007,231.080002,236.429993,972400,235.574219
"2022-02-10",233.449997,244.309998,232.149994,236.039993,795700,235.185608
"2022-02-11",233.470001,239.089996,228.610001,230.889999,1009800,230.05426
"2022-02-14",230.179993,233.880005,224.910004,227.679993,875100,226.855881
"2022-02-15",232.119995,242.869995,232.119995,241.389999,1042100,240.516251
"2022-02-16",241.009995,247.979996,236.199997,246,1394800,245.109573
"2022-02-17",218.490005,221,194.830002,197.020004,6180600,196.30687
"2022-02-18",200.020004,201.410004,187.009995,190.759995,3060900,190.069519
"2022-02-22",189.100006,199.630005,188.600006,191.850006,1635500,191.155579
"2022-02-23",193,196.119995,180.820007,182,1644000,181.341232
"2022-02-24",172.259995,184.960007,169.929993,184.199997,1979800,183.533264
"2022-02-25",184.399994,192,180.179993,191.949997,1135300,191.255219
"2022-02-28",192.600006,200.880005,190.529999,195.889999,1583600,195.180954
"2022-03-01",194.479996,196.940002,184.240005,186.440002,992000,185.765167
"2022-03-02",189.149994,192.110001,183.770004,191.119995,840600,190.428207
"2022-03-03",193.5,194.830002,184.509995,186.330002,1071900,185.655548
"2022-03-04",182.990005,184.759995,174.720001,179.070007,1313900,178.421844
"2022-03-07",180.580002,181.809998,171.139999,172.089996,1051400,171.467102
"2022-03-08",171.529999,184.619995,170.009995,180.740005,1463500,180.0858
"2022-03-09",188.539993,189.929993,182.229996,187.130005,1332400,186.452667
"2022-03-10",184.619995,189.309998,183.509995,188.369995,785600,187.688171
"2022-03-11",188.770004,191.449997,184.639999,184.759995,769600,184.091232
"2022-03-14",184.869995,186.169998,175.259995,176.289993,973200,175.651886
"2022-03-15",175.360001,182.699997,172.779999,181.949997,834400,181.291397
"2022-03-16",185.869995,193.979996,185.759995,191.25,890700,190.557755
"2022-03-17",187.839996,196.600006,187.839996,196.369995,706600,196.064148
"2022-03-18",196.649994,199.070007,194.649994,198.240005,1347100,197.931259
"2022-03-21",199.020004,200.630005,193,198.679993,818500,198.37056
"2022-03-22",198.979996,206.350006,197.910004,205.600006,990600,205.279785
"2022-03-23",203.210007,212.220001,202.660004,208.210007,903500,207.885727
"2022-03-24",208,214.679993,206.479996,214.149994,753000,213.816467
"2022-03-25",214.110001,218.020004,212.419998,217.580002,836300,217.241135
"2022-03-28",217.410004,218.970001,210.330002,214.339996,832800,214.006165
"2022-03-29",218,223.889999,214.130005,222.479996,859500,222.133484
"2022-03-30",220.880005,226.600006,219.419998,223.149994,934100,222.802444
"2022-03-31",222.330002,230,221.070007,221.149994,1141500,220.805557
"2022-04-01",224,228.380005,222.380005,224.919998,864500,224.569687
"2022-04-04",224.139999,226.360001,220.139999,226.039993,744000,225.687943
"2022-04-05",226.990005,228.259995,217.080002,217.300003,1136100,216.961563
"2022-04-06",215.949997,215.949997,205.509995,211.470001,1381700,211.14064
"2022-04-07",212,215,205.820007,211.850006,847200,211.52005
"2022-04-08",212.660004,214.690002,206.199997,211,736900,210.671371
"2022-04-11",207.339996,209.149994,201.460007,206,1054000,205.679169
"2022-04-12",208.699997,212.990005,202.479996,205.020004,710100,204.700699
"2022-04-13",206.770004,212.699997,206.020004,212.5,517400,212.169037
"2022-04-14",212.970001,215.220001,210.220001,210.889999,572600,210.561539
"2022-04-18",210.850006,213.440002,208.440002,209.669998,565900,209.343445
"2022-04-19",210.139999,218.729996,207.169998,218.149994,718300,217.810226
"2022-04-20",221.669998,222.210007,215.580002,217.190002,774000,216.85173
"2022-04-21",220.979996,222.699997,206.100006,207.240005,1190600,206.917236
"2022-04-22",207.520004,210.699997,200.369995,200.639999,877300,200.327515
"2022-04-25",198.100006,200.190002,191.100006,198.460007,1530000,198.150909
"2022-04-26",197.039993,198.5,187.630005,187.759995,1013000,187.46756
"2022-04-27",187.360001,196.380005,187.360001,192.229996,1006900,191.930603
"2022-04-28",194.190002,196.289993,187.779999,195.259995,942300,194.955887
"2022-04-29",195.360001,202.059998,191.800003,192.830002,986900,192.529678
"2022-05-02",191.929993,194.350006,185.149994,191.419998,1020600,191.121872
"2022-05-03",190.570007,198.440002,190.369995,197.119995,928300,196.812988
"2022-05-04",210.899994,215.470001,204.300003,215.470001,2090100,215.134415
"2022-05-05",238,243.179993,221.339996,236.5,3740500,236.131653
"2022-05-06",235.5,242.910004,228,242.410004,2321100,242.032455
"2022-05-09",238,239.399994,220.770004,221.639999,2422200,221.2948
"2022-05-10",227.179993,229.5,213.5,221.429993,1907400,221.085129
"2022-05-11",221,227.949997,212.630005,213.029999,1203900,212.698212
"2022-05-12",212.050003,218,204.509995,213.449997,1387900,213.117554
"2022-05-13",217.300003,231.210007,215.5,228.820007,1078500,228.463623
"2022-05-16",226.080002,233.960007,223.669998,226.320007,974500,225.967514
"2022-05-17",232.490005,239.330002,231.229996,239.229996,1141400,238.857407
"2022-05-18",237.119995,244.899994,234.089996,235.979996,1109200,235.612457
"2022-05-19",234.679993,243.119995,233.880005,239.080002,1067900,238.707642
"2022-05-20",241.660004,243.119995,228.100006,236.440002,1120100,236.071747
"2022-05-23",240,243.630005,235.479996,242.940002,1003400,242.56163
"2022-05-24",243.279999,249.899994,237.419998,243.149994,2202500,242.771301
"2022-05-25",243.990005,247.190002,232.389999,237.509995,1532600,237.140076
"2022-05-26",239.139999,258.290009,237.309998,255.050003,2265500,254.652771
"2022-05-27",259,273.679993,257.570007,270.920013,1952600,270.498077
"2022-05-31",265.089996,265.76001,254.259995,260.420013,2705900,260.014404
"2022-06-01",252.5,253.589996,232.75,240.119995,3401900,239.746017
"2022-06-02",233.589996,251.479996,233,251.289993,1657700,250.898621
"2022-06-03",246.070007,251.830002,245.279999,250.759995,927500,250.369446
"2022-06-06",254.229996,259.76001,253,257.790009,1281000,257.388519
"2022-06-07",254.410004,258.820007,252.5,257.890015,986000,257.488373
"2022-06-08",256.820007,259.869995,251.300003,253.619995,864200,253.224991
"2022-06-09",251.179993,252.149994,241.479996,241.779999,1211000,241.779999
"2022-06-10",238.889999,241.149994,234.899994,236.869995,1096100,236.869995
"2022-06-13",228.220001,229.089996,219.100006,222.220001,1652500,222.220001
"2022-06-14",223.460007,228.160004,221.029999,223.330002,1033100,223.330002
"2022-06-15",225.800003,225.979996,210.880005,215.080002,1951800,215.080002
"2022-06-16",209.199997,209.570007,198.669998,202.169998,2158500,202.169998
"2022-06-17",203.100006,213.539993,200.350006,212.039993,2401400,212.039993
"2022-06-21",217.149994,218.960007,213.380005,216.330002,1347800,216.330002
"2022-06-22",209.449997,220.699997,208.369995,216.240005,1243200,216.240005
"2022-06-23",217.029999,219.600006,209.309998,213.619995,1163100,213.619995
"2022-06-24",216.75,226.589996,214.410004,224.789993,2392000,224.789993
"2022-06-27",221.639999,228.589996,221.009995,226.619995,1238400,226.619995
"2022-06-28",226,232.779999,222.220001,223.190002,1586100,223.190002
"2022-06-29",222.160004,223.130005,208.639999,211.889999,1405600,211.889999
