"","DIS.Open","DIS.High","DIS.Low","DIS.Close","DIS.Volume","DIS.Adjusted"
"2020-08-26",130,132.600006,129.520004,132.179993,8447800,132.179993
"2020-08-27",133,136.360001,132.820007,133.729996,13667600,133.729996
"2020-08-28",134.5,136.800003,133.580002,135.539993,11020100,135.539993
"2020-08-31",135.25,135.539993,131.25,131.869995,11617500,131.869995
"2020-09-01",131.919998,133.610001,130.889999,133.550003,7351200,133.550003
"2020-09-02",133.630005,135.919998,133.259995,135.389999,8187800,135.389999
"2020-09-03",135.240005,137.240005,132.020004,133.240005,12079200,133.240005
"2020-09-04",133.75,134.880005,129.419998,131.990005,11248300,131.990005
"2020-09-08",131.990005,137.139999,130.860001,134.199997,17257300,134.199997
"2020-09-09",134.279999,135.550003,132.259995,133.360001,8891800,133.360001
"2020-09-10",133.580002,136.75,132.740005,133.220001,9853400,133.220001
"2020-09-11",133.740005,133.740005,131.089996,131.75,7165300,131.75
"2020-09-14",132.529999,132.929993,130.899994,131.25,8391900,131.25
"2020-09-15",131.460007,132.539993,131.009995,131.240005,7289100,131.240005
"2020-09-16",132.169998,133.619995,131.399994,132.089996,6601000,132.089996
"2020-09-17",130.550003,131.770004,128.600006,130.220001,6723500,130.220001
"2020-09-18",129.5,130.789993,128.119995,128.630005,9916300,128.630005
"2020-09-21",125.980003,126.889999,123.589996,125.410004,10352700,125.410004
"2020-09-22",125.260002,127.470001,124.699997,127.209999,6978800,127.209999
"2020-09-23",127.07,127.300003,122.900002,123.279999,8323600,123.279999
"2020-09-24",121.93,123.800003,120.779999,122.489998,8480000,122.489998
"2020-09-25",121.360001,124.190002,120.980003,124,6851800,124
"2020-09-28",125.75,126.860001,125.370003,125.989998,6283700,125.989998
"2020-09-29",125.919998,126.290001,123.68,125.400002,7405800,125.400002
"2020-09-30",123.239998,125.550003,123.239998,124.080002,13642500,124.080002
"2020-10-01",124.940002,125.470001,122.419998,123.309998,8908300,123.309998
"2020-10-02",121.989998,123.68,121.690002,122.550003,6490200,122.550003
"2020-10-05",123.260002,123.599998,122.330002,123.370003,5919200,123.370003
"2020-10-06",123.129997,124.190002,120.610001,120.93,9052000,120.93
"2020-10-07",121.949997,123.309998,120.93,122.910004,10187800,122.910004
"2020-10-08",123.580002,123.75,122.419998,123.089996,7404600,123.089996
"2020-10-09",123.849998,125.550003,123.330002,124.980003,11502200,124.980003
"2020-10-12",124.900002,125.940002,123.730003,124.970001,10958200,124.970001
"2020-10-13",129.800003,131.360001,127.900002,128.960007,22389000,128.960007
"2020-10-14",129.139999,129.5,125.290001,126.589996,11531500,126.589996
"2020-10-15",125,127.400002,124.43,127.360001,7744000,127.360001
"2020-10-16",127.809998,128.119995,126.330002,126.809998,6291700,126.809998
"2020-10-19",127.370003,127.400002,123.709999,124.230003,6576900,124.230003
"2020-10-20",124.580002,125.730003,123.639999,124.949997,6161200,124.949997
"2020-10-21",124.360001,127.559998,123.839996,126.629997,6591500,126.629997
"2020-10-22",126.669998,128.100006,125.970001,127.559998,5177700,127.559998
"2020-10-23",128.100006,128.5,126.349998,128.350006,5439900,128.350006
"2020-10-26",127.110001,127.110001,122.949997,124.059998,8578900,124.059998
"2020-10-27",124.029999,124.610001,123.029999,123.309998,6813800,123.309998
"2020-10-28",121.010002,121.529999,118.32,118.470001,11654700,118.470001
"2020-10-29",118.160004,122.629997,117.230003,121.540001,9583700,121.540001
"2020-10-30",120.639999,121.75,119.089996,121.25,8090200,121.25
"2020-11-02",122.239998,122.93,119.809998,120.129997,9186000,120.129997
"2020-11-03",121.610001,125.07,121.370003,124.019997,8144900,124.019997
"2020-11-04",123.580002,126.860001,123.410004,125.07,7483000,125.07
"2020-11-05",126.779999,128.619995,125.800003,126.959999,7654800,126.959999
"2020-11-06",126.260002,128.039993,124.610001,127.459999,6259700,127.459999
"2020-11-09",140.259995,147.679993,138.070007,142.589996,35634700,142.589996
"2020-11-10",139.970001,142.369995,137.669998,142.110001,18115400,142.110001
"2020-11-11",141.470001,142,136.619995,137.820007,9600900,137.820007
"2020-11-12",136.339996,138.490005,134.100006,135.520004,13768200,135.520004
"2020-11-13",140.899994,141.190002,136.520004,138.360001,21062300,138.360001
"2020-11-16",141.570007,144.740005,141.570007,144.669998,16382500,144.669998
"2020-11-17",144.399994,144.830002,142.559998,144.5,9354900,144.5
"2020-11-18",144.5,145.479996,143.350006,143.899994,9456200,143.899994
"2020-11-19",142.570007,143.300003,141.699997,141.720001,8892500,141.720001
"2020-11-20",141.710007,142.610001,140.860001,141.070007,8481600,141.070007
"2020-11-23",142.449997,147.75,141.699997,145.979996,12887000,145.979996
"2020-11-24",148.160004,151.860001,147.850006,151.490005,16711700,151.490005
"2020-11-25",150.270004,150.270004,147.240005,149.089996,9552000,149.089996
"2020-11-27",149,150.350006,146.529999,147.130005,5306400,147.130005
"2020-11-30",147.059998,148.690002,146.289993,148.009995,9710100,148.009995
"2020-12-01",149.570007,151.399994,149,149.440002,8825500,149.440002
"2020-12-02",149.490005,154.009995,148.339996,153.610001,10601900,153.610001
"2020-12-03",153.449997,154.440002,152.130005,153.240005,9063200,153.240005
"2020-12-04",153.690002,154.679993,152.809998,154.139999,6033300,154.139999
"2020-12-07",153.179993,153.880005,152.259995,153.679993,6815500,153.679993
"2020-12-08",152.419998,154.880005,152.25,153.720001,7900600,153.720001
"2020-12-09",156.289993,157.460007,153.889999,154.429993,10804300,154.429993
"2020-12-10",153.320007,155.339996,152.5,154.690002,8993200,154.690002
"2020-12-11",169.679993,179.449997,165.330002,175.720001,87410700,175.720001
"2020-12-14",173.800003,177.300003,168.809998,169.300003,30939400,169.300003
"2020-12-15",170.490005,174.470001,167.820007,173.940002,18802600,173.940002
"2020-12-16",173.990005,174.850006,171.619995,173.119995,11105800,173.119995
"2020-12-17",173.820007,174.839996,171.960007,173.550003,9004600,173.550003
"2020-12-18",173.600006,175.839996,172.279999,172.889999,21172100,172.889999
"2020-12-21",170.089996,171.940002,168.190002,170.690002,11424200,170.690002
"2020-12-22",170,171.449997,169.160004,170.449997,6419200,170.449997
"2020-12-23",172.960007,175.949997,172.300003,173.550003,9994000,173.550003
"2020-12-24",173.990005,174.580002,172.380005,173.729996,2721000,173.729996
"2020-12-28",175.75,179.919998,175.050003,178.860001,13145400,178.860001
"2020-12-29",180.009995,180.199997,176.220001,177.300003,6875400,177.300003
"2020-12-30",178.5,183.399994,178.369995,181.169998,11680400,181.169998
"2020-12-31",181.220001,183.399994,180.270004,181.179993,7073500,181.179993
"2021-01-04",182.259995,182.589996,174.729996,177.679993,13426600,177.679993
"2021-01-05",176.199997,180.339996,176.199997,178.440002,7771800,178.440002
"2021-01-06",178.320007,181.610001,177.279999,179.119995,7517800,179.119995
"2021-01-07",179.5,179.949997,177.580002,178.580002,7300800,178.580002
"2021-01-08",178.809998,180.020004,176.600006,178.690002,7894500,178.690002
"2021-01-11",177.75,181.259995,177.350006,179.089996,6461300,179.089996
"2021-01-12",177.300003,178.320007,174.860001,175.990005,8349800,175.990005
"2021-01-13",174.399994,177.729996,173.740005,176.119995,6839500,176.119995
"2021-01-14",177.009995,178.350006,173.399994,173.429993,8951200,173.429993
"2021-01-15",172.949997,174.190002,170.169998,171.440002,12232500,171.440002
"2021-01-19",172.100006,173.710007,171.440002,172.259995,7834700,172.259995
"2021-01-20",175.220001,177.880005,173,173.639999,9809200,173.639999
"2021-01-21",173.240005,175,171.020004,171.279999,8416400,171.279999
"2021-01-22",174,175.25,171.889999,172.779999,9517200,172.779999
"2021-01-25",171.889999,173.110001,168.770004,171.889999,7833700,171.889999
"2021-01-26",173,173.350006,169.050003,169.559998,7523200,169.559998
"2021-01-27",165.009995,166.339996,160.520004,163.029999,18239200,163.029999
"2021-01-28",166.169998,172.880005,165.949997,171.880005,14449100,171.880005
"2021-01-29",168.800003,169.809998,165.789993,168.169998,12848800,168.169998
"2021-02-01",170.839996,171.729996,168.029999,170.970001,8140400,170.970001
"2021-02-02",173.770004,179.759995,172.800003,176.960007,12215200,176.960007
"2021-02-03",177,178.429993,175.759995,176.429993,5508600,176.429993
"2021-02-04",177.589996,181.380005,176.490005,180.229996,9035400,180.229996
"2021-02-05",181.710007,182.320007,179.330002,181.160004,6640500,181.160004
"2021-02-08",183.850006,190.639999,183.300003,190,16085700,190
"2021-02-09",188.169998,189.25,186.039993,188.210007,11270800,188.210007
"2021-02-10",189.979996,190.699997,185.809998,189.630005,11464600,189.630005
"2021-02-11",189.179993,191.25,188.070007,190.910004,17507900,190.910004
"2021-02-12",193,193.850006,186.559998,187.669998,27233800,187.669998
"2021-02-16",187.300003,188.440002,184.860001,186.350006,11630700,186.350006
"2021-02-17",185.360001,187.630005,182.160004,186.440002,11391800,186.440002
"2021-02-18",184.789993,186.399994,182.839996,183,12380900,183
"2021-02-19",184.270004,184.779999,182.789993,183.649994,8834500,183.649994
"2021-02-22",181.740005,194.020004,181.529999,191.759995,18799600,191.759995
"2021-02-23",193.589996,198.940002,188.660004,197.089996,23191400,197.089996
"2021-02-24",197.580002,200.600006,195.330002,197.509995,16205900,197.509995
"2021-02-25",197.729996,197.960007,190.380005,190.979996,12712000,190.979996
"2021-02-26",190.070007,191.610001,185.449997,189.039993,15844000,189.039993
"2021-03-01",193.229996,196.899994,191.389999,194.979996,10709900,194.979996
"2021-03-02",196.100006,197.960007,193.490005,193.940002,8371400,193.940002
"2021-03-03",194.630005,196.809998,192.210007,192.259995,8750300,192.259995
"2021-03-04",189.899994,192.479996,184.119995,188.029999,12542600,188.029999
"2021-03-05",189.149994,190.570007,183.339996,189.990005,10266400,189.990005
"2021-03-08",197.309998,203.020004,193.789993,201.910004,25093200,201.910004
"2021-03-09",200.190002,201.699997,194.369995,194.509995,23331000,194.509995
"2021-03-10",197.309998,198.800003,194.679993,195.059998,13662100,195.059998
"2021-03-11",197.380005,199.050003,195.399994,196.75,11933900,196.75
"2021-03-12",196.529999,198.410004,195.179993,197.160004,13249100,197.160004
"2021-03-15",198.539993,198.539993,194.809998,196.759995,10311400,196.759995
"2021-03-16",196.100006,196.589996,192.880005,194.240005,9680700,194.240005
"2021-03-17",193.440002,196.190002,191.779999,195.240005,14418700,195.240005
"2021-03-18",194.949997,195.080002,191.740005,192.279999,9644500,192.279999
"2021-03-19",190.919998,194,189.759995,191.139999,28354600,191.139999
"2021-03-22",193.259995,196.330002,192,192.860001,8838500,192.860001
"2021-03-23",191.589996,192.339996,187.970001,188.729996,10701200,188.729996
"2021-03-24",190.059998,190.5,184.639999,184.720001,13549100,184.720001
"2021-03-25",181.850006,187.710007,181.009995,186.910004,9609200,186.910004
"2021-03-26",188.830002,188.979996,182.570007,185.919998,10196100,185.919998
"2021-03-29",185.240005,185.940002,183.149994,184.850006,7544700,184.850006
"2021-03-30",183.830002,186.320007,183.559998,185.529999,5929700,185.529999
"2021-03-31",185.830002,186.899994,184.419998,184.520004,8478000,184.520004
"2021-04-01",186.429993,189.100006,185.589996,188.970001,7749400,188.970001
"2021-04-05",191.470001,191.669998,188.089996,188.5,7405300,188.5
"2021-04-06",188.5,191.279999,187.869995,189.729996,7926200,189.729996
"2021-04-07",189.800003,190.330002,186.949997,187.559998,6238700,187.559998
"2021-04-08",187.199997,188.050003,185.630005,187.320007,7763000,187.320007
"2021-04-09",188.169998,188.220001,186.149994,187.889999,6089300,187.889999
"2021-04-12",187.75,187.850006,185.479996,186.490005,6662500,186.490005
"2021-04-13",185.589996,186.440002,184.600006,185.490005,6826500,185.490005
"2021-04-14",185.970001,190.399994,185.710007,187.460007,9089900,187.460007
"2021-04-15",188.089996,188.899994,185.699997,185.929993,7262500,185.929993
"2021-04-16",187.570007,189.470001,186.199997,187.259995,9453500,187.259995
"2021-04-19",187.509995,190.330002,185.649994,187.429993,7625800,187.429993
"2021-04-20",187.289993,188.080002,181.820007,182.789993,10765800,182.789993
"2021-04-21",181.289993,183.380005,178.860001,183.110001,8400200,183.110001
"2021-04-22",184.220001,184.880005,181.259995,182.759995,7378300,182.759995
"2021-04-23",182.350006,183.899994,181.960007,183.020004,6075500,183.020004
"2021-04-26",183.960007,185.600006,183.259995,184.270004,6178300,184.270004
"2021-04-27",184.990005,185.809998,184.149994,184.639999,4870000,184.639999
"2021-04-28",184.789993,184.789993,182.820007,183.389999,5199300,183.389999
"2021-04-29",184.800003,185.550003,182.75,185.330002,5958300,185.330002
"2021-04-30",184.289993,186.320007,183.539993,186.020004,7866300,186.020004
"2021-05-03",187.690002,189.220001,185.25,185.509995,7542800,185.509995
"2021-05-04",184.869995,185.630005,182.309998,184.25,7069300,184.25
"2021-05-05",185.009995,185.009995,181.360001,181.509995,5901700,181.509995
"2021-05-06",182.779999,182.990005,179.809998,181.789993,6944900,181.789993
"2021-05-07",182,185.119995,181.509995,184.839996,6888400,184.839996
"2021-05-10",185.699997,186.970001,184.029999,184.300003,8260300,184.300003
"2021-05-11",181.800003,182.25,178.429993,181.669998,10865600,181.669998
"2021-05-12",180.699997,182.460007,177.580002,177.850006,8988100,177.850006
"2021-05-13",178.369995,180.75,175.800003,178.339996,12332200,178.339996
"2021-05-14",172.929993,174.910004,168.779999,173.699997,33149400,173.699997
"2021-05-17",172.699997,172.990005,168.570007,170.080002,17771600,170.080002
"2021-05-18",170.259995,171.259995,169.449997,169.679993,10401000,169.679993
"2021-05-19",167.710007,169.399994,167.100006,169.270004,9251000,169.270004
"2021-05-20",169.210007,171.899994,168.979996,171.360001,7400700,171.360001
"2021-05-21",172.220001,173.119995,171.520004,172.399994,8105700,172.399994
"2021-05-24",172.449997,175.110001,171.75,174.309998,7346700,174.309998
"2021-05-25",175.600006,177.449997,175.399994,176.169998,8089700,176.169998
"2021-05-26",176.619995,177.899994,176.199997,176.470001,8086200,176.470001
"2021-05-27",177.199997,179.589996,176.789993,179.039993,13567800,179.039993
"2021-05-28",179.509995,180.139999,178.080002,178.649994,7124800,178.649994
"2021-06-01",180.179993,181.009995,178.740005,178.839996,7475600,178.839996
"2021-06-02",179.039993,179.100006,176.929993,177,7851700,177
"2021-06-03",176.270004,176.970001,175.419998,176.240005,5583900,176.240005
"2021-06-04",175.929993,177.520004,175.610001,177.179993,6343400,177.179993
"2021-06-07",177.970001,178.070007,176.399994,176.990005,5178100,176.990005
"2021-06-08",175.970001,177.119995,175.190002,176.330002,5356200,176.330002
"2021-06-09",176.309998,177.330002,175.880005,176.039993,5082400,176.039993
"2021-06-10",176.440002,177.610001,175.550003,176.570007,5253000,176.570007
"2021-06-11",177.449997,178.490005,176.809998,177.380005,5476300,177.380005
"2021-06-14",177.649994,178.869995,176.899994,178.179993,10170000,178.179993
"2021-06-15",178.179993,178.699997,175.619995,175.860001,7895000,175.860001
"2021-06-16",176.009995,176.259995,173.550003,174.660004,8336000,174.660004
"2021-06-17",174.589996,176.259995,173.839996,174.649994,8906000,174.649994
"2021-06-18",173.139999,173.860001,172.119995,172.419998,12357500,172.419998
"2021-06-21",172.130005,174.259995,171.309998,173.970001,9196900,173.970001
"2021-06-22",174.369995,174.699997,172.350006,173.5,8097100,173.5
"2021-06-23",173.619995,175.449997,172.940002,175.330002,9174200,175.330002
"2021-06-24",176.130005,178.240005,175.779999,177.929993,7549400,177.929993
"2021-06-25",178.830002,179.089996,177.490005,178.350006,7431800,178.350006
"2021-06-28",178.5,178.660004,174.990005,176.570007,9881400,176.570007
"2021-06-29",176.639999,177.020004,173.800003,173.929993,13498300,173.929993
"2021-06-30",173.889999,175.979996,173.339996,175.770004,7481900,175.770004
"2021-07-01",175.350006,177.600006,174.600006,177.259995,5887100,177.259995
"2021-07-02",177.860001,178.360001,174.619995,177.110001,11099300,177.110001
"2021-07-06",176.759995,177,172.220001,173.690002,11557900,173.690002
"2021-07-07",172.860001,174.320007,171.990005,172.820007,6757300,172.820007
"2021-07-08",170.179993,173.75,169.809998,172.800003,6960100,172.800003
"2021-07-09",174.699997,177.520004,173.929993,177.039993,7873300,177.039993
"2021-07-12",177.710007,184.990005,177.369995,184.380005,21835500,184.380005
"2021-07-13",184.089996,185.669998,181.839996,183.649994,12534600,183.649994
"2021-07-14",185.199997,186.289993,182.080002,183.419998,8787300,183.419998
"2021-07-15",183.449997,185.419998,183.050003,184.149994,7867000,184.149994
"2021-07-16",184.940002,185.289993,178.919998,179.309998,8348800,179.309998
"2021-07-19",175.710007,176.479996,172.160004,172.949997,14651800,172.949997
"2021-07-20",173.699997,177.509995,172.869995,176.75,8372400,176.75
"2021-07-21",176.5,177.899994,175.320007,176.889999,6302200,176.889999
"2021-07-22",176.699997,176.720001,173.899994,175.130005,5713700,175.130005
"2021-07-23",175.660004,176.5,174.029999,176.139999,5126300,176.139999
"2021-07-26",175.619995,178.779999,175.339996,178.740005,5641000,178.740005
"2021-07-27",178.25,179.559998,176.570007,179.5,6684100,179.5
"2021-07-28",179.690002,180.350006,177.550003,179.100006,5926900,179.100006
"2021-07-29",179.809998,181.419998,178.270004,178.350006,6209100,178.350006
"2021-07-30",177.529999,179.199997,175.139999,176.020004,6813400,176.020004
"2021-08-02",177.220001,178.820007,175.309998,175.550003,5847200,175.550003
"2021-08-03",176.020004,176.130005,170.919998,172.990005,9931300,172.990005
"2021-08-04",172.5,173.25,171.339996,172.580002,5665800,172.580002
"2021-08-05",172.490005,177.119995,172.490005,176.710007,8864200,176.710007
"2021-08-06",177.429993,178.809998,176.630005,177.130005,5505200,177.130005
"2021-08-09",177,177.309998,175.059998,176.720001,5339000,176.720001
"2021-08-10",176.25,177.399994,175.580002,177.070007,5185000,177.070007
"2021-08-11",177.360001,178.490005,176.509995,178.089996,5359900,178.089996
"2021-08-12",178.089996,179.720001,176.449997,179.289993,11081300,179.289993
"2021-08-13",186.289993,187.580002,180.880005,181.080002,32504600,181.080002
"2021-08-16",180.509995,180.589996,176.509995,179.089996,8746700,179.089996
"2021-08-17",177.149994,178.449997,174.919998,175.830002,8534500,175.830002
"2021-08-18",175.899994,176.789993,174.5,174.740005,7063500,174.740005
"2021-08-19",174,174.679993,172.559998,173.25,8478600,173.25
"2021-08-20",173,175.210007,172.649994,175.119995,6239600,175.119995
"2021-08-23",177.080002,178.309998,175.910004,177.660004,7395900,177.660004
"2021-08-24",177.919998,180.080002,177.759995,178.470001,5886900,178.470001
"2021-08-25",178.160004,178.589996,176.880005,178.309998,4842100,178.309998
"2021-08-26",178.339996,178.940002,176.339996,176.559998,4563000,176.559998
"2021-08-27",176.279999,180.539993,176.279999,180.139999,8697000,180.139999
"2021-08-30",180.5,181.389999,178.869995,179.979996,6421300,179.979996
"2021-08-31",179.25,182.979996,178.529999,181.300003,8620000,181.300003
"2021-09-01",181.960007,184.210007,181.779999,183.479996,7302800,183.479996
"2021-09-02",184.160004,185.300003,181.550003,181.860001,6492600,181.860001
"2021-09-03",181.820007,181.820007,179.130005,181,6847400,181
"2021-09-07",181.020004,185.550003,180.050003,184.339996,10702900,184.339996
"2021-09-08",184.339996,187.460007,183.919998,185.149994,8634000,185.149994
"2021-09-09",185.149994,187.580002,184.570007,185.910004,7190700,185.910004
"2021-09-10",186.360001,187.100006,184.009995,184.119995,5572200,184.119995
"2021-09-13",185.119995,185.800003,183.5,184.979996,6818200,184.979996
"2021-09-14",184.960007,185.130005,182.149994,182.399994,6185900,182.399994
"2021-09-15",182.059998,184.660004,181.100006,184.410004,5933400,184.410004
"2021-09-16",183.970001,184.639999,182.119995,183.339996,5678200,183.339996
"2021-09-17",182.910004,185.899994,182.729996,183.470001,10035100,183.470001
"2021-09-20",179.740005,180.880005,176.550003,178.610001,8056600,178.610001
"2021-09-21",180.320007,182.229996,169.029999,171.169998,23216000,171.169998
"2021-09-22",172.940002,175.339996,171.660004,173.649994,14214500,173.649994
"2021-09-23",174.940002,177.190002,174.369995,176.25,8052900,176.25
"2021-09-24",175.300003,176.699997,175.080002,176,5712800,176
"2021-09-27",176.630005,179.449997,175.960007,178.259995,7755000,178.259995
"2021-09-28",177.75,178,173.860001,174.520004,9133100,174.520004
"2021-09-29",174.25,174.960007,172.589996,172.679993,6240800,172.679993
"2021-09-30",173.100006,173.679993,169.100006,169.169998,13978000,169.169998
"2021-10-01",172.279999,177.320007,171.970001,176.009995,12165000,176.009995
"2021-10-04",175.559998,175.960007,172.669998,173.460007,7200600,173.460007
"2021-10-05",173.830002,176.240005,173.610001,174.610001,6798200,174.610001
"2021-10-06",173,175.710007,171.550003,175.479996,6005200,175.479996
"2021-10-07",177.699997,179.630005,177.330002,177.710007,7780000,177.710007
"2021-10-08",177.929993,178.600006,176.399994,176.740005,4132200,176.740005
"2021-10-11",176.020004,176.520004,173.479996,173.520004,8046300,173.520004
"2021-10-12",173.619995,174.490005,172.550003,173.130005,5188400,173.130005
"2021-10-13",173.630005,173.699997,170.940002,172.960007,8914700,172.960007
"2021-10-14",174.070007,176.020004,174,174.410004,7450200,174.410004
"2021-10-15",175.690002,178.889999,174.100006,176.460007,13943900,176.460007
"2021-10-18",172.360001,173.339996,169.800003,171.139999,20494800,171.139999
"2021-10-19",171.440002,171.580002,170.179993,171.179993,9669500,171.179993
"2021-10-20",170.970001,171.020004,169.880005,170.550003,9737600,170.550003
"2021-10-21",170.199997,172.5,170.100006,171.339996,7509000,171.339996
"2021-10-22",170.570007,170.800003,168.600006,169.419998,7854300,169.419998
"2021-10-25",169.899994,172.570007,169.029999,172.009995,9798700,172.009995
"2021-10-26",172.949997,173.119995,170.710007,172.039993,5850200,172.039993
"2021-10-27",171.770004,172.039993,169.429993,169.550003,7054700,169.550003
"2021-10-28",169.479996,170.350006,168.600006,169.679993,7884500,169.679993
"2021-10-29",169.020004,170.460007,168.149994,169.070007,7598800,169.070007
"2021-11-01",169.210007,171.25,169.089996,170.190002,8182900,170.190002
"2021-11-02",170.029999,170.850006,168.979996,169.830002,6777200,169.830002
"2021-11-03",169.699997,170.190002,168.369995,170.080002,6829300,170.080002
"2021-11-04",170.029999,170.419998,168.669998,170.279999,7505500,170.279999
"2021-11-05",173.5,176.990005,172.330002,175.630005,16859200,175.630005
"2021-11-08",178.690002,179.25,176.100006,176.869995,10584600,176.869995
"2021-11-09",176.949997,177.119995,173.210007,175.110001,7293300,175.110001
"2021-11-10",174.690002,176.869995,173.869995,174.449997,11045800,174.449997
"2021-11-11",162.889999,163.960007,158.330002,162.110001,62366500,162.110001
"2021-11-12",163.520004,163.610001,158.929993,159.630005,25638400,159.630005
"2021-11-15",160.089996,160.720001,157.660004,158.429993,21285300,158.429993
"2021-11-16",159.059998,160.240005,158.550003,158.830002,15516200,158.830002
"2021-11-17",158.729996,158.889999,156.75,157.330002,14695500,157.330002
"2021-11-18",157.089996,157.300003,153.710007,155.580002,14487700,155.580002
"2021-11-19",155.020004,155.210007,152.770004,154,16776500,154
"2021-11-22",153.229996,155.820007,152.570007,154.160004,12790400,154.160004
"2021-11-23",153.839996,154.25,150.190002,151.029999,17382900,151.029999
"2021-11-24",150.690002,151.410004,148.800003,151.339996,14123700,151.339996
"2021-11-26",146.800003,148.850006,145.850006,148.110001,12027700,148.110001
"2021-11-29",148.809998,149.300003,144.25,147.809998,21231300,147.809998
"2021-11-30",146.720001,147.279999,143.110001,144.899994,26011100,144.899994
"2021-12-01",146.699997,148.369995,142.039993,142.149994,16469000,142.149994
"2021-12-02",142.839996,147.649994,142.770004,147.199997,18177700,147.199997
"2021-12-03",147.809998,148.320007,144.320007,146.220001,14975600,146.220001
"2021-12-06",147.279999,150.740005,146.669998,150.369995,14333900,150.369995
"2021-12-07",151.839996,152.759995,149.720001,150.809998,14661100,150.809998
"2021-12-08",150.910004,153.660004,150.559998,153.339996,12886300,153.339996
"2021-12-09",152.270004,154.289993,151.699997,152.940002,11862300,152.940002
"2021-12-10",153.580002,154.660004,151.449997,152.710007,10247900,152.710007
"2021-12-13",152.119995,152.5,149.289993,150.429993,10195800,150.429993
"2021-12-14",149.259995,151.619995,148.520004,149.100006,10872000,149.100006
"2021-12-15",148.759995,150.919998,147.350006,150.399994,12231500,150.399994
"2021-12-16",151.350006,152.059998,148.580002,148.75,11145600,148.75
"2021-12-17",148.509995,149.839996,146.570007,148.759995,13785000,148.759995
"2021-12-20",146.979996,147.729996,145.080002,146.470001,11201900,146.470001
"2021-12-21",147.559998,151.429993,147.389999,151.050003,10781400,151.050003
"2021-12-22",150.419998,152.199997,149.869995,151.880005,7820400,151.880005
"2021-12-23",152.320007,154.190002,151.929993,153.630005,6572400,153.630005
"2021-12-27",152.880005,154.020004,151.399994,152.800003,7762000,152.800003
"2021-12-28",152.619995,156.5,152.410004,155.199997,12198700,155.199997
"2021-12-29",154.559998,155.919998,154.179993,154.869995,8737000,154.869995
"2021-12-30",155.710007,157.070007,155.509995,155.929993,7228400,155.929993
"2021-12-31",155.869995,156.570007,154.740005,154.889999,6410200,154.889999
"2022-01-03",155.830002,157.559998,155.360001,156.759995,10222800,156.759995
"2022-01-04",158.589996,160.320007,155.550003,155.729996,16582000,155.729996
