"","WELL.Open","WELL.High","WELL.Low","WELL.Close","WELL.Volume","WELL.Adjusted"
"2022-01-10",87.419998,87.610001,86.669998,87.540001,2519700,86.304962
"2022-01-11",87.5,87.580002,84.760002,86.330002,1843200,85.11203
"2022-01-12",86.040001,87.18,85.940002,86.309998,1888100,85.092308
"2022-01-13",86.529999,88.279999,85.879997,87.709999,2236600,86.472557
"2022-01-14",87.589996,88.18,86.360001,87.510002,1807100,86.275383
"2022-01-18",87.349998,87.580002,86.010002,87.18,2078800,85.950043
"2022-01-19",87.760002,87.860001,85.459999,85.529999,2459300,84.323318
"2022-01-20",86.18,88.040001,85.800003,85.980003,2109500,84.766975
"2022-01-21",86.650002,88.32,86.279999,87.510002,3205500,86.275383
"2022-01-24",86.68,86.849998,83.269997,86.019997,3765500,84.806404
"2022-01-25",84.980003,85.959999,83.360001,85.529999,3023700,84.323318
"2022-01-26",86.010002,87.849998,83.150002,83.849998,2667200,82.667023
"2022-01-27",84.510002,86.230003,83.110001,83.419998,2660300,82.243088
"2022-01-28",83.419998,84.110001,80.660004,84.059998,3123300,82.874054
"2022-01-31",83.389999,86.629997,83.389999,86.629997,4174000,85.407799
"2022-02-01",86,86.360001,84.080002,84.660004,2082000,83.465599
"2022-02-02",85.139999,86.199997,84.690002,84.849998,1945800,83.652916
"2022-02-03",84.470001,84.550003,82.669998,82.760002,1624200,81.5924
"2022-02-04",81.720001,82.190002,78.919998,80.43,2114900,79.295265
"2022-02-07",80.5,81.169998,80.300003,80.730003,1770300,79.591042
"2022-02-08",80.989998,81.290001,79.620003,79.989998,1844300,78.861481
"2022-02-09",81.059998,81.900002,80.459999,81.800003,2129500,80.645943
"2022-02-10",80.959999,82.220001,80.120003,80.68,2113100,79.54174
"2022-02-11",80.68,81.379997,79.25,80.110001,2597000,78.97979
"2022-02-14",80.459999,81.330002,79.129997,79.669998,2205000,78.54599
"2022-02-15",80.260002,81.32,79.830002,81.160004,2775700,80.014977
"2022-02-16",84.470001,84.470001,82.559998,83.889999,4564500,82.706459
"2022-02-17",83.199997,83.879997,81.410004,82.139999,3394100,80.981148
"2022-02-18",81.599998,84.290001,81.459999,82.860001,3612300,81.690987
"2022-02-22",82.739998,83.410004,81.970001,82.959999,3631800,81.789574
"2022-02-23",83.099998,83.989998,80.75,80.889999,2212400,79.748779
"2022-02-24",79.360001,82.32,78.949997,82.019997,2335400,80.862831
"2022-02-25",82.669998,84.43,81.839996,84.309998,2241500,83.120529
"2022-02-28",82.610001,84.330002,82.410004,83.290001,4314300,82.713371
"2022-03-01",83.389999,83.720001,81.07,82.339996,2044900,81.769943
"2022-03-02",82.949997,85.209999,82.900002,84.349998,2146800,83.766029
"2022-03-03",84.639999,85.459999,83.529999,85.370003,1840600,84.778976
"2022-03-04",84.480003,87.239998,84.480003,87.080002,2521700,86.477135
"2022-03-07",86.989998,88.449997,86.809998,86.919998,2089400,86.318237
"2022-03-08",86.980003,89.470001,86.230003,88.330002,2682700,87.718483
"2022-03-09",89.5,90.099998,88.580002,88.760002,1768600,88.145508
"2022-03-10",88.099998,90.440002,87.309998,90.440002,2155200,89.813873
"2022-03-11",91.75,92.769997,90.870003,91.209999,2790200,90.578537
"2022-03-14",91.790001,92.839996,90.93,90.970001,2450900,90.340202
"2022-03-15",91.339996,91.989998,89.459999,90.199997,1306900,89.575531
"2022-03-16",90.779999,91.779999,88.720001,90.709999,2142900,90.082001
"2022-03-17",90.519997,92.480003,90.190002,92.010002,1938700,91.373001
"2022-03-18",91.650002,92.800003,91.339996,92.169998,3593700,91.531891
"2022-03-21",92.620003,93.230003,91.980003,92.699997,1602800,92.05822
"2022-03-22",93.300003,94.610001,92.419998,92.620003,2588100,91.978783
"2022-03-23",92.800003,93.379997,91.330002,92.830002,1759200,92.187325
"2022-03-24",92.800003,94.779999,92.230003,94.660004,2256900,94.004662
"2022-03-25",95,96.32,94.970001,96.220001,1488700,95.553856
"2022-03-28",96.529999,96.610001,95.650002,96.260002,1653200,95.593582
"2022-03-29",96.910004,98.470001,96.589996,98.309998,2635600,97.629387
"2022-03-30",97.790001,98.25,96.830002,97.860001,1839200,97.182503
"2022-03-31",97.860001,98.160004,96.099998,96.139999,2689000,95.474411
"2022-04-01",97,97.849998,96.620003,97.82,1969800,97.142776
"2022-04-04",99.150002,99.43,96.660004,97.669998,2186400,96.993813
"2022-04-05",97.169998,98.260002,95.139999,95.690002,1930300,95.027527
"2022-04-06",95.5,97.290001,94.580002,97.059998,1997500,96.388039
"2022-04-07",96.75,97.050003,95.349998,96.290001,1973000,95.623375
"2022-04-08",96.809998,97.120003,96.25,96.980003,1275700,96.308594
"2022-04-11",97.139999,97.650002,96.120003,96.370003,1448200,95.70282
"2022-04-12",96.360001,97.419998,95.160004,96.559998,2048500,95.891502
"2022-04-13",97,97.5,95.949997,96.900002,1647900,96.229149
"2022-04-14",97.400002,98.419998,95.860001,96.029999,1697800,95.365173
"2022-04-18",95.839996,96.629997,95.57,96.489998,2233400,95.821983
"2022-04-19",97.139999,97.760002,95.989998,96.779999,1575900,96.109978
"2022-04-20",96.629997,98.150002,96.389999,97.510002,2441800,96.83493
"2022-04-21",97.919998,98.269997,97.129997,97.300003,2477900,96.626381
"2022-04-22",96.370003,96.839996,94.730003,94.940002,1917600,94.282722
"2022-04-25",94.849998,95.739998,93.900002,95.559998,2366900,94.898422
"2022-04-26",95.290001,96.389999,94.769997,95.260002,1957400,94.600502
"2022-04-27",95.480003,95.620003,92.839996,93.239998,1910900,92.594482
"2022-04-28",93.209999,94.650002,92.629997,94.440002,1484000,93.786179
"2022-04-29",94.199997,94.620003,90.589996,90.809998,2480300,90.181305
"2022-05-02",91.379997,92.330002,88.589996,90.120003,2449200,89.496086
"2022-05-03",90.470001,92.309998,88.489998,90.690002,4185600,90.062141
"2022-05-04",90.239998,90.769997,87.910004,90.220001,2895900,89.595398
"2022-05-05",90.040001,91.129997,89.199997,89.970001,2418700,89.34713
"2022-05-06",88.82,89.120003,87.220001,88.43,2646700,87.817787
"2022-05-09",87.769997,88.889999,86.720001,87.059998,2632400,86.457268
"2022-05-10",87.800003,88.190002,85.019997,85.800003,3375000,85.206001
"2022-05-11",85.449997,88.849998,84.839996,86.989998,3329300,86.387756
"2022-05-12",87.139999,87.169998,85.550003,87.080002,2111600,86.477135
"2022-05-13",87.639999,88.449997,86.919998,88.370003,2224900,87.758202
"2022-05-16",88.769997,89.209999,88.309998,88.849998,1790800,88.234879
"2022-05-17",89.540001,89.699997,88.099998,89.660004,2502700,89.039276
"2022-05-18",90.379997,90.690002,87.839996,88.220001,2048600,87.609245
"2022-05-19",87.620003,88.93,87.07,87.519997,2132100,86.914085
"2022-05-20",88.830002,89.120003,86.949997,88.110001,2464100,87.5
"2022-05-23",88.25,89,87.07,87.709999,2151900,87.709999
"2022-05-24",87.550003,88.43,85.68,88.419998,2258100,88.419998
"2022-05-25",88.120003,89.25,88.120003,88.949997,2051000,88.949997
"2022-05-26",89.720001,90.18,88.32,88.580002,1960400,88.580002
"2022-05-27",88.940002,90.349998,88.910004,90.169998,2133900,90.169998
"2022-05-31",89.25,89.68,88.660004,89.089996,7252500,89.089996
"2022-06-01",88.949997,89.150002,86.43,88.160004,2352000,88.160004
"2022-06-02",87.879997,88.959999,86.279999,88.870003,1914900,88.870003
"2022-06-03",88.620003,88.949997,87.449997,88,1538900,88
"2022-06-06",88.709999,88.709999,86.809998,87.139999,1425500,87.139999
"2022-06-07",86.910004,89.449997,86.910004,89.300003,1899300,89.300003
"2022-06-08",88.93,89.089996,85.669998,85.980003,1967800,85.980003
"2022-06-09",85.269997,85.849998,83.169998,83.230003,1956000,83.230003
"2022-06-10",82.410004,83.230003,81.709999,82.07,2234800,82.07
"2022-06-13",80.260002,80.830002,77.459999,77.849998,2500100,77.849998
"2022-06-14",77.800003,78.610001,76.779999,77.449997,2823000,77.449997
"2022-06-15",78.209999,79.480003,77.25,78.449997,3573200,78.449997
"2022-06-16",77.410004,78.860001,76.629997,77.699997,2754800,77.699997
"2022-06-17",77.419998,79.129997,76.559998,77.650002,9174300,77.650002
"2022-06-21",78.059998,80.550003,78.059998,78.68,2525700,78.68
"2022-06-22",78.129997,80.959999,78.129997,79.769997,2282100,79.769997
"2022-06-23",80.25,82.080002,79.540001,81.709999,2668100,81.709999
"2022-06-24",82.07,83.860001,81.57,83.360001,3299700,83.360001
"2022-06-27",83.110001,84.669998,82.480003,83.169998,1992600,83.169998
"2022-06-28",83.779999,84.760002,82.739998,82.879997,1454700,82.879997
"2022-06-29",82.68,83.690002,82.68,83.230003,1529400,83.230003
