"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2022-01-20",59.799999,61.169998,59.259998,59.389999,2741400,56.757347
"2022-01-21",58.700001,59.610001,58.029999,58.529999,3172700,55.935467
"2022-01-24",57.119999,58.84,55.549999,58.630001,5177700,56.031036
"2022-01-25",58.130001,60.110001,57,59.59,3243500,56.948483
"2022-01-26",60.57,61.639999,59.16,59.849998,3723100,57.196953
"2022-01-27",60.970001,61.470001,59.110001,60.169998,2875600,57.502769
"2022-01-28",59.099998,59.349998,57.560001,59.290001,2445700,57.55616
"2022-01-31",59.240002,60.700001,58.610001,60.68,2795400,58.90551
"2022-02-01",60.130001,62,59.700001,61.869999,2535600,60.060711
"2022-02-02",62.060001,63.040001,61.529999,62.889999,3809400,61.050884
"2022-02-03",62.209999,62.580002,61.43,62.07,2088100,60.254864
"2022-02-04",62.389999,63.470001,62.169998,62.889999,2908100,61.050884
"2022-02-07",62.889999,63.849998,62.470001,63.259998,2093600,61.410061
"2022-02-08",63.209999,63.380001,62.099998,62.73,2047900,60.895561
"2022-02-09",63.080002,64.269997,62.91,63.639999,2107300,61.778954
"2022-02-10",63.110001,64.800003,62.509998,63.02,2470000,61.177082
"2022-02-11",63.369999,64.599998,62.939999,64.510002,2585000,62.623508
"2022-02-14",64.220001,64.389999,62.650002,62.919998,2465700,61.080006
"2022-02-15",62.32,63.060001,62.02,62.43,1907800,60.604336
"2022-02-16",62.880001,63.540001,62.130001,62.650002,2081400,60.817905
"2022-02-17",62.66,63.060001,62.060001,62.599998,1901000,60.769363
"2022-02-18",61.970001,62.75,61.450001,61.810001,2304800,60.002464
"2022-02-22",63.080002,63.119999,59.23,60.16,2840600,58.400719
"2022-02-23",60.360001,61.389999,60.18,60.779999,2303700,59.002586
"2022-02-24",61.139999,61.639999,59.639999,61.529999,3600200,59.730652
"2022-02-25",61.779999,64.029999,61.66,64,3735800,62.128426
"2022-02-28",63.529999,65.730003,63.369999,65.300003,6241000,63.390408
"2022-03-01",65.730003,65.730003,62.919998,63.82,4844000,61.95369
"2022-03-02",65.220001,67.550003,64.620003,67.089996,5726800,65.128059
"2022-03-03",67,68.07,66.540001,67.709999,3629800,65.729927
"2022-03-04",67.360001,68.489998,67.110001,68.419998,2857600,66.419167
"2022-03-07",69,69.900002,67.110001,68.510002,3256700,66.506538
"2022-03-08",69.550003,69.900002,66.32,66.739998,3854400,64.788292
"2022-03-09",66.139999,67.730003,65.309998,66.610001,3065900,64.662102
"2022-03-10",66.809998,67.82,66.599998,67.510002,2053200,65.535782
"2022-03-11",67.419998,67.940002,66.019997,66.059998,3287500,64.128181
"2022-03-14",65.360001,66.449997,63.459999,64.519997,4108800,62.633213
"2022-03-15",63.330002,64.559998,62.200001,64.260002,3613000,62.380821
"2022-03-16",64.470001,64.860001,63.240002,64.660004,3201400,62.769127
"2022-03-17",65.5,67.099998,65.110001,66.860001,2924800,64.904793
"2022-03-18",67.019997,67.410004,66.43,67,8652800,65.040688
"2022-03-21",68,68.800003,67.610001,68.519997,2197500,66.516243
"2022-03-22",68.370003,68.769997,67.629997,68.300003,1873500,66.302681
"2022-03-23",68.989998,69.57,68.739998,68.970001,1957000,66.953087
"2022-03-24",69.43,71,69.360001,70.43,3036700,68.370384
"2022-03-25",70.43,72.339996,70.360001,72.269997,2310400,70.156578
"2022-03-28",71,71.389999,70.540001,71.040001,1877300,68.962547
"2022-03-29",69.839996,71.360001,69.529999,71.239998,2140600,69.1567
"2022-03-30",71.75,72.160004,71.18,71.709999,1749900,69.612953
"2022-03-31",71.400002,72.370003,70.580002,70.629997,2834200,68.564537
"2022-04-01",70.75,71.919998,70.639999,71.43,2048900,69.341141
"2022-04-04",71.769997,71.949997,70.910004,71.169998,1749900,69.088745
"2022-04-05",71.449997,71.919998,69.779999,69.839996,2174200,67.797638
"2022-04-06",70.150002,71.440002,69.550003,70.800003,2193000,68.729568
"2022-04-07",71,71.400002,69.580002,70.889999,1747200,68.81694
"2022-04-08",71.190002,71.769997,70.650002,71.610001,1907800,69.515884
"2022-04-11",71,71.32,69.959999,70.260002,2086600,68.205368
"2022-04-12",70.639999,71.830002,70.629997,70.809998,1661900,68.739273
"2022-04-13",71.339996,71.870003,70.639999,71.300003,1582500,69.214951
"2022-04-14",71.290001,71.839996,70.860001,71.300003,1702500,69.214951
"2022-04-18",71.769997,73.379997,71.260002,72.5,4433700,70.379852
"2022-04-19",72.080002,73.07,71.919998,72.169998,2317000,70.059502
"2022-04-20",72.599998,73.860001,72.389999,73.620003,2423200,71.46711
"2022-04-21",74,75.07,71.339996,71.470001,3750700,69.379974
"2022-04-22",71.290001,71.449997,69.199997,69.279999,3336600,67.254021
"2022-04-25",67.550003,67.629997,64.400002,66.300003,3516200,64.36116
"2022-04-26",66.639999,67.190002,65.269997,65.269997,2357300,63.361279
"2022-04-27",65.5,66.400002,64.849998,65.5,2383300,63.584557
"2022-04-28",65.959999,67.349998,64.940002,66.919998,2390600,64.963036
"2022-04-29",66.150002,66.480003,63.139999,63.330002,2719000,62.349155
"2022-05-02",63.150002,63.990002,62.330002,63.869999,2797900,62.880791
"2022-05-03",63.869999,65.57,63.869999,65.120003,2992800,64.111435
"2022-05-04",65.970001,67.709999,64.690002,67.349998,3503500,66.306892
"2022-05-05",67.57,67.57,63.009998,64.050003,4076600,63.058006
"2022-05-06",64.529999,65.660004,62.700001,65.599998,2773400,64.583992
"2022-05-09",64.379997,64.589996,61.380001,61.709999,3943900,60.754246
"2022-05-10",62.349998,64.160004,61.52,62.48,3712600,61.512318
"2022-05-11",63.209999,64.970001,61.599998,61.779999,2903700,60.823158
"2022-05-12",61.919998,63.060001,61.349998,62.790001,2651600,61.81752
"2022-05-13",63.830002,64.970001,63.59,64.650002,2148900,63.648712
"2022-05-16",64.82,65.839996,64.769997,65.190002,1935900,64.180351
"2022-05-17",65.879997,66.75,65.050003,66.57,2398700,65.538971
"2022-05-18",66.849998,66.870003,64.07,64.790001,2552300,63.786545
"2022-05-19",63.41,64.550003,62.959999,63.290001,2294800,62.309776
"2022-05-20",63.799999,64.07,62.139999,63.540001,2212300,62.555904
"2022-05-23",64.18,64.32,63.23,63.560001,2407700,62.575592
"2022-05-24",63.139999,63.880001,62.189999,63.73,2199900,62.742958
"2022-05-25",63.889999,65.209999,63.799999,65.139999,3153200,64.131119
"2022-05-26",65.599998,66.230003,65.410004,65.82,1820900,64.800591
"2022-05-27",65.610001,67.099998,65.379997,67.050003,1752700,66.011543
"2022-05-31",67.410004,67.849998,65.459999,65.849998,5397500,64.830124
"2022-06-01",66.349998,67.389999,65.330002,66.849998,2558000,65.814636
"2022-06-02",66.519997,67.650002,66.290001,67.410004,1715100,66.365967
"2022-06-03",67.400002,67.660004,66.800003,67.269997,1539900,66.228127
"2022-06-06",67.709999,67.889999,66.839996,67.139999,1525600,66.100143
"2022-06-07",66.900002,69.169998,66.760002,69.139999,2094000,68.069168
"2022-06-08",68.959999,69.720001,68.029999,68.489998,1976400,67.429237
"2022-06-09",68.239998,68.330002,66.120003,66.190002,1747700,65.164864
"2022-06-10",65,65.519997,63.849998,64.739998,2587700,63.737316
"2022-06-13",63,63.099998,60.330002,61.099998,3858800,60.15369
"2022-06-14",61.450001,62.16,59.689999,60.389999,2810400,59.454689
"2022-06-15",60.419998,61.080002,58.259998,59.689999,3090600,58.76553
"2022-06-16",58.049999,58.310001,55.389999,55.73,4979100,54.866863
"2022-06-17",55.580002,56.169998,52.349998,53.389999,8283500,52.563103
"2022-06-21",54.740002,56.080002,54.369999,55.540001,3820300,54.679806
"2022-06-22",53.419998,54.790001,52.720001,53.82,3740800,52.986443
"2022-06-23",54.139999,54.32,52.189999,53.310001,3352200,52.484344
"2022-06-24",54.169998,55.02,53.549999,54.57,4258300,53.724827
"2022-06-27",55.099998,57.080002,55.099998,56.669998,3580600,55.792301
"2022-06-28",57.869999,58.900002,56.689999,56.98,3288000,56.097504
"2022-06-29",57.830002,57.900002,55.799999,56.130001,2572300,55.26067
