"","UDR.Open","UDR.High","UDR.Low","UDR.Close","UDR.Volume","UDR.Adjusted"
"2021-03-08",42.889999,43.84,42.48,43.450001,2011200,41.62151
"2021-03-09",43.209999,43.880001,42.880001,42.919998,1458500,41.113811
"2021-03-10",42.919998,43.580002,42.25,43.34,2329500,41.516136
"2021-03-11",43.330002,44.009998,43.18,43.599998,2264600,41.765198
"2021-03-12",44.099998,45.209999,43.93,45.150002,2849100,43.249969
"2021-03-15",45.41,46.029999,44.849998,45.599998,2192100,43.68103
"2021-03-16",45.639999,45.889999,44.450001,44.720001,1736300,42.838062
"2021-03-17",44.84,45.259998,44.419998,45.200001,1849500,43.297867
"2021-03-18",44.970001,45.330002,44.639999,45,1844600,43.106281
"2021-03-19",44.900002,44.970001,43.299999,43.34,3060700,41.516136
"2021-03-22",43.259998,43.75,42.970001,43.529999,1647200,41.698143
"2021-03-23",43.470001,43.869999,43.27,43.700001,1386400,41.860992
"2021-03-24",43.540001,44.150002,43.400002,43.5,2527000,41.669407
"2021-03-25",43.529999,44.529999,42.830002,44.299999,1985300,42.435741
"2021-03-26",44.43,44.810001,44.290001,44.759998,1393600,42.876377
"2021-03-29",44.509998,44.77,43.950001,44.41,1552500,42.541111
"2021-03-30",44.360001,44.68,44.25,44.400002,1436000,42.531532
"2021-03-31",43.310001,44.41,42.93,43.860001,5540100,42.014252
"2021-04-01",44.02,44.380001,43.709999,44.360001,2441300,42.493214
"2021-04-05",44.619999,44.700001,43.200001,43.810001,2368600,41.966362
"2021-04-06",43.709999,44.09,43.5,44.049999,2392100,42.196259
"2021-04-07",44.330002,44.66,43.950001,44.619999,1647900,42.742264
"2021-04-08",44.060001,44.299999,43.82,43.970001,1166400,42.465099
"2021-04-09",44.150002,44.27,43.790001,44.060001,1495500,42.552017
"2021-04-12",44.060001,44.25,43.619999,44.16,1649900,42.648594
"2021-04-13",44.049999,44.439999,43.91,44.41,2246000,42.890038
"2021-04-14",44.380001,44.75,44.150002,44.18,1325000,42.667912
"2021-04-15",44.240002,44.970001,44.23,44.869999,1711100,43.334293
"2021-04-16",45.18,45.23,44.720001,45.02,1314600,43.479156
"2021-04-19",45.189999,45.189999,44.779999,45.130001,983600,43.585392
"2021-04-20",45.099998,46.130001,45.099998,45.82,2332600,44.251778
"2021-04-21",45.970001,46.619999,45.639999,46.41,1746000,44.821583
"2021-04-22",46.509998,46.790001,46.139999,46.150002,1791400,44.570488
"2021-04-23",46.119999,46.970001,46.029999,46.779999,2056900,45.178917
"2021-04-26",46.98,47.150002,46.599998,46.810001,1822500,45.207897
"2021-04-27",46.900002,47.279999,46.380001,46.799999,2813700,45.198238
"2021-04-28",46.990002,47.139999,45.77,45.799999,2218800,44.232468
"2021-04-29",46.09,46.580002,45.84,46.009998,1928800,44.435272
"2021-04-30",45.919998,46.57,45.740002,46.450001,2039900,44.860218
"2021-05-03",46.779999,46.889999,46.060001,46.119999,1429500,44.541508
"2021-05-04",46.150002,46.439999,45.27,45.57,2408100,44.010334
"2021-05-05",45.349998,45.599998,44.77,45.009998,1864300,43.469501
"2021-05-06",45.119999,45.939999,44.900002,45.880001,1976700,44.309727
"2021-05-07",45.689999,46.439999,45.689999,46.290001,1393700,44.705692
"2021-05-10",46.490002,47.240002,46.360001,46.66,1040600,45.06303
"2021-05-11",46.259998,46.470001,45.669998,46.119999,1829400,44.541508
"2021-05-12",46.209999,46.360001,44.68,44.84,2081700,43.305317
"2021-05-13",44.900002,46.259998,44.849998,45.869999,1385000,44.300068
"2021-05-14",45.830002,46.560001,45.790001,46.389999,1624000,44.802269
"2021-05-17",46.389999,46.540001,46.07,46.400002,1246800,44.811928
"2021-05-18",46.240002,46.580002,45.880001,46.23,1287000,44.647743
"2021-05-19",45.91,46.009998,45.080002,45.790001,1468600,44.222805
"2021-05-20",45.759998,46.599998,45.619999,46.459999,1312800,44.869873
"2021-05-21",46.459999,46.740002,46.23,46.369999,1144300,44.782951
"2021-05-24",46.549999,47.209999,46.389999,46.970001,1352800,45.362423
"2021-05-25",47.029999,47.189999,46.580002,47.049999,1376800,45.439678
"2021-05-26",47.110001,47.5,46.860001,47.060001,1277700,45.449337
"2021-05-27",47.330002,47.349998,46.93,46.98,3367100,45.372074
"2021-05-28",47.400002,47.810001,47.119999,47.630001,1484100,45.999836
"2021-06-01",47.860001,48.790001,47.619999,48.740002,1823400,47.071842
"2021-06-02",48.939999,49.529999,48.66,49.450001,2464300,47.757542
"2021-06-03",49.439999,49.439999,48.91,49.049999,2531500,47.371227
"2021-06-04",49.310001,49.5,48.689999,49.029999,1605600,47.351917
"2021-06-07",49.209999,49.82,48.990002,49.380001,2365000,47.689938
"2021-06-08",49.560001,50.130001,49.48,49.580002,2850000,47.883091
"2021-06-09",49.75,50.029999,49.41,49.669998,1613200,47.970005
"2021-06-10",49.759998,50.599998,49.66,50.189999,1331600,48.472206
"2021-06-11",50.259998,50.299999,49.810001,50.290001,2364700,48.568787
"2021-06-14",50.130001,50.169998,49.799999,50.119999,1437800,48.404606
"2021-06-15",49.959999,50.080002,49.580002,49.610001,1279600,47.912064
"2021-06-16",49.740002,49.950001,49.189999,49.209999,1244600,47.525753
"2021-06-17",49.16,49.349998,48.709999,49.209999,2360500,47.525753
"2021-06-18",49.18,49.630001,48.209999,48.23,3362600,46.579292
"2021-06-21",48.48,49.720001,48.360001,49.549999,1568600,47.854118
"2021-06-22",49.59,49.73,49.290001,49.459999,1940400,47.767197
"2021-06-23",49.419998,49.869999,49.27,49.580002,1536200,47.883091
"2021-06-24",49.669998,49.849998,49.27,49.610001,1844500,47.912064
"2021-06-25",49.599998,49.900002,49.419998,49.860001,1386100,48.153507
"2021-06-28",50.009998,50.040001,49.189999,49.779999,2017600,48.076241
"2021-06-29",49.779999,49.970001,49.32,49.470001,1367200,47.776852
"2021-06-30",49.470001,49.91,48.919998,48.98,2102800,47.303623
"2021-07-01",49.02,49.98,48.849998,49.59,1618300,47.892746
"2021-07-02",49.59,50.040001,49.5,49.720001,1827200,48.018299
"2021-07-06",49.709999,50.490002,49.209999,50.369999,2972300,48.646049
"2021-07-07",50.200001,51.25,49.939999,50.98,2288300,49.235172
"2021-07-08",50.59,51.290001,50.27,51.139999,2842000,49.389702
"2021-07-09",51.380001,51.970001,50.919998,51.959999,2630000,50.540379
"2021-07-12",51.630001,52.59,51.580002,52.279999,2053900,50.851627
"2021-07-13",52.049999,52.330002,51.48,51.900002,2279200,50.482018
"2021-07-14",51.82,52.439999,51.700001,52.32,1656000,50.890537
"2021-07-15",52.43,52.849998,52.209999,52.77,1637100,51.328243
"2021-07-16",52.970001,53.34,52.82,53.25,2025800,51.795128
"2021-07-19",52.740002,53.099998,52.080002,52.709999,4088600,51.269882
"2021-07-20",52.98,54.529999,52.720001,54.169998,2389500,52.689991
"2021-07-21",54.240002,55.049999,54.169998,54.349998,2025700,52.86507
"2021-07-22",54.23,54.43,53.84,54.34,4802300,52.85535
"2021-07-23",54.52,55.060001,54.27,54.93,1972300,53.429226
"2021-07-26",54.700001,55.16,54.450001,55.07,2070600,53.565403
"2021-07-27",55.009998,55.419998,54.650002,55.209999,1707200,53.701576
"2021-07-28",55.290001,55.52,54.900002,55.080002,1545700,53.575134
"2021-07-29",55.34,55.939999,54.93,55.59,1734300,54.071198
"2021-07-30",55.73,56.310001,54.830002,54.990002,2639600,53.487591
"2021-08-02",55.060001,55.860001,54.630001,54.990002,1454900,53.487591
"2021-08-03",55.099998,55.209999,54.630001,55.130001,1219000,53.623764
"2021-08-04",55.029999,55.220001,54.59,54.860001,1023500,53.361141
"2021-08-05",55.27,55.450001,54.669998,55.27,997000,53.759941
"2021-08-06",55.450001,55.740002,54.849998,54.880001,2125700,53.3806
"2021-08-09",54.689999,55.029999,54.330002,54.599998,1565900,53.108246
"2021-08-10",54.639999,54.790001,53.720001,53.75,2418900,52.281471
"2021-08-11",53.84,54.119999,53.220001,53.299999,2170400,51.843761
"2021-08-12",53.450001,53.599998,52.98,53.23,1733500,51.775677
"2021-08-13",53.189999,53.610001,53.07,53.490002,1432500,52.028572
"2021-08-16",53.43,54.009998,53.299999,53.450001,1728000,51.989666
"2021-08-17",53.290001,53.389999,52.290001,53,2123700,51.55196
"2021-08-18",52.860001,53.009998,52.43,52.619999,2276400,51.182343
"2021-08-19",52.419998,53.139999,52.189999,53,1165500,51.55196
"2021-08-20",52.880001,53.419998,52.43,53.09,1258200,51.639503
"2021-08-23",53.049999,53.299999,52.470001,52.630001,1118400,51.192066
"2021-08-24",52.77,52.93,51.790001,52.130001,1506500,50.70573
"2021-08-25",52.150002,52.720001,51.799999,52.18,1520800,50.754364
"2021-08-26",52.240002,52.799999,52.029999,52.490002,1237200,51.055897
"2021-08-27",52.779999,53.25,52.549999,52.810001,1159700,51.367153
"2021-08-30",52.849998,53.57,52.619999,53.459999,1148700,51.99939
"2021-08-31",53.330002,54.09,53.16,54.02,2988700,52.544098
"2021-09-01",54.380001,55.43,54.189999,55.290001,2164200,53.779396
"2021-09-02",55.5,55.639999,54.73,55.459999,1919200,53.944752
"2021-09-03",55.189999,55.549999,54.580002,55.369999,1529100,53.857208
"2021-09-07",55.110001,55.110001,53.049999,53.849998,2239800,52.378738
"2021-09-08",53.619999,54.810001,53.419998,54.5,1804600,53.010983
"2021-09-09",54.349998,54.349998,53.52,53.560001,1639300,52.096664
"2021-09-10",53.66,53.700001,52.720001,52.75,1418400,51.308792
"2021-09-13",53.57,53.919998,53.139999,53.34,1765200,51.882671
"2021-09-14",53.549999,53.779999,53,53.459999,1175800,51.99939
"2021-09-15",53.490002,54.16,53.34,53.650002,1499100,52.1842
"2021-09-16",53.700001,54.09,53.169998,53.75,1837600,52.281471
"2021-09-17",53.43,53.860001,52.98,53.18,7464800,51.727039
"2021-09-20",52.669998,53.529999,52.529999,53.139999,3125300,51.688133
"2021-09-21",53.59,54.060001,53.259998,53.32,1930200,51.863216
"2021-09-22",53.810001,54.150002,53.529999,53.639999,2201300,52.174477
"2021-09-23",54.060001,54.580002,53.799999,53.98,2757800,52.505188
"2021-09-24",53.740002,54.32,53.509998,53.549999,1604000,52.086933
"2021-09-27",53.630001,54.09,52.599998,52.689999,1868900,51.250427
"2021-09-28",52.32,52.939999,51.919998,52.689999,1617900,51.250427
"2021-09-29",53.080002,53.860001,52.880001,53.529999,1181400,52.067474
"2021-09-30",53.830002,53.93,52.77,52.98,2485600,51.532505
"2021-10-01",53.41,53.82,52.48,53.540001,1408700,52.077206
"2021-10-04",53.330002,53.950001,53.009998,53.740002,1983900,52.271748
"2021-10-05",53.939999,53.990002,53.060001,53.529999,1659700,52.067474
"2021-10-06",53.23,54.119999,52.400002,54,1311500,52.524635
"2021-10-07",54.009998,54.189999,53.25,53.540001,2460300,52.429649
"2021-10-08",53.5,53.799999,53.009998,53.040001,1148300,51.940022
"2021-10-11",53,53.560001,52.43,52.889999,948600,51.793129
"2021-10-12",53.27,53.830002,52.849998,53.599998,1607900,52.4884
"2021-10-13",53.41,54.509998,53.209999,54.349998,1740200,53.222847
"2021-10-14",54.73,55.139999,54.27,55.07,887900,53.927917
"2021-10-15",55.34,55.400002,53.77,53.939999,2225600,52.82135
"2021-10-18",53.75,54.529999,53.599998,54.389999,1122800,53.26202
"2021-10-19",54.610001,54.720001,53.869999,53.939999,702500,52.82135
"2021-10-20",53.869999,54.790001,53.810001,54.720001,1280000,53.585182
"2021-10-21",54.830002,54.880001,54.459999,54.790001,1139800,53.653728
"2021-10-22",55.049999,55.150002,54.68,54.990002,878500,53.849579
"2021-10-25",55.130001,55.130001,54.459999,54.669998,1161800,53.536217
"2021-10-26",54.68,55.529999,54.279999,55.139999,1238000,53.996468
"2021-10-27",54.860001,56.02,54.860001,55.450001,1322000,54.300037
"2021-10-28",55.580002,56.450001,55.5,56.259998,1746100,55.093243
"2021-10-29",56.009998,56.209999,55.119999,55.529999,2243200,54.37838
"2021-11-01",55.57,55.650002,53.790001,55.029999,1747200,53.888748
"2021-11-02",55.459999,55.459999,54.540001,55.200001,1463400,54.055225
"2021-11-03",55.220001,55.560001,54.720001,55.169998,2140400,54.025845
"2021-11-04",55.080002,55.32,53.669998,54.150002,1345200,53.027
"2021-11-05",54.599998,55.259998,54.549999,54.810001,1212600,53.673313
"2021-11-08",54.400002,54.93,53.98,54.880001,2074500,53.741863
"2021-11-09",55,55.220001,54.689999,55.220001,1224600,54.07481
"2021-11-10",55.209999,55.830002,54.98,55.450001,1334800,54.300037
"2021-11-11",55.299999,55.889999,55.009998,55.869999,1271800,54.711327
"2021-11-12",55.939999,56.279999,55.630001,55.900002,937600,54.740707
"2021-11-15",56.110001,56.939999,55.849998,56.939999,871600,55.759136
"2021-11-16",56.990002,57.060001,56.099998,56.130001,1766700,54.965939
"2021-11-17",55.990002,56.369999,54.220001,56.32,1451500,55.152
"2021-11-18",56.389999,56.830002,56.200001,56.689999,1146500,55.51432
"2021-11-19",56.689999,56.689999,55.610001,56.150002,1166200,54.985527
"2021-11-22",56.080002,56.529999,55.549999,55.630001,1205600,54.476307
"2021-11-23",55.799999,56.810001,55.389999,56.709999,1073800,55.533905
"2021-11-24",56.73,57.93,56.560001,57.689999,1509700,56.49358
"2021-11-26",56.639999,56.939999,55.529999,55.689999,892200,54.535061
"2021-11-29",56.139999,57.639999,55.900002,57.470001,3271200,56.278149
"2021-11-30",57.040001,58.18,56.73,56.73,5260200,55.553493
"2021-12-01",57.200001,57.439999,54.549999,54.580002,1750500,53.448082
"2021-12-02",54.860001,57.060001,54.830002,56.650002,1943200,55.475151
"2021-12-03",56.84,57.189999,55.82,56.48,2552400,55.308674
"2021-12-06",56.830002,58.18,56.830002,57.470001,1789000,56.278149
"2021-12-07",57.860001,59.439999,57.59,58.98,4693200,57.756832
"2021-12-08",58.73,59.150002,58.18,59.09,2292900,57.864552
"2021-12-09",59.09,59.400002,58.27,58.310001,1985300,57.100727
"2021-12-10",58.560001,58.560001,57.900002,58.380001,1378100,57.169273
"2021-12-13",58.450001,59.790001,58.209999,59.349998,1623500,58.119156
"2021-12-14",59.349998,59.580002,58.110001,58.59,2806100,57.37492
"2021-12-15",58.709999,59.950001,58.709999,59.619999,1893000,58.38356
"2021-12-16",59.57,59.790001,58.09,58.689999,1788100,57.472843
"2021-12-17",58.77,59.029999,57.490002,57.959999,6163500,56.757984
"2021-12-20",57.349998,58.02,57.130001,57.689999,1288600,56.49358
"2021-12-21",58.049999,58.560001,57.799999,58.220001,968000,57.012596
"2021-12-22",58.139999,58.939999,58.049999,58.810001,879300,57.590359
"2021-12-23",58.98,59.220001,58.290001,58.68,803400,57.463055
"2021-12-27",58.830002,59.439999,58.560001,59.43,1031000,58.197502
"2021-12-28",59.310001,59.810001,59.220001,59.439999,1671500,58.207291
"2021-12-29",59.630001,59.98,58.970001,59.82,1273000,58.579407
"2021-12-30",59.639999,60.189999,59.27,59.880001,1250100,58.638165
"2021-12-31",59.900002,60.419998,59.799999,59.990002,930200,58.745884
"2022-01-03",60.040001,60.169998,58.790001,59.900002,1340700,58.657757
"2022-01-04",60,61.060001,59.990002,60.790001,1530500,59.529297
"2022-01-05",60.66,60.959999,59.139999,59.209999,1525600,57.982063
"2022-01-06",59.389999,59.790001,58.970001,59.23,1277800,58.001644
"2022-01-07",58.650002,58.959999,58.07,58.209999,1638200,57.354305
"2022-01-10",57.830002,58.5,57.66,58.009998,1384800,57.157246
"2022-01-11",58.099998,58.389999,57.419998,58.240002,1462600,57.383865
"2022-01-12",58.09,59.16,58.09,58.91,1274800,58.044018
"2022-01-13",59.16,59.59,58.869999,58.98,996100,58.112988
