"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2022-01-05",53.709999,54.580002,52.73,52.84,2147900,52.003685
"2022-01-06",53.419998,53.810001,52.939999,53.279999,2044200,52.436718
"2022-01-07",53.07,54.330002,52.900002,53.619999,2798400,52.771339
"2022-01-10",53.490002,53.650002,52.490002,53.119999,2081600,52.279251
"2022-01-11",52.799999,53.110001,51.630001,52.139999,1837800,51.314762
"2022-01-12",52.040001,52.700001,51.779999,51.830002,1215300,51.00967
"2022-01-13",52.02,53.310001,52.009998,52.91,1531100,52.072578
"2022-01-14",52.740002,53.299999,52.119999,52.93,1565900,52.092258
"2022-01-18",52.84,52.900002,52,52.310001,1672000,51.482075
"2022-01-19",52.59,52.810001,50.709999,50.77,1803100,49.96645
"2022-01-20",51.290001,52.389999,51.169998,51.34,3240700,50.527424
"2022-01-21",51.77,52.779999,51.389999,52.48,4683100,51.649384
"2022-01-24",51.889999,52.299999,49.93,51.720001,2658100,50.901413
"2022-01-25",51.18,52.299999,50.419998,51.939999,2139500,51.117928
"2022-01-26",52.220001,53.279999,50.790001,51.299999,2078700,50.488056
"2022-01-27",51.459999,52.759998,50.939999,51.040001,3130400,50.232178
"2022-01-28",50.93,51.52,49.080002,51.48,3122900,50.665207
"2022-01-31",51.18,53.23,51.040001,53.02,5989700,52.180836
"2022-02-01",52.5,52.959999,51.869999,52.41,2125700,51.58049
"2022-02-02",52.490002,53.139999,52.130001,52.240002,2238200,51.413185
"2022-02-03",52.09,52.130001,51.150002,51.23,1909300,50.419167
"2022-02-04",50.75,50.990002,49.540001,50.029999,2280200,49.238159
"2022-02-07",50.110001,51.009998,50.099998,50.599998,2073700,49.799137
"2022-02-08",50.84,50.919998,50.16,50.41,1848500,49.612144
"2022-02-09",50.959999,52.009998,50.889999,51.93,2002700,51.108089
"2022-02-10",51.459999,52.439999,50.98,51.299999,2504200,50.488056
"2022-02-11",51.189999,52.23,50.23,50.740002,3499500,49.936924
"2022-02-14",50.91,51.310001,50,50.060001,2267600,49.267689
"2022-02-15",50.27,51.150002,50.25,50.91,2570800,50.104233
"2022-02-16",51.369999,52.5,51.32,52.419998,1656700,51.590332
"2022-02-17",52.060001,52.389999,51.560001,51.93,1543200,51.108089
"2022-02-18",50.650002,53.860001,50.650002,52.939999,3875200,52.1021
"2022-02-22",52.919998,53.259998,52.23,52.900002,2574300,52.062737
"2022-02-23",53.25,53.830002,51.209999,51.310001,2531900,50.497902
"2022-02-24",50.369999,52.169998,49.849998,52,2208000,51.176979
"2022-02-25",52.470001,54.25,52.07,54.200001,2523200,53.342163
"2022-02-28",53.299999,54.48,53.189999,54,3713400,53.145325
"2022-03-01",54.029999,54.080002,52.759998,53.439999,3299100,52.594189
"2022-03-02",53.740002,56.25,53.740002,56.119999,4076400,55.23177
"2022-03-03",56.400002,56.810001,55.52,56.450001,3314600,55.556549
"2022-03-04",55.759998,56,54.919998,55.959999,3525200,55.074303
"2022-03-07",55.98,56.889999,55.68,55.919998,2608300,55.034935
"2022-03-08",55.790001,58.380001,55.139999,57.860001,3843300,56.944233
"2022-03-09",58.540001,59.110001,57.540001,57.810001,2042800,56.895023
"2022-03-10",57.360001,58.880001,57.099998,58.860001,1729900,57.928402
"2022-03-11",59.990002,60.220001,58.400002,58.5,2857900,57.5741
"2022-03-14",58.880001,59.27,57.75,57.810001,1905800,56.895023
"2022-03-15",57.93,58.369999,57.209999,58.220001,2151100,57.298534
"2022-03-16",58.389999,59.110001,57.110001,58.540001,2845500,57.613468
"2022-03-17",58.09,59.52,58.09,59.25,2155200,58.312229
"2022-03-18",59.16,59.639999,58.740002,59.459999,4981800,58.518906
"2022-03-21",59.66,59.849998,58.889999,59.419998,1664200,58.479538
"2022-03-22",59.950001,60.830002,59.810001,60.23,1599200,59.276718
"2022-03-23",60.41,60.740002,59.349998,60.139999,1525500,59.188145
"2022-03-24",60.130001,61.380001,59.900002,61.349998,2192200,60.37899
"2022-03-25",61.5,62.860001,61.02,62.799999,2233700,61.806046
"2022-03-28",62.560001,62.799999,61.860001,62.470001,2531000,61.48127
"2022-03-29",63,64.019997,62.799999,63.639999,2945200,62.632748
"2022-03-30",63.16,63.290001,62.259998,62.830002,2829300,61.835571
"2022-03-31",62.650002,62.950001,61.759998,61.759998,3443600,61.220978
"2022-04-01",62.259998,62.93,61.880001,62.84,2500400,62.291553
"2022-04-04",63.040001,63.459999,62.040001,62.860001,2145300,62.311378
"2022-04-05",62.790001,63.34,61.360001,61.599998,1782300,61.062374
"2022-04-06",61.459999,62.330002,60.720001,62.099998,1518300,61.55801
"2022-04-07",61.990002,61.990002,60.849998,61.349998,2670900,60.814556
"2022-04-08",61.77,61.990002,60.919998,61.040001,2184000,60.507263
"2022-04-11",61.290001,61.619999,60.52,60.82,1765000,60.289185
"2022-04-12",60.439999,61.84,60.380001,60.990002,1693500,60.457703
"2022-04-13",61.150002,61.509998,60.84,61.209999,1281600,60.675777
"2022-04-14",61.5,62.07,60.560001,60.669998,1421000,60.140491
"2022-04-18",60.599998,60.990002,60.040001,60.349998,1256300,59.823284
"2022-04-19",60.810001,61.119999,60.419998,60.560001,1727800,60.031452
"2022-04-20",60.740002,61.369999,60.259998,60.75,2271000,60.219795
"2022-04-21",60.919998,61.049999,59.900002,60.02,2609200,59.496166
"2022-04-22",59.810001,59.810001,58.369999,58.490002,3644700,57.979519
"2022-04-25",58.41,58.599998,57.299999,58.220001,2204500,57.711876
"2022-04-26",58.209999,58.869999,57.84,57.900002,1929100,57.394669
"2022-04-27",58.099998,58.529999,56.93,57.25,2064400,56.75034
"2022-04-28",57.389999,57.849998,56.720001,57.650002,1512900,57.146851
"2022-04-29",57.41,57.52,55.369999,55.549999,3180900,55.065178
"2022-05-02",55.849998,56.240002,54.41,55.68,2738600,55.194042
"2022-05-03",55.990002,58.040001,55.959999,57.869999,2831800,57.364929
"2022-05-04",57.48,57.799999,56.209999,57.75,1774300,57.245975
"2022-05-05",57.630001,57.869999,56.650002,57,1542900,56.502522
"2022-05-06",55.970001,57.16,54.689999,56.970001,2403100,56.472786
"2022-05-09",56.68,57.130001,55.459999,55.630001,2090600,55.144482
"2022-05-10",55.740002,55.900002,52.25,52.599998,2874900,52.140923
"2022-05-11",52.68,54.09,52.549999,52.959999,2166300,52.49778
"2022-05-12",53.16,53.599998,52.41,53.59,1489500,53.122284
"2022-05-13",53.950001,55.07,53.310001,55.009998,2300600,54.529888
"2022-05-16",55.16,55.799999,55.029999,55.57,1899800,55.085003
"2022-05-17",56.040001,56.779999,55.5,56.669998,1604700,56.1754
"2022-05-18",56.950001,57.41,56.029999,56.310001,1563100,55.818546
"2022-05-19",55.849998,56.810001,55.490002,56.09,1769000,55.600464
"2022-05-20",56.830002,57.240002,55.32,56.52,2642300,56.026714
"2022-05-23",56.959999,57.209999,55.630001,55.950001,2077900,55.461689
"2022-05-24",55.889999,56.220001,54.16,56.209999,2654300,55.719418
"2022-05-25",56.110001,57.73,55.599998,57.48,1475700,56.978333
"2022-05-26",57.990002,58.240002,56.259998,56.380001,1912300,55.887936
"2022-05-27",56.439999,57.619999,56.400002,57.400002,1392200,56.899033
"2022-05-31",57.18,57.18,56.43,56.740002,7693600,56.244793
"2022-06-01",56.400002,56.84,54.689999,56.529999,1672000,56.036625
"2022-06-02",56.189999,56.630001,55.209999,56.57,1495300,56.076275
"2022-06-03",56.560001,56.950001,55.869999,56.169998,1185300,55.679764
"2022-06-06",56.25,56.389999,55.119999,55.470001,1242500,54.985878
"2022-06-07",55.439999,56.759998,55.220001,56.709999,1300200,56.215054
"2022-06-08",56.380001,56.380001,54.630001,54.709999,1068700,54.23251
"2022-06-09",54.41,54.689999,53.299999,53.32,1198000,52.854641
"2022-06-10",52.82,53.130001,52.009998,52.630001,1685800,52.170662
"2022-06-13",51.459999,51.619999,48.869999,49.150002,1503000,48.721035
"2022-06-14",48.84,49.25,47.77,48.43,2181500,48.00732
"2022-06-15",48.759998,50.799999,48.419998,50.240002,1994000,49.801525
"2022-06-16",49.110001,49.73,48.599998,48.869999,2056800,48.443478
"2022-06-17",49.150002,50.09,48.330002,48.98,3929800,48.552517
"2022-06-21",49.48,49.830002,48.48,48.549999,3095000,48.12627
"2022-06-22",47.82,50.48,47.790001,49.75,1898700,49.3158
"2022-06-23",49.950001,50.279999,49.41,49.939999,1227000,49.504139
"2022-06-24",50.200001,51.490002,49.599998,51.23,2377100,50.782883
"2022-06-27",51.130001,52.369999,50.740002,51.57,1291200,51.119915
"2022-06-28",52.099998,52.610001,50.990002,51.110001,1431000,50.663929
"2022-06-29",50.950001,51.650002,50.91,51.560001,1609400,51.110004
