"","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
"2020-11-17",99.370003,100.260002,98.739998,99.209999,11593500,92.046288
"2020-11-18",100,100.290001,98.68,98.720001,8880600,91.59166
"2020-11-19",98.760002,100.150002,98.589996,99.669998,7550300,92.473068
"2020-11-20",99.949997,101.830002,98.620003,100.839996,9682500,93.558578
"2020-11-23",101.940002,102.760002,101.07,102.18,7541500,94.801819
"2020-11-24",102.879997,104.82,102.580002,103.959999,9322200,96.453293
"2020-11-25",103.82,104.459999,103.389999,104.199997,6368100,96.675957
"2020-11-27",104.980003,105.800003,104.300003,104.889999,4418800,97.316139
"2020-11-30",105.120003,105.419998,103.650002,104.580002,20726500,97.028526
"2020-12-01",105.050003,106.379997,104.040001,104.040001,7623500,96.527519
"2020-12-02",104,105.379997,103.32,104.989998,5492200,97.40892
"2020-12-03",105,105.699997,104.300003,104.739998,4693600,97.176971
"2020-12-04",105.019997,107.309998,105.019997,107.279999,7235800,99.533569
"2020-12-07",107.040001,107.209999,104.959999,105.839996,6532500,98.197548
"2020-12-08",105.699997,108.349998,105.599998,107.690002,6688200,99.913963
"2020-12-09",107.900002,109.150002,107.629997,108.669998,7350700,100.823189
"2020-12-10",109.059998,109.07,106.669998,107.489998,6285700,99.728401
"2020-12-11",107.010002,107.419998,105.580002,106.339996,5205200,98.661438
"2020-12-14",107.43,108.07,104.089996,104.199997,8272700,96.675957
"2020-12-15",105.440002,105.449997,102.32,102.82,12101000,95.395607
"2020-12-16",102.5,105.410004,101.900002,104.639999,9182100,97.08419
"2020-12-17",104.860001,105.5,104.110001,104.889999,6360600,97.316139
