"","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"2020-09-03",218.110001,218.110001,211.899994,213.800003,3126700,205.491135
"2020-09-04",215.289993,217.779999,210.759995,211.729996,3828600,203.501572
"2020-09-08",211.179993,216.300003,211.059998,213.580002,4107600,205.279678
"2020-09-09",215,218.169998,214.440002,215.710007,3213200,207.32692
"2020-09-10",215.720001,219.479996,215.720001,217.240005,3325600,208.79744
"2020-09-11",217.690002,219.179993,216.279999,218,3616500,209.527908
"2020-09-14",219.720001,222.589996,219.339996,220.559998,2543800,211.988419
"2020-09-15",221.759995,223.639999,221.399994,222.369995,2640700,213.728073
"2020-09-16",222.169998,226.720001,221.300003,224.809998,3463700,216.073257
"2020-09-17",223.699997,223.729996,220.5,222.580002,3376600,213.929901
"2020-09-18",221.619995,223.570007,220.130005,220.270004,3861400,211.709702
"2020-09-21",217.139999,218.050003,213.399994,216.410004,2831800,207.999695
"2020-09-22",216.429993,216.960007,214.550003,216.410004,2475600,207.999695
"2020-09-23",217.669998,219.690002,214.240005,214.970001,2777700,206.615662
"2020-09-24",214.75,218.410004,213.589996,216.119995,1727000,207.720963
"2020-09-25",215.300003,219.25,213.649994,218.179993,2196800,209.700928
"2020-09-28",220,221.979996,219.020004,220.259995,2111700,211.700073
"2020-09-29",220.419998,220.960007,218.479996,218.679993,1731700,210.181473
"2020-09-30",218.869995,222.199997,218.410004,219.490005,3034100,210.960007
"2020-10-01",221.589996,223,217.789993,219.589996,2443000,211.056107
"2020-10-02",217.509995,223.350006,217.100006,222.669998,3833100,214.016418
"2020-10-05",224.860001,226.5,224.009995,226.070007,2913800,217.284286
"2020-10-06",226.830002,228.660004,223.600006,224.089996,2453600,215.381195
"2020-10-07",225.580002,228.410004,225.130005,226.479996,1972500,217.678345
"2020-10-08",226.089996,227.080002,224.289993,225.800003,3195800,217.024765
"2020-10-09",226.940002,227.220001,223.119995,224.830002,3237700,216.092499
"2020-10-12",224.809998,226.509995,223.119995,226.110001,2412400,217.322723
"2020-10-13",225.699997,228.580002,224.929993,227.350006,2098900,218.514542
"2020-10-14",228.410004,229.479996,227.350006,227.619995,1862600,218.774048
"2020-10-15",226.149994,230,225.589996,229.639999,2177300,220.71553
"2020-10-16",229.770004,231.910004,229.149994,229.369995,2162800,220.456039
"2020-10-19",229.550003,231.020004,225.169998,226,2009500,217.216995
"2020-10-20",226.740005,230,226.429993,227.449997,1883200,218.610657
"2020-10-21",227.229996,229.490005,227.210007,228.190002,1518200,219.321899
"2020-10-22",227.759995,229.399994,226.880005,229.149994,1961300,220.244568
"2020-10-23",230.410004,230.410004,227.800003,228.710007,2278100,219.821686
"2020-10-26",226.779999,227.25,220.970001,224.270004,2537800,215.554214
"2020-10-27",224.470001,225.229996,222.720001,222.970001,1801900,214.304764
"2020-10-28",218.389999,220.589996,214.460007,214.690002,3272900,206.346542
"2020-10-29",214.690002,217.649994,213.070007,214.949997,2477600,206.59642
"2020-10-30",213.600006,215.220001,209.910004,213,3450900,204.722214
"2020-11-02",215.880005,216.320007,210.789993,212.559998,2983200,204.299316
"2020-11-03",215.589996,218.100006,213.949997,216.800003,2615000,208.374557
"2020-11-04",215,219.470001,213.300003,214.869995,3360800,206.519547
"2020-11-05",216.070007,218.199997,214.679993,216.309998,3622000,207.90358
"2020-11-06",216,217.889999,214.25,216.559998,3916100,208.143875
"2020-11-09",226.789993,227.850006,207.169998,213.220001,7981200,204.933685
"2020-11-10",215.75,215.990005,211.339996,213.320007,4255600,205.029785
"2020-11-11",214.809998,219.25,214.300003,218.020004,4126900,209.547134
"2020-11-12",217.559998,217.820007,210.880005,213.070007,4253200,204.789505
"2020-11-13",213.759995,214.389999,212.339996,213.279999,3072100,204.991333
"2020-11-16",215.5,216.75,213.630005,216.729996,3702100,208.307236
"2020-11-17",215.600006,217.389999,214.020004,216.009995,2443100,207.615219
"2020-11-18",216.100006,217.839996,215.410004,215.520004,3095200,207.144302
"2020-11-19",214.839996,215.479996,213.330002,215.110001,2840500,206.750229
"2020-11-20",214.389999,215.220001,213.630005,214.089996,3932600,205.769852
"2020-11-23",215.139999,217.600006,214.649994,217,3010300,208.566772
"2020-11-24",219.009995,221.25,218.25,219.710007,3870900,211.171448
"2020-11-25",219.979996,220.589996,217.919998,219.339996,1889200,210.815826
"2020-11-27",219.020004,220.399994,217.660004,218.330002,1394400,209.845062
"2020-11-30",216.460007,217.570007,214.429993,217.440002,3413600,210.231812
"2020-12-01",218.880005,218.929993,215.529999,216.139999,4224800,208.97493
"2020-12-02",214,214.399994,209.130005,210.860001,6223700,203.869934
"2020-12-03",210.940002,213.229996,210.559998,211.509995,3732500,204.498383
"2020-12-04",211.600006,213.380005,210.100006,210.740005,3151100,203.753906
"2020-12-07",208.529999,209.110001,206.190002,208.889999,3826000,201.96524
"2020-12-08",206.550003,209.100006,206.410004,208.389999,2709400,201.481827
"2020-12-09",209.490005,209.529999,207.330002,208.690002,3010900,201.771881
"2020-12-10",208.5,208.759995,207.070007,208.039993,2956400,201.143448
"2020-12-11",207.470001,208.940002,206.729996,207.759995,2770800,200.872726
"2020-12-14",210.729996,214.740005,210.210007,211.919998,4745000,204.894806
"2020-12-15",213.220001,216.210007,212.740005,214.860001,3798200,207.73735
"2020-12-16",214.880005,217.509995,213.660004,213.800003,2682000,206.712494
"2020-12-17",215.389999,215.789993,213.529999,214.25,2558800,207.147568
"2020-12-18",215.149994,216.850006,213.820007,215.080002,7929100,207.950043
"2020-12-21",210.619995,212.550003,208.009995,211.669998,4342500,204.653076
"2020-12-22",211.199997,212.910004,210.369995,211.919998,2772800,204.894806
"2020-12-23",212.300003,213.429993,211.789993,212.020004,1658800,204.991501
"2020-12-24",212.119995,212.740005,211.139999,211.389999,1047700,204.382385
"2020-12-28",212.990005,214.880005,212.190002,214.020004,2550100,206.925201
"2020-12-29",214.639999,215.779999,212.449997,212.710007,1665700,205.65863
"2020-12-30",212.960007,213.360001,211.279999,211.559998,1855000,204.546722
"2020-12-31",211.25,214.929993,210.779999,214.580002,2610900,207.466629
"2021-01-04",214.490005,214.720001,208.220001,210.220001,4055400,203.251144
"2021-01-05",210.179993,211.949997,209.619995,211.479996,2576100,204.469376
"2021-01-06",211.300003,211.710007,209.029999,211,3083400,204.005295
"2021-01-07",213.220001,213.220001,210.559998,211.979996,3142000,204.95282
"2021-01-08",212.899994,216.119995,212.229996,215.869995,2639100,208.713852
"2021-01-11",215.089996,216.119995,213.119995,214.229996,2545400,207.12822
"2021-01-12",213.690002,214.330002,210.940002,211.600006,2952000,204.585419
"2021-01-13",210.910004,213.130005,210.899994,212.089996,2069800,205.059158
"2021-01-14",212.100006,212.669998,208,208.5,3666700,201.588196
"2021-01-15",207.970001,210.699997,207.419998,209.910004,3593700,202.951447
"2021-01-19",210.679993,211,207.880005,209.089996,3331600,202.15863
"2021-01-20",210.149994,214.410004,209.630005,213.630005,4077700,206.548111
"2021-01-21",214.059998,215.960007,213.320007,213.529999,2674900,206.451447
"2021-01-22",212.509995,214.139999,211.169998,213.380005,2196400,206.306412
"2021-01-25",212.220001,214.050003,210.559998,213.339996,2615300,206.267731
"2021-01-26",212.509995,215.509995,212.169998,215.380005,2907800,208.240112
"2021-01-27",212.389999,213.149994,207,207,5464000,200.137909
"2021-01-28",208.630005,210.360001,205.130005,206.820007,5401600,199.963867
"2021-01-29",205.110001,209.399994,203.110001,207.839996,5203300,200.950058
"2021-02-01",208.479996,209.690002,206.600006,207.929993,2812500,201.037064
"2021-02-02",208.089996,212.630005,207.649994,209.759995,2786000,202.806396
"2021-02-03",208.350006,209.990005,207.929993,208.710007,3020700,201.791229
"2021-02-04",210,212.110001,208.669998,211.029999,2777500,204.034317
"2021-02-05",212.589996,214.179993,212.009995,212.580002,2600200,205.532944
"2021-02-08",212.529999,212.990005,209.960007,211.580002,2696200,204.566071
"2021-02-09",212.070007,216.179993,211.770004,215.979996,3047300,208.820221
"2021-02-10",216.880005,217.309998,213.809998,214.399994,3161600,207.292572
"2021-02-11",214.539993,214.800003,212.399994,214.270004,2583600,207.166901
"2021-02-12",214,214.699997,212.990005,213.899994,2781200,206.809158
"2021-02-16",214.369995,216.940002,213.830002,215.029999,2892900,207.901703
"2021-02-17",213.960007,214.889999,212.630005,213.449997,3280000,206.374084
"2021-02-18",213.289993,215.860001,212.649994,215.429993,2191000,208.288437
"2021-02-19",215.289993,215.729996,211.970001,212.240005,3181600,205.204208
"2021-02-22",211.5,213,209.690002,212.059998,2910800,205.030182
"2021-02-23",214.5,215.699997,210.429993,211.320007,3243000,204.314713
"2021-02-24",210.839996,214.100006,210.419998,213.270004,2887100,206.200073
"2021-02-25",212.699997,212.919998,209.740005,210.949997,3131400,203.956955
"2021-02-26",210.75,211.639999,206.139999,206.139999,5334000,200.5327
"2021-03-01",207.350006,210.380005,207.350006,208.25,2827500,202.585327
"2021-03-02",208,209.899994,206.190002,208.669998,3016600,202.993881
"2021-03-03",207.520004,208.990005,205.610001,205.820007,3488600,200.221436
"2021-03-04",206.160004,207.490005,202.729996,204.839996,3926200,199.268082
"2021-03-05",205.75,208.229996,202.960007,207.369995,3608100,201.729248
"2021-03-08",207.699997,210.589996,207.139999,209.110001,3157100,203.421921
"2021-03-09",210.630005,211.199997,208.279999,208.550003,3646700,202.877167
"2021-03-10",208.720001,213.630005,208.240005,213.309998,3447200,207.50769
"2021-03-11",214.699997,215.229996,211.490005,211.570007,3618000,205.815018
"2021-03-12",212.039993,214.240005,211.419998,212.339996,2818200,206.564056
"2021-03-15",213.649994,220.550003,213.5,220.460007,5479700,214.463211
"2021-03-16",219.580002,221.300003,217.160004,219.860001,3583400,213.879517
"2021-03-17",224.559998,224.899994,220.009995,224.110001,5240600,218.013901
"2021-03-18",223.679993,225.350006,221.410004,222.899994,3254600,216.836807
"2021-03-19",222.759995,225.179993,221,222.440002,7719400,216.389343
"2021-03-22",223.389999,226.910004,222.649994,225.070007,4220700,218.9478
"2021-03-23",223.960007,226.399994,223.75,224.369995,2794000,218.26683
"2021-03-24",225.320007,227.020004,224.039993,224.050003,2442500,217.955551
"2021-03-25",225.149994,225.320007,222.440002,224.199997,3249600,218.101456
"2021-03-26",224.199997,225.279999,222.419998,225.210007,3263100,219.084
"2021-03-29",224.830002,227.880005,224.300003,227.350006,3621300,221.165787
"2021-03-30",226.130005,227.020004,224.220001,224.979996,2419000,218.860229
"2021-03-31",224.009995,226.490005,224,224.139999,3564100,218.043091
"2021-04-01",224.669998,226.220001,223.279999,225.210007,2441200,219.084
"2021-04-05",226.600006,229.5,226.190002,228.850006,2866300,222.624985
"2021-04-06",229.710007,232.270004,228.720001,231.910004,3230900,225.601746
"2021-04-07",231.679993,232.809998,231.240005,232.610001,2551300,226.282715
"2021-04-08",232.610001,232.800003,229.199997,230.25,2772200,223.986893
"2021-04-09",230.190002,231.610001,228.869995,231.479996,2728900,225.183441
"2021-04-12",231.479996,232.380005,230.490005,230.960007,2292700,224.677597
"2021-04-13",230.440002,231.660004,229.690002,231.320007,2570900,225.027786
"2021-04-14",231.220001,231.289993,229.589996,230.309998,2129200,224.045258
"2021-04-15",229.809998,231.360001,229.199997,231.279999,2063000,224.988876
"2021-04-16",233.649994,234.259995,232.309998,233.080002,2694300,226.739914
"2021-04-19",233.119995,233.300003,230.830002,231.809998,2254800,225.504456
"2021-04-20",231.240005,233.210007,231.080002,233.009995,1885700,226.671799
"2021-04-21",233.300003,233.860001,231.850006,232.259995,2065500,225.942215
"2021-04-22",232.830002,234.039993,231.940002,232.960007,1839500,226.623184
"2021-04-23",233.789993,235.240005,233.100006,234.580002,2137500,228.199112
"2021-04-26",234.779999,235.350006,231.910004,232.309998,2490100,225.990845
"2021-04-27",232.570007,235.630005,232.410004,234.979996,2623800,228.588226
"2021-04-28",235.199997,235.449997,232.259995,232.410004,2777000,226.08815
"2021-04-29",233.990005,235.800003,232.619995,235.210007,3146700,228.811981
"2021-04-30",234,236.289993,233.869995,236.080002,2640400,229.65831
"2021-05-03",237.990005,238.179993,235.380005,235.559998,2458000,229.152451
"2021-05-04",234.630005,236.130005,233.240005,233.860001,2529700,227.498672
"2021-05-05",234.119995,235.350006,231.559998,235.039993,2070000,228.646576
"2021-05-06",235.539993,235.649994,233.169998,234.860001,1832600,228.471497
"2021-05-07",235,235.720001,233.990005,234.839996,1406800,228.452026
"2021-05-10",235.100006,237.919998,235.100006,237.110001,2031500,230.660294
"2021-05-11",237.740005,237.800003,232.199997,233.860001,3028500,227.498672
"2021-05-12",232.110001,233.570007,227.570007,227.940002,3198200,221.739731
"2021-05-13",228,231.080002,227.880005,229.770004,2819200,223.519958
"2021-05-14",230.710007,232.639999,230.470001,231.720001,1943100,225.416885
"2021-05-17",230.809998,232.300003,230.25,231.679993,1630900,225.378006
"2021-05-18",231.889999,233.25,231.649994,231.929993,2913000,225.62117
"2021-05-19",230.229996,230.619995,228.179993,230.149994,2967000,223.889603
"2021-05-20",230.720001,234.020004,230.559998,232.179993,1890200,225.86438
"2021-05-21",232.419998,233.399994,230.309998,231.240005,2601100,224.949982
"2021-05-24",231.520004,232.649994,231.020004,231.910004,1823300,225.601746
"2021-05-25",232.169998,232.770004,230.710007,232.139999,2681900,225.82547
"2021-05-26",233.789993,233.789993,232.160004,232.350006,1564200,226.029785
"2021-05-27",233.009995,235.080002,232.399994,234.860001,5242900,228.471497
"2021-05-28",234.130005,234.410004,232.449997,233.889999,2853600,228.784515
"2021-06-01",235.979996,235.990005,232.740005,233.240005,2574300,228.148682
"2021-06-02",233.970001,234.330002,232.809998,233.779999,3172000,228.676895
"2021-06-03",232.570007,232.759995,230.149994,232.449997,3249400,227.375931
"2021-06-04",233.440002,233.800003,232.070007,233.380005,1615200,228.28566
"2021-06-07",234,234.070007,231.160004,231.690002,1877000,226.632523
"2021-06-08",231.5,233.979996,231.339996,232.639999,2106200,227.561783
"2021-06-09",232.979996,234.320007,231.449997,231.470001,1982200,226.417343
"2021-06-10",232.050003,234.899994,231.929993,234.589996,2534000,229.469223
"2021-06-11",235,237.5,234.710007,236.929993,2654300,231.758133
"2021-06-14",237.179993,237.770004,234.809998,236.979996,1836800,231.807037
"2021-06-15",237.529999,237.809998,235.660004,236.350006,1948300,231.190811
"2021-06-16",237.210007,237.279999,233.779999,235.580002,2951700,230.437607
"2021-06-17",235.080002,236.270004,233.279999,233.880005,1895600,228.774719
"2021-06-18",231.470001,232.889999,228.820007,229.619995,4408200,224.607712
"2021-06-21",230.630005,233.229996,229.470001,232.899994,2193000,227.816101
"2021-06-22",233.490005,234.860001,232.429993,233.880005,1758300,228.774719
"2021-06-23",233.300003,234.449997,232.699997,233.240005,1701500,228.148682
"2021-06-24",234.100006,235.160004,232.740005,233.330002,1839800,228.236725
"2021-06-25",232.740005,233.410004,232.339996,232.419998,3000100,227.346588
"2021-06-28",232.669998,232.75,230.009995,231.089996,2901700,226.045624
"2021-06-29",231.529999,231.710007,230.050003,230.369995,1932100,225.341339
"2021-06-30",230.919998,232.25,230.600006,230.990005,2450700,225.947815
"2021-07-01",231.410004,232.399994,230.75,232.270004,2210500,227.199875
"2021-07-02",233.080002,234.110001,232.440002,233.630005,1851500,228.530167
"2021-07-06",233.660004,233.899994,231,232.75,1762700,227.669373
"2021-07-07",231.919998,234.990005,231.720001,234.630005,2069400,229.508362
"2021-07-08",232.949997,233.830002,231.940002,232.839996,1932600,227.757431
"2021-07-09",234.070007,236.229996,233.059998,235.679993,2560500,230.535416
"2021-07-12",234.589996,236.240005,234.5,235.610001,2158600,230.466965
"2021-07-13",235.660004,237.470001,235.199997,236.169998,1884600,231.01474
"2021-07-14",237.029999,239.050003,236.639999,237.130005,1993200,231.953766
"2021-07-15",236.589996,237.389999,234.919998,236.880005,2165800,231.709229
"2021-07-16",237.789993,237.880005,234.380005,234.75,1680900,229.625748
"2021-07-19",232.509995,233.320007,226.419998,229.259995,3774900,224.255569
"2021-07-20",230.649994,235.520004,230.210007,234.270004,3275600,229.156204
"2021-07-21",235.979996,238.110001,235.220001,235.929993,2146600,230.779984
"2021-07-22",235.649994,239.690002,235.160004,238.669998,2538300,233.460159
"2021-07-23",240.130005,245.050003,239.600006,242.960007,3996400,237.656525
"2021-07-26",242,244.570007,241.600006,243.979996,2638400,238.654251
"2021-07-27",244.169998,247.050003,244.059998,246.350006,3135200,240.972519
"2021-07-28",242.5,243.800003,239.350006,241.779999,4948500,236.502274
"2021-07-29",243.320007,245.199997,242.979996,244.020004,2572300,238.69339
"2021-07-30",243.850006,245.410004,242.210007,242.710007,2336800,237.411957
"2021-08-02",244.240005,244.679993,239.690002,240.100006,2693900,234.858948
"2021-08-03",239.559998,239.949997,235.25,236.949997,3300000,231.777695
"2021-08-04",236.449997,236.600006,233.050003,234.830002,2240600,229.703979
"2021-08-05",235.740005,236.809998,234.339996,236.419998,2230500,231.259277
"2021-08-06",236.679993,237.139999,235.669998,236.259995,1558600,231.102768
"2021-08-09",235.789993,236.070007,234.029999,234.679993,2093100,229.557251
"2021-08-10",235.100006,235.100006,233.240005,233.449997,2027500,228.354111
"2021-08-11",234.190002,235.940002,233.75,235.550003,1969100,230.408279
"2021-08-12",236,236.759995,235.050003,236.669998,1490800,231.503815
"2021-08-13",236.789993,239,236.270004,238.820007,1699700,233.606903
"2021-08-16",239,241.050003,238.559998,240.970001,2175300,235.709961
"2021-08-17",240.350006,240.839996,238.210007,240.279999,1652000,235.035019
"2021-08-18",239.440002,239.759995,237.779999,238.080002,2215500,232.883041
"2021-08-19",236.679993,238.119995,236.070007,237.229996,1455400,232.05159
"2021-08-20",236.960007,239.389999,236.320007,238.490005,1989700,233.284103
"2021-08-23",239.460007,240.070007,237.990005,239.660004,2086900,234.428543
"2021-08-24",240.389999,240.389999,238.320007,238.429993,1687700,233.225388
"2021-08-25",237.929993,239.600006,237.839996,238.830002,1668000,233.616684
"2021-08-26",238.789993,238.919998,235.919998,236.949997,2008000,231.777695
"2021-08-27",237.429993,238.369995,236.369995,237.479996,1784000,232.296143
"2021-08-30",237.339996,237.759995,235.860001,236.589996,2245600,231.425552
"2021-08-31",235.75,237.729996,234.669998,237.460007,2938100,233.550003
"2021-09-01",237.880005,239.039993,237.210007,238.149994,2197100,234.228638
"2021-09-02",239.199997,239.949997,238.380005,239.869995,2140200,235.920303
"2021-09-03",238.389999,239.649994,237.509995,238.820007,1339300,234.887619
"2021-09-07",238.610001,238.610001,235.949997,236.190002,1820000,232.300919
"2021-09-08",236.800003,239.460007,236,238.619995,2718400,234.690887
"2021-09-09",238.419998,241.429993,237.770004,238.610001,2992200,234.681061
"2021-09-10",240.320007,241.320007,239.039993,239.179993,2035200,235.241684
"2021-09-13",240.830002,241.800003,239.839996,241.210007,2294800,237.238251
"2021-09-14",241.729996,242.25,239.5,241.130005,2013800,237.159561
"2021-09-15",240.470001,241.270004,238.179993,240.979996,2507200,237.012024
"2021-09-16",240.289993,243.589996,239.949997,243.210007,3410700,239.205338
"2021-09-17",243.839996,244.630005,241.880005,242.490005,4756600,238.497177
"2021-09-20",239.880005,241.960007,236.639999,239.089996,4549900,235.153152
"2021-09-21",240,242.350006,239.399994,240.5,2008300,236.539932
"2021-09-22",241.800003,245.860001,241.470001,243.130005,3361900,239.126633
"2021-09-23",243.740005,245.949997,243.529999,244.779999,2941700,240.749481
"2021-09-24",246.639999,247.380005,245.240005,246.419998,2508800,242.362457
"2021-09-27",246,248.899994,245.279999,248.110001,2463300,244.024643
"2021-09-28",247.289993,247.710007,242.910004,243.770004,3007500,239.756104
"2021-09-29",244.380005,245.710007,243.149994,244.279999,1719000,240.25769
"2021-09-30",244.770004,245.419998,240.820007,241.110001,3136800,237.139893
"2021-10-01",243.070007,244.690002,240.25,242.929993,2076000,238.929916
"2021-10-04",242.059998,244.809998,241.860001,243.080002,2236500,239.077454
"2021-10-05",243.970001,246.880005,243.009995,245.220001,2463100,241.18222
"2021-10-06",244.559998,247.160004,243.020004,247.100006,2107900,243.031281
"2021-10-07",248,249.949997,247.679993,248.320007,2423900,244.231171
"2021-10-08",249.25,249.630005,247.110001,247.699997,1687500,243.621384
"2021-10-11",248.100006,249.139999,246.449997,246.580002,1504000,242.519836
"2021-10-12",247.729996,248.600006,244.179993,244.520004,2346700,240.493759
"2021-10-13",243.270004,243.869995,239.899994,242.649994,3214300,238.654526
"2021-10-14",242.880005,245.419998,242.039993,244.550003,2512000,240.523254
"2021-10-15",245.240005,246.380005,241.990005,242.25,2564700,238.261139
"2021-10-18",242.419998,243.449997,241.130005,242.259995,2484900,238.27095
"2021-10-19",243.220001,243.929993,241.529999,242.770004,2071600,238.772568
"2021-10-20",240.399994,242.649994,239.289993,239.720001,3040200,235.772797
"2021-10-21",240.169998,241.910004,239.309998,241.399994,2702400,237.425125
"2021-10-22",240.710007,242.240005,238,238.440002,3283700,234.51387
"2021-10-25",239.229996,239.25,236.5,237.339996,3178400,233.431961
"2021-10-26",237.470001,238.399994,236.139999,236.419998,3066400,232.52713
"2021-10-27",241.050003,244.619995,238.850006,242.729996,5249400,238.733215
"2021-10-28",243.399994,246.080002,242.529999,245.5,3448500,241.457611
"2021-10-29",243,246.089996,242.470001,245.550003,4329400,241.50679
"2021-11-01",245.800003,251.690002,245.339996,250.580002,4456200,246.453964
"2021-11-02",251.759995,252.220001,248.160004,249.240005,2624300,245.136032
"2021-11-03",247.990005,251.130005,247.910004,250.399994,2399000,246.276917
"2021-11-04",251.119995,254.179993,250.199997,253.460007,2711000,249.286545
"2021-11-05",254.690002,257.529999,254.619995,254.710007,3224300,250.515961
"2021-11-08",254.779999,255.649994,251.929993,253.100006,2471300,248.93248
"2021-11-09",252.910004,253.690002,250.449997,252.649994,2258900,248.489883
"2021-11-10",250.809998,253.720001,250.809998,253.130005,1794300,248.96199
"2021-11-11",253.330002,253.330002,249.259995,250.160004,1640500,246.040863
"2021-11-12",250.149994,251.009995,248.889999,250.669998,1625200,246.54248
"2021-11-15",250.669998,253.759995,250.669998,252.940002,1709200,248.775101
"2021-11-16",253.5,254.190002,252.380005,252.460007,2195500,248.303024
"2021-11-17",252.410004,253.339996,250.520004,252.690002,1412000,248.529221
"2021-11-18",253.160004,253.490005,251.080002,253.479996,1751200,249.306198
"2021-11-19",253.289993,253.320007,250.229996,251.949997,2743100,247.801407
"2021-11-22",252.669998,255.449997,252.210007,253.479996,2438700,249.306198
"2021-11-23",254.809998,255.789993,253.050003,255.649994,2770000,251.440475
"2021-11-24",254.5,257.790009,254.050003,257.109985,2642800,252.876419
"2021-11-26",252.509995,253.160004,248.270004,250.009995,2573300,245.893341
"2021-11-29",251.850006,252.320007,249.830002,250.300003,2084600,246.178574
"2021-11-30",247.380005,247.899994,243.949997,244.600006,3836100,241.906158
"2021-12-01",245.759995,250.899994,244.110001,244.179993,3275300,241.490768
"2021-12-02",245.660004,250.339996,245,248.800003,3290500,246.059906
"2021-12-03",250.320007,250.679993,247.570007,249.330002,3229900,246.584045
"2021-12-06",252.399994,256.929993,252.369995,255.789993,3616800,252.9729
"2021-12-07",256.950012,260.380005,256.450012,259.910004,2596200,257.047546
"2021-12-08",260,262.809998,259.089996,259.579987,3453100,256.72113
"2021-12-09",259.5,263.100006,258.359985,262.339996,2955100,259.450775
"2021-12-10",263.880005,265.269989,262.429993,264.970001,2529600,262.051819
"2021-12-13",264.220001,265.859985,262.399994,263.089996,2878800,260.192535
"2021-12-14",263,263.589996,261.75,262.519989,3695500,259.628754
"2021-12-15",262.160004,265.670013,261.410004,264.519989,2641800,261.60675
"2021-12-16",265.559998,266.890015,264.089996,265.549988,2347700,262.625397
"2021-12-17",264,264.850006,260.880005,261.700012,5943200,258.817841
"2021-12-20",259.630005,261.959991,258.429993,261.730011,2824500,258.847504
"2021-12-21",264.290009,266.480011,263.420013,264.390015,2851800,261.47821
"2021-12-22",264.320007,265.440002,264.070007,264.940002,1795100,262.022125
"2021-12-23",265.920013,267.369995,265.450012,265.950012,1509800,263.021027
"2021-12-27",266.470001,268.26001,266,268.23999,1485500,265.285767
"2021-12-28",267.579987,269.220001,267.25,267.880005,1304000,264.929749
"2021-12-29",268.450012,269.720001,267.950012,268.48999,1318500,265.53302
"2021-12-30",269,269.26001,266.700012,267.209991,1714600,264.26712
"2021-12-31",268,269.119995,267.209991,268.070007,1519200,265.117676
"2022-01-03",269.48999,270.730011,265.559998,268.579987,2750600,265.62204
"2022-01-04",269.5,271.149994,268.269989,268.51001,2506000,265.552826
