"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2022-01-18",66.480003,68.480003,66.290001,68.25,3112400,67.707481
"2022-01-19",68.480003,69.360001,66.75,66.900002,3702700,66.368217
"2022-01-20",67.139999,67.459999,64.25,64.300003,2790100,63.788883
"2022-01-21",64.230003,67.129997,63.099998,66,7154000,65.475372
"2022-01-24",65,69.43,64.870003,68.360001,7000200,67.816605
"2022-01-25",68.010002,72.25,66.160004,71.459999,6337200,70.89196
"2022-01-26",71.379997,72.470001,66.809998,67.800003,4869300,67.261055
"2022-01-27",68.639999,70.519997,67.059998,68.379997,3826900,67.836441
"2022-01-28",68.629997,71.139999,68.349998,71.099998,3461200,70.534821
"2022-01-31",70.5,70.639999,67.800003,68.870003,2978100,68.322556
"2022-02-01",69.82,74.730003,69.400002,74.459999,5439600,73.868118
"2022-02-02",73.940002,75.809998,71.699997,74.559998,4016200,73.967323
"2022-02-03",73.879997,74.580002,72.639999,73.599998,3507900,73.014946
"2022-02-04",73.43,75.790001,73,75.059998,3544800,74.463341
"2022-02-07",74.959999,75.980003,71.760002,72.459999,3568800,71.884018
"2022-02-08",72.43,73.309998,70.519997,73.230003,2121600,72.647896
"2022-02-09",74,74.510002,72.669998,73.040001,1849800,72.459404
"2022-02-10",72.470001,76.43,71.610001,73.760002,4033000,73.173683
"2022-02-11",73.639999,77.239998,72.279999,76.739998,4717700,76.129997
"2022-02-14",75.489998,75.629997,69.269997,71.459999,5943100,71.170189
"2022-02-15",70.449997,72.82,66.949997,72.220001,4017500,71.927109
"2022-02-16",69.120003,75.800003,68.870003,74.419998,5741900,74.118187
"2022-02-17",73.75,77.269997,73.5,76.190002,4559500,75.881012
"2022-02-18",76.050003,76.660004,72.540001,73.269997,3062100,72.972847
"2022-02-22",75.839996,76.790001,72.730003,73.830002,4612600,73.530579
"2022-02-23",73.419998,75.629997,73.419998,74.480003,3430300,74.177948
"2022-02-24",77.080002,79.809998,75.690002,78.559998,6971200,78.241394
"2022-02-25",78.080002,79.809998,75.290001,79.5,4681100,79.177582
"2022-02-28",80.169998,81.220001,79.290001,81.190002,6488200,80.860733
"2022-03-01",81.959999,84.699997,80.980003,82.349998,4542900,82.016022
"2022-03-02",84,86.419998,83.18,84.690002,4422500,84.346535
"2022-03-03",85.129997,87.989998,84.199997,87.099998,5754200,86.746758
"2022-03-04",86.82,91.889999,86.489998,91.25,8087700,90.879929
"2022-03-07",92.019997,100.519997,91.959999,95.690002,9925200,95.301926
"2022-03-08",92.919998,100.279999,91.050003,93.279999,8582500,92.901695
"2022-03-09",89.5,92.480003,84.699997,92.339996,7765300,91.965508
"2022-03-10",94.32,99.620003,93.139999,97.25,7326200,96.855598
"2022-03-11",93.25,98.07,93.25,96.050003,3663900,95.660469
"2022-03-14",96.050003,96.370003,91.5,94.93,3781100,94.545006
"2022-03-15",93.410004,95.129997,88.660004,94.860001,5288800,94.475288
"2022-03-16",95,96.5,86.230003,88.160004,7324300,87.802467
"2022-03-17",90.449997,92.290001,88.650002,92.209999,5448500,91.836037
"2022-03-18",93.290001,95.540001,92.690002,95.25,9451700,94.863708
"2022-03-21",98.580002,102.599998,97.660004,101.309998,5205300,100.899132
"2022-03-22",101.779999,103.169998,98.5,100,3603100,99.594444
"2022-03-23",101.739998,104.889999,100.919998,103.589996,4220800,103.169884
"2022-03-24",104.290001,107.809998,103.57,106.400002,4466100,105.968491
"2022-03-25",106.5,109.800003,106.330002,109.519997,3602200,109.075829
"2022-03-28",106.459999,107.190002,103.040001,105.120003,3602200,104.69368
"2022-03-29",96.239998,100.010002,89.029999,99.779999,7748900,99.375336
"2022-03-30",102.129997,105.190002,100.519997,101.010002,2952700,100.600349
"2022-03-31",101,106.5,100.699997,103.059998,4350000,102.642029
"2022-04-01",102.07,104.989998,97.900002,99.790001,3943700,99.3853
"2022-04-04",102.449997,102.870003,99.82,101.739998,3365300,101.327385
"2022-04-05",102.82,104.980003,101.959999,102.769997,3040900,102.35321
"2022-04-06",104.389999,109.690002,102.040001,102.389999,4766200,101.974754
"2022-04-07",103,106.190002,102.940002,105.209999,2840600,104.78331
"2022-04-08",107.309998,110.400002,105.339996,108.209999,3849400,107.771149
"2022-04-11",108,108.160004,104.019997,107.050003,2656700,106.615852
"2022-04-12",108.449997,110.849998,107.300003,109.82,3141900,109.374619
"2022-04-13",112.169998,113.489998,105.120003,109.010002,3211700,108.567909
"2022-04-14",107.43,110.400002,106.660004,108.410004,3082800,107.970337
"2022-04-18",108.290001,111.68,106.660004,110.029999,2700300,109.583763
"2022-04-19",109.849998,110.599998,105.559998,107,3646700,106.566055
"2022-04-20",105.989998,107.309998,101.830002,106.139999,3175900,105.709541
"2022-04-21",106.239998,106.239998,98.800003,99.360001,3313600,98.957039
"2022-04-22",99.120003,102.080002,96.330002,96.940002,3684000,96.54686
"2022-04-25",94.730003,95.800003,90.269997,94.449997,5061500,94.066948
"2022-04-26",96.419998,98.889999,92.75,95,4388100,94.614723
"2022-04-27",95.910004,97.879997,92.720001,97.110001,2378200,96.716164
"2022-04-28",97.190002,99.220001,94.949997,98.540001,1976600,98.140366
"2022-04-29",99.580002,100.900002,96.410004,96.830002,2980500,96.437302
"2022-05-02",96.260002,98.790001,94.839996,96.440002,2795400,96.048882
"2022-05-03",95.849998,102.309998,95.32,100.660004,2763700,100.25177
"2022-05-04",101.959999,102.300003,98.360001,102.029999,2864900,101.616211
"2022-05-05",102.559998,106.68,97.010002,100.290001,3735300,99.88327
"2022-05-06",100.360001,100.839996,95.839996,99.82,2944900,99.415176
"2022-05-09",97.010002,97.309998,90.059998,90.879997,3551000,90.511429
"2022-05-10",93.209999,95.510002,90.309998,93.349998,2770400,92.971413
"2022-05-11",94.760002,98.040001,93.25,95.589996,3358300,95.202324
"2022-05-12",95.830002,99.129997,93.290001,98.629997,2826600,98.229996
"2022-05-13",100.830002,106.449997,100.550003,103.860001,3517600,103.860001
"2022-05-16",106.110001,110.360001,105.360001,107.010002,3192200,107.010002
"2022-05-17",108.900002,109.5,102.629997,108.449997,3082200,108.449997
"2022-05-18",107.830002,108.5,99.419998,101.610001,3940100,101.610001
"2022-05-19",100.190002,102.389999,97.559998,100.349998,3020700,100.349998
"2022-05-20",101.669998,102.239998,92.68,95.790001,3684400,95.790001
"2022-05-23",96.57,101.669998,96.239998,101.089996,2593400,101.089996
"2022-05-24",100,100.980003,98.269997,100.120003,2294600,100.120003
"2022-05-25",98.940002,102.230003,98.540001,100.57,2267000,100.57
"2022-05-26",99.739998,100.489998,95.110001,96.709999,3553000,96.709999
"2022-05-27",95.949997,95.949997,92.129997,95.720001,4033400,95.720001
"2022-05-31",97.699997,101.709999,96.839996,98.769997,6283200,98.769997
"2022-06-01",98.93,99.5,94.139999,95.510002,2877400,95.510002
"2022-06-02",95.57,98.839996,94.889999,97.510002,2145500,97.510002
"2022-06-03",96.720001,97.059998,94.07,95.860001,1980900,95.860001
"2022-06-06",96.75,97.07,93.43,94.309998,2877100,94.309998
"2022-06-07",93.300003,94.120003,91.959999,92.400002,3898300,92.400002
"2022-06-08",90,93.470001,88.480003,89.839996,4520400,89.839996
"2022-06-09",89,91.660004,87.459999,88.889999,4250100,88.889999
"2022-06-10",88.610001,92.440002,87.309998,87.720001,3466100,87.720001
"2022-06-13",86.129997,88.940002,84.599998,86.389999,4311100,86.389999
"2022-06-14",87.360001,94.769997,87.360001,93.25,5720500,93.25
"2022-06-15",92.459999,94.260002,90.199997,92.07,4799900,92.07
"2022-06-16",89.309998,95.449997,89.010002,90.610001,5236200,90.610001
"2022-06-17",87.870003,90.400002,86.300003,86.93,8468100,86.93
"2022-06-21",88.93,91.519997,88.860001,90.730003,4391700,90.730003
"2022-06-22",87.68,90.169998,87.220001,88.580002,4334800,88.580002
"2022-06-23",88.68,89.029999,80.349998,80.599998,4906800,80.599998
"2022-06-24",81.5,85.150002,80.379997,83.32,8491800,83.32
"2022-06-27",84.5,87.339996,83.720001,86.82,2772700,86.82
"2022-06-28",88.650002,90.739998,86.870003,87.82,2411500,87.82
"2022-06-29",88.199997,89.099998,85.220001,86.370003,2325800,86.370003
