"","GIS.Open","GIS.High","GIS.Low","GIS.Close","GIS.Volume","GIS.Adjusted"
"2022-01-05",68.139999,69.360001,68.099998,68.800003,5202500,67.307983
"2022-01-06",68.949997,69.660004,68.360001,68.489998,4417200,67.0047
"2022-01-07",68.089996,69.339996,67.699997,68.57,4973100,67.586235
"2022-01-10",68.589996,69.389999,68.519997,68.769997,4442100,67.783371
"2022-01-11",68.959999,69.080002,67.400002,68.529999,2891700,67.546814
"2022-01-12",68.260002,68.459999,67.760002,68.330002,2919200,67.349686
"2022-01-13",68.370003,69.339996,68.07,68.900002,3010100,67.911507
"2022-01-14",68.940002,69.949997,68.790001,69.900002,3466600,68.897156
"2022-01-18",69.419998,69.68,68.510002,69.260002,3332500,68.266342
"2022-01-19",69.160004,69.830002,68.779999,69.150002,2611700,68.157913
"2022-01-20",69.099998,69.309998,68.43,68.480003,3801600,67.497536
"2022-01-21",69.230003,69.849998,68.779999,69.029999,8034300,68.039635
"2022-01-24",68.980003,69.730003,67.260002,68.550003,4706900,67.566528
"2022-01-25",68.209999,68.669998,67.440002,68.339996,3968500,67.359535
"2022-01-26",68,68.669998,67.449997,67.800003,3680400,66.827293
"2022-01-27",68.18,69.129997,67.949997,68.349998,2608600,67.369392
"2022-01-28",68.260002,69.400002,67.720001,69.379997,3473700,68.384613
"2022-01-31",68.82,69.050003,68.029999,68.68,3856800,67.694664
"2022-02-01",68.720001,68.93,67.589996,68.25,3577700,67.270828
"2022-02-02",68.120003,69.050003,68,68.769997,2898500,67.783371
"2022-02-03",68.980003,69.589996,68.660004,69.050003,3600900,68.059349
"2022-02-04",68.800003,68.93,67.32,67.919998,2823000,66.945564
"2022-02-07",68.25,68.330002,67.489998,68.139999,3149600,67.162407
"2022-02-08",68.449997,68.760002,68.089996,68.43,2466000,67.44825
"2022-02-09",68.559998,68.800003,68.010002,68.169998,2655200,67.191978
"2022-02-10",67.959999,68.379997,66.849998,67.080002,4477200,66.117615
"2022-02-11",67.220001,68.529999,67.089996,68.059998,4301500,67.083549
"2022-02-14",68.269997,68.480003,66.620003,67.629997,3001300,66.659721
"2022-02-15",67.690002,67.970001,66.800003,67,2688500,66.038765
"2022-02-16",66.949997,67.629997,66.220001,66.760002,3060600,65.802208
"2022-02-17",66.870003,68.07,66.629997,67.790001,3177000,66.817429
"2022-02-18",67.510002,68.379997,67.5,68.150002,2942400,67.172264
"2022-02-22",68.080002,68.580002,66.919998,67.339996,3654300,66.373886
"2022-02-23",67.5,67.660004,67.010002,67.110001,2849700,66.147186
"2022-02-24",66.860001,67.019997,64.449997,65.559998,4956500,64.619423
"2022-02-25",65.769997,68.040001,65.699997,67.989998,3892500,67.014557
"2022-02-28",66.989998,67.690002,66.669998,67.43,6353700,66.462593
"2022-03-01",66.900002,67.529999,66.419998,66.82,3474400,65.861343
"2022-03-02",66.550003,67.760002,66.18,67.459999,3108200,66.492165
"2022-03-03",67.639999,68.790001,67.43,68.269997,3754300,67.290543
"2022-03-04",67.32,68.68,67.129997,68.120003,4240400,67.1427
"2022-03-07",67.610001,68.269997,66.760002,67.669998,4374100,66.69915
"2022-03-08",67.360001,67.709999,63.720001,63.759998,6768800,62.845245
"2022-03-09",64.480003,65.389999,64.010002,64.110001,3761200,63.190228
"2022-03-10",63.77,63.93,62.5,63.099998,3560300,62.194717
"2022-03-11",63.080002,63.759998,62.200001,62.27,3535500,61.376625
"2022-03-14",62.68,63.380001,62.16,62.57,3156200,61.672321
"2022-03-15",63.16,63.490002,62.759998,63.279999,3143200,62.372131
"2022-03-16",63.330002,63.380001,61.91,62.650002,3631300,61.751171
"2022-03-17",62.610001,63.52,62.389999,63.220001,3712800,62.312992
"2022-03-18",63.25,63.290001,61.669998,62.41,7789800,61.514618
"2022-03-21",62.740002,63.34,62.110001,62.82,4519300,61.918732
"2022-03-22",62.830002,63.18,61.860001,62.68,5658200,61.780743
"2022-03-23",65.300003,66.309998,63.830002,64.230003,7668400,63.308506
"2022-03-24",64.489998,66.650002,64.419998,66.360001,5427200,65.407944
"2022-03-25",66.639999,67.839996,66.5,67.389999,4047200,66.423172
"2022-03-28",67.349998,67.43,66.379997,66.860001,2807400,65.900772
"2022-03-29",67.18,67.669998,66.879997,67.660004,2568300,66.689301
"2022-03-30",67.540001,67.959999,67,67.940002,2966300,66.965279
"2022-03-31",67.860001,68.410004,67.699997,67.720001,3027300,66.748436
"2022-04-01",67.919998,68.900002,67.459999,68.849998,2380600,67.862221
"2022-04-04",68.629997,68.720001,67.610001,68.489998,2542000,67.507385
"2022-04-05",68.349998,69.900002,68.339996,69.160004,3335800,68.167778
"2022-04-06",69.25,70.059998,68.910004,69.730003,3944800,68.729599
"2022-04-07",69.370003,69.900002,69,69.75,3256100,69.255836
"2022-04-08",69.940002,70.43,69.349998,70.169998,4041000,69.672859
"2022-04-11",70.660004,70.959999,69.93,70.510002,3154600,70.01046
"2022-04-12",70.279999,70.93,69.800003,70.43,3677300,69.931023
"2022-04-13",70.230003,70.75,69.830002,70.68,3104600,70.179253
"2022-04-14",71,71.239998,70.550003,70.919998,6956500,70.417549
"2022-04-18",70.949997,71.300003,70.57,70.839996,2860700,70.338112
"2022-04-19",70.900002,71.800003,70.82,71.720001,3297400,71.211884
"2022-04-20",71.790001,72.93,71.790001,72.830002,2944800,72.314018
"2022-04-21",72.860001,73.800003,72.610001,73.190002,2728600,72.671471
"2022-04-22",73.239998,73.419998,72.449997,72.5,3399800,71.986359
"2022-04-25",72.5,72.879997,71.419998,72.199997,3814300,71.688477
"2022-04-26",72.339996,72.650002,71.010002,71.029999,3812200,70.526772
"2022-04-27",71.599998,72.300003,71.279999,71.360001,5876100,70.854431
"2022-04-28",71.870003,72.290001,71.449997,72.269997,3216300,71.75798
"2022-04-29",71.970001,72.169998,70.639999,70.730003,2771500,70.228897
"2022-05-02",72.150002,72.190002,68.919998,69.480003,4443300,68.987755
"2022-05-03",69.389999,70.400002,68.980003,69.650002,3703500,69.156548
"2022-05-04",69.690002,70.860001,69.57,70.809998,3012500,70.308327
"2022-05-05",70.779999,71.220001,70.360001,70.75,3169600,70.248756
"2022-05-06",70.470001,71.510002,70.470001,71.400002,2759600,70.89415
"2022-05-09",71.150002,73.739998,70.949997,73.5,6105900,72.979271
"2022-05-10",73.209999,73.989998,71.510002,71.739998,3472300,71.231743
"2022-05-11",71.400002,72.610001,71.150002,71.800003,2656600,71.291321
"2022-05-12",72.139999,72.860001,71.5,72.209999,3218200,71.69841
"2022-05-13",72.379997,73.150002,71.949997,73.099998,3366700,72.582108
"2022-05-16",73.099998,73.620003,72.839996,73.459999,3379000,72.939552
"2022-05-17",73.110001,73.169998,70.800003,72.910004,4173700,72.393456
"2022-05-18",72.529999,72.650002,67.139999,67.57,5645600,67.091286
"2022-05-19",66.300003,66.709999,65.050003,66.129997,4364700,65.661484
"2022-05-20",66.589996,67.230003,65.510002,67.010002,4804100,66.535255
"2022-05-23",67.769997,68.519997,67.330002,67.480003,3504800,67.001923
"2022-05-24",67.739998,69.190002,67.690002,69.139999,2345800,68.650162
"2022-05-25",69.129997,69.510002,68.709999,69.260002,2876500,68.769318
"2022-05-26",69.190002,70.230003,68.959999,69.459999,2635900,68.967896
"2022-05-27",69.400002,69.93,69.129997,69.889999,2667700,69.394844
"2022-05-31",69.540001,70.220001,68.650002,69.849998,5974000,69.355133
"2022-06-01",69.800003,69.910004,68.029999,69.120003,3431100,68.63031
"2022-06-02",69.080002,69.260002,67.269997,68.68,3350400,68.19342
"2022-06-03",68.660004,69.040001,67.800003,68.389999,2410600,67.905472
"2022-06-06",68.709999,68.940002,68.120003,68.769997,2154000,68.282784
"2022-06-07",68.07,69.279999,68,69.160004,2630600,68.670021
"2022-06-08",69.129997,69.389999,68.519997,68.900002,2630100,68.411865
"2022-06-09",69.099998,69.489998,67.889999,67.93,3121100,67.448738
"2022-06-10",67.279999,68.82,67.220001,68.379997,3362300,67.895546
"2022-06-13",67.639999,68.160004,66.779999,67.059998,3834400,66.584892
"2022-06-14",67.169998,67.480003,65.830002,66.449997,3042200,65.979218
"2022-06-15",66.5,67.160004,65.839996,66.339996,2869500,65.869995
"2022-06-16",65.919998,67.110001,64.940002,66.75,3859000,66.277092
"2022-06-17",66.800003,67.300003,65.690002,66.230003,5405700,65.76078
"2022-06-21",67.32,68.279999,66.510002,67.849998,3915200,67.369301
"2022-06-22",67.809998,68.440002,67.339996,67.900002,4137500,67.418945
"2022-06-23",68.269997,69.160004,67.989998,68.980003,3461400,68.491302
"2022-06-24",69.25,70.739998,68.82,70.629997,4449000,70.129601
"2022-06-27",70.57,71.110001,70.230003,71.040001,2875600,70.536705
"2022-06-28",71.139999,71.709999,70.080002,70.260002,3694900,69.76223
"2022-06-29",71.529999,75,71.5,74.720001,10605400,74.190628
