"","JPM.Open","JPM.High","JPM.Low","JPM.Close","JPM.Volume","JPM.Adjusted"
"2022-01-05",167.820007,168.360001,163.729996,163.779999,17539400,161.14946
"2022-01-06",166.910004,167.369995,163.869995,165.520004,14047500,162.861526
"2022-01-07",165.669998,167.529999,165.059998,167.160004,13913300,164.475189
"2022-01-10",169.070007,169.309998,165.529999,167.320007,12922500,164.632614
"2022-01-11",168.259995,168.520004,166.309998,167.490005,11854100,164.799881
"2022-01-12",168.460007,169.589996,167.179993,168.440002,12568000,165.734619
"2022-01-13",168.339996,169.809998,167.889999,168.229996,13623400,165.527985
"2022-01-14",160.759995,161.029999,156.899994,157.889999,40158400,155.354065
"2022-01-18",155.779999,155.779999,150.539993,151.270004,32324800,148.840393
"2022-01-19",151.570007,152.229996,148.550003,148.929993,22380000,146.537964
"2022-01-20",148.990005,150.610001,147.360001,147.660004,14860800,145.288376
"2022-01-21",147.5,147.509995,144.270004,145.080002,20705400,142.749802
"2022-01-24",142.279999,145.479996,139.570007,144.949997,28471400,142.621902
"2022-01-25",143.649994,146.850006,140.789993,146.529999,18915900,144.176514
"2022-01-26",148.720001,150.570007,145.960007,147.919998,20709100,145.544189
"2022-01-27",149.419998,150.380005,144.130005,145.309998,17536800,142.976105
"2022-01-28",144.190002,146.759995,142.169998,146.610001,14117000,144.255234
"2022-01-31",145.639999,148.789993,144.669998,148.600006,13985700,146.213287
"2022-02-01",148.690002,151.470001,148.300003,151.149994,14584900,148.722305
"2022-02-02",150.5,150.940002,148.070007,149.940002,12441100,147.531754
"2022-02-03",150,151.649994,148.289993,148.699997,12474900,146.311661
"2022-02-04",149.100006,153.5,148.770004,152.559998,16654400,150.109665
"2022-02-07",153.270004,153.619995,150.850006,153.070007,12572300,150.611481
"2022-02-08",155,158.479996,154.800003,155.949997,20411400,153.445221
"2022-02-09",156.589996,157.429993,155.820007,156.600006,9131100,154.084793
"2022-02-10",156.660004,159.029999,155.220001,155.949997,16455600,153.445221
"2022-02-11",155.610001,158.190002,152.970001,153.919998,16830000,151.44783
"2022-02-14",152.729996,153.679993,150.320007,152.490005,17026500,150.040802
"2022-02-15",154.509995,155.940002,153.850006,154.720001,9500000,152.234985
"2022-02-16",153.740005,156.100006,153.740005,155,9076500,152.510483
"2022-02-17",153,153.729996,150.669998,151.429993,11367500,148.997818
"2022-02-18",152.130005,154.139999,151.130005,152.139999,11733300,149.696426
"2022-02-22",150.600006,153.240005,150.410004,151.869995,11333500,149.430756
"2022-02-23",153.119995,153.300003,147.970001,148.690002,11799000,146.301834
"2022-02-24",142.940002,144.990005,139.779999,144.550003,25655100,142.228333
"2022-02-25",145.25,150.130005,144.910004,147.970001,18367700,145.593399
"2022-02-28",143.550003,145.059998,140.880005,141.800003,31315300,139.522491
"2022-03-01",140.039993,140.479996,133.580002,136.449997,36840400,134.258408
"2022-03-02",137.289993,140.039993,136.610001,139.279999,19405600,137.042969
"2022-03-03",139.839996,140.979996,137.059998,138.289993,16640800,136.068863
"2022-03-04",134.940002,135.419998,132.399994,134.399994,21016000,132.241333
"2022-03-07",132.169998,132.690002,128.949997,129.210007,27560100,127.13472
"2022-03-08",129.639999,131.789993,127.269997,128.300003,19207800,126.239326
"2022-03-09",132.899994,135.240005,132.440002,133.440002,17536200,131.296768
"2022-03-10",131.860001,133.449997,130.320007,131.860001,15604200,129.742142
"2022-03-11",132.490005,134.080002,128.419998,128.889999,20061800,126.819847
"2022-03-14",129.460007,132.919998,129.229996,130.169998,15786900,128.079285
"2022-03-15",131.800003,133.550003,131.130005,132.479996,15096600,130.352188
"2022-03-16",134.869995,138.490005,134.429993,138.399994,20354900,136.177094
"2022-03-17",136.860001,140.190002,135.919998,140.149994,17050500,137.898987
"2022-03-18",140.190002,140.850006,138.460007,140.100006,23656500,137.849808
"2022-03-21",140.350006,140.759995,138.729996,139.649994,12676100,137.407028
"2022-03-22",142.270004,143.929993,141.720001,142.619995,13548600,140.329315
"2022-03-23",140.979996,141.589996,139.199997,139.779999,12093200,137.534943
"2022-03-24",140.300003,140.710007,139.110001,140.690002,10017600,138.430328
"2022-03-25",141.089996,143.179993,140.800003,141.919998,8383500,139.640564
"2022-03-28",140,140.970001,137.899994,140.869995,10818100,138.607437
"2022-03-29",143.350006,143.600006,140.240005,141.179993,11316500,138.91243
"2022-03-30",141.899994,142.119995,139.910004,140.539993,8771000,138.282715
"2022-03-31",139.830002,140.350006,136.259995,136.320007,17353900,134.130508
"2022-04-01",137.399994,137.410004,133.800003,135.309998,15721300,133.136719
"2022-04-04",134.119995,136.940002,132.889999,135.910004,17416400,133.727097
"2022-04-05",134.070007,135.399994,133.009995,133.339996,12110300,132.170868
"2022-04-06",131.580002,132.559998,130.960007,131.490005,12914700,130.337097
"2022-04-07",130.949997,131.919998,128.729996,131.089996,12994200,129.940582
"2022-04-08",131.669998,133.899994,131.490005,133.490005,13126900,132.31955
"2022-04-11",133,134.899994,132.570007,133,10466400,131.833847
"2022-04-12",132.139999,134.580002,130.699997,131.539993,12989900,130.386642
"2022-04-13",126.940002,129.25,126.010002,127.300003,30838000,126.183823
"2022-04-14",126.5,128.300003,125.019997,126.120003,18835200,125.014175
"2022-04-18",125.669998,129.240005,125.540001,128.460007,11834400,127.333656
"2022-04-19",128.449997,131.320007,128.229996,131.119995,15015400,129.970322
"2022-04-20",132.520004,133.509995,131.339996,131.580002,13430200,130.4263
"2022-04-21",132.220001,132.809998,129.960007,130.559998,12174200,129.415237
"2022-04-22",130.279999,130.520004,126.690002,126.809998,14318800,125.69812
"2022-04-25",126.010002,127.120003,123.110001,126.769997,17149000,125.65847
"2022-04-26",124.639999,126.410004,122.870003,123.019997,17209500,121.941345
"2022-04-27",122.330002,123.559998,121.220001,121.419998,17215200,120.355377
"2022-04-28",122.809998,123.650002,121.139999,123.339996,13015600,122.258545
"2022-04-29",123.050003,123.610001,118.900002,119.360001,14874800,118.313446
"2022-05-02",119.879997,120.709999,118.220001,120.449997,18545000,119.393883
"2022-05-03",121.529999,124.169998,120.779999,123.029999,15720900,121.951263
"2022-05-04",122.800003,127.400002,122.739998,127.099998,17128500,125.985573
"2022-05-05",125.25,126.099998,122.160004,123.919998,15055400,122.833458
"2022-05-06",123.800003,124.290001,121.18,123.720001,14417900,122.635216
"2022-05-09",122.110001,123.330002,120.5,121.860001,14312300,120.791519
"2022-05-10",123.110001,123.779999,117.559998,118.889999,16382400,117.847565
"2022-05-11",119.300003,122.889999,117.940002,118.139999,14630300,117.104141
"2022-05-12",117,118.32,115.370003,118.040001,16318800,117.00502
"2022-05-13",119.410004,120.25,117.959999,119.089996,10443200,118.045807
"2022-05-16",118.540001,119.459999,117.230003,118.260002,10269000,117.223091
"2022-05-17",121.040001,122.970001,120.809998,122.18,11160200,121.108719
"2022-05-18",121.300003,121.970001,119.529999,120.089996,12664900,119.037041
"2022-05-19",118.190002,119.650002,117.629997,118.309998,12765800,117.272644
"2022-05-20",119.459999,119.669998,115.019997,117.339996,13150100,116.31115
"2022-05-23",120.459999,126.57,120.449997,124.599998,24376700,123.507492
"2022-05-24",124.360001,127.489998,123.110001,126.360001,19324900,125.252068
"2022-05-25",126.279999,127.860001,125.169998,127.239998,12780400,126.124344
"2022-05-26",128.369995,130.190002,128.210007,129.440002,15990900,128.305069
"2022-05-27",130.160004,131.270004,129.139999,131.270004,11177800,130.119019
"2022-05-31",130.179993,133.149994,129.710007,132.229996,17015000,131.070587
"2022-06-01",132.869995,132.869995,128.669998,129.910004,10768000,128.770935
"2022-06-02",129.899994,132.009995,128.669998,132,8374800,130.842621
"2022-06-03",131.210007,131.770004,129.990005,130.160004,8596000,129.018753
"2022-06-06",131.089996,132.389999,129.460007,129.729996,11323500,128.592514
"2022-06-07",128.830002,130.320007,128.619995,130.070007,6722200,128.92955
"2022-06-08",129,129.449997,126.900002,128,8422100,126.877686
"2022-06-09",127.370003,128.100006,125.269997,125.309998,13560100,124.211266
"2022-06-10",122.589996,123.400002,119.32,119.550003,12945200,118.501778
"2022-06-13",116.860001,117.949997,115.059998,115.989998,16805600,114.972984
"2022-06-14",115.550003,117.32,113.220001,114.059998,13357900,113.059914
"2022-06-15",115.620003,116.949997,113.169998,115.410004,14083500,114.398079
"2022-06-16",113.860001,114.260002,111.870003,113.43,16724900,112.43544
"2022-06-17",113.540001,114.629997,112.160004,113.029999,30919900,112.03894
"2022-06-21",115.870003,117.029999,115.040001,115.830002,11680500,114.814392
"2022-06-22",114.879997,116.199997,114.389999,115.18,9842700,114.17009
"2022-06-23",115.010002,115.18,111.480003,113.919998,11851500,112.921135
"2022-06-24",113.230003,117.82,112.830002,117.32,14841100,116.291328
"2022-06-27",118.059998,118.5,115.639999,116.379997,11280500,115.359566
"2022-06-28",117.669998,119.290001,115.599998,115.82,11590900,114.804482
"2022-06-29",116,116.82,114.730003,115.300003,9338400,114.28904
