"","MS.Open","MS.High","MS.Low","MS.Close","MS.Volume","MS.Adjusted"
"2021-12-31",98.730003,99.209999,97.480003,98.160004,5124800,95.742851
"2022-01-03",99.330002,101.400002,99.300003,100.190002,8481900,97.722855
"2022-01-04",102,104.68,101.980003,104.260002,8967000,101.692642
"2022-01-05",103.699997,105.029999,101.57,101.68,10288800,99.176163
"2022-01-06",104.120003,104.209999,100.620003,103.419998,10059200,100.873322
"2022-01-07",103.510002,104.529999,102.93,104.050003,6128400,101.487808
"2022-01-10",104.720001,105.099998,102.830002,104.129997,8904900,101.565834
"2022-01-11",104.160004,106.089996,103.580002,105.919998,7320200,103.31176
"2022-01-12",106.050003,106.470001,102.349998,103.050003,10855200,100.512436
"2022-01-13",103.43,104.349998,102.139999,102.550003,6267700,100.02475
"2022-01-14",99.75,100.470001,97.389999,98.879997,16724900,96.445114
"2022-01-18",95.93,96.440002,92.940002,94.010002,21803100,91.695038
"2022-01-19",98.010002,98.25,94.959999,95.730003,19716100,93.372696
"2022-01-20",96.599998,101.959999,96.599998,99.830002,22637600,97.371727
"2022-01-21",98.139999,99.559998,96.349998,98.860001,22568300,96.425621
"2022-01-24",96.019997,98.32,93.68,98.080002,19527300,95.664818
"2022-01-25",96.580002,99.830002,95.010002,99.040001,16060700,96.601181
"2022-01-26",100.150002,101.75,98.900002,100.169998,13344400,97.703354
"2022-01-27",101.309998,102.230003,99.660004,101.150002,17843100,98.659225
"2022-01-28",99.099998,101.919998,98.150002,101.800003,14044800,99.985153
"2022-01-31",100.970001,102.739998,100.279999,102.540001,8467000,100.711967
"2022-02-01",102.959999,104.099998,102.239998,103.949997,7885700,102.096817
"2022-02-02",103.800003,104.300003,102.300003,103.919998,9596300,102.067352
"2022-02-03",103.669998,104.099998,102.129997,102.290001,5986500,100.466423
"2022-02-04",102.150002,105.019997,102.07,104.110001,7881800,102.253967
"2022-02-07",104.050003,106.18,103.639999,105.18,9129000,103.304893
"2022-02-08",105.970001,107.32,105.32,106.349998,9249000,104.454033
"2022-02-09",106.93,109.080002,106.849998,108.730003,11054300,106.791611
"2022-02-10",108.190002,109.730003,107.150002,107.57,8116200,105.65229
"2022-02-11",107,108.389999,103.82,104.57,9755900,102.705772
"2022-02-14",104.029999,104.5,101.599998,102.57,11110300,100.741425
"2022-02-15",103.519997,104.349998,102.120003,103.43,6714100,101.58609
"2022-02-16",102.5,103.040001,100.669998,101.150002,10190700,99.346741
"2022-02-17",100.019997,100.209999,95.889999,96.150002,15620300,94.435883
"2022-02-18",95.260002,96.040001,93.110001,95.419998,16321800,93.718895
"2022-02-22",94.68,96.769997,93.900002,94.75,9143700,93.060837
"2022-02-23",95.699997,95.720001,93.080002,93.550003,8722200,91.882233
"2022-02-24",89.849998,92.18,88.529999,91.809998,18518000,90.173248
"2022-02-25",92.07,94.699997,91.629997,94.550003,9717400,92.86441
"2022-02-28",91.589996,92.220001,89.919998,90.739998,17955100,89.122322
"2022-03-01",90,90,86.489998,87.629997,18341800,86.067764
"2022-03-02",88.059998,89.279999,87.019997,88.379997,18007500,86.804398
"2022-03-03",89.68,90.25,87.07,87.779999,12197100,86.215088
"2022-03-04",86.199997,86.900002,84.760002,86.360001,11950700,84.820412
"2022-03-07",85.029999,86.080002,83.419998,83.449997,12680900,81.962288
"2022-03-08",83.629997,85.75,81.970001,83.309998,11641200,81.824783
"2022-03-09",86.239998,88.989998,86.099998,87.400002,12994600,85.841873
"2022-03-10",85.769997,87.800003,85.010002,85.860001,11351600,84.329323
"2022-03-11",87.120003,87.760002,85.080002,85.18,8568100,83.661446
"2022-03-14",85.849998,86.709999,84.470001,84.720001,8280700,83.209656
"2022-03-15",85.449997,86.699997,84.580002,86.330002,8672400,84.790947
"2022-03-16",88.010002,92.349998,88,91.760002,17635900,90.124146
"2022-03-17",90.199997,94.190002,89.919998,93.860001,15156800,92.186707
"2022-03-18",93.480003,94.900002,92.419998,94.82,16325400,93.129585
"2022-03-21",94.720001,94.910004,92.209999,92.610001,8568700,90.958992
"2022-03-22",93.160004,94.599998,92.870003,94.220001,7565100,92.540283
"2022-03-23",93.410004,94,91.889999,92.379997,7465400,90.733086
"2022-03-24",92.550003,93.099998,91.849998,92.129997,6488300,90.487549
"2022-03-25",92.480003,93.970001,91.989998,92.379997,6592800,90.733086
"2022-03-28",92.279999,92.300003,90.139999,91.269997,8680800,89.642868
"2022-03-29",93.389999,93.389999,91.050003,91.839996,7431600,90.202713
"2022-03-30",91.860001,91.940002,89.760002,90.269997,7289800,88.660698
"2022-03-31",89.720001,90.190002,87.400002,87.400002,8422700,85.841873
"2022-04-01",88.139999,88.529999,85.910004,86.989998,8192300,85.439178
"2022-04-04",86.540001,87.57,85.809998,87.279999,8098900,85.724007
"2022-04-05",86.550003,86.830002,84.940002,85.279999,11587400,83.759666
"2022-04-06",84.720001,84.809998,82.75,83.129997,10493200,81.647987
"2022-04-07",82.879997,83.610001,81.400002,83.129997,11902900,81.647987
"2022-04-08",83.529999,84.769997,82.959999,84.059998,6937500,82.561409
"2022-04-11",83.580002,85.82,83.019997,84.019997,8290400,82.522125
"2022-04-12",83.760002,85.980003,83.540001,83.93,8057300,82.433731
"2022-04-13",82.93,84.25,82.779999,84.129997,8760300,82.630165
"2022-04-14",86.010002,87.900002,84.589996,84.760002,16348400,83.24894
"2022-04-18",84.389999,87.18,84.32,86.480003,7897500,84.938271
"2022-04-19",87.010002,89.110001,86.919998,88.910004,12637700,87.324951
"2022-04-20",89.610001,91.580002,89.610001,90.610001,11828400,88.994644
"2022-04-21",91.529999,92.93,88.709999,88.910004,9563900,87.324951
"2022-04-22",88.120003,88.209999,84.629997,84.739998,11455400,83.229286
"2022-04-25",84.029999,85.309998,82.889999,85.050003,11577600,83.533768
"2022-04-26",84.290001,85.220001,82.279999,82.370003,10062000,80.901543
"2022-04-27",82.379997,83.669998,81.809998,82.209999,9522900,80.744392
"2022-04-28",82.699997,83.849998,81.610001,83.400002,6974600,82.616646
"2022-04-29",83.059998,83.739998,80.309998,80.589996,8097300,79.833031
"2022-05-02",80.589996,82.139999,80.029999,81.959999,8737100,81.190163
"2022-05-03",82.489998,84.809998,82.25,83.75,9430500,82.963356
"2022-05-04",84.07,87.529999,83.940002,87.220001,10495000,86.400764
"2022-05-05",85.75,86.160004,83.410004,84.940002,8556500,84.142181
"2022-05-06",84.139999,84.57,82.309998,84.230003,7333600,83.43885
"2022-05-09",82.540001,83.239998,80.720001,81.150002,11161000,80.387779
"2022-05-10",82.010002,82.660004,78.720001,80.260002,9261000,79.506134
"2022-05-11",80.07,82.059998,78.760002,78.889999,8060000,78.149002
"2022-05-12",78.050003,79.519997,76.75,78.589996,10315600,77.851814
"2022-05-13",79.599998,81.5,79.470001,80.540001,7948000,79.783508
"2022-05-16",80.389999,80.93,78.849998,79.900002,5703600,79.149513
"2022-05-17",81.639999,83.260002,81.330002,82.93,6507100,82.151054
"2022-05-18",81.900002,82.220001,80.32,80.690002,5949400,79.932098
"2022-05-19",79.730003,81.18,79.5,79.959999,7852800,79.208954
"2022-05-20",80.620003,81.209999,77.57,79.370003,8705000,78.624496
"2022-05-23",80.790001,83.339996,80.099998,82.309998,7787700,81.536873
"2022-05-24",81.800003,82.220001,80.050003,81.959999,6225700,81.190163
"2022-05-25",81.279999,82.82,81,82.230003,6747800,81.457634
"2022-05-26",83.349998,85.550003,83.239998,85,8573400,84.201614
"2022-05-27",85.57,86.480003,84.919998,86.449997,6300000,85.637993
"2022-05-31",85.459999,86.82,84.93,86.139999,10780700,85.330902
"2022-06-01",86.440002,86.779999,83.709999,85,6543900,84.201614
"2022-06-02",85.18,85.379997,83.669998,85.199997,7468700,84.399727
"2022-06-03",84.169998,84.989998,83.68,84.120003,5276900,83.32988
"2022-06-06",85.199997,86.279999,84.739998,84.870003,4022400,84.072838
"2022-06-07",84.150002,85.400002,83.879997,85.330002,4514300,84.528511
"2022-06-08",84.5,85.129997,82.739998,83.199997,6787200,82.418518
"2022-06-09",82.699997,82.879997,81.150002,81.160004,6951700,80.397682
"2022-06-10",79.540001,79.709999,76.949997,77.400002,9671600,76.672997
"2022-06-13",75.019997,76.260002,74.139999,75.18,10446400,74.473846
"2022-06-14",75.419998,76.769997,74.269997,74.959999,7400300,74.255913
"2022-06-15",75.800003,77.199997,74.330002,76.019997,9273300,75.305954
"2022-06-16",74.089996,74.360001,72.489998,73.949997,11068400,73.255402
"2022-06-17",73.809998,74.620003,72.660004,72.900002,17285900,72.215263
"2022-06-21",75.07,75.25,74.160004,74.629997,8063800,73.929016
"2022-06-22",73.639999,74.910004,73.089996,74.400002,6322600,73.70118
"2022-06-23",74.410004,74.529999,72.230003,73.970001,7958000,73.275215
"2022-06-24",75.599998,78.550003,75.019997,77.82,10795400,77.08905
"2022-06-27",78.400002,78.400002,76.910004,77.440002,5937600,76.712624
"2022-06-28",80.379997,81.220001,78.050003,78.160004,10259100,77.425865
"2022-06-29",78.279999,79.290001,77.510002,78.190002,8534900,77.455582
