"","SYF.Open","SYF.High","SYF.Low","SYF.Close","SYF.Volume","SYF.Adjusted"
"2022-01-11",48.470001,48.799999,48.200001,48.759998,3557700,47.896034
"2022-01-12",49.189999,49.82,48.709999,49.029999,3669300,48.161251
"2022-01-13",49.330002,50.200001,49.310001,49.459999,4231100,48.58363
"2022-01-14",48.380001,48.759998,47.759998,48.669998,6239100,47.807629
"2022-01-18",48.32,48.580002,46.535,47.240002,6071100,46.402969
"2022-01-19",47.68,47.68,45.615002,45.639999,5608900,44.831318
"2022-01-20",45.860001,46.610001,45.064999,45.16,4539400,44.359821
"2022-01-21",44.799999,45.244999,44.02,44.419998,5801000,43.632935
"2022-01-24",43.32,45.02,42.650002,44.93,8344200,44.1339
"2022-01-25",44.209999,46.57,43.849998,46.099998,8312300,45.283165
"2022-01-26",46.450001,47.049999,44.700001,45.369999,8629600,44.566101
"2022-01-27",46.049999,46.209999,43.75,44.419998,7977000,43.632935
"2022-01-28",41.259998,42.52,39.779999,41.419998,13198000,40.686089
"2022-01-31",40.98,42.599998,40.709999,42.59,9680800,41.835361
"2022-02-01",42.529999,43.110001,41.98,42.880001,12020600,42.120224
"2022-02-02",42.700001,42.990002,42.040001,42.700001,8184200,41.943409
"2022-02-03",42.66,43.220001,42.244999,42.25,6220400,41.501385
"2022-02-04",42.23,42.91,42.049999,42.5,6892000,41.746956
"2022-02-07",42.529999,43.279999,42.529999,42.889999,5193900,42.130047
"2022-02-08",43.09,44.040001,42.91,43.98,5737200,43.200729
"2022-02-09",44.139999,44.970001,44.02,44.66,4419800,44.089226
"2022-02-10",44.645,45.560001,44.009998,44.130001,6701600,43.566006
"2022-02-11",44.220001,44.945,43.560001,43.790001,6535700,43.230347
"2022-02-14",44.040001,45.09,43.740002,44.029999,5565400,43.467278
"2022-02-15",44.740002,45.290001,44.43,44.790001,5418800,44.217567
"2022-02-16",44.459999,45.365002,44.459999,44.849998,5043400,44.276798
"2022-02-17",44.34,44.73,43.490002,43.66,4262900,43.102009
"2022-02-18",43.450001,44.419998,43.244999,43.419998,5661200,42.865074
"2022-02-22",43.25,43.689999,42.369999,42.709999,5016100,42.16415
"2022-02-23",43.060001,43.169998,41.52,41.599998,5998200,41.068333
"2022-02-24",39.919998,41.365002,39.380001,41.240002,8270500,40.71294
"2022-02-25",41.57,43.577999,41.549999,43.189999,6501000,42.638016
"2022-02-28",41.84,42.950001,41.830002,42.779999,8447700,42.233253
"2022-03-01",42.470001,42.490002,39.264999,39.470001,7461600,38.965557
"2022-03-02",39.740002,40.290001,38.845001,39.759998,9080600,39.25185
"2022-03-03",40.009998,40.299999,37.985001,38.889999,9557100,38.392971
"2022-03-04",37.860001,38,36.68,37.279999,8592500,36.803547
"2022-03-07",36.82,36.884998,34.48,34.759998,10639200,34.31575
"2022-03-08",35.150002,36.049999,33.755001,35.060001,10675700,34.611919
"2022-03-09",36.810001,37.59,35.91,36.200001,7234900,35.73735
"2022-03-10",35.43,36.060001,34.724998,35.43,7169200,34.977188
"2022-03-11",35.849998,36.099998,34.950001,35.040001,5767400,34.592175
"2022-03-14",35.709999,36.595001,35.310001,35.48,7635800,35.02655
"2022-03-15",35.860001,36.919998,35.470001,36.139999,6824800,35.678116
"2022-03-16",36.869999,38.389999,36.610001,37.669998,10449000,37.18856
"2022-03-17",36.450001,37.459999,36.220001,37.450001,8272300,36.971375
"2022-03-18",37.279999,37.740002,36.560001,37.59,18726000,37.109585
"2022-03-21",37.48,37.630001,36.119999,36.380001,8499800,35.915051
"2022-03-22",37.049999,38.200001,36.689999,37.599998,6068900,37.119453
"2022-03-23",37.189999,37.369999,36.150002,36.34,5479700,35.875565
"2022-03-24",36.610001,36.775002,36.029999,36.400002,6269700,35.934795
"2022-03-25",36.48,36.855,36.275002,36.669998,5116800,36.20134
"2022-03-28",35.48,35.884998,34.66,35.849998,9472700,35.391823
"2022-03-29",36.68,37.130001,36.360001,36.759998,8187800,36.290192
"2022-03-30",36.700001,37,35.529999,35.73,6452600,35.273357
"2022-03-31",35.52,35.869999,34.810001,34.810001,5716100,34.365116
"2022-04-01",35.23,35.529999,34.685001,35.16,5369900,34.710644
"2022-04-04",35.560001,35.939999,34.970001,35.57,6383400,35.115402
"2022-04-05",35.48,35.93,35.189999,35.27,6847100,34.819237
"2022-04-06",35.580002,36.509998,35.220001,35.77,9432500,35.312847
"2022-04-07",35.639999,35.93,34.75,35.650002,6556800,35.194378
"2022-04-08",35.889999,36.990002,35.860001,36.639999,5746800,36.171726
"2022-04-11",36.209999,37.424999,36.209999,36.52,5709400,36.053261
"2022-04-12",36.470001,37.700001,36.16,36.869999,5711200,36.398785
"2022-04-13",36.360001,37.509998,36.34,37.470001,4812400,36.991119
"2022-04-14",37.490002,38.075001,37.259998,37.700001,6644300,37.218182
"2022-04-18",37.939999,40.52,37.799999,40.029999,10405500,39.518398
"2022-04-19",40.07,41.040001,40.07,40.700001,8155700,40.17984
"2022-04-20",41.02,41.875,40.314999,40.48,6090600,39.96265
"2022-04-21",40.990002,41.23,39.759998,39.799999,5372400,39.29134
"2022-04-22",39.540001,39.650002,37.93,37.98,5837500,37.494602
"2022-04-25",37.43,38.435001,36.98,38.290001,5568300,37.80064
"2022-04-26",37.77,38.32,37.419998,37.509998,4994500,37.030609
"2022-04-27",37.139999,37.5,36.369999,36.82,6385200,36.349426
"2022-04-28",37.310001,38.349998,37.009998,38.07,5575700,37.58345
"2022-04-29",37.830002,38.490002,36.68,36.810001,6342600,36.550777
"2022-05-02",37.07,37.400002,36.560001,37.330002,6645800,37.067116
"2022-05-03",37.529999,38.700001,37.314999,38.290001,6028800,38.020355
"2022-05-04",38.380001,40.384998,38.23,40.139999,8662100,39.857323
"2022-05-05",39.540001,40.209999,38.799999,39.330002,7838600,39.053032
"2022-05-06",39.279999,39.459999,37.709999,38.049999,8408200,37.782043
"2022-05-09",37.450001,38.189999,36.825001,37.029999,7997400,36.769226
"2022-05-10",37.41,37.700001,35.209999,36.16,7150600,35.905354
"2022-05-11",36.080002,37.330002,35.285,35.330002,6395000,35.0812
"2022-05-12",34.189999,34.57,32.044998,33.029999,10467500,32.797394
"2022-05-13",33.349998,34.355,33.330002,33.549999,7334400,33.313732
"2022-05-16",33.549999,33.759998,32.654999,33.16,5756300,32.926479
"2022-05-17",34.259998,35.509998,34.150002,35.400002,5721400,35.150707
"2022-05-18",34.810001,35.040001,32.939999,33.080002,6943300,32.847046
"2022-05-19",32.48,33.25,32.18,32.560001,6853600,32.330708
"2022-05-20",33,33.049999,31.365,32.459999,7474900,32.231407
"2022-05-23",33.290001,34.584999,33,34.099998,7473700,33.859859
"2022-05-24",33.709999,33.91,32.439999,32.91,6742700,32.678242
"2022-05-25",32.52,34.064999,32.5,33.939999,6634200,33.700985
"2022-05-26",34.139999,35.459999,34.139999,35.18,6329300,34.932255
"2022-05-27",35.110001,36.139999,35.110001,36.139999,4457500,35.885494
"2022-05-31",36,37.195,35.66,37.040001,9367400,36.779156
"2022-06-01",36.869999,37.119999,35.32,35.869999,5014800,35.617393
"2022-06-02",36,36.279999,35.525002,36.220001,3722900,35.964931
"2022-06-03",35.790001,36.169998,35.32,35.439999,3143500,35.190422
"2022-06-06",35.73,36.119999,35.240002,35.790001,3646500,35.53796
"2022-06-07",35.369999,36.459999,35.200001,36.369999,4436600,36.113873
"2022-06-08",35.709999,36.075001,34.720001,34.959999,6645000,34.713802
"2022-06-09",34.970001,35.139999,33.830002,33.849998,4760300,33.611618
"2022-06-10",32.860001,33.240002,31.49,31.51,5937000,31.288099
"2022-06-13",30.610001,31.049999,29.440001,29.700001,7112600,29.490847
"2022-06-14",29.9,30.084999,29.075001,29.51,6478300,29.302183
"2022-06-15",30.030001,30.790001,29.645,30.469999,9024700,30.255423
"2022-06-16",29.459999,29.549999,27.775,28.92,12938900,28.716339
"2022-06-17",29.02,30.190001,28.83,29.889999,12827000,29.679506
"2022-06-21",30.85,31.059999,28.985001,29.219999,8970000,29.014225
"2022-06-22",28.709999,29.24,28.58,29.040001,8528000,28.835495
"2022-06-23",28.93,29.049999,27.4,28.219999,11840400,28.021267
"2022-06-24",28.610001,29.99,28.52,29.540001,11037300,29.331974
"2022-06-27",29.889999,30.15,29.120001,29.450001,4631400,29.242607
"2022-06-28",29.690001,30.493,28.83,28.959999,4415800,28.756056
"2022-06-29",28.799999,28.950001,28.129999,28.530001,5802400,28.329086
