"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2021-12-29",244.682922,247.326828,243.531708,246.62439,858438,244.985931
"2021-12-30",247.512192,248.829269,246.370728,247.082932,515985,245.441437
"2021-12-31",247.082932,248.575607,245.199997,245.346344,681113,243.716385
"2022-01-03",244.126831,247.385361,240.897568,247.034149,1022335,245.392975
"2022-01-04",246.360977,246.995117,243.141464,245.639023,931725,244.007126
"2022-01-05",245.609756,249.151215,245.36586,246.780487,948125,245.141006
"2022-01-06",245.541458,246.975616,243.560974,243.639023,787098,242.020401
"2022-01-07",244.165848,249.678055,243.521957,247.951218,1418703,246.303955
"2022-01-10",247.0439,253.541458,246.321945,252.848785,1720668,251.168991
"2022-01-11",252.975616,255.931702,250.809753,255.356094,1531555,253.659637
"2022-01-12",254.63414,258.048767,253.199997,255.521957,1455295,253.824402
"2022-01-13",254.74147,257.414642,252.965851,257.258545,1518845,255.549438
"2022-01-14",256.809753,257.26828,254.399994,256.21463,1539858,254.512466
"2022-01-18",255.287811,255.970734,251.746338,254.068298,1529403,252.380386
"2022-01-19",254.604874,258.497559,253.687805,257.434143,1711340,255.723877
"2022-01-20",258.331696,262,257.414642,257.531708,1647790,255.820801
"2022-01-21",259.67804,260.146332,256.458527,258.175598,1737170,256.460419
"2022-01-24",256.312195,257.404877,247.912201,253.619507,1803693,251.934586
"2022-01-25",252.41951,253.600006,247.190247,251.804871,1511670,250.132004
"2022-01-26",250.9561,253.512192,246.887802,247.697556,2019455,246.051971
"2022-01-27",248.165848,252.731705,244.585373,245.063416,1855763,243.435333
"2022-01-28",246.370728,249.59024,242.946335,249.492676,1515053,247.835175
"2022-01-31",248.282928,249.121948,245.853653,247.941467,1676183,246.294266
"2022-02-01",248.156097,249.287811,244.809753,247.053665,1157943,245.412369
"2022-02-02",246.926834,250.614639,245.902435,250.40976,1508288,248.746155
"2022-02-03",255.317078,265.717072,253.131714,263.980499,3136500,262.226746
"2022-02-04",260.487793,264.760986,259.092682,262.292694,1720770,260.550171
"2022-02-07",263.014648,265.57074,260.897552,262.702454,1632313,260.957184
"2022-02-08",262.390259,270.165863,262.087799,269.746338,1655785,267.954254
"2022-02-09",269.902435,273.775604,268.653656,270.478058,1906090,268.681152
"2022-02-10",268.907318,268.907318,263.843903,265.307312,1400868,263.544739
"2022-02-11",264.370728,268.253662,262.175598,263.395111,1132215,261.645233
"2022-02-14",262.536591,263.931702,260.156097,262.341461,1157020,260.598602
"2022-02-15",265.239014,266.175598,263.034149,264.536591,988100,262.779144
"2022-02-16",263.482941,265.317078,260.634155,264.517059,1102490,262.759766
"2022-02-17",261.873169,262.136597,258.380493,259.658539,1329630,257.933502
"2022-02-18",260.117065,261.600006,256.370728,257.600006,1347875,255.888626
"2022-02-22",258.487793,259.834137,256.64389,257.717072,1475283,256.004944
"2022-02-23",258.273163,263.190247,257.639038,262.10733,1590595,260.366028
"2022-02-24",259.082916,261.424377,257.258545,259.795135,1621345,258.069183
"2022-02-25",261.141449,266.575623,260.039032,266.068298,1357715,264.30069
"2022-02-28",261.990234,265.024384,261.687805,264.663422,1180185,262.905121
"2022-03-01",264.390259,266.780487,262.780487,264.770721,994763,263.011719
"2022-03-02",263.990234,267.707306,263.258545,265.873169,957145,264.106842
"2022-03-03",266.585358,268.165863,264.614624,266.185364,1054418,264.416962
"2022-03-04",264.770721,268.94635,262.595123,268.702454,1367453,266.917328
"2022-03-07",266.985352,269.746338,263.180481,269.317078,1829420,267.527893
"2022-03-08",267.443909,269.112183,258.292694,258.663422,1724153,256.944977
"2022-03-09",259.639038,261.756104,257.043915,258.380493,1262390,257.508942
"2022-03-10",256.009766,256.42926,250.312195,251.434143,2040263,250.586014
"2022-03-11",251.658539,252.673172,247.970734,248.302444,1337010,247.46489
"2022-03-14",249.668289,255.902435,248.399994,250.536591,1363455,249.691498
"2022-03-15",251.717072,252.848785,249.239029,252.380493,1189513,251.529175
"2022-03-16",253.512192,254.9561,251.004883,254.429276,1207348,253.571045
"2022-03-17",254.370728,257.317078,251.307312,255.892685,1223440,255.029526
"2022-03-18",255.034149,256.42926,251.453659,255.648773,2807578,254.786438
"2022-03-21",255.004883,261.560974,254.653656,261.073181,1240148,260.192535
"2022-03-22",262.292694,262.292694,256.995117,258.40976,1237585,257.538116
"2022-03-23",259.239014,259.951233,254.546341,255.58049,1188898,254.718384
"2022-03-24",256.175598,257.434143,255.551224,256.673157,669223,255.807358
"2022-03-25",258.156097,259.317078,256.341461,259.190247,740870,258.315948
"2022-03-28",259.453644,261.619507,257.112183,261.600006,704995,260.71759
"2022-03-29",263.365845,265.190247,261.746338,263.190247,1432028,262.30246
"2022-03-30",262.419525,265.541473,261.326843,263.014648,922808,262.127472
"2022-03-31",262.751221,263.658539,259.014648,259.512207,1199865,258.636841
"2022-04-01",260.549988,263.700012,258.140015,262.5,1354600,261.614563
"2022-04-04",261.779999,262.029999,256.950012,258.309998,1058400,257.43869
"2022-04-05",257.779999,266.600006,257.75,262.940002,1085100,262.05307
"2022-04-06",261.940002,270.970001,261.149994,270.649994,1593500,269.737061
"2022-04-07",269.649994,274.470001,268.829987,273.519989,1003300,272.597351
"2022-04-08",274.070007,277.290009,274.01001,275.420013,1397600,274.490967
"2022-04-11",275.609985,275.98999,268.559998,270.01001,1073400,269.099213
"2022-04-12",269.320007,271.440002,267.019989,269.179993,788100,268.272003
"2022-04-13",269.070007,271.440002,267.700012,270.940002,664600,270.026093
"2022-04-14",272.220001,274.130005,270.140015,271.679993,921700,270.76358
"2022-04-18",271.01001,272.170013,258.980011,260.100006,1004700,259.222656
"2022-04-19",259.420013,263.880005,259.220001,263.48999,983500,262.601196
"2022-04-20",264.309998,269.26001,263.670013,267.649994,1426400,266.747162
"2022-04-21",271,271.369995,264.529999,264.890015,1498000,263.99649
"2022-04-22",262.390015,262.660004,254.949997,255.039993,1153100,254.179703
"2022-04-25",254.699997,259.179993,252.649994,258.459991,924100,257.588165
"2022-04-26",257.899994,260,254,254.979996,1320700,254.119904
"2022-04-27",255.619995,256.899994,252.289993,252.949997,1392700,252.096756
"2022-04-28",254.210007,255.460007,250.360001,253.160004,959700,252.306061
"2022-04-29",251.860001,252.910004,246.309998,247.190002,1180000,246.356201
"2022-05-02",248.119995,250.789993,243.600006,245.580002,997300,244.751617
"2022-05-03",246.759995,250.740005,246.220001,248.830002,1058000,247.990662
"2022-05-04",248.009995,254.490005,246.320007,253.539993,1308900,252.684769
"2022-05-05",251.009995,260.880005,248.830002,259.640015,2461800,258.764221
"2022-05-06",256,259.359985,250.309998,257.970001,2098900,257.099823
"2022-05-09",255.009995,255.550003,251.559998,252.199997,1492100,251.349289
"2022-05-10",253.220001,256.179993,249,250.100006,1818800,249.256378
"2022-05-11",249.070007,255.740005,248.630005,248.990005,969100,248.150131
"2022-05-12",248.649994,250.259995,246.110001,249.720001,1168000,248.877655
"2022-05-13",251.029999,251.309998,245.929993,248.440002,1192100,247.601974
"2022-05-16",248.729996,254.419998,247.619995,252.889999,1126300,252.036972
"2022-05-17",254.139999,256.269989,252.619995,256.26001,1000600,255.395615
"2022-05-18",255.800003,256.429993,250.550003,251.100006,899200,250.253006
"2022-05-19",249.580002,252.5,246.070007,251.139999,1234600,250.292862
"2022-05-20",252.399994,253.470001,247.820007,252.300003,910900,251.448959
"2022-05-23",255.830002,257.790009,253.309998,257,858000,256.133087
"2022-05-24",256.910004,258.98999,255.490005,257.450012,964400,256.581604
"2022-05-25",259.540009,259.540009,248.309998,252.160004,1377800,251.309433
"2022-05-26",253.539993,255.529999,251.800003,252.5,787000,251.648285
"2022-05-27",254.039993,256.459991,252.539993,256.459991,704600,255.59491
"2022-05-31",253.419998,257.369995,250.929993,255.800003,1401000,254.937149
"2022-06-01",259.049988,259.049988,248.190002,251.399994,752000,250.551987
"2022-06-02",251.960007,253.949997,245.910004,253.679993,667900,252.824295
"2022-06-03",253.149994,255.309998,251.979996,252.339996,531000,251.488815
"2022-06-06",254.059998,259.130005,253.050003,258.720001,1167000,257.84729
"2022-06-07",258.140015,260,254.75,257.920013,954000,257.050018
"2022-06-08",256.899994,258.470001,254.679993,254.850006,898000,254.850006
"2022-06-09",253.779999,254.660004,248.029999,248.369995,721900,248.369995
"2022-06-10",245.919998,251.25,243.740005,249.330002,1372700,249.330002
"2022-06-13",244.800003,247.610001,240.580002,241.850006,1138200,241.850006
"2022-06-14",241.850006,242.139999,233.050003,236.320007,1186900,236.320007
"2022-06-15",237.300003,238.970001,233.699997,236.789993,912100,236.789993
"2022-06-16",234.009995,235.259995,231.460007,234.740005,1707100,234.740005
"2022-06-17",235.520004,240.770004,234.75,235.330002,2228500,235.330002
"2022-06-21",238,238,234.509995,236.529999,1344900,236.529999
"2022-06-22",235.639999,239.130005,234.029999,237.270004,1395900,237.270004
"2022-06-23",238.009995,242.759995,238.009995,242.539993,721400,242.539993
"2022-06-24",246.570007,251.259995,243.229996,250.919998,1555400,250.919998
"2022-06-27",250.690002,251.149994,247.410004,250.100006,765700,250.100006
"2022-06-28",250.529999,251.699997,244.389999,244.529999,873800,244.529999
"2022-06-29",244.580002,251.169998,243.660004,249.339996,1144700,249.339996
