"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2020-08-11",325,334.549988,323.579987,328.540009,5273300,325.177643
"2020-08-12",328.660004,331.399994,326.200012,327.630005,3125900,324.276947
"2020-08-13",325.929993,329.829987,325.619995,326.190002,2526700,322.851715
"2020-08-14",325.670013,327.640015,324.809998,326.799988,1444900,323.455444
"2020-08-17",327,331.230011,326.679993,330.230011,2904100,326.850372
"2020-08-18",330.200012,331.399994,326.350006,331,3021700,327.612457
"2020-08-19",330.040009,334.459991,330,332.399994,3421000,328.998169
"2020-08-20",330.190002,338,330.190002,337.320007,2966000,333.867767
"2020-08-21",338,338.799988,335.970001,337.100006,2680900,333.650024
"2020-08-24",339.359985,343.829987,338.75,343.640015,2753900,340.123077
"2020-08-25",344.709991,348.459991,343.329987,347.660004,2862700,344.101959
"2020-08-26",348,352.290009,345.5,351.019989,3512000,347.427551
"2020-08-27",351.730011,358,350.579987,356,3811700,352.356659
"2020-08-28",357.480011,367.25,356.160004,366.119995,3544700,362.373077
"2020-08-31",366.630005,366.630005,357.690002,358.190002,3948200,354.524231
"2020-09-01",357.709991,359.440002,353.559998,356.899994,4409600,353.247375
"2020-09-02",357.390015,361.600006,356.279999,360.700012,4127200,357.008514
"2020-09-03",358.470001,358.940002,341.26001,343.839996,6297400,340.321045
"2020-09-04",343,346.98999,326.549988,335.01001,6571200,331.581451
"2020-09-08",328.76001,335.709991,326.899994,329.880005,4425700,326.503937
"2020-09-09",337.390015,342.76001,332.369995,339.640015,3344900,336.164063
"2020-09-10",342.5,345.130005,331.140015,332.880005,2845900,329.473267
"2020-09-11",334.709991,334.709991,327.309998,330.149994,2920400,326.771149
"2020-09-14",334.970001,340,334.019989,338.600006,3416100,335.134705
"2020-09-15",342.73999,343.929993,338.529999,339.140015,2396400,335.669189
"2020-09-16",341.279999,346.040009,339.790009,341.850006,3049000,338.35144
"2020-09-17",337.140015,343.720001,336,339.429993,3713000,335.956207
"2020-09-18",338.209991,341.140015,333.369995,335.26001,4006000,331.828857
"2020-09-21",329.470001,331.670013,320.809998,327.850006,4466000,324.49472
"2020-09-22",329.51001,336.029999,325.109985,335.309998,3375300,331.878357
"2020-09-23",334.839996,335.170013,323.470001,324.529999,2893900,321.208649
"2020-09-24",323.200012,330.779999,321.179993,328.209991,3706300,324.850952
"2020-09-25",325.649994,333.480011,322.100006,331.779999,3077500,328.38446
"2020-09-28",336.609985,340.570007,335.809998,338.390015,3122500,334.926849
"2020-09-29",338.390015,340.720001,335.820007,336.230011,2679500,332.78894
"2020-09-30",336.700012,343.649994,336.420013,338.170013,3285200,334.709076
"2020-10-01",342.23999,346.700012,340.279999,343.369995,2503600,339.855865
"2020-10-02",338.269989,342.609985,336.01001,338.829987,2184600,335.362305
"2020-10-05",341.679993,343.25,338.970001,343.25,2081600,339.737091
"2020-10-06",342.059998,346.359985,336.220001,337.429993,2553400,333.976654
"2020-10-07",341.779999,344.649994,340.339996,343.899994,3068200,340.380432
"2020-10-08",345.01001,347.690002,344.23999,345.149994,1991800,342.015503
"2020-10-09",347.98999,353.359985,347,352.390015,3116500,349.189697
"2020-10-12",355,355,350.820007,352.040009,2942900,348.842896
"2020-10-13",351.429993,351.5,345.019989,345.839996,2523800,342.699158
"2020-10-14",345.76001,347.190002,341.190002,342.700012,2234300,339.587708
"2020-10-15",338.299988,339.609985,332.820007,338.570007,3727300,335.49527
"2020-10-16",340,344.980011,339.230011,339.399994,3324600,336.317627
"2020-10-19",340.119995,341.299988,330.429993,331.670013,2937600,328.657898
"2020-10-20",333.040009,336.799988,331.679993,331.720001,2677800,328.707458
"2020-10-21",332.48999,336.320007,331.299988,333.420013,2725300,330.391998
"2020-10-22",333.369995,335.380005,329.25,333.600006,2256000,330.570343
"2020-10-23",335.690002,335.690002,328.309998,329.609985,2945400,326.616577
"2020-10-26",326.410004,327.23999,314.230011,318.059998,5173300,315.171448
"2020-10-27",318.899994,319.559998,312.359985,317.109985,4314900,314.230103
"2020-10-28",301.690002,302,288.600006,291.380005,11518200,288.733765
"2020-10-29",293.200012,295.299988,287.549988,293.179993,9582300,290.517456
"2020-10-30",289.850006,291.850006,281.200012,288.640015,6892800,286.018707
"2020-11-02",294.23999,294.839996,288.119995,289.970001,5094900,287.336548
"2020-11-03",294.450012,300.339996,291.779999,295.390015,4097700,292.707397
"2020-11-04",305.089996,312.720001,302.23999,307.200012,4790100,304.410156
"2020-11-05",315.140015,319.350006,313.579987,316.529999,3794400,313.655365
"2020-11-06",315.980011,316.48999,310.089996,313.640015,2978500,310.791626
"2020-11-09",346.920013,357,340.899994,344.559998,10933700,341.430786
"2020-11-10",339.98999,345.859985,333.440002,334.779999,5330400,331.739624
"2020-11-11",337.410004,337.700012,331.070007,332.390015,2969900,329.371338
"2020-11-12",329.059998,333.089996,326.299988,328.290009,3207700,325.308563
"2020-11-13",330.299988,336.109985,327.339996,335.029999,2393700,331.987335
"2020-11-16",341.799988,342.649994,333.170013,335.450012,3312800,332.403564
"2020-11-17",333.170013,337.769989,330.720001,336.5,3412700,333.444061
"2020-11-18",336.529999,340.950012,334.859985,335.940002,3203400,332.88913
"2020-11-19",335.48999,339.160004,331.420013,333.880005,2718700,330.847778
"2020-11-20",334.779999,335.160004,323,323,4142400,320.06665
"2020-11-23",326.209991,333.200012,324.369995,332.040009,3219000,329.024567
"2020-11-24",336.910004,344.109985,334.119995,342.390015,3529700,339.280518
"2020-11-25",343.709991,343.709991,339.339996,341.320007,2535200,338.220245
"2020-11-27",342.829987,342.880005,337.609985,339.070007,1402300,335.990723
"2020-11-30",337.660004,338.049988,330.179993,336.51001,4276200,333.453949
"2020-12-01",339.670013,342.630005,337.619995,338.880005,4210400,335.802429
"2020-12-02",336.779999,340.23999,334,340.220001,2972100,337.130219
"2020-12-03",338.559998,342.320007,334.119995,335.140015,3080300,332.096375
"2020-12-04",336.920013,344.350006,335.799988,344.350006,4323600,341.222748
"2020-12-07",343.359985,347.98999,340.049988,340.959991,2389800,337.863495
"2020-12-08",338.279999,342.829987,336.700012,340.790009,2224600,337.695068
"2020-12-09",340.410004,341.709991,334.690002,336.850006,2962600,333.790863
"2020-12-10",334.649994,335.540009,331.190002,331.519989,3506800,328.509216
"2020-12-11",327.089996,331.570007,325.529999,327.420013,4179400,324.446503
"2020-12-14",329,338.75,327.589996,331.149994,3552400,328.142578
"2020-12-15",333.160004,335.220001,327.619995,333.649994,3104600,330.619904
"2020-12-16",333.959991,334,329.25,332.100006,3393300,329.084015
"2020-12-17",334.540009,338.329987,333.399994,336.899994,2725500,333.840393
"2020-12-18",336.51001,341.600006,334.350006,340.329987,8443700,337.239227
"2020-12-21",333.209991,336.149994,327.23999,334.369995,3642500,331.333374
"2020-12-22",334.160004,335.220001,331.600006,332.23999,2403100,329.222687
"2020-12-23",334.130005,335.209991,329.029999,329.230011,2760600,326.240051
"2020-12-24",330.649994,336.369995,330.350006,336,1308900,332.948547
"2020-12-28",337.859985,345.589996,336.869995,344.470001,3449100,341.341644
"2020-12-29",347.779999,348.75,344.76001,346.660004,2822700,343.511719
"2020-12-30",348.679993,357.820007,347.209991,355.549988,4200600,352.321014
"2020-12-31",355.029999,359.410004,353.25,356.940002,2881700,353.698395
"2021-01-04",358,358.130005,347.359985,351.48999,4638400,348.297943
"2021-01-05",348.799988,353,345.440002,347.420013,2990700,344.264862
"2021-01-06",350.420013,354.029999,344.559998,347.549988,3966800,344.393677
"2021-01-07",348.950012,352.369995,348.380005,349.859985,3100200,347.122101
"2021-01-08",351.359985,354.980011,349.48999,353.850006,3371500,351.080902
"2021-01-11",352.109985,353.420013,347.790009,348.200012,2403000,345.475159
"2021-01-12",347.079987,348,336.029999,342.920013,4858100,340.236481
"2021-01-13",349.609985,349.76001,344.230011,346.329987,4125700,343.619751
"2021-01-14",348.690002,349.579987,326.690002,326.929993,8712200,324.371582
"2021-01-15",327.540009,329.690002,321.880005,323.26001,7911500,320.730316
"2021-01-19",326.98999,329.130005,324.660004,325.940002,4625200,323.389343
"2021-01-20",329.98999,337.929993,329.130005,334.910004,5081000,332.289154
"2021-01-21",334.410004,336.859985,331.75,334.440002,3484900,331.822815
"2021-01-22",330.390015,335.149994,328.910004,328.98999,3846600,326.415466
"2021-01-25",327.51001,329.950012,317.230011,329.190002,6257700,326.613892
"2021-01-26",330,330.540009,325.820007,327.700012,3503100,325.135529
"2021-01-27",320.359985,323,313.119995,315.48999,7449400,313.021118
"2021-01-28",327.089996,329,321.980011,324.279999,6906400,321.742249
"2021-01-29",323.799988,325.679993,312.380005,316.290009,7627200,313.81488
"2021-02-01",320.910004,323.519989,317.579987,321.559998,4930700,319.04361
"2021-02-02",323.450012,336.160004,323.450012,334.369995,5686000,331.753357
"2021-02-03",333.839996,336,331.070007,332.820007,4036800,330.215515
"2021-02-04",335.369995,343.25,335.059998,340.829987,4537500,338.162842
"2021-02-05",342.519989,344.329987,337.390015,338.75,2964800,336.09906
"2021-02-08",340,341.48999,335.529999,337.029999,2652800,334.392517
"2021-02-09",335.950012,336.220001,330,333.440002,2993300,330.830658
"2021-02-10",335,335.470001,332.25,334.209991,4246300,331.594604
"2021-02-11",345.5,349.589996,340.25,342.869995,5110800,340.186829
"2021-02-12",341.329987,343.119995,336.700012,341,3025100,338.331451
"2021-02-16",343.200012,344,338.070007,341.209991,2916900,338.539825
"2021-02-17",339.040009,340.380005,335.839996,337.329987,2267000,334.690186
"2021-02-18",334.48999,339.950012,332.839996,338.459991,2393700,335.81134
"2021-02-19",338.440002,339,331,333.170013,4095800,330.562744
"2021-02-22",330,344.119995,328.769989,340.660004,4940300,337.994141
"2021-02-23",340.649994,354.279999,338.410004,350.420013,6326600,347.677795
"2021-02-24",352.869995,368.790009,350.570007,367.320007,7467400,364.445496
"2021-02-25",364.559998,367.320007,352.209991,354.570007,5207500,351.795288
"2021-02-26",357.079987,359.390015,347.119995,353.850006,4868500,351.080902
"2021-03-01",360.679993,366.450012,359.179993,362.899994,4382900,360.06012
"2021-03-02",362,366.609985,359.339996,362.820007,3559200,359.980713
"2021-03-03",360,365.429993,355.450012,360.25,3692300,357.430847
"2021-03-04",360.100006,361.630005,344.679993,349.5,4572000,346.764954
"2021-03-05",354.920013,361.790009,346.420013,360.880005,4643200,358.055908
"2021-03-08",362.399994,382.459991,361.790009,371.329987,7213300,368.424133
"2021-03-09",375,387.320007,372.720001,376.519989,5832800,373.573486
"2021-03-10",376.600006,384,373,381.700012,4509500,378.712982
"2021-03-11",385.5,389.5,382.600006,384.380005,3729700,381.372009
"2021-03-12",381.140015,383.929993,379.23999,382.709991,2467500,379.715057
"2021-03-15",383.309998,387.859985,378.640015,381.76001,4216200,378.772491
"2021-03-16",382.700012,385.279999,378.690002,382.380005,3445100,379.387634
"2021-03-17",381.850006,385.100006,375.869995,378.679993,3240900,375.716614
"2021-03-18",375.029999,375.480011,365.040009,367,7205200,364.128052
"2021-03-19",364.799988,366.279999,350.140015,356.51001,12224300,353.720093
"2021-03-22",355.940002,361.649994,354,358.399994,4140400,355.595306
"2021-03-23",359.299988,359.299988,353.51001,355.269989,3756300,352.489807
"2021-03-24",357.079987,364.98999,356,359.649994,3550000,356.835541
"2021-03-25",358.01001,359.470001,354.149994,358.359985,2961800,355.555603
"2021-03-26",359.929993,366.609985,357.26001,366.140015,2741200,363.27475
"2021-03-29",364.23999,365.350006,358.609985,362.910004,4054900,360.069977
"2021-03-30",360.779999,364.570007,357.100006,358.200012,2885800,355.396881
"2021-03-31",359.589996,361.5,355.779999,356.049988,4372600,353.263702
"2021-04-01",357.040009,363.399994,355.23999,363.299988,3701800,360.45697
"2021-04-05",366.799988,370.519989,364.339996,368.320007,2180300,365.437683
"2021-04-06",364.899994,370.75,362.5,369.570007,2661900,366.677887
"2021-04-07",369.140015,373.959991,369,371.079987,2958300,368.176056
"2021-04-08",373,379.309998,372.75,377.73999,3528400,375.228882
"2021-04-09",376.079987,380.350006,374.440002,380.079987,2429300,377.553314
"2021-04-12",378.079987,380.940002,376.179993,379.839996,2896600,377.314911
"2021-04-13",379.059998,380.100006,376.799988,378.130005,2652800,375.616302
"2021-04-14",377,380.950012,375.600006,378.320007,2317400,375.805023
"2021-04-15",381.170013,387.369995,380.970001,386.48999,2942200,383.920685
"2021-04-16",389,389.100006,383.670013,386.170013,2725500,383.602844
"2021-04-19",384.899994,387.73999,381.320007,382.160004,3360900,379.619476
"2021-04-20",380.190002,381.309998,373.559998,376.630005,3135900,374.126221
"2021-04-21",378.589996,384.100006,376.670013,383.100006,2466300,380.553284
"2021-04-22",383.079987,389.5,381.98999,383.359985,3713700,380.811523
"2021-04-23",384.350006,389.880005,383.459991,387.059998,2294800,384.486908
"2021-04-26",387.829987,392.940002,387.100006,387.470001,2255000,384.894196
"2021-04-27",388.220001,390.429993,386.140015,389.070007,2270000,386.483551
"2021-04-28",390.700012,401.5,390.700012,395.649994,4065300,393.019775
"2021-04-29",391.5,392.390015,383.809998,388.950012,4637100,386.364349
"2021-04-30",382.859985,385,375.609985,382.059998,4043200,379.520172
"2021-05-03",385.470001,386.869995,376.850006,379.399994,3344100,376.877808
"2021-05-04",377.070007,378.209991,371.579987,375.910004,3321200,373.411041
"2021-05-05",377.929993,379.640015,368.029999,369.140015,2993900,366.686066
"2021-05-06",371.140015,375.730011,365.700012,375.480011,3787300,372.983917
"2021-05-07",377.26001,378.640015,373.559998,375.399994,2935900,372.904419
"2021-05-10",375.790009,376,365.410004,366.339996,3193700,363.904663
"2021-05-11",361.01001,368.929993,359.269989,367.609985,3073100,365.166199
"2021-05-12",364.75,365.380005,355.640015,356.619995,3293200,354.249329
"2021-05-13",359.329987,362.839996,357.920013,360.019989,2626000,357.626648
"2021-05-14",363.029999,364.709991,361.48999,363.910004,2959700,361.490814
"2021-05-17",362.299988,364.059998,358.059998,363.299988,2511600,360.884857
"2021-05-18",367,369.839996,362.880005,363.070007,3421200,360.656433
"2021-05-19",357.329987,361.149994,355.369995,360.980011,3577900,358.580292
"2021-05-20",362.940002,369.410004,362.48999,367.700012,4087500,365.255646
"2021-05-21",369.140015,372.529999,367.459991,367.600006,2708700,365.156311
"2021-05-24",370.079987,373.73999,369.640015,372.380005,2351500,369.90451
"2021-05-25",373.130005,373.75,366.820007,367.220001,3916300,364.778809
"2021-05-26",369,369.910004,362.049988,362.649994,3101900,360.239197
"2021-05-27",364.549988,366.399994,360.540009,362,5416300,359.593536
"2021-05-28",363.5,365.410004,360.420013,360.579987,3624300,358.182922
"2021-06-01",364.480011,365.399994,359.540009,359.790009,3119700,357.398224
"2021-06-02",363.529999,371.170013,362.880005,366.850006,3531000,364.411285
"2021-06-03",363.359985,366.690002,361.730011,361.820007,2605900,359.414703
"2021-06-04",364.309998,366.630005,363.700012,366.019989,2295200,363.586792
"2021-06-07",367.799988,371.350006,363.279999,364.079987,2133400,361.659668
"2021-06-08",365,367.679993,363.230011,365.26001,3224200,362.831879
"2021-06-09",366.940002,369.320007,363.329987,363.329987,2520900,360.914642
"2021-06-10",364.690002,365.640015,361.959991,364.299988,2460200,361.878235
"2021-06-11",365.540009,366.850006,363.799988,365.5,2708300,363.070251
"2021-06-14",366,366.630005,362.100006,366.519989,2515300,364.083435
"2021-06-15",367.339996,368.75,362.73999,368.119995,3562500,365.672821
"2021-06-16",369.380005,369.380005,361.299988,363.820007,3081000,361.401428
"2021-06-17",363.5,369.149994,361.230011,367.290009,3824900,364.848358
"2021-06-18",362.119995,370.380005,362,367.420013,5009400,364.977509
"2021-06-21",368.619995,376.450012,366.200012,373.089996,3094600,370.609772
"2021-06-22",373.98999,378.76001,372.019989,378.040009,3582700,375.526886
"2021-06-23",378,378.720001,374.290009,375.140015,2241800,372.646179
"2021-06-24",379,380.059998,372.899994,374.75,2788200,372.258728
"2021-06-25",375.450012,379.649994,373.329987,379.609985,3983900,377.086456
"2021-06-28",380.920013,380.920013,365.119995,367.679993,4800300,365.235779
"2021-06-29",369.01001,371.390015,367.910004,368,3394300,365.55365
"2021-06-30",367.950012,370.170013,364.269989,365.089996,2884900,362.662964
"2021-07-01",366.049988,371.209991,365.600006,370.709991,3108500,368.245605
"2021-07-02",372.690002,375.48999,372.149994,375.029999,2786500,372.536896
"2021-07-06",376.649994,378.23999,371.5,376.119995,2740500,373.619629
"2021-07-07",376.790009,378.149994,372.450012,373.920013,3176600,371.434296
"2021-07-08",367.5,370.589996,365.649994,370.190002,2809000,368.162292
"2021-07-09",371.850006,373.480011,369.890015,372.940002,2404800,370.897247
"2021-07-12",375,376.070007,372.079987,375.559998,2648300,373.502899
"2021-07-13",375.549988,386.640015,375.549988,383.709991,5161000,381.608215
"2021-07-14",382.980011,391.630005,382.980011,390.799988,4140500,388.659363
"2021-07-15",390.140015,393.299988,387.450012,390.230011,3773000,388.092529
"2021-07-16",393.149994,393.459991,385.329987,387.119995,2706500,384.999542
"2021-07-19",378,378.600006,363.369995,365.450012,6814400,363.448273
"2021-07-20",367,376.600006,365.269989,374.390015,3542200,372.339294
"2021-07-21",376.029999,380.899994,375.049988,380.059998,2393100,377.978241
"2021-07-22",380.299988,382.859985,377.049988,382.160004,4180300,380.066711
"2021-07-23",385.089996,394.5,385.089996,393.26001,3720300,391.105957
"2021-07-26",391.670013,392.890015,388.269989,392.799988,2285800,390.648468
"2021-07-27",390,395.279999,385.890015,390.269989,2783800,388.132263
"2021-07-28",391.619995,391.730011,382.329987,383.440002,3372600,381.339722
"2021-07-29",387.5,394.73999,387.5,388.809998,3774000,386.680298
"2021-07-30",389,389,383.079987,385.940002,2533300,383.826019
"2021-08-02",389.299988,389.980011,373.799988,375.26001,3430300,373.204529
"2021-08-03",376.660004,376.670013,359.570007,367.600006,6328500,365.586487
"2021-08-04",367.279999,369.26001,363.429993,368.01001,3203200,365.994232
"2021-08-05",368.200012,371.959991,367,371.940002,2562400,369.90274
"2021-08-06",371.420013,375.5,371,374.529999,2038500,372.478485
"2021-08-09",374.190002,374.5,368.890015,370.679993,2400800,368.649597
"2021-08-10",372.290009,372.75,364.109985,367.839996,3225000,365.825165
"2021-08-11",368.549988,369.959991,363.75,364.23999,3267700,362.244843
"2021-08-12",362.570007,363.220001,357.850006,361.980011,3802900,359.997284
"2021-08-13",362.26001,363.5,360.630005,362.75,2304600,360.763062
"2021-08-16",360.5,363.809998,356.619995,363.559998,2937300,361.568604
"2021-08-17",362,364.459991,359.790009,363.230011,2812800,361.240448
"2021-08-18",361.179993,365.679993,360.589996,360.950012,2774500,358.9729
"2021-08-19",356.899994,360.140015,354.720001,357.309998,2727900,355.352814
"2021-08-20",357.359985,358.320007,353.329987,354.98999,4135900,353.045563
"2021-08-23",357.470001,362.23999,356.75,361.01001,3537900,359.032593
"2021-08-24",363.029999,366.100006,361.470001,361.779999,3032000,359.79837
"2021-08-25",361.959991,362.399994,358.5,359.100006,2340400,357.133026
"2021-08-26",358,358.200012,351.799988,352.859985,3946300,350.927216
"2021-08-27",352.459991,356.5,351.649994,355.730011,3698300,353.781494
"2021-08-30",354.799988,358.040009,352.25,353.049988,4032100,351.11618
"2021-08-31",352.940002,355.220001,344.679993,346.230011,6780400,344.333557
"2021-09-01",347.380005,352.049988,347.299988,349.570007,4499600,347.655212
"2021-09-02",350.51001,350.540009,339.329987,341.279999,7412000,339.410614
"2021-09-03",339.929993,344.140015,338.929993,340.230011,5171000,338.366394
"2021-09-07",344.890015,348,343.019989,344.709991,4764300,342.821869
"2021-09-08",345,352,345,351.040009,5054500,349.117188
"2021-09-09",350.709991,353.640015,349.920013,351.410004,3716200,349.485138
"2021-09-10",354.929993,355,347.019989,347.390015,3437700,345.487183
"2021-09-13",350,351.98999,346.359985,347.820007,3234200,345.914825
"2021-09-14",349.679993,349.880005,345.25,345.799988,3281900,343.905853
"2021-09-15",347,347.529999,342.76001,344.75,3833500,342.861633
"2021-09-16",345.410004,347.679993,344.690002,346.309998,3771100,344.413086
"2021-09-17",344,346,340.769989,343.040009,5527500,341.161041
"2021-09-20",338.320007,341.109985,335.619995,339.690002,3956600,337.829376
"2021-09-21",342.200012,343.179993,337.279999,337.380005,2967300,335.532013
"2021-09-22",339.299988,343.869995,338.540009,343.410004,3238800,341.528992
"2021-09-23",345.73999,354.790009,345.200012,354.070007,4783200,352.130585
"2021-09-24",354.029999,359.929993,352.76001,358.160004,3306200,356.198181
"2021-09-27",357.049988,362.589996,355.160004,356.769989,4158000,354.815765
"2021-09-28",355.5,356,349.049988,351.179993,3266900,349.256378
"2021-09-29",352.809998,357.179993,352.410004,353.190002,2808800,351.255402
"2021-09-30",354.73999,356,347.399994,347.679993,4393300,345.775543
"2021-10-01",349.829987,363.179993,347.160004,360.179993,5227300,358.207123
"2021-10-04",359.929993,360.649994,339.339996,344.200012,7901500,342.314667
"2021-10-05",347.559998,348.570007,342.929993,343.209991,4724100,341.330078
"2021-10-06",340.01001,348.880005,339.109985,348.690002,3712000,346.78006
"2021-10-07",349,357.899994,349,353.910004,3209200,352.416199
"2021-10-08",356,360.369995,354.209991,354.959991,2336700,353.461731
"2021-10-11",353.950012,354.880005,346.899994,347.149994,2769800,345.684692
"2021-10-12",348.649994,350,344.619995,345.339996,3042900,343.882324
"2021-10-13",346.25,349.5,336.980011,342.350006,3755700,340.904968
"2021-10-14",343.839996,345.809998,340.829987,344.579987,4083800,343.125549
"2021-10-15",349,356.609985,347.73999,356,4053600,354.497345
"2021-10-18",353.959991,359.940002,350.230011,358.440002,3280900,356.927032
"2021-10-19",358.399994,362.290009,357.609985,362.100006,2835400,360.571594
"2021-10-20",361.700012,362.48999,356,356.769989,2796200,355.264099
"2021-10-21",354.600006,356.380005,347.269989,356.209991,2516300,354.706451
"2021-10-22",356.679993,361.640015,354.899994,358.670013,2774400,357.156128
"2021-10-25",362.459991,364.299988,358.790009,360.859985,2447900,359.336792
"2021-10-26",363.380005,367.350006,356.809998,357.320007,3320100,355.811768
"2021-10-27",348,351.119995,333.799988,335.720001,9652700,334.302979
"2021-10-28",344.170013,350.48999,328.869995,333.029999,9505100,331.624329
"2021-10-29",331.23999,338.149994,331.109985,335.519989,5843700,334.103821
"2021-11-01",335.25,340.899994,332.880005,334.049988,5126200,332.639984
"2021-11-02",335.130005,335.769989,326.700012,328.480011,5375300,327.093536
"2021-11-03",328.5,329.579987,323.339996,329.429993,3952500,328.03949
"2021-11-04",331.070007,338.630005,329.329987,335.429993,4819500,334.014191
"2021-11-05",342.440002,350.160004,341,348.790009,7201500,347.31781
"2021-11-08",348.01001,353.149994,347.660004,349.670013,3862200,348.194092
"2021-11-09",350,350.200012,339.649994,344.649994,4247800,343.195282
"2021-11-10",350.100006,359.619995,349.5,357.940002,6337100,356.429169
"2021-11-11",358.380005,359.640015,352.570007,354.339996,4472200,352.84433
"2021-11-12",356.059998,363.839996,355.929993,363.5,4724200,361.965698
"2021-11-15",365.140015,371.130005,360.660004,361.359985,4693200,359.834717
"2021-11-16",364.769989,371.070007,362,369.559998,4969000,368.000122
"2021-11-17",359.579987,368,351.220001,359.170013,11727300,357.653992
"2021-11-18",360.730011,362.480011,344.579987,348.220001,6533700,346.750183
"2021-11-19",346,346.649994,339.130005,339.720001,6954800,338.286041
"2021-11-22",339.799988,341.480011,319.76001,321.299988,11378200,319.943817
"2021-11-23",324.959991,329.690002,321.690002,329,7116200,327.611328
"2021-11-24",326.950012,340.359985,325.019989,340,6414400,338.56485
"2021-11-26",321.579987,326.869995,319,324.170013,6613900,322.801697
"2021-11-29",330.01001,331.820007,318.25,323.01001,6362200,321.646606
"2021-11-30",318,320.76001,310.109985,314.920013,10237600,313.590759
"2021-12-01",320.779999,322.019989,306,306.279999,8008800,304.987213
"2021-12-02",309.589996,322.200012,308.98999,320.200012,6717600,318.84848
"2021-12-03",320.23999,322.690002,314,322.109985,4732900,320.750397
"2021-12-06",324.75,336.76001,322,333.329987,6055000,331.923035
"2021-12-07",337.299988,342.420013,337.299988,339.51001,4939500,338.076965
"2021-12-08",339.230011,344.029999,334.100006,342.339996,4226900,340.894989
"2021-12-09",340.049988,346.529999,339.01001,344.519989,3389600,343.065765
"2021-12-10",347,350.25,344.829987,349.920013,3405900,348.443024
"2021-12-13",349.190002,349.529999,340.329987,345.309998,4358300,343.852478
"2021-12-14",345.320007,348.209991,337.859985,340.549988,4518500,339.112579
"2021-12-15",340,346.589996,335.529999,346.350006,4918700,344.888092
"2021-12-16",351.700012,353.769989,345.119995,352.920013,5369900,351.430328
"2021-12-17",349.190002,352.790009,344.119995,349.309998,5898200,347.835571
"2021-12-20",341.23999,343.529999,336.230011,337.019989,5013900,335.597473
"2021-12-21",340.329987,352,339.369995,350.73999,3105100,349.259521
"2021-12-22",346.579987,358.619995,346.579987,357.480011,3456400,355.97113
"2021-12-23",357.540009,362.470001,355,360.579987,2627000,359.057983
"2021-12-27",360,361.079987,355.600006,360.309998,2677100,358.789154
"2021-12-28",358.790009,364.140015,358.410004,360.779999,1920100,359.257172
"2021-12-29",361.779999,363.149994,360.190002,361.290009,1535200,359.765045
"2021-12-30",362,364.649994,359.109985,360.98999,1558000,359.466278
"2021-12-31",357.950012,363.380005,356.779999,359.320007,1984000,357.803345
"2022-01-03",359.790009,372.320007,359.25,370.950012,4708200,369.384277
"2022-01-04",371.98999,382.399994,371.649994,375.390015,6854500,373.805511
"2022-01-05",374,382.5,372.51001,373.899994,5976600,372.321777
"2022-01-06",368.690002,374.220001,366.5,370,4781100,368.921753
"2022-01-07",366.390015,371.790009,364.109985,369.649994,4551200,368.572754
"2022-01-10",370.910004,370.910004,348.769989,363.910004,6009300,362.849487
"2022-01-11",363.529999,368.059998,356.089996,366.290009,4131200,365.222565
