"","RTX.Open","RTX.High","RTX.Low","RTX.Close","RTX.Volume","RTX.Adjusted"
"2022-01-10",90.68,90.790001,89.239998,89.730003,4884200,88.703926
"2022-01-11",89.739998,90.839996,89.269997,90.720001,4529800,89.68261
"2022-01-12",91,91.550003,90.839996,91.07,4613100,90.028603
"2022-01-13",91.379997,92.459999,90.959999,91.559998,5026300,90.513
"2022-01-14",91.050003,92.480003,90.720001,92.330002,4987400,91.2742
"2022-01-18",91.330002,91.900002,90.279999,90.75,6010200,89.712265
"2022-01-19",90.730003,91.339996,89.580002,89.699997,4887800,88.674271
"2022-01-20",89.959999,90.830002,88.25,88.360001,5354700,87.349594
"2022-01-21",88.519997,88.809998,86.82,87.209999,5846500,86.212746
"2022-01-24",85.769997,88.300003,84.800003,88.120003,8849700,87.112343
"2022-01-25",85,91.290001,85,90.309998,10377400,89.27729
"2022-01-26",89.980003,91.519997,87.470001,88.980003,9829100,87.962509
"2022-01-27",89.919998,91.480003,88.400002,89.279999,6998700,88.259079
"2022-01-28",88.970001,90.370003,87.480003,90.330002,5877600,89.297073
"2022-01-31",89.610001,90.410004,89.010002,90.190002,6419700,89.158669
"2022-02-01",90.099998,90.940002,89.269997,90.730003,6558400,89.692497
"2022-02-02",90.300003,92.690002,90.25,92.540001,5978600,91.481796
"2022-02-03",92.150002,92.989998,91.620003,92.809998,7171700,91.748703
"2022-02-04",92.360001,93.900002,92.110001,93.010002,6321400,91.946419
"2022-02-07",93.459999,94.730003,93.010002,94.029999,4932700,92.954758
"2022-02-08",93.830002,95.32,92.870003,95.07,8173200,93.982864
"2022-02-09",96.029999,96.32,95.480003,96,5394900,94.902229
"2022-02-10",95.32,96.959999,94.550003,95.059998,6534300,93.972977
"2022-02-11",95.25,96.050003,94.080002,95.269997,6532900,94.18058
"2022-02-14",95.510002,95.599998,92.889999,93.57,6419200,92.500023
"2022-02-15",93.589996,94.900002,93.57,94.040001,4616000,92.964645
"2022-02-16",94.010002,95.269997,93.919998,94.75,4560900,93.666519
"2022-02-17",93.970001,95.169998,93.440002,94.360001,5753300,93.280983
"2022-02-18",94.139999,95.010002,92.989998,93.370003,6544800,92.302307
"2022-02-22",93.620003,94.739998,92.790001,93.540001,5862200,92.47036
"2022-02-23",94.300003,94.529999,92.050003,92.239998,6903300,91.185219
"2022-02-24",93,94.650002,89.309998,94.25,9698500,93.690262
"2022-02-25",94.389999,98.269997,94.199997,98.120003,8692300,97.537277
"2022-02-28",99.019997,102.959999,98.400002,102.699997,16726100,102.090073
"2022-03-01",102.769997,104.339996,102.18,102.730003,12340900,102.119904
"2022-03-02",102.199997,102.510002,99.779999,100.739998,12834600,100.141716
"2022-03-03",101.059998,101.349998,98.629997,99.830002,8613500,99.237122
"2022-03-04",99.949997,99.949997,98.230003,99.589996,8627200,98.998543
"2022-03-07",101.290001,103.099998,98.120003,98.190002,12759000,97.606865
"2022-03-08",98.010002,98.400002,94.690002,94.849998,9410600,94.286697
"2022-03-09",95.25,99.080002,95.25,98.519997,7100500,97.934898
"2022-03-10",98.169998,99.800003,97.660004,98.510002,5118400,97.924965
"2022-03-11",98.779999,99.75,96.800003,96.919998,4354300,96.344398
"2022-03-14",97.169998,97.660004,95.410004,97.040001,5581700,96.463692
"2022-03-15",97.879997,98.099998,96.57,97.620003,5417600,97.040245
"2022-03-16",97.040001,97.639999,94.07,95.800003,8813000,95.231056
"2022-03-17",96.599998,97.790001,95.830002,97.75,6537200,97.169472
"2022-03-18",98,98.279999,96.330002,97.519997,10438500,96.940834
"2022-03-21",97.839996,100.82,97.800003,99.940002,6673700,99.346474
"2022-03-22",99.800003,101.629997,98.910004,101.379997,6048300,100.777916
"2022-03-23",101.160004,102.480003,101.110001,101.230003,4471800,100.628807
"2022-03-24",101.660004,102.199997,101.129997,101.709999,3894600,101.105957
"2022-03-25",102,102.970001,101.919998,102.43,3521400,101.821678
"2022-03-28",101.669998,102.160004,100.919998,101.589996,4053300,100.986664
"2022-03-29",100.849998,101.400002,99.370003,101.080002,5038200,100.479698
"2022-03-30",101.629997,102.379997,99.760002,100.830002,5168100,100.231186
"2022-03-31",99.279999,100.910004,99,99.07,5505600,98.481636
"2022-04-01",99.760002,100.449997,98.980003,100.169998,3608600,99.575096
"2022-04-04",100.120003,100.400002,98.559998,99.300003,3812300,98.710274
"2022-04-05",99.480003,100.510002,98.610001,98.809998,4217100,98.223175
"2022-04-06",98.32,99.279999,98.129997,98.459999,5260800,97.875259
"2022-04-07",98.25,101.269997,97.900002,100.980003,6151500,100.380295
"2022-04-08",101.980003,102.739998,100.07,100.400002,4811400,99.803734
"2022-04-11",100.639999,102.949997,100.639999,102.110001,5707600,101.503578
"2022-04-12",102.18,103.980003,102.07,102.599998,4839200,101.990669
"2022-04-13",103.32,104.449997,102.639999,103.370003,5351900,102.756104
"2022-04-14",103.889999,104.980003,103.669998,104.269997,4027400,103.650749
"2022-04-18",104.260002,105.459999,103.910004,104.300003,3873300,103.68058
"2022-04-19",104.440002,105.660004,104.160004,104.550003,4572800,103.929092
"2022-04-20",105.68,106.019997,104.279999,104.970001,4232200,104.346596
"2022-04-21",105.849998,106.019997,101.400002,101.730003,5795300,101.125839
"2022-04-22",101.449997,102.559998,100.370003,100.489998,4683300,99.893196
"2022-04-25",99.849998,99.919998,97.57,99.610001,5612500,99.018425
"2022-04-26",96.900002,100.949997,96.779999,99.190002,7199200,98.600922
"2022-04-27",99.220001,99.910004,97.599998,98.839996,6632100,98.252998
"2022-04-28",99,99.260002,96.900002,98.080002,6544200,97.497513
"2022-04-29",98.470001,98.889999,94.610001,94.910004,5883000,94.346344
"2022-05-02",94.510002,95.330002,92.400002,94.220001,7870600,93.660439
"2022-05-03",95.18,96.129997,94.32,95.400002,5612200,94.833435
"2022-05-04",94.989998,98.019997,94.949997,97.760002,6160800,97.179413
"2022-05-05",97.800003,98.199997,95.410004,96.32,5906500,95.747963
"2022-05-06",95.709999,96.050003,93.720001,95.300003,5295000,94.734024
"2022-05-09",94.529999,94.790001,91.25,91.75,6071900,91.205109
"2022-05-10",92.440002,93.860001,91.360001,91.690002,7526300,91.145462
"2022-05-11",91.269997,94.129997,90.809998,91,6493900,90.459564
"2022-05-12",90.849998,92.470001,89.940002,91.480003,6356200,90.936714
"2022-05-13",92.050003,92.610001,91.089996,91.919998,5465600,91.374092
"2022-05-16",91.849998,93.540001,91.809998,92.480003,5158500,91.930779
"2022-05-17",94.330002,95.139999,93.5,94.949997,4447200,94.386101
"2022-05-18",94.330002,95.199997,92.279999,92.610001,5843100,92.059998
"2022-05-19",91.379997,92.459999,89.540001,90.25,5234700,90.25
"2022-05-20",90.839996,91.169998,88.43,90.080002,6585500,90.080002
"2022-05-23",90.599998,92.019997,90,91.830002,4701300,91.830002
"2022-05-24",91.199997,93.419998,90.470001,93.209999,5932000,93.209999
"2022-05-25",93.32,94.099998,92.589996,93.559998,3742000,93.559998
"2022-05-26",94.519997,95.860001,94.110001,95,5545800,95
"2022-05-27",95.629997,96.720001,95.199997,96.709999,3394200,96.709999
"2022-05-31",95.360001,95.970001,94.629997,95.120003,6478700,95.120003
"2022-06-01",96.010002,96.279999,94.099998,94.809998,4245900,94.809998
"2022-06-02",95.769997,96.309998,94.059998,96.239998,3460300,96.239998
"2022-06-03",95.360001,96.620003,95.290001,96.330002,2837000,96.330002
"2022-06-06",96.989998,97.489998,96.389999,97.209999,3080300,97.209999
"2022-06-07",97.18,100.68,96.660004,100.510002,5634600,100.510002
"2022-06-08",99.730003,100.330002,98.959999,99.230003,6666600,99.230003
"2022-06-09",98.330002,99.169998,97.32,97.379997,4566900,97.379997
"2022-06-10",95.82,96.690002,94.449997,95.489998,5615900,95.489998
"2022-06-13",93.489998,93.529999,91.379997,91.949997,5419200,91.949997
"2022-06-14",92.43,92.709999,90.730003,91.32,3977900,91.32
"2022-06-15",92.099998,93.190002,90.800003,92.279999,4139200,92.279999
"2022-06-16",91.050003,91.18,89.010002,89.519997,4517700,89.519997
"2022-06-17",89.459999,90.010002,87.610001,88.879997,7577200,88.879997
"2022-06-21",90.849998,93.349998,90.110001,92.919998,5834200,92.919998
"2022-06-22",91.199997,93.82,91.080002,92.559998,4481500,92.559998
"2022-06-23",92.5,93.32,90.769997,91.760002,3310500,91.760002
"2022-06-24",92.5,94.370003,91.879997,94.199997,4782200,94.199997
"2022-06-27",94.440002,95.050003,93.839996,94.809998,2942600,94.809998
"2022-06-28",95.43,96.790001,93.68,93.779999,3358800,93.779999
"2022-06-29",94.220001,94.300003,92.300003,93.300003,2504100,93.300003
