"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2022-01-18",323.619995,327.920013,321.720001,327.890015,816700,325.174377
"2022-01-19",328.070007,330.200012,322.609985,323.089996,907700,320.414124
"2022-01-20",323.070007,326.450012,313.209991,314.230011,906100,311.627502
"2022-01-21",315.140015,317.649994,308.809998,313.480011,846300,310.883728
"2022-01-24",306.799988,315.399994,298.410004,314.170013,1018500,311.567993
"2022-01-25",307.399994,315.640015,302.01001,311.799988,812100,309.21759
"2022-01-26",315.570007,322.290009,308.859985,313.890015,861100,311.290344
"2022-01-27",318.450012,322.390015,304.25,308.679993,915600,306.123474
"2022-01-28",306.26001,308.700012,297.709991,308.559998,815700,306.004425
"2022-01-31",306.23999,311.5,303.140015,310.01001,729400,307.442444
"2022-02-01",309.779999,318.119995,308.179993,317.209991,1104200,314.582794
"2022-02-02",315.5,321,314.290009,319.709991,950700,317.062103
"2022-02-03",337.089996,340,309.549988,311.559998,1607000,308.979614
"2022-02-04",310,311.549988,297.929993,302.970001,1173000,300.460754
"2022-02-07",303,310,302.290009,303.769989,1107500,301.25412
"2022-02-08",304.149994,304.980011,299.609985,304.730011,1026600,302.206207
"2022-02-09",307.220001,315.019989,306.200012,314.25,708500,311.647308
"2022-02-10",308.429993,313.779999,302.119995,304.420013,799300,302.891541
"2022-02-11",304.049988,306.730011,297.980011,300.529999,733300,299.021057
"2022-02-14",300.880005,302.98999,297.040009,301.140015,764800,299.627991
"2022-02-15",304.76001,309,304.390015,306.339996,733500,304.80188
"2022-02-16",304.959991,311.100006,304.079987,310.230011,664400,308.672363
"2022-02-17",307.519989,308.970001,301.910004,303.019989,407100,301.498535
"2022-02-18",301.540009,305.940002,299.01001,300.029999,555000,298.52356
"2022-02-22",299.940002,302.209991,293.779999,295.309998,624300,293.82724
"2022-02-23",297.730011,297.730011,289.48999,289.920013,643300,288.464325
"2022-02-24",283.429993,290.01001,280.350006,289.190002,1310700,287.737976
"2022-02-25",289.649994,298.839996,288.730011,297.98999,555300,296.493774
"2022-02-28",293.279999,298.329987,291.5,296.390015,755700,294.901855
"2022-03-01",296.109985,297.480011,284.959991,287.619995,944500,286.175873
"2022-03-02",291.160004,298.880005,290.609985,297.309998,756500,295.8172
"2022-03-03",299.839996,300.220001,292.450012,294.970001,584200,293.488953
"2022-03-04",289.809998,290.720001,282.589996,283.850006,1018900,282.424805
"2022-03-07",283,284.959991,271.869995,271.920013,1243400,270.554718
"2022-03-08",274.730011,283.660004,268.51001,271.619995,1162200,270.256195
"2022-03-09",278.700012,286.200012,277.880005,278.079987,844200,276.683746
"2022-03-10",272.399994,276.540009,270.190002,275.630005,979700,274.246063
"2022-03-11",277.200012,279.25,270.309998,270.980011,1002600,269.619415
"2022-03-14",274.619995,277.829987,271.019989,273.970001,868600,272.594391
"2022-03-15",278.200012,280.850006,275.779999,279.140015,684500,277.738464
"2022-03-16",282.309998,290.350006,279.170013,285.910004,653800,284.474457
"2022-03-17",280.160004,288.859985,280.160004,288.859985,463100,287.409637
"2022-03-18",286.820007,290.700012,282.980011,290.390015,982800,288.931976
"2022-03-21",288.720001,291.480011,286.820007,288.529999,699100,287.081299
"2022-03-22",290.040009,293.140015,288.630005,290.220001,511000,288.762817
"2022-03-23",288.529999,289.670013,286.109985,286.73999,579600,285.300262
"2022-03-24",288.109985,289.350006,286.079987,289.140015,380700,287.688263
"2022-03-25",289.140015,292.070007,287.779999,290.429993,342800,288.971741
"2022-03-28",289.440002,290.089996,285,286.679993,676600,285.24057
"2022-03-29",290.959991,297.929993,290.190002,297.779999,645200,296.284851
"2022-03-30",297,298.929993,291.529999,291.649994,566800,290.185638
"2022-03-31",289.369995,293.440002,283.73999,283.76001,777600,282.335266
"2022-04-01",286.920013,299.570007,279.959991,282.200012,836900,280.783081
"2022-04-04",281.5,285.049988,278.059998,284.140015,539100,282.713348
"2022-04-05",281.359985,283.660004,273.809998,274.429993,791000,273.052094
"2022-04-06",270.230011,274.040009,266.940002,273.429993,1896400,272.057098
"2022-04-07",272.809998,278.269989,268.869995,276.630005,1160300,275.241058
"2022-04-08",276.279999,279.100006,273.459991,274.059998,587800,272.68396
"2022-04-11",273.899994,277.940002,269.869995,270.420013,609400,269.062256
"2022-04-12",272.75,277.100006,269.089996,270.26001,428700,268.903046
"2022-04-13",269.589996,276,269.279999,273.549988,490900,272.176514
"2022-04-14",275.820007,277.309998,272.660004,273.869995,509300,272.494904
"2022-04-18",272.679993,275.200012,269.529999,271.320007,468700,269.957703
"2022-04-19",272.859985,283.290009,272.690002,282.950012,549000,281.529327
"2022-04-20",285.079987,291.209991,285.079987,289.440002,623100,287.986725
"2022-04-21",292.540009,294.98999,284.690002,286.970001,619000,285.529144
"2022-04-22",284.160004,286.380005,276.359985,277.070007,617700,275.678833
"2022-04-25",274.579987,278.410004,268.230011,278.26001,704600,276.862885
"2022-04-26",275.119995,279.429993,271.170013,271.380005,512900,270.017426
"2022-04-27",272.25,275.769989,269.940002,271.700012,661700,270.335815
"2022-04-28",273.160004,277.48999,268.329987,276.359985,625400,274.972382
"2022-04-29",275.399994,280.809998,269.640015,270.820007,776800,269.460236
"2022-05-02",270.230011,277.670013,265.420013,273.059998,873500,271.688965
"2022-05-03",272.529999,278.839996,270.76001,276.429993,843500,275.042053
"2022-05-04",277.230011,291.23999,275.079987,290.579987,1235300,289.121002
"2022-05-05",270.359985,283,270,276.160004,1563800,274.773407
"2022-05-06",272.630005,275.640015,260.230011,271.540009,798000,270.176605
"2022-05-09",266.799988,276.01001,265.649994,271.190002,1003800,269.828369
"2022-05-10",273.720001,274.649994,261.859985,265.73999,807100,264.405731
"2022-05-11",265.329987,273.220001,263.01001,264.890015,558100,263.559998
"2022-05-12",261.76001,264.380005,253.850006,260.440002,1116800,260.440002
"2022-05-13",264.399994,267.390015,262,265.350006,811200,265.350006
"2022-05-16",263.290009,268.730011,258.829987,265.399994,719400,265.399994
"2022-05-17",272.040009,274.269989,266.899994,272.450012,638200,272.450012
"2022-05-18",269.230011,270.940002,262.48999,263.350006,535800,263.350006
"2022-05-19",260.329987,267.220001,258.549988,262.690002,559400,262.690002
"2022-05-20",265.25,265.450012,253.330002,258.769989,660000,258.769989
"2022-05-23",262.730011,263.730011,259.170013,261.630005,592100,261.630005
"2022-05-24",259.950012,262.880005,254.059998,262.070007,481600,262.070007
"2022-05-25",260.609985,265.170013,258.480011,262.570007,712000,262.570007
"2022-05-26",266.799988,269.630005,265.670013,268.01001,393700,268.01001
"2022-05-27",270.700012,273.390015,270.540009,272.720001,472200,272.720001
"2022-05-31",270.209991,273.660004,268.019989,272.170013,1075700,272.170013
"2022-06-01",273.410004,274.910004,268.75,272.5,648100,272.5
"2022-06-02",275.179993,279.279999,272.640015,278.820007,501500,278.820007
"2022-06-03",275.980011,278.579987,274.859985,276.839996,340700,276.839996
"2022-06-06",278.690002,280.540009,275.929993,277.799988,574100,277.799988
"2022-06-07",275.859985,284.089996,274.609985,283.76001,507500,283.76001
"2022-06-08",281.130005,284,279.470001,283.019989,694700,283.019989
"2022-06-09",282.170013,283.890015,276.890015,276.959991,613300,276.959991
"2022-06-10",270.820007,271.730011,263.480011,263.609985,632800,263.609985
"2022-06-13",252.210007,258.559998,251.25,253.149994,767400,253.149994
"2022-06-14",253.850006,257.450012,249.520004,252.630005,663500,252.630005
"2022-06-15",254.929993,258.079987,251.130005,254.789993,665000,254.789993
"2022-06-16",248.5,248.5,238.259995,240.539993,980100,240.539993
"2022-06-17",232.990005,239.360001,230.440002,236.369995,1518100,236.369995
"2022-06-21",240.179993,242.410004,236.449997,241.899994,925500,241.899994
"2022-06-22",237.190002,245.860001,237.190002,243.869995,832400,243.869995
"2022-06-23",242.509995,244.389999,235.5,239.960007,693400,239.960007
"2022-06-24",243.509995,253.5,242.100006,253.100006,921200,253.100006
"2022-06-27",254.550003,255.600006,249.820007,251.869995,635400,251.869995
"2022-06-28",253.449997,256.920013,249.649994,250,808400,250
"2022-06-29",251.429993,251.429993,245.660004,247.330002,906900,247.330002
