"","L.Open","L.High","L.Low","L.Close","L.Volume","L.Adjusted"
"2022-01-13",61.369999,61.93,61.310001,61.490002,786200,61.366741
"2022-01-14",60.959999,61.68,60.57,61.630001,470600,61.506462
"2022-01-18",61.5,61.66,60.669998,60.91,421400,60.787903
"2022-01-19",61.099998,61.099998,59.52,59.59,364300,59.470547
"2022-01-20",59.669998,60.580002,58.959999,59.09,449800,58.97155
"2022-01-21",59.110001,59.32,57.950001,58.150002,482800,58.033436
"2022-01-24",57.529999,59.099998,56.939999,58.959999,875000,58.841812
"2022-01-25",58.189999,58.869999,56.91,58.32,799600,58.203091
"2022-01-26",58.75,59.41,57.990002,58.650002,576600,58.532433
"2022-01-27",59.16,60.009998,57.900002,58.27,558500,58.153194
"2022-01-28",58.060001,58.900002,57.700001,58.889999,836900,58.771954
"2022-01-31",58.299999,59.75,57.990002,59.66,1536000,59.540405
"2022-02-01",59.639999,60.75,59.400002,60.580002,641300,60.458565
"2022-02-02",60.52,61.459999,60.5,61.389999,645600,61.266937
"2022-02-03",61.75,61.950001,60.959999,61.099998,479000,60.97752
"2022-02-04",61.009998,61.860001,60.810001,61.27,590800,61.147179
"2022-02-07",61.759998,63.189999,60.5,60.830002,881500,60.708065
"2022-02-08",61.299999,62.040001,61.209999,61.75,753700,61.626221
"2022-02-09",62.029999,62.110001,61.52,61.580002,485300,61.456558
"2022-02-10",61.009998,62.450001,61.009998,62.099998,1162400,61.975517
"2022-02-11",61.91,62.73,61.380001,61.639999,1013200,61.516438
"2022-02-14",61.889999,62.060001,60.470001,61.130001,1007700,61.007462
"2022-02-15",61.580002,62.02,61.16,61.450001,631000,61.32682
"2022-02-16",61.200001,62.139999,60.689999,62.060001,681400,61.935596
"2022-02-17",61.439999,61.740002,60.849998,61,575500,60.87772
"2022-02-18",60.77,61.91,60.68,61.599998,763500,61.476517
"2022-02-22",61.650002,61.759998,60.59,61.009998,663300,60.950035
"2022-02-23",61.34,61.630001,59.950001,60.150002,675800,60.090885
"2022-02-24",58.529999,59.119999,57.560001,59,1050800,58.942013
"2022-02-25",59.650002,61.93,59.639999,61.830002,1064300,61.769234
"2022-02-28",60.02,61.490002,60.02,61.34,963600,61.279713
"2022-03-01",61.02,61.23,59.48,59.709999,968700,59.651314
"2022-03-02",60.43,61.880001,60.380001,61.490002,695300,61.429569
"2022-03-03",61.509998,61.91,61.009998,61.540001,419800,61.479519
"2022-03-04",60.119999,61,59.939999,60.880001,658900,60.820168
"2022-03-07",60.290001,60.689999,59.669998,59.68,1012700,59.621346
"2022-03-08",60.439999,61.200001,59.759998,60.060001,1118800,60.000973
"2022-03-09",61.459999,62.34,60.990002,61.029999,900200,60.970016
"2022-03-10",60.360001,61.200001,60.360001,60.900002,961600,60.840149
"2022-03-11",61.23,61.869999,60.759998,60.880001,648400,60.820168
"2022-03-14",61.900002,62.299999,61.200001,61.669998,715900,61.609386
"2022-03-15",62.130001,62.689999,61.68,62.669998,922300,62.608406
"2022-03-16",62.799999,63.34,62.299999,63.310001,1526200,63.24778
"2022-03-17",62.889999,63.799999,62.48,63.799999,980900,63.737297
"2022-03-18",63.720001,63.720001,62.389999,63.259998,2788300,63.197826
"2022-03-21",63.66,64.040001,63.220001,63.990002,1001600,63.927113
"2022-03-22",64.199997,64.900002,64.029999,64.529999,800800,64.466576
"2022-03-23",64.389999,64.610001,63.889999,63.900002,466000,63.8372
"2022-03-24",64.099998,64.769997,63.939999,64.610001,740900,64.546501
"2022-03-25",64.650002,65.529999,64.5,65.5,1052700,65.435623
"2022-03-28",65.230003,65.470001,64.620003,65.339996,745900,65.27578
"2022-03-29",66,66,65.120003,65.620003,625800,65.555511
"2022-03-30",65.809998,65.910004,65.150002,65.529999,446300,65.465591
"2022-03-31",65.360001,65.949997,64.779999,64.82,807100,64.756294
"2022-04-01",65.690002,65.769997,64.93,65.260002,638700,65.195862
"2022-04-04",65,65.169998,63.77,63.860001,682100,63.797237
"2022-04-05",63.860001,64.510002,63.110001,63.299999,1131900,63.237785
"2022-04-06",63.169998,63.939999,62.959999,63.360001,887100,63.297729
"2022-04-07",64.110001,64.110001,62.77,63.560001,1087800,63.497532
"2022-04-08",63.759998,64.629997,63.59,64.43,682900,64.366676
"2022-04-11",64.440002,65.150002,64.440002,64.660004,523500,64.596451
"2022-04-12",64.650002,65.25,64.290001,64.510002,555800,64.446602
"2022-04-13",64.300003,64.93,64.010002,64.760002,629100,64.696358
"2022-04-14",64.830002,65.419998,64.830002,65.150002,540200,65.085968
"2022-04-18",64.779999,65.68,64.779999,65.5,690000,65.435623
"2022-04-19",65.580002,65.879997,64.980003,65.68,865800,65.615448
"2022-04-20",66,67.449997,65.830002,67.360001,1287300,67.2938
"2022-04-21",67.5,68.199997,66.599998,66.660004,995100,66.59449
"2022-04-22",66.269997,66.400002,64.68,64.709999,849800,64.6464
"2022-04-25",64.209999,64.830002,62.919998,64.68,990200,64.616432
"2022-04-26",64.190002,64.900002,63.419998,63.439999,615700,63.377647
"2022-04-27",63.75,64.739998,63.389999,64.110001,581100,64.046989
"2022-04-28",64.580002,64.730003,63.73,64.580002,864700,64.516533
"2022-04-29",64.129997,64.449997,62.599998,62.84,1140700,62.77824
"2022-05-02",62.93,63.049999,60.450001,61.57,1123200,61.509487
"2022-05-03",62.07,63.25,61.669998,62.790001,1143700,62.728291
"2022-05-04",63.060001,64.889999,62.970001,64.849998,645000,64.786263
"2022-05-05",64.25,64.709999,63.119999,63.759998,604900,63.697334
"2022-05-06",63.720001,64.769997,63.23,64.440002,917200,64.376671
"2022-05-09",64.050003,64.529999,62.810001,63.080002,825500,63.018005
"2022-05-10",63.450001,64.220001,62.279999,62.73,1022700,62.668346
"2022-05-11",62.91,63.880001,62.310001,62.380001,883200,62.318691
"2022-05-12",62.34,62.639999,60.959999,61.939999,1040500,61.879124
"2022-05-13",62.419998,63.41,62.389999,63.150002,691300,63.087936
"2022-05-16",63.150002,63.889999,62.900002,63.099998,1089900,63.037983
"2022-05-17",63.799999,64.889999,63.759998,64.800003,1304100,64.736313
"2022-05-18",64.480003,64.650002,63.279999,63.459999,949900,63.397629
"2022-05-19",62.709999,63.330002,61.619999,62.939999,1253300,62.878139
"2022-05-20",63.240002,63.66,61.950001,62.790001,3710800,62.728291
"2022-05-23",63.889999,64.449997,63.389999,64.099998,1277700,64.037003
"2022-05-24",63.93,64.160004,62.580002,63.93,909500,63.93
"2022-05-25",63.490002,64.300003,63.490002,64.199997,1487200,64.199997
"2022-05-26",64.870003,65.07,64.68,64.779999,695700,64.779999
"2022-05-27",64.889999,65.949997,64.730003,65.93,910300,65.93
"2022-05-31",65.510002,66.339996,64.93,65.489998,1985800,65.489998
"2022-06-01",65.480003,65.790001,63.650002,64.75,741300,64.75
"2022-06-02",64.93,65.379997,63.919998,65.370003,577700,65.370003
"2022-06-03",64.839996,65.190002,64.529999,64.739998,503000,64.739998
"2022-06-06",65.209999,65.519997,64.300003,64.489998,777800,64.489998
"2022-06-07",64.199997,64.889999,63.790001,64.849998,1200900,64.849998
"2022-06-08",64.220001,64.290001,63.400002,63.41,687100,63.41
"2022-06-09",63.369999,63.459999,61.540001,61.57,675300,61.57
"2022-06-10",60.25,61.009998,60.25,60.34,1219700,60.34
"2022-06-13",59.259998,59.869999,58,58.310001,1086200,58.310001
"2022-06-14",58.509998,59.330002,58.34,58.540001,1109100,58.540001
"2022-06-15",59.150002,59.740002,58.529999,58.91,1373400,58.91
"2022-06-16",57.860001,58.220001,56.68,56.900002,1318200,56.900002
"2022-06-17",57.279999,57.91,56.73,57.540001,2174000,57.540001
"2022-06-21",58.709999,58.950001,57.889999,58.490002,1305500,58.490002
"2022-06-22",57.57,58.939999,57.57,58.41,1115000,58.41
"2022-06-23",58.34,58.880001,57.490002,58.02,703900,58.02
"2022-06-24",58.400002,59.900002,58.400002,59.77,1645600,59.77
"2022-06-27",59.959999,60.240002,59.459999,59.790001,753000,59.790001
"2022-06-28",60.369999,60.799999,59.48,59.529999,624300,59.529999
"2022-06-29",59.75,59.779999,58.98,59.040001,496000,59.040001
