"","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"2020-08-13",87.519997,88.75,86.190002,86.239998,1690000,79.937103
"2020-08-14",86,87.370003,85.68,86.43,1402500,80.113228
"2020-08-17",86.43,86.43,84.93,86.260002,893100,79.955666
"2020-08-18",86.029999,86.029999,84.660004,85.629997,1072600,79.371689
"2020-08-19",85.5,86.029999,83.900002,84.169998,1240200,78.018394
"2020-08-20",83.709999,85.580002,83.419998,85.269997,873400,79.037994
"2020-08-21",85.419998,85.760002,83.970001,84.260002,1115500,78.101837
"2020-08-24",83.849998,87.199997,83.160004,87.129997,1363400,80.762062
"2020-08-25",87.360001,88.519997,86.199997,88.410004,1586300,81.948517
"2020-08-26",88.370003,88.370003,85.269997,85.949997,1421700,79.668304
"2020-08-27",86.160004,88.610001,86.160004,88.480003,906600,82.013397
"2020-08-28",88.400002,89.309998,87.540001,88.940002,1038000,82.439789
"2020-08-31",88.620003,88.849998,86.120003,86.870003,1140300,80.521088
"2020-09-01",85.949997,86.43,85.199997,85.360001,825000,79.121422
"2020-09-02",85.349998,87.190002,84.879997,87.010002,1218500,80.650833
"2020-09-03",87.449997,90.25,86.709999,87.629997,901200,81.225525
"2020-09-04",87.800003,89.010002,86.220001,87.809998,1098100,81.392365
"2020-09-08",87.43,87.75,86.269997,86.580002,1750800,80.252258
"2020-09-09",86.980003,87.879997,85.190002,85.510002,1542900,79.26046
"2020-09-10",85.239998,86.349998,84.160004,84.5,1791100,78.32428
"2020-09-11",84.540001,84.629997,82.5,83.209999,1414400,77.128571
"2020-09-14",83.989998,86.529999,83.989998,85.910004,986200,79.631241
"2020-09-15",86.25,89.559998,86.25,87.769997,1044500,81.355286
"2020-09-16",87.760002,90.68,86.43,89.93,1771100,83.357437
"2020-09-17",88.940002,89.910004,87.389999,87.870003,1466900,81.447983
"2020-09-18",86.970001,87.540001,84.709999,84.870003,2147300,78.667244
"2020-09-21",84,84.370003,80.790001,81.110001,2080500,75.182045
"2020-09-22",81.050003,83.360001,80.199997,80.5,2217200,74.616631
"2020-09-23",80.080002,81.82,78.940002,79,1610200,73.22625
"2020-09-24",79.190002,80.43,78.440002,79.379997,982500,73.578476
"2020-09-25",78.580002,80.480003,78.410004,80.379997,844600,74.505394
"2020-09-28",82.220001,84.040001,81.889999,82.730003,1297100,76.683647
"2020-09-29",81.309998,81.769997,79,80.279999,939600,75.304741
"2020-09-30",80.82,82.110001,79.279999,80.300003,1320900,75.323517
"2020-10-01",80.599998,82.900002,80.370003,82.830002,885800,77.696709
"2020-10-02",81.239998,85.540001,80.720001,85.269997,1098800,79.985489
"2020-10-05",85.919998,86.339996,83.32,84.5,941300,79.263214
"2020-10-06",85.089996,85.709999,82.610001,82.940002,1296000,77.799904
"2020-10-07",83.190002,83.989998,82.019997,82.379997,1213500,77.274597
"2020-10-08",83.07,84.75,82.739998,84.169998,1566000,78.953667
"2020-10-09",84.5,84.5,82,82.779999,970800,77.649818
"2020-10-12",82.779999,83.230003,81.860001,82.699997,809700,77.57476
"2020-10-13",81.580002,81.809998,79.099998,79.760002,1396600,74.816978
"2020-10-14",79.760002,80.400002,79.129997,79.610001,1011100,74.67627
"2020-10-15",79,80.290001,78.800003,79.5,725100,74.573082
"2020-10-16",79.160004,79.209999,77.239998,77.669998,1109400,72.856499
"2020-10-19",76.830002,77.510002,75.790001,76,1137700,71.290001
"2020-10-20",77.199997,77.660004,75.959999,76.139999,769900,71.421318
"2020-10-21",75.68,76.32,74.900002,76.050003,868700,71.336891
"2020-10-22",76.080002,77.480003,75.809998,77.220001,622300,72.434387
"2020-10-23",77.849998,78.239998,76.82,77.669998,525700,72.856499
"2020-10-26",77,77.029999,74.639999,75.410004,1013600,70.736557
"2020-10-27",74.970001,75.550003,73.540001,73.739998,1204700,69.170052
"2020-10-28",73.019997,73.019997,70.589996,71.150002,2042700,66.740562
"2020-10-29",70.730003,72.230003,69.690002,71.639999,1604300,67.200195
"2020-10-30",71.5,72.550003,71.010002,72.410004,1073900,67.922493
"2020-11-02",73.260002,76.120003,72.32,76.050003,1230000,71.336891
"2020-11-03",76.900002,78.330002,76.290001,77.900002,996000,73.072235
"2020-11-04",77.769997,77.769997,74.410004,74.489998,1041600,69.873566
"2020-11-05",74.559998,75.790001,74.139999,74.739998,1727900,70.108078
"2020-11-06",75.349998,75.849998,72.529999,73.410004,1254000,68.860512
"2020-11-09",83.279999,96.449997,83.279999,88.769997,4745200,83.268593
"2020-11-10",89.389999,93.339996,88.629997,92.529999,3635000,86.795563
"2020-11-11",91.989998,91.989998,88.260002,90.800003,1640900,85.172791
"2020-11-12",89.879997,90.230003,86.330002,87.089996,1423300,81.692703
"2020-11-13",88.010002,91.709999,87.949997,91.620003,1743500,85.941963
"2020-11-16",96.050003,97.360001,94.269997,96.599998,1664400,90.613342
"2020-11-17",95.150002,99.370003,94.220001,98.459999,1851200,92.35807
"2020-11-18",98.709999,99.889999,96.120003,96.120003,1606800,90.163086
"2020-11-19",95.199997,97.959999,94.120003,97.419998,1445800,91.382515
"2020-11-20",98.129997,98.610001,96.43,98.379997,1514400,92.283012
"2020-11-23",99.43,101.610001,99.160004,100.389999,2204400,94.168457
"2020-11-24",102.309998,105.93,102.309998,104.43,1741900,97.958084
"2020-11-25",103.419998,103.68,100.919998,102.349998,1635400,96.006996
"2020-11-27",102.769997,103.150002,101.059998,102.43,427700,96.082024
"2020-11-30",101.730003,102.330002,98.050003,98.160004,2230400,92.076653
"2020-12-01",99.980003,100.730003,99.279999,99.830002,1196200,93.64315
"2020-12-02",99.949997,101.699997,99.099998,101.050003,1240400,94.787552
"2020-12-03",101.25,103.830002,101.050003,103.330002,882600,96.926254
"2020-12-04",104.349998,105.980003,103.860001,105.32,814300,98.792923
"2020-12-07",105.18,105.18,102.730003,102.949997,817800,96.569786
"2020-12-08",102.080002,103.07,101.040001,101.459999,1051600,95.172142
"2020-12-09",101.769997,102.199997,99.43,100.480003,1358600,94.252884
"2020-12-10",99.550003,102.139999,99.07,101.900002,1493300,95.584877
"2020-12-11",100.690002,101.949997,99.169998,99.980003,687300,93.783875
"2020-12-14",100,101.489998,98.110001,98.5,1217500,92.395576
"2020-12-15",98.989998,101.040001,97.349998,101,1499300,94.740654
"2020-12-16",103.879997,105.449997,99.769997,100.699997,1327800,94.459236
"2020-12-17",102.800003,102.800003,99.75,100.419998,1311100,94.196594
"2020-12-18",100.82,101.040001,95.089996,96.110001,3082600,90.153702
"2020-12-21",94.730003,94.839996,92.510002,94.050003,1561900,88.221375
"2020-12-22",94.769997,94.769997,92.330002,92.889999,1448900,87.133247
"2020-12-23",93.739998,94.589996,92.150002,92.599998,1014000,86.861237
"2020-12-24",93.199997,94.010002,91.470001,93.93,367300,88.10881
"2020-12-28",93.959999,95.480003,93.379997,95.139999,762400,89.24382
"2020-12-29",95.580002,96.449997,93.010002,93.290001,820500,87.508469
"2020-12-30",92.940002,94.489998,92.809998,93.870003,707900,88.987328
"2020-12-31",93.379997,94.699997,92.330002,94.529999,562900,89.612999
"2021-01-04",95.300003,95.959999,90.75,90.82,1240100,86.095985
"2021-01-05",91.32,92.82,89.989998,90.089996,1200500,85.403931
"2021-01-06",90.660004,92.769997,89.760002,91.419998,1960000,86.664757
"2021-01-07",91.449997,91.449997,89.379997,90.25,1179600,85.555618
"2021-01-08",90.050003,90.879997,89.139999,90.040001,1123300,85.356552
"2021-01-11",89.050003,90.279999,88.779999,89.589996,1534100,84.929947
"2021-01-12",90.18,91.68,89.199997,91.459999,1075500,86.702682
"2021-01-13",91.550003,92.93,91.349998,92.089996,1302100,87.299919
"2021-01-14",92.970001,95,92,94.550003,1209900,89.631958
"2021-01-15",94.209999,95.440002,92.669998,95.150002,1026600,90.200752
"2021-01-19",95.540001,95.540001,92.860001,93.290001,1139300,88.4375
"2021-01-20",92.849998,94.870003,92.519997,93.559998,947400,88.693451
"2021-01-21",93.010002,93.809998,90.769997,91.980003,1472700,87.195633
"2021-01-22",91.089996,91.599998,90.150002,91.300003,809100,86.551003
"2021-01-25",90.699997,91.949997,89.5,91.279999,1107000,86.532043
"2021-01-26",92.029999,93.110001,91.230003,92.720001,944000,87.897141
"2021-01-27",92,92.07,88.449997,89.720001,1582900,85.053192
"2021-01-28",89.940002,94.059998,89.489998,91.919998,1576500,87.138756
"2021-01-29",90.82,93.580002,90.07,91.269997,1633700,86.522552
"2021-02-01",91.599998,91.949997,88.879997,90.230003,1527200,85.536674
"2021-02-02",90.68,90.68,88.889999,90.5,1223600,85.792618
"2021-02-03",89.980003,91.589996,88.889999,91.019997,1000900,86.285553
"2021-02-04",91.510002,93.199997,91.07,92.419998,1013000,87.61274
"2021-02-05",93.400002,93.400002,91.379997,92.120003,878900,87.328354
"2021-02-08",92.300003,95.510002,92.019997,95.349998,1132100,90.390335
"2021-02-09",95.699997,96.169998,94.739998,95.980003,752300,90.987579
"2021-02-10",96.599998,97.779999,94.480003,94.669998,1106400,89.745712
"2021-02-11",94.720001,95.099998,93.32,94.93,896400,89.992188
"2021-02-12",94.440002,95.139999,93.330002,94.099998,593700,89.20536
"2021-02-16",94.5,94.919998,92.480003,92.720001,1258400,87.897141
"2021-02-17",93.279999,93.279999,91.690002,92.75,912600,87.925583
"2021-02-18",92.290001,92.790001,90.970001,91.669998,795600,86.901756
"2021-02-19",91.809998,92.82,91.160004,92.239998,903800,87.442108
"2021-02-22",92.660004,96.75,92.290001,96.459999,1610700,91.442604
"2021-02-23",97,101.620003,96.209999,101.139999,2203900,95.879173
"2021-02-24",101.720001,105.18,101.129997,104.690002,1347500,99.24453
"2021-02-25",105.080002,106.940002,101.800003,102.720001,1493600,97.376991
"2021-02-26",101.940002,102.720001,99.099998,99.129997,1360800,93.973724
"2021-03-01",100.790001,103.290001,100.269997,101.290001,1193100,96.02137
"2021-03-02",100.690002,101.699997,99.290001,101.389999,1256700,96.116173
"2021-03-03",101.730003,105.879997,101.610001,104.540001,1411000,99.102325
"2021-03-04",104.75,105.75,99.480003,100.919998,1618700,95.670609
"2021-03-05",101.830002,102.879997,99.470001,102.260002,834300,96.940918
"2021-03-08",102.889999,108.349998,102.099998,107.800003,1224900,102.192749
"2021-03-09",107.800003,108.650002,105.730003,105.769997,1441800,100.268341
"2021-03-10",105.720001,107.599998,104.790001,106.510002,830900,100.969841
"2021-03-11",106.510002,108.650002,105.660004,107.290001,1397800,101.709274
"2021-03-12",108.330002,110.360001,107.169998,108.589996,1268400,102.941658
"2021-03-15",107.440002,108.529999,105.779999,107.040001,856000,101.472275
"2021-03-16",106.970001,107.260002,104.800003,106.019997,726100,100.505341
"2021-03-17",105.730003,106.550003,104.620003,106.110001,708300,100.59066
"2021-03-18",106.330002,107.5,105.07,105.690002,973200,100.192505
"2021-03-19",105.269997,106.32,104.169998,104.389999,1356900,98.960129
"2021-03-22",104.010002,104.849998,102.330002,102.440002,1371900,97.111549
"2021-03-23",102.269997,103.440002,101.470001,102.25,1016900,96.931442
"2021-03-24",102.720001,104.599998,102.720001,102.75,1076800,97.405434
"2021-03-25",102.25,104.949997,100.709999,104.669998,727700,99.225548
"2021-03-26",105.199997,107.190002,104.699997,107.07,764400,101.500725
"2021-03-29",106.459999,106.739998,102.940002,103.080002,1463000,97.718262
"2021-03-30",102.449997,103.629997,101.849998,103.010002,1122700,98.589218
"2021-03-31",102.389999,102.830002,100.529999,101.260002,1268900,96.914322
"2021-04-01",101.589996,104.400002,101.589996,104.260002,776700,99.785568
"2021-04-05",104.769997,105.129997,102.239998,104.019997,1199800,99.555862
"2021-04-06",103.470001,104.559998,103.239998,104.260002,1450900,99.785568
"2021-04-07",104.510002,105.419998,103.589996,104.699997,856400,100.20668
"2021-04-08",104.290001,104.620003,103.260002,103.870003,768200,99.412308
"2021-04-09",104.290001,105.120003,103.699997,104.739998,963400,100.244965
"2021-04-12",105.110001,105.43,103.800003,105.190002,947500,100.675652
"2021-04-13",105.199997,105.830002,104.18,105.599998,1185400,101.068054
"2021-04-14",105.800003,106.709999,105.150002,105.709999,833300,101.17334
"2021-04-15",106.07,106.510002,104.870003,105.480003,817100,100.953209
"2021-04-16",105.989998,106.029999,104.489998,105.440002,1193600,100.914925
"2021-04-19",105.790001,106.470001,104.389999,106.150002,983800,101.594452
"2021-04-20",104.949997,106.190002,104.800003,106.129997,1052100,101.57531
"2021-04-21",106.169998,107.5,105.510002,107.400002,1622400,102.790817
"2021-04-22",107.5,107.910004,105.309998,106,1595200,101.45089
"2021-04-23",105.959999,106.589996,105.599998,106.050003,798800,101.498749
"2021-04-26",106.32,107.900002,106.32,107.330002,1124000,102.723816
"2021-04-27",107.620003,108.779999,106.639999,108.099998,904400,103.46077
"2021-04-28",108.379997,108.379997,106.959999,107.540001,1394800,102.924805
"2021-04-29",108.089996,110.220001,108.089996,109.419998,796100,104.724121
"2021-04-30",109.129997,109.559998,108.330002,109.349998,1369000,104.657127
"2021-05-03",109.629997,110,107.709999,108.080002,909100,103.441628
"2021-05-04",108.330002,109.43,107.220001,108.419998,794800,103.767029
"2021-05-05",107.870003,108.400002,105.360001,106.190002,1150800,101.632744
"2021-05-06",106.68,107.940002,106.050003,107.510002,771400,102.896095
"2021-05-07",107,108.620003,106.730003,108.160004,905500,103.518188
"2021-05-10",109.120003,110.540001,108.129997,108.209999,1065400,103.566048
"2021-05-11",107.5,108.309998,106.18,107.589996,706200,102.972656
"2021-05-12",107.610001,108.019997,103.540001,103.809998,1399100,99.354881
"2021-05-13",103.550003,106.769997,103.199997,106.010002,1243500,101.460464
"2021-05-14",106.199997,108.339996,106.120003,108.199997,1049300,103.55648
"2021-05-17",108.199997,110.480003,107.68,110.139999,1427600,105.413223
"2021-05-18",110.129997,113.150002,109.639999,112.410004,1511800,107.585815
"2021-05-19",111.940002,111.940002,108.190002,109.440002,1370800,104.743263
"2021-05-20",109.300003,111.260002,108.5,110.5,1351400,105.757774
"2021-05-21",110.870003,112.839996,110.660004,112.080002,1180500,107.269958
"2021-05-24",112.82,115.290001,112.419998,114.989998,1054100,110.055069
"2021-05-25",113.550003,114.809998,113.040001,114.43,1682300,109.519112
"2021-05-26",114.779999,116.68,113.760002,116.059998,1308400,111.079147
"2021-05-27",116.690002,117.339996,116.089996,116.650002,1950300,111.643837
"2021-05-28",117.160004,117.959999,116.550003,117.559998,676500,112.514778
"2021-06-01",118,120.209999,117.809998,120,1124800,114.850075
"2021-06-02",121.18,121.470001,119.449997,121.419998,921600,116.209114
"2021-06-03",121.050003,121.419998,119.620003,120.120003,890800,114.964912
"2021-06-04",120.400002,120.779999,119.220001,120.269997,826100,115.108467
"2021-06-07",120.669998,123.709999,120.190002,123.150002,850800,117.864876
"2021-06-08",122.800003,123.720001,122.18,122.349998,1068500,117.099213
"2021-06-09",122.720001,123.18,122.209999,122.379997,567800,117.127914
"2021-06-10",122.93,123.25,121.849998,122.690002,1391100,117.424614
"2021-06-11",122.290001,123.25,121.580002,123.169998,999100,117.884026
"2021-06-14",123.5,124.239998,123.260002,124.029999,1111100,118.707108
"2021-06-15",123.690002,124.18,121.449997,122,1374000,116.764229
"2021-06-16",122,123.110001,120.82,121.099998,1493200,115.902855
"2021-06-17",121.489998,121.760002,118.959999,119.260002,1038200,114.141823
"2021-06-18",118.019997,118.989998,117.220001,117.260002,1863000,112.227669
"2021-06-21",118.25,120.110001,118.029999,119.629997,1133100,114.495941
"2021-06-22",119.260002,119.370003,117.5,117.760002,1349600,112.706207
"2021-06-23",118.419998,119.629997,117.629997,118.720001,1299600,113.625008
"2021-06-24",119.019997,119.620003,117.389999,119.07,1242600,113.959976
"2021-06-25",119.230003,120.239998,118.510002,119.800003,880700,114.658661
"2021-06-28",119.599998,119.809998,115.019997,116.730003,1437700,111.720406
"2021-06-29",115.449997,116.339996,113.790001,113.830002,912900,109.867241
"2021-06-30",113.559998,115.160004,113.559998,114.589996,927800,110.600777
"2021-07-01",114.599998,116.290001,114.190002,114.940002,803600,110.938599
"2021-07-02",115.110001,116.300003,114.559998,116.07,849200,112.029259
"2021-07-06",115.879997,116.510002,114.18,116.279999,1378100,112.231949
"2021-07-07",115.07,115.330002,113.75,114.379997,1534000,110.398087
"2021-07-08",113.300003,114.580002,112.379997,113.449997,1008900,109.500465
"2021-07-09",114.830002,117.239998,114.279999,117.169998,925700,113.090965
"2021-07-12",116.529999,119,116.5,118.709999,828800,114.577354
"2021-07-13",118.690002,118.970001,116.040001,116.32,460700,112.270561
"2021-07-14",116.059998,117.32,115.860001,116.800003,648300,112.733841
"2021-07-15",116.580002,117.040001,115.900002,116.610001,413500,112.550453
"2021-07-16",117.080002,117.300003,115.809998,116.139999,545600,112.096825
"2021-07-19",114.199997,114.230003,109.5,110.709999,1555800,106.855865
"2021-07-20",111.379997,116.300003,110.989998,116.040001,1064000,112.000313
"2021-07-21",116.910004,119.230003,116.330002,117.040001,626500,112.965492
"2021-07-22",116.480003,116.5,113.709999,114.5,912600,110.513908
"2021-07-23",115.480003,115.830002,113.760002,114.900002,796800,110.899986
"2021-07-26",114.699997,116.169998,114.309998,115.379997,719800,111.363281
"2021-07-27",115.349998,116.75,114.300003,116.239998,725900,112.193344
"2021-07-28",117.769997,119.360001,113.529999,118,1292300,113.892067
"2021-07-29",118.940002,119.900002,118.330002,118.410004,618500,114.287804
"2021-07-30",118.879997,120.25,117.260002,117.379997,926300,113.293655
"2021-08-02",118.290001,120.230003,116.230003,116.339996,514400,112.289864
"2021-08-03",117.099998,117.099998,114.099998,116.07,599200,112.029259
"2021-08-04",115.239998,116.699997,114.610001,114.690002,516400,110.697304
"2021-08-05",115.860001,116.980003,115.540001,116.870003,539100,112.801414
"2021-08-06",117.730003,118.709999,117.339996,117.900002,564600,113.795547
"2021-08-09",117.050003,117.830002,116.190002,117.220001,363100,113.139229
"2021-08-10",117.43,117.529999,116.120003,116.269997,520600,112.222298
"2021-08-11",116.879997,118.160004,115.980003,118.099998,820500,113.988586
"2021-08-12",117.980003,118.459999,116.690002,117.639999,510100,113.544609
"2021-08-13",117.629997,118.239998,117.349998,117.910004,431400,113.805214
"2021-08-16",117.5,118.949997,116.669998,117,568700,112.92688
"2021-08-17",115.940002,116.629997,113.699997,115.959999,907900,111.923096
"2021-08-18",115.260002,115.32,113.07,113.260002,635600,109.317085
"2021-08-19",112.709999,114.129997,111.510002,112.870003,970600,108.940666
"2021-08-20",112.260002,113.889999,111.209999,113.120003,813700,109.181961
"2021-08-23",113.790001,114.260002,113.120003,113.839996,531800,109.876884
"2021-08-24",114.019997,114.629997,112.959999,114.32,515200,110.340179
"2021-08-25",114.309998,115.18,113.059998,113.980003,488800,110.012016
"2021-08-26",114.110001,114.110001,111.809998,111.970001,626300,108.071999
"2021-08-27",112.510002,113.669998,112.5,113.089996,749400,109.153
"2021-08-30",113.059998,113.669998,110.650002,111.970001,896000,108.071999
"2021-08-31",111.959999,113.970001,111.68,112.989998,821700,109.056488
"2021-09-01",113.900002,116.379997,113.540001,115.459999,739100,111.440491
"2021-09-02",115.75,116.139999,113.970001,115.019997,446200,111.015808
"2021-09-03",114.449997,114.739998,112.199997,113.879997,566400,109.915504
"2021-09-07",114.339996,115.379997,112.419998,113.519997,773000,109.568031
"2021-09-08",112.910004,114.410004,112.629997,113.690002,389400,109.732124
"2021-09-09",112.709999,113.349998,111.370003,111.400002,536000,107.521835
"2021-09-10",111.400002,111.589996,108.050003,108.110001,714700,104.346375
"2021-09-13",108.940002,111.099998,108.209999,110.629997,540700,106.778641
"2021-09-14",111.379997,111.43,109.589996,110.379997,452300,106.537346
"2021-09-15",110.330002,111.68,110.040001,111.379997,540800,107.502533
"2021-09-16",111.110001,112.220001,110.870003,111.169998,501100,107.299835
"2021-09-17",110.68,111.309998,109.879997,109.989998,1450100,106.160927
"2021-09-20",108.599998,110.339996,107.68,109.510002,644800,105.697639
"2021-09-21",110.480003,111.25,108.720001,108.800003,505400,105.01236
"2021-09-22",109.730003,112.07,109.129997,111.209999,668400,107.338448
"2021-09-23",112.040001,114.050003,112.010002,112.449997,839100,108.535278
"2021-09-24",112.419998,113.669998,112.169998,112.769997,974900,108.844147
"2021-09-27",113.970001,115.330002,113.139999,113.25,616500,109.307426
"2021-09-28",113.239998,114.059998,112.389999,112.940002,596100,109.008232
"2021-09-29",112.099998,113.330002,111.139999,111.220001,551700,108.287735
"2021-09-30",111.650002,111.650002,108.309998,108.349998,786400,105.493393
"2021-10-01",109.019997,112.209999,108.720001,111.82,562200,108.871918
"2021-10-04",111.489998,112.919998,111.150002,111.980003,466500,109.027702
"2021-10-05",112.010002,112.370003,110.449997,111.110001,590800,108.180641
"2021-10-06",110.309998,113.040001,109.209999,112.900002,823700,109.923447
"2021-10-07",113.860001,114.440002,112.839996,113.459999,648200,110.468674
"2021-10-08",113.629997,114.68,113.010002,113.849998,640700,110.848396
"2021-10-11",113.540001,114.849998,113.540001,114.68,630200,111.656509
"2021-10-12",114.389999,116.949997,113.480003,116.120003,823000,113.058556
"2021-10-13",115.599998,115.870003,113.559998,115.779999,682900,112.727509
"2021-10-14",116.769997,116.769997,115.360001,116.25,727600,113.185127
"2021-10-15",116.949997,117.669998,116.519997,116.959999,624300,113.876396
"2021-10-18",116.339996,116.629997,115.230003,115.860001,610600,112.805405
"2021-10-19",116.459999,116.75,115.290001,116.129997,636800,113.068291
"2021-10-20",116.080002,119.279999,115.93,119.050003,787400,115.911301
"2021-10-21",119.190002,119.190002,116.120003,116.93,479100,113.847191
"2021-10-22",117.419998,118.360001,116.5,117.830002,443200,114.723473
"2021-10-25",117.940002,118.080002,116.889999,117.260002,490100,114.168495
"2021-10-26",117.260002,119.260002,116.610001,118.690002,741700,115.560799
"2021-10-27",120,120.110001,114.879997,115.220001,1060100,112.182281
"2021-10-28",115.779999,116.010002,112.339996,114.160004,872500,111.15023
"2021-10-29",113.860001,114.620003,113.440002,113.639999,1179200,110.643929
"2021-11-01",114.230003,114.860001,112.629997,114.540001,700700,111.52021
"2021-11-02",115.199997,115.199997,113.32,113.849998,659200,110.848396
"2021-11-03",113.370003,117.510002,113.370003,117.07,573000,113.983505
"2021-11-04",117.239998,117.309998,114.010002,114.720001,560900,111.695457
"2021-11-05",116.690002,118.190002,115.620003,116.910004,1038800,113.827728
"2021-11-08",117.970001,119.230003,117.650002,118.449997,555300,115.327118
"2021-11-09",118.5,118.919998,116.900002,117.510002,368100,114.411903
"2021-11-10",117.099998,118.550003,117.099998,117.419998,388000,114.324272
"2021-11-11",117.360001,118.510002,116.510002,118.209999,325800,115.093452
"2021-11-12",118.220001,119.209999,117.68,118,397900,114.888992
"2021-11-15",118.720001,120.699997,118.110001,120.660004,540000,117.478851
"2021-11-16",120.580002,120.699997,117.260002,117.849998,595400,114.742935
"2021-11-17",117.370003,117.480003,114.040001,117.239998,660900,114.149017
"2021-11-18",117.709999,119.620003,117.120003,119.279999,545300,116.135239
"2021-11-19",119.199997,119.199997,115.419998,116.940002,840500,113.856926
"2021-11-22",117,119.559998,116.419998,118.129997,677300,115.015556
"2021-11-23",118.959999,119.660004,117.610001,117.910004,610600,114.801361
"2021-11-24",117.339996,118.470001,116.919998,118.110001,368100,114.996086
"2021-11-26",114.75,114.75,109.650002,111.68,724400,108.735611
"2021-11-29",112.489998,112.489998,109.029999,110.339996,761400,107.430931
"2021-11-30",108.75,108.959999,106.449997,107.839996,1635200,104.996841
"2021-12-01",110.279999,111.459999,105.18,105.300003,798000,102.523819
"2021-12-02",106.07,111.419998,105.879997,110.489998,990100,107.576981
"2021-12-03",111.059998,111.989998,108.75,110.220001,910600,107.314095
"2021-12-06",112.82,115.419998,111.18,113.43,1007200,110.439468
"2021-12-07",114.230003,115.230003,113.790001,115.18,840700,112.143333
"2021-12-08",115.279999,118.349998,114.940002,117.349998,753500,114.256119
"2021-12-09",116.400002,116.400002,113.239998,114.809998,959600,111.783089
"2021-12-10",115.739998,115.739998,112.510002,114.099998,690700,111.091812
"2021-12-13",113.510002,114.470001,110.809998,113.800003,673500,110.799713
"2021-12-14",113,115.019997,113,114.279999,824400,111.267067
"2021-12-15",115.019997,115.730003,113.199997,115.660004,811300,112.61068
"2021-12-16",116.199997,116.199997,113.040001,114.019997,925000,111.013908
"2021-12-17",114.260002,115.43,113.279999,114.199997,1985300,111.189171
"2021-12-20",112.459999,112.75,108.589996,111.32,766300,108.385101
"2021-12-21",112.5,115.879997,112.120003,114.800003,802200,111.773354
"2021-12-22",114.080002,115.059998,113.300003,114.669998,693400,111.646782
"2021-12-23",114.559998,115.220001,113.480003,114.260002,864000,111.247597
"2021-12-27",114.260002,115.940002,113.43,115.900002,545900,112.844353
"2021-12-28",115.370003,116.279999,114.510002,115.309998,484800,112.269897
"2021-12-29",115.669998,115.919998,114.089996,115.580002,346600,112.532791
"2021-12-30",115,116.760002,114.870003,115.720001,510900,113.632591
"2021-12-31",115.580002,116.440002,115.169998,115.18,431700,113.102325
"2022-01-03",116.599998,120,116.019997,119.940002,1100900,117.776466
"2022-01-04",121.18,124.849998,121.18,123.93,1242600,121.694489
"2022-01-05",124.279999,125.339996,121.889999,122.260002,1042800,120.054619
"2022-01-06",123.449997,124.980003,122.18,124.800003,1045200,122.548798
"2022-01-07",125,128,124.849998,125.629997,1099000,123.363823
"2022-01-10",125.830002,126.169998,124.400002,125.110001,590300,122.85321
"2022-01-11",125,125,122.419998,123.470001,761300,121.24279
"2022-01-12",123.419998,124.190002,122.599998,123.519997,518600,121.291885
"2022-01-13",123.510002,126.419998,123.379997,125.709999,700600,123.442375
