"","GPN.Open","GPN.High","GPN.Low","GPN.Close","GPN.Volume","GPN.Adjusted"
"2020-12-31",210.080002,215.699997,209.729996,215.419998,1226300,213.429504
"2021-01-04",215.080002,215.509995,204.039993,207.220001,2141400,205.305267
"2021-01-05",207,209.300003,205.110001,205.360001,1228500,203.462463
"2021-01-06",205.860001,212.279999,205.080002,207.330002,1485400,205.414276
"2021-01-07",207.830002,210.429993,207.179993,208.119995,1089000,206.19696
"2021-01-08",208.119995,210.389999,205.050003,206.320007,1533500,204.41362
"2021-01-11",203.979996,205.449997,200.720001,201.270004,1188000,199.410278
"2021-01-12",200.889999,202.100006,197.360001,200.539993,1243200,198.686996
"2021-01-13",200.740005,201.960007,198.949997,199.050003,1154600,197.210754
"2021-01-14",200.119995,200.179993,193.539993,194,2147700,192.207428
"2021-01-15",192.960007,193.729996,189.179993,191.380005,1993100,189.611633
"2021-01-19",192.399994,193.619995,187.679993,187.75,2044200,186.015182
"2021-01-20",189.470001,192.5,187.619995,190.740005,2745000,188.97757
"2021-01-21",191.110001,191.889999,189.059998,189.259995,1469300,187.511215
"2021-01-22",187.389999,188.979996,186.089996,187.520004,2056800,185.787323
"2021-01-25",186.889999,188.410004,182.5,185.080002,1835800,183.369827
"2021-01-26",185.770004,188.710007,184.850006,186.339996,2015300,184.618195
"2021-01-27",183.240005,183.240005,176.25,177.580002,3043600,175.939148
"2021-01-28",179.570007,185.059998,179.570007,182.25,2632900,180.565994
"2021-01-29",182.300003,183.139999,175.589996,176.520004,2633400,174.888931
"2021-02-01",178.509995,183.029999,178.509995,182.910004,1665700,181.21991
"2021-02-02",185.899994,192.649994,185.449997,190.770004,1789000,189.007278
"2021-02-03",190.5,194.910004,188.809998,194.009995,2219200,192.217316
"2021-02-04",195.520004,199.720001,195.009995,197.880005,1686100,196.05159
"2021-02-05",199.020004,200.789993,197.029999,198.270004,1480400,196.437973
"2021-02-08",202.25,206.850006,196.630005,200.330002,3426200,198.478928
"2021-02-09",197.600006,204.910004,197.600006,203.279999,1571400,201.401672
"2021-02-10",203.740005,204.960007,201.820007,202.229996,1891500,200.361374
"2021-02-11",201.729996,202.910004,198.449997,199.639999,1697100,197.795303
"2021-02-12",197.570007,199.139999,195.309998,197.179993,1639000,195.358047
"2021-02-16",198.070007,198.399994,194.380005,196.699997,1519300,194.882492
"2021-02-17",196,196,192.160004,192.850006,2268300,191.068069
"2021-02-18",191.740005,196.199997,190.580002,193.720001,1318900,191.930008
"2021-02-19",194.509995,196.139999,193.199997,194.179993,2018800,192.385757
"2021-02-22",192.339996,199.080002,191.089996,196.059998,2532200,194.248398
"2021-02-23",196.389999,200.190002,193.490005,197.899994,2479800,196.071396
"2021-02-24",197.820007,205.880005,196.669998,204.270004,1766500,202.382553
"2021-02-25",203.169998,204.300003,197.880005,199.389999,2199500,197.547607
"2021-02-26",200.5,201.460007,196,197.990005,1619500,196.160568
"2021-03-01",201.179993,202.690002,199.429993,202.179993,1818100,200.311844
"2021-03-02",202.139999,205.339996,201.320007,202.100006,1956200,200.23259
"2021-03-03",201.380005,202.660004,200.619995,200.789993,1242300,198.934692
"2021-03-04",200.539993,201.139999,192.660004,194.539993,2155700,192.742432
"2021-03-05",196.720001,198.990005,192.789993,198.289993,1529100,196.457779
"2021-03-08",199.160004,207.639999,198.419998,203.330002,2311200,201.451218
"2021-03-09",205.740005,210.279999,205.059998,205.169998,1686800,203.274216
"2021-03-10",206.050003,210.25,205.100006,209.559998,1706600,207.623657
"2021-03-11",210.929993,213,209.490005,209.860001,2419600,208.114548
"2021-03-12",209.369995,215.160004,209.039993,215.059998,1671500,213.271286
"2021-03-15",214.210007,216.490005,212.970001,215.550003,1130100,213.757217
"2021-03-16",216.289993,216.289993,212.339996,215.429993,1279300,213.638214
"2021-03-17",215.820007,216.389999,211.830002,212.470001,1365800,210.70285
"2021-03-18",211.080002,211.940002,205.899994,206,2106200,204.286636
"2021-03-19",206.25,207.880005,204.539993,205.470001,3603300,203.761063
"2021-03-22",204.649994,206.130005,203.229996,203.869995,1956200,202.174362
"2021-03-23",203,203.800003,199.809998,200.809998,1600500,199.139801
"2021-03-24",201.449997,203.970001,201.369995,201.669998,1099300,199.992661
"2021-03-25",200.509995,205.199997,199.679993,205.070007,1579100,203.36438
"2021-03-26",206.330002,209.490005,204.800003,209.169998,1326000,207.430283
"2021-03-29",208.100006,208.240005,202.419998,205.509995,1565700,203.80072
"2021-03-30",205.75,206.110001,203.850006,204.389999,1515800,202.690048
"2021-03-31",204.309998,205.350006,201.490005,201.580002,1506600,199.903397
"2021-04-01",202.929993,208.070007,202.369995,207.970001,1144800,206.240265
"2021-04-05",209.289993,210.960007,206.740005,209.910004,1074500,208.164139
"2021-04-06",208.399994,208.979996,207.470001,208.279999,734200,206.547668
"2021-04-07",208.949997,210.960007,208.789993,209.679993,977000,207.936035
"2021-04-08",209.940002,213.289993,209.940002,212.809998,922200,211.039993
"2021-04-09",212.789993,213.529999,210.940002,213.300003,745700,211.52594
"2021-04-12",213.279999,215.130005,212.479996,214.460007,1008900,212.6763
"2021-04-13",213.050003,215.5,212.570007,213.649994,759600,211.873016
"2021-04-14",213.830002,216.149994,213,213.389999,1109000,211.615173
"2021-04-15",215.210007,219.139999,215.210007,217.639999,1169300,215.829819
"2021-04-16",219.050003,220.25,217.199997,217.800003,973800,215.98851
"2021-04-19",217.460007,218.029999,214.710007,215.899994,598900,214.104309
"2021-04-20",214.880005,215.339996,212.119995,213.029999,843300,211.258179
"2021-04-21",213.809998,216.389999,213.449997,215.169998,756200,213.380371
"2021-04-22",214.830002,217.880005,213.539993,216.179993,894000,214.381958
"2021-04-23",215.919998,219.740005,215.100006,216.919998,923800,215.115814
"2021-04-26",217.669998,220.809998,216.339996,218.360001,933900,216.543839
"2021-04-27",218.210007,218.679993,215.830002,216.5,730000,214.699326
"2021-04-28",217.029999,219.990005,217.029999,217.869995,583300,216.057922
"2021-04-29",219.229996,219.639999,216.539993,219.240005,619200,217.416534
"2021-04-30",217.199997,217.740005,213.860001,214.630005,1023100,212.844879
"2021-05-03",215.779999,216.75,211.940002,212.470001,1253600,210.70285
"2021-05-04",210.059998,210.119995,203.929993,205.5,1740800,203.790802
"2021-05-05",207.25,207.25,199.800003,200.25,1596500,198.584473
"2021-05-06",200.940002,201.160004,197.419998,200.880005,1819000,199.209244
"2021-05-07",201.610001,202.839996,200.360001,201.410004,1360600,199.734833
"2021-05-10",201.75,201.979996,195.229996,195.309998,1552500,193.685562
"2021-05-11",193.25,196.580002,191.110001,195.059998,1937700,193.437622
"2021-05-12",193.490005,196.669998,192.5,194.929993,2046700,193.308716
"2021-05-13",196,198.339996,194.630005,196.679993,1522700,195.044144
"2021-05-14",198.020004,200.25,197.309998,198.929993,1229400,197.275436
"2021-05-17",197.369995,198.130005,195.440002,196.809998,960700,195.173096
"2021-05-18",197.429993,198.160004,195.339996,195.559998,1388000,193.933472
"2021-05-19",192.089996,194.850006,190.949997,194.770004,1747900,193.15004
"2021-05-20",195.630005,197.970001,194.830002,195.460007,1606000,193.83432
"2021-05-21",196.289993,197.229996,193.470001,193.600006,1894400,191.989777
"2021-05-24",195.130005,196.100006,194.460007,195.25,2180400,193.626068
"2021-05-25",195.240005,196.199997,193.770004,195.110001,2013700,193.487228
"2021-05-26",194.580002,195.570007,192.190002,192.809998,1747600,191.206345
"2021-05-27",194,195.369995,192.789993,193.210007,2154900,191.603027
"2021-05-28",194,194.949997,192.679993,193.710007,1638700,192.098862
"2021-06-01",195.380005,195.990005,193.25,193.669998,1220400,192.059204
"2021-06-02",194.669998,197.75,194.080002,196,2119100,194.369827
"2021-06-03",193.919998,194.910004,192.240005,193.429993,1447800,191.821198
"2021-06-04",194.729996,195.820007,193.630005,194.199997,875800,192.584793
"2021-06-07",194.520004,195.119995,190.710007,191.199997,1270500,189.609711
"2021-06-08",191.779999,193.199997,191.320007,191.5,1670800,189.907227
"2021-06-09",192.410004,193.949997,191.820007,191.949997,1281900,190.353516
"2021-06-10",192,192.889999,191.070007,191.669998,1300300,190.269104
"2021-06-11",192.039993,194.289993,191.899994,193.5,1155200,192.085754
"2021-06-14",193.5,193.630005,190.619995,192.210007,2795100,190.805191
"2021-06-15",192.860001,195.139999,191.110001,194.350006,1444600,192.929535
"2021-06-16",194.720001,195.5,191.110001,191.949997,1407400,190.547089
"2021-06-17",191.850006,196.399994,191.699997,193.270004,1741400,191.857437
"2021-06-18",191.589996,194.059998,190.649994,190.830002,2102600,189.435287
"2021-06-21",191.759995,194.820007,190.259995,193.679993,1296700,192.264435
"2021-06-22",193.880005,194.410004,191.869995,193.559998,1110300,192.145309
"2021-06-23",193.759995,193.759995,190.410004,190.789993,1344000,189.395569
"2021-06-24",192.720001,193.130005,190.520004,191.509995,1776700,190.110291
"2021-06-25",191.899994,192.75,191.050003,192.229996,2180700,190.825027
"2021-06-28",192.949997,193.639999,188.119995,189.630005,1301300,188.244034
"2021-06-29",189.970001,190.779999,187.410004,187.520004,1315400,186.14946
"2021-06-30",188.160004,188.720001,186.800003,187.539993,1356700,186.169296
"2021-07-01",187.889999,192.570007,187.669998,192.210007,1526400,190.805191
"2021-07-02",193.020004,193.789993,192.520004,193.360001,1067100,191.946777
"2021-07-06",192.960007,193.990005,191.550003,192.850006,1809400,191.440521
"2021-07-07",193.289993,193.789993,191.820007,192,1241200,190.596695
"2021-07-08",189.320007,189.869995,187.600006,188.119995,1437100,186.745056
"2021-07-09",190.080002,193.820007,189.729996,190.369995,1838400,188.978622
"2021-07-12",189.300003,189.940002,188.320007,189.600006,1732300,188.214264
"2021-07-13",189.089996,192.589996,188.899994,191.100006,1974100,189.703293
"2021-07-14",192.460007,193.770004,191.720001,193.020004,2938500,191.609253
"2021-07-15",192.300003,196.630005,192.240005,195.160004,2551900,193.733612
"2021-07-16",195.929993,196.880005,194.669998,194.729996,1466800,193.306747
"2021-07-19",192.190002,192.240005,184.380005,186.050003,2413000,184.690201
"2021-07-20",186.619995,190.429993,186.330002,188.75,1452400,187.370483
"2021-07-21",189.679993,191.990005,188.600006,191.809998,1172100,190.408127
"2021-07-22",192.130005,192.929993,189.850006,191.070007,1090100,189.673523
"2021-07-23",192.660004,194.300003,192.130005,193.029999,963200,191.619186
"2021-07-26",192.330002,192.960007,190.399994,191.119995,1272600,189.72316
"2021-07-27",190.179993,195.360001,190.179993,192.699997,1761200,191.291595
"2021-07-28",193,194.169998,190.910004,191.619995,1679100,190.219498
"2021-07-29",193.059998,195.210007,192.910004,193.270004,1490700,191.857437
"2021-07-30",192.279999,194.899994,191.660004,193.410004,2135500,191.996414
"2021-08-02",194.059998,195.380005,170.619995,171.789993,8546900,170.534409
"2021-08-03",174.479996,176.479996,164.789993,169.570007,7111100,168.330658
"2021-08-04",168.119995,169.869995,164.039993,165.440002,4024200,164.23085
"2021-08-05",166.039993,170.559998,165.949997,170.300003,2596300,169.055313
"2021-08-06",172,179.270004,170.880005,176.240005,3401300,174.951904
"2021-08-09",176.279999,177.350006,172.75,173.839996,3212900,172.569443
"2021-08-10",173.669998,174.669998,169.259995,169.75,4329300,168.509323
"2021-08-11",170.869995,171.539993,168.330002,169.559998,4280700,168.320709
"2021-08-12",170,170.169998,166.440002,167.839996,3321900,166.613297
"2021-08-13",167.960007,172,166.160004,171.410004,3110400,170.157211
"2021-08-16",170.429993,170.770004,167.410004,168.119995,2185800,166.891235
"2021-08-17",166.839996,168.669998,166.669998,167.199997,3655600,165.977951
"2021-08-18",166.809998,168.860001,165.820007,166.339996,2448600,165.124252
"2021-08-19",165,166.190002,162.5,163,3746700,161.80867
"2021-08-20",162.75,164.100006,162.220001,163.059998,3806600,161.86824
"2021-08-23",164.669998,166.619995,164.559998,165.850006,2170400,164.637848
"2021-08-24",166.199997,168.130005,166.199997,167.300003,2185400,166.077255
"2021-08-25",168,168,165.179993,165.25,1596900,164.042221
"2021-08-26",163.979996,164.320007,161.610001,161.710007,1817500,160.528091
"2021-08-27",161.350006,164.429993,160.619995,164.139999,2340600,162.940338
"2021-08-30",164.779999,166.089996,161.039993,161.300003,2308200,160.121094
"2021-08-31",161.919998,163.690002,161.050003,162.639999,2064400,161.451309
"2021-09-01",163.130005,165.580002,162.460007,162.509995,2102400,161.32225
"2021-09-02",162.460007,163.139999,158.440002,158.589996,3078300,157.430908
"2021-09-03",158.5,159.610001,156.979996,158.009995,2691600,156.855133
"2021-09-07",158.550003,160.320007,157.520004,158.610001,1647100,157.450745
"2021-09-08",160.350006,170.600006,160.160004,170.020004,5848900,168.777374
"2021-09-09",170.199997,175.729996,169.970001,172.080002,5800700,171.073837
"2021-09-10",173.059998,173.889999,164.660004,166.369995,3786700,165.397232
"2021-09-13",167.259995,168,163.830002,164.770004,2365800,163.80658
"2021-09-14",165.220001,165.220001,161.869995,162.110001,2448400,161.16214
"2021-09-15",162.199997,165.820007,160.779999,165.470001,2601900,164.502502
"2021-09-16",164.789993,166.300003,163.339996,163.990005,1833600,163.031158
"2021-09-17",163.490005,163.880005,161.029999,162.029999,2129300,161.082611
"2021-09-20",159.199997,160.460007,157.320007,160.119995,1705100,159.183792
"2021-09-21",160.809998,160.850006,156.5,156.580002,1733800,155.66449
"2021-09-22",158.509995,162.009995,157.190002,161.130005,1604400,160.187866
"2021-09-23",161.320007,164.190002,161.160004,163.979996,1441800,163.021194
"2021-09-24",164.119995,165.169998,161.050003,161.639999,2066000,160.694885
"2021-09-27",161.570007,164.800003,160.839996,163.610001,1952300,162.653381
"2021-09-28",162.570007,163.850006,161.130005,162.110001,1832800,161.16214
"2021-09-29",162.529999,163.630005,160.639999,160.699997,1233400,159.760376
"2021-09-30",161.649994,162.149994,157.529999,157.580002,1835400,156.65863
"2021-10-01",157.779999,160.929993,155.160004,159.850006,1644300,158.915359
"2021-10-04",159.619995,160.059998,154.039993,156.220001,1644300,155.306595
"2021-10-05",156.789993,159.149994,155.600006,157.619995,1579700,156.698395
"2021-10-06",155.770004,158.580002,154.509995,158.550003,1339500,157.622955
"2021-10-07",159.729996,161.789993,159.199997,159.869995,1874600,158.935226
"2021-10-08",160.240005,162.429993,159.100006,159.389999,1364600,158.458054
"2021-10-11",159.410004,159.490005,150.869995,151.460007,1987000,150.574417
"2021-10-12",151.520004,152.690002,149.330002,150.990005,1804100,150.107162
"2021-10-13",150.559998,152.779999,148.690002,152.5,1934900,151.608337
"2021-10-14",154.210007,155.470001,153,154.970001,1551700,154.063904
"2021-10-15",156.309998,160.639999,156.009995,160.580002,1606300,159.641098
"2021-10-18",159.270004,161.649994,158.029999,159.360001,1478200,158.428238
"2021-10-19",160.259995,162.139999,159.5,160.990005,1441500,160.048691
"2021-10-20",160.149994,163.029999,159.740005,161.309998,1283200,160.366806
"2021-10-21",160.169998,160.169998,158.550003,159.990005,721900,159.054535
"2021-10-22",160.100006,161.059998,156.449997,158,1093700,157.076157
"2021-10-25",158.229996,159.410004,157.389999,157.779999,1368800,156.857483
"2021-10-26",158.970001,159.179993,155.610001,155.970001,1437100,155.05806
"2021-10-27",155,155.220001,142.320007,144.130005,4573000,143.287292
"2021-10-28",145.580002,145.850006,141.740005,142.839996,2852500,142.004807
"2021-10-29",142.389999,144.270004,142.270004,142.990005,2890000,142.153931
"2021-11-01",143.479996,145.949997,142.529999,145.820007,3703500,144.967407
"2021-11-02",138.029999,140.339996,128.610001,132.350006,8256700,131.576172
"2021-11-03",132.600006,137.289993,132.279999,134.869995,6155300,134.081421
"2021-11-04",135,139.149994,134.289993,135.630005,4599200,134.83699
"2021-11-05",137.929993,139.919998,135.570007,136.75,3200300,135.950439
"2021-11-08",136.830002,137.369995,134.100006,134.589996,2774100,133.80304
"2021-11-09",135.300003,135.639999,132.529999,132.820007,3255700,132.043427
"2021-11-10",132.759995,135.070007,131.600006,132.479996,3629600,131.705383
"2021-11-11",132.529999,133.059998,127.910004,128.669998,3530300,127.917664
"2021-11-12",129,131.910004,128.899994,131.639999,4278900,130.870285
"2021-11-15",132.949997,133.399994,131.619995,131.789993,2514700,131.019409
"2021-11-16",131.520004,132.979996,128.889999,129.360001,2418400,128.603638
"2021-11-17",129.009995,129.009995,122.559998,125.510002,4765500,124.776146
"2021-11-18",128.179993,128.190002,125.550003,126.849998,4939700,126.108307
"2021-11-19",126.620003,129.160004,125.82,125.93,3874100,125.193687
"2021-11-22",126.040001,127.43,121.669998,123.529999,2971300,122.807716
"2021-11-23",124,126.029999,123,125.050003,2616900,124.31884
"2021-11-24",124.800003,126.889999,124.110001,124.559998,3053600,123.831696
"2021-11-26",121.099998,124.050003,120.230003,123.160004,2308900,122.439888
"2021-11-29",124.769997,125.290001,120.25,120.260002,3087500,119.556847
"2021-11-30",120,120.800003,116.75,119.040001,5403200,118.343979
"2021-12-01",120.980003,121.400002,117.150002,117.860001,3399600,117.170876
"2021-12-02",117.919998,122.410004,117.760002,121.809998,4636500,121.097778
"2021-12-03",122.199997,122.510002,118.080002,120.269997,3486800,119.566772
"2021-12-06",121.279999,128.910004,120.379997,127.029999,4235100,126.287254
"2021-12-07",128,132.5,128,129.770004,3593800,129.01123
"2021-12-08",129.330002,132.309998,128.330002,130.110001,1743200,129.349258
"2021-12-09",129.25,131.289993,127.110001,127.370003,2652500,126.625275
"2021-12-10",125.559998,127.459999,124.269997,125.800003,2280700,125.064445
"2021-12-13",125.540001,128,125.099998,126.949997,1985000,126.207718
"2021-12-14",126.169998,129.600006,125.5,128.229996,2962400,127.480232
"2021-12-15",129.279999,129.820007,125.739998,128.059998,1878200,127.559929
"2021-12-16",129.979996,130.009995,126.059998,126.879997,2910200,126.384529
"2021-12-17",126.309998,128.839996,123.279999,128.070007,3410200,127.569893
"2021-12-20",125.150002,125.510002,122.040001,123.669998,2769000,123.187073
"2021-12-21",125,132.789993,124.129997,131.850006,3160900,131.335144
"2021-12-22",132.990005,135.600006,132.130005,134.839996,2516200,134.313446
"2021-12-23",134.350006,136.389999,134,135.369995,2064600,134.84137
"2021-12-27",135.149994,135.270004,131.649994,133.539993,1678900,133.018509
"2021-12-28",132.720001,136.690002,132.130005,135.149994,1217300,134.622238
"2021-12-29",134.820007,136.139999,133.860001,134.240005,1005300,133.715805
"2021-12-30",134.25,137.789993,134.179993,136.289993,2026500,135.757782
"2021-12-31",135.199997,137.149994,134.779999,135.179993,1293200,134.652115
"2022-01-03",135.729996,142.119995,135.589996,141.699997,3071000,141.146667
"2022-01-04",143.179993,146.440002,140.75,145.429993,3985000,144.862091
"2022-01-05",145.429993,151.350006,145,146.419998,5054500,145.848221
