"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"2020-08-27",99.25,103.32,99,101.790001,3856900,101.60305
"2020-08-28",102.959999,106.610001,101.949997,106.260002,3661000,106.064842
"2020-08-31",105.25,105.959999,102.839996,102.910004,2881400,102.720993
"2020-09-01",101.480003,104.580002,100.760002,103.089996,1917500,102.900658
"2020-09-02",103.279999,104.839996,102.400002,104.389999,2101300,104.198273
"2020-09-03",104.989998,107.900002,102.209999,103.089996,2956200,102.900658
"2020-09-04",104.889999,107.040001,103.209999,104.82,2855800,104.62748
"2020-09-08",103,107.150002,102.370003,103.980003,2745900,103.789024
"2020-09-09",103.809998,103.940002,100.830002,102.010002,2630100,101.822647
"2020-09-10",102.940002,105.379997,100.110001,100.379997,2263100,100.195633
"2020-09-11",100.940002,101.110001,97.389999,99.260002,2637800,99.077698
"2020-09-14",100.879997,104.910004,100.550003,104.68,2729300,104.48774
"2020-09-15",104.980003,106.360001,103.220001,105.389999,1922000,105.196434
"2020-09-16",106.110001,108.889999,104.440002,107.760002,3004200,107.56208
"2020-09-17",105.769997,107.129997,103.699997,104.410004,2763100,104.218239
"2020-09-18",103.370003,103.940002,99.580002,99.879997,5327700,99.696548
"2020-09-21",95.959999,96.400002,91.400002,93.019997,4863200,92.849152
"2020-09-22",93.510002,95.529999,93,95.5,3605400,95.3246
"2020-09-23",96.349998,97.860001,92.620003,92.940002,2788300,92.769302
"2020-09-24",92.269997,93.580002,90.480003,91.349998,4025900,91.18222
"2020-09-25",90.330002,93.43,90.269997,92.989998,2318000,92.819206
"2020-09-28",95.050003,97.389999,93.940002,96,2965400,95.823685
"2020-09-29",96.190002,96.190002,92.809998,93.220001,2216600,93.04879
"2020-09-30",94.410004,96.019997,92.150002,92.580002,2921800,92.409966
"2020-10-01",93.220001,94.949997,92.510002,94.349998,2182100,94.176712
"2020-10-02",91.699997,95.620003,91.440002,95.25,2199000,95.075058
"2020-10-05",95.779999,97.239998,95.129997,96.779999,2153100,96.602249
"2020-10-06",98.129997,100.339996,96.519997,96.919998,3023200,96.741989
"2020-10-07",98.239998,99.940002,98.010002,99.010002,1845500,98.828156
"2020-10-08",99.809998,100.440002,98.209999,100.309998,1799200,100.125763
"2020-10-09",101.290001,102.089996,99.260002,99.339996,1673600,99.157539
"2020-10-12",99.459999,101.110001,98.839996,100.709999,2318400,100.525032
"2020-10-13",99.239998,99.529999,96.910004,98.239998,2738900,98.059563
"2020-10-14",98.540001,99.199997,96.559998,97.07,2448000,96.891716
"2020-10-15",96.290001,97.290001,94.769997,97.07,1884100,96.891716
"2020-10-16",97.330002,98.989998,96.800003,97.760002,1707000,97.580452
"2020-10-19",98.519997,98.519997,93.639999,93.940002,2073200,93.767464
"2020-10-20",95.300003,97.089996,94.199997,96.089996,1783000,95.913513
"2020-10-21",95.529999,96.019997,94.309998,95.150002,1512200,94.975243
"2020-10-22",96.099998,101.209999,95.639999,100.82,3033000,100.634827
"2020-10-23",101.709999,102.269997,100.18,101.760002,2032600,101.573105
"2020-10-26",99.5,99.510002,94.419998,96.019997,2912900,95.843643
"2020-10-27",96.470001,96.870003,93.349998,93.459999,2512000,93.288345
"2020-10-28",91.57,92.519997,88.919998,89.970001,4302400,89.804756
"2020-10-29",89.989998,93.769997,89.010002,93.330002,2728900,93.158585
"2020-10-30",92.050003,94.029999,90.550003,92.879997,2732200,92.709412
"2020-11-02",93,93.389999,91.599998,92.900002,2320100,92.729378
"2020-11-03",94.260002,97.190002,93.889999,96.089996,2658400,95.913513
"2020-11-04",97.419998,100.559998,95.129997,98.040001,3274500,97.859932
"2020-11-05",98.730003,102.889999,98.129997,100.910004,3572800,100.724663
"2020-11-06",102,104.650002,101.5,103.889999,4168000,103.699188
"2020-11-09",123.050003,131.899994,113.599998,118.300003,14217300,118.082726
"2020-11-10",117.199997,119.800003,115.919998,118.480003,4883900,118.262398
"2020-11-11",117.540001,118.199997,115.07,116.389999,3846800,116.176231
"2020-11-12",114.599998,116.309998,111.870003,115.339996,3113900,115.128159
"2020-11-13",116.309998,120.129997,115.650002,120,2804700,119.779602
"2020-11-16",125.699997,125.699997,121.650002,123.760002,4596300,123.5327
"2020-11-17",123.629997,123.660004,120.360001,122.779999,2924400,122.554497
"2020-11-18",122.260002,124.220001,120.220001,120.339996,2370100,120.118973
"2020-11-19",120.349998,121.709999,119.529999,121.110001,2034800,120.887566
"2020-11-20",120.650002,121.910004,119.209999,119.279999,5292100,119.060921
"2020-11-23",120.949997,123.419998,120.57,123.089996,2183300,122.863922
"2020-11-24",126.290001,131.350006,125.360001,130.910004,5305200,130.669571
"2020-11-25",129.869995,130.25,127.760002,129.220001,2086600,128.982666
"2020-11-27",128,130.740005,127.199997,128.350006,1365800,128.114273
"2020-11-30",127.919998,128.309998,124.879997,126.870003,2094500,126.636986
"2020-12-01",129.5,129.669998,127.669998,128.520004,1891300,128.283951
"2020-12-02",128.110001,130.639999,127.68,128.720001,1955100,128.483582
"2020-12-03",129.960007,134.669998,129.100006,132.320007,2694000,132.076981
"2020-12-04",133.639999,135.839996,132.770004,135.610001,1923200,135.360931
"2020-12-07",134.880005,135.289993,132.160004,132.960007,1766100,132.715805
"2020-12-08",131.5,134.169998,131.050003,132.550003,1552800,132.306549
"2020-12-09",133.929993,134.339996,129.320007,130.470001,2786900,130.230377
"2020-12-10",129.860001,132.410004,128.880005,131.770004,1791300,131.527985
"2020-12-11",130.660004,131.809998,127.639999,128.509995,2171900,128.273972
"2020-12-14",131.289993,131.429993,126.43,126.620003,1889000,126.387444
"2020-12-15",129.350006,130.490005,126.839996,130.360001,1811500,130.120575
"2020-12-16",130.600006,130.919998,128.740005,130.440002,1752500,130.200424
"2020-12-17",130.779999,132.399994,128.669998,130.289993,1818200,130.05069
"2020-12-18",130.339996,130.910004,128.270004,128.820007,3376400,128.583405
"2020-12-21",125.790001,128.149994,123.779999,127.32,2186900,127.086159
"2020-12-22",126.540001,127.279999,124.440002,126.260002,1497400,126.028107
"2020-12-23",127.059998,129.080002,126.739998,128.610001,1624400,128.373795
"2020-12-24",128.619995,128.979996,127.5,128.75,592100,128.513535
"2020-12-28",130.25,130.570007,128.119995,128.320007,1330200,128.08432
"2020-12-29",129.490005,131.330002,128.399994,129,1685100,128.763077
"2020-12-30",129.210007,131.350006,128.5,130.470001,1284400,130.230377
"2020-12-31",130.289993,132.520004,128.830002,131.919998,1537300,131.677704
"2021-01-04",131.509995,132.110001,123.360001,124.769997,3992000,124.54084
"2021-01-05",123.93,127.309998,123.580002,126.089996,1428900,125.858414
"2021-01-06",124.839996,130.729996,124.839996,129.389999,2280000,129.152359
"2021-01-07",129.259995,131.190002,129.139999,130.350006,1909800,130.110596
"2021-01-08",131.199997,132.190002,128.979996,129.690002,1485400,129.451813
"2021-01-11",127.75,129.25,127.07,128.660004,1692300,128.423706
"2021-01-12",127.889999,128.600006,126.099998,127.389999,2927900,127.156029
"2021-01-13",126.809998,127.32,124.389999,126.510002,2715000,126.277649
"2021-01-14",128.350006,130.630005,127.260002,128.929993,1886600,128.693192
"2021-01-15",128.229996,128.380005,125.739998,126.800003,1698100,126.567116
"2021-01-19",127.330002,128.229996,125.459999,126.860001,1587300,126.626999
"2021-01-20",126.029999,127.639999,125.029999,126.730003,1990100,126.497246
"2021-01-21",126.010002,127.690002,124.519997,126.620003,1771600,126.387444
"2021-01-22",125.269997,126.269997,122.779999,122.900002,2155300,122.674278
"2021-01-25",122.389999,122.589996,116.900002,119.620003,4417500,119.400299
"2021-01-26",120.379997,121.440002,119.300003,120.440002,1966400,120.218796
"2021-01-27",118.690002,120.389999,115.949997,117.470001,3939600,117.25425
"2021-01-28",120.010002,123.470001,120.010002,120.709999,3559900,120.488297
"2021-01-29",119.75,119.970001,115.5,116.309998,4896800,116.096375
"2021-02-01",117.949997,119.769997,117.080002,117.75,2227400,117.533737
"2021-02-02",119.470001,122.559998,118.989998,122.099998,2591700,121.87574
"2021-02-03",122,124.769997,121.849998,123.349998,2256800,123.123444
"2021-02-04",124.010002,125.849998,123.309998,125.449997,1868900,125.219589
"2021-02-05",126.989998,129.520004,126.980003,129.479996,2807100,129.242188
"2021-02-08",130.149994,130.820007,126.699997,129.089996,2187800,128.852905
"2021-02-09",129.289993,129.289993,126.099998,127.050003,1404100,126.816658
"2021-02-10",127.07,128.929993,126.160004,126.75,1699900,126.517204
"2021-02-11",127.559998,128.740005,125.029999,126.650002,1929300,126.417389
"2021-02-12",125.739998,129.789993,125.559998,129.479996,1741100,129.242188
"2021-02-16",130.009995,131.089996,128.580002,130.399994,2443800,130.160492
"2021-02-17",128.399994,133.259995,127.529999,131.339996,2904800,131.09877
"2021-02-18",128.259995,132.770004,127.540001,131.979996,2620400,131.737595
"2021-02-19",131.279999,137.580002,131.279999,136.279999,2855700,136.029694
"2021-02-22",139.199997,145.429993,138.669998,142.559998,5314900,142.298157
"2021-02-23",145,149.669998,142.149994,149.550003,5632800,149.27533
"2021-02-24",149.5,157.600006,149.389999,157.5,5865800,157.210724
"2021-02-25",156.259995,159.979996,148.800003,150.089996,5147300,149.814331
"2021-02-26",150.279999,152.229996,145.800003,148.070007,4107600,147.79805
"2021-03-01",151.029999,151.029999,147.970001,148.470001,2284600,148.197311
"2021-03-02",147.139999,149.779999,145.869995,148.949997,2892900,148.676422
"2021-03-03",149.509995,150.330002,146.279999,146.309998,2334300,146.041275
"2021-03-04",147.229996,147.619995,139.600006,144.770004,4121800,144.504105
"2021-03-05",146.660004,147.389999,138.970001,146.919998,3040600,146.650162
"2021-03-08",149.570007,153.050003,146.320007,150.440002,3123700,150.163696
"2021-03-09",151.240005,151.410004,146.660004,147,2955900,146.730011
"2021-03-10",147.399994,150.809998,146.830002,147.139999,2262500,146.869751
"2021-03-11",147.139999,150.639999,145.759995,148.830002,2247300,148.556656
"2021-03-12",149.350006,151.910004,148.119995,150.199997,1688100,149.924133
"2021-03-15",152.490005,154.050003,150.25,153.559998,2564800,153.277954
"2021-03-16",153.559998,154.149994,149.539993,150.630005,1720100,150.353348
"2021-03-17",149.850006,156.149994,149.770004,155.949997,2756600,155.663574
"2021-03-18",154.570007,157.639999,152.100006,154.289993,2840000,154.006622
"2021-03-19",152.589996,153.440002,149.039993,152.279999,5444000,152.000305
"2021-03-22",150.550003,152.25,149.380005,151.5,2595600,151.221741
"2021-03-23",149.679993,149.699997,141.399994,142.419998,4233200,142.158417
"2021-03-24",144.199997,147.649994,143.190002,143.279999,2869500,143.016846
"2021-03-25",141.839996,146.960007,139.410004,146.570007,2135000,146.300812
"2021-03-26",147.350006,147.539993,142.809998,146.820007,2726400,146.550354
"2021-03-29",146,146.800003,143.149994,144.600006,2578000,144.334427
"2021-03-30",144.789993,149.679993,144.529999,148.229996,2753500,147.957748
"2021-03-31",148.960007,150.339996,147.029999,148.110001,2352400,147.837967
"2021-04-01",148.270004,149.330002,146.570007,148.270004,2082400,147.997681
"2021-04-05",150.5,153.229996,150.240005,150.929993,2352400,150.652786
"2021-04-06",150.990005,152.770004,150.729996,151.619995,1754300,151.341522
"2021-04-07",152.25,152.410004,148.070007,148.809998,1577100,148.536682
"2021-04-08",148.5,149.940002,146.789993,149.440002,1522300,149.165527
"2021-04-09",148.270004,149,146.070007,148.479996,1601700,148.207291
"2021-04-12",148.470001,149.449997,146.899994,149.350006,1305800,149.075699
"2021-04-13",148.110001,149.160004,145.990005,148.809998,1865500,148.536682
"2021-04-14",149.089996,151.940002,148.699997,149.589996,1676600,149.315247
"2021-04-15",149.800003,150.619995,148.460007,149.179993,1412700,148.906006
"2021-04-16",150.119995,151.320007,147.699997,148.630005,2718400,148.357025
"2021-04-19",148,148.929993,146.850006,147.899994,1209800,147.628357
"2021-04-20",146.470001,146.470001,140.050003,141.970001,2763200,141.709244
"2021-04-21",141.699997,145.399994,140.869995,144.759995,2527100,144.494125
"2021-04-22",144.669998,149.270004,143.320007,146.639999,2251300,146.370667
"2021-04-23",147.039993,148.720001,145.800003,148.360001,1240600,148.087509
"2021-04-26",149.5,150.740005,147.759995,148.479996,1177200,148.207291
"2021-04-27",148.960007,150.350006,148.190002,149.740005,1570400,149.464981
"2021-04-28",149.580002,150.25,148.580002,149.449997,1230100,149.175507
"2021-04-29",151.309998,152.990005,148.75,151.029999,1460600,150.752609
"2021-04-30",149.100006,150.020004,146.539993,148.520004,1759500,148.247223
"2021-05-03",149.320007,150.160004,148.330002,148.889999,1413200,148.616547
"2021-05-04",148.270004,148.270004,144.330002,147.610001,1794600,147.338898
"2021-05-05",147.820007,148.919998,144.179993,144.509995,1854800,144.244583
"2021-05-06",144.580002,144.580002,140.580002,142.589996,2180500,142.32811
"2021-05-07",143,146.889999,142.5,146.690002,2969200,146.420578
"2021-05-10",144.869995,145.399994,140.600006,140.660004,4140800,140.401657
"2021-05-11",139.580002,141.940002,138.380005,141.710007,3166700,141.449738
"2021-05-12",140.479996,141.309998,135.350006,135.940002,2762000,135.690323
"2021-05-13",136.559998,140.389999,136.559998,139.270004,2363700,139.014206
"2021-05-14",140.419998,143.800003,139.080002,143.289993,2200300,143.026825
"2021-05-17",143.259995,143.259995,138.240005,139.860001,1741400,139.603119
"2021-05-18",140.869995,142.990005,139.759995,139.770004,1518400,139.51329
"2021-05-19",137.860001,139.5,136.339996,139.429993,1593200,139.173904
"2021-05-20",139.800003,139.960007,137.589996,138.979996,2098300,138.724731
"2021-05-21",139.710007,140.740005,138.570007,139.009995,1846600,138.754684
"2021-05-24",140.080002,142.210007,139.110001,141.889999,1420200,141.629395
"2021-05-25",142.449997,144.240005,141.979996,142.789993,1665400,142.52774
"2021-05-26",144.029999,145.270004,142.880005,144.470001,1440400,144.204666
"2021-05-27",145.419998,146,143.490005,145.839996,1936500,145.572144
"2021-05-28",145.630005,145.710007,143.009995,143.580002,1711700,143.316299
"2021-06-01",145.399994,146.929993,144.309998,145.179993,1687800,144.913345
"2021-06-02",145.990005,146.050003,142.330002,142.630005,2284500,142.368042
"2021-06-03",141.740005,141.899994,139.660004,140.399994,1921600,140.14212
"2021-06-04",141.630005,142.5,140.639999,142.059998,1651300,141.799088
"2021-06-07",143.039993,143.25,141.869995,142.479996,2196300,142.218307
"2021-06-08",142.800003,146.380005,142.580002,145.720001,1900100,145.452362
"2021-06-09",146.380005,146.5,143.389999,143.820007,1541000,143.555862
"2021-06-10",144.179993,144.75,142.610001,143.970001,1544800,143.705582
"2021-06-11",144,144.639999,142.929993,143.479996,1444000,143.216476
"2021-06-14",143.690002,144.529999,142.899994,143.899994,1245500,143.635696
"2021-06-15",143.619995,144.460007,143.570007,144.110001,1232200,143.845322
"2021-06-16",143.970001,144.589996,142,143.210007,1431400,142.946976
"2021-06-17",143.289993,144.860001,141.740005,141.789993,1578800,141.529572
"2021-06-18",140.229996,140.630005,138.470001,138.830002,3027200,138.575012
"2021-06-21",139.770004,143,138.830002,142.880005,2328300,142.617584
"2021-06-22",142,142.490005,140.690002,141.399994,1637500,141.140289
"2021-06-23",140.839996,141.699997,140.279999,141.100006,1346300,140.840851
"2021-06-24",142.080002,142.699997,139.940002,140.789993,1936500,140.531418
"2021-06-25",141.020004,141.320007,139.259995,140.139999,6295600,139.882614
"2021-06-28",139.330002,139.460007,134.509995,135.869995,2892100,135.620453
"2021-06-29",136,136.809998,134.419998,135,1936000,134.752045
"2021-06-30",135,137.350006,134.919998,136.520004,2222400,136.269257
"2021-07-01",137.220001,139.589996,136.860001,139.240005,3448300,138.984268
"2021-07-02",139.75,141.75,139.089996,141.259995,2072900,141.000549
"2021-07-06",141.479996,141.889999,138.649994,140.130005,2464700,139.872635
"2021-07-07",139.5,141.179993,136.699997,139.610001,1753200,139.353592
"2021-07-08",136.869995,139.100006,134.889999,137.639999,2304400,137.387207
"2021-07-09",138.259995,142.710007,138,142.479996,2119800,142.218307
"2021-07-12",141.029999,142.729996,140.350006,141.770004,2143200,141.509628
"2021-07-13",140.949997,141.720001,138.160004,138.339996,1859100,138.085907
"2021-07-14",138.759995,140.669998,137.210007,139.630005,1844700,139.37355
"2021-07-15",139.399994,140.220001,138.130005,139.529999,1383500,139.273727
"2021-07-16",140.660004,141.199997,134.889999,135.050003,1984800,134.801956
"2021-07-19",130.850006,132.899994,127.230003,130.850006,4067600,130.60968
"2021-07-20",131.279999,135.919998,130.339996,135.029999,2227300,134.781998
"2021-07-21",135.429993,141.070007,135.429993,140.360001,2798400,140.102203
"2021-07-22",139.460007,139.910004,137.279999,138.5,1755400,138.245621
"2021-07-23",138.770004,139.990005,138.210007,139.179993,1731600,138.924362
"2021-07-26",139.729996,142.589996,138.149994,142.490005,1781600,142.228302
"2021-07-27",141.25,143.490005,140.520004,143.449997,1668700,143.186523
"2021-07-28",144.130005,145.309998,141.220001,144.570007,1649200,144.304489
"2021-07-29",145.389999,149.800003,143.339996,147.880005,2612500,147.608398
"2021-07-30",146.380005,147.960007,144.690002,145.979996,2115900,145.711884
"2021-08-02",147.059998,148.669998,144.149994,144.869995,2409800,144.603912
"2021-08-03",145.649994,145.720001,139.339996,142.630005,2849100,142.368042
"2021-08-04",141,141,136.809998,137.970001,3217700,137.716599
"2021-08-05",139.039993,142.940002,138.460007,141.720001,2250400,141.459717
"2021-08-06",141.649994,142.199997,139.350006,141.589996,2099800,141.329941
"2021-08-09",141.020004,141.139999,135.740005,137.110001,3074900,136.85817
"2021-08-10",136.949997,139.169998,136.369995,137.990005,1938900,137.736572
"2021-08-11",137.380005,138.889999,136.149994,138.119995,1131600,137.866318
"2021-08-12",137.550003,138.029999,134.240005,134.770004,2238600,134.522476
"2021-08-13",135.110001,135.449997,133.589996,134.380005,1728000,134.133194
"2021-08-16",133.460007,134.300003,131.350006,133.130005,1626200,132.885498
"2021-08-17",131.179993,131.490005,129.020004,130.360001,2292000,130.120575
"2021-08-18",130.25,132.470001,129.380005,130,1915400,129.76123
"2021-08-19",128.990005,130.380005,127.580002,130.259995,2393700,130.020752
"2021-08-20",129.550003,131.529999,129.020004,131.149994,1761800,130.909119
"2021-08-23",132.300003,134.169998,132.259995,134.149994,1983000,133.90361
"2021-08-24",135.089996,137.740005,134.979996,136.889999,1966200,136.63858
"2021-08-25",137.320007,137.580002,135.130005,136.899994,1357500,136.64856
"2021-08-26",136,136.410004,133.169998,133.669998,1523900,133.4245
"2021-08-27",133.619995,136.759995,133.610001,136.020004,1221000,135.770187
"2021-08-30",136.289993,136.460007,134.039993,135.100006,1477500,134.851868
"2021-08-31",134.460007,135.960007,133.429993,135.139999,1762900,134.8918
"2021-09-01",136.300003,136.470001,134.210007,134.830002,1738600,134.582367
"2021-09-02",135.240005,136.880005,133.919998,135.399994,1072600,135.151306
"2021-09-03",134.389999,135.300003,131.660004,133,1354800,132.755722
"2021-09-07",132.419998,134.399994,131.839996,134.050003,1255700,133.803802
"2021-09-08",134.490005,134.960007,131.710007,133.779999,2281300,133.534286
"2021-09-09",133.610001,137.5,133.160004,136.089996,2072600,135.840042
"2021-09-10",136.710007,137.720001,134.490005,135.639999,1574500,135.390869
"2021-09-13",136.960007,140.580002,135.940002,139.979996,1923400,139.7229
"2021-09-14",139.970001,142.690002,139,142.339996,2159400,142.078568
"2021-09-15",141.539993,145.089996,140.050003,144.679993,3068200,144.414261
"2021-09-16",144.399994,146.009995,143.830002,144.800003,1966800,144.534058
"2021-09-17",145.020004,145.630005,143.660004,143.899994,2650200,143.635696
"2021-09-20",142.509995,143.119995,139.759995,142.820007,2375400,142.557693
"2021-09-21",143.699997,144.539993,141.220001,142.009995,1707300,141.749176
"2021-09-22",142.759995,145.789993,142.350006,144.399994,1543100,144.134781
"2021-09-23",144.690002,150.179993,144.399994,149.910004,2913800,149.634674
"2021-09-24",149.229996,152.75,149.059998,152.509995,1881600,152.229889
"2021-09-27",152.630005,155.779999,152.529999,154.320007,1890900,154.036575
"2021-09-28",153.130005,155.300003,152.229996,153.589996,2151600,153.307907
"2021-09-29",154.300003,154.389999,150.679993,151.910004,1535500,151.630997
"2021-09-30",152.130005,152.130005,147.639999,148.089996,2030900,147.818008
"2021-10-01",150.75,157.279999,150.270004,155.970001,4710000,155.683533
"2021-10-04",155.860001,158.759995,154.330002,155.139999,1860400,154.855057
"2021-10-05",155.25,156.520004,153.350006,155.440002,1744900,155.15451
"2021-10-06",153.509995,155.460007,151.820007,155.309998,1667000,155.02475
"2021-10-07",157.029999,159.660004,156.059998,157.75,1862000,157.460266
"2021-10-08",157.990005,158.740005,156.429993,157.089996,1193900,156.801483
"2021-10-11",157.410004,159.770004,156.570007,156.820007,1677800,156.531982
"2021-10-12",156.600006,158.229996,155.970001,157.449997,1995800,157.160812
"2021-10-13",158.229996,158.449997,154.160004,154.619995,1973100,154.336014
"2021-10-14",155.869995,156.539993,154.070007,155.220001,1978400,154.934921
"2021-10-15",157.110001,161.419998,157,160.039993,2801300,159.746048
"2021-10-18",159,160.440002,158.220001,159.210007,1541900,158.917587
"2021-10-19",158,158.899994,154.490005,155.020004,2619500,154.735291
"2021-10-20",154.75,155.190002,152.649994,153.270004,2402900,152.988495
"2021-10-21",153.550003,155.779999,152.839996,155.649994,1192800,155.36412
"2021-10-22",155.309998,155.960007,154.130005,154.75,996300,154.465775
"2021-10-25",155.279999,156.169998,153.449997,154.789993,1434300,154.505692
"2021-10-26",156.649994,157.610001,155.169998,156.039993,1804300,155.753403
"2021-10-27",155.070007,160.559998,154.179993,159.800003,2100300,159.5065
"2021-10-28",159.559998,162.309998,158.259995,159.970001,2317600,159.676193
"2021-10-29",159,161.050003,157.449997,160.020004,2025400,159.726105
"2021-11-01",160.399994,162.149994,159.289993,161.830002,2177900,161.532776
"2021-11-02",160.949997,161.919998,158.330002,160.059998,2615800,159.766022
"2021-11-03",160.759995,166.820007,157.070007,164.529999,3158400,164.227814
"2021-11-04",166.020004,166.020004,162.710007,164.089996,1863800,163.78862
"2021-11-05",169.399994,171.679993,166.229996,167.610001,2955400,167.302155
"2021-11-08",170.330002,170.839996,167.330002,168.389999,2476600,168.080719
"2021-11-09",168.050003,168.050003,162.389999,164.770004,1774500,164.467377
"2021-11-10",163.479996,164.5,159.589996,160.990005,1554800,160.694321
"2021-11-11",160.619995,161,156.619995,156.869995,1664900,156.581879
"2021-11-12",157.5,158.949997,155.529999,156.479996,1914100,156.192596
"2021-11-15",157.039993,157.789993,154.880005,155.679993,1378600,155.394058
"2021-11-16",155.130005,155.580002,152.809998,153.990005,2137700,153.707184
"2021-11-17",153.270004,156.910004,152.330002,156.720001,1965600,156.432159
"2021-11-18",156.770004,157.740005,154.839996,155.729996,1126800,155.44397
"2021-11-19",153.979996,156.089996,150.259995,154.919998,1879800,154.635468
"2021-11-22",156.160004,157.149994,152.789993,156.410004,2268900,156.122726
"2021-11-23",157.380005,158.449997,156.139999,157.440002,1926300,157.150833
"2021-11-24",156.119995,158.070007,153.399994,157.610001,1532800,157.320526
"2021-11-26",146.649994,147.759995,140.550003,147.440002,4264500,147.169205
"2021-11-29",149.699997,154.550003,149.699997,150.770004,3155000,150.493088
"2021-11-30",148.559998,149,145.699997,147.559998,3465900,147.288986
"2021-12-01",150.259995,152.070007,142.110001,142.5,3198900,142.238281
"2021-12-02",143.369995,152.589996,143.130005,151.119995,3099000,150.842438
"2021-12-03",151.570007,152.220001,146.800003,149.979996,3104600,149.704529
"2021-12-06",152.220001,159.479996,152.220001,156.699997,2421800,156.412186
"2021-12-07",158.490005,162.179993,155.699997,156.529999,2416600,156.242508
"2021-12-08",157.460007,159.570007,155.809998,157.639999,1618500,157.350464
"2021-12-09",156.259995,158.479996,155.360001,157.149994,1103100,156.861359
"2021-12-10",158.210007,160.949997,156.020004,160.809998,1705600,160.514648
"2021-12-13",159.070007,159.679993,153.419998,153.679993,2362800,153.397736
"2021-12-14",152.770004,155.940002,152.550003,154.009995,1548800,153.727127
"2021-12-15",152.990005,153.929993,148.649994,151.179993,2228000,150.902328
"2021-12-16",151.160004,153.119995,150.089996,150.759995,2738400,150.483093
"2021-12-17",149.380005,151.830002,147.509995,150.190002,3592300,149.914154
"2021-12-20",146.990005,151.240005,145.789993,149.679993,2765600,149.405075
"2021-12-21",150.919998,158.699997,150.919998,158.320007,2269300,158.029221
"2021-12-22",158.559998,163.229996,158.360001,162.580002,2001000,162.281403
"2021-12-23",164.25,165.789993,162.539993,165.190002,1528900,164.886612
"2021-12-27",164.470001,167.089996,163.449997,166.710007,1139900,166.403824
"2021-12-28",165.910004,167.660004,165.279999,166.75,1297200,166.443741
"2021-12-29",166.350006,167.580002,165.5,166.550003,905600,166.24411
"2021-12-30",166.550003,167.979996,164.729996,164.860001,840900,164.557205
"2021-12-31",164.850006,166.179993,164.070007,165.240005,902700,164.936523
"2022-01-03",165.070007,166.410004,161.229996,163.910004,1836800,163.608963
"2022-01-04",166.770004,171.160004,165.800003,168.009995,2131600,167.701416
