"","CFG.Open","CFG.High","CFG.Low","CFG.Close","CFG.Volume","CFG.Adjusted"
"2021-04-05",45.52,45.990002,44.630001,44.91,4451300,43.008007
"2021-04-06",44.73,45,44.220001,44.82,3799900,42.921818
"2021-04-07",45.07,45.349998,44.619999,44.990002,2948600,43.084625
"2021-04-08",44.639999,44.919998,43.75,44.709999,3236100,42.816475
"2021-04-09",45.200001,45.700001,44.98,45.369999,3154800,43.448528
"2021-04-12",45.630001,46.02,45.470001,45.919998,3263200,43.975231
"2021-04-13",45.48,45.689999,44.52,44.779999,3791900,42.883514
"2021-04-14",44.68,45.860001,44.619999,45.52,3986000,43.592171
"2021-04-15",45.52,45.57,43.845001,44.68,7092300,42.787746
"2021-04-16",45.310001,45.560001,44.299999,44.830002,5089400,42.9314
"2021-04-19",44.91,45.66,44.48,44.610001,3978100,42.720718
"2021-04-20",44.169998,44.400002,42.41,42.709999,6282200,40.90118
"2021-04-21",42.34,44.060001,41.950001,44.040001,7848500,42.174858
"2021-04-22",44.09,44.220001,43.150002,43.18,8094800,41.351276
"2021-04-23",43.330002,45.07,43.049999,44.93,5170100,43.027157
"2021-04-26",45.259998,46.25,45.244999,45.740002,3843200,43.802856
"2021-04-27",45.900002,46.240002,45.676998,46.099998,3157400,44.147606
"2021-04-28",45.790001,46.450001,45.775002,46.18,3288400,44.601547
"2021-04-29",46.849998,47.419998,46.48,47.029999,3288900,45.422493
"2021-04-30",46.639999,47.23,46.16,46.279999,4575900,44.698124
"2021-05-03",46.869999,47.200001,46.139999,46.84,4042700,45.238987
"2021-05-04",46.490002,48.09,46.080002,48.060001,4900200,46.417294
"2021-05-05",48.150002,49.029999,47.369999,48.689999,3978500,47.025753
"2021-05-06",49.029999,49.169998,47.779999,49.150002,3678600,47.470028
"2021-05-07",48.060001,49.5,47.830002,49.439999,2835300,47.750118
"2021-05-10",49.950001,50.349998,49.34,49.349998,3398600,47.663189
"2021-05-11",48.860001,50.099998,48.509998,48.990002,3611400,47.315498
"2021-05-12",49.66,49.939999,47.823002,48,3587000,46.359337
"2021-05-13",47.790001,49.810001,47.560001,49.48,3126700,47.78875
"2021-05-14",49.650002,50.610001,49.509998,50.470001,2893800,48.744915
"2021-05-17",50.23,50.790001,49.82,50.740002,2868000,49.005684
"2021-05-18",50.810001,51.139999,49.599998,49.639999,2653100,47.943279
"2021-05-19",48.98,49.029999,47.970001,48.950001,4821800,47.276867
"2021-05-20",48.900002,49.16,48.150002,48.599998,4141000,46.938828
"2021-05-21",48.830002,49.834999,48.720001,49.389999,3697500,47.701824
"2021-05-24",49.439999,49.689999,49,49.32,2515900,47.63422
"2021-05-25",49.549999,50.200001,48.325001,48.380001,3803800,46.726345
"2021-05-26",48.59,49.439999,48.470001,49.09,3708800,47.412079
"2021-05-27",50.02,50.48,49.75,50.09,6690300,48.377899
"2021-05-28",50.029999,50.084999,49.150002,49.900002,3414600,48.194397
"2021-06-01",50.700001,51.029999,50.139999,50.349998,3558600,48.629009
"2021-06-02",50.48,50.52,49.57,49.93,3398000,48.22337
"2021-06-03",49.880001,50.830002,49.759998,50.299999,4597400,48.580719
"2021-06-04",50.16,50.409,49.400002,49.919998,3383800,48.213711
"2021-06-07",50.09,50.18,49.715,49.900002,4190000,48.194397
"2021-06-08",49.470001,49.880001,48.709999,49.610001,4541700,47.914307
"2021-06-09",49.119999,49.23,48.130001,48.439999,3731300,46.784298
"2021-06-10",49.220001,49.34,47.23,47.25,3378200,45.634972
"2021-06-11",47.389999,47.950001,47.389999,47.849998,3475100,46.214462
"2021-06-14",47.73,47.970001,46.685001,47.099998,3939400,45.490101
"2021-06-15",47.139999,48.064999,47.040001,47.720001,3971100,46.088913
"2021-06-16",47.25,48.299999,46.549999,47.900002,3752400,46.26276
"2021-06-17",48.389999,48.450001,45.16,45.27,7161600,43.722652
"2021-06-18",44.299999,44.779999,43.594002,44.25,9332300,42.737514
"2021-06-21",44.700001,45.59,44.389999,45.5,3999200,43.94479
"2021-06-22",45.540001,45.955002,45.009998,45.59,3694700,44.031712
"2021-06-23",45.84,46.360001,45.669998,45.919998,2961900,44.35043
"2021-06-24",46.07,46.794998,45.539001,46.560001,3544100,44.968559
"2021-06-25",46.82,47.610001,46.540001,47.330002,5093200,45.712238
"2021-06-28",47.060001,47.060001,45.91,46.029999,3982500,44.456673
"2021-06-29",46.389999,46.830002,45.529999,45.75,2889700,44.186245
"2021-06-30",45.66,46.110001,45.509998,45.869999,3147900,44.302139
"2021-07-01",46.349998,46.580002,45.919998,46.450001,3770100,44.862316
"2021-07-02",46.349998,46.449001,45.755001,46.049999,2834400,44.475986
"2021-07-06",45.66,45.830002,44.310001,44.700001,4344000,43.172131
"2021-07-07",44.380001,44.950001,44.200001,44.41,4528300,42.892048
"2021-07-08",43.66,44.125,42.959999,43.540001,5340100,42.051785
"2021-07-09",44.5,45.34,44.169998,45.310001,3769000,43.761284
"2021-07-12",44.990002,46.099998,44.360001,45.869999,3358100,44.302139
"2021-07-13",45.580002,45.759998,44.619999,44.84,4482000,43.307346
"2021-07-14",45,45.650002,43.895,44.610001,4412900,43.085213
"2021-07-15",44.07,45.369999,43.82,44.889999,4106500,43.355637
"2021-07-16",45.169998,45.169998,42.84,43,4406600,41.530235
"2021-07-19",41.689999,42.080002,40.93,41.200001,8027300,39.791763
"2021-07-20",39.555,43.099998,39.555,42.669998,6299600,41.211517
"2021-07-21",43.209999,44.619999,43.150002,44,4292000,42.496059
"2021-07-22",43.970001,44.040001,43.169998,43.490002,4088500,42.003494
"2021-07-23",43.889999,44.369999,43.389999,43.630001,2813100,42.138706
"2021-07-26",43.779999,44.57,43.779999,44.209999,2932700,42.698879
"2021-07-27",43.650002,44.639999,43.279999,44.32,2779900,42.805119
"2021-07-28",42.59,43.59,41.904999,43.299999,10288200,41.819984
"2021-07-29",43.52,43.720001,42.209999,42.849998,7603500,41.761509
"2021-07-30",42.740002,43.34,41.965,42.16,6188600,41.089039
"2021-08-02",42.380001,43.439999,41.744999,41.790001,5125800,40.728436
"2021-08-03",42,43,40.869999,42.869999,6602100,41.780998
"2021-08-04",42.080002,42.805,41.950001,42.150002,5936700,41.079292
"2021-08-05",42.509998,43.16,42.5,43.130001,7003200,42.034397
"2021-08-06",43.75,44.68,43.75,43.970001,4402700,42.853062
"2021-08-09",43.77,44.41,43.279999,43.880001,3937300,42.765347
"2021-08-10",43.73,44.786999,43.560001,44.540001,3475300,43.408581
"2021-08-11",44.66,45.450001,44.139999,45.34,4252700,44.188255
"2021-08-12",45.349998,45.509998,44.895,45.299999,2886000,44.149273
"2021-08-13",45.419998,45.630001,44.68,44.77,2950800,43.63274
"2021-08-16",44.349998,44.66,43.830002,44.27,2792300,43.145439
"2021-08-17",43.73,44.009998,42.650002,43.32,4349000,42.21957
"2021-08-18",43.130001,43.84,42.82,42.889999,3763800,41.800495
"2021-08-19",42.369999,42.830002,41.560001,41.880001,6327000,40.816151
"2021-08-20",41.810001,42.375,41.560001,42.34,4395200,41.264465
"2021-08-23",42.68,43.040001,42.490002,42.810001,2945200,41.722527
"2021-08-24",42.98,43.66,42.950001,43.5,3241000,42.394997
"2021-08-25",43.740002,44.84,43.52,44.400002,3142600,43.272137
"2021-08-26",44.630001,44.720001,43.563999,43.700001,3023800,42.58992
"2021-08-27",43.75,44.82,43.720001,44.740002,4032100,43.603497
"2021-08-30",44.75,44.75,43.450001,43.459999,2585800,42.356014
"2021-08-31",43.68,44.169998,43.360001,43.790001,3988200,42.677628
"2021-09-01",43.849998,43.849998,43,43.200001,3129400,42.102619
"2021-09-02",43.189999,43.994999,43.040001,43.490002,3904000,42.385254
"2021-09-03",43.610001,43.799999,42.900002,43.07,2706100,41.975922
"2021-09-07",43.16,43.810001,42.900002,42.91,3229900,41.819984
"2021-09-08",42.77,43.195,42.450001,42.639999,4448400,41.556843
"2021-09-09",42.66,43.849998,42.488998,43.240002,4448600,42.141605
"2021-09-10",43.599998,43.73,42.785,42.849998,4791600,41.761509
"2021-09-13",43.459999,44.259998,43.209999,43.990002,4592300,42.872555
"2021-09-14",44.099998,44.32,42.544998,42.77,4058800,41.68354
"2021-09-15",42.759998,43.895,42.75,43.740002,3160700,42.628902
"2021-09-16",44.029999,44.299999,43.599998,43.720001,4076800,42.609409
"2021-09-17",43.549999,44.240002,43.485001,43.68,5985700,42.570427
"2021-09-20",42.349998,42.450001,41.52,42.349998,4969000,41.274208
"2021-09-21",42.630001,42.799999,41.610001,41.799999,4309900,40.738178
"2021-09-22",42.48,43.139999,42.27,42.68,3809000,41.595829
"2021-09-23",43.27,45.089001,43.18,44.919998,4945900,43.778923
"2021-09-24",44.939999,45.77,44.880001,45.32,4200200,44.168762
"2021-09-27",45.959999,47.369999,45.959999,47.119999,5255000,45.923038
"2021-09-28",47.400002,47.755001,46.895,47.349998,8842200,46.147198
"2021-09-29",47.630001,48.02,47.240002,47.990002,6258500,46.770943
"2021-09-30",48.240002,48.290001,46.98,46.98,6872800,45.786598
"2021-10-01",47.23,48.555,46.959999,48.27,4684000,47.043831
"2021-10-04",48.220001,49.040001,48.105,48.259998,4544200,47.034081
"2021-10-05",48.709999,49.490002,48.259998,48.990002,4724200,47.745537
"2021-10-06",48.619999,48.790001,47.384998,48.560001,4796700,47.326462
"2021-10-07",48.98,49.247002,48.369999,48.66,5159300,47.423923
"2021-10-08",48.610001,49.470001,48.48,49.049999,2973700,47.804016
"2021-10-11",49.439999,49.66,48.310001,48.330002,3547800,47.102306
"2021-10-12",48.130001,48.639999,47.855,48.27,3195000,47.043831
"2021-10-13",47.98,48.099998,46.740002,47.459999,3773800,46.254398
"2021-10-14",48.040001,48.18,47.400002,47.919998,3700400,46.702717
"2021-10-15",48.490002,48.66,47.700001,48.09,4266900,46.868401
"2021-10-18",48.005001,48.880001,47.900002,48.380001,3473200,47.151031
"2021-10-19",48.68,49.139999,48.360001,49.099998,3610000,47.852745
"2021-10-20",48.509998,50.990002,48.25,50.880001,5016700,49.587528
"2021-10-21",50.93,50.959999,48.889999,49.459999,5634300,48.203598
"2021-10-22",49.73,50.389999,49.599998,50.279999,3362300,49.002769
"2021-10-25",50.639999,50.77,49.990002,50.310001,3379700,49.032009
"2021-10-26",50.380001,50.41,49.459999,49.619999,4078100,48.359535
"2021-10-27",49.400002,49.400002,47.59,47.610001,4707300,46.400593
"2021-10-28",47.610001,47.93,47.200001,47.900002,3715600,47.068798
"2021-10-29",47.98,48.060001,47.084999,47.380001,4948600,46.557819
"2021-11-01",47.93,48.279999,47.759998,47.98,3047000,47.147408
"2021-11-02",47.799999,47.93,47.009998,47.220001,4394200,46.400597
"2021-11-03",46.970001,48.740002,46.77,48.470001,3666700,47.628906
"2021-11-04",48.240002,48.32,47.07,47.830002,3025600,47.000011
"2021-11-05",48.41,48.720001,47.445,47.790001,3694100,46.960705
"2021-11-08",48.150002,48.669998,47.619999,47.91,2662600,47.078621
"2021-11-09",47.470001,47.939999,47.145,47.830002,2841400,47.000011
"2021-11-10",47.939999,48.275002,47.720001,48.02,3256000,47.18671
"2021-11-11",48.220001,49.139999,47.950001,49.119999,3857300,48.267624
"2021-11-12",49.18,49.790001,48.709999,49.360001,5628300,48.50346
"2021-11-15",49.540001,50.040001,49.23,49.950001,5330600,49.083221
"2021-11-16",50.02,50.419998,49.650002,50.220001,4131400,49.348537
"2021-11-17",50,50.200001,49.564999,50.049999,4451200,49.181488
"2021-11-18",50.029999,50.419998,49.66,50.139999,4173000,49.269924
"2021-11-19",49.349998,49.875,48.66,49.610001,5837600,48.749123
"2021-11-22",50.529999,50.93,49.84,50.27,4113700,49.397671
"2021-11-23",50.639999,50.93,50.310001,50.84,3525900,49.957779
"2021-11-24",50.889999,51.540001,50.605,51.040001,3815900,50.154308
"2021-11-26",48.810001,48.919998,47.514999,48.560001,3456600,47.717342
"2021-11-29",49.259998,49.709999,48.279999,48.779999,4300800,47.933521
"2021-11-30",47.900002,48.226002,47.060001,47.27,8891200,46.449726
"2021-12-01",48.529999,49.07,46.509998,46.52,5437100,45.712746
"2021-12-02",47.080002,48.34,46.610001,48.07,4403500,47.235847
"2021-12-03",47.970001,48.189999,46.02,46.349998,5025300,45.545692
"2021-12-06",47.330002,48.189999,46.91,47.560001,5457600,46.734695
"2021-12-07",47.849998,48.869999,47.700001,48.330002,4564900,47.491337
"2021-12-08",48.290001,48.549999,47.529999,47.599998,4430700,46.773998
"2021-12-09",47.23,47.764999,47.009998,47.369999,2973200,46.547993
"2021-12-10",47.709999,47.939999,46.68,47.400002,2876100,46.577473
"2021-12-13",47.18,47.23,46.119999,46.290001,3229300,45.486732
"2021-12-14",46.709999,47.669998,46.450001,47.080002,4937500,46.263023
"2021-12-15",47.279999,47.490002,46.490002,47.150002,3983600,46.331814
"2021-12-16",47.799999,48.27,46.900002,47.119999,4421600,46.30233
"2021-12-17",46.959999,47.080002,45.419998,45.459999,7549200,44.671135
"2021-12-20",44.68,44.68,43.560001,44.490002,4842700,43.717972
"2021-12-21",45.119999,45.950001,45.049999,45.830002,3757600,45.034718
"2021-12-22",45.610001,46.349998,45.419998,46.139999,3658700,45.339336
"2021-12-23",46.68,47.240002,46.490002,46.630001,3605200,45.820835
"2021-12-27",46.73,47.215,46.400002,47.200001,2022100,46.380943
"2021-12-28",46.990002,47.610001,46.959999,47.299999,1907000,46.479206
"2021-12-29",47.439999,47.669998,47.099998,47.299999,1957400,46.479206
"2021-12-30",47.349998,47.84,47.209999,47.27,1737800,46.449726
"2021-12-31",47.060001,47.610001,47.009998,47.25,1972100,46.430073
"2022-01-03",48.360001,49.549999,48.02,49.139999,4770500,48.287277
"2022-01-04",49.93,51.759998,49.900002,51.369999,6104500,50.47858
"2022-01-05",51.799999,52.224998,50.880001,50.98,4119300,50.095348
"2022-01-06",52.23,53.98,51.900002,53.799999,6120200,52.866413
"2022-01-07",53.93,54.459999,53.419998,54.220001,4214000,53.279125
"2022-01-10",54.990002,55.07,53.130001,53.919998,4950900,52.984329
"2022-01-11",54.439999,54.73,53.560001,54.540001,5471900,53.593571
"2022-01-12",54.860001,55.529999,54.57,55.209999,6024400,54.251945
"2022-01-13",55.279999,56.075001,55.110001,55.700001,6217800,54.733444
"2022-01-14",54.59,56.400002,54.495998,56.349998,6281500,55.372158
"2022-01-18",56.380001,57,55.362999,55.669998,7385500,54.70396
