"","PGR.Open","PGR.High","PGR.Low","PGR.Close","PGR.Volume","PGR.Adjusted"
"2022-01-05",102.400002,104.050003,102.230003,102.889999,2731700,102.61235
"2022-01-06",104.459999,105.410004,104.029999,105.25,3669700,105.0681
"2022-01-07",105.57,109.290001,105.139999,109.18,4861000,108.991302
"2022-01-10",109.68,110.68,108.620003,110,5015000,109.809883
"2022-01-11",110.370003,110.910004,107.480003,108.919998,4137600,108.73175
"2022-01-12",108.330002,110.449997,108.330002,109.849998,3486900,109.660141
"2022-01-13",110.010002,110.839996,108.959999,109.260002,2662600,109.071167
"2022-01-14",109.019997,109.940002,108.540001,109.75,2993600,109.560318
"2022-01-18",109.540001,109.980003,108.019997,109.870003,3228400,109.680115
"2022-01-19",109.57,109.849998,107.510002,107.629997,2578400,107.443977
"2022-01-20",107.849998,108.900002,106.900002,107.169998,2507000,106.984779
"2022-01-21",107.879997,108.760002,107.57,108.019997,4086800,107.833305
"2022-01-24",108.379997,111.129997,106.860001,109.879997,5949500,109.690086
"2022-01-25",109.650002,110.419998,107.699997,109.300003,3371300,109.111092
"2022-01-26",111.849998,111.849998,105.279999,107.629997,4566700,107.443977
"2022-01-27",108.160004,110.040001,106.959999,107.639999,3107700,107.453964
"2022-01-28",107.949997,108.730003,106.849998,108.720001,3020700,108.532097
"2022-01-31",107.860001,108.790001,106.910004,108.660004,2589100,108.472206
"2022-02-01",108.25,108.25,106.639999,108.099998,2646300,107.91317
"2022-02-02",107.790001,109.779999,107.709999,109.480003,2330800,109.290787
"2022-02-03",109.699997,110.510002,108.760002,109.699997,1974900,109.510406
"2022-02-04",109.489998,110.150002,108.489998,109.07,1895500,108.881493
"2022-02-07",109.330002,109.739998,108.129997,109.099998,2229200,108.911438
"2022-02-08",109.519997,109.699997,108.480003,109.199997,2552100,109.011269
"2022-02-09",109,109.669998,108.220001,108.43,1735600,108.242599
"2022-02-10",107.82,108.370003,106.07,106.510002,3173200,106.32592
"2022-02-11",106.300003,107.510002,105.519997,106.199997,2925800,106.016449
"2022-02-14",105.360001,106.529999,104.110001,106.209999,3541000,106.026436
"2022-02-15",106.709999,107.620003,105.489998,105.779999,2224300,105.597176
"2022-02-16",105.68,107.989998,105.360001,106.080002,2490400,105.896667
"2022-02-17",105.839996,105.989998,104.410004,105.230003,2347500,105.048134
"2022-02-18",105.139999,106.889999,104.989998,106.410004,5612000,106.226097
"2022-02-22",106.82,107.690002,105.449997,106.25,1991700,106.066368
"2022-02-23",106.650002,106.760002,104.519997,104.620003,1964900,104.439186
"2022-02-24",103.43,103.919998,100.809998,102.879997,3184800,102.702187
"2022-02-25",102.639999,107.309998,102.639999,107.239998,2206200,107.054657
"2022-02-28",103.730003,106.720001,103.730003,105.93,2841900,105.746918
"2022-03-01",105.230003,105.870003,103.190002,103.239998,3738900,103.061562
"2022-03-02",103.260002,105.32,103.25,104.919998,2181600,104.738663
"2022-03-03",105.339996,106.269997,104.790001,105.080002,1797500,104.898392
"2022-03-04",104.019997,107.25,103.339996,107.190002,2018300,107.004738
"2022-03-07",106.160004,108.68,105.220001,106.519997,3138400,106.335892
"2022-03-08",106.43,108.809998,103.75,103.760002,3411000,103.580673
"2022-03-09",104.43,105.610001,102.300003,104.099998,2447800,103.920082
"2022-03-10",103.839996,105.209999,103.470001,104.669998,1943700,104.48909
"2022-03-11",104.510002,106.75,104.480003,105.540001,1652600,105.35759
"2022-03-14",106.870003,107.870003,105.419998,105.709999,2019700,105.527298
"2022-03-15",106.639999,107.540001,105.440002,107.309998,1776300,107.124535
"2022-03-16",107.400002,107.949997,104.010002,106.139999,2716200,105.956558
"2022-03-17",106.220001,109.940002,105.959999,109.519997,2261800,109.330711
"2022-03-18",111.080002,111.529999,109.150002,111.220001,3946700,111.027779
"2022-03-21",111.779999,113.540001,110.910004,112.18,1977900,111.986115
"2022-03-22",112.870003,113.550003,111.82,113.349998,2316100,113.154091
"2022-03-23",113.440002,114.620003,112.760002,114,1935200,113.802971
"2022-03-24",114.279999,114.989998,113.510002,114.099998,2185300,113.902794
"2022-03-25",114.199997,116.739998,114.139999,116.669998,1965300,116.468353
"2022-03-28",117,117.220001,115.940002,116.879997,1836000,116.677986
"2022-03-29",117.07,117.32,114.870003,116.190002,1628700,115.989182
"2022-03-30",116.400002,117.190002,115.519997,117.169998,1650300,116.967491
"2022-03-31",117.019997,117.580002,113.959999,113.989998,3354100,113.792992
"2022-04-01",114.139999,115.330002,113.419998,115.190002,1735100,114.990913
"2022-04-04",115,116.07,113.919998,114.099998,2307000,113.902794
"2022-04-05",114.220001,115.910004,113.809998,114.230003,1946600,114.032578
"2022-04-06",114.239998,116.949997,114.089996,116.870003,2850300,116.770233
"2022-04-07",117,120.089996,115.620003,119.529999,5093500,119.427963
"2022-04-08",119.599998,120.169998,117.970001,118.510002,3216000,118.408836
"2022-04-11",118.589996,119.089996,117.559998,118.43,2851900,118.328903
"2022-04-12",117.379997,117.889999,114.980003,115.300003,2417300,115.201576
"2022-04-13",115.010002,115.610001,113.370003,113.910004,2208500,113.812767
"2022-04-14",112.279999,113.279999,110.870003,112.110001,3918300,112.014297
"2022-04-18",109.589996,110.769997,108.900002,109.639999,2221600,109.546402
"2022-04-19",109.559998,111.449997,108.889999,111.150002,2639100,111.055115
"2022-04-20",111.639999,113.169998,111.379997,113.040001,2147600,112.943504
"2022-04-21",113.589996,116.209999,112.910004,113.019997,2825000,112.923515
"2022-04-22",112.57,112.709999,108.230003,108.339996,2263700,108.247513
"2022-04-25",108.190002,110.889999,107.010002,110.559998,2662100,110.465614
"2022-04-26",109.510002,111,108.410004,108.410004,2502400,108.317459
"2022-04-27",108.830002,109.300003,106.699997,106.949997,3365400,106.858696
"2022-04-28",107.690002,110.620003,106.349998,110.419998,2696400,110.325737
"2022-04-29",109.660004,109.709999,107.220001,107.360001,2771100,107.268349
"2022-05-02",108.160004,110.480003,107.309998,110.330002,4227700,110.235817
"2022-05-03",110.550003,113.260002,110.360001,112.230003,3121800,112.134201
"2022-05-04",112.589996,115.910004,111.879997,115.839996,2960100,115.741112
"2022-05-05",114.980003,115.660004,111.559998,112.410004,2202900,112.314041
"2022-05-06",112,112.949997,108.309998,109.459999,3653200,109.366554
"2022-05-09",109.5,110.18,107.860001,108.75,2743700,108.657166
"2022-05-10",110.169998,110.940002,107.519997,108.269997,3449600,108.177574
"2022-05-11",107.769997,110.139999,107.379997,107.870003,2404400,107.777916
"2022-05-12",108.010002,109.029999,106.949997,108.800003,3275900,108.707123
"2022-05-13",109.559998,109.720001,107.099998,107.82,2253000,107.727959
"2022-05-16",108.489998,110.879997,108.32,109.75,4149900,109.656311
"2022-05-17",109.949997,111.370003,107.32,111.190002,2947200,111.095085
"2022-05-18",111.089996,113.400002,109.769997,111.900002,3544900,111.804474
"2022-05-19",110.790001,111.360001,108.629997,110.419998,3130400,110.325737
"2022-05-20",110.769997,111.360001,108.610001,110.989998,3812900,110.895248
"2022-05-23",112.459999,113.800003,111.349998,112.940002,2087600,112.84359
"2022-05-24",112.940002,115.059998,111.559998,114.730003,2698800,114.632065
"2022-05-25",114.489998,116.760002,113.800003,115.620003,4408200,115.521301
"2022-05-26",116.339996,117.580002,115.459999,116.809998,3339700,116.710281
"2022-05-27",117.019997,120.379997,116.599998,120.339996,3107900,120.237267
"2022-05-31",119.379997,120.480003,118.169998,119.379997,8747200,119.278084
"2022-06-01",119.050003,119.360001,117.190002,118.470001,2979400,118.368866
"2022-06-02",119.379997,119.75,117.93,119.379997,2131500,119.278084
"2022-06-03",118.5,119.769997,118.230003,119.110001,1575400,119.008324
"2022-06-06",120.269997,120.550003,119.660004,120.07,1992300,119.967499
"2022-06-07",119.300003,121.360001,118.919998,121.190002,3117500,121.086548
"2022-06-08",120.860001,120.940002,118.779999,119.629997,2159700,119.527878
"2022-06-09",119.449997,119.910004,115.470001,115.540001,2344600,115.441368
"2022-06-10",113.800003,114.82,112.809998,113.559998,2020300,113.463058
"2022-06-13",111.720001,114.940002,111.440002,113.540001,2852700,113.443077
"2022-06-14",114.019997,114.620003,111.68,112.410004,2595200,112.314041
"2022-06-15",113.050003,114.339996,111.059998,112.57,2280000,112.4739
"2022-06-16",111.019997,111.989998,109.839996,110.209999,2304800,110.115921
"2022-06-17",110.239998,111.080002,108.860001,109.559998,4699600,109.466469
"2022-06-21",110.93,112.480003,110.400002,112.18,2918200,112.084236
"2022-06-22",111.370003,113.32,111.089996,111.849998,2464000,111.754517
"2022-06-23",112.5,112.980003,108.639999,109.75,3162000,109.656311
"2022-06-24",111.379997,116.370003,110.610001,115.989998,10282200,115.890984
"2022-06-27",115.940002,116.860001,114.989998,116.559998,1938400,116.460495
"2022-06-28",117.239998,118.360001,115.269997,115.419998,3272300,115.321472
"2022-06-29",116.059998,116.779999,113.510002,113.639999,2177500,113.542992
