"","EVRG.Open","EVRG.High","EVRG.Low","EVRG.Close","EVRG.Volume","EVRG.Adjusted"
"2022-01-14",66.650002,66.879997,65.610001,65.839996,1433100,64.678093
"2022-01-18",65.480003,65.800003,64.029999,64.519997,1955400,63.38139
"2022-01-19",64.519997,65.5,64.389999,64.910004,1754900,63.764519
"2022-01-20",65.160004,65.5,64.190002,64.260002,2922700,63.125988
"2022-01-21",64.639999,64.800003,63.939999,64.120003,2041900,62.988457
"2022-01-24",63.889999,64.25,61.990002,63.580002,2007800,62.457985
"2022-01-25",62.259998,63.349998,62.259998,62.900002,1626700,61.789986
"2022-01-26",63.18,64.07,62.5,62.98,1437900,61.868572
"2022-01-27",63.5,63.970001,62.790001,63.349998,1599000,62.23204
"2022-01-28",63.130001,64.830002,62.740002,64.769997,1553800,63.626984
"2022-01-31",64.120003,65.239998,64.059998,64.959999,1560100,63.813629
"2022-02-01",64.879997,65.129997,63.959999,64.550003,2112200,63.41087
"2022-02-02",64.610001,66.57,64.449997,66.379997,2132800,65.208572
"2022-02-03",66.260002,66.309998,65.379997,65.830002,1583400,64.668274
"2022-02-04",65.339996,65.860001,64.760002,65.230003,1769500,64.078865
"2022-02-07",65.190002,65.519997,64.459999,65.059998,2134900,63.911865
"2022-02-08",65.349998,65.709999,65.169998,65.410004,1562200,64.255692
"2022-02-09",65.790001,66.019997,65.139999,65.43,1389300,64.27533
"2022-02-10",64.790001,65.050003,63.130001,63.290001,1802100,62.1731
"2022-02-11",63.43,63.98,62.419998,62.73,1967400,61.622986
"2022-02-14",62.799999,63.139999,61.459999,61.91,1729700,60.817451
"2022-02-15",62.18,62.459999,60.919998,61.169998,2391200,60.090511
"2022-02-16",61.18,61.610001,60.599998,61.209999,2970700,60.129807
"2022-02-17",61.110001,61.439999,60.48,61.049999,1843700,59.972633
"2022-02-18",60.709999,61.580002,60.68,60.970001,1927400,59.894043
"2022-02-22",61.060001,61.450001,60.450001,60.98,2190100,59.90387
"2022-02-23",60.959999,61.23,60.139999,60.200001,2473100,59.137634
"2022-02-24",60.02,60.919998,59.459999,60.59,2408500,59.520748
"2022-02-25",61.830002,63.119999,61.209999,62.549999,2104100,61.446159
"2022-02-28",62.119999,62.66,61.84,62.41,2936000,61.308628
"2022-03-01",62.220001,62.790001,60.57,60.880001,2085300,59.805634
"2022-03-02",61.040001,62.240002,60.82,61.810001,1271200,60.719219
"2022-03-03",61.91,63.169998,61.91,62.41,1255200,61.308628
"2022-03-04",61.709999,63.740002,61.709999,63.700001,1210000,63.155712
"2022-03-07",63.720001,64.5,63,64.25,1643200,63.701012
"2022-03-08",64.510002,65.18,63.68,63.73,1584400,63.185455
"2022-03-09",64.339996,64.519997,63.259998,63.369999,1615000,62.828529
"2022-03-10",62.799999,64.279999,62.799999,64.110001,1624400,63.56221
"2022-03-11",64.139999,64.760002,64.010002,64.349998,990000,63.800156
"2022-03-14",64.660004,65.190002,64.209999,64.519997,1225800,63.9687
"2022-03-15",65.190002,65.209999,64.220001,64.870003,1325600,64.31572
"2022-03-16",64.589996,64.949997,64,64.68,1420100,64.127335
"2022-03-17",64.519997,65.510002,64.470001,65,1310200,64.444603
"2022-03-18",65.040001,65.419998,64.339996,64.769997,2189800,64.216568
"2022-03-21",64.830002,65.629997,64.830002,64.980003,1237900,64.424774
"2022-03-22",65.169998,65.169998,64.529999,65.099998,1377500,64.543747
"2022-03-23",65.099998,65.470001,64.540001,65.150002,1520800,64.593323
"2022-03-24",65.099998,65.540001,65,65.519997,1005600,64.960159
"2022-03-25",65.75,66.889999,65.730003,66.849998,920700,66.278793
"2022-03-28",66.980003,67.080002,66.440002,66.970001,799500,66.397774
"2022-03-29",67.290001,67.699997,67.040001,67.690002,754700,67.111618
"2022-03-30",67.650002,68.269997,67.379997,68.260002,702000,67.67675
"2022-03-31",68.269997,68.760002,68.190002,68.339996,1473700,67.756058
"2022-04-01",68.32,69.080002,68,69.059998,1043500,68.46991
"2022-04-04",68.57,68.839996,67.730003,68.419998,1310200,67.835381
"2022-04-05",68.620003,69.620003,68.620003,69.080002,1188500,68.489746
"2022-04-06",69.25,70.660004,69.019997,70.610001,1389900,70.006668
"2022-04-07",70.610001,70.610001,69.68,70.580002,1101500,69.976929
"2022-04-08",70.809998,71.480003,70.639999,71.110001,1032500,70.502396
"2022-04-11",71.269997,71.43,70.480003,70.580002,657600,69.976929
"2022-04-12",70.370003,71.419998,70.209999,71.349998,990200,70.740341
"2022-04-13",71.239998,71.330002,70.260002,70.599998,710300,69.99675
"2022-04-14",70.660004,71.360001,70.650002,70.809998,739000,70.204956
"2022-04-18",71,71.290001,70.449997,70.860001,793800,70.254532
"2022-04-19",71.279999,71.5,70.809998,71.110001,742200,70.502396
"2022-04-20",71.760002,72.650002,71.580002,72.620003,1235400,71.999496
"2022-04-21",72.519997,73.129997,71.940002,72.120003,1061800,71.503769
"2022-04-22",72,72.110001,71.269997,71.330002,1536200,70.72052
"2022-04-25",71.529999,71.589996,69.050003,70.099998,1035800,69.501022
"2022-04-26",70.050003,70.669998,69.209999,69.230003,797600,68.638466
"2022-04-27",69.150002,69.889999,68.279999,69.199997,1082300,68.608711
"2022-04-28",69.540001,70.07,69.050003,69.730003,710700,69.134193
"2022-04-29",69.339996,69.440002,67.720001,67.849998,1272500,67.270248
"2022-05-02",68,68.309998,66.209999,67.080002,940000,66.506836
"2022-05-03",67.410004,68.57,67.040001,67.379997,822200,66.804268
"2022-05-04",67.599998,68.800003,67.43,68.730003,1353000,68.142738
"2022-05-05",68.68,69.940002,67.669998,68.279999,1192700,67.696579
"2022-05-06",68,68.650002,67.480003,68.099998,1623100,67.518112
"2022-05-09",67.739998,68.629997,66.620003,67.900002,1607900,67.319824
"2022-05-10",67.860001,68.75,65.660004,66.449997,1409000,65.88221
"2022-05-11",66.699997,67.989998,66.519997,66.959999,1059000,66.387856
"2022-05-12",66.860001,67.160004,65.730003,66.800003,914300,66.229225
"2022-05-13",67.209999,67.790001,66.5,67.610001,877800,67.032303
"2022-05-16",67.75,67.970001,67.150002,67.519997,1117900,66.943069
"2022-05-17",67.860001,67.970001,66.809998,67.959999,868600,67.379311
"2022-05-18",68.199997,68.32,66.889999,67.059998,988400,66.487
"2022-05-19",66.269997,66.970001,65.110001,66.699997,1182600,66.699997
"2022-05-20",66.879997,67.610001,66.18,67.43,1147400,67.43
"2022-05-23",68,68.480003,67.360001,68.099998,1365700,68.099998
"2022-05-24",68.290001,69.330002,67.669998,69.32,846200,69.32
"2022-05-25",69.470001,69.699997,69.110001,69.519997,1092900,69.519997
"2022-05-26",69.940002,70.25,69.419998,69.559998,715300,69.559998
"2022-05-27",69.330002,70.580002,69.290001,70.57,1126900,70.57
"2022-05-31",69.800003,70.309998,69.220001,69.940002,2408500,69.940002
"2022-06-01",70.220001,70.220001,69.480003,70.010002,1390400,70.010002
"2022-06-02",70.160004,70.199997,68.699997,70.010002,1382700,70.010002
"2022-06-03",69.900002,70.349998,69.650002,70.010002,1409700,70.010002
"2022-06-06",70.230003,70.529999,69.870003,70.400002,1766800,70.400002
"2022-06-07",70.209999,70.690002,69.410004,70.550003,2016100,70.550003
"2022-06-08",70.199997,70.220001,68.910004,68.980003,1150800,68.980003
"2022-06-09",68.989998,69.529999,67.370003,67.370003,1140100,67.370003
"2022-06-10",66.57,67.510002,66.169998,66.75,1419900,66.75
"2022-06-13",66.269997,66.269997,63.060001,63.299999,1370300,63.299999
"2022-06-14",63.360001,63.73,60.310001,61.32,1768400,61.32
"2022-06-15",61.790001,62.130001,60.540001,61.310001,1386300,61.310001
"2022-06-16",60.57,60.889999,60.110001,60.740002,1930700,60.740002
"2022-06-17",61.110001,61.369999,59.34,60.139999,3093600,60.139999
"2022-06-21",60.150002,61.330002,60,60.939999,1229000,60.939999
"2022-06-22",60.639999,61.84,60.529999,61.220001,1157500,61.220001
"2022-06-23",61.43,62.529999,61.23,62.439999,1501300,62.439999
"2022-06-24",62.66,64.309998,62.639999,64.110001,1338200,64.110001
"2022-06-27",63.830002,65.099998,63.509998,64.970001,840600,64.970001
"2022-06-28",65.239998,65.790001,64.699997,64.739998,664800,64.739998
"2022-06-29",64.870003,65.309998,64.639999,65.160004,786900,65.160004
