"","TFC.Open","TFC.High","TFC.Low","TFC.Close","TFC.Volume","TFC.Adjusted"
"2020-09-02",38.869999,39.720001,38.619999,39.41,6730600,37.169338
"2020-09-03",39.82,41.040001,38.439999,38.610001,7440600,36.414818
"2020-09-04",39.75,40.099998,38.580002,39.16,8359600,36.933552
"2020-09-08",38.689999,38.779999,37.16,37.91,7760300,35.754623
"2020-09-09",38.200001,38.360001,37.439999,37.830002,5423200,35.679173
"2020-09-10",38.009998,38.459999,37.169998,37.209999,4210700,35.094418
"2020-09-11",37.32,38.240002,37.049999,38.23,4706100,36.056423
"2020-09-14",38.48,39.889999,38.360001,39.759998,5402300,37.499435
"2020-09-15",39.66,39.740002,38.939999,39.41,5804600,37.169338
"2020-09-16",39.220001,40.66,38.98,40.25,5211200,37.961586
"2020-09-17",39.529999,40.040001,39.009998,39.259998,5511900,37.027863
"2020-09-18",38.990002,39.630001,38.849998,39.16,6460000,36.933552
"2020-09-21",38,38.32,36.779999,37.34,6251600,35.21703
"2020-09-22",37.139999,37.700001,35.919998,36.25,4628300,34.188999
"2020-09-23",36.580002,37.150002,35.43,35.43,4605000,33.415623
"2020-09-24",35.810001,36.34,35.09,35.470001,4114600,33.45335
"2020-09-25",35.009998,36.23,34.860001,36.169998,3570100,34.113552
"2020-09-28",36.82,37.799999,36.73,37.450001,5055400,35.32077
"2020-09-29",37.299999,37.299999,36.240002,37.009998,5172100,34.905785
"2020-09-30",37.040001,38.240002,37,38.049999,7952500,35.886662
"2020-10-01",38.18,38.860001,37.860001,38.75,8545300,36.54686
"2020-10-02",38.130001,40.240002,37.939999,39.98,6899800,37.706928
"2020-10-05",40.419998,41.400002,40.41,41.240002,5296700,38.895294
"2020-10-06",41.630001,42.669998,40.650002,40.82,5845800,38.499172
"2020-10-07",41.43,42.68,41.43,42.029999,6073700,39.640381
"2020-10-08",42.369999,43.16,42.049999,43.060001,4893500,40.61182
"2020-10-09",43.360001,43.459999,42.5,43.209999,5933300,40.753292
"2020-10-12",43.029999,43.619999,42.830002,43.459999,5250800,40.989079
"2020-10-13",43.110001,43.34,42.380001,42.599998,5186600,40.177971
"2020-10-14",42.849998,43.110001,42.099998,42.23,6381900,39.82901
"2020-10-15",42.970001,43,41,42.110001,6180200,39.715828
"2020-10-16",42.080002,42.200001,40.939999,41.650002,4698700,39.281982
"2020-10-19",41.82,42.330002,41.380001,41.57,3578600,39.206528
"2020-10-20",42.02,43.200001,41.959999,42.09,4306500,39.69696
"2020-10-21",41.720001,42.189999,41.549999,41.900002,5700300,39.517769
"2020-10-22",41.799999,43.529999,41.77,43.450001,3894200,40.979645
"2020-10-23",43.889999,44.400002,43.169998,43.939999,3534300,41.441784
"2020-10-26",43.130001,43.310001,42.529999,43.029999,4871300,40.583523
"2020-10-27",42.779999,42.919998,41.709999,41.73,4024200,39.357433
"2020-10-28",40.560001,41.77,40.52,41.119999,7172200,38.78212
"2020-10-29",40.790001,42.119999,40.049999,41.849998,4418800,39.470615
"2020-10-30",41.700001,42.18,41.220001,42.119999,5415000,39.725262
"2020-11-02",42.759998,43.77,42.09,43.48,6478000,41.007938
"2020-11-03",44.73,45.18,44.189999,44.759998,5812000,42.21516
"2020-11-04",43.259998,43.889999,41.98,42.68,5209300,40.253426
"2020-11-05",42.700001,45.209999,42.66,44.93,6606400,42.375496
"2020-11-06",45.200001,45.200001,42.810001,42.990002,4892500,40.545799
"2020-11-09",47.419998,49.720001,47.400002,48.52,10476500,45.761387
"2020-11-10",47.439999,49.32,46.98,49.040001,6279300,46.251823
"2020-11-11",49.200001,49.279999,47.91,48.82,5777100,46.044331
"2020-11-12",47.27,47.630001,45.630001,46.330002,4603400,44.102417
"2020-11-13",46.509998,47.650002,46.5,47.189999,4788100,44.921066
"2020-11-16",49,49.150002,48.07,48.57,5958600,46.234715
"2020-11-17",47.619999,48.32,47.07,48.169998,5144900,45.853943
"2020-11-18",48.330002,48.880001,47.439999,47.450001,5331600,45.168571
"2020-11-19",46.700001,47.029999,46.150002,46.900002,6361000,44.645012
"2020-11-20",46.73,46.889999,46.07,46.209999,6019000,43.988186
"2020-11-23",47,47.240002,46.450001,46.98,4683000,44.721165
"2020-11-24",48.099998,49.150002,48,48.970001,6587600,46.61549
"2020-11-25",48.380001,48.799999,47.639999,48.509998,4010200,46.177597
"2020-11-27",48.610001,49.029999,48.169998,48.5,2898500,46.168079
"2020-11-30",48.18,48.490002,46.360001,46.419998,6850300,44.188087
"2020-12-01",47.849998,48.259998,47.299999,47.52,6260100,45.235203
"2020-12-02",47.139999,47.720001,46.830002,47.560001,5015900,45.273277
"2020-12-03",47.650002,47.779999,46.959999,47.41,4782400,45.130486
"2020-12-04",47.650002,48.310001,47.41,48.23,4872000,45.91106
"2020-12-07",47.669998,48.139999,47.139999,47.860001,3858000,45.558853
"2020-12-08",47.59,48.060001,47.220001,47.709999,3797100,45.416061
"2020-12-09",48.189999,48.32,47.580002,47.880001,5539900,45.577892
"2020-12-10",47.189999,48.130001,47.060001,47.950001,8441500,45.644527
"2020-12-11",47.139999,47.310001,46.689999,47.009998,4503100,44.749718
"2020-12-14",47.68,47.68,45.790001,45.91,6202500,43.702614
"2020-12-15",46.27,46.939999,45.720001,46.720001,5110800,44.473667
"2020-12-16",46.720001,47.27,46.400002,47.23,7242000,44.959148
"2020-12-17",47.110001,47.290001,46.299999,47.099998,7794700,44.835392
"2020-12-18",46.990002,47.099998,45.560001,45.900002,10492700,43.693089
"2020-12-21",46.09,46.619999,45.439999,46.32,6891100,44.092899
"2020-12-22",46.669998,46.759998,45.959999,46.029999,4526900,43.816837
"2020-12-23",46.599998,47.57,46.310001,47.290001,5170900,45.016262
"2020-12-24",47.5,47.5,46.700001,46.990002,2276200,44.730686
"2020-12-28",47.32,47.84,47.02,47.529999,3532600,45.244724
"2020-12-29",47.549999,47.66,46.580002,46.720001,2791900,44.473667
"2020-12-30",46.959999,47.52,46.830002,47.369999,2931900,45.092411
"2020-12-31",47.41,48,46.970001,47.93,3559600,45.625481
"2021-01-04",48.25,48.360001,46.709999,47.18,6314900,44.911549
"2021-01-05",47.279999,47.959999,46.709999,47.5,6814200,45.216164
"2021-01-06",49.200001,51.080002,48.650002,50,12915600,47.595959
"2021-01-07",50,51.68,49.98,51.490002,8188400,49.014317
"2021-01-08",51.439999,51.439999,49.869999,50.650002,4703200,48.214706
"2021-01-11",50.119999,50.990002,49.630001,50.939999,5008800,48.490765
"2021-01-12",51.43,52.48,51.009998,52.25,4739300,49.737778
"2021-01-13",51.939999,52.279999,51.150002,52.080002,4780800,49.575951
"2021-01-14",52.419998,53.490002,52.310001,53.139999,6217300,50.584984
"2021-01-15",52.189999,52.599998,51.400002,51.970001,4901700,49.471241
"2021-01-19",52.299999,52.400002,51.619999,52.150002,6604300,49.64259
"2021-01-20",51.98,52,51.220001,51.630001,6584100,49.147591
"2021-01-21",51.299999,52.470001,50.720001,51.07,6039900,48.614513
"2021-01-22",50.220001,51.41,50.130001,51.18,4132700,48.719223
"2021-01-25",51,51.27,50.009998,51.049999,5261400,48.595474
"2021-01-26",51.599998,51.700001,50.23,50.240002,3623900,47.824425
"2021-01-27",49.209999,49.52,48.259998,48.389999,5679700,46.063374
"2021-01-28",49.080002,49.869999,48.610001,49.150002,5337100,46.786831
"2021-01-29",48.880001,49.610001,47.689999,47.98,6970400,45.673084
"2021-02-01",48.310001,48.509998,47.709999,48.380001,5428200,46.053848
"2021-02-02",49.060001,50.599998,48.84,50.209999,4874700,47.795864
"2021-02-03",49.790001,51.639999,49.700001,51.52,6100900,49.042877
"2021-02-04",51.830002,53.599998,51.73,53.369999,5085900,50.803928
"2021-02-05",53.849998,54,52.610001,52.689999,5194500,50.15662
"2021-02-08",52.900002,53.07,52.48,52.970001,5903000,50.423161
"2021-02-09",52.73,53.5,52.470001,53.369999,3552200,50.803928
"2021-02-10",53.669998,54.450001,53.400002,53.709999,4526000,51.127583
"2021-02-11",53.290001,53.73,52.220001,52.779999,3569500,50.666798
"2021-02-12",52.599998,54.110001,52.490002,54.009998,4555200,51.847549
"2021-02-16",54.57,56.02,54.25,55.650002,6221100,53.421894
"2021-02-17",55.060001,56.009998,55.060001,55.650002,4144600,53.421894
"2021-02-18",55.259998,55.939999,55.02,55.830002,5346100,53.594681
"2021-02-19",56.25,57.759998,56.049999,57.580002,6427300,55.274616
"2021-02-22",57.5,59.27,57.48,59.07,8987100,56.704956
"2021-02-23",59.799999,59.889999,58.049999,58.73,7391200,56.378571
"2021-02-24",59,60.799999,58.91,60.169998,7776900,57.760914
"2021-02-25",61,61.259998,58.43,58.630001,5775900,56.282578
"2021-02-26",58.240002,58.610001,56.860001,56.959999,10838100,54.679436
"2021-03-01",58.259998,59.279999,58.060001,58.810001,4814100,56.455368
"2021-03-02",58.43,59.029999,58.16,58.259998,5087500,55.927387
"2021-03-03",58.5,59.619999,58.349998,58.490002,6178900,56.148182
"2021-03-04",58.32,58.799999,56.290001,57.380001,5960900,55.082623
"2021-03-05",59.02,59.220001,56.830002,58.720001,6149000,56.368977
"2021-03-08",59.580002,60.66,58.98,59.709999,6833200,57.319336
"2021-03-09",58.82,59.27,57.529999,58.25,5807700,55.917789
"2021-03-10",58.380001,59.27,58.080002,58.799999,6963800,56.44577
"2021-03-11",58.290001,59.130001,57.869999,58.91,9149800,56.551365
"2021-03-12",60,60.279999,59.380001,59.919998,4388100,57.520927
"2021-03-15",59.860001,60,58.650002,59.48,6235800,57.098541
"2021-03-16",57.880001,58.68,57.310001,58.240002,5585200,55.908195
"2021-03-17",58.91,59.369999,57.919998,58.580002,5411400,56.234581
"2021-03-18",59.48,60.91,59.060001,59.330002,6257100,56.954548
"2021-03-19",58.25,59.25,57.07,58.540001,14524400,56.196182
"2021-03-22",57.860001,58.07,57.009998,57.470001,5349900,55.169022
"2021-03-23",56.91,57.439999,55.959999,56.080002,5296600,53.834679
"2021-03-24",56.77,57.299999,55.799999,55.82,7361000,53.585083
"2021-03-25",55.950001,57.669998,55.279999,57.490002,7007300,55.188217
"2021-03-26",58.599998,59.540001,58.279999,59.349998,9944700,56.973747
"2021-03-29",58.439999,58.540001,57.009998,57.310001,5700800,55.01543
"2021-03-30",57.880001,59.049999,57.830002,58.779999,5178000,56.426571
"2021-03-31",58.610001,59.02,58.130001,58.32,6100300,55.984989
"2021-04-01",58.299999,59.060001,58.110001,59.049999,4654400,56.68576
"2021-04-05",59.709999,60.130001,58.77,59.150002,4866300,56.781757
"2021-04-06",58.970001,59.360001,58.52,59.130001,3359100,56.762558
"2021-04-07",59.360001,59.669998,58.84,59.43,3245100,57.050545
"2021-04-08",58.889999,59.419998,58.07,59.25,4524000,56.877754
"2021-04-09",59.709999,60.27,59.509998,60.02,4247400,57.616924
"2021-04-12",60.110001,60.419998,59.849998,60.189999,4200200,57.780113
"2021-04-13",59.669998,59.779999,58.490002,58.98,4393400,56.618565
"2021-04-14",58.619999,60.32,58.619999,59.689999,4817500,57.300137
"2021-04-15",58.959999,59.110001,56.52,57.220001,9229100,54.929035
"2021-04-16",57.799999,58.099998,57.09,57.84,5864300,55.524204
"2021-04-19",58.16,58.16,57.279999,57.400002,4857800,55.101826
"2021-04-20",56.93,57.119999,55.490002,55.75,6985300,53.517887
"2021-04-21",55.360001,56.799999,55.16,56.77,6078400,54.497047
"2021-04-22",56.720001,56.82,55.830002,55.860001,6466600,53.623482
"2021-04-23",55.77,57.950001,55.66,57.619999,6461700,55.313015
"2021-04-26",58.02,58.650002,57.650002,57.720001,4354900,55.409016
"2021-04-27",57.830002,58.419998,57.630001,58.299999,4840600,55.96579
"2021-04-28",58.529999,59.23,58.419998,58.939999,4543600,56.580162
"2021-04-29",59.650002,60.209999,59.459999,59.93,5050900,57.530529
"2021-04-30",59.509998,60.02,59.049999,59.310001,5683800,56.935352
"2021-05-03",60.009998,60.220001,59.02,59.189999,4265600,56.820156
"2021-05-04",58.779999,60.130001,58.27,60,8276300,57.597721
"2021-05-05",59.98,60.889999,59.5,60.599998,5051000,58.173698
"2021-05-06",61,61.099998,59.91,61.049999,4109500,58.605682
"2021-05-07",59.919998,61.66,59.73,61.57,3926600,59.104862
"2021-05-10",61.57,62.099998,60.880001,60.889999,4527400,58.452095
"2021-05-11",60.599998,61.610001,60.080002,60.490002,5025300,58.068108
"2021-05-12",61.119999,61.43,59.450001,59.610001,5269500,57.223335
"2021-05-13",58.75,60.970001,58.689999,60.57,4901600,58.587181
"2021-05-14",60.990002,61.810001,60.57,61.639999,4229600,59.622154
"2021-05-17",61.490002,62.150002,61.240002,62.02,5156500,59.989716
"2021-05-18",62.049999,62.689999,61.150002,61.189999,5024700,59.186882
"2021-05-19",60.59,60.740002,59.52,60.380001,10376700,58.4034
"2021-05-20",60.330002,60.650002,59.380001,60.259998,4588000,58.287327
"2021-05-21",60.66,61.419998,60.419998,60.880001,4110200,58.887032
"2021-05-24",61.23,61.57,60.700001,61.209999,3280900,59.20623
"2021-05-25",61.380001,61.98,60,60.060001,4050300,58.093876
"2021-05-26",60.650002,60.98,59.869999,60.619999,4775700,58.63554
"2021-05-27",61.540001,62.34,61.130001,62.139999,14971900,60.105782
"2021-05-28",61.830002,62.029999,60.830002,61.779999,6162100,59.757572
"2021-06-01",62.200001,62.59,61.439999,61.5,6068600,59.48674
"2021-06-02",61.639999,61.779999,60.759998,60.779999,5667200,58.790306
"2021-06-03",60.900002,61.610001,60.470001,60.799999,6215200,58.80965
"2021-06-04",60.720001,60.759998,59.610001,60.189999,7871000,58.219616
"2021-06-07",60.380001,60.509998,59.66,60.060001,6097200,58.093876
"2021-06-08",59.610001,60.150002,59.09,59.830002,5060500,57.871407
"2021-06-09",59.349998,59.360001,58.41,58.450001,5201600,56.536583
"2021-06-10",59.16,59.34,57.790001,57.830002,6417400,55.936882
"2021-06-11",57.950001,58.380001,57.75,57.990002,4164800,56.09164
"2021-06-14",57.849998,58.040001,56.32,56.689999,7444200,54.834194
"2021-06-15",56.98,57.540001,56.369999,57.209999,5578300,55.33717
"2021-06-16",56.759998,58.32,56.169998,57.799999,6412700,55.90786
"2021-06-17",58.220001,58.220001,54.279999,54.330002,8196800,52.55146
"2021-06-18",53.220001,53.630001,52.610001,52.810001,13044500,51.081215
"2021-06-21",53.349998,54.549999,53.209999,54.5,5459800,52.715889
"2021-06-22",54.580002,54.830002,53.849998,54.360001,4839700,52.580471
"2021-06-23",54.59,54.959999,54.34,54.630001,3702900,52.841633
"2021-06-24",54.810001,55.599998,54.43,55.32,4773400,53.509045
"2021-06-25",55.650002,56.32,55.369999,56.130001,4074700,54.29253
"2021-06-28",55.810001,55.970001,54.939999,55.209999,5718700,53.402645
"2021-06-29",55.759998,56.290001,55.02,55.299999,4638900,53.489697
"2021-06-30",55,55.869999,55,55.5,4720000,53.683151
"2021-07-01",55.830002,56.330002,55.57,56.299999,4138800,54.456966
"2021-07-02",56.130001,56.200001,55.610001,56.029999,3093200,54.195801
"2021-07-06",55.59,55.759998,54.330002,54.419998,4914000,52.638508
"2021-07-07",53.450001,54.369999,53.439999,53.68,4521100,51.922733
"2021-07-08",53.029999,53.57,52.25,52.98,6131600,51.245644
"2021-07-09",54.220001,55.279999,53.720001,55.209999,5192900,53.402645
"2021-07-12",54.349998,55.73,53.990002,55.599998,4026600,53.779877
"2021-07-13",55.34,55.57,54.52,54.709999,4636800,52.91901
"2021-07-14",54.73,55.459999,53.779999,54.43,6275800,52.648182
"2021-07-15",54,56.240002,53.77,55.860001,6293500,54.031368
"2021-07-16",56.200001,56.240002,54.220001,54.389999,5342900,52.609489
"2021-07-19",53.490002,53.790001,51.869999,52.18,7131800,50.471836
"2021-07-20",52.099998,54.93,51.93,54.07,6274900,52.299965
"2021-07-21",54.66,55.73,54.5,55.279999,4352200,53.470356
"2021-07-22",55.02,55.139999,54.07,54.330002,3307700,52.55146
"2021-07-23",54.91,55.240002,54.16,54.459999,3186400,52.6772
"2021-07-26",54.610001,55.18,54.509998,54.900002,3488800,53.102795
"2021-07-27",54.200001,55.330002,53.880001,54.950001,5234700,53.151157
"2021-07-28",55.560001,55.619999,54.240002,55.080002,4884300,53.276905
"2021-07-29",55.549999,55.830002,54.830002,55.32,3248100,53.509045
"2021-07-30",55.09,55.849998,54.32,54.43,5808400,52.648182
"2021-08-02",54.73,55.970001,54.110001,54.139999,4496800,52.367676
"2021-08-03",54.5,55.490002,53.25,55.310001,4018200,53.499374
"2021-08-04",54.549999,55.43,54.299999,54.59,4028900,52.802944
"2021-08-05",55.169998,55.599998,55,55.549999,3526300,53.731514
"2021-08-06",56.360001,57.139999,56.07,56.599998,4179300,54.747143
"2021-08-09",56.41,57.200001,55.84,56.720001,3892400,54.863213
"2021-08-10",56.529999,57.98,56.41,57.959999,5999800,56.062622
"2021-08-11",57.950001,58.939999,57.310001,58.860001,6605700,56.933163
"2021-08-12",58.360001,58.82,57.939999,58.509998,4436000,57.059937
"2021-08-13",58.639999,58.860001,57.279999,57.380001,4773200,55.957939
"2021-08-16",57,57.099998,56.07,57.07,3415700,55.655624
"2021-08-17",56.5,56.919998,55.48,56.189999,3553400,54.797436
"2021-08-18",55.880001,56.66,55.5,55.560001,3134500,54.183048
"2021-08-19",54.75,55.580002,54.459999,55.040001,4371800,53.675938
"2021-08-20",54.889999,55.599998,54.619999,55.580002,3354900,54.202553
"2021-08-23",56,56.369999,55.91,56.080002,2687300,54.690163
"2021-08-24",56.07,56.82,56.049999,56.709999,2409200,55.30455
"2021-08-25",57,58.07,56.700001,57.560001,2691000,56.133484
"2021-08-26",57.619999,57.889999,56.91,56.98,3041300,55.567856
"2021-08-27",57.150002,58.099998,57.029999,57.970001,3758400,56.533321
"2021-08-30",58,58.099998,56.709999,56.790001,3196500,55.382565
"2021-08-31",56.970001,57.330002,56.43,57.060001,5612900,55.64587
"2021-09-01",57.400002,57.400002,55.959999,56.220001,5519900,54.826691
"2021-09-02",56.240002,56.93,56.119999,56.599998,3529100,55.197273
"2021-09-03",56.639999,56.830002,56.119999,56.450001,2580600,55.050991
"2021-09-07",56.549999,57.16,55.959999,56.02,4190000,54.631645
"2021-09-08",55.830002,56.189999,55.310001,55.639999,2824400,54.261063
"2021-09-09",55.59,56.57,55.360001,55.73,3379100,54.348831
"2021-09-10",56.18,56.189999,55.130001,55.200001,3196800,53.831966
"2021-09-13",55.630001,56.349998,55.5,56.23,4310100,54.836445
"2021-09-14",56.220001,56.509998,54.349998,54.630001,6008600,53.276096
"2021-09-15",54.650002,55.860001,54.650002,55.580002,4920300,54.202553
"2021-09-16",55.950001,56.27,55.169998,55.279999,5272100,53.909988
"2021-09-17",55.150002,56.080002,55.110001,55.330002,19623700,53.958748
"2021-09-20",53.869999,54.240002,52.630001,53.68,9463400,52.34964
"2021-09-21",54,54.240002,53.419998,53.669998,4029300,52.339886
"2021-09-22",54.52,55.279999,54.349998,54.740002,4933900,53.383369
"2021-09-23",55.380001,57.34,55.369999,57.09,6262400,55.675129
"2021-09-24",57.290001,58.330002,57.029999,58,5608400,56.562576
"2021-09-27",58.799999,60.529999,58.68,60.150002,5994300,58.659294
"2021-09-28",60.330002,60.740002,58.990002,59.189999,6925400,57.723083
"2021-09-29",59.439999,59.700001,58.970001,59.419998,3820800,57.94738
"2021-09-30",59.830002,60.07,58.610001,58.650002,6660800,57.196472
"2021-10-01",59.099998,60.66,58.59,60.220001,5106000,58.727562
"2021-10-04",60.25,61.16,59.830002,60.049999,4096300,58.561771
"2021-10-05",59.689999,60.759998,59.689999,60.279999,3988900,58.786068
"2021-10-06",59.919998,60.189999,58.77,60.130001,3994000,58.63979
"2021-10-07",60.650002,61.040001,60.259998,60.52,3370800,59.020123
"2021-10-08",60.610001,61.139999,60.18,60.830002,2678400,59.322445
"2021-10-11",61.259998,61.400002,60.209999,60.23,2844500,58.737305
"2021-10-12",60,60.490002,59.700001,60.23,2622500,58.737305
"2021-10-13",59.98,60.200001,58.459999,59.919998,4692200,58.43499
"2021-10-14",60.599998,60.639999,59.66,60.639999,4505200,59.137146
"2021-10-15",61.23,61.970001,60.41,61.34,5277400,59.819801
"2021-10-18",61.279999,62.470001,61.23,61.759998,6523500,60.229389
"2021-10-19",62.049999,62.700001,61.849998,62.57,4086900,61.019318
"2021-10-20",62.380001,63.889999,62.200001,63.880001,4236000,62.296852
"2021-10-21",63.880001,64.309998,63.23,63.580002,3704200,62.004288
"2021-10-22",63.799999,64.779999,63.799999,64.440002,4156900,62.842976
"2021-10-25",64.769997,64.919998,64.400002,64.57,3360600,62.969746
"2021-10-26",64.669998,64.910004,64.220001,64.440002,4165000,62.842976
"2021-10-27",64.080002,64.489998,63,63.009998,4640200,61.448414
"2021-10-28",63.369999,64,63.32,63.889999,4121800,62.306602
"2021-10-29",63.970001,64.190002,63.439999,63.470001,4994800,61.897011
"2021-11-01",64,64.589996,63.830002,64.43,3412200,62.833221
"2021-11-02",64.18,64.830002,64.040001,64.300003,4159100,62.706448
"2021-11-03",64.110001,65.419998,63.810001,65.139999,4515300,63.525627
"2021-11-04",64.720001,64.959999,63.189999,63.759998,3963800,62.179825
"2021-11-05",64.449997,64.93,63.93,64.290001,3552200,62.69669
"2021-11-08",64.449997,64.959999,64.410004,64.769997,4851900,63.164787
"2021-11-09",64.309998,65.150002,64.309998,64.739998,4232600,63.135532
"2021-11-10",64.519997,64.900002,63.84,63.889999,4485000,62.772011
"2021-11-11",63.77,64.099998,63.380001,63.439999,2830400,62.329887
"2021-11-12",63.369999,63.470001,62.310001,62.700001,6044000,61.602837
"2021-11-15",62.970001,63.380001,62.759998,63.279999,3138100,62.172684
"2021-11-16",63.439999,63.860001,63.040001,63.549999,2939100,62.437958
"2021-11-17",63.32,63.43,62.25,62.43,3247700,61.337559
"2021-11-18",62.380001,62.639999,61.459999,61.869999,3293000,60.787357
"2021-11-19",61.23,61.299999,59.970001,60.639999,4654500,59.578884
"2021-11-22",61.560001,62.82,61.240002,62.119999,3907300,61.032986
"2021-11-23",62.639999,62.990002,62.41,62.91,3771700,61.809162
"2021-11-24",62.740002,63.48,62.48,62.889999,3114900,61.789509
"2021-11-26",60.439999,60.700001,58.799999,60.080002,5189600,59.028687
"2021-11-29",62.080002,63.09,60.169998,61.060001,6465300,59.991535
"2021-11-30",59.950001,60.360001,59.049999,59.310001,7545600,58.27216
"2021-12-01",60.889999,61.419998,58.299999,58.349998,5346800,57.328953
"2021-12-02",58.990002,60.919998,58.77,60.380001,4901800,59.323433
"2021-12-03",60.369999,60.529999,58.130001,58.48,6796700,57.45668
"2021-12-06",59.560001,60.290001,58.880001,59.5,7772900,58.458832
"2021-12-07",59.990002,61.02,59.75,60.580002,5396300,59.519936
"2021-12-08",60.639999,60.93,59.73,59.759998,4300900,58.714279
"2021-12-09",59.360001,60,58.889999,59.619999,3974000,58.576729
"2021-12-10",60.09,60.150002,58.849998,59.389999,3162600,58.350754
"2021-12-13",59.060001,59.299999,57.779999,58,6036300,56.985077
"2021-12-14",58.32,59.43,58.220001,58.66,5715400,57.63353
"2021-12-15",58.919998,59.259998,57.799999,58.57,4855300,57.545105
"2021-12-16",59.310001,60.380001,59,59.18,5427100,58.144432
"2021-12-17",59.029999,59.110001,56.759998,57.110001,9608400,56.110653
"2021-12-20",56.209999,56.380001,54.73,55.669998,5968100,54.695847
"2021-12-21",56.419998,57.349998,56.299999,57.119999,4589700,56.120476
"2021-12-22",56.939999,57.450001,56.740002,57.34,3935800,56.336628
"2021-12-23",57.84,58.389999,57.599998,57.77,3189100,56.759102
"2021-12-27",58,58.459999,57.380001,58.459999,2597100,57.437031
"2021-12-28",58.369999,58.919998,58.189999,58.700001,2736400,57.672832
"2021-12-29",59.07,59.130001,58.529999,58.779999,2623500,57.751431
"2021-12-30",58.970001,59.34,58.439999,58.5,2786900,57.47633
"2021-12-31",58.279999,58.880001,58.27,58.549999,2863200,57.525455
"2022-01-03",59.330002,60.470001,59.299999,60.400002,5677600,59.343086
"2022-01-04",61.189999,62.860001,61.139999,62.349998,5741500,61.258961
"2022-01-05",62.48,63.110001,61.619999,61.669998,5194800,60.590858
"2022-01-06",62.790001,63.990002,62.150002,63.98,7388100,62.860435
"2022-01-07",63.720001,65.190002,63.41,65,7178800,63.862587
"2022-01-10",65.769997,65.980003,64.389999,65.290001,5931400,64.147514
"2022-01-11",65.519997,65.75,64.690002,65.660004,5031700,64.511047
"2022-01-12",65.769997,66.349998,65.57,66.330002,6632400,65.169319
"2022-01-13",66.589996,67.470001,66.419998,66.769997,7665000,65.601608
