"","BMY.Open","BMY.High","BMY.Low","BMY.Close","BMY.Volume","BMY.Adjusted"
"2022-01-12",64.860001,65.360001,64.379997,64.82,10148200,63.901318
"2022-01-13",64.650002,64.959999,63.860001,64.599998,8201800,63.684433
"2022-01-14",64.279999,64.989998,64.25,64.93,10302000,64.009766
"2022-01-18",64.68,65.029999,63.810001,64.889999,13301400,63.970325
"2022-01-19",64.860001,65.330002,64.419998,64.720001,12569200,63.802734
"2022-01-20",64.519997,65.349998,64.129997,64.580002,8523100,63.664726
"2022-01-21",64.739998,64.919998,63.290001,63.540001,13273200,62.639462
"2022-01-24",63.18,63.419998,61.189999,62.610001,17667200,61.722641
"2022-01-25",62.240002,62.810001,61.450001,62.459999,16752800,61.574764
"2022-01-26",62.16,63.41,61.860001,62.240002,13664200,61.357887
"2022-01-27",62.509998,64.519997,62.349998,63.860001,16567900,62.954926
"2022-01-28",63.68,64.919998,63.240002,64.910004,10848400,63.990047
"2022-01-31",64.580002,65,64.389999,64.889999,12036600,63.970325
"2022-02-01",65.010002,65.260002,64.68,65.190002,12055500,64.266075
"2022-02-02",64.849998,64.980003,64.029999,64.800003,12312300,63.881603
"2022-02-03",64.800003,65.080002,63.599998,64.07,13946700,63.161949
"2022-02-04",63.150002,65.449997,62.900002,64.989998,13193700,64.068909
"2022-02-07",65.379997,66.449997,65,66.190002,17538000,65.251907
"2022-02-08",66.25,66.290001,65.599998,65.889999,13613900,64.956154
"2022-02-09",65.739998,67.269997,65.620003,67.139999,17159900,66.188438
"2022-02-10",66.870003,67.099998,66.169998,66.510002,21184400,65.567375
"2022-02-11",66.419998,67.360001,66.389999,66.879997,15613400,65.932114
"2022-02-14",66.870003,67.019997,65.82,66.809998,14939400,65.863113
"2022-02-15",66.730003,68.059998,66.730003,67.769997,24972100,66.809509
"2022-02-16",67.769997,68.389999,67.449997,67.599998,14253300,66.641914
"2022-02-17",67.5,67.779999,66.790001,67.389999,13456500,66.434898
"2022-02-18",67.379997,67.919998,67.18,67.550003,12278900,66.592628
"2022-02-22",67.669998,68.269997,67.050003,67.449997,15771200,66.494041
"2022-02-23",67.900002,68.290001,67.459999,67.93,15957700,66.967239
"2022-02-24",66.489998,67.169998,66.190002,67.099998,18055400,66.149002
"2022-02-25",67.690002,69.32,67.629997,68.800003,15719800,67.824913
"2022-02-28",67.690002,68.699997,67.290001,68.669998,22480200,67.696754
"2022-03-01",68.120003,69.010002,68.019997,68.629997,12418300,67.657318
"2022-03-02",68.760002,69.25,68.510002,68.849998,13004700,67.874199
"2022-03-03",68.849998,69.650002,68.610001,69.110001,15730900,68.130516
"2022-03-04",68.260002,69.540001,68.239998,69.360001,13076200,68.376968
"2022-03-07",69.209999,69.230003,68.169998,68.769997,15714900,67.795334
"2022-03-08",67.93,68.410004,67.330002,67.739998,19223500,66.779938
"2022-03-09",68.379997,68.620003,67.959999,68.129997,12430800,67.164398
"2022-03-10",67.769997,68.730003,67.709999,68.419998,12817400,67.450294
"2022-03-11",68.089996,69.489998,67.940002,68.870003,14023800,67.893921
"2022-03-14",68.93,69.940002,68.75,69.239998,17475600,68.258675
"2022-03-15",69.669998,70.190002,69.279999,69.75,15977200,68.761444
"2022-03-16",69.93,70.150002,69.019997,69.660004,15734300,68.672722
"2022-03-17",69.690002,70.709999,69.279999,70.519997,17191500,69.520531
"2022-03-18",70.389999,71.019997,69.919998,71.019997,33020100,70.013451
"2022-03-21",71.480003,72.059998,70.599998,71.050003,18289000,70.04303
"2022-03-22",71.209999,71.400002,70.269997,70.82,14242400,69.816284
"2022-03-23",70.989998,71.510002,70.639999,71.379997,13438700,70.36834
"2022-03-24",71.620003,72.599998,71.489998,72.410004,12981700,71.383751
"2022-03-25",72.5,73.459999,72.449997,73.279999,12153100,72.241417
"2022-03-28",73.199997,73.739998,72.709999,73.110001,10629100,72.07383
"2022-03-29",72.959999,73.339996,72.660004,73.230003,14833300,72.192131
"2022-03-30",73.519997,74.07,73.220001,73.720001,12146600,72.675179
"2022-03-31",73.459999,73.610001,72.980003,73.029999,17143100,72.526215
"2022-04-01",73.190002,73.93,73,73.82,12528600,73.31076
"2022-04-04",74,74.889999,73.540001,73.790001,13542100,73.280975
"2022-04-05",73.760002,74.989998,73.559998,74.43,12224900,73.916557
"2022-04-06",74.18,75.480003,73.970001,75.339996,15420100,74.820274
"2022-04-07",75.379997,77.279999,75.300003,77.260002,20655600,76.727036
"2022-04-08",76.82,78.059998,76.760002,77.769997,22333100,77.233513
"2022-04-11",77.699997,78.129997,76.470001,76.5,15560700,75.972275
"2022-04-12",76.220001,77.019997,75.57,76.550003,12596400,76.021935
"2022-04-13",76.730003,77.139999,76.449997,76.870003,9961000,76.339729
"2022-04-14",77.040001,78.120003,76.790001,77.510002,16730400,76.975311
"2022-04-18",77.150002,77.230003,76.360001,76.75,13841900,76.220551
"2022-04-19",76.879997,76.889999,75.980003,76.400002,12875700,75.872971
"2022-04-20",76.209999,77.690002,76.040001,77.279999,9721100,76.746895
"2022-04-21",77.279999,78.169998,76.610001,77.559998,11110200,77.024963
"2022-04-22",76.910004,77.290001,75.68,75.75,15110700,75.227448
"2022-04-25",75.739998,76.239998,74.709999,76.050003,14944800,75.525383
"2022-04-26",75.980003,76.940002,75.559998,75.589996,11525600,75.06855
"2022-04-27",75.800003,76.300003,75.089996,75.809998,12603600,75.287033
"2022-04-28",76.769997,77.75,76.220001,77.199997,21438800,76.667442
"2022-04-29",73.779999,76.010002,73.349998,75.269997,26446500,74.750755
"2022-05-02",75.370003,75.970001,74.330002,75.080002,20533700,74.562073
"2022-05-03",75.779999,75.989998,74.209999,75.050003,14951500,74.53228
"2022-05-04",75.010002,76.639999,74.800003,76.309998,17112500,75.783585
"2022-05-05",76.389999,77.029999,75.529999,76.25,14788100,75.723999
"2022-05-06",76.120003,76.849998,75.760002,76.669998,15177800,76.141106
"2022-05-09",75.690002,77.25,74.860001,76.269997,19130700,75.743858
"2022-05-10",76.82,77,75.629997,76.290001,15343400,75.763725
"2022-05-11",76.260002,77.330002,76.07,76.150002,13678100,75.624695
"2022-05-12",76.080002,76.339996,74.860001,76.300003,16224500,75.773659
"2022-05-13",76.440002,76.589996,75.519997,75.800003,13773100,75.277107
"2022-05-16",76.290001,77.25,76.080002,76.910004,13441100,76.379456
"2022-05-17",76.940002,78.43,76.800003,78.220001,14509400,77.680412
"2022-05-18",78.269997,78.470001,76.839996,77.019997,15026200,76.488686
"2022-05-19",76.089996,76.790001,75.690002,75.959999,14858600,75.436005
"2022-05-20",76.5,77.150002,75.339996,76.190002,17329700,75.664421
"2022-05-23",76.510002,77.480003,76.459999,76.699997,13539200,76.170891
"2022-05-24",76.699997,77.720001,76.410004,77.129997,13242500,76.597931
"2022-05-25",77.129997,77.870003,76.660004,77.239998,12508400,76.707169
"2022-05-26",78.110001,78.610001,77.32,77.589996,12028800,77.054756
"2022-05-27",77.309998,77.449997,75.470001,76.139999,16315700,75.614761
"2022-05-31",75.080002,75.980003,73.669998,75.449997,28617100,74.92952
"2022-06-01",75.339996,75.510002,74.339996,74.959999,12280200,74.442902
"2022-06-02",75.5,75.599998,73.620003,75.07,12805100,74.552139
"2022-06-03",74.349998,75.32,74.300003,75.169998,12188400,74.651451
"2022-06-06",75.449997,75.629997,74.690002,75.25,11551100,74.730896
"2022-06-07",75.269997,76.720001,75.18,76.589996,13994500,76.061653
"2022-06-08",76.519997,76.82,75.919998,76.18,7617300,75.654488
"2022-06-09",76.089996,76.980003,75.82,75.980003,11760600,75.455864
"2022-06-10",75.400002,75.720001,74.879997,75.089996,10964700,74.571999
"2022-06-13",73.860001,74.330002,73.300003,73.580002,13636300,73.072418
"2022-06-14",73.540001,73.790001,72.389999,72.870003,14104200,72.367317
"2022-06-15",73.160004,73.599998,72.459999,73.019997,14264600,72.516281
"2022-06-16",72.470001,72.809998,71.709999,72.620003,14035300,72.119041
"2022-06-17",72.709999,74.370003,72.669998,73.769997,34761500,73.261108
"2022-06-21",75,77.029999,74.519997,76.470001,15534300,75.942482
"2022-06-22",76.470001,77.419998,76.199997,76.550003,11129800,76.021935
"2022-06-23",76.559998,77.760002,76.559998,77.690002,12241200,77.154068
"2022-06-24",78.620003,79,78.120003,78.959999,12372300,78.415306
"2022-06-27",79.230003,80.589996,79.099998,79.980003,10586900,79.428276
"2022-06-28",79.839996,80.400002,78.489998,78.699997,8869700,78.157097
"2022-06-29",78.699997,79.169998,77.989998,78.279999,8723600,77.739998
