"","SPGI.Open","SPGI.High","SPGI.Low","SPGI.Close","SPGI.Volume","SPGI.Adjusted"
"2020-08-25",361.160004,361.290009,357.149994,358.5,528200,353.461517
"2020-08-26",358,367.410004,357.160004,364.410004,676900,359.288452
"2020-08-27",365.730011,367.540009,359.880005,363.980011,600600,358.864471
"2020-08-28",365.630005,367.070007,363.25,366.829987,509900,361.674377
"2020-08-31",369.119995,369.279999,364.269989,366.420013,775300,361.270172
"2020-09-01",366.220001,369.769989,364.839996,368.390015,564900,363.212555
"2020-09-02",370.140015,379.869995,369.73999,378.410004,764900,373.091675
"2020-09-03",376.399994,376.679993,351.75,353.690002,1352100,348.719086
"2020-09-04",353.660004,356.519989,337.790009,345.179993,1275000,340.328674
"2020-09-08",339.660004,344.910004,335.049988,340.660004,1055000,335.872223
"2020-09-09",346,356.359985,344.880005,351.779999,842900,346.835907
"2020-09-10",351.579987,354.690002,342.529999,344.480011,679600,339.63858
"2020-09-11",347.320007,351.220001,345.700012,348.790009,681900,343.88797
"2020-09-14",352.519989,356.809998,352,353.089996,628500,348.127533
"2020-09-15",357.420013,360.529999,354.630005,357.200012,779300,352.179779
"2020-09-16",355.869995,360.040009,355.649994,357.540009,907100,352.515015
"2020-09-17",352.660004,358.200012,349.049988,351.730011,783700,346.786682
"2020-09-18",352.130005,354.769989,348.75,351.01001,992700,346.076721
"2020-09-21",345.880005,351.209991,342.089996,350.890015,1129800,345.958435
"2020-09-22",351.329987,353.410004,344.570007,350.170013,748200,345.248566
"2020-09-23",350.519989,352.170013,342.690002,343.059998,628100,338.238464
"2020-09-24",343.200012,348.399994,342.089996,345.869995,644400,341.008972
"2020-09-25",345.109985,354.880005,344.519989,352.850006,578700,347.8909
"2020-09-28",357.209991,359.679993,355.119995,355.549988,741500,350.552948
"2020-09-29",355.940002,360.320007,354.549988,356.980011,580900,351.962891
"2020-09-30",357,363.709991,355.619995,360.600006,1012000,355.531982
"2020-10-01",364.890015,368.140015,361.290009,363.730011,650300,358.618011
"2020-10-02",359.869995,365.5,357.070007,362.980011,719500,357.87854
"2020-10-05",365.700012,365.980011,361.980011,364.970001,517300,359.840576
"2020-10-06",367.230011,367.230011,354.049988,354.309998,776300,349.330353
"2020-10-07",355.920013,358.829987,351.880005,354.899994,703100,349.912048
"2020-10-08",355.670013,360.779999,355.079987,357.200012,547800,352.179779
"2020-10-09",358.980011,359.709991,356.059998,356.76001,812200,351.745911
"2020-10-12",361.640015,364.089996,358.179993,360.089996,687200,355.029144
"2020-10-13",360.089996,360.089996,352.440002,354,1163900,349.02475
"2020-10-14",356.980011,357.350006,350.339996,351.51001,811700,346.569763
"2020-10-15",347.809998,351.540009,345.279999,347.450012,963000,342.566803
"2020-10-16",348,351.980011,346.690002,348.170013,1109600,343.276703
"2020-10-19",349.25,352.23999,340.420013,341.149994,731500,336.355377
"2020-10-20",340.329987,343.859985,339.299988,340.149994,1032500,335.369385
"2020-10-21",342.51001,344.720001,337.269989,337.910004,691100,333.160858
"2020-10-22",337.579987,339.820007,334.309998,337.25,1001900,332.510193
"2020-10-23",339,339.690002,335.130005,337.429993,688600,332.687592
"2020-10-26",333.160004,336.339996,330.399994,333.549988,893600,328.862091
"2020-10-27",330,336.029999,328.850006,330.850006,1482700,326.200104
"2020-10-28",325.01001,329.570007,322.119995,326.700012,1505600,322.108429
"2020-10-29",327.410004,329.410004,319.51001,325.73999,876400,321.161896
"2020-10-30",323.459991,329.779999,319.040009,322.730011,1464400,318.194244
"2020-11-02",328.570007,335.5,325.769989,327.920013,1305100,323.311249
"2020-11-03",331.970001,337.880005,329.570007,334.75,1186600,330.045258
"2020-11-04",338.290009,357.690002,338.079987,351.100006,1603700,346.165436
"2020-11-05",358.059998,360.850006,352.660004,355.98999,1317500,350.986755
"2020-11-06",355.470001,356.790009,348.119995,354.359985,1072300,349.379669
"2020-11-09",368.190002,368.269989,345.630005,346.410004,1316100,341.541443
"2020-11-10",345.130005,346.98999,333.609985,335.100006,1488600,330.390381
"2020-11-11",337.679993,348.019989,337,343.970001,975900,339.135712
"2020-11-12",344.390015,345.230011,338.5,341.720001,697900,336.917358
"2020-11-13",343.359985,344.869995,337.559998,341.920013,941200,337.114594
"2020-11-16",341.01001,345.359985,337.450012,339.619995,1407700,334.846832
"2020-11-17",338.299988,341.190002,336.25,336.660004,1052200,331.928436
"2020-11-18",337.859985,339.380005,334.859985,336.480011,943500,331.750977
"2020-11-19",338.059998,339.959991,334.559998,338.630005,1111200,333.870789
"2020-11-20",338,342.459991,336.649994,338.279999,825200,333.525665
"2020-11-23",339.26001,341.540009,333.640015,337.119995,893200,332.381927
"2020-11-24",336.600006,339,333.859985,334.209991,1469700,330.169067
"2020-11-25",335.369995,338.160004,333.899994,338.040009,1013900,333.952698
"2020-11-27",340.5,344.130005,339.149994,341.570007,407700,337.440063
"2020-11-30",343.329987,353.160004,342.25,351.779999,3327300,347.526581
"2020-12-01",352.730011,352.730011,333,334.320007,2256000,330.27774
"2020-12-02",338.619995,338.679993,330.769989,333.279999,1713100,329.250305
"2020-12-03",330.359985,334.600006,325.660004,326.609985,1745500,322.66095
"2020-12-04",330.799988,339.5,329.040009,339.450012,3059500,335.345673
"2020-12-07",338.230011,340.190002,332.850006,336.23999,1691400,332.174469
"2020-12-08",335.299988,336.929993,333.130005,333.700012,1637400,329.665253
"2020-12-09",334.25,335.160004,323.899994,327.279999,2000300,323.322845
"2020-12-10",327.230011,329.179993,323.850006,325.829987,1475200,321.89035
"2020-12-11",324.899994,329.040009,323.26001,324.820007,1429000,320.892578
"2020-12-14",327.429993,328.779999,323.269989,323.679993,1666900,319.766388
"2020-12-15",324.790009,326.679993,323.26001,323.839996,1207600,319.924438
"2020-12-16",325.5,325.5,319.73999,320.869995,1809000,316.990326
"2020-12-17",322.890015,322.890015,316.429993,321.059998,3021600,317.17807
"2020-12-18",321.25,323.420013,319.160004,322.5,2981100,318.600616
"2020-12-21",318.700012,319.920013,311.679993,319.579987,2211400,315.715942
"2020-12-22",318.549988,320.25,314.929993,318.929993,1627500,315.073761
"2020-12-23",320,321.570007,313.559998,313.630005,1047600,309.837891
"2020-12-24",313.230011,316.940002,313.230011,316.579987,490800,312.752197
"2020-12-28",318.929993,319.019989,314.369995,318.040009,1030500,314.194519
"2020-12-29",320.48999,322.910004,319.790009,321.48999,1058600,317.602783
"2020-12-30",322.709991,324.290009,320.76001,323.630005,1340000,319.71701
"2020-12-31",324.299988,328.850006,323.309998,328.730011,1014200,324.755341
"2021-01-04",331.709991,336.730011,330.5,333.25,3231000,329.220673
"2021-01-05",331.779999,334.649994,325.089996,328.450012,2012800,324.478729
"2021-01-06",327.059998,330.480011,324.149994,328.859985,1638300,324.883728
"2021-01-07",329.420013,333.470001,326.390015,329.070007,1856700,325.091187
"2021-01-08",331.200012,331.200012,322.690002,326.850006,1493900,322.898041
"2021-01-11",324.76001,325.450012,318.690002,319.200012,1545600,315.340515
"2021-01-12",319.75,319.75,313.26001,315.859985,2271500,312.040894
"2021-01-13",314.600006,315.519989,311.359985,312.049988,1936900,308.276947
"2021-01-14",312.950012,316.399994,305,306.179993,1910400,302.477966
"2021-01-15",306.399994,307.720001,303.540009,305.950012,2701800,302.250763
"2021-01-19",307.5,314.119995,306.709991,313.140015,2224000,309.353821
"2021-01-20",317.679993,324.450012,315.01001,321.940002,2799500,318.047394
"2021-01-21",320.109985,322.98999,316.579987,317.720001,1622200,313.878448
"2021-01-22",316.769989,320.609985,315.059998,315.140015,1519100,311.32962
"2021-01-25",316.040009,318.220001,311.709991,314.929993,1453800,311.122131
"2021-01-26",315.369995,321.040009,313.279999,319.01001,1479500,315.152863
"2021-01-27",318.100006,327.649994,303.5,306.299988,3074900,302.596527
"2021-01-28",308.709991,323.679993,307.070007,318.970001,2721800,315.113342
"2021-01-29",314.670013,320.149994,311.869995,317,2734500,313.167175
"2021-02-01",319.75,322.890015,317.179993,321.839996,1774600,317.948608
"2021-02-02",324.230011,332.149994,324.079987,330.100006,2397000,326.108734
"2021-02-03",330,330,324.170013,324.25,1705100,320.329468
"2021-02-04",324.690002,328.470001,324.25,328.450012,1172500,324.478729
"2021-02-05",328.950012,332.459991,323.480011,324.019989,2153300,320.102234
"2021-02-08",325.559998,326.299988,322.940002,325.440002,1250100,321.505127
"2021-02-09",330,338.470001,326.679993,332.390015,3154600,328.371063
"2021-02-10",334.970001,336.850006,330.640015,333,1810400,328.973663
"2021-02-11",334.350006,339.809998,333,339.390015,1627400,335.286438
"2021-02-12",337.670013,340.549988,337.23999,339.450012,2033700,335.345673
"2021-02-16",342,342,336.5,338.329987,2280100,334.239227
"2021-02-17",335.359985,339.089996,334.619995,338.929993,1344900,334.83194
"2021-02-18",337.089996,341.040009,337.089996,338.459991,1155000,334.367615
"2021-02-19",339.130005,341.920013,338.480011,339.23999,1251800,335.138245
"2021-02-22",339.23999,339.23999,331.589996,333.290009,1542100,329.260162
"2021-02-23",331.910004,331.910004,323.070007,325.179993,2261600,321.992096
"2021-02-24",326,332.179993,322.369995,331.790009,1663000,328.537354
"2021-02-25",331.48999,335.730011,329.459991,330.549988,2584200,327.309509
"2021-02-26",332.040009,333.269989,326.390015,329.359985,1691000,326.131104
"2021-03-01",331.519989,338.899994,330.170013,337.529999,1175100,334.221039
"2021-03-02",336.209991,337.410004,332.730011,332.940002,1748500,329.676025
"2021-03-03",330.190002,331.660004,326.279999,326.529999,1690300,323.328888
"2021-03-04",326.230011,334.549988,325.5,327.540009,2134300,324.328979
"2021-03-05",330,334.809998,327.309998,334.519989,2235600,331.24054
"2021-03-08",334.01001,346.660004,333.470001,342.720001,1854600,339.360199
"2021-03-09",347.339996,351.369995,341.859985,342.119995,2063300,338.766052
"2021-03-10",343.51001,345,340.450012,344.350006,1263200,340.974182
"2021-03-11",345.799988,346.709991,342.73999,345.140015,1702500,341.75647
"2021-03-12",345.140015,346.230011,341.299988,345.609985,1226500,342.221863
"2021-03-15",344.540009,351.790009,344.540009,351.48999,1511500,348.044189
"2021-03-16",352.290009,357.950012,347.779999,348.609985,1332900,345.192413
"2021-03-17",348.079987,351.290009,345.730011,350.190002,1493000,346.756958
"2021-03-18",350.579987,352.23999,343.130005,348.459991,1718300,345.043884
"2021-03-19",347.049988,349.630005,346.279999,347.369995,2317000,343.964569
"2021-03-22",345.970001,350.709991,344.649994,345.540009,922100,342.152527
"2021-03-23",345.589996,348.339996,342.600006,346.829987,1619500,343.42984
"2021-03-24",347.059998,353.179993,346.26001,351.790009,1069000,348.341278
"2021-03-25",351.859985,351.859985,347.799988,351.299988,1388800,347.856018
"2021-03-26",351.769989,359.589996,351.070007,359.549988,1152700,356.025177
"2021-03-29",358.670013,362.149994,358.23999,361.73999,1464400,358.193695
"2021-03-30",359.170013,359.640015,352.309998,352.779999,1261800,349.321564
"2021-03-31",353.51001,355.730011,351.579987,352.869995,1116200,349.410675
"2021-04-01",359.440002,362.970001,355.51001,362.649994,1242800,359.094818
"2021-04-05",363.200012,368.410004,361.369995,367.170013,997500,363.570526
"2021-04-06",366.079987,368.290009,364.350006,365.850006,937200,362.263397
"2021-04-07",365.230011,367.079987,359.410004,361.200012,1260000,357.658966
"2021-04-08",364.399994,369.070007,362,365.609985,945900,362.025757
"2021-04-09",366.399994,369.299988,363.679993,369.100006,1323700,365.481537
"2021-04-12",368.540009,371.769989,366.200012,371.109985,1035500,367.471863
"2021-04-13",369.170013,374.720001,369.170013,372.970001,947800,369.313599
"2021-04-14",374.140015,376.790009,371.01001,372.029999,893100,368.382813
"2021-04-15",374.329987,376.410004,372.970001,375.070007,965800,371.393036
"2021-04-16",378.130005,378.320007,374.170013,378.070007,2062200,374.363617
"2021-04-19",377.51001,379.059998,375.799988,376.440002,977800,372.749603
"2021-04-20",375,379.309998,372.940002,379.059998,1516600,375.343872
"2021-04-21",380,383.170013,379.390015,382.76001,1180600,379.00769
"2021-04-22",381.049988,385.470001,380.890015,383.309998,1052800,379.552246
"2021-04-23",385.040009,389.429993,383.609985,388.140015,1234100,384.33493
"2021-04-26",388.339996,388.339996,383.399994,383.929993,924200,380.166138
"2021-04-27",385.670013,386.440002,381.220001,384.140015,1288000,380.374146
"2021-04-28",387.230011,388.420013,380.059998,380.079987,1551100,376.353912
"2021-04-29",385,393.549988,382.480011,392.700012,1663100,388.85022
"2021-04-30",391.040009,394.940002,388.480011,390.390015,1492400,386.562866
"2021-05-03",391.01001,394.119995,390.179993,393.899994,1031000,390.038422
"2021-05-04",392.380005,397.130005,391.23999,397.130005,1735600,393.236786
"2021-05-05",398,398.549988,391.320007,392.059998,1080000,388.216492
"2021-05-06",393.790009,394.100006,385.98999,389.570007,1613000,385.750885
"2021-05-07",390.76001,391.619995,388.799988,390.709991,1068900,386.8797
"2021-05-10",392.619995,396,389.869995,390.359985,1319500,386.533142
"2021-05-11",385,386.320007,378.179993,379.670013,1902800,375.947968
"2021-05-12",377.480011,378.040009,368.019989,369.690002,1690000,366.065765
"2021-05-13",372.190002,380.440002,371.140015,379.700012,1888100,375.977631
"2021-05-14",380.029999,380.98999,377.26001,379.160004,1563300,375.442932
"2021-05-17",379.100006,379.100006,373.380005,374.950012,1561400,371.2742
"2021-05-18",374.829987,374.950012,370.01001,370.119995,1027200,366.491577
"2021-05-19",366.910004,370.779999,364.119995,370.670013,1128600,367.036163
"2021-05-20",371.570007,377.339996,371.51001,374.529999,1150900,370.858307
"2021-05-21",375.459991,379.329987,375.100006,377.5,1539700,373.799225
"2021-05-24",378.079987,383.329987,378,379.049988,1205900,375.334015
"2021-05-25",380.410004,381.609985,378.23999,378.589996,952500,375.641571
"2021-05-26",379.440002,381.200012,377.339996,378.670013,871500,375.720978
"2021-05-27",378.529999,382.910004,377.179993,380.540009,1226600,377.576447
"2021-05-28",383.440002,383.609985,378.769989,379.470001,1760900,376.51474
"2021-06-01",382.179993,382.350006,372.940002,373.459991,1415200,370.551514
"2021-06-02",373.299988,380.799988,373.299988,379.829987,1380200,376.871887
"2021-06-03",378.600006,382.579987,375.230011,381.350006,1471000,378.380096
"2021-06-04",381.920013,385.130005,381.059998,384.579987,938200,381.5849
"2021-06-07",384.799988,385.670013,380.640015,381.230011,800300,378.261078
"2021-06-08",381.23999,384.609985,379.089996,384.390015,1179600,381.396423
"2021-06-09",386.450012,386.98999,383.940002,384.609985,969100,381.614716
"2021-06-10",384,387.570007,382.440002,386.730011,831700,383.718231
"2021-06-11",388.529999,392.940002,387.410004,392.48999,1085600,389.43335
"2021-06-14",388.859985,396.519989,388.179993,396.369995,1375300,393.283112
"2021-06-15",398.809998,399.109985,395.140015,396.019989,1813800,392.935883
"2021-06-16",397.049988,399.119995,390.720001,392.76001,1346000,389.701233
"2021-06-17",393.730011,401.269989,393.529999,400.160004,2122100,397.04361
"2021-06-18",398.579987,399.329987,389.75,390.709991,2394900,387.667206
"2021-06-21",392.829987,400.190002,389.769989,399.519989,1431800,396.408569
"2021-06-22",398.899994,404.890015,396.869995,403.859985,1343200,400.714783
"2021-06-23",403.649994,404.809998,400.640015,400.829987,1254500,397.708405
"2021-06-24",404.079987,412.459991,402.149994,411.179993,2135500,407.977753
"2021-06-25",410.839996,412.929993,407.579987,412.359985,1980300,409.14856
"2021-06-28",412,414.769989,410.429993,410.799988,1058300,407.600739
"2021-06-29",405.75,411.859985,402.600006,410.579987,1709500,407.382416
"2021-06-30",409.869995,411.540009,408.200012,410.450012,1469400,407.253479
"2021-07-01",411.940002,414.01001,410.529999,412.200012,938700,408.989838
"2021-07-02",413.149994,415.209991,411.73999,414.630005,874200,411.400909
"2021-07-06",415,416.649994,410.170013,415.670013,1166500,412.432831
"2021-07-07",416.910004,419.959991,414.339996,419.160004,714100,415.89566
"2021-07-08",414.839996,419.309998,414.73999,417.059998,1418100,413.811981
"2021-07-09",417.350006,419.480011,410.769989,414.679993,1534900,411.4505
"2021-07-12",416.399994,417.730011,408.970001,411.75,1581700,408.543365
"2021-07-13",410.790009,412.850006,408.029999,408.950012,1143100,405.765137
"2021-07-14",409,410.799988,407.570007,410.579987,810900,407.382416
"2021-07-15",409.119995,413,409.119995,411.519989,845900,408.315094
"2021-07-16",413.109985,415.26001,411.630005,414.420013,905800,411.192566
"2021-07-19",411.570007,414.970001,406.100006,409.149994,1226600,405.963593
"2021-07-20",410.5,419.380005,408.76001,416.380005,922700,413.137299
"2021-07-21",418.149994,420.619995,416.660004,417.059998,985500,413.811981
"2021-07-22",418.890015,419.480011,415.98999,418.600006,822000,415.340027
"2021-07-23",420.700012,422.700012,417.779999,418.5,994800,415.240784
"2021-07-26",416.640015,418.880005,408.51001,413.399994,1167000,410.180481
"2021-07-27",412.399994,415.429993,407.920013,412.790009,1828600,409.575226
"2021-07-28",415.200012,416.440002,409.290009,411.589996,1474300,408.384583
"2021-07-29",419.799988,427.929993,416,423.570007,1833300,420.271301
"2021-07-30",424.049988,429.929993,422.519989,428.720001,1572000,425.381165
"2021-08-02",430.600006,436.160004,428.549988,434.25,1968800,430.868134
"2021-08-03",434.149994,436.079987,428.48999,436.049988,1645300,432.654083
"2021-08-04",436.049988,444.640015,434.339996,439.5,2280700,436.07724
"2021-08-05",441.119995,443.829987,436.820007,441.720001,1391100,438.279938
"2021-08-06",441.019989,442.390015,437.320007,441.579987,1140100,438.141022
"2021-08-09",440.970001,442,434.48999,436.109985,1238500,432.713623
"2021-08-10",438.769989,438.769989,433.299988,434.48999,879600,431.106232
"2021-08-11",435.549988,437.190002,431.100006,433.600006,1035700,430.223175
"2021-08-12",435.880005,437.029999,432.440002,436.75,923100,433.348633
"2021-08-13",438,442.059998,436.459991,441.73999,1021900,438.299805
"2021-08-16",440.829987,446.290009,438.450012,446.109985,1085200,442.635742
"2021-08-17",444.299988,445.279999,441.369995,444.179993,950000,440.720764
"2021-08-18",445,445,429.75,430,1694700,426.651245
"2021-08-19",424.910004,435.179993,422.790009,433.940002,1585000,430.560516
"2021-08-20",433.670013,439.23999,431.850006,437.519989,1622000,434.11264
"2021-08-23",439.959991,442.390015,436.880005,439.019989,874000,435.600952
"2021-08-24",440.640015,441.48999,437,437.600006,854200,434.192047
"2021-08-25",437.130005,438.26001,433.359985,437.850006,572800,435.205872
"2021-08-26",439.089996,439.089996,433.769989,437.160004,543500,434.52005
"2021-08-27",439.040009,440.820007,436.079987,438.299988,838400,435.653107
"2021-08-30",440.429993,446.26001,438,444.070007,908800,441.388306
"2021-08-31",444.429993,446.630005,442.880005,443.820007,994400,441.139801
"2021-09-01",445.350006,450.470001,442.01001,448.619995,961300,445.910828
"2021-09-02",451.540009,453.600006,446.089996,449.399994,844500,446.686127
"2021-09-03",449.480011,454.160004,447.670013,452.079987,997400,449.349915
"2021-09-07",451.769989,452.299988,443.040009,446.720001,964200,444.022308
"2021-09-08",447.519989,451.899994,445.579987,450.609985,1010800,447.888794
"2021-09-09",454.019989,456.630005,450.089996,451.390015,1079000,448.664154
"2021-09-10",452.209991,455.029999,449.299988,450.23999,972100,447.521057
"2021-09-13",453.829987,456.589996,443.829987,449.420013,1365600,446.706024
"2021-09-14",449.679993,455.149994,449.299988,451.589996,801700,448.862885
"2021-09-15",453.98999,454.179993,448.559998,452.149994,891900,449.419525
"2021-09-16",451.839996,455.059998,451.339996,454.049988,1120000,451.308044
"2021-09-17",452.149994,453.809998,445.040009,446.420013,1482500,443.724121
"2021-09-20",440.609985,445.559998,439.299988,444.869995,1088200,442.183441
"2021-09-21",447.140015,448,443.660004,445.200012,743900,442.511505
"2021-09-22",448.980011,448.980011,441.450012,445.640015,1103800,442.948822
"2021-09-23",448.320007,455.399994,448.070007,451.670013,1092300,448.942413
"2021-09-24",449.899994,453.140015,449.140015,453.079987,552700,450.343842
"2021-09-27",451.410004,451.589996,441.529999,445.329987,780900,442.640686
"2021-09-28",438.660004,442.01001,420.029999,426.109985,1940200,423.536743
"2021-09-29",429,431.049988,424.329987,426.619995,1145400,424.043701
"2021-09-30",429.339996,432.809998,424.579987,424.890015,1248900,422.324127
"2021-10-01",426.029999,429.73999,421,428.359985,1262300,425.773132
"2021-10-04",426.429993,428.410004,414.940002,415.850006,1160000,413.338715
"2021-10-05",419.670013,428.200012,417.220001,425.130005,1194300,422.562683
"2021-10-06",421.109985,428.309998,418.799988,427.76001,854200,425.176788
"2021-10-07",432.399994,436.709991,431.609985,432.799988,752200,430.18634
"2021-10-08",431.799988,432.26001,426.179993,429.720001,591000,427.124969
"2021-10-11",427.790009,434.470001,426.179993,428.48999,653900,425.902374
"2021-10-12",431.440002,434.880005,426.149994,430.670013,1423500,428.069244
"2021-10-13",433,433.5,424.540009,430.429993,1271300,427.830658
"2021-10-14",435.440002,445.98999,433.890015,441.779999,1436700,439.112152
"2021-10-15",445.75,446.480011,442.640015,443.920013,953600,441.239227
"2021-10-18",444.01001,448.359985,442.040009,447.859985,836200,445.155426
"2021-10-19",449.899994,453.140015,447,451.089996,1042300,448.365936
"2021-10-20",452.049988,453,435.890015,440.559998,1519400,437.899506
"2021-10-21",440.540009,446.049988,436.829987,445.440002,961400,442.750031
"2021-10-22",446.070007,451.200012,443.850006,450.48999,1349700,447.769531
"2021-10-25",450.140015,450.829987,443.709991,447.369995,1148500,444.668365
"2021-10-26",454.019989,470.809998,452.779999,464.619995,2318800,461.814178
"2021-10-27",465.279999,470.209991,462.350006,462.600006,1251800,459.806396
"2021-10-28",460.559998,475.25,460.559998,469.51001,1830600,466.674683
"2021-10-29",467.98999,475.660004,466.140015,474.160004,1588500,471.2966
"2021-11-01",474.119995,476.170013,457.76001,463.179993,1225400,460.382904
"2021-11-02",464.630005,469.420013,460.470001,461.179993,936200,458.394989
"2021-11-03",458.25,460.970001,452.48999,455.049988,1662000,452.302002
"2021-11-04",455.529999,466,455,462.75,1438600,459.955505
"2021-11-05",467.100006,467.98999,458.549988,460.290009,1158400,457.510376
"2021-11-08",464.140015,465.720001,458.549988,461.660004,1027200,458.87207
"2021-11-09",463.029999,464.73999,459.869995,461.980011,952000,459.190186
"2021-11-10",459.649994,461.140015,450.200012,454.209991,1011000,451.467041
"2021-11-11",456.790009,457.320007,451.019989,451.519989,741100,448.793304
"2021-11-12",452.230011,455.320007,448.799988,453.359985,1842600,450.622192
"2021-11-15",453.5,464.070007,449.890015,459.279999,2115800,456.506439
"2021-11-16",458.820007,472.160004,458.309998,470.369995,1538300,467.52951
"2021-11-17",467,468.940002,451.320007,465.5,1680200,462.688904
"2021-11-18",468.450012,469,460.869995,463.929993,2835700,461.128387
"2021-11-19",467.410004,469,459.160004,461.309998,1585400,458.52417
"2021-11-22",464.23999,466.089996,457.779999,458.130005,1190900,455.363373
"2021-11-23",454.380005,459,451.5,458.339996,1219300,455.572144
"2021-11-24",455.890015,464.5,455.170013,463.529999,905500,461.506104
"2021-11-26",457.850006,463.25,453.089996,454.529999,833900,452.54538
"2021-11-29",459.700012,467.100006,457.910004,464.929993,1489200,462.899963
"2021-11-30",460.450012,466.75,454.390015,455.730011,1865900,453.740173
"2021-12-01",461.049988,462.519989,448.720001,449.059998,1436800,447.099274
"2021-12-02",448.040009,462.579987,447.950012,460.970001,1369700,458.957275
"2021-12-03",462.690002,465.48999,445.329987,455.820007,1488500,453.829773
"2021-12-06",460.190002,460.190002,451.609985,456.529999,1250800,454.536652
"2021-12-07",466.709991,470.589996,463.070007,470.459991,1093600,468.405823
"2021-12-08",471.350006,473.410004,468.839996,473,998600,470.934723
"2021-12-09",471.339996,472.029999,467.339996,467.660004,931000,465.618073
"2021-12-10",469.809998,473.859985,465.309998,473.670013,904300,471.601837
"2021-12-13",475.130005,481.609985,473.079987,478.859985,1449500,476.769135
"2021-12-14",475.769989,478.029999,464.839996,470.339996,1440300,468.286377
"2021-12-15",471.369995,479.529999,469.640015,478.970001,1093300,476.878693
"2021-12-16",480.910004,484.209991,471.5,476.829987,1377400,474.748016
"2021-12-17",475.429993,475.559998,464.850006,467.640015,2355500,465.598175
"2021-12-20",462.359985,462.359985,454,460.339996,1675300,458.330017
"2021-12-21",464.709991,470.899994,463.049988,470.48999,717300,468.435699
"2021-12-22",470.970001,473.700012,468.600006,473.26001,814700,471.193634
"2021-12-23",474.309998,477.420013,473.470001,473.73999,1342600,471.671509
"2021-12-27",478.23999,480.269989,472.51001,478.100006,850700,476.012482
"2021-12-28",478.630005,481.440002,474.51001,475.100006,717600,473.025574
"2021-12-29",475.920013,477.48999,472.350006,474.549988,709400,472.477966
"2021-12-30",474.940002,476.779999,470.049988,470.480011,820400,468.425751
"2021-12-31",469.579987,473.929993,469.019989,471.929993,842800,469.869415
"2022-01-03",472.829987,472.829987,458.25,461.100006,1282400,459.086731
"2022-01-04",465.019989,465.019989,456.959991,459.820007,1215200,457.812286
"2022-01-05",461.230011,463.149994,455.410004,455.76001,1316100,453.77005
"2022-01-06",453.730011,454.959991,446.549988,451.959991,1452600,449.986603
"2022-01-07",450.079987,452.079987,446.130005,446.75,1086400,444.799377
"2022-01-10",439.100006,442.410004,428.320007,435.390015,2357500,433.488983
